energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,3.08957160,0.07082675,0.09099757,0.65461758,1.11057845,0.08091973,0.54311510,0.30112726,0.49339573
-5.99399700,2.98613802,0.06572122,0.08595644,0.63111702,1.05419060,0.07694080,0.54001817,0.30111120,0.47767256
-5.98799400,2.88987160,0.06075589,0.08093728,0.60741858,1.00058117,0.07307400,0.53791691,0.30127552,0.46336465
-5.98199100,2.80303768,0.05599611,0.07601254,0.58388958,0.95058184,0.06939011,0.53710584,0.30177466,0.45091260
-5.97598799,2.72775709,0.05150007,0.07124844,0.56087667,0.90494788,0.06595371,0.53787549,0.30276074,0.44073497
-5.96998499,2.66595717,0.04731754,0.06670397,0.53869966,0.86434058,0.06282198,0.54050458,0.30438017,0.43321932
-5.96398199,2.61932911,0.04348907,0.06243014,0.51764669,0.82931371,0.06004385,0.54525218,0.30677047,0.42871397
-5.95797899,2.58929179,0.04004548,0.05846967,0.49797041,0.80030394,0.05765933,0.55234985,0.31005685,0.42752046
-5.95197599,2.57696203,0.03700776,0.05485679,0.47988520,0.77762504,0.05569919,0.56199391,0.31434899,0.42988681
-5.94597299,2.58313097,0.03438725,0.05161735,0.46356533,0.76146560,0.05418482,0.57433813,0.31973788,0.43600145
-5.93996998,2.60824651,0.03218612,0.04876903,0.44914370,0.75188984,0.05312826,0.58948680,0.32629288,0.44598782
-5.93396698,2.65240168,0.03039801,0.04632176,0.43671138,0.74884125,0.05253244,0.60748862,0.33405913,0.45989978
-5.92796398,2.71532888,0.02900889,0.04427813,0.42631757,0.75214845,0.05239151,0.62833162,0.34305533,0.47771781
-5.92196098,2.79640013,0.02799799,0.04263394,0.41797027,0.76153324,0.05269135,0.65193920,0.35327222,0.49934608
-5.91595798,2.89463334,0.02733886,0.04137866,0.41163727,0.77662013,0.05341008,0.67816784,0.36467160,0.52461071
-5.90995498,3.00870505,0.02700045,0.04049601,0.40724789,0.79694725,0.05451870,0.70680642,0.37718619,0.55325907
-5.90395198,3.13696960,0.02694815,0.03996451,0.40469515,0.82197841,0.05598178,0.73757745,0.39072034,0.58496072
-5.89794897,3.27748496,0.02714491,0.03975797,0.40383867,0.85111577,0.05775819,0.77014042,0.40515160,0.61930981
-5.89194597,3.42804527,0.02755222,0.03984609,0.40450817,0.88371321,0.05980192,0.80409705,0.42033316,0.65582926
-5.88594297,3.58621982,0.02813114,0.04019499,0.40650765,0.91908990,0.06206287,0.83899873,0.43609715,0.69397692
-5.87993997,3.74939825,0.02884323,0.04076782,0.40962023,0.95654399,0.06448777,0.87435571,0.45225867,0.73315365
-5.87393697,3.91484125,0.02965136,0.04152542,0.41361362,0.99536610,0.06702110,0.90964809,0.46862052,0.77271337
-5.86793397,4.07973592,0.03052059,0.04242698,0.41824607,1.03485247,0.06960607,0.94433812,0.48497837,0.81197501
-5.86193097,4.24125487,0.03141885,0.04343086,0.42327277,1.07431750,0.07218560,0.97788367,0.50112634,0.85023629
-5.85592796,4.39661753,0.03231758,0.04449534,0.42845254,1.11310545,0.07470339,1.00975225,0.51686274,0.88678881
-5.84992496,4.54315245,0.03319237,0.04557956,0.43355463,1.15060125,0.07710492,1.03943535,0.53199582,0.92093435
-5.84392196,4.67835882,0.03402336,0.04664440,0.43836541,1.18624007,0.07933856,1.06646251,0.54634937,0.95200184
-5.83791896,4.79996573,0.03479570,0.04765350,0.44269481,1.21951579,0.08135655,1.09041477,0.55976791,0.97936447
-5.83191596,4.90598730,0.03549985,0.04857414,0.44638240,1.24998806,0.08311600,1.11093704,0.57212154,1.00245634
-5.82591296,4.99477223,0.03613172,0.04937826,0.44930270,1.27728803,0.08457984,1.12774898,0.58331005,1.02078817
-5.81990995,5.06504612,0.03669282,0.05004333,0.45136978,1.30112272,0.08571766,1.14065405,0.59326632,1.03396138
-5.81390695,5.11594520,0.03719018,0.05055315,0.45254089,1.32127804,0.08650645,1.14954641,0.60195889,1.04167994
-5.80790395,5.14704031,0.03763619,0.05089855,0.45281903,1.33762041,0.08693119,1.15441549,0.60939358,1.04375961
-5.80190095,5.15835012,0.03804834,0.05107797,0.45225428,1.35009719,0.08698536,1.15534795,0.61561409,1.04013392
-5.79589795,5.15034296,0.03844876,0.05109782,0.45094401,1.35873573,0.08667117,1.15252701,0.62070148,1.03085683
-5.78989495,5.12392693,0.03886368,0.05097269,0.44903168,1.36364124,0.08599970,1.14622906,0.62477260,1.01610161
-5.78389195,5.08042815,0.03932273,0.05072532,0.44670444,1.36499333,0.08499082,1.13681763,0.62797726,0.99615616
-5.77788894,5.02155767,0.03985814,0.05038637,0.44418946,1.36304135,0.08367287,1.12473477,0.63049440,0.97141467
-5.77188594,4.94936751,0.04050382,0.04999395,0.44174898,1.35809845,0.08208220,1.11049015,0.63252702,0.94236598
-5.76588294,4.86619713,0.04129433,0.04959298,0.43967434,1.35053434,0.08026244,1.09464795,0.63429614,0.90957913
-5.75987994,4.77461153,0.04226380,0.04923425,0.43827893,1.34076682,0.07826371,1.07781212,0.63603392,0.87368649
-5.75387694,4.67733281,0.04344476,0.04897340,0.43789025,1.32925198,0.07614148,1.06061022,0.63797591,0.83536522
-5.74787394,4.57716714,0.04486701,0.04886964,0.43884136,1.31647339,0.07395550,1.04367642,0.64035297,0.79531780
-5.74187094,4.47692939,0.04655640,0.04898437,0.44146177,1.30293015,0.07176840,1.02763409,0.64338287,0.75425231
-5.73586793,4.37936770,0.04853378,0.04937967,0.44606798,1.28912429,0.06964439,1.01307859,0.64726201,0.71286329
-5.72986493,4.28709051,0.05081394,0.05011672,0.45295409,1.27554750,0.06764776,1.00056087,0.65215765,0.67181385
-5.72386193,4.20249839,0.05340469,0.05125416,0.46238246,1.26266784,0.06584147,0.99057224,0.65820086,0.63171969
-5.71785893,4.12772289,0.05630614,0.05284644,0.47457486,1.25091666,0.06428569,0.98353110,0.66548078,0.59313567
-5.71185593,4.06457465,0.05951012,0.05494218,0.48970433,1.24067627,0.06303639,0.97977193,0.67404031,0.55654514
-5.70585293,4.01450233,0.06299989,0.05758261,0.50788793,1.23226878,0.06214409,0.97953705,0.68387370,0.52235248
-5.69984992,3.97856389,0.06675003,0.06080006,0.52918064,1.22594674,0.06165268,0.98297141,0.69492611,0.49087897
-5.69384692,3.95741112,0.07072665,0.06461669,0.55357075,1.22188589,0.06159838,0.99012071,0.70709543,0.46236175
-5.68784392,3.95128785,0.07488788,0.06904326,0.58097675,1.22018048,0.06200890,1.00093282,0.72023628,0.43695595
-5.68184092,3.96004177,0.07918466,0.07407826,0.61124599,1.22084146,0.06290286,1.01526268,0.73416607,0.41473955
-5.67583792,3.98314941,0.08356171,0.07970719,0.64415532,1.22379783,0.06428933,1.03288019,0.74867313,0.39572047
-5.66983492,4.01975293,0.08795888,0.08590219,0.67941358,1.22890102,0.06616767,1.05348116,0.76352633,0.37984566
-5.66383192,4.06870751,0.09231263,0.09262208,0.71666623,1.23593240,0.06852762,1.07670059,0.77848598,0.36701130
-5.65782891,4.12863714,0.09655772,0.09981262,0.75550184,1.24461365,0.07134963,1.10212804,0.79331544,0.35707387
-5.65182591,4.19799674,0.10062907,0.10740730,0.79546060,1.25461954,0.07460540,1.12932423,0.80779285,0.34986131
-5.64582291,4.27513806,0.10446362,0.11532846,0.83604452,1.26559275,0.07825871,1.15783845,0.82172256,0.34518389
-5.63981991,4.35837677,0.10800227,0.12348883,0.87672918,1.27716006,0.08226638,1.18722593,0.83494553,0.34284419
-5.63381691,4.44605814,0.11119177,0.13179350,0.91697669,1.28894921,0.08657954,1.21706454,0.84734824,0.34264597
-5.62781391,4.53661877,0.11398647,0.14014211,0.95624961,1.30060576,0.09114492,1.24697021,0.85886968,0.34440151
-5.62181091,4.62864195,0.11634990,0.14843144,0.99402524,1.31180914,0.09590632,1.27661031,0.86950601,0.34793723
-5.61580790,4.72090459,0.11825616,0.15655816,1.02980995,1.32228723,0.10080620,1.30571458,0.87931258,0.35309757
-5.60980490,4.81241398,0.11969096,0.16442162,1.06315303,1.33182876,0.10578714,1.33408315,0.88840322,0.35974705
-5.60380190,4.90243299,0.12065244,0.17192675,1.09365945,1.34029296,0.11079348,1.36159126,0.89694683,0.36777052
-5.59779890,4.99049286,0.12115149,0.17898676,1.12100112,1.34761603,0.11577270,1.38819049,0.90516128,0.37707197
-5.59179590,5.07639322,0.12121184,0.18552556,1.14492614,1.35381416,0.12067678,1.41390660,0.91330487,0.38757188
-5.58579290,5.16018947,0.12086962,0.19147993,1.16526558,1.35898276,0.12546338,1.43883381,0.92166575,0.39920352
-5.57978989,5.24216828,0.12017272,0.19680108,1.18193748,1.36329223,0.13009675,1.46312600,0.93054972,0.41190845
-5.57378689,5.32281230,0.11917959,0.20145577,1.19494785,1.36698010,0.13454853,1.48698505,0.94026682,0.42563153
-5.56778389,5.40275594,0.11795792,0.20542675,1.20438853,1.37034021,0.13879816,1.51064688,0.95111731,0.44031584
-5.56178089,5.48273410,0.11658289,0.20871252,1.21043205,1.37370920,0.14283310,1.53436579,0.96337771,0.45589766
-5.55577789,5.56352642,0.11513530,0.21132655,1.21332344,1.37745102,0.14664883,1.55839781,0.97728720,0.47230202
-5.54977489,5.64589976,0.11369948,0.21329581,1.21336964,1.38194025,0.15024851,1.58298384,0.99303523,0.48943883
-5.54377189,5.73055157,0.11236123,0.21465879,1.21092674,1.38754486,0.15364248,1.60833321,1.01075060,0.50720009
-5.53776888,5.81805701,0.11120559,0.21546314,1.20638563,1.39460930,0.15684759,1.63460873,1.03049266,0.52545807
-5.53176588,5.90882248,0.11031484,0.21576296,1.20015684,1.40343873,0.15988627,1.66191372,1.05224474,0.54406477
-5.52576288,6.00304788,0.10976647,0.21561601,1.19265522,1.41428508,0.16278569,1.69028170,1.07591046,0.56285266
-5.51975988,6.10069960,0.10963147,0.21508090,1.18428500,1.42733548,0.16557663,1.71966946,1.10131268,0.58163667
-5.51375688,6.20149554,0.10997274,0.21421442,1.17542616,1.44270374,0.16829257,1.74995371,1.12819555,0.60021741
-5.50775388,6.30490311,0.11084379,0.21306923,1.16642246,1.46042502,0.17096861,1.78093158,1.15622943,0.61838545
-5.50175088,6.41015019,0.11228776,0.21169192,1.15757178,1.48045401,0.17364057,1.81232507,1.18501855,0.63592659
-5.49574787,6.51624856,0.11433658,0.21012160,1.14911894,1.50266639,0.17634419,1.84378920,1.21411126,0.65262774
-5.48974487,6.62202838,0.11701058,0.20838901,1.14125133,1.52686360,0.17911437,1.87492349,1.24301247,0.66828329
-5.48374187,6.72618200,0.12031812,0.20651625,1.13409723,1.55278034,0.18198460,1.90528631,1.27119783,0.68270158
-5.47773887,6.82731441,0.12425563,0.20451705,1.12772684,1.58009442,0.18498649,1.93441126,1.29812917,0.69571121
-5.47173587,6.92399780,0.12880764,0.20239747,1.12215554,1.60843826,0.18814940,1.96182489,1.32327067,0.70716683
-5.46573287,7.01482691,0.13394707,0.20015705,1.11734913,1.63741138,0.19150021,1.98706476,1.34610501,0.71695414
-5.45972986,7.09847224,0.13963553,0.19779032,1.11323048,1.66659324,0.19506311,2.00969692,1.36614912,0.72499388
-5.45372686,7.17372827,0.14582374,0.19528832,1.10968719,1.69555568,0.19885947,2.02933205,1.38296865,0.73124442
-5.44772386,7.23955391,0.15245198,0.19264034,1.10657949,1.72387437,0.20290775,2.04563919,1.39619083,0.73570297
-5.44172086,7.29510338,0.15945058,0.18983549,1.10374817,1.75113887,0.20722332,2.05835668,1.40551515,0.73840519
-5.43571786,7.33974582,0.16674049,0.18686415,1.10102185,1.77696083,0.21181835,2.06729953,1.41072142,0.73942327
-5.42971486,7.37307322,0.17423395,0.18371908,1.09822352,1.80098013,0.21670159,2.07236307,1.41167492,0.73886245
-5.42371186,7.39489647,0.18183518,0.18039637,1.09517583,1.82286909,0.22187812,2.07352278,1.40832865,0.73685625
-5.41770885,7.40523048,0.18944134,0.17689582,1.09170529,1.84233455,0.22734905,2.07083039,1.40072241,0.73356051
-5.41170585,7.40426984,0.19694360,0.17322120,1.08764523,1.85911837,0.23311113,2.06440657,1.38897896,0.72914659
-5.40570285,7.39235687,0.20422849,0.16938005,1.08283776,1.87299645,0.23915640,2.05443086,1.37329750,0.72379413
-5.39969985,7.36994477,0.21117942,0.16538319,1.07713476,1.88377681,0.24547176,2.04112942,1.35394481,0.71768351
-5.39369685,7.33755819,0.21767859,0.16124414,1.07039834,1.89129712,0.25203858,2.02476143,1.33124439,0.71098870
-5.38769385,7.29575413,0.22360903,0.15697830,1.06250094,1.89542211,0.25883230,2.00560491,1.30556431,0.70387049
-5.38169085,7.24508547,0.22885697,0.15260209,1.05332542,1.89604128,0.26582222,1.98394291,1.27730414,0.69647074
-5.37568784,7.18606953,0.23331438,0.14813221,1.04276525,1.89306708,0.27297116,1.96005070,1.24688163,0.68890765
-5.36968484,7.11916312,0.23688155,0.14358482,1.03072520,1.88643397,0.28023545,1.93418467,1.21471957,0.68127237
-5.36368184,7.04474544,0.23946977,0.13897507,1.01712246,1.87609823,0.28756484,1.90657350,1.18123355,0.67362708
-5.35767884,6.96310919,0.24100393,0.13431666,1.00188829,1.86203868,0.29490268,1.87741184,1.14682071,0.66600442
-5.35167584,6.87445998,0.24142480,0.12962168,0.98497024,1.84425804,0.30218614,1.84685677,1.11185019,0.65840835
-5.34567284,6.77892333,0.24069116,0.12490066,0.96633464,1.82278481,0.30934664,1.81502698,1.07665524,0.65081633
-5.33966983,6.67655819,0.23878137,0.12016276,0.94596939,1.79767536,0.31631033,1.78200445,1.04152733,0.64318246
-5.33366683,6.56737551,0.23569450,0.11541617,0.92388660,1.76901593,0.32299882,1.74783840,1.00671220,0.63544157
-5.32766383,6.45136034,0.23145076,0.11066864,0.90012508,1.73692427,0.32932995,1.71255100,0.97240790,0.62751387
-5.32166083,6.32849549,0.22609145,0.10592795,0.87475220,1.70155068,0.33521878,1.67614444,0.93876469,0.61930991
-5.31565783,6.19878537,0.21967805,0.10120255,0.84786508,1.66307809,0.34057873,1.63860867,0.90588658,0.61073566
-5.30965483,6.06227836,0.21229081,0.09650207,0.81959088,1.62172135,0.34532285,1.59992956,0.87383439,0.60169743
-5.30365183,5.91908646,0.20402668,0.09183773,0.79008609,1.57772533,0.34936526,1.56009673,0.84263002,0.59210648
-5.29764882,5.76940150,0.19499668,0.08722268,0.75953465,1.53136216,0.35262279,1.51911081,0.81226165,0.58188304
-5.29164582,5.61350707,0.18532299,0.08267217,0.72814519,1.48292755,0.35501673,1.47698976,0.78268962,0.57095986
-5.28564282,5.45178613,0.17513556,0.07820353,0.69614717,1.43273646,0.35647471,1.43377395,0.75385283,0.55928498
-5.27963982,5.28472422,0.16456871,0.07383603,0.66378624,1.38111822,0.35693269,1.38952992,0.72567519,0.54682386
-5.27363682,5.11290842,0.15375763,0.06959051,0.63131901,1.32841145,0.35633698,1.34435273,0.69807209,0.53356078
-5.26763382,4.93702261,0.14283505,0.06548900,0.59900725,1.27495888,0.35464619,1.29836683,0.67095656,0.51949957
-5.26163082,4.75783928,0.13192811,0.06155406,0.56711203,1.22110238,0.35183307,1.25172556,0.64424497,0.50466372
-5.25562781,4.57620852,0.12115560,0.05780815,0.53588773,1.16717823,0.34788620,1.20460935,0.61786210,0.48909590
-5.24962481,4.39304456,0.11062565,0.05427293,0.50557634,1.11351278,0.34281126,1.15722275,0.59174542,0.47285691
-5.24362181,4.20931018,0.10043389,0.05096851,0.47640209,1.06041858,0.33663192,1.10979038,0.56584850,0.45602417
-5.23761881,4.02599956,0.09066215,0.04791276,0.44856664,1.00819087,0.32939028,1.06255201,0.54014339,0.43868982
-5.23161581,3.84411960,0.08137769,0.04512061,0.42224492,0.95710451,0.32114666,1.01575690,0.51462208,0.42095838
-5.22561281,3.66467028,0.07263297,0.04260348,0.39758169,0.90741122,0.31197880,0.96965754,0.48929680,0.40294407
-5.21960980,3.48862418,0.06446590,0.04036880,0.37468892,0.85933713,0.30198041,0.92450305,0.46419936,0.38476793
-5.21360680,3.31690569,0.05690045,0.03841960,0.35364395,0.81308044,0.29125916,0.88053243,0.43937962,0.36655467
-5.20760380,3.15037038,0.04994767,0.03675428,0.33448853,0.76880942,0.27993402,0.83796775,0.41490295,0.34842943
-5.20160080,2.98978508,0.04360700,0.03536652,0.31722864,0.72666047,0.26813218,0.79700777,0.39084718,0.33051452
-5.19559780,2.83580941,0.03786771,0.03424527,0.30183520,0.68673663,0.25598570,0.75782197,0.36729887,0.31292617
-5.18959480,2.68897957,0.03271046,0.03337499,0.28824550,0.64910624,0.24362788,0.72054550,0.34434936,0.29577155
-5.18359180,2.54969513,0.02810899,0.03273594,0.27636548,0.61380228,0.23118960,0.68527509,0.32209065,0.27914601
-5.17758879,2.41820965,0.02403166,0.03230464,0.26607268,0.58082217,0.21879592,0.65206626,0.30061142,0.26313082
-5.17158579,2.29462588,0.02044303,0.03205450,0.25721988,0.55012846,0.20656290,0.62093201,0.27999328,0.24779131
-5.16558279,2.17889597,0.01730521,0.03195648,0.24963945,0.52165029,0.19459485,0.59184309,0.26030763,0.23317571
-5.15957979,2.07082718,0.01457914,0.03197988,0.24314813,0.49528586,0.18298226,0.56472994,0.24161304,0.21931462
-5.15357679,1.97009301,0.01222569,0.03209326,0.23755233,0.47090588,0.17180030,0.53948622,0.22395346,0.20622112
-5.14757379,1.87624954,0.01020655,0.03226528,0.23265370,0.44835797,0.16110805,0.51597393,0.20735725,0.19389163
-5.14157079,1.78875648,0.00848497,0.03246565,0.22825496,0.42747183,0.15094840,0.49402978,0.19183699,0.18230737
-5.13556778,1.70700207,0.00702630,0.03266605,0.22416568,0.40806524,0.14134870,0.47347274,0.17739022,0.17143640
-5.12956478,1.63033069,0.00579847,0.03284099,0.22020795,0.38995038,0.13232186,0.45411221,0.16400078,0.16123607
-5.12356178,1.55807201,0.00477220,0.03296860,0.21622178,0.37294039,0.12386805,0.43575663,0.15164094,0.15165588
-5.11755878,1.48957020,0.00392120,0.03303134,0.21206994,0.35685585,0.11597666,0.41822200,0.14027387,0.14264048
-5.11155578,1.42421198,0.00322225,0.03301656,0.20764226,0.34153081,0.10862857,0.40133997,0.12985663,0.13413265
-5.10555278,1.36145205,0.00265521,0.03291695,0.20285912,0.32681817,0.10179840,0.38496518,0.12034321,0.12607628
-5.09954977,1.30083494,0.00220293,0.03273087,0.19767411,0.31259414,0.09545672,0.36898139,0.11168767,0.11841901
-5.09354677,1.24201224,0.00185122,0.03246242,0.19207578,0.29876156,0.08957220,0.35330638,0.10384720,0.11111455
-5.08754377,1.18475474,0.00158873,0.03212150,0.18608838,0.28525200,0.08411330,0.33789525,0.09678487,0.10412452
-5.08154077,1.12895912,0.00140680,0.03172365,0.17977183,0.27202656,0.07904982,0.32274212,0.09047216,0.09741984
-5.07553777,1.07464923,0.00129942,0.03128977,0.17322062,0.25907546,0.07435395,0.30788039,0.08489098,0.09098155
-5.06953477,1.02197226,0.00126302,0.03084574,0.16656202,0.24641639,0.07000104,0.29338135,0.08003531,0.08480107
-5.06353177,0.97119051,0.00129643,0.03042202,0.15995359,0.23409192,0.06596996,0.27935165,0.07591236,0.07888009
-5.05752876,0.92266927,0.00140072,0.03005307,0.15358000,0.22216609,0.06224320,0.26592956,0.07254314,0.07322988
-5.05152576,0.87686186,0.00157912,0.02977679,0.14764945,0.21072045,0.05880665,0.25328048,0.06996272,0.06787034
-5.04552276,0.83429276,0.00183682,0.02963396,0.14238955,0.19984968,0.05564934,0.24159173,0.06821983,0.06282874
-5.03951976,0.79553955,0.00218090,0.02966761,0.13804302,0.18965729,0.05276288,0.23106708,0.06737609,0.05813825
-5.03351676,0.76121455,0.00262006,0.02992234,0.13486300,0.18025127,0.05014105,0.22192106,0.06750476,0.05383638
-5.02751376,0.73194688,0.00316446,0.03044373,0.13310810,0.17174013,0.04777935,0.21437327,0.06868901,0.04996335
-5.02151076,0.70836517,0.00382538,0.03127763,0.13303726,0.16422932,0.04567458,0.20864283,0.07101974,0.04656056
-5.01550775,0.69108146,0.00461495,0.03246941,0.13490430,0.15781818,0.04382466,0.20494299,0.07459295,0.04366907
-5.00950475,0.68067633,0.00554567,0.03406323,0.13895217,0.15259744,0.04222853,0.20347594,0.07950663,0.04132819
-5.00350175,0.67768513,0.00663001,0.03610117,0.14540691,0.14864721,0.04088621,0.20442786,0.08585725,0.03957429
