energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-4.99749875,0.68258545,0.00787982,0.03862229,0.15447131,0.14603545,0.03979908,0.20796407,0.09373570,0.03843965
-4.99149575,0.69578541,0.00930576,0.04166167,0.16631825,0.14481694,0.03897019,0.21422442,0.10322306,0.03795153
-4.98549275,0.71761288,0.01091665,0.04524933,0.18108391,0.14503246,0.03840481,0.22331869,0.11438586,0.03813138
-4.97948974,0.74830535,0.01271879,0.04940909,0.19886086,0.14670837,0.03811092,0.23532226,0.12727129,0.03899418
-4.97348674,0.78800061,0.01471526,0.05415747,0.21969132,0.14985622,0.03809985,0.25027190,0.14190237,0.04054794
-4.96748374,0.83672840,0.01690529,0.05950251,0.24356075,0.15447268,0.03838686,0.26816191,0.15827320,0.04279330
-4.96148074,0.89440318,0.01928359,0.06544283,0.27039223,0.16053944,0.03899163,0.28894076,0.17634461,0.04572334
-4.95547774,0.96081866,0.02183988,0.07196667,0.30004178,0.16802334,0.03993880,0.31250839,0.19604051,0.04932350
-4.94947474,1.03564433,0.02455843,0.07905126,0.33229517,0.17687659,0.04125821,0.33871436,0.21724490,0.05357166
-4.94347174,1.11842487,0.02741786,0.08666242,0.36686647,0.18703725,0.04298515,0.36735730,0.23980019,0.05843838
-4.93746873,1.20858266,0.03039101,0.09475460,0.40339876,0.19842989,0.04516029,0.39818561,0.26350672,0.06388739
-4.93146573,1.30542403,0.03344517,0.10327115,0.44146726,0.21096665,0.04782949,0.43089982,0.28812382,0.06987619
-4.92546273,1.40814948,0.03654237,0.11214525,0.48058501,0.22454859,0.05104333,0.46515665,0.31337251,0.07635683
-4.91945973,1.51586795,0.03964008,0.12130111,0.52021133,0.23906749,0.05485636,0.50057483,0.33893986,0.08327694
-4.91345673,1.62761492,0.04269202,0.13065570,0.55976273,0.25440795,0.05932612,0.53674267,0.36448506,0.09058074
-4.90745373,1.74237392,0.04564921,0.14012081,0.59862640,0.27044984,0.06451180,0.57322713,0.38964691,0.09821031
-4.90145073,1.85910055,0.04846129,0.14960551,0.63617564,0.28707107,0.07047267,0.60958423,0.41405267,0.10610675
-4.89544772,1.97674814,0.05107786,0.15901875,0.67178682,0.30415038,0.07726613,0.64537024,0.43732792,0.11421143
-4.88944472,2.09429361,0.05345004,0.16827208,0.70485723,0.32157017,0.08494556,0.68015336,0.45910689,0.12246707
-4.88344172,2.21076236,0.05553193,0.17728237,0.73482316,0.33921917,0.09355783,0.71352519,0.47904311,0.13081867
-4.87743872,2.32525052,0.05728219,0.18597430,0.76117721,0.35699466,0.10314068,0.74511153,0.49681961,0.13921425
-4.87143572,2.43694358,0.05866539,0.19428262,0.78348434,0.37480427,0.11371988,0.77458186,0.51215838,0.14760526
-4.86543272,2.54512991,0.05965329,0.20215389,0.80139556,0.39256709,0.12530642,0.80165701,0.52482861,0.15594671
-4.85942971,2.64920857,0.06022583,0.20954777,0.81465886,0.41021398,0.13789371,0.82611471,0.53465322,0.16419693
-4.85342671,2.74869091,0.06037191,0.21643765,0.82312664,0.42768717,0.15145497,0.84779249,0.54151350,0.17231710
-4.84742371,2.84319584,0.06008982,0.22281071,0.82675944,0.44493899,0.16594096,0.86658803,0.54535161,0.18027040
-4.84142071,2.93243934,0.05938736,0.22866726,0.82562554,0.46192993,0.18127818,0.88245682,0.54617074,0.18802107
-4.83541771,3.01621895,0.05828163,0.23401964,0.81989674,0.47862613,0.19736769,0.89540737,0.54403318,0.19553323
-4.82941471,3.09439465,0.05679849,0.23889048,0.80984029,0.49499650,0.21408469,0.90549438,0.53905628,0.20276979
-4.82341171,3.16686757,0.05497172,0.24331067,0.79580765,0.51100959,0.23127899,0.91281019,0.53140661,0.20969139
-4.81740870,3.23355839,0.05284194,0.24731704,0.77822042,0.52663069,0.24877639,0.91747537,0.52129273,0.21625563
-4.81140570,3.29438710,0.05045532,0.25094994,0.75755439,0.54181915,0.26638111,0.91962877,0.50895698,0.22241656
-4.80540270,3.34925608,0.04786217,0.25425086,0.73432243,0.55652632,0.28387925,0.91941812,0.49466672,0.22812460
-4.79939970,3.39803766,0.04511545,0.25726023,0.70905705,0.57069425,0.30104311,0.91699137,0.47870549,0.23332694
-4.79339670,3.44056764,0.04226925,0.26001555,0.68229354,0.58425531,0.31763647,0.91248977,0.46136468,0.23796846
-4.78739370,3.47664527,0.03937737,0.26254985,0.65455436,0.59713276,0.33342049,0.90604284,0.44293590,0.24199306
-4.78139070,3.50604004,0.03649199,0.26489068,0.62633560,0.60924233,0.34816010,0.89776575,0.42370454,0.24534552
-4.77538769,3.52850493,0.03366255,0.26705950,0.59809585,0.62049474,0.36163072,0.88775913,0.40394471,0.24797368
-4.76938469,3.54379546,0.03093481,0.26907158,0.57024794,0.63079897,0.37362486,0.87611136,0.38391573,0.24983085
-4.76338169,3.55169329,0.02835015,0.27093638,0.54315376,0.64006615,0.38395852,0.86290324,0.36386014,0.25087834
-4.75737869,3.55203300,0.02594510,0.27265817,0.51712210,0.64821382,0.39247699,0.84821449,0.34400329,0.25108796
-4.75137569,3.54473025,0.02375123,0.27423703,0.49240943,0.65517031,0.39905989,0.83213196,0.32455426,0.25044431
-4.74537269,3.52980977,0.02179513,0.27567006,0.46922318,0.66087901,0.40362519,0.81475870,0.30570798,0.24894677
-4.73936968,3.50743127,0.02009878,0.27695259,0.44772742,0.66530230,0.40613203,0.79622354,0.28764828,0.24661097
-4.73336668,3.47791205,0.01867998,0.27807952,0.42805004,0.66842494,0.40658236,0.77669051,0.27055148,0.24346979
-4.72736368,3.44174484,0.01755309,0.27904656,0.41029126,0.67025677,0.40502119,0.75636749,0.25459041,0.23957373
-4.72136068,3.39961016,0.01672975,0.27985139,0.39453269,0.67083471,0.40153566,0.73551365,0.23993827,0.23499060
-4.71535768,3.35238261,0.01621983,0.28049467,0.38084649,0.67022391,0.39625285,0.71444516,0.22677231,0.22980464
-4.70935468,3.30113100,0.01603231,0.28098096,0.36930403,0.66851820,0.38933666,0.69353888,0.21527688,0.22411510
-4.70335168,3.24711238,0.01617620,0.28131948,0.35998376,0.66583987,0.38098376,0.67323376,0.20564570,0.21803429
-4.69734867,3.19176053,0.01666141,0.28152472,0.35297763,0.66233880,0.37141896,0.65402976,0.19808312,0.21168526
-4.69134567,3.13666939,0.01749953,0.28161702,0.34839609,0.65819122,0.36089026,0.63648425,0.19280426,0.20519921
-4.68534267,3.08357219,0.01870442,0.28162298,0.34637108,0.65359798,0.34966360,0.62120593,0.19003388,0.19871274
-4.67933967,3.03431691,0.02029263,0.28157589,0.34705717,0.64878269,0.33801776,0.60884633,0.19000392,0.19236507
-4.67333667,2.99083867,0.02228368,0.28151596,0.35063053,0.64398946,0.32623941,0.60008902,0.19294981,0.18629524
-4.66733367,2.95512953,0.02469995,0.28149050,0.35728592,0.63948054,0.31461848,0.59563675,0.19910536,0.18063951
-4.66133067,2.92920599,0.02756639,0.28155401,0.36723174,0.63553361,0.30344399,0.59619681,0.20869654,0.17552888
-4.65532766,2.91507431,0.03090993,0.28176794,0.38068316,0.63243877,0.29300016,0.60246465,0.22193411,0.17108678
-4.64932466,2.91469373,0.03475856,0.28220031,0.39785385,0.63049498,0.28356307,0.61510638,0.23900541,0.16742700
-4.64332166,2.92993758,0.03914012,0.28292499,0.41894628,0.63000598,0.27539742,0.63474022,0.26006540,0.16465178
