energy_ev,total_up,B_p_up,B_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,1.67469410,0.15046458,0.00000000,0.55258581,0.76972377,0.00876221,0.58113075
-5.99399700,1.73448834,0.15831734,0.00000000,0.58190582,0.79864941,0.00896116,0.59810134
-5.98799400,1.79537846,0.16682607,0.00000000,0.61187866,0.82841758,0.00924417,0.61458442
-5.98199100,1.85696521,0.17594556,0.00000000,0.64231345,0.85884775,0.00960375,0.63048487
-5.97598799,1.91885664,0.18562461,0.00000000,0.67301669,0.88975575,0.01003301,0.64571937
-5.96998499,1.98067496,0.19580597,0.00000000,0.70379633,0.92095653,0.01052572,0.66021946
-5.96398199,2.04206421,0.20642634,0.00000000,0.73446625,0.95226738,0.01107627,0.67393458
-5.95797899,2.10269848,0.21741677,0.00000000,0.76485084,0.98351182,0.01167965,0.68683506
-5.95197599,2.16229011,0.22870312,0.00000000,0.79478955,1.01452367,0.01233139,0.69891486
-5.94597299,2.22059750,0.24020695,0.00000000,0.82414127,1.04515127,0.01302746,0.71019377
-5.93996998,2.27743184,0.25184649,0.00000000,0.85278814,1.07526147,0.01376420,0.72071884
-5.93396698,2.33266225,0.26353778,0.00000000,0.88063862,1.10474313,0.01453820,0.73056490
-5.92796398,2.38621870,0.27519604,0.00000000,0.90762970,1.13350970,0.01534616,0.73983392
-5.92196098,2.43809221,0.28673687,0.00000000,0.93372784,1.16150081,0.01618484,0.74865311
-5.91595798,2.48833203,0.29807763,0.00000000,0.95892866,1.18868240,0.01705087,0.75717162
-5.90995498,2.53703948,0.30913859,0.00000000,0.98325518,1.21504536,0.01794067,0.76555590
-5.90395198,2.58435849,0.31984394,0.00000000,1.00675463,1.24060261,0.01885031,0.77398379
-5.89794897,2.63046297,0.33012263,0.00000000,1.02949386,1.26538454,0.01977543,0.78263739
-5.89194597,2.67554143,0.33990887,0.00000000,1.05155343,1.28943305,0.02071112,0.79169507
-5.88594297,2.71977938,0.34914247,0.00000000,1.07302062,1.31279434,0.02165185,0.80132285
-5.87993997,2.76334042,0.35776881,0.00000000,1.09398167,1.33551089,0.02259140,0.81166545
-5.87393697,2.80634673,0.36573857,0.00000000,1.11451344,1.35761291,0.02352280,0.82283758
-5.86793397,2.84886022,0.37300736,0.00000000,1.13467514,1.37910989,0.02443834,0.83491570
-5.86193097,2.89086521,0.37953504,0.00000000,1.15450025,1.39998265,0.02532958,0.84793080
-5.85592796,2.93225388,0.38528507,0.00000000,1.17398927,1.42017646,0.02618738,0.86186255
-5.84992496,2.97281534,0.39022380,0.00000000,1.19310374,1.43959576,0.02700201,0.87663527
-5.84392196,3.01222931,0.39431988,0.00000000,1.21176175,1.45810075,0.02776329,0.89211592
-5.83791896,3.05006496,0.39754382,0.00000000,1.22983549,1.47550648,0.02846074,0.90811433
-5.83191596,3.08578544,0.39986770,0.00000000,1.24715092,1.49158434,0.02908383,0.92438591
-5.82591296,3.11875820,0.40126525,0.00000000,1.26348987,1.50606631,0.02962223,0.94063671
-5.81990995,3.14827098,0.40171222,0.00000000,1.27859454,1.51865180,0.03006609,0.95653087
-5.81390695,3.17355307,0.40118701,0.00000000,1.29217437,1.52901687,0.03040639,0.97170006
-5.80790395,3.19380113,0.39967166,0.00000000,1.30391509,1.53682565,0.03063523,0.98575483
-5.80190095,3.20820854,0.39715315,0.00000000,1.31348960,1.54174340,0.03074621,0.99829726
-5.79589795,3.21599722,0.39362483,0.00000000,1.32057042,1.54345062,0.03073472,1.00893452
-5.78989495,3.21645050,0.38908806,0.00000000,1.32484299,1.54165781,0.03059828,1.01729282
-5.78389195,3.20894564,0.38355390,0.00000000,1.32601949,1.53611996,0.03033674,1.02303109
-5.77788894,3.19298469,0.37704477,0.00000000,1.32385241,1.52665037,0.02995254,1.02585397
-5.77188594,3.16822210,0.36959590,0.00000000,1.31814738,1.51313295,0.02945079,1.02552346
-5.76588294,3.13448813,0.36125666,0.00000000,1.30877459,1.49553261,0.02883935,1.02186879
-5.75987994,3.09180671,0.35209150,0.00000000,1.29567836,1.47390318,0.02812880,1.01479410
-5.75387694,3.04040716,0.34218050,0.00000000,1.27888435,1.44839252,0.02733234,1.00428362
-5.74787394,2.98072914,0.33161950,0.00000000,1.25850405,1.41924454,0.02646553,0.99040421
-5.74187094,2.91342062,0.32051975,0.00000000,1.23473646,1.38679817,0.02554604,0.97330500
-5.73586793,2.83932892,0.30900708,0.00000000,1.20786665,1.35148314,0.02459329,0.95321444
-5.72986493,2.75948511,0.29722057,0.00000000,1.17826144,1.31381284,0.02362800,0.93043461
-5.72386193,2.67508263,0.28531080,0.00000000,1.14636220,1.27437454,0.02267173,0.90533326
-5.71785893,2.58745061,0.27343772,0.00000000,1.11267523,1.23381730,0.02174637,0.87833385
-5.71185593,2.49802328,0.26176822,0.00000000,1.07775989,1.19283812,0.02087359,0.84990392
-5.70585293,2.40830638,0.25047337,0.00000000,1.04221506,1.15216669,0.02007440,0.82054242
-5.69984992,2.31984186,0.23972562,0.00000000,1.00666445,1.11254941,0.01936853,0.79076630
-5.69384692,2.23417218,0.22969586,0.00000000,0.97174121,1.07473321,0.01877408,0.76109693
-5.68784392,2.15280518,0.22055050,0.00000000,0.93807242,1.03944959,0.01830705,0.73204686
-5.68184092,2.07718091,0.21244871,0.00000000,0.90626398,1.00739942,0.01798098,0.70410723
-5.67583792,2.00864105,0.20553971,0.00000000,0.87688633,0.97923897,0.01780670,0.67773633
-5.66983492,1.94840193,0.19996040,0.00000000,0.85046147,0.95556744,0.01779212,0.65334950
-5.66383192,1.89753170,0.19583319,0.00000000,0.82745153,0.93691628,0.01794208,0.63131073
-5.65782891,1.85693203,0.19326414,0.00000000,0.80824925,0.92374050,0.01825832,0.61192604
-5.65182591,1.82732450,0.19234139,0.00000000,0.79317045,0.91641205,0.01873949,0.59543875
-5.64582291,1.80924191,0.19313391,0.00000000,0.78244868,0.91521534,0.01938129,0.58202666
-5.63981991,1.80302407,0.19569059,0.00000000,0.77623203,0.92034471,0.02017654,0.57180109
-5.63381691,1.80881805,0.20003948,0.00000000,0.77458205,0.93190386,0.02111548,0.56480768
-5.62781391,1.82658234,0.20618744,0.00000000,0.77747475,0.94990696,0.02218598,0.56102872
-5.62181091,1.85609437,0.21411983,0.00000000,0.78480340,0.97428123,0.02337382,0.56038699
-5.61580790,1.89696106,0.22380053,0.00000000,0.79638320,1.00487079,0.02466301,0.56275062
-5.60980490,1.94863155,0.23517199,0.00000000,0.81195737,1.04144136,0.02603613,0.56793905
-5.60380190,2.01041181,0.24815551,0.00000000,0.83120460,1.08368577,0.02747463,0.57572955
-5.59779890,2.08148035,0.26265157,0.00000000,0.85374763,1.13122983,0.02895919,0.58586431
-5.59179590,2.16090484,0.27854034,0.00000000,0.87916270,1.18363848,0.03047001,0.59805772
-5.58579290,2.24765900,0.29568226,0.00000000,0.90698974,1.24042204,0.03198716,0.61200374
-5.57978989,2.34063964,0.31391884,0.00000000,0.93674294,1.30104234,0.03349084,0.62738310
-5.57378689,2.43868349,0.33307362,0.00000000,0.96792173,1.36491891,0.03496169,0.64387027
-5.56778389,2.54058380,0.35295340,0.00000000,1.00002166,1.43143494,0.03638105,0.66114001
-5.56178089,2.64510653,0.37334969,0.00000000,1.03254531,1.49994327,0.03773121,0.67887342
-5.55577789,2.75100624,0.39404056,0.00000000,1.06501267,1.56977237,0.03899565,0.69676348
-5.54977489,2.85704154,0.41479285,0.00000000,1.09697106,1.64023251,0.04015926,0.71451989
-5.54377189,2.96199019,0.43536474,0.00000000,1.12800421,1.71062212,0.04120854,0.73187339
-5.53776888,3.06466390,0.45550874,0.00000000,1.15774030,1.78023455,0.04213183,0.74857929
-5.53176588,3.16392270,0.47497518,0.00000000,1.18585871,1.84836522,0.04291943,0.76442039
-5.52576288,3.25868883,0.49351590,0.00000000,1.21209534,1.91431935,0.04356379,0.77920920
-5.51975988,3.34796005,0.51088845,0.00000000,1.23624618,1.97742000,0.04405962,0.79278946
-5.51375688,3.43082203,0.52686035,0.00000000,1.25816905,2.03701667,0.04440398,0.80503697
