energy_ev,total_up,Ge_p_up,Ge_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,7.31905089,2.36553790,0.00000000,5.28712772,3.85539599,1.40838364,0.00000000
-5.99399700,7.16079549,2.29756104,0.00000000,5.11170363,3.76426426,1.41827176,0.00000000
-5.98799400,6.97866049,2.22148089,0.00000000,4.92229266,3.65993201,1.42274070,0.00000000
-5.98199100,6.77604406,2.13866644,0.00000000,4.72251665,3.54421720,1.42185740,0.00000000
-5.97598799,6.55651151,2.05054839,0.00000000,4.51600001,3.41903648,1.41576976,0.00000000
-5.96998499,6.32370952,1.95858454,0.00000000,4.30627225,3.28636255,1.40470332,0.00000000
-5.96398199,6.08128276,1.86422604,0.00000000,4.09667666,3.14818289,1.38895590,0.00000000
-5.95797899,5.83279535,1.76888553,0.00000000,3.89028824,3.00646100,1.36889031,0.00000000
-5.95197599,5.58165921,1.67390813,0.00000000,3.68984339,2.86310103,1.34492532,0.00000000
-5.94597299,5.33107152,1.58054606,0.00000000,3.49768337,2.71991675,1.31752528,0.00000000
-5.93996998,5.08396257,1.48993756,0.00000000,3.31571309,2.57860540,1.28718884,0.00000000
-5.93396698,4.84295532,1.40309066,0.00000000,3.14537601,2.44072703,1.25443727,0.00000000
-5.92796398,4.61033742,1.32087183,0.00000000,2.98764553,2.30768934,1.21980290,0.00000000
-5.92196098,4.38804593,1.24399992,0.00000000,2.84303239,2.18073824,1.18381812,0.00000000
-5.91595798,4.17766463,1.17304499,0.00000000,2.71160732,2.06095397,1.14700561,0.00000000
-5.90995498,3.98043335,1.10843194,0.00000000,2.59303731,1.94925235,1.10987006,0.00000000
-5.90395198,3.79726832,1.05044833,0.00000000,2.48663374,1.84639076,1.07289178,0.00000000
-5.89794897,3.62879218,0.99925591,0.00000000,2.39141007,1.75297824,1.03652243,0.00000000
-5.89194597,3.47537184,0.95490511,0.00000000,2.30614634,1.66948888,1.00118286,0.00000000
-5.88594297,3.33716237,0.91735181,0.00000000,2.22945809,1.59627780,0.96726309,0.00000000
-5.87993997,3.21415466,0.88647534,0.00000000,2.15986657,1.53359870,0.93512420,0.00000000
-5.87393697,3.10622469,0.86209727,0.00000000,2.09586764,1.48162232,0.90510174,0.00000000
-5.86793397,3.01318205,0.84399987,0.00000000,2.03599683,1.44045471,0.87751036,0.00000000
-5.86193097,2.93481572,0.83194379,0.00000000,1.97888810,1.41015471,0.85264903,0.00000000
-5.85592796,2.87093506,0.82568417,0.00000000,1.92332447,1.39074986,0.83080640,0.00000000
-5.84992496,2.82140439,0.82498482,0.00000000,1.86827883,1.38225015,0.81226571,0.00000000
-5.84392196,2.78616979,0.82963006,0.00000000,1.81294406,1.38465919,0.79730875,0.00000000
-5.83791896,2.76527726,0.83943393,0.00000000,1.75675179,1.39798239,0.78621843,0.00000000
-5.83191596,2.75888167,0.85424675,0.00000000,1.69937986,1.42223207,0.77927954,0.00000000
-5.82591296,2.76724642,0.87395897,0.00000000,1.64074890,1.45742945,0.77677755,0.00000000
-5.81990995,2.79073418,0.89850248,0.00000000,1.58100914,1.50360344,0.77899528,0.00000000
-5.81390695,2.82978935,0.92784950,0.00000000,1.52051859,1.56078661,0.78620743,0.00000000
-5.80790395,2.88491333,0.96200937,0.00000000,1.45981436,1.62900842,0.79867319,0.00000000
-5.80190095,2.95663385,1.00102344,0.00000000,1.39957903,1.70828612,0.81662716,0.00000000
-5.79589795,3.04546991,1.04495842,0.00000000,1.34060388,1.79861378,0.84026908,0.00000000
-5.78989495,3.15189397,1.09389846,0.00000000,1.28375104,1.89994964,0.86975276,0.00000000
-5.78389195,3.27629313,1.14793626,0.00000000,1.22991644,2.01220257,0.90517480,0.00000000
-5.77788894,3.41893100,1.20716351,0.00000000,1.17999513,2.13521793,0.94656388,0.00000000
-5.77188594,3.57991217,1.27166098,0.00000000,1.13485046,2.26876355,0.99387100,0.00000000
-5.76588294,3.75915066,1.34148851,0.00000000,1.09528814,2.41251646,1.04696163,0.00000000
-5.75987994,3.95634424,1.41667526,0.00000000,1.06203587,2.56605095,1.10561000,0.00000000
-5.75387694,4.17095572,1.49721049,0.00000000,1.03572906,2.72882891,1.16949640,0.00000000
-5.74787394,4.40220251,1.58303535,0.00000000,1.01690239,2.90019302,1.23820769,0.00000000
-5.74187094,4.64905542,1.67403589,0.00000000,1.00598713,3.07936374,1.31124130,0.00000000
-5.73586793,4.91024718,1.77003786,0.00000000,1.00331342,3.26544061,1.38801301,0.00000000
-5.72986493,5.18429097,1.87080351,0.00000000,1.00911676,3.45740868,1.46786828,0.00000000
-5.72386193,5.46950890,1.97603078,0.00000000,1.02354772,3.65415032,1.55009701,0.00000000
-5.71785893,5.76406950,2.08535519,0.00000000,1.04668362,3.85446269,1.63395125,0.00000000
-5.71185593,6.06603333,2.19835439,0.00000000,1.07854124,4.05708071,1.71866517,0.00000000
-5.70585293,6.37340490,2.31455560,0.00000000,1.11908924,4.26070509,1.80347673,0.00000000
-5.69984992,6.68418878,2.43344545,0.00000000,1.16825944,4.46403442,1.88764976,0.00000000
-5.69384692,6.99644724,2.55448214,0.00000000,1.22595594,4.66580021,1.97049582,0.00000000
-5.68784392,7.30835660,2.67710901,0.00000000,1.29206152,4.86480309,2.05139437,0.00000000
-5.68184092,7.61825906,2.80076896,0.00000000,1.36644066,5.05994829,2.12981054,0.00000000
-5.67583792,7.92470682,2.92491875,0.00000000,1.44893913,5.25027825,2.20530920,0.00000000
-5.66983492,8.22649561,3.04904203,0.00000000,1.53937995,5.43500005,2.27756467,0.00000000
-5.66383192,8.52268485,3.17266022,0.00000000,1.63755612,5.61350563,2.34636530,0.00000000
-5.65782891,8.81260241,3.29534007,0.00000000,1.74322035,5.78538272,2.41161259,0.00000000
-5.65182591,9.09583283,3.41669728,0.00000000,1.85607271,5.95041522,2.47331468,0.00000000
-5.64582291,9.37218850,3.53639526,0.00000000,1.97574674,6.10857183,2.53157436,0.00000000
-5.63981991,9.64166460,3.65413905,0.00000000,2.10179511,6.25998291,2.58657229,0.00000000
-5.63381691,9.90437960,3.76966414,0.00000000,2.23367576,6.40490611,2.63854596,0.00000000
-5.62781391,10.16050424,3.88272091,0.00000000,2.37073954,6.54368197,2.68776582,0.00000000
-5.62181091,10.41018265,3.99305541,0.00000000,2.51222043,6.67668179,2.73450952,0.00000000
-5.61580790,10.65345044,4.10038763,0.00000000,2.65722896,6.80425063,2.77903594,0.00000000
-5.60980490,10.89015467,4.20438901,0.00000000,2.80475000,6.92664866,2.82156038,0.00000000
-5.60380190,11.11988112,4.30466073,0.00000000,2.95364504,7.04399478,2.86223234,0.00000000
-5.59779890,11.34189398,4.40071468,0.00000000,3.10265973,7.15621629,2.90111725,0.00000000
-5.59179590,11.55509277,4.49195897,0.00000000,3.25043643,7.26300821,2.93818326,0.00000000
-5.58579290,11.75799016,4.57768952,0.00000000,3.39553193,7.36380574,2.97329383,0.00000000
-5.57978989,11.94871369,4.65708907,0.00000000,3.53643978,7.45777222,3.00620677,0.00000000
-5.57378689,12.12503262,4.72923455,0.00000000,3.67161663,7.54380449,3.03657972,0.00000000
-5.56778389,12.28440985,4.79311305,0.00000000,3.79951173,7.62055623,3.06398189,0.00000000
-5.56178089,12.42407730,4.84764633,0.00000000,3.91859873,7.68647895,3.08791141,0.00000000
-5.55577789,12.54113157,4.89172291,0.00000000,4.02740835,7.73987893,3.10781743,0.00000000
-5.54977489,12.63264532,4.92423653,0.00000000,4.12456103,7.77898744,3.12312566,0.00000000
-5.54377189,12.69578882,4.94412901,0.00000000,4.20879816,7.80204082,3.13326597,0.00000000
-5.53776888,12.72795538,4.95043534,0.00000000,4.27901082,7.80736585,3.13770066,0.00000000
-5.53176588,12.72688366,4.94232849,0.00000000,4.33426490,7.79346589,3.13595169,0.00000000
-5.52576288,12.69077053,4.91916145,0.00000000,4.37382183,7.75910270,3.12762553,0.00000000
-5.51975988,12.61836789,4.88050399,0.00000000,4.39715418,7.70336937,3.11243429,0.00000000
-5.51375688,12.50905830,4.82617194,0.00000000,4.40395555,7.62575000,3.09021210,0.00000000
-5.50775388,12.36290522,4.75624730,0.00000000,4.39414480,7.52616277,3.06092592,0.00000000
-5.50175088,12.18067504,4.67108780,0.00000000,4.36786436,7.40498382,3.02468036,0.00000000
-5.49574787,11.96382989,4.57132538,0.00000000,4.32547312,7.26305061,2.98171644,0.00000000
-5.48974487,11.71449173,4.45785352,0.00000000,4.26753425,7.10164477,2.93240444,0.00000000
-5.48374187,11.43537998,4.33180413,0.00000000,4.19479859,6.92245534,2.87723150,0.00000000
-5.47773887,11.12972613,4.19451522,0.00000000,4.10818456,6.72752470,2.81678469,0.00000000
-5.47173587,10.80117022,4.04749112,0.00000000,4.00875522,6.51918038,2.75173065,0.00000000
-5.46573287,10.45364479,3.89235740,0.00000000,3.89769366,6.29995658,2.68279292,0.00000000
-5.45972986,10.09125233,3.73081274,0.00000000,3.77627732,6.07250977,2.61072816,0.00000000
-5.45372686,9.71814248,3.56458036,0.00000000,3.64585245,5.83953278,2.53630261,0.00000000
-5.44772386,9.33839481,3.39536116,0.00000000,3.50780907,5.60367191,2.46026963,0.00000000
-5.44172086,8.95591243,3.22479081,0.00000000,3.36355736,5.36745087,2.38334969,0.00000000
-5.43571786,8.57433061,3.05440247,0.00000000,3.21450591,5.13320500,2.30621321,0.00000000
-5.42971486,8.19694384,2.88559658,0.00000000,3.06204207,4.90302825,2.22946711,0.00000000
-5.42371186,7.82665295,2.71961842,0.00000000,2.90751481,4.67873463,2.15364524,0.00000000
-5.41770885,7.46593318,2.55754386,0.00000000,2.75222005,4.46183471,2.07920280,0.00000000
-5.41170585,7.11682248,2.40027315,0.00000000,2.59738854,4.25352711,2.00651472,0.00000000
-5.40570285,6.78092851,2.24853206,0.00000000,2.44417607,4.05470375,1.93587746,0.00000000
-5.39969985,6.45945184,2.10287967,0.00000000,2.29365604,3.86596723,1.86751406,0.00000000
-5.39369685,6.15322219,1.96372131,0.00000000,2.14681402,3.68765808,1.80158149,0.00000000
-5.38769385,5.86274419,1.83132554,0.00000000,2.00454421,3.51988927,1.73818002,0.00000000
-5.38169085,5.58824919,1.70584364,0.00000000,1.86764748,3.36258521,1.67736366,0.00000000
-5.37568784,5.32974954,1.58733032,0.00000000,1.73683099,3.21552285,1.61915127,0.00000000
-5.36968484,5.08709231,1.47576438,0.00000000,1.61270902,3.07837217,1.56353763,0.00000000
-5.36368184,4.86000976,1.37106825,0.00000000,1.49580502,2.95073426,1.51050408,0.00000000
-5.35767884,4.64816467,1.27312570,0.00000000,1.38655478,2.83217529,1.46002838,0.00000000
-5.35167584,4.45118913,1.18179698,0.00000000,1.28531056,2.72225529,1.41209351,0.00000000
-5.34567284,4.26871601,1.09693126,0.00000000,1.19234619,2.62055116,1.36669537,0.00000000
-5.33966983,4.10040323,1.01837610,0.00000000,1.10786306,2.52667376,1.32384916,0.00000000
-5.33366683,3.94595093,0.94598419,0.00000000,1.03199687,2.44027941,1.28359474,0.00000000
-5.32766383,3.80511264,0.87961751,0.00000000,0.96482511,2.36107629,1.24600082,0.00000000
-5.32166083,3.67770116,0.81914928,0.00000000,0.90637509,2.28882667,1.21116821,0.00000000
-5.31565783,3.56359044,0.76446422,0.00000000,0.85663231,2.22334586,1.17923217,0.00000000
-5.30965483,3.46271457,0.71545735,0.00000000,0.81554905,2.16449874,1.15036398,0.00000000
-5.30365183,3.37506468,0.67203186,0.00000000,0.78305273,2.11219493,1.12477167,0.00000000
-5.29764882,3.30068464,0.63409647,0.00000000,0.75905392,2.06638308,1.10269986,0.00000000
-5.29164582,3.23966592,0.60156230,0.00000000,0.74345354,2.02704513,1.08442867,0.00000000
-5.28564282,3.19214181,0.57433977,0.00000000,0.73614889,1.99419059,1.07027144,0.00000000
-5.27963982,3.15828093,0.55233542,0.00000000,0.73703830,1.96785113,1.06057103,0.00000000
-5.27363682,3.13827961,0.53544885,0.00000000,0.74602393,1.94807546,1.05569454,0.00000000
-5.26763382,3.13235283,0.52356969,0.00000000,0.76301256,1.93492413,1.05602623,0.00000000
-5.26163082,3.14072299,0.51657472,0.00000000,0.78791418,1.92846403,1.06195833,0.00000000
-5.25562781,3.16360623,0.51432496,0.00000000,0.82063830,1.92876236,1.07387987,0.00000000
-5.24962481,3.20119576,0.51666285,0.00000000,0.86108811,1.93587954,1.09216345,0.00000000
-5.24362181,3.25364228,0.52340942,0.00000000,0.90915256,1.94986108,1.11715015,0.00000000
-5.23761881,3.32103158,0.53436165,0.00000000,0.96469688,1.97072810,1.14913295,0.00000000
-5.23161581,3.40335986,0.54928997,0.00000000,1.02755192,1.99846684,1.18833934,0.00000000
-5.22561281,3.50050783,0.56793616,0.00000000,1.09750300,2.03301729,1.23491351,0.00000000
-5.21960980,3.61221474,0.59001183,0.00000000,1.17427898,2.07426145,1.28889933,0.00000000
-5.21360680,3.73805383,0.61519763,0.00000000,1.25754232,2.12201203,1.35022478,0.00000000
-5.20760380,3.87741116,0.64314358,0.00000000,1.34688097,2.17600209,1.41868899,0.00000000
-5.20160080,4.02946933,0.67347053,0.00000000,1.44180284,2.23587679,1.49395278,0.00000000
-5.19559780,4.19319794,0.70577304,0.00000000,1.54173351,2.30118785,1.57553358,0.00000000
-5.18959480,4.36735221,0.73962387,0.00000000,1.64601761,2.37139157,1.66280548,0.00000000
-5.18359180,4.55048074,0.77457980,0.00000000,1.75392428,2.44585102,1.75500488,0.00000000
-5.17758879,4.74094311,0.81018909,0.00000000,1.86465654,2.52384274,1.85124188,0.00000000
-5.17158579,4.93693702,0.84599997,0.00000000,1.97736451,2.60456798,1.95051738,0.00000000
-5.16558279,5.13653437,0.88157015,0.00000000,2.09116171,2.68716827,2.05174530,0.00000000
-5.15957979,5.33772489,0.91647679,0.00000000,2.20514378,2.77074470,2.15377917,0.00000000
-5.15357679,5.53846510,0.95032634,0.00000000,2.31840853,2.85438009,2.25544193,0.00000000
-5.14757379,5.73673033,0.98276395,0.00000000,2.43007607,2.93716279,2.35555771,0.00000000
-5.14157079,5.93056681,1.01348158,0.00000000,2.53930781,3.01821081,2.45298381,0.00000000
-5.13556778,6.11814091,1.04222450,0.00000000,2.64532308,3.09669488,2.54664164,0.00000000
-5.12956478,6.29778265,1.06879562,0.00000000,2.74741222,3.17185906,2.63554479,0.00000000
-5.12356178,6.46802101,1.09305727,0.00000000,2.84494539,3.24303751,2.71882314,0.00000000
