energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,2.97362389,0.00290914,0.88464814,0.48234245,0.21507022,1.12237072,0.00000000,2.81439362,0.63500823
-5.99399700,2.90892869,0.00295730,0.86047234,0.47342038,0.21008727,1.10506561,0.00000000,2.76987686,0.61727813
-5.98799400,2.84125883,0.00301397,0.83466673,0.46422586,0.20475945,1.08700767,0.00000000,2.71580922,0.60045951
-5.98199100,2.77148789,0.00308158,0.80768226,0.45485638,0.19914637,1.06832938,0.00000000,2.65341876,0.58469172
-5.97598799,2.70043329,0.00316252,0.77995511,0.44540610,0.19330875,1.04914873,0.00000000,2.58399172,0.57007086
-5.96998499,2.62882887,0.00325901,0.75189203,0.43596287,0.18730680,1.02956520,0.00000000,2.50882665,0.55664651
-5.96398199,2.55730235,0.00337294,0.72385749,0.42660561,0.18119869,1.00965694,0.00000000,2.42919166,0.54442023
-5.95797899,2.48635879,0.00350578,0.69616336,0.41740224,0.17503915,0.98947936,0.00000000,2.34628651,0.53334611
-5.95197599,2.41637067,0.00365845,0.66906147,0.40840797,0.16887834,0.96906501,0.00000000,2.26121110,0.52333310
-5.94597299,2.34757492,0.00383118,0.64273923,0.39966427,0.16276092,0.94842497,0.00000000,2.17494151,0.51424926
-5.93996998,2.28007688,0.00402353,0.61731863,0.39119831,0.15672545,0.92755134,0.00000000,2.08831410,0.50592767
-5.93396698,2.21386051,0.00423424,0.59285822,0.38302300,0.15080395,0.90642088,0.00000000,2.00201781,0.49817373
-5.92796398,2.14880430,0.00446130,0.56935811,0.37513749,0.14502186,0.88499935,0.00000000,1.91659428,0.49077347
-5.92196098,2.08470152,0.00470188,0.54676737,0.36752810,0.13939812,0.86324636,0.00000000,1.83244504,0.48350263
-5.91595798,2.02128365,0.00495248,0.52499349,0.36016963,0.13394563,0.84112035,0.00000000,1.74984451,0.47613601
-5.90995498,1.95824551,0.00520892,0.50391305,0.35302694,0.12867171,0.81858339,0.00000000,1.66895753,0.46845655
-5.90395198,1.89527056,0.00546649,0.48338333,0.34605671,0.12357885,0.79560552,0.00000000,1.58985994,0.46026397
-5.89794897,1.83205516,0.00572010,0.46325373,0.33920934,0.11866549,0.77216846,0.00000000,1.51256056,0.45138237
-5.89194597,1.76833039,0.00596445,0.44337682,0.33243090,0.11392690,0.74826837,0.00000000,1.43702315,0.44166659
-5.88594297,1.70388053,0.00619417,0.42361819,0.32566507,0.10935608,0.72391780,0.00000000,1.36318723,0.43100707
-5.87993997,1.63855747,0.00640403,0.40386470,0.31885512,0.10494468,0.69914666,0.00000000,1.29098639,0.41933296
-5.87393697,1.57229063,0.00658915,0.38403093,0.31194571,0.10068387,0.67400230,0.00000000,1.22036361,0.40661360
-5.86793397,1.50509225,0.00674518,0.36406342,0.30488472,0.09656520,0.64854887,0.00000000,1.15128293,0.39285820
-5.86193097,1.43705822,0.00686846,0.34394281,0.29762497,0.09258141,0.62286615,0.00000000,1.08373735,0.37811399
-5.85592796,1.36836485,0.00695618,0.32368387,0.29012581,0.08872714,0.59704795,0.00000000,1.01775297,0.36246293
-5.84992496,1.29926216,0.00700650,0.30333355,0.28235461,0.08499965,0.57120028,0.00000000,0.95338984,0.34601731
-5.84392196,1.23006450,0.00701867,0.28296745,0.27428814,0.08139932,0.54543957,0.00000000,0.89073976,0.32891440
-5.83791896,1.16113901,0.00699306,0.26268493,0.26591376,0.07793017,0.51989092,0.00000000,0.82992184,0.31131069
-5.83191596,1.09289312,0.00693119,0.24260332,0.25723039,0.07460025,0.49468658,0.00000000,0.77107635,0.29337575
-5.82591296,1.02576138,0.00683572,0.22285157,0.24824927,0.07142184,0.46996463,0.00000000,0.71435759,0.27528622
-5.81990995,0.96019259,0.00671037,0.20356384,0.23899441,0.06841160,0.44586788,0.00000000,0.65992631,0.25722006
-5.81390695,0.89663755,0.00655984,0.18487327,0.22950272,0.06559049,0.42254287,0.00000000,0.60794232,0.23935137
-5.80790395,0.83553791,0.00638965,0.16690625,0.21982370,0.06298360,0.40013894,0.00000000,0.55855767,0.22184582
-5.80190095,0.77731623,0.00620605,0.14977760,0.21001873,0.06061968,0.37880721,0.00000000,0.51191063,0.20485690
-5.79589795,0.72236753,0.00601576,0.13358656,0.20016004,0.05853059,0.35869933,0.00000000,0.46812080,0.18852301
-5.78989495,0.67105213,0.00582581,0.11841394,0.19032903,0.05675053,0.33996586,0.00000000,0.42728536,0.17296532
-5.78389195,0.62368984,0.00564333,0.10432032,0.18061443,0.05531501,0.32275432,0.00000000,0.38947642,0.15828651
-5.77788894,0.58055527,0.00547535,0.09134528,0.17110991,0.05425979,0.30720666,0.00000000,0.35473946,0.14457011
-5.77188594,0.54187420,0.00532856,0.07950767,0.16191153,0.05361956,0.29345628,0.00000000,0.32309268,0.13188058
-5.76588294,0.50782068,0.00520915,0.06880663,0.15311490,0.05342657,0.28162469,0.00000000,0.29452708,0.12026379
-5.75987994,0.47851501,0.00512260,0.05922339,0.14481236,0.05370922,0.27181773,0.00000000,0.26900716,0.10974803
-5.75387694,0.45402230,0.00507354,0.05072353,0.13709012,0.05449063,0.26412176,0.00000000,0.24647213,0.10034516
-5.74787394,0.43435168,0.00506561,0.04325961,0.13002551,0.05578727,0.25859979,0.00000000,0.22683735,0.09205216
-5.74187094,0.41945625,0.00510133,0.03677404,0.12368464,0.05760777,0.25528790,0.00000000,0.20999609,0.08485265
-5.73586793,0.40923378,0.00518207,0.03120191,0.11812030,0.05995188,0.25419222,0.00000000,0.19582145,0.07871859
-5.72986493,0.40352834,0.00530801,0.02647382,0.11337045,0.06280971,0.25528660,0.00000000,0.18416847,0.07361199
-5.72386193,0.40213288,0.00547809,0.02251846,0.10945715,0.06616131,0.25851121,0.00000000,0.17487640,0.06948664
-5.71785893,0.40479306,0.00569010,0.01926500,0.10638623,0.06997656,0.26377239,0.00000000,0.16777117,0.06628977
-5.71185593,0.41121224,0.00594073,0.01664513,0.10414747,0.07421554,0.27094360,0.00000000,0.16266803,0.06396380
-5.70585293,0.42105772,0.00622570,0.01459478,0.10271544,0.07882919,0.27986777,0.00000000,0.15937457,0.06244793
-5.69984992,0.43396817,0.00653985,0.01305550,0.10205092,0.08376045,0.29036089,0.00000000,0.15769381,0.06167982
-5.69384692,0.44956215,0.00687734,0.01197547,0.10210281,0.08894568,0.30221677,0.00000000,0.15742764,0.06159713
-5.68784392,0.46744740,0.00723182,0.01131023,0.10281049,0.09431643,0.31521281,0.00000000,0.15838045,0.06213902
-5.68184092,0.48723068,0.00759662,0.01102305,0.10410640,0.09980143,0.32911651,0.00000000,0.16036276,0.06324750
-5.67583792,0.50852772,0.00796496,0.01108504,0.10591890,0.10532868,0.34369239,0.00000000,0.16319502,0.06486871
-5.66983492,0.53097287,0.00833017,0.01147501,0.10817510,0.11082759,0.35870906,0.00000000,0.16671112,0.06695391
-5.66383192,0.55422790,0.00868581,0.01217907,0.11080362,0.11623105,0.37394603,0.00000000,0.17076180,0.06946036
-5.65782891,0.57798963,0.00902592,0.01319004,0.11373713,0.12147733,0.38919983,0.00000000,0.17521749,0.07235176
-5.65182591,0.60199583,0.00934513,0.01450660,0.11691451,0.12651165,0.40428929,0.00000000,0.17997071,0.07559855
-5.64582291,0.62602913,0.00963878,0.01613240,0.12028271,0.13128744,0.41905960,0.00000000,0.18493762,0.07917767
-5.63981991,0.64991864,0.00990299,0.01807482,0.12379795,0.13576713,0.43338483,0.00000000,0.19005892,0.08307212
-5.63381691,0.67353926,0.01013474,0.02034378,0.12742649,0.13992254,0.44716915,0.00000000,0.19529970,0.08727002
-5.62781391,0.69680848,0.01033182,0.02295031,0.13114486,0.14373474,0.46034628,0.00000000,0.20064844,0.09176348
-5.62181091,0.71968122,0.01049287,0.02590511,0.13493957,0.14719349,0.47287764,0.00000000,0.20611511,0.09654701
-5.61580790,0.74214266,0.01061725,0.02921706,0.13880628,0.15029633,0.48474913,0.00000000,0.21172836,0.10161585
-5.60980490,0.76419975,0.01070503,0.03289176,0.14274871,0.15304731,0.49596691,0.00000000,0.21753204,0.10696408
-5.60380190,0.78587188,0.01075682,0.03693005,0.14677716,0.15545556,0.50655246,0.00000000,0.22358106,0.11258273
-5.59779890,0.80718134,0.01077368,0.04132678,0.15090687,0.15753373,0.51653727,0.00000000,0.22993695,0.11845793
-5.59179590,0.82814418,0.01075703,0.04606968,0.15515632,0.15929648,0.52595761,0.00000000,0.23666314,0.12456931
-5.58579290,0.84876218,0.01070852,0.05113849,0.15954551,0.16075911,0.53484959,0.00000000,0.24382037,0.13088865
-5.57978989,0.86901637,0.01062996,0.05650439,0.16409441,0.16193642,0.54324498,0.00000000,0.25146224,0.13737896
-5.57378689,0.88886261,0.01052322,0.06212986,0.16882156,0.16284190,0.55116794,0.00000000,0.25963135,0.14399403
-5.56778389,0.90822957,0.01039025,0.06796883,0.17374291,0.16348728,0.55863294,0.00000000,0.26835597,0.15067852
