energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,2.75368848,-1.44046027,0.03842664,-0.00493129,0.17410961,-0.08878431,0.84512176,-0.42765713,0.00000000,-0.00000000,1.19526608,-0.53356358,0.63887099,-0.16640583,0.04202131,-0.03996624,1.42608266,-0.81554265
-5.99399700,2.77174582,-1.42884967,0.03920118,-0.00527272,0.17860900,-0.08626572,0.84660893,-0.43449906,0.00000000,-0.00000000,1.20147172,-0.54033128,0.64530283,-0.16414052,0.04275470,-0.03698261,1.43194031,-0.81091689
-5.98799400,2.78033819,-1.41606487,0.03973343,-0.00566352,0.18371544,-0.08377043,0.84366494,-0.44033987,0.00000000,-0.00000000,1.20203063,-0.54603745,0.65232411,-0.16178129,0.04322554,-0.03413594,1.43088276,-0.80559541
-5.98199100,2.77931831,-1.40250790,0.04000949,-0.00611021,0.18943734,-0.08134314,0.83622367,-0.44521440,0.00000000,-0.00000000,1.19686615,-0.55078086,0.66002107,-0.15936341,0.04342031,-0.03146548,1.42278489,-0.79979823
-5.97598799,2.76875277,-1.38865670,0.04002088,-0.00662042,0.19577104,-0.07902825,0.82431689,-0.44920638,0.00000000,-0.00000000,1.18602569,-0.55471294,0.66846624,-0.15693125,0.04333163,-0.02900515,1.40767604,-0.79379328
-5.96998499,2.74891240,-1.37506721,0.03976480,-0.00720274,0.20269884,-0.07686984,0.80807324,-0.45244970,0.00000000,-0.00000000,1.16967809,-0.55803903,0.67771104,-0.15453862,0.04295845,-0.02678343,1.38573772,-0.78789757
-5.96398199,2.72025498,-1.36237123,0.03924421,-0.00786648,0.21018708,-0.07491162,0.78771408,-0.45512742,0.00000000,-0.00000000,1.14810707,-0.56101698,0.68777830,-0.15224877,0.04230605,-0.02482333,1.35729648,-0.78247575
-5.95797899,2.68340119,-1.35126924,0.03846777,-0.00862135,0.21818444,-0.07319673,0.76354656,-0.45746835,0.00000000,-0.00000000,1.12170111,-0.56395309,0.69865484,-0.15013379,0.04138577,-0.02314248,1.32281214,-0.77793561
-5.95197599,2.63910515,-1.34251772,0.03744949,-0.00947707,0.22662048,-0.07176741,0.73595402,-0.45974103,0.00000000,-0.00000000,1.09094030,-0.56719504,0.71028479,-0.14827345,0.04021462,-0.02175336,1.28286200,-0.77472025
-5.94597299,2.58822110,-1.33691095,0.03620825,-0.01044293,0.23540484,-0.07066444,0.70538426,-0.46224535,0.00000000,-0.00000000,1.05638057,-0.57112202,0.72256417,-0.14675341,0.03881462,-0.02066352,1.23812167,-0.77329693
-5.93996998,2.53166799,-1.33525741,0.03476717,-0.01152723,0.24442689,-0.06992639,0.67233616,-0.46530189,0.00000000,-0.00000000,1.01863622,-0.57613230,0.73533722,-0.14566282,0.03721207,-0.01987580,1.18934338,-0.77414278
-5.93396698,2.47039372,-1.33835156,0.03315281,-0.01273676,0.25355641,-0.06958863,0.63734505,-0.46923944,0.00000000,-0.00000000,0.97836118,-0.58262850,0.74839496,-0.14509141,0.03543668,-0.01938865,1.13733273,-0.77772765
-5.92796398,2.40534088,-1.34694186,0.03139431,-0.01407618,0.26264493,-0.06968216,0.60096752,-0.47438113,0.00000000,-0.00000000,0.93622997,-0.59100123,0.76147621,-0.14512608,0.03352058,-0.01919628,1.08292462,-0.78449498
-5.92196098,2.33741550,-1.36169656,0.02952249,-0.01554746,0.27152824,-0.07023235,0.56376615,-0.48102969,0.00000000,-0.00000000,0.89291883,-0.60161168,0.77427149,-0.14584723,0.03149735,-0.01928892,1.02695960,-0.79484115
-5.91595798,2.26746031,-1.38316860,0.02756888,-0.01714935,0.28002968,-0.07125752,0.52629472,-0.48945262,0.00000000,-0.00000000,0.84908797,-0.61477400,0.78642962,-0.14732487,0.02940102,-0.01965293,0.97026115,-0.80909454
-5.90995498,2.19623335,-1.41176161,0.02556483,-0.01887688,0.28796446,-0.07276758,0.48908439,-0.49986791,0.00000000,-0.00000000,0.80536517,-0.63073818,0.79756705,-0.14961481,0.02726512,-0.02027098,0.91361498,-0.82749522
-5.90395198,2.12439277,-1.44769872,0.02354066,-0.02072099,0.29514463,-0.07476270,0.45263125,-0.51243094,0.00000000,-0.00000000,0.76233149,-0.64967442,0.80727957,-0.15275500,0.02512177,-0.02112218,0.85775073,-0.85017641
-5.89794897,2.05248802,-1.49099602,0.02152490,-0.02266827,0.30138477,-0.07723223,0.41738555,-0.52722334,0.00000000,-0.00000000,0.72050928,-0.67165958,0.81515593,-0.15676239,0.02300094,-0.02218222,0.80332674,-0.87714861
-5.89194597,1.98095735,-1.54144230,0.01954368,-0.02470086,0.30650793,-0.08015374,0.38374296,-0.54424443,0.00000000,-0.00000000,0.68035274,-0.69666673,0.82079277,-0.16163024,0.02092978,-0.02342355,0.75091810,-0.90828773
-5.88594297,1.91013097,-1.59858659,0.01762017,-0.02679649,0.31035176,-0.08349255,0.35203795,-0.56340554,0.00000000,-0.00000000,0.64224122,-0.72455817,0.82381018,-0.16732633,0.01893216,-0.02481565,0.70100816,-0.94332763
-5.87993997,1.84023938,-1.66173453,0.01577427,-0.02892876,0.31277437,-0.08720151,0.32253929,-0.58452796,0.00000000,-0.00000000,0.60647515,-0.75508256,0.82386706,-0.17379197,0.01702824,-0.02632531,0.65398357,-0.98185813
