energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-5.66383192,6.39840667,0.13871633,0.15005315,1.07963514,0.61702832,1.06463669,1.88774711,0.24390165,2.26286167
-5.65782891,6.47946190,0.13801023,0.15565893,1.10277173,0.62587918,1.08001120,1.89815934,0.24590827,2.30044386
-5.65182591,6.53517266,0.13676420,0.16054550,1.12189286,0.63223241,1.09030657,1.90183836,0.24680463,2.32893384
-5.64582291,6.56457279,0.13498410,0.16463648,1.13673631,0.63604848,1.09533783,1.89850405,0.24657292,2.34800482
-5.63981991,6.56724611,0.13268904,0.16787380,1.14714414,0.63735023,1.09503915,1.88800870,0.24521348,2.35753648
-5.63381691,6.54335148,0.12991155,0.17021992,1.15307096,0.63622212,1.08946981,1.87034661,0.24274464,2.35762192
-5.62781391,6.49363005,0.12669717,0.17165942,1.15458833,0.63280747,1.07881629,1.84565919,0.23920204,2.34856798
-5.62181091,6.41939347,0.12310357,0.17219987,1.15188523,0.62730369,1.06339003,1.81423527,0.23463761,2.33088865
-5.61580790,6.32249292,0.11919908,0.17187196,1.14526389,0.61995573,1.04362097,1.77650625,0.22911817,2.30529138
-5.60980490,6.20526936,0.11506086,0.17072885,1.13513137,0.61104792,1.02004712,1.73303616,0.22272360,2.27265682
-5.60380190,6.07048653,0.11077259,0.16884476,1.12198668,0.60089441,0.99330025,1.68450685,0.21554492,2.23401224
-5.59779890,5.92124874,0.10642192,0.16631278,1.10640401,0.58982867,0.96408839,1.63169881,0.20768200,2.19049965
-5.59179590,5.76090627,0.10209776,0.16324205,1.08901267,0.57819227,0.93317573,1.57546847,0.19924128,2.14333961
-5.58579290,5.59295205,0.09788746,0.15975439,1.07047428,0.56632348,0.90136054,1.51672259,0.19033336,2.09379192
-5.57978989,5.42091322,0.09387406,0.15598039,1.05145843,0.55454596,0.86945194,1.45639117,0.18107065,2.04311481
-5.57378689,5.24824191,0.09013370,0.15205533,1.03261756,0.54315813,0.83824642,1.39539962,0.17156502,1.99252394
-5.56778389,5.07820944,0.08673325,0.14811489,1.01456228,0.53242348,0.80850472,1.33464163,0.16192565,1.94315298
-5.56178089,4.91380802,0.08372836,0.14429086,0.99783813,0.52256231,0.78093008,1.27495363,0.15225704,1.89601723
-5.55577789,4.75766393,0.08116184,0.14070711,0.98290489,0.51374509,0.75614841,1.21709212,0.14265718,1.85198178
-5.54977489,4.61196547,0.07906253,0.13747580,0.97011924,0.50608799,0.73469107,1.16171445,0.13321609,1.81173542
-5.54377189,4.47840845,0.07744470,0.13469412,0.95972169,0.49965043,0.71698079,1.10936409,0.12401455,1.77577154
-5.53776888,4.35816134,0.07630785,0.13244164,0.95182815,0.49443507,0.70332121,1.06046066,0.11512317,1.74437668
-5.53176588,4.25185118,0.07563716,0.13077824,0.94642678,0.49039008,0.69389024,1.01529513,0.10660181,1.71762716
-5.52576288,4.15957061,0.07540425,0.12974290,0.94337996,0.48741375,0.68873739,0.97403013,0.09849930,1.69539412
-5.51975988,4.08090524,0.07556844,0.12935323,0.94243145,0.48536112,0.68778528,0.93670532,0.09085345,1.67735648
-5.51375688,4.01498014,0.07607841,0.12960574,0.94321836,0.48405249,0.69083503,0.90324723,0.08369139,1.66302139
-5.50775388,3.96052277,0.07687407,0.13047691,0.94528725,0.48328341,0.69757535,0.87348305,0.07703017,1.65175117
-5.50175088,3.91593966,0.07788877,0.13192499,0.94811371,0.48283570,0.70759515,0.84715760,0.07087756,1.64279557
-5.49574787,3.87940306,0.07905155,0.13389234,0.95112455,0.48248906,0.72039893,0.82395256,0.06523307,1.63532785
-5.48974487,3.84894372,0.08028953,0.13630836,0.95372142,0.48203277,0.73542472,0.80350692,0.06008911,1.62848315
-5.48374187,3.82254555,0.08153023,0.13909274,0.95530503,0.48127688,0.75206359,0.78543784,0.05543216,1.62139739
-5.47773887,3.79823813,0.08270383,0.14215902,0.95529878,0.48006257,0.76968038,0.76936075,0.05124405,1.61324503
-5.47173587,3.77418301,0.08374525,0.14541819,0.95317084,0.47827098,0.78763467,0.75490788,0.04750317,1.60327417
-5.46573287,3.74875034,0.08459591,0.14878225,0.94845384,0.47583031,0.80530124,0.74174449,0.04418563,1.59083737
-5.45972986,3.72058266,0.08520531,0.15216759,0.94076137,0.47272088,0.82208948,0.72958202,0.04126626,1.57541711
-5.45372686,3.68864359,0.08553219,0.15549803,0.92980071,0.46897775,0.83746084,0.71818787,0.03871951,1.55664494
-5.44772386,3.65224984,0.08554528,0.15870731,0.91538147,0.46469098,0.85094371,0.70739135,0.03652017,1.53431362
-5.44172086,3.61108561,0.08522379,0.16174111,0.89741995,0.46000350,0.86214537,0.69708583,0.03464390,1.50838199
-5.43571786,3.56519962,0.08455736,0.16455835,0.87593918,0.45510662,0.87076045,0.68722723,0.03306758,1.47897269
-5.42971486,3.51498544,0.08354571,0.16713182,0.85106499,0.45023339,0.87657561,0.67782898,0.03176954,1.44636308
-5.42371186,3.46114692,0.08219801,0.16944812,0.82301841,0.44565017,0.87947060,0.66895413,0.03072957,1.41097002
-5.41770885,3.40465070,0.08053181,0.17150683,0.79210502,0.44164677,0.87941549,0.66070490,0.02992886,1.37332946
-5.41170585,3.34666876,0.07857187,0.17331913,0.75870187,0.43852541,0.87646454,0.65321065,0.02934981,1.33407204
-5.40570285,3.28851402,0.07634876,0.17490580,0.72324265,0.43658916,0.87074703,0.64661475,0.02897586,1.29389582
-5.39969985,3.23157218,0.07389734,0.17629484,0.68620203,0.43613018,0.86245561,0.64106123,0.02879120,1.25353763
-5.39369685,3.17723336,0.07125525,0.17751874,0.64807970,0.43741822,0.85183282,0.63668193,0.02878057,1.21374424
-5.38769385,3.12682662,0.06846146,0.17861159,0.60938499,0.44068988,0.83915662,0.63358476,0.02892902,1.17524469
-5.38169085,3.08156029,0.06555482,0.17960629,0.57062256,0.44613905,0.82472549,0.63184379,0.02922183,1.13872495
-5.37568784,3.04247078,0.06257292,0.18053177,0.53227975,0.45390872,0.80884404,0.63149148,0.02964438,1.10480577
-5.36968484,3.01038199,0.05955104,0.18141067,0.49481596,0.46408477,0.79180976,0.63251358,0.03018218,1.07402476
-5.36368184,2.98587667,0.05652135,0.18225738,0.45865429,0.47669173,0.77390142,0.63484679,0.03082099,1.04682302
-5.35767884,2.96928088,0.05351242,0.18307664,0.42417551,0.49169091,0.75536985,0.63837930,0.03154692,1.02353688
-5.35167584,2.96066179,0.05054892,0.18386277,0.39171446,0.50898096,0.73643107,0.64295404,0.03234673,1.00439482
-5.34567284,2.95983843,0.04765159,0.18459955,0.36155860,0.52840093,0.71726236,0.64837456,0.03320803,0.98951937
-5.33966983,2.96640478,0.04483740,0.18526077,0.33394849,0.54973594,0.69800089,0.65441308,0.03411968,0.97893395
-5.33366683,2.97976365,0.04211994,0.18581136,0.30908002,0.57272526,0.67874506,0.66082027,0.03507203,0.97257395
-5.32766383,2.99916971,0.03950992,0.18620913,0.28710768,0.59707285,0.65955805,0.66733633,0.03605736,0.97030162
-5.32166083,3.02377954,0.03701575,0.18640693,0.26814886,0.62245996,0.64047333,0.67370270,0.03707013,0.97192387
-5.31565783,3.05270633,0.03464423,0.18635509,0.25228843,0.64855959,0.62150151,0.67967395,0.03810739,0.97721241
-5.30965483,3.08507678,0.03240121,0.18600417,0.23958337,0.67505246,0.60263808,0.68502905,0.03916904,0.98592507
-5.30365183,3.12008774,0.03029218,0.18530761,0.23006712,0.70164387,0.58387144,0.68958177,0.04025813,0.99782761
-5.29764882,3.15705997,0.02832288,0.18422436,0.22375327,0.72808101,0.56519069,0.69318948,0.04138117,1.01271501
-5.29164582,3.19548674,0.02649972,0.18272122,0.22063844,0.75417000,0.54659273,0.69576013,0.04254835,1.03043133
-5.28564282,3.23507518,0.02483013,0.18077488,0.22070421,0.77979199,0.52808817,0.69725696,0.04377377,1.05088734
-5.27963982,3.27577838,0.02332274,0.17837338,0.22391803,0.80491741,0.50970583,0.69770084,0.04507567,1.07407502
-5.27363682,3.31781667,0.02198743,0.17551714,0.23023311,0.82961783,0.49149559,0.69717019,0.04647657,1.10007831
-5.26763382,3.36168701,0.02083522,0.17221939,0.23958749,0.85407440,0.47352948,0.69579833,0.04800339,1.12907932
-5.26163082,3.40815948,0.01987806,0.16850596,0.25190232,0.87858221,0.45590099,0.69376852,0.04968746,1.16135972
-5.25562781,3.45826060,0.01912843,0.16441455,0.26707956,0.90355001,0.43872283,0.69130692,0.05156447,1.19729666
-5.24962481,3.51324353,0.01859886,0.15999351,0.28499940,0.92949463,0.42212315,0.68867367,0.05367421,1.23735320
-5.24362181,3.57454550,0.01830139,0.15530009,0.30551763,0.95702978,0.40624069,0.68615248,0.05606022,1.28206317
-5.23761881,3.64373364,0.01824687,0.15039844,0.32846307,0.98684926,0.39121894,0.68403919,0.05876913,1.33201053
-5.23161581,3.72244045,0.01844432,0.14535727,0.35363543,1.01970443,0.37719991,0.68262969,0.06184985,1.38780382
-5.22561281,3.81229085,0.01890019,0.14024746,0.38080379,1.05637659,0.36431757,0.68220764,0.06535241,1.45004605
-5.21960980,3.91482306,0.01961770,0.13513952,0.40970574,1.09764478,0.35269158,0.68303246,0.06932655,1.51930115
-5.21360680,4.03140599,0.02059612,0.13010128,0.44004748,1.14425016,0.34242133,0.68532799,0.07382008,1.59605791
-5.20760380,4.16315604,0.02183027,0.12519565,0.47150484,1.19685800,0.33358083,0.68927225,0.07887687,1.68069279
-5.20160080,4.31085672,0.02330995,0.12047866,0.50372540,1.25601901,0.32621447,0.69498865,0.08453476,1.77343304
-5.19559780,4.47488431,0.02501967,0.11599786,0.53633158,1.32213151,0.32033400,0.70253893,0.09082323,1.87432185
-5.18959480,4.65514317,0.02693837,0.11179105,0.56892488,1.39540638,0.31591662,0.71191815,0.09776106,1.98318719
-5.18359180,4.85101391,0.02903948,0.10788550,0.60109096,1.47583644,0.31290451,0.72305181,0.10535405,2.09961611
-5.17758879,5.06131766,0.03129106,0.10429746,0.63240579,1.56317230,0.31120562,0.73579544,0.11359284,2.22293619
-5.17158579,5.28429909,0.03365618,0.10103226,0.66244254,1.65690601,0.31069572,0.74993646,0.12245117,2.35220557
-5.16558279,5.51763041,0.03609361,0.09808465,0.69077920,1.75626408,0.31122173,0.76519856,0.13188439,2.48621296
-5.15957979,5.75843757,0.03855855,0.09543960,0.71700673,1.86021077,0.31260601,0.78124834,0.14182867,2.62348826
-5.15357679,6.00334958,0.04100372,0.09307342,0.74073764,1.96746225,0.31465168,0.79770412,0.15220078,2.76232462
-5.14757379,6.24857010,0.04338052,0.09095513,0.76161474,2.07651176,0.31714861,0.81414675,0.16289865,2.90081157
-5.14157079,6.48997023,0.04564041,0.08904807,0.77931987,2.18566519,0.31987997,0.83013202,0.17380266,3.03687881
-5.13556778,6.72319978,0.04773628,0.08731164,0.79358241,2.29308625,0.32262906,0.84520434,0.18477775,3.16834955
-5.12956478,6.94381350,0.04962397,0.08570316,0.80418728,2.39684960,0.32518626,0.85891126,0.19567630,3.29300162
-5.12356178,7.14740801,0.05126371,0.08417977,0.81098208,2.49500005,0.32735577,0.87081834,0.20634168,3.40863432
-5.11755878,7.32976403,0.05262155,0.08270021,0.81388334,2.58561543,0.32896205,0.88052390,0.21661237,3.51313823
-5.11155578,7.48698840,0.05367058,0.08122662,0.81288125,2.66687053,0.32985562,0.88767302,0.22632649,3.60456547
-5.10555278,7.61564996,0.05439206,0.07972612,0.80804290,2.73709939,0.32991806,0.89197033,0.23532659,3.68119702
-5.09954977,7.71290323,0.05477624,0.07817218,0.79951369,2.79485313,0.32906613,0.89319111,0.24346449,3.74160431
-5.09354677,7.77659458,0.05482297,0.07654578,0.78751666,2.83895084,0.32725478,0.89119016,0.25060593,3.78470229
-5.08754377,7.80534592,0.05454199,0.07483631,0.77234972,2.86852117,0.32447892,0.88590825,0.25663488,3.80979124
-5.08154077,7.79861194,0.05395289,0.07304206,0.75438066,2.88303272,0.32077408,0.87737559,0.26145728,3.81658545
-5.07553777,7.75670825,0.05308483,0.07117055,0.73403994,2.88231201,0.31621570,0.86571249,0.26500402,3.80522732
-5.06953477,7.68080892,0.05197587,0.06923844,0.71181147,2.86654823,0.31091731,0.85112686,0.26723314,3.77628598
-5.06353177,7.57291335,0.05067212,0.06727117,0.68822149,2.83628465,0.30502753,0.83390885,0.26813098,3.73074044
-5.05752876,7.43578401,0.04922660,0.06530229,0.66382586,2.79239724,0.29872602,0.81442277,0.26771240,3.66994801
-5.05152576,7.27285768,0.04769796,0.06337260,0.63919625,2.73606176,0.29221857,0.79309650,0.26601999,3.59559929
-5.04552276,7.08813424,0.04614897,0.06152903,0.61490551,2.66871076,0.28573154,0.77040898,0.26312229,3.50966174
-5.03951976,6.88604789,0.04464508,0.05982333,0.59151287,2.59198282,0.27950569,0.74687621,0.25911118,3.41431447
-5.03351676,6.67132657,0.04325280,0.05831078,0.56954937,2.50766630,0.27378973,0.72303625,0.25409850,3.31187700
-5.02751376,6.44884542,0.04203821,0.05704868,0.54950422,2.41764021,0.26883382,0.69943386,0.24821213,3.20473518
-5.02151076,6.22348075,0.04106546,0.05609491,0.53181240,2.32381487,0.26488305,0.67660540,0.24159163,3.09526746
-5.01550775,5.99997016,0.04039541,0.05550661,0.51684415,2.22807481,0.26217131,0.65506436,0.23438366,2.98577456
-5.00950475,5.78278439,0.04008444,0.05533880,0.50489660,2.13222617,0.26091554,0.63528826,0.22673738,2.87841537
-5.00350175,5.57601549,0.04018333,0.05564323,0.49618801,2.03795066,0.26131057,0.61770718,0.21880003,2.77515143
-4.99749875,5.38328494,0.04073638,0.05646735,0.49085460,1.94676748,0.26352466,0.60269418,0.21071277,2.67770196
-4.99149575,5.20767433,0.04178066,0.05785341,0.48895028,1.86000434,0.26769592,0.59055816,0.20260703,2.58751081
-4.98549275,5.05167993,0.04334546,0.05983775,0.49044905,1.77877812,0.27392939,0.58153881,0.19460147,2.50572594
-4.97948974,4.91719133,0.04545189,0.06245024,0.49525004,1.70398521,0.28229514,0.57580414,0.18679955,2.43319157
-4.97348674,4.80549307,0.04811258,0.06571382,0.50318473,1.63630118,0.29282713,0.57345016,0.17928789,2.37045257
-4.96748374,4.71728748,0.05133158,0.06964413,0.51402621,1.57618886,0.30552290,0.57450266,0.17213532,2.31776984
-4.96148074,4.65273555,0.05510432,0.07424932,0.52749979,1.52391379,0.32034394,0.57892086,0.16539271,2.27514526
-4.95547774,4.61151260,0.05941770,0.07952971,0.54329449,1.47956545,0.33721685,0.58660258,0.15909344,2.24235435
-4.94947474,4.59287449,0.06425018,0.08547761,0.56107502,1.44308284,0.35603488,0.59739049,0.15325453,2.21898431
-4.94347174,4.59573041,0.06957206,0.09207709,0.58049340,1.41428251,0.37666005,0.61107926,0.14787827,2.20447542
-4.93746873,4.61871807,0.07534569,0.09930363,0.60120005,1.39288768,0.39892560,0.62742299,0.14295421,2.19816323
-4.93146573,4.66027739,0.08152584,0.10712384,0.62285362,1.37855656,0.42263864,0.64614286,0.13846150,2.19931971
-4.92546273,4.71871946,0.08806004,0.11549512,0.64512935,1.37090881,0.44758305,0.66693441,0.13437132,2.20719118
-4.91945973,4.79228796,0.09488905,0.12436528,0.66772570,1.36954888,0.47352248,0.68947439,0.13064936,2.22103167
-4.91345673,4.87921110,0.10194738,0.13367227,0.69036907,1.37408532,0.50020344,0.71342706,0.12725816,2.24013035
-4.90745373,4.97774315,0.10916391,0.14334399,0.71281666,1.38414581,0.52735844,0.73844957,0.12415925,2.26383247
-4.90145073,5.08619494,0.11646265,0.15329819,0.73485758,1.39938743,0.55470932,0.76419680,0.12131501,2.29155332
-4.89544772,5.20295426,0.12376353,0.16344273,0.75631238,1.41950243,0.58197061,0.79032532,0.11869011,2.32278566
-4.88944472,5.32649695,0.13098353,0.17367604,0.77703148,1.44421987,0.60885318,0.81649690,0.11625255,2.35710080
-4.88344172,5.45539066,0.13803773,0.18388798,0.79689261,1.47330360,0.63506801,0.84238155,0.11397432,2.39414461
-4.87743872,5.58829318,0.14484074,0.19396110,0.81579795,1.50654745,0.66033037,0.86766029,0.11183155,2.43362926
-4.87143572,5.72394755,0.15130811,0.20377231,0.83367109,1.54376834,0.68436420,0.89202790,0.10980435,2.47532210
-4.86543272,5.86117615,0.15735800,0.21319509,0.85045437,1.58479818,0.70690689,0.91519575,0.10787631,2.51903296
-4.85942971,5.99887538,0.16291286,0.22210193,0.86610667,1.62947537,0.72771421,0.93689481,0.10603375,2.56460102
-4.85342671,6.13601257,0.16790123,0.23036736,0.88060203,1.67763653,0.74656545,0.95687894,0.10426482,2.61188245
-4.84742371,6.27162585,0.17225945,0.23787101,0.89392891,1.72910906,0.76326865,0.97492839,0.10255851,2.66073943
-4.84142071,6.40482724,0.17593338,0.24450103,0.90609030,1.78370477,0.77766547,0.99085347,0.10090375,2.71103137
-4.83541771,6.53480864,0.17887993,0.25015742,0.91710434,1.84121490,0.78963586,1.00449819,0.09928852,2.76260835
-4.82941471,6.66084971,0.18106832,0.25475524,0.92700519,1.90140641,0.79910195,1.01574361,0.09769928,2.81530692
-4.82341171,6.78232641,0.18248109,0.25822759,0.93584403,1.96401948,0.80603104,1.02451071,0.09612053,2.86894787
-4.81740870,6.89871846,0.18311468,0.26052809,0.94368962,2.02876581,0.81043745,1.03076247,0.09453467,2.92333549
-4.81140570,7.00961401,0.18297959,0.26163278,0.95062822,2.09532768,0.81238296,1.03450484,0.09292220,2.97825776
-4.80540270,7.11471005,0.18210008,0.26154138,0.95676257,2.16335708,0.81197572,1.03578639,0.09126213,3.03348681
-4.79939970,7.21380703,0.18051338,0.26027773,0.96220969,2.23247495,0.80936753,1.03469652,0.08953266,3.08877896
-4.79339670,7.30679709,0.17826840,0.25788938,0.96709739,2.30227011,0.80474947,1.03136208,0.08771206,3.14387403
-4.78739370,7.39364555,0.17542405,0.25444637,0.97155962,2.37229795,0.79834603,1.02594242,0.08577967,3.19849342
-4.78139070,7.47436623,0.17204717,0.25003926,0.97573060,2.44207881,0.79040791,1.01862310,0.08371698,3.25233710
-4.77538769,7.54899160,0.16821018,0.24477635,0.97973822,2.51109642,0.78120376,1.00960835,0.08150867,3.30507951
-4.76938469,7.61753966,0.16398854,0.23878043,0.98369699,2.57879663,0.77101128,0.99911276,0.07914357,3.35636489
-4.76338169,7.67997968,0.15945827,0.23218497,0.98770094,2.64458688,0.76010803,0.98735252,0.07661549,3.40580265
-4.75737869,7.73619953,0.15469334,0.22513015,0.99181717,2.70783702,0.74876250,0.97453676,0.07392378,3.45296340
-4.75137569,7.78597707,0.14976346,0.21775868,0.99608027,2.76788186,0.73722573,0.96085936,0.07107376,3.49737662
-4.74537269,7.82895845,0.14473206,0.21021182,1.00048832,2.82402605,0.72572404,0.94649192,0.06807671,3.53853061
-4.73936968,7.86464531,0.13965469,0.20262560,1.00500077,2.87555147,0.71445320,0.93157795,0.06494976,3.57587550
-4.73336668,7.89239270,0.13457785,0.19512738,1.00953835,2.92172754,0.70357418,0.91622901,0.06171538,3.60882965
-4.72736368,7.91141872,0.12953842,0.18783306,1.01398532,2.96182434,0.69321077,0.90052272,0.05840071,3.63678991
-4.72136068,7.92082595,0.12456351,0.18084477,1.01819381,2.99512831,0.68344906,0.88450288,0.05503665,3.65914538
-4.71535768,7.91963397,0.11967082,0.17424926,1.02199025,3.02096022,0.67433871,0.86818161,0.05165680,3.67529456
-4.70935468,7.90682145,0.11486948,0.16811692,1.02518335,3.03869465,0.66589573,0.85154331,0.04829635,3.68466494
-4.70335168,7.88137549,0.11016122,0.16250139,1.02757331,3.04778033,0.65810660,0.83455029,0.04499086,3.68673429
-4.69734867,7.84234528,0.10554186,0.15743981,1.02896149,3.04776016,0.65093335,0.81714941,0.04177513,3.68105233
-4.69134567,7.78889673,0.10100290,0.15295344,1.02916017,3.03829013,0.64431905,0.79927951,0.03868203,3.66726151
-4.68534267,7.72036466,0.09653330,0.14904872,1.02800149,3.01915596,0.63819346,0.78087906,0.03574156,3.64511567
-4.67933967,7.63629918,0.09212107,0.14571861,1.02534519,2.99028655,0.63247835,0.76189340,0.03297997,3.61449512
-4.67333667,7.53650314,0.08775485,0.14294401,1.02108458,2.95176332,0.62709213,0.74228132,0.03041910,3.57541724
-4.66733367,7.42105825,0.08342522,0.14069532,1.01515034,2.90382492,0.62195359,0.72202039,0.02807583,3.52804170
-4.66133067,7.29033802,0.07912575,0.13893396,1.00751196,2.84686669,0.61698445,0.70111088,0.02596182,3.47266970
-4.65532766,7.14500674,0.07485368,0.13761385,0.99817678,2.78143485,0.61211076,0.67957795,0.02408336,3.40973721
-4.64932466,6.98600439,0.07061037,0.13668265,0.98718677,2.70821541,0.60726318,0.65747212,0.02244144,3.33980239
-4.64332166,6.81451855,0.06640132,0.13608306,0.97461327,2.62801821,0.60237616,0.63486807,0.02103194,3.26352774
