energy_ev,total_up,Ge_p_up,Ge_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,4.07579034,0.79473569,0.00000000,2.82394161,1.90656162,0.03507267,1.19336137
-5.99399700,4.03027436,0.77636686,0.00000000,2.80251107,1.87897076,0.03418674,1.18842126
-5.98799400,3.96456462,0.75431002,0.00000000,2.76643134,1.84215199,0.03315848,1.17729374
-5.98199100,3.87952283,0.72892289,0.00000000,2.71625334,1.79662812,0.03200029,1.16007375
-5.97598799,3.77639659,0.70062529,0.00000000,2.65281603,1.74309057,0.03072756,1.13698208
-5.96998499,3.65678935,0.66988878,0.00000000,2.57722746,1.68238340,0.02935813,1.10835989
-5.96398199,3.52262075,0.63722536,0.00000000,2.49083833,1.61548384,0.02791180,1.07465914
-5.95797899,3.37607898,0.60317582,0.00000000,2.39520934,1.54347999,0.02640967,1.03642976
-5.95197599,3.21956711,0.56829824,0.00000000,2.29207351,1.46754664,0.02487353,0.99430374
-5.94597299,3.05564530,0.53315673,0.00000000,2.18329486,1.38892002,0.02332524,0.94897701
-5.93996998,2.88697113,0.49831111,0.00000000,2.07082497,1.30887240,0.02178611,0.90118980
-5.93396698,2.71623994,0.46430751,0.00000000,1.95665880,1.22868725,0.02027636,0.85170615
-5.92796398,2.54612721,0.43167018,0.00000000,1.84279133,1.14963573,0.01881461,0.80129353
-5.92196098,2.37923461,0.40089455,0.00000000,1.73117607,1.07295508,0.01741745,0.75070319
-5.91595798,2.21804113,0.37244160,0.00000000,1.62368663,0.99982918,0.01609914,0.70065199
-5.90995498,2.06486032,0.34673338,0.00000000,1.52208213,0.93137173,0.01487131,0.65180636
-5.90395198,1.92180447,0.32414964,0.00000000,1.42797699,0.86861211,0.01374284,0.60476874
-5.89794897,1.79075585,0.30502532,0.00000000,1.34281552,0.81248374,0.01271982,0.56006697
-5.89194597,1.67334529,0.28964870,0.00000000,1.26785131,0.76381499,0.01180552,0.51814678
-5.88594297,1.57093752,0.27826000,0.00000000,1.20413138,0.72332222,0.01100059,0.47936741
-5.87993997,1.48462291,0.27105021,0.00000000,1.15248483,0.69160470,0.01030318,0.44400035
-5.87393697,1.41521473,0.26815999,0.00000000,1.11351549,0.66914099,0.00970921,0.41223087
-5.86793397,1.36325118,0.26967845,0.00000000,1.08759832,0.65628651,0.00921267,0.38416211
-5.86193097,1.32900119,0.27564179,0.00000000,1.07487898,0.65327188,0.00880595,0.35982134
-5.85592796,1.31247318,0.28603181,0.00000000,1.07527622,0.66020186,0.00848019,0.33916777
-5.84992496,1.31342599,0.30077423,0.00000000,1.08848686,0.67705465,0.00822565,0.32210165
-5.84392196,1.33138135,0.31973715,0.00000000,1.11399299,0.70368158,0.00803207,0.30847391
-5.83791896,1.36563739,0.34272968,0.00000000,1.15107157,0.73980717,0.00788902,0.29809609
-5.83191596,1.41528300,0.36950109,0.00000000,1.19880632,0.78502975,0.00778620,0.29074989
-5.82591296,1.47921288,0.39974067,0.00000000,1.25610207,0.83882283,0.00771376,0.28619626
-5.81990995,1.55614338,0.43307866,0.00000000,1.32170187,0.90053769,0.00766254,0.28418336
-5.81390695,1.64462946,0.46908855,0.00000000,1.39420712,0.96940735,0.00762426,0.28445359
-5.80790395,1.74308293,0.50729082,0.00000000,1.47210080,1.04455237,0.00759171,0.28674923
-5.80190095,1.84979240,0.54715848,0.00000000,1.55377408,1.12498890,0.00755881,0.29081687
-5.79589795,1.96294531,0.58812440,0.00000000,1.63755613,1.20963909,0.00752075,0.29641060
-5.78989495,2.08065224,0.62959041,0.00000000,1.72174705,1.29734417,0.00747393,0.30329411
-5.78389195,2.20097355,0.67093816,0.00000000,1.80465337,1.38688021,0.00741600,0.31124185
-5.77788894,2.32194855,0.71154135,0.00000000,1.88462541,1.47697650,0.00734575,0.32003952
-5.77188594,2.44162670,0.75077923,0.00000000,1.96009567,1.56633634,0.00726306,0.32948405
-5.76588294,2.55810064,0.78805077,0.00000000,2.02961695,1.65365990,0.00716876,0.33938338
-5.75987994,2.66954032,0.82278909,0.00000000,2.09189894,1.73766866,0.00706454,0.34955626
-5.75387694,2.77422745,0.85447569,0.00000000,2.14584194,1.81713084,0.00695273,0.35983221
-5.74787394,2.87058944,0.88265383,0.00000000,2.19056605,1.89088721,0.00683625,0.37005178
-5.74187094,2.95723175,0.90694067,0.00000000,2.22543458,1.95787644,0.00671840,0.38006726
-5.73586793,3.03296760,0.92703749,0.00000000,2.25007047,2.01715938,0.00660273,0.38974384
-5.72986493,3.09684408,0.94273789,0.00000000,2.26436455,2.06794148,0.00649297,0.39896113
-5.72386193,3.14816373,0.95393327,0.00000000,2.26847519,2.10959266,0.00639285,0.40761505
-5.71785893,3.18650070,0.96061578,0.00000000,2.26281886,2.14166406,0.00630606,0.41561987
-5.71185593,3.21171091,0.96287834,0.00000000,2.24805192,2.16390115,0.00623616,0.42291033
-5.70585293,3.22393580,0.96091194,0.00000000,2.22504399,2.17625274,0.00618653,0.42944348
-5.69984992,3.22359939,0.95500034,0.00000000,2.19484409,2.17887563,0.00616035,0.43520033
-5.69384692,3.21139875,0.94551234,0.00000000,2.15864080,2.17213476,0.00616057,0.44018688
-5.68784392,3.18828802,0.93289209,0.00000000,2.11771817,2.15659872,0.00618992,0.44443445
-5.68184092,3.15545653,0.91764767,0.00000000,2.07340927,2.13303071,0.00625094,0.44799932
-5.67583792,3.11430157,0.90033846,0.00000000,2.02704936,2.10237507,0.00634599,0.45096151
-5.66983492,3.06639649,0.88156173,0.00000000,1.97993080,2.06573958,0.00647731,0.45342263
-5.66383192,3.01345521,0.86193877,0.00000000,1.93326164,2.02437390,0.00664706,0.45550308
-5.65782891,2.95729374,0.84210104,0.00000000,1.88812948,1.97964444,0.00685735,0.45733839
-5.65182591,2.89978994,0.82267655,0.00000000,1.84547226,1.93300614,0.00711031,0.45907513
-5.64582291,2.84284222,0.80427688,0.00000000,1.80605682,1.88597158,0.00740817,0.46086631
-5.63981991,2.78832814,0.78748491,0.00000000,1.77046606,1.84007809,0.00775324,0.46286667
-5.63381691,2.73806386,0.77284344,0.00000000,1.73909469,1.79685330,0.00814798,0.46522786
-5.62781391,2.69376500,0.76084487,0.00000000,1.71215357,1.75777994,0.00859503,0.46809383
-5.62181091,2.65700979,0.75192193,0.00000000,1.68968160,1.72426058,0.00909723,0.47159656
-5.61580790,2.62920513,0.74643956,0.00000000,1.67156451,1.69758299,0.00965759,0.47585221
-5.60980490,2.61155609,0.74468788,0.00000000,1.65755887,1.67888717,0.01027928,0.48095793
-5.60380190,2.60503960,0.74687653,0.00000000,1.64731998,1.66913479,0.01096561,0.48698923
-5.59779890,2.61038265,0.75313011,0.00000000,1.64043185,1.66908206,0.01171996,0.49399813
-5.59179590,2.62804578,0.76348518,0.00000000,1.63643766,1.67925689,0.01254567,0.50201194
-5.58579290,2.65821207,0.77788868,0.00000000,1.63486906,1.69994133,0.01344601,0.51103282
-5.57978989,2.70078237,0.79619801,0.00000000,1.63527293,1.73116004,0.01442399,0.52103787
-5.57378689,2.75537692,0.81818294,0.00000000,1.63723431,1.77267556,0.01548230,0.53198002
-5.56778389,2.82134384,0.84352940,0.00000000,1.64039468,1.82399092,0.01662314,0.54378937
-5.56178089,2.89777443,0.87184535,0.00000000,1.64446501,1.88435991,0.01784807,0.55637511
-5.55577789,2.98352543,0.90266863,0.00000000,1.64923324,1.95280501,0.01915793,0.56962803
-5.54977489,3.07724789,0.93547690,0.00000000,1.65456626,2.02814289,0.02055264,0.58342335
-5.54377189,3.17742215,0.96969942,0.00000000,1.66040688,2.10901672,0.02203117,0.59762413
-5.53776888,3.28239802,1.00473051,0.00000000,1.66676612,2.19393455,0.02359138,0.61208494
-5.53176588,3.39043924,1.03994430,0.00000000,1.67371186,2.28131241,0.02523000,0.62665594
-5.52576288,3.49977069,1.07471024,0.00000000,1.68135446,2.36952068,0.02694259,0.64118716
-5.51975988,3.60862677,1.10840902,0.00000000,1.68983056,2.45693200,0.02872351,0.65553290
-5.51375688,3.71529909,1.14044806,0.00000000,1.69928582,2.54196873,0.03056598,0.66955616
-5.50775388,3.81818173,1.17027612,0.00000000,1.70985760,2.62314816,0.03246210,0.68313288
-5.50175088,3.91581199,1.19739631,0.00000000,1.72165837,2.69912339,0.03440294,0.69615589
-5.49574787,4.00690497,1.22137698,0.00000000,1.73476055,2.76871829,0.03637861,0.70853827
-5.48974487,4.09038046,1.24185993,0.00000000,1.74918340,2.83095495,0.03837840,0.72021601
-5.48374187,4.16538085,1.25856580,0.00000000,1.76488233,2.88507256,0.04039084,0.73114978
-5.47773887,4.23127949,1.27129613,0.00000000,1.78174110,2.93053698,0.04240384,0.74132553
-5.47173587,4.28767898,1.27993249,0.00000000,1.79956688,2.96704086,0.04440479,0.75075402
-5.46573287,4.33440002,1.28443246,0.00000000,1.81808861,2.99449443,0.04638062,0.75946902
