energy_ev,total_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.86193097,0.16314656,0.11469958,0.00000003,0.00001591,0.01119872,0.13679044,0.04815349
-5.85592796,0.15118853,0.10629139,0.00000005,0.00001474,0.01037834,0.12676179,0.04462529
-5.84992496,0.13910525,0.09779469,0.00000007,0.00001356,0.00954954,0.11662716,0.04106061
-5.84392196,0.12707506,0.08933467,0.00000010,0.00001239,0.00872462,0.10653568,0.03751232
-5.83791896,0.11526109,0.08102577,0.00000015,0.00001123,0.00791490,0.09662357,0.03402884
-5.83191596,0.10380834,0.07296956,0.00000022,0.00001012,0.00713047,0.08701164,0.03065336
-5.82591296,0.09284179,0.06525344,0.00000031,0.00000905,0.00638009,0.07780366,0.02742332
-5.81990995,0.08246545,0.05794987,0.00000045,0.00000803,0.00567115,0.06908543,0.02437014
-5.81390695,0.07276236,0.05111636,0.00000063,0.00000708,0.00500971,0.06092471,0.02151929
-5.80790395,0.06379548,0.04479604,0.00000089,0.00000621,0.00440053,0.05337181,0.01889063
-5.80190095,0.05560941,0.03901875,0.00000124,0.00000540,0.00384728,0.04646089,0.01649900
-5.79589795,0.04823273,0.03380262,0.00000172,0.00000468,0.00335269,0.04021168,0.01435502
-5.78989495,0.04168093,0.02915606,0.00000236,0.00000403,0.00291884,0.03463177,0.01246607
-5.78389195,0.03595979,0.02507993,0.00000321,0.00000346,0.00254738,0.02971907,0.01083740
-5.77788894,0.03106904,0.02157001,0.00000435,0.00000297,0.00223994,0.02546459,0.00947345
-5.77188594,0.02700616,0.01861953,0.00000585,0.00000255,0.00199836,0.02185530,0.00837910
-5.76588294,0.02377032,0.01622171,0.00000781,0.00000220,0.00182511,0.01887693,0.00756106
-5.75987994,0.02136627,0.01437232,0.00001035,0.00000193,0.00172362,0.01651683,0.00702926
-5.75387694,0.01980806,0.01307208,0.00001362,0.00000173,0.00169862,0.01476661,0.00679817
-5.74787394,0.01912262,0.01232900,0.00001779,0.00000160,0.00175651,0.01362461,0.00688811
-5.74187094,0.01935302,0.01216042,0.00002307,0.00000155,0.00190567,0.01309814,0.00732646
-5.73586793,0.02056130,0.01259486,0.00002971,0.00000156,0.00215672,0.01320542,0.00814873
-5.72986493,0.02283098,0.01367360,0.00003798,0.00000166,0.00252286,0.01397720,0.00939945
-5.72386193,0.02626883,0.01545188,0.00004820,0.00000183,0.00301997,0.01545802,0.01113289
-5.71785893,0.03100609,0.01799968,0.00006074,0.00000210,0.00366683,0.01770696,0.01341342
-5.71185593,0.03719889,0.02140213,0.00007599,0.00000246,0.00448509,0.02079805,0.01631566
-5.70585293,0.04502771,0.02575930,0.00009439,0.00000293,0.00549929,0.02482004,0.01992412
-5.69984992,0.05469588,0.03118543,0.00011641,0.00000351,0.00673660,0.02987561,0.02433245
-5.69384692,0.06642685,0.03780755,0.00014254,0.00000422,0.00822660,0.03607999,0.02964220
-5.68784392,0.08046028,0.04576334,0.00017328,0.00000507,0.01000075,0.04355877,0.03596098
-5.68184092,0.09704679,0.05519821,0.00020914,0.00000608,0.01209178,0.05244513,0.04340004
-5.67583792,0.11644125,0.06626168,0.00025061,0.00000725,0.01453290,0.06287621,0.05207124
-5.66983492,0.13889486,0.07910287,0.00029817,0.00000860,0.01735683,0.07498882,0.06208349
-5.66383192,0.16464589,0.09386536,0.00035221,0.00001013,0.02059465,0.08891435,0.07353852
-5.65782891,0.19390928,0.11068129,0.00041308,0.00001186,0.02427458,0.10477325,0.08652627
-5.65182591,0.22686543,0.12966495,0.00048100,0.00001380,0.02842053,0.12266877,0.10111991
-5.64582291,0.26364843,0.15090600,0.00055609,0.00001593,0.03305068,0.14268060,0.11737058
-5.63981991,0.30433408,0.17446255,0.00063831,0.00001827,0.03817596,0.16485824,0.13530224
-5.63381691,0.34892832,0.20035425,0.00072746,0.00002080,0.04379864,0.18921456,0.15490660
-5.62781391,0.39735645,0.22855588,0.00082314,0.00002352,0.04991090,0.21571974,0.17613857
-5.62181091,0.44945381,0.25899153,0.00092476,0.00002640,0.05649369,0.24429590,0.19891241
-5.61580790,0.50495840,0.29152990,0.00103152,0.00002942,0.06351575,0.27481280,0.22309884
-5.60980490,0.56350613,0.32598088,0.00114240,0.00003256,0.07093295,0.30708478,0.24852333
-5.60380190,0.62462898,0.36209374,0.00125620,0.00003577,0.07868803,0.34086929,0.27496583
-5.59779890,0.68775667,0.39955730,0.00137149,0.00003901,0.08671075,0.37586726,0.30216210
-5.59179590,0.75222199,0.43800201,0.00148671,0.00004224,0.09491844,0.41172538,0.32980668
-5.58579290,0.81726998,0.47700434,0.00160016,0.00004541,0.10321715,0.44804051,0.35755762
-5.57978989,0.88207085,0.51609326,0.00171002,0.00004847,0.11150312,0.48436607,0.38504283
-5.57378689,0.94573650,0.55475886,0.00181445,0.00005136,0.11966486,0.52022044,0.41186803
-5.56778389,1.00734015,0.59246289,0.00191160,0.00005404,0.12758547,0.55509715,0.43762594
-5.56178089,1.06593857,0.62865088,0.00199967,0.00005645,0.13514546,0.58847651,0.46190659
-5.55577789,1.12059604,0.66276561,0.00207699,0.00005855,0.14222566,0.61983842,0.48430823
-5.54977489,1.17040946,0.69426131,0.00214203,0.00006030,0.14871039,0.64867581,0.50444850
-5.54377189,1.21453331,0.72261825,0.00219350,0.00006165,0.15449055,0.67450834,0.52197546
-5.53776888,1.25220384,0.74735700,0.00223037,0.00006260,0.15946674,0.69689573,0.53657801
-5.53176588,1.28276130,0.76805202,0.00225188,0.00006311,0.16355205,0.71545031,0.54799520
-5.52576288,1.30566942,0.78434396,0.00225761,0.00006319,0.16667458,0.72984824,0.55602419
-5.51975988,1.32053138,0.79595009,0.00224750,0.00006284,0.16877951,0.73983895,0.56052642
-5.51375688,1.32710162,0.80267269,0.00222179,0.00006208,0.16983070,0.74525253,0.56143178
-5.50775388,1.32529302,0.80440494,0.00218109,0.00006093,0.16981164,0.74600461,0.55874062
-5.50175088,1.31517928,0.80113405,0.00212632,0.00005944,0.16872589,0.74209878,0.55252362
-5.49574787,1.29699245,0.79294168,0.00205867,0.00005766,0.16659682,0.73362629,0.54291944
-5.48974487,1.27111577,0.78000161,0.00197959,0.00005565,0.16346677,0.72076320,0.53013033
-5.48374187,1.23807223,0.76257480,0.00189076,0.00005349,0.15939568,0.70376512,0.51441607
-5.47773887,1.19850951,0.74100199,0.00179399,0.00005125,0.15445919,0.68295971,0.49608631
-5.47173587,1.15318173,0.71569441,0.00169121,0.00004903,0.14874635,0.65873736,0.47549179
-5.46573287,1.10292913,0.68712275,0.00158440,0.00004694,0.14235698,0.63154052,0.45301493
-5.45972986,1.04865622,0.65580497,0.00147555,0.00004508,0.13539887,0.60185184,0.42905986
-5.45372686,0.99130946,0.62229340,0.00136662,0.00004357,0.12798482,0.57018193,0.40404269
-5.44772386,0.93185519,0.58716161,0.00125950,0.00004254,0.12022972,0.53705695,0.37838202
-5.44172086,0.87125856,0.55099151,0.00115595,0.00004212,0.11224773,0.50300652,0.35249021
-5.43571786,0.81046405,0.51436101,0.00105763,0.00004248,0.10414970,0.46855235,0.32676555
-5.42971486,0.75037822,0.47783276,0.00096603,0.00004375,0.09604076,0.43419793,0.30158561
-5.42371186,0.69185485,0.44194399,0.00088249,0.00004611,0.08801835,0.40041948,0.27730172
-5.41770885,0.63568287,0.40719796,0.00080817,0.00004974,0.08017060,0.36765830,0.25423479
-5.41170585,0.58257697,0.37405680,0.00074408,0.00005481,0.07257507,0.33631481,0.23267236
-5.40570285,0.53317096,0.34293608,0.00069108,0.00006153,0.06529799,0.30674400,0.21286671
-5.39969985,0.48801354,0.31420080,0.00064986,0.00007008,0.05839382,0.27925250,0.19503405
-5.39369685,0.44756634,0.28816290,0.00062096,0.00008066,0.05190522,0.25409699,0.17935452
-5.38769385,0.41220375,0.26508001,0.00060480,0.00009349,0.04586341,0.23148394,0.16597279
-5.38169085,0.38221418,0.24515526,0.00060167,0.00010875,0.04028873,0.21157032,0.15499911
-5.37568784,0.35780249,0.22853802,0.00061172,0.00012663,0.03519154,0.19446518,0.14651067
-5.36968484,0.33909302,0.21532535,0.00063499,0.00014729,0.03057332,0.18023197,0.14055297
-5.36368184,0.32613307,0.20556385,0.00067137,0.00017087,0.02642779,0.16889118,0.13714120
-5.35767884,0.31889661,0.19925193,0.00072065,0.00019748,0.02274229,0.16042337,0.13626150
-5.35167584,0.31728791,0.19634237,0.00078246,0.00022719,0.01949908,0.15477238,0.13787207
-5.34567284,0.32114532,0.19674498,0.00085628,0.00026001,0.01667669,0.15184849,0.14190409
-5.33966983,0.33024494,0.20032949,0.00094146,0.00029591,0.01425122,0.15153180,0.14826265
-5.33366683,0.34430468,0.20692867,0.00103718,0.00033477,0.01219761,0.15367550,0.15682765
-5.32766383,0.36298856,0.21634177,0.00114243,0.00037642,0.01049076,0.15810928,0.16745487
-5.32166083,0.38591180,0.22833839,0.00125608,0.00042062,0.00910665,0.16464288,0.17997741
-5.31565783,0.41264680,0.24266287,0.00137681,0.00046704,0.00802328,0.17306984,0.19420758
-5.30965483,0.44273041,0.25903938,0.00150317,0.00051528,0.00722153,0.18317154,0.20993947
-5.30365183,0.47567248,0.27717775,0.00163357,0.00056489,0.00668591,0.19472171,0.22695224
-5.29764882,0.51096617,0.29678017,0.00176633,0.00061533,0.00640520,0.20749124,0.24501435
-5.29164582,0.54809960,0.31754856,0.00189971,0.00066603,0.00637302,0.22125354,0.26388861
-5.28564282,0.58656914,0.33919281,0.00203194,0.00071638,0.00658823,0.23579018,0.28333804
-5.27963982,0.62589372,0.36143940,0.00216127,0.00076575,0.00705524,0.25089692,0.30313257
-5.27363682,0.66562998,0.38404039,0.00228606,0.00081351,0.00778421,0.26638979,0.32305609
-5.26763382,0.70538748,0.40678227,0.00240475,0.00085904,0.00879114,0.28211113,0.34291390
-5.26163082,0.74484343,0.42949438,0.00251602,0.00090176,0.01009772,0.29793517,0.36253992
-5.25562781,0.78375602,0.45205628,0.00261874,0.00094116,0.01173109,0.31377302,0.38180350
-5.24962481,0.82197550,0.47440376,0.00271208,0.00097680,0.01372338,0.32957655,0.40061525
-5.24362181,0.85945219,0.49653276,0.00279552,0.00100835,0.01611099,0.34534099,0.41893152
-5.23761881,0.89624058,0.51850103,0.00286888,0.00103556,0.01893373,0.36110574,0.43675716
-5.23161581,0.93249884,0.54042683,0.00293233,0.00105832,0.02223360,0.37695334,0.45414612
-5.22561281,0.96848321,0.56248469,0.00298638,0.00107664,0.02605343,0.39300624,0.47119964
-5.21960980,1.00453708,0.58489787,0.00303187,0.00109066,0.03043517,0.40942139,0.48806196
-5.21360680,1.04107464,0.60792769,0.00306995,0.00110062,0.03541807,0.42638258,0.50491340
-5.20760380,1.07855950,0.63185989,0.00310198,0.00110688,0.04103662,0.44409074,0.52196099
-5.20160080,1.11747897,0.65698850,0.00312954,0.00110989,0.04731838,0.46275253,0.53942694
-5.19559780,1.15831488,0.68359773,0.00315429,0.00111017,0.05428180,0.48256753,0.55753532
-5.18959480,1.20151217,0.71194271,0.00317795,0.00110828,0.06193406,0.50371469,0.57649764
-5.18359180,1.24744687,0.74223002,0.00320216,0.00110481,0.07026909,0.52633855,0.59649783
-5.17758879,1.29639496,0.77459896,0.00322846,0.00110035,0.07926585,0.55053612,0.61767763
-5.17158579,1.34850396,0.80910459,0.00325816,0.00109544,0.08888695,0.57634493,0.64012293
-5.16558279,1.40376889,0.84570367,0.00329231,0.00109058,0.09907784,0.60373317,0.66385217
-5.15957979,1.46201411,0.88424435,0.00333161,0.00108619,0.10976651,0.63259245,0.68880726
-5.15357679,1.52288255,0.92446039,0.00337639,0.00108259,0.12086388,0.66273383,0.71484789
-5.14757379,1.58583310,0.96597064,0.00342660,0.00108000,0.13226486,0.69388741,0.74174959
-5.14157079,1.65014692,1.00828390,0.00348176,0.00107852,0.14385018,0.72570587,0.76920590
-5.13556778,1.71494268,1.05080939,0.00354103,0.00107812,0.15548881,0.75777177,0.79683470
-5.12956478,1.77920029,1.09287245,0.00360322,0.00107867,0.16704106,0.78960867,0.82418857
-5.12356178,1.84179243,1.13373491,0.00366682,0.00107995,0.17836220,0.82069533,0.85076878
-5.11755878,1.90152217,1.17261933,0.00373011,0.00108164,0.18930634,0.85048275,0.87604227
-5.11155578,1.95716530,1.20873588,0.00379118,0.00108334,0.19973063,0.87841286,0.89946087
-5.10555278,2.00751498,1.24131075,0.00384808,0.00108463,0.20949936,0.90393834,0.92048181
-5.09954977,2.05142672,1.26961446,0.00389884,0.00108504,0.21848787,0.92654223,0.93858840
-5.09354677,2.08786122,1.29298887,0.00394160,0.00108413,0.22658611,0.94575661,0.95330997
-5.08754377,2.11592307,1.31087145,0.00397465,0.00108146,0.23370156,0.96117922,0.96423996
-5.08154077,2.13489317,1.32281550,0.00399653,0.00107664,0.23976148,0.97248732,0.97105120
-5.07553777,2.14425355,1.32850554,0.00400604,0.00106935,0.24471428,0.97944797,0.97350780
-5.06953477,2.14370316,1.32776693,0.00400231,0.00105932,0.24853007,0.98192447,0.97147292
-5.06353177,2.13316430,1.32056962,0.00398482,0.00104639,0.25120022,0.97987847,0.96491219
-5.05752876,2.11277951,1.30702570,0.00395337,0.00103047,0.25273617,0.97336804,0.95389283
-5.05152576,2.08289942,1.28738137,0.00390810,0.00101155,0.25316744,0.96254178,0.93857843
-5.04552276,2.04406261,1.26200368,0.00384946,0.00098972,0.25253907,0.94762949,0.91922012
-5.03951976,1.99696891,1.23136317,0.00377816,0.00096514,0.25090862,0.92893010,0.89614452
-5.03351676,1.94244782,1.19601334,0.00369511,0.00093800,0.24834295,0.90679761,0.86973938
-5.02751376,1.88142401,1.15656828,0.00360141,0.00090859,0.24491495,0.88162592,0.84043776
-5.02151076,1.81488185,1.11367958,0.00349827,0.00087719,0.24070047,0.85383346,0.80870163
-5.01550775,1.74383098,1.06801389,0.00338695,0.00084413,0.23577559,0.82384833,0.77500583
-5.00950475,1.66927443,1.02023216,0.00326874,0.00080974,0.23021430,0.79209495,0.73982312
-5.00350175,1.59218096,0.97097138,0.00314491,0.00077435,0.22408685,0.75898245,0.70361104
-4.99749875,1.51346244,0.92082966,0.00301665,0.00073826,0.21745863,0.72489561,0.66680106
-4.99149575,1.43395709,0.87035501,0.00288510,0.00070177,0.21038970,0.69018831,0.62979037
-4.98549275,1.35441872,0.82003799,0.00275132,0.00066516,0.20293492,0.65517963,0.59293649
-4.97948974,1.27551188,0.77030822,0.00261624,0.00062865,0.19514449,0.62015261,0.55655453
-4.97348674,1.19781236,0.72153430,0.00248074,0.00059248,0.18706495,0.58535513,0.52091706
-4.96748374,1.12181235,0.67402689,0.00234562,0.00055681,0.17874036,0.55100277,0.48625617
-4.96148074,1.04792917,0.62804423,0.00221159,0.00052183,0.17021357,0.51728308,0.45276731
-4.95547774,0.97651658,0.58379930,0.00207934,0.00048767,0.16152751,0.48436075,0.42061444
-4.94947474,0.90787759,0.54146823,0.00194954,0.00045445,0.15272625,0.45238313,0.38993599
-4.94347174,0.84227754,0.50119892,0.00182284,0.00042231,0.14385586,0.42148579,0.36085109
-4.93746873,0.77995671,0.46311956,0.00169988,0.00039134,0.13496485,0.39179752,0.33346569
-4.93146573,0.72114152,0.42734629,0.00158135,0.00036164,0.12610438,0.36344458,0.30787819
-4.92546273,0.66605377,0.39398978,0.00146793,0.00033334,0.11732794,0.33655394,0.28418411
-4.91945973,0.61491746,0.36316029,0.00136036,0.00030652,0.10869080,0.31125525,0.26247989
-4.91345673,0.56796305,0.33497111,0.00125937,0.00028128,0.10024913,0.28768176,0.24286524
-4.90745373,0.52542893,0.30954033,0.00116573,0.00025774,0.09205885,0.26596987,0.22544447
-4.90145073,0.48756036,0.28699088,0.00108021,0.00023600,0.08417437,0.24625769,0.21032627
-4.89544772,0.45460593,0.26744903,0.00100357,0.00021614,0.07664729,0.22868257,0.19762249
-4.88944472,0.42681186,0.25104145,0.00093655,0.00019828,0.06952507,0.21337787,0.18744559
-4.88344172,0.40441445,0.23789105,0.00087983,0.00018248,0.06284986,0.20046902,0.17990514
-4.87743872,0.38763106,0.22811174,0.00083406,0.00016883,0.05665742,0.19006918,0.17510349
-4.87143572,0.37664989,0.22180251,0.00079978,0.00015738,0.05097629,0.18227457,0.17313057
-4.86543272,0.37161906,0.21904084,0.00077744,0.00014818,0.04582724,0.17715975,0.17405835
-4.85942971,0.37263526,0.21987588,0.00076735,0.00014125,0.04122284,0.17477285,0.17793477
-4.85342671,0.37973249,0.22432155,0.00076970,0.00013658,0.03716745,0.17513102,0.18477773
-4.84742371,0.39287112,0.23234984,0.00078451,0.00013415,0.03365725,0.17821634,0.19456899
-4.84142071,0.41192791,0.24388463,0.00081159,0.00013391,0.03068067,0.18397201,0.20724862
-4.83541771,0.43668732,0.25879621,0.00085061,0.00013577,0.02821881,0.19229941,0.22270995
-4.82941471,0.46683451,0.27689693,0.00090098,0.00013962,0.02624614,0.20305587,0.24079548
-4.82341171,0.50195079,0.29793819,0.00096194,0.00014532,0.02473121,0.21605342,0.26129393
-4.81740870,0.54151158,0.32160898,0.00103250,0.00015270,0.02363753,0.23105873,0.28393881
-4.81140570,0.58488766,0.34753647,0.00111145,0.00016156,0.02292436,0.24779429,0.30840865
-4.80540270,0.63134985,0.37528853,0.00119739,0.00017167,0.02254767,0.26594102,0.33432912
-4.79939970,0.68007738,0.40437865,0.00128874,0.00018278,0.02246103,0.28514236,0.36127726
-4.79339670,0.73017015,0.43427300,0.00138372,0.00019462,0.02261650,0.30500981,0.38878769
-4.78739370,0.78066471,0.46439994,0.00148047,0.00020690,0.02296548,0.32513000,0.41636106
-4.78139070,0.83055376,0.49416147,0.00157700,0.00021932,0.02345965,0.34507310,0.44347422
-4.77538769,0.87880864,0.52294663,0.00167127,0.00023157,0.02405173,0.36440230,0.46959224
-4.76938469,0.92440432,0.55014629,0.00176123,0.00024336,0.02469631,0.38268428,0.49418164
-4.76338169,0.96634578,0.57516892,0.00184489,0.00025439,0.02535059,0.39950020,0.51672450
-4.75737869,1.00369516,0.59745667,0.00192035,0.00026439,0.02597506,0.41445678,0.53673289
-4.75137569,1.03559824,0.61650122,0.00198585,0.00027309,0.02653416,0.42719717,0.55376304
-4.74537269,1.06130937,0.63185864,0.00203984,0.00028027,0.02699678,0.43741101,0.56742864
-4.73936968,1.08021361,0.64316259,0.00208103,0.00028574,0.02733671,0.44484338,0.57741262
-4.73336668,1.09184514,0.65013533,0.00210837,0.00028936,0.02753299,0.44930208,0.58347692
-4.72736368,1.09590095,0.65259594,0.00212117,0.00029101,0.02757009,0.45066300,0.58546979
-4.72136068,1.09224924,0.65046534,0.00211904,0.00029064,0.02743797,0.44887328,0.58333019
-4.71535768,1.08093199,0.64376792,0.00210196,0.00028824,0.02713203,0.44395209,0.57708911
-4.70935468,1.06216173,0.63262958,0.00207021,0.00028384,0.02665289,0.43598901,0.56686769
-4.70335168,1.03631235,0.61727236,0.00202442,0.00027753,0.02600603,0.42513998,0.55287236
-4.69734867,1.00390470,0.59800589,0.00196553,0.00026944,0.02520135,0.41162119,0.53538699
-4.69134567,0.96558741,0.57521597,0.00189470,0.00025971,0.02425254,0.39570099,0.51476267
-4.68534267,0.92211394,0.54935097,0.00181336,0.00024855,0.02317649,0.37769032,0.49140540
-4.67933967,0.87431692,0.52090650,0.00172309,0.00023617,0.02199251,0.35793204,0.46576241
-4.67333667,0.82308088,0.49040923,0.00162557,0.00022280,0.02072161,0.33678971,0.43830763
-4.66733367,0.76931460,0.45840041,0.00152258,0.00020868,0.01938574,0.31463619,0.40952698
-4.66133067,0.71392424,0.42541984,0.00141588,0.00019405,0.01800709,0.29184262,0.37990408
-4.65532766,0.65778825,0.39199094,0.00130721,0.00017916,0.01660735,0.26876818,0.34990702
-4.64932466,0.60173506,0.35860745,0.00119822,0.00016422,0.01520719,0.24575104,0.31997651
-4.64332166,0.54652415,0.32572210,0.00109043,0.00014944,0.01382567,0.22310061,0.29051591
-4.63731866,0.49283109,0.29373774,0.00098522,0.00013502,0.01247988,0.20109160,0.26188340
-4.63131566,0.44123681,0.26300091,0.00088377,0.00012112,0.01118465,0.17995967,0.23438639
-4.62531266,0.39222112,0.23379794,0.00078708,0.00010787,0.00995232,0.15989890,0.20827812
-4.61930965,0.34616029,0.20635353,0.00069594,0.00009537,0.00879266,0.14106093,0.18375655
-4.61330665,0.30332854,0.18083162,0.00061094,0.00008372,0.00771296,0.12355563,0.16096523
-4.60730365,0.26390275,0.15733819,0.00053248,0.00007297,0.00671806,0.10745318,0.13999586
-4.60130065,0.22796994,0.13592574,0.00046078,0.00006314,0.00581056,0.09278717,0.12089236
-4.59529765,0.19553692,0.11659903,0.00039589,0.00005424,0.00499109,0.07955863,0.10365605
-4.58929465,0.16654145,0.09932174,0.00033773,0.00004627,0.00425855,0.06774067,0.08825160
-4.58329165,0.14086422,0.08402371,0.00028609,0.00003918,0.00361047,0.05728344,0.07461343
-4.57728864,0.11834123,0.07060825,0.00024067,0.00003294,0.00304333,0.04811923,0.06265223
-4.57128564,0.09877594,0.05895955,0.00020110,0.00002750,0.00255287,0.04016748,0.05226147
-4.56528264,0.08195098,0.04894962,0.00016696,0.00002280,0.00213447,0.03333961,0.04332348
-4.55927964,0.06763886,0.04044481,0.00013781,0.00001878,0.00178342,0.02754349,0.03571514
-4.55327664,0.05561177,0.03331174,0.00011319,0.00001536,0.00149527,0.02268742,0.02931297
-4.54727364,0.04565016,0.02742248,0.00009266,0.00001249,0.00126609,0.01868375,0.02399764
-4.54127064,0.03755018,0.02265912,0.00007580,0.00001010,0.00109273,0.01545192,0.01965774
-4.53526763,0.03113001,0.01891764,0.00006222,0.00000814,0.00097311,0.01292120,0.01619310
-4.52926463,0.02623512,0.01611119,0.00005160,0.00000654,0.00090639,0.01103280,0.01351744
-4.52326163,0.02274271,0.01417283,0.00004366,0.00000528,0.00089326,0.00974183,0.01156062
-4.51725863,0.02056534,0.01305777,0.00003816,0.00000429,0.00093610,0.00901878,0.01027050
-4.51125563,0.01965396,0.01274528,0.00003498,0.00000356,0.00103922,0.00885083,0.00961443
-4.50525263,0.02000045,0.01324025,0.00003402,0.00000304,0.00120899,0.00924289,0.00958059
-4.49924962,0.02163977,0.01457438,0.00003530,0.00000273,0.00145406,0.01021841,0.01017913
-4.49324662,0.02465172,0.01680720,0.00003888,0.00000261,0.00178547,0.01182007,0.01144312
-4.48724362,0.02916229,0.02002665,0.00004493,0.00000268,0.00221678,0.01411015,0.01342949
-4.48124062,0.03534467,0.02434939,0.00005369,0.00000295,0.00276415,0.01717069,0.01621971
-4.47523762,0.04341964,0.02992059,0.00006550,0.00000342,0.00344630,0.02110337,0.01992033
-4.46923462,0.05365528,0.03691317,0.00008076,0.00000411,0.00428451,0.02602890,0.02466333
-4.46323162,0.06636579,0.04552631,0.00009998,0.00000507,0.00530246,0.03208604,0.03060601
-4.45722861,0.08190918,0.05598322,0.00012374,0.00000632,0.00652594,0.03942995,0.03793050
-4.45122561,0.10068358,0.06852772,0.00015271,0.00000793,0.00798250,0.04822991,0.04684264
-4.44522261,0.12312196,0.08341994,0.00018761,0.00000996,0.00970098,0.05866634,0.05757015
-4.43921961,0.14968510,0.10093061,0.00022925,0.00001247,0.01171081,0.07092691,0.07035998
-4.43321661,0.18085253,0.12133421,0.00027846,0.00001557,0.01404126,0.08520193,0.08547464
-4.42721361,0.21711153,0.14490078,0.00033612,0.00001934,0.01672055,0.10167880,0.10318762
-4.42121061,0.25894412,0.17188659,0.00040313,0.00002391,0.01977479,0.12053584,0.12377760
-4.41520760,0.30681214,0.20252374,0.00048037,0.00002941,0.02322688,0.14193536,0.14752172
-4.40920460,0.36114078,0.23700904,0.00056868,0.00003599,0.02709533,0.16601633,0.17468778
-4.40320160,0.42230093,0.27549238,0.00066884,0.00004381,0.03139309,0.19288680,0.20552560
-4.39719860,0.49059084,0.31806511,0.00078155,0.00005306,0.03612639,0.22261641,0.24025780
-4.39119560,0.56621777,0.36474885,0.00090736,0.00006392,0.04129374,0.25522928,0.27907003
-4.38519260,0.64928043,0.41548537,0.00104670,0.00007663,0.04688501,0.29069761,0.32210134
-4.37918959,0.73975297,0.47012801,0.00119977,0.00009142,0.05288082,0.32893650,0.36943468
-4.37318659,0.83747146,0.52843522,0.00136659,0.00010853,0.05925218,0.36980019,0.42108827
-4.36718359,0.94212362,0.59006684,0.00154693,0.00012826,0.06596044,0.41308018,0.47700808
-4.36118059,1.05324262,0.65458352,0.00174035,0.00015088,0.07295769,0.45850544,0.53706187
-4.35517759,1.17020565,0.72144955,0.00194610,0.00017671,0.08018748,0.50574496,0.60103523
-4.34917459,1.29223768,0.79003952,0.00216321,0.00020608,0.08758602,0.55441267,0.66862986
-4.34317159,1.41842066,0.85964866,0.00239048,0.00023934,0.09508366,0.60407480,0.73946452
-4.33716858,1.54770828,0.92950676,0.00262644,0.00027688,0.10260683,0.65425945,0.81307851
-4.33116558,1.67894596,0.99879543,0.00286945,0.00031908,0.11008015,0.70446821,0.88893797
-4.32516258,1.81089555,1.06666814,0.00311771,0.00036636,0.11742879,0.75418934,0.96644480
-4.31915958,1.94226395,1.13227224,0.00336930,0.00041919,0.12458089,0.80291203,1.04494796
-4.31315658,2.07173466,1.19477234,0.00362221,0.00047802,0.13146996,0.85014123,1.12375679
-4.30715358,2.19800100,1.25337395,0.00387442,0.00054337,0.13803709,0.89541233,1.20215602
