energy_ev,total_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.48374187,1.11266496,0.43557841,0.72049079,0.00128519,0.04186021,0.41752590,0.00040146
-5.47773887,1.10173872,0.42810294,0.71666175,0.00138606,0.03848477,0.41112938,0.00041422
-5.47173587,1.09469262,0.42201034,0.71531750,0.00148533,0.03542005,0.40614963,0.00042801
-5.46573287,1.09157858,0.41734035,0.71647761,0.00158159,0.03270536,0.40263317,0.00044259
-5.45972986,1.09238058,0.41410281,0.72012407,0.00167341,0.03037538,0.40059719,0.00045771
-5.45372686,1.09703541,0.41228521,0.72621516,0.00175942,0.02846046,0.40003641,0.00047312
-5.44772386,1.10545405,0.41186091,0.73469944,0.00183835,0.02698701,0.40093026,0.00048857
-5.44172086,1.11754217,0.41279723,0.74552892,0.00190908,0.02597790,0.40325003,0.00050386
-5.43571786,1.13321832,0.41506308,0.75867037,0.00197066,0.02545273,0.40696536,0.00051880
-5.42971486,1.15242833,0.41863546,0.77411399,0.00202239,0.02542806,0.41204951,0.00053324
-5.42371186,1.17515508,0.42350454,0.79187869,0.00206382,0.02591750,0.41848318,0.00054711
-5.41770885,1.20142260,0.42967688,0.81201349,0.00209479,0.02693165,0.42625641,0.00056036
-5.41170585,1.23129433,0.43717668,0.83459500,0.00211542,0.02847784,0.43536843,0.00057300
-5.40570285,1.26486544,0.44604502,0.85972090,0.00212615,0.03055978,0.44582551,0.00058512
-5.39969985,1.30224976,0.45633712,0.88749983,0.00212771,0.03317704,0.45763680,0.00059684
-5.39369685,1.34356214,0.46811793,0.91803852,0.00212110,0.03632442,0.47080858,0.00060831
-5.38769385,1.38889758,0.48145644,0.95142684,0.00210755,0.03999132,0.48533718,0.00061972
-5.38169085,1.43830862,0.49641914,0.98772212,0.00208853,0.04416103,0.50120134,0.00063129
-5.37568784,1.49178280,0.51306323,1.02693375,0.00206565,0.04881012,0.51835425,0.00064324
-5.36968484,1.54922204,0.53143015,1.06900964,0.00204065,0.05390798,0.53671635,0.00065579
-5.36368184,1.61042578,0.55154010,1.11382544,0.00201536,0.05941640,0.55616918,0.00066914
-5.35767884,1.67507952,0.57338791,1.16117801,0.00199159,0.06528957,0.57655107,0.00068348
-5.35167584,1.74275005,0.59694088,1.21078367,0.00197116,0.07147414,0.59765514,0.00069895
-5.34567284,1.81288847,0.62213879,1.26228208,0.00195579,0.07790974,0.61922995,0.00071568
-5.33966983,1.88484129,0.64889626,1.31524586,0.00194711,0.08452969,0.64098303,0.00073373
-5.33366683,1.95786962,0.67710740,1.36919581,0.00194660,0.09126210,0.66258734,0.00075315
-5.32766383,2.03117576,0.70665259,1.42362108,0.00195555,0.09803117,0.68369044,0.00077396
-5.32166083,2.10393593,0.73740686,1.47800350,0.00197509,0.10475875,0.70392601,0.00079612
-5.31565783,2.17533747,0.76924946,1.53184455,0.00200612,0.11136613,0.72292732,0.00081960
-5.30965483,2.24461843,0.80207386,1.58469350,0.00204935,0.11777586,0.74034170,0.00084436
-5.30365183,2.31110705,0.83579742,1.63617488,0.00210528,0.12391369,0.75584554,0.00087035
-5.29764882,2.37425872,0.87036987,1.68601356,0.00217421,0.12971034,0.76915876,0.00089752
-5.29164582,2.43368795,0.90578003,1.73405543,0.00225623,0.13510325,0.78005801,0.00092586
-5.28564282,2.48919301,0.94205981,1.78028234,0.00235126,0.14003805,0.78838779,0.00095537
-5.27963982,2.54077138,0.97928516,1.82481972,0.00245905,0.14446979,0.79406877,0.00098608
-5.27363682,2.58862470,1.01757350,1.86793607,0.00257918,0.14836378,0.79710282,0.00101804
-5.26763382,2.63315218,1.05707755,1.91003389,0.00271110,0.15169612,0.79757435,0.00105136
-5.26163082,2.67493266,1.09797550,1.95163197,0.00285411,0.15445377,0.79564776,0.00108611
-5.25562781,2.71469562,1.14045817,1.99333978,0.00300739,0.15663433,0.79156119,0.00112243
-5.24962481,2.75328267,1.18471346,2.03582491,0.00317000,0.15824535,0.78561663,0.00116041
-5.24362181,2.79160121,1.23090899,2.07977536,0.00334092,0.15930339,0.77816708,0.00120015
-5.23761881,2.83057277,1.27917408,2.12585836,0.00351900,0.15983276,0.76960115,0.00124170
-5.23161581,2.87107889,1.32958188,2.17467830,0.00370300,0.15986414,0.76032611,0.00128507
-5.22561281,2.91390743,1.38213307,2.22673591,0.00389162,0.15943296,0.75075000,0.00133019
-5.21960980,2.95970252,1.43674209,2.28239122,0.00408347,0.15857783,0.74126392,0.00137692
-5.21360680,3.00892096,1.49322708,2.34183252,0.00427710,0.15733899,0.73222513,0.00142503
-5.20760380,3.06179773,1.55130432,2.40505339,0.00447101,0.15575680,0.72394194,0.00147418
-5.20160080,3.11832274,1.61058790,2.47183929,0.00466366,0.15387050,0.71666116,0.00152396
-5.19559780,3.17823032,1.67059494,2.54176481,0.00485349,0.15171714,0.71055838,0.00157384
-5.18959480,3.24100234,1.73075659,2.61420216,0.00503895,0.14933074,0.70573189,0.00162321
-5.18359180,3.30588492,1.79043433,2.68834063,0.00521852,0.14674183,0.70220018,0.00167140
-5.17758879,3.37191817,1.84894125,2.76321645,0.00539073,0.14397718,0.69990316,0.00171769
-5.17158579,3.43797746,1.90556724,2.83775151,0.00555416,0.14105985,0.69870698,0.00176132
-5.16558279,3.50282428,1.95960709,2.91079935,0.00570753,0.13800954,0.69841213,0.00180155
-5.15957979,3.56516398,2.01039014,2.98119585,0.00584967,0.13484306,0.69876434,0.00183767
-5.15357679,3.62370762,2.05730993,3.04781237,0.00597957,0.13157508,0.69946770,0.00186903
-5.14757379,3.67723463,2.09985256,3.10960845,0.00609641,0.12821891,0.70019934,0.00189507
-5.14157079,3.72465318,2.13762210,3.16568144,0.00619954,0.12478743,0.70062501,0.00191537
-5.13556778,3.76505522,2.17036182,3.21531062,0.00628857,0.12129390,0.70041471,0.00192965
-5.12956478,3.79776350,2.19797012,3.25799350,0.00636329,0.11775290,0.69925781,0.00193778
-5.12356178,3.82236824,2.22051025,3.29347253,0.00642377,0.11418099,0.69687685,0.00193984
-5.11755878,3.83875181,2.23821327,3.32175108,0.00647027,0.11059731,0.69303956,0.00193608
-5.11155578,3.84710040,2.25147409,3.34309776,0.00650332,0.10702405,0.68756870,0.00192693
-5.10555278,3.84790228,2.26084065,3.35803920,0.00652364,0.10348661,0.68034914,0.00191303
-5.09954977,3.84193298,2.26699676,3.36734166,0.00653216,0.10001362,0.67133232,0.00189515
-5.09354677,3.83022828,2.27073928,3.37198250,0.00652999,0.09663674,0.66053770,0.00187423
-5.08754377,3.81404668,2.27295073,3.37311312,0.00651840,0.09339021,0.64805155,0.00185132
-5.08154077,3.79482300,2.27456849,3.37201492,0.00649878,0.09031025,0.63402306,0.00182755
-5.07553777,3.77411562,2.27655180,3.37005075,0.00647265,0.08743426,0.61865818,0.00180413
-5.06953477,3.75354966,2.27984805,3.36861367,0.00644155,0.08479994,0.60221145,0.00178226
-5.06353177,3.73475848,2.28535951,3.36907542,0.00640709,0.08244420,0.58497644,0.00176315
-5.05752876,3.71932605,2.29391183,3.37273664,0.00637089,0.08040218,0.56727501,0.00174792
-5.05152576,3.70873219,2.30622524,3.38078052,0.00633454,0.07870604,0.54944604,0.00173763
-5.04552276,3.70430260,2.32288954,3.39423170,0.00629958,0.07738394,0.53183401,0.00173323
-5.03951976,3.70716532,2.34434332,3.41392145,0.00626748,0.07645899,0.51477786,0.00173549
-5.03351676,3.71821453,2.37085810,3.44046005,0.00623960,0.07594828,0.49860043,0.00174504
-5.02751376,3.73808274,2.40252748,3.47421700,0.00621717,0.07586206,0.48359895,0.00176232
-5.02151076,3.76712160,2.43926159,3.51530915,0.00620129,0.07620303,0.47003666,0.00178756
-5.01550775,3.80539144,2.48078655,3.56359668,0.00619285,0.07696584,0.45813580,0.00182080
-5.00950475,3.85265948,2.52664894,3.61868672,0.00619259,0.07813672,0.44807211,0.00186184
-5.00350175,3.90840609,2.57622492,3.67994399,0.00620100,0.07969333,0.43997091,0.00191032
-4.99749875,3.97183876,2.62873354,3.74650790,0.00621835,0.08160485,0.43390469,0.00196564
-4.99149575,4.04191289,2.68325403,3.81731529,0.00624465,0.08383222,0.42989228,0.00202704
-4.98549275,4.11735883,2.73874649,3.89112821,0.00627967,0.08632865,0.42789950,0.00209359
-4.97948974,4.19671411,2.79407555,3.96656563,0.00632288,0.08904032,0.42784119,0.00216421
-4.97348674,4.27836028,2.84803653,4.04213852,0.00637349,0.09190732,0.42958455,0.00223769
-4.96748374,4.36056320,2.89938365,4.11628727,0.00643043,0.09486471,0.43295358,0.00231272
-4.96148074,4.44151603,2.94685961,4.18742064,0.00649237,0.09784388,0.43773466,0.00238795
-4.95547774,4.51938393,2.98922612,4.25395531,0.00655774,0.10077392,0.44368291,0.00246197
-4.94947474,4.59234936,3.02529466,4.31435518,0.00662474,0.10358330,0.45052926,0.00253338
-4.94347174,4.65865700,3.05395683,4.36716943,0.00669141,0.10620144,0.45798811,0.00260079
-4.93746873,4.71665729,3.07421356,4.41106849,0.00675564,0.10856049,0.46576527,0.00266290
-4.93146573,4.76484726,3.08520245,4.44487694,0.00681524,0.11059704,0.47356597,0.00271849
-4.92546273,4.80190777,3.08622247,4.46760247,0.00686800,0.11225377,0.48110285,0.00276643
-4.91945973,4.82673603,3.07675529,4.47846017,0.00691174,0.11348105,0.48810355,0.00280579
-4.91345673,4.83847243,3.05648239,4.47689137,0.00694438,0.11423832,0.49431776,0.00283574
-4.90745373,4.83652092,3.02529758,4.46257655,0.00696401,0.11449530,0.49952353,0.00285568
-4.90145073,4.82056226,2.98331409,4.43544183,0.00696894,0.11423293,0.50353261,0.00286519
-4.89544772,4.79055981,2.93086612,4.39565901,0.00695778,0.11344400,0.50619463,0.00286401
-4.88944472,4.74675752,2.86850436,4.34363909,0.00692944,0.11213344,0.50740016,0.00285214
-4.88344172,4.68967055,2.79698569,4.28001952,0.00688320,0.11031827,0.50708241,0.00282971
-4.87743872,4.62006856,2.71725712,4.20564572,0.00681875,0.10802721,0.50521763,0.00279708
-4.87143572,4.53895250,2.63043437,4.12154748,0.00673614,0.10529985,0.50182425,0.00275474
-4.86543272,4.44752581,2.53777563,4.02891108,0.00663585,0.10218563,0.49696088,0.00270335
-4.85942971,4.34716092,2.44065144,3.92904813,0.00651875,0.09874237,0.49072327,0.00264369
-4.85342671,4.23936238,2.34051144,3.82336211,0.00638604,0.09503469,0.48324038,0.00257664
-4.84742371,4.12572795,2.23884920,3.71331375,0.00623928,0.09113215,0.47466992,0.00250315
-4.84142071,4.00790883,2.13716616,3.60038635,0.00608026,0.08710734,0.46519336,0.00242425
-4.83541771,3.88757045,2.03693603,3.48605206,0.00591105,0.08303388,0.45501087,0.00234097
-4.82941471,3.76635507,1.93957071,3.37174010,0.00573383,0.07898450,0.44433624,0.00225435
-4.82341171,3.64584725,1.84638898,3.25880786,0.00555090,0.07502918,0.43339209,0.00216544
-4.81740870,3.52754316,1.75858896,3.14851552,0.00536461,0.07123352,0.42240551,0.00207522
-4.81140570,3.41282472,1.67722524,3.04200503,0.00517729,0.06765728,0.41160415,0.00198464
-4.80540270,3.30293888,1.60319151,2.94028363,0.00499117,0.06435326,0.40121310,0.00189460
-4.79939970,3.19898277,1.53720907,2.84421258,0.00480840,0.06136647,0.39145229,0.00180592
-4.79339670,3.10189474,1.47982165,2.75450097,0.00463092,0.05873364,0.38253462,0.00171933
-4.78739370,3.01245135,1.43139644,2.67170481,0.00446052,0.05648307,0.37466469,0.00163551
-4.78139070,2.93126997,1.39213118,2.59623112,0.00429876,0.05463480,0.36803802,0.00155505
-4.77538769,2.85881679,1.36206672,2.52834684,0.00414699,0.05320109,0.36284063,0.00147845
-4.76938469,2.79541925,1.34110437,2.46819176,0.00400633,0.05218717,0.35924884,0.00140615
-4.76338169,2.74128231,1.32902697,2.41579512,0.00387772,0.05159216,0.35742913,0.00133852
-4.75737869,2.69650736,1.32552254,2.37109472,0.00376189,0.05141013,0.35753782,0.00127587
-4.75137569,2.66111267,1.33020913,2.33395785,0.00365942,0.05163128,0.35972045,0.00121844
-4.74537269,2.63505407,1.34265960,2.30420255,0.00357077,0.05224306,0.36411072,0.00116644
-4.73936968,2.61824448,1.36242468,2.28161843,0.00349630,0.05323124,0.37082876,0.00112001
-4.73336668,2.61057110,1.38905322,2.26598556,0.00343630,0.05458083,0.37997875,0.00107927
-4.72736368,2.61190887,1.42210823,2.25709036,0.00339106,0.05627681,0.39164581,0.00104429
-4.72136068,2.62212936,1.46117791,2.25473754,0.00336081,0.05830458,0.40589216,0.00101512
-4.71535768,2.64110413,1.50588082,2.25875721,0.00334584,0.06065018,0.42275266,0.00099177
-4.70935468,2.66870226,1.55586505,2.26900657,0.00334642,0.06330020,0.44222993,0.00097421
-4.70335168,2.70478190,1.61080137,2.28536598,0.00336282,0.06624136,0.46428917,0.00096238
-4.69734867,2.74917627,1.67037082,2.30772962,0.00339531,0.06945991,0.48885311,0.00095619
-4.69134567,2.80167497,1.73424773,2.33599105,0.00344412,0.07294079,0.51579730,0.00095548
-4.68534267,2.86200171,1.80207934,2.37002483,0.00350939,0.07666662,0.54494618,0.00096008
-4.67933967,2.92979018,1.87346365,2.40966524,0.00359113,0.08061664,0.57607032,0.00096974
-4.67333667,3.00455994,1.94792708,2.45468369,0.00368918,0.08476567,0.60888519,0.00098415
-4.66733367,3.08569420,2.02490408,2.50476650,0.00380314,0.08908323,0.64305174,0.00100295
-4.66133067,3.17242173,2.10372027,2.55949490,0.00393230,0.09353277,0.67817915,0.00102569
-4.65532766,3.26380469,2.18358091,2.61832881,0.00407565,0.09807128,0.71382981,0.00105188
-4.64932466,3.35873404,2.26356608,2.68059607,0.00423181,0.10264918,0.74952665,0.00108094
-4.64332166,3.45593376,2.34263366,2.74548836,0.00439898,0.10721073,0.78476274,0.00111224
-4.63731866,3.55397455,2.41963052,2.81206460,0.00457499,0.11169475,0.81901282,0.00114509
-4.63131566,3.65129711,2.49331213,2.87926227,0.00475728,0.11603590,0.85174655,0.00117877
-4.62531266,3.74624452,2.56236995,2.94591647,0.00494296,0.12016628,0.88244292,0.00121251
-4.61930965,3.83710239,2.62546559,3.01078616,0.00512880,0.12401744,0.91060517,0.00124554
-4.61330665,3.92214529,2.68127022,3.07258637,0.00531138,0.12752268,0.93577567,0.00127710
-4.60730365,3.99968704,2.72850738,3.13002487,0.00548712,0.13061946,0.95755005,0.00130644
-4.60130065,4.06813259,2.76599689,3.18184146,0.00565242,0.13325195,0.97558979,0.00133287
-4.59529765,4.12602865,2.79269771,3.22684782,0.00580371,0.13537348,0.98963277,0.00135576
-4.58929465,4.17211062,2.80774735,3.26396594,0.00593762,0.13694874,0.99950122,0.00137454
-4.58329165,4.20534324,2.81049579,3.29226296,0.00605102,0.13795578,1.00510661,0.00138877
-4.57728864,4.22495305,2.80053206,3.31098080,0.00614119,0.13838747,1.00645132,0.00139811
-4.57128564,4.23045093,2.77770208,3.31955910,0.00620585,0.13825246,1.00362690,0.00140231
-4.56528264,4.22164392,2.74211685,3.31765042,0.00624326,0.13757564,0.99680916,0.00140129
-4.55927964,4.19863570,2.69415061,3.30512726,0.00625226,0.13639781,0.98625027,0.00139504
-4.55327664,4.16181631,2.63442919,3.28208067,0.00623231,0.13477488,0.97226835,0.00138370
-4.54727364,4.11184168,2.56380920,3.24881106,0.00618349,0.13277635,0.95523495,0.00136750
-4.54127064,4.04960456,2.48334931,3.20581190,0.00610649,0.13048321,0.93556130,0.00134679
-4.53526763,3.97619853,2.39427501,3.15374753,0.00600260,0.12798543,0.91368369,0.00132199
-4.52926463,3.89287708,2.29793889,3.09342649,0.00587364,0.12537898,0.89004894,0.00129357
-4.52326163,3.80101004,2.19577812,3.02577191,0.00572189,0.12276259,0.86510032,0.00126208
-4.51725863,3.70203939,2.08927132,2.95179054,0.00555007,0.12023437,0.83926474,0.00122808
-4.51125563,3.59743644,1.97989656,2.87254187,0.00536120,0.11788835,0.81294145,0.00119216
-4.50525263,3.48866216,1.86909222,2.78910875,0.00515855,0.11581119,0.78649274,0.00115491
-4.49924962,3.37713201,1.75822215,2.70257054,0.00494558,0.11407910,0.76023681,0.00111688
-4.49324662,3.26418622,1.64854614,2.61397965,0.00472582,0.11275506,0.73444296,0.00107863
-4.48724362,3.15106626,1.54119645,2.52434197,0.00450283,0.11188658,0.70932898,0.00104066
-4.48124062,3.03889750,1.43716084,2.43460144,0.00428013,0.11150396,0.68506077,0.00100342
-4.47523762,2.92867807,1.33727199,2.34562870,0.00406116,0.11161913,0.66175387,0.00096732
-4.46923462,2.82127338,1.24220312,2.25821355,0.00384919,0.11222521,0.63947672,0.00093272
-4.46323162,2.71741555,1.15246920,2.17306076,0.00364734,0.11329668,0.61825530,0.00089990
-4.45722861,2.61770701,1.06843310,2.09078858,0.00345849,0.11479028,0.59807885,0.00086912
-4.45122561,2.52262719,0.99031572,2.01192944,0.00328527,0.11664650,0.57890634,0.00084055
-4.44522261,2.43254142,0.91820926,1.93693195,0.00313005,0.11879170,0.56067341,0.00081434
-4.43921961,2.34771104,0.85209264,1.86616380,0.00299488,0.12114072,0.54329935,0.00079057
-4.43321661,2.26830400,0.79184811,1.79991481,0.00288150,0.12359987,0.52669408,0.00076930
-4.42721361,2.19440503,0.73727839,1.73839987,0.00279128,0.12607030,0.51076468,0.00075052
-4.42121061,2.12602514,0.68812345,1.68176135,0.00272519,0.12845149,0.49542133,0.00073422
-4.41520760,2.06310978,0.64407646,1.63007087,0.00268383,0.13064472,0.48058260,0.00072033
-4.40920460,2.00554570,0.60479838,1.58333048,0.00266733,0.13255653,0.46617977,0.00070877
-4.40320160,1.95316628,0.56993094,1.54147323,0.00267536,0.13410189,0.45216020,0.00069944
-4.39719860,1.90575558,0.53910772,1.50436357,0.00270713,0.13520696,0.43848968,0.00069219
-4.39119560,1.86305131,0.51196337,1.47179772,0.00276134,0.13581146,0.42515365,0.00068689
-4.38519260,1.82474705,0.48814092,1.44350454,0.00283620,0.13587038,0.41215738,0.00068338
-4.37918959,1.79049409,0.46729722,1.41914722,0.00292946,0.13535511,0.39952504,0.00068146
-4.37318659,1.75990346,0.44910685,1.39832627,0.00303839,0.13425390,0.38729790,0.00068097
-4.36718359,1.73254834,0.43326455,1.38058403,0.00315986,0.13257167,0.37553151,0.00068168
-4.36118059,1.70796755,0.41948644,1.36541117,0.00329038,0.13032911,0.36429229,0.00068340
-4.35517759,1.68567014,0.40751036,1.35225506,0.00342617,0.12756131,0.35365348,0.00068591
-4.34917459,1.66514153,0.39709546,1.34053036,0.00356326,0.12431582,0.34369067,0.00068897
-4.34317159,1.64585110,0.38802133,1.32963141,0.00369756,0.12065033,0.33447729,0.00069236
-4.33716858,1.62726135,0.38008683,1.31894630,0.00382502,0.11663010,0.32607997,0.00069585
-4.33116558,1.60883845,0.37310889,1.30787227,0.00394167,0.11232527,0.31855429,0.00069921
-4.32516258,1.59006370,0.36692123,1.29583172,0.00404382,0.10780805,0.31194090,0.00070220
-4.31915958,1.57044578,0.36137330,1.28228843,0.00412811,0.10315016,0.30626229,0.00070459
-4.31315658,1.54953298,0.35632934,1.26676311,0.00419162,0.09842039,0.30152032,0.00070618
-4.30715358,1.52692518,0.35166773,1.24884773,0.00423202,0.09368246,0.29769465,0.00070675
