energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.47173587,5.16586169,1.07802509,0.46669768,0.00154642,1.98604240,0.08940103,1.18130556,2.19307851,0.93345302
-5.46573287,4.98704599,1.06032157,0.45888681,0.00148246,1.90621070,0.08662145,1.15474088,2.11037660,0.89110646
-5.45972986,4.81302029,1.04199790,0.45104198,0.00141801,1.82854327,0.08395129,1.12880632,2.03040246,0.85028541
-5.45372686,4.64582077,1.02330215,0.44330163,0.00135387,1.75385240,0.08143543,1.10392964,1.95404189,0.81146461
-5.44772386,4.48728226,1.00451771,0.43580147,0.00129080,1.68283972,0.07911463,1.08053128,1.88205997,0.77505774
-5.44172086,4.33902266,0.98595795,0.42867228,0.00122953,1.61609433,0.07702452,1.05901636,1.81509870,0.74141476
-5.43571786,4.20243544,0.96796066,0.42203808,0.00117071,1.55409465,0.07519474,1.03976774,1.75367927,0.71082151
-5.42971486,4.07868943,0.95088214,0.41601474,0.00111493,1.49721369,0.07364833,1.02314031,1.69820829,0.68350114
-5.42371186,3.96873469,0.93509134,0.41070910,0.00106268,1.44572687,0.07240131,1.00945650,1.64898735,0.65961731
-5.41770885,3.87331337,0.92096385,0.40621848,0.00101439,1.39982181,0.07146241,0.99900290,1.60622524,0.63927875
-5.41170585,3.79297436,0.90887592,0.40263062,0.00097034,1.35960955,0.07083308,0.99202802,1.57005206,0.62254478
-5.40570285,3.72809065,0.89919842,0.40002396,0.00093076,1.32513645,0.07050768,0.98874097,1.54053447,0.60943158
-5.39969985,3.67887829,0.89229083,0.39846822,0.00089576,1.29639645,0.07047377,0.98931091,1.51769160,0.59991895
-5.39369685,3.64541591,0.88849507,0.39802521,0.00086536,1.27334306,0.07071267,0.99386714,1.50151076,0.59395713
-5.38769385,3.62766422,0.88812930,0.39874983,0.00083951,1.25590075,0.07120009,1.00249967,1.49196243,0.59147356
-5.38169085,3.62548446,0.89148167,0.40069124,0.00081809,1.24397537,0.07190689,1.01526009,1.48901398,0.59237930
-5.37568784,3.63865543,0.89880402,0.40389403,0.00080089,1.23746331,0.07279992,1.03216276,1.49264150,0.59657492
-5.36968484,3.66688857,0.91030571,0.40839953,0.00078770,1.23625910,0.07384299,1.05318611,1.50283921,0.60395559
-5.36368184,3.70984065,0.92614766,0.41424709,0.00077825,1.24026120,0.07499777,1.07827422,1.51962605,0.61441526
-5.35767884,3.76712406,0.94643699,0.42147545,0.00077225,1.24937578,0.07622478,1.10733855,1.54304890,0.62784979
-5.35167584,3.83831437,0.97122238,0.43012409,0.00076941,1.26351836,0.07748437,1.14026010,1.57318223,0.64415882
-5.34567284,3.92295534,1.00049050,0.44023460,0.00076943,1.28261319,0.07873766,1.17689200,1.61012392,0.66324637
-5.33966983,4.02056140,1.03416402,0.45185212,0.00077205,1.30659025,0.07994742,1.21706275,1.65398704,0.68502007
-5.33366683,4.13061799,1.07210125,0.46502670,0.00077701,1.33538013,0.08107893,1.26058015,1.70488794,0.70938902
-5.32766383,4.25257992,1.11409792,0.47981477,0.00078407,1.36890675,0.08210074,1.30723617,1.76293066,0.73626045
-5.32166083,4.38586831,1.15989123,0.49628043,0.00079305,1.40707822,0.08298536,1.35681265,1.82818843,0.76553509
-5.31565783,4.52986660,1.20916620,0.51449666,0.00080378,1.44977643,0.08370983,1.40908795,1.90068272,0.79710177
-5.30965483,4.68391602,1.26156443,0.53454631,0.00081616,1.49684556,0.08425626,1.46384431,1.98036105,0.83083125
-5.30365183,4.84731129,1.31669488,0.55652271,0.00083009,1.54808043,0.08461215,1.52087580,2.06707441,0.86656978
-5.29764882,5.01929690,1.37414651,0.58052982,0.00084557,1.60321521,0.08477073,1.57999638,2.16055575,0.90413277
-5.29164582,5.19906452,1.43350214,0.60668168,0.00086260,1.66191332,0.08473107,1.64104787,2.26040079,0.94329897
-5.28564282,5.38575196,1.49435294,0.63510114,0.00088124,1.72375930,0.08449808,1.70390710,2.36605250,0.98380571
-5.27963982,5.57844403,1.55631280,0.66591761,0.00090161,1.78825336,0.08408244,1.76849175,2.47679066,1.02534551
-5.27363682,5.77617537,1.61903170,0.69926380,0.00092385,1.85480940,0.08350033,1.83476448,2.59172745,1.06756465
-5.26763382,5.97793558,1.68220733,0.73527130,0.00094817,1.92275688,0.08277303,1.90273448,2.70981031,1.11006392
-5.26163082,6.18267630,1.74559417,0.77406511,0.00097481,1.99134712,0.08192636,1.97245640,2.82983234,1.15240177
-5.25562781,6.38932038,1.80900928,0.81575704,0.00100406,2.05976405,0.08099009,2.04402594,2.95045082,1.19410021
-5.24962481,6.59677267,1.87233439,0.86043824,0.00103623,2.12713947,0.07999705,2.11757223,3.07021355,1.23465318
-5.24362181,6.80393219,1.93551384,0.90817096,0.00107167,2.19257248,0.07898231,2.19324689,3.18759247,1.27353745
-5.23761881,7.00970517,1.99854850,0.95897999,0.00111077,2.25515246,0.07798211,2.27121006,3.30102362,1.31022563
-5.23161581,7.21301867,2.06148564,1.01284394,0.00115391,2.31398494,0.07703283,2.35161389,3.40895204,1.34420091
-5.22561281,7.41283415,2.12440534,1.06968700,0.00120148,2.36821923,0.07616987,2.43458417,3.50987986,1.37497288
-5.21960980,7.60816068,2.18740414,1.12937146,0.00125385,2.41707677,0.07542656,2.52020102,3.60241574,1.40209386
-5.21360680,7.79806739,2.25057674,1.19169166,0.00131138,2.45987884,0.07483306,2.60847959,3.68532339,1.42517490
-5.20760380,7.98169483,2.31399686,1.25636963,0.00137437,2.49607249,0.07441538,2.69935199,3.75756716,1.44390076
-5.20160080,8.15826499,2.37769850,1.32305303,0.00144306,2.52525329,0.07419446,2.79265137,3.81835245,1.45804301
-5.19559780,8.32708987,2.44165860,1.39131561,0.00151761,2.54718393,0.07418543,2.88809956,3.86715928,1.46747074
-5.18959480,8.48757844,2.50578229,1.46066053,0.00159810,2.56180754,0.07439703,2.98529883,3.90376717,1.47215814
-5.18359180,8.63924208,2.56989181,1.53052664,0.00168445,2.56925521,0.07483124,3.08372883,3.92827033,1.47218858
-5.17758879,8.78169848,2.63371965,1.60029767,0.00177650,2.56984714,0.07548310,3.18274901,3.94108225,1.46775490
-5.17158579,8.91467411,2.69690665,1.66931423,0.00187392,2.56408727,0.07634076,3.28160690,3.94292948,1.45915581
-5.16558279,9.03800526,2.75900514,1.73688832,0.00197623,2.55265163,0.07738578,3.37945191,3.93483487,1.44678858
-5.15957979,9.15163793,2.81948723,1.80231976,0.00208280,2.53637086,0.07859362,3.47535442,3.91809081,1.43113817
-5.15357679,9.25562633,2.87775768,1.86491410,0.00219283,2.51620756,0.07993427,3.56832934,3.89422374,1.41276339
-5.14757379,9.35013031,2.93317091,1.92400124,0.00230538,2.49322941,0.08137317,3.65736311,3.86495135,1.39228059
-5.14157079,9.43541147,2.98505118,1.97895401,0.00241937,2.46857934,0.08287210,3.74144291,3.83213413,1.37034568
-5.13556778,9.51182794,3.03271496,2.02920590,0.00253356,2.44344366,0.08439030,3.81958687,3.79772335,1.34763511
-5.12956478,9.57982786,3.07549440,2.07426717,0.00264662,2.41901969,0.08588558,3.89087368,3.76370720,1.32482674
-5.12356178,9.63994121,3.11276067,2.11373866,0.00275712,2.39648380,0.08731546,3.95447039,3.73205733,1.30258127
-5.11755878,9.69277014,3.14394613,2.14732254,0.00286357,2.37696127,0.08863825,4.00965704,3.70467729,1.28152494
-5.11155578,9.73897759,3.16856437,2.17482961,0.00296444,2.36149864,0.08981416,4.05584711,3.68335473,1.26223410
-5.10555278,9.77927428,3.18622720,2.19618278,0.00305819,2.35103957,0.09080626,4.09260286,3.66971858,1.24522223
-5.09954977,9.81440404,3.19665801,2.21141653,0.00314334,2.34640462,0.09158131,4.11964518,3.66520237,1.23092953
-5.09354677,9.84512787,3.19970116,2.22067242,0.00321845,2.34827552,0.09211055,4.13685747,3.67101440,1.21971551
-5.08754377,9.87220671,3.19532708,2.22419089,0.00328220,2.35718381,0.09237029,4.14428384,3.68811513,1.21185446
-5.08154077,9.89638360,3.18363325,2.22229965,0.00333341,2.37350411,0.09234233,4.14212179,3.71720215,1.20753379
-5.07553777,9.91836543,3.16484126,2.21539937,0.00337107,2.39745160,0.09201431,4.13071020,3.75870230,1.20685504
-5.06953477,9.93880495,3.13929030,2.20394720,0.00339437,2.42908349,0.09137987,4.11051312,3.81277086,1.20983711
-5.06353177,9.95828352,3.10742762,2.18843902,0.00340272,2.46830386,0.09043862,4.08210067,3.87929704,1.21642157
-5.05752876,9.97729518,3.06979649,2.16939114,0.00339578,2.51487160,0.08919613,4.04612777,3.95791512,1.22647940
-5.05152576,9.99623260,3.02702231,2.14732233,0.00337347,2.56841062,0.08766361,4.00331195,4.04802051,1.23981884
-5.04552276,10.01537527,2.97979739,2.12273695,0.00333597,2.62842186,0.08585760,3.95441114,4.14878968,1.25619386
-5.03951976,10.03488049,2.92886506,2.09610982,0.00328372,2.69429658,0.08379956,3.90020242,4.25920315,1.27531287
-5.03351676,10.05477725,2.87500338,2.06787359,0.00321741,2.76533035,0.08151529,3.84146245,4.37807066,1.29684725
-5.02751376,10.07496336,2.81900912,2.03840888,0.00313798,2.84073732,0.07903433,3.77895024,4.50405756,1.32043953
-5.02151076,10.09520586,2.76168223,2.00803758,0.00304658,2.91966438,0.07638936,3.71339272,4.63571174,1.34571074
-5.01550775,10.11514465,2.70381101,1.97701946,0.00294454,3.00120491,0.07361538,3.64547334,4.77149039,1.37226710
-5.00950475,10.13429923,2.64615842,1.94555203,0.00283335,3.08441197,0.07074905,3.57582389,4.90978596,1.39970566
-5.00350175,10.15207858,2.58944946,1.91377349,0.00271462,3.16831073,0.06782787,3.50501938,5.04895105,1.42761907
-4.99749875,10.16779365,2.53436002,1.88176843,0.00259003,3.25191018,0.06488947,3.43357592,5.18732174,1.45559960
-4.99149575,10.18067254,2.48150711,1.84957580,0.00246130,3.33421414,0.06197079,3.36195120,5.32323941,1.48324225
-4.98549275,10.18987793,2.43144080,1.81719874,0.00233016,3.41423174,0.05910742,3.29054732,5.45507093,1.51014750
-4.97948974,10.19452658,2.38463774,1.78461546,0.00219827,3.49098744,0.05633294,3.21971546,5.58122753,1.53592359
-4.97348674,10.19371067,2.34149658,1.75179080,0.00206725,3.56353096,0.05367826,3.14976188,5.70018234,1.56018880
-4.96748374,10.18652056,2.30233512,1.71868756,0.00193859,3.63094716,0.05117116,3.08095499,5.81048720,1.58257376
-4.96148074,10.17206897,2.26738947,1.68527729,0.00181366,3.69236631,0.04883585,3.01353272,5.91078890,1.60272417
-4.95547774,10.14951594,2.23681491,1.65154975,0.00169367,3.74697467,0.04669261,2.94771003,5.99984531,1.62030398
-4.94947474,10.11809447,2.21068861,1.61752078,0.00157969,3.79402577,0.04475759,2.88368597,6.07654164,1.63499924
-4.94347174,10.07713621,2.18901404,1.58323814,0.00147259,3.83285223,0.04304267,2.82165003,6.13990696,1.64652263
-4.93746873,10.02609679,2.17172682,1.54878512,0.00137308,3.86287811,0.04155546,2.76178743,6.18913117,1.65461876
-4.93146573,9.96458023,2.15870187,1.51428185,0.00128169,3.88363173,0.04029937,2.70428322,6.22358207,1.65907001
-4.92546273,9.89236158,2.14976159,1.47988429,0.00119881,3.89475841,0.03927380,2.64932496,6.24282237,1.65970285
-4.91945973,9.80940732,2.14468479,1.44578119,0.00112464,3.89603295,0.03847435,2.59710396,6.24662586,1.65639441
-4.91345673,9.71589240,2.14321599,1.41218902,0.00105927,3.88737111,0.03789323,2.54781518,6.23499226,1.64907885
-4.90745373,9.61221341,2.14507502,1.37934561,0.00100265,3.86883962,0.03751954,2.50165574,6.20815957,1.63775334
-4.90145073,9.49899692,2.14996635,1.34750251,0.00095462,3.84066387,0.03733977,2.45882234,6.16661308,1.62248313
-4.89544772,9.37710227,2.15758816,1.31691690,0.00091494,3.80323276,0.03733821,2.41950786,6.11108990,1.60340540
-4.88944472,9.24761823,2.16764087,1.28784326,0.00088329,3.75709989,0.03749740,2.38389723,6.04257794,1.58073135
-4.88344172,9.11185307,2.17983494,1.26052546,0.00085929,3.70298052,0.03779865,2.35216314,5.96230855,1.55474637
-4.87743872,8.97131766,2.19389785,1.23518957,0.00084251,3.64174391,0.03822239,2.32446162,5.87174183,1.52580788
-4.87143572,8.82770167,2.20958025,1.21203775,0.00083249,3.57440059,0.03874866,2.30092808,5.77254442,1.49434069
-4.86543272,8.68284295,2.22666117,1.19124355,0.00082874,3.50208460,0.03935749,2.28167379,5.66655945,1.46082979
-4.85942971,8.53869068,2.24495237,1.17294879,0.00083077,3.42603076,0.04002922,2.26678324,5.55576885,1.42581063
-4.85342671,8.39726291,2.26430164,1.15726194,0.00083808,3.34754730,0.04074480,2.25631241,5.44224889,1.38985706
-4.84742371,8.26059961,2.28459536,1.14425821,0.00085014,3.26798461,0.04148610,2.25028800,5.32811964,1.35356723
-4.84142071,8.13071245,2.30576007,1.13398097,0.00086645,3.18870086,0.04223604,2.24870776,5.21549007,1.31754778
-4.83541771,8.00953275,2.32776307,1.12644442,0.00088652,3.11102559,0.04297879,2.25154175,5.10640036,1.28239704
-4.82941471,7.89885934,2.35061225,1.12163722,0.00090983,3.03622257,0.04369987,2.25873438,5.00276353,1.24868758
-4.82341171,7.80030795,2.37435486,1.11952676,0.00093591,2.96545318,0.04438624,2.27020721,4.90630846,1.21694905
-4.81740870,7.71526413,2.39907537,1.12006371,0.00096425,2.89974182,0.04502627,2.28586214,4.81852677,1.18765170
-4.81140570,7.64484128,2.42489242,1.12318655,0.00099440,2.83994475,0.04560983,2.30558491,4.74062559,1.16119151
-4.80540270,7.58984564,2.45195469,1.12882577,0.00102588,2.78672353,0.04612818,2.32924857,4.67348847,1.13787745
-4.79939970,7.55074963,2.48043599,1.13690758,0.00105824,2.74052454,0.04657400,2.35671688,4.61764617,1.11792135
-4.79339670,7.52767487,2.51052929,1.14735678,0.00109101,2.70156522,0.04694127,2.38784724,4.57325885,1.10143106
-4.78739370,7.52038565,2.54244008,1.16009877,0.00112377,2.66982798,0.04722524,2.42249324,4.54011079,1.08840702
-4.78139070,7.52829355,2.57637893,1.17506065,0.00115608,2.64506209,0.04742236,2.46050649,4.51761802,1.07874257
-4.77538769,7.55047305,2.61255344,1.19217137,0.00118754,2.62679364,0.04753021,2.50173782,4.50484886,1.07222799
-4.76938469,7.58568793,2.65115981,1.21136093,0.00121775,2.61434328,0.04754743,2.54603763,4.50055701,1.06855812
-4.76338169,7.63242737,2.69237404,1.23255887,0.00124633,2.60685115,0.04747367,2.59325548,4.50322560,1.06734339
-4.75737869,7.68895050,2.73634310,1.25569198,0.00127294,2.60330805,0.04730953,2.64323877,4.51112103,1.06812365
-4.75137569,7.75333764,2.78317603,1.28068160,0.00129725,2.60259167,0.04705653,2.69583064,4.52235403,1.07038446
-4.74537269,7.82354606,2.83293542,1.30744045,0.00131899,2.60350633,0.04671701,2.75086695,4.53494579,1.07357503
-4.73936968,7.89746787,2.88562917,1.33586923,0.00133790,2.60482474,0.04629414,2.80817250,4.54689626,1.07712710
-4.73336668,7.97298778,2.94120293,1.36585321,0.00135378,2.60533002,0.04579183,2.86755643,4.55625188,1.08047409
-4.72736368,8.04803809,2.99953335,1.39725877,0.00136647,2.60385627,0.04521466,2.92880705,4.56116997,1.08306966
-4.72136068,8.12064872,3.06042222,1.42993022,0.00137587,2.59932612,0.04456787,2.99168607,4.55997709,1.08440495
-4.71535768,8.18899035,3.12359200,1.46368690,0.00138192,2.59078383,0.04385719,3.05592261,4.55121920,1.08402391
-4.70935468,8.25140906,3.18868265,1.49832071,0.00138461,2.57742255,0.04308885,3.12120713,4.53370168,1.08153612
-4.70335168,8.30645148,3.25525034,1.53359429,0.00138401,2.55860515,0.04226943,3.18718570,4.50651788,1.07662670
-4.69734867,8.35287996,3.32276799,1.56923983,0.00138020,2.53387759,0.04140574,3.25345495,4.46906544,1.06906293
-4.69134567,8.38967798,3.39062825,1.60495889,0.00137335,2.50297507,0.04050477,3.31955829,4.42105024,1.05869768
-4.68534267,8.41604643,3.45814880,1.64042311,0.00136364,2.46582066,0.03957354,3.38498367,4.36247847,1.04546942
-4.67933967,8.43139218,3.52458058,1.67527619,0.00135134,2.42251718,0.03861902,3.44916359,4.29363779,1.02939924
-4.67333667,8.43531043,3.58911870,1.70913709,0.00133670,2.37333298,0.03764803,3.51147762,4.21506904,1.01058504
-4.66733367,8.42756309,3.65091651,1.74160467,0.00132003,2.31868260,0.03666715,3.57125797,4.12753061,0.98919339
-4.66133067,8.40805514,3.70910240,1.77226370,0.00130167,2.25910358,0.03568270,3.62779831,4.03195727,0.96544955
-4.65532766,8.37681121,3.76279955,1.80069237,0.00128196,2.19523075,0.03470064,3.68036597,3.92941604,0.93962631
-4.64932466,8.33395443,3.81114798,1.82647112,0.00126126,2.12776922,0.03372663,3.72821756,3.82106128,0.91203203
-4.64332166,8.27968916,3.85332876,1.84919267,0.00123994,2.05746746,0.03276599,3.77061768,3.70809094,0.88299873
