energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.26763382,3.06713466,0.18398630,0.00415822,0.00479829,2.36187912,1.48122286,1.12031527
-5.26163082,3.07962542,0.18129228,0.00423766,0.00511346,2.37415212,1.49455300,1.12983696
-5.25562781,3.08845978,0.17844181,0.00430793,0.00541088,2.38359348,1.50650009,1.13827964
-5.24962481,3.09383212,0.17549489,0.00436815,0.00568513,2.39035359,1.51714088,1.14570663
-5.24362181,3.09597839,0.17251309,0.00441760,0.00593103,2.39461067,1.52657800,1.15218921
-5.23761881,3.09518410,0.16955884,0.00445584,0.00614375,2.39657654,1.53494838,1.15780797
-5.23161581,3.09179388,0.16669496,0.00448265,0.00631900,2.39650336,1.54243244,1.16265506
-5.22561281,3.08622174,0.16398452,0.00449815,0.00645317,2.39469116,1.54926322,1.16683717
-5.21960980,3.07896113,0.16149085,0.00450276,0.00654346,2.39149515,1.55573502,1.17047897
-5.21360680,3.07059360,0.15927770,0.00449723,0.00658795,2.38733216,1.56221045,1.17372668
-5.20760380,3.06179487,0.15740951,0.00448265,0.00658571,2.38268541,1.56912525,1.17675138
-5.20160080,3.05333745,0.15595164,0.00446039,0.00653682,2.37810663,1.57699020,1.17975156
-5.19559780,3.04608843,0.15497049,0.00443208,0.00644235,2.37421505,1.58638933,1.18295463
-5.18959480,3.04100187,0.15453342,0.00439959,0.00630436,2.37169232,1.59797383,1.18661683
-5.18359180,3.03910502,0.15470827,0.00436495,0.00612578,2.37127313,1.61245158,1.19102129
-5.17758879,3.04147804,0.15556263,0.00433028,0.00591036,2.37373107,1.63057169,1.19647388
-5.17158579,3.04922726,0.15716250,0.00429774,0.00566251,2.37985987,1.65310441,1.20329676
-5.16558279,3.06345216,0.15957056,0.00426943,0.00538717,2.39045002,1.68081653,1.21181955
-5.15957979,3.08520702,0.16284395,0.00424735,0.00508965,2.40626146,1.71444280,1.22236819
-5.15357679,3.11545811,0.16703158,0.00423330,0.00477543,2.42799296,1.75465424,1.23525182
-5.14757379,3.15503807,0.17217115,0.00422883,0.00445005,2.45624932,1.80202434,1.25074795
-5.14157079,3.20459916,0.17828590,0.00423519,0.00411894,2.49150761,1.85699442,1.26908676
-5.13556778,3.26456753,0.18538134,0.00425325,0.00378726,2.53408407,1.91983976,1.29043479
-5.12956478,3.33510079,0.19344209,0.00428350,0.00345980,2.58410304,1.99063798,1.31487933
-5.12356178,3.41605128,0.20242908,0.00432600,0.00314086,2.64147007,2.06924156,1.34241393
-5.11755878,3.50693738,0.21227733,0.00438039,0.00283423,2.70585049,2.15525622,1.37292630
-5.11155578,3.60692519,0.22289444,0.00444591,0.00254311,2.77665546,2.24802665,1.40618922
-5.10555278,3.71482247,0.23416014,0.00452137,0.00227006,2.85303675,2.34663140,1.44185553
-5.09954977,3.82908651,0.24592687,0.00460523,0.00201710,2.93389148,2.44988774,1.47945762
-5.09354677,3.94784684,0.25802169,0.00469564,0.00178563,3.01787764,2.55636754,1.51841226
-5.08754377,4.06894318,0.27024938,0.00479050,0.00157657,3.10344058,2.66442447,1.55803070
-5.08154077,4.18997834,0.28239685,0.00488751,0.00139036,3.18885049,2.77223207,1.59753439
-5.07553777,4.30838469,0.29423871,0.00498428,0.00122707,3.27224974,2.87783224,1.63607578
-5.06953477,4.42150241,0.30554381,0.00507840,0.00108643,3.35170897,2.97919237,1.67276377
-5.06353177,4.52666670,0.31608254,0.00516752,0.00096798,3.42528985,3.07426942,1.70669285
-5.05752876,4.62130040,0.32563462,0.00524947,0.00087105,3.49111207,3.16107830,1.73697490
-5.05152576,4.70300836,0.33399693,0.00532231,0.00079495,3.54742175,3.23776176,1.76277208
-5.04552276,4.76966896,0.34099110,0.00538441,0.00073891,3.59265815,3.30265861,1.78332955
-5.03951976,4.81951865,0.34647050,0.00543454,0.00070223,3.62551547,3.35436705,1.79800624
-5.03351676,4.85122502,0.35032616,0.00547191,0.00068425,3.64499668,3.39180006,1.80630219
-5.02751376,4.86394473,0.35249137,0.00549619,0.00068444,3.65045641,3.41422979,1.80788095
-5.02151076,4.85736288,0.35294467,0.00550756,0.00070236,3.64163063,3.42131878,1.80258588
-5.01550775,4.83171145,0.35171107,0.00550666,0.00073771,3.61865110,3.41313600,1.79044920
-5.00950475,4.78776544,0.34886130,0.00549462,0.00079028,3.58204377,3.39015676,1.77169337
-5.00350175,4.72681637,0.34450921,0.00547296,0.00085998,3.53271060,3.35324623,1.74672436
-4.99749875,4.65062405,0.33880734,0.00544357,0.00094677,3.47189551,3.30362712,1.71611717
-4.99149575,4.56134854,0.33194083,0.00540859,0.00105068,3.40113585,3.24283292,1.68059407
-4.98549275,4.46146550,0.32412001,0.00537036,0.00117173,3.32220156,3.17264897,1.64099666
-4.97948974,4.35366878,0.31557200,0.00533127,0.00130996,3.23702483,3.09504407,1.59825291
-4.97348674,4.24076486,0.30653165,0.00529368,0.00146532,3.14762364,3.01209598,1.55334098
-4.96748374,4.12556416,0.29723239,0.00525980,0.00163774,3.05602284,2.92591432,1.50725134
-4.96148074,4.01077435,0.28789723,0.00523161,0.00182703,2.96417635,2.83856449,1.46094914
-4.95547774,3.89890068,0.27873056,0.00521077,0.00203295,2.87389446,2.75199622,1.41533859
-4.94947474,3.79215779,0.26991087,0.00519850,0.00225513,2.78677916,2.66797984,1.37123095
-4.94347174,3.69239693,0.26158499,0.00519562,0.00249316,2.70417070,2.58805301,1.32931756
-4.93746873,3.60105158,0.25386382,0.00520241,0.00274654,2.62710740,2.51347998,1.29014911
-4.93146573,3.51910338,0.24681987,0.00521872,0.00301480,2.55630029,2.44522475,1.25412182
-4.92546273,3.44706936,0.24048661,0.00524389,0.00329743,2.49212323,2.38393862,1.22147095
-4.91945973,3.38501023,0.23485966,0.00527686,0.00359402,2.43461839,2.32996212,1.19227176
-4.91345673,3.33255831,0.22989957,0.00531618,0.00390427,2.38351630,2.28334024,1.16644737
-4.90745373,3.28896325,0.22553612,0.00536012,0.00422803,2.33826877,2.24384960,1.14378294
-4.90145073,3.25315217,0.22167379,0.00540676,0.00456535,2.29809260,2.21103538,1.12394522
-4.89544772,3.22380091,0.21819813,0.00545407,0.00491652,2.26202155,2.18425572,1.10650614
-4.88944472,3.19941239,0.21498264,0.00550002,0.00528211,2.22896362,2.16273082,1.09096924
-4.88344172,3.17839797,0.21189586,0.00554269,0.00566295,2.19776074,2.14559421,1.07679741
-4.87743872,3.15915780,0.20880822,0.00558032,0.00606014,2.16724789,2.13194344,1.06344070
-4.87143572,3.14015653,0.20559844,0.00561143,0.00647504,2.13630902,2.12088785,1.05036278
-4.86543272,3.11999100,0.20215911,0.00563486,0.00690920,2.10392732,2.11159132,1.03706500
-4.85942971,3.09744732,0.19840132,0.00564982,0.00736431,2.06922786,2.10330842,1.02310696
-4.85342671,3.07154529,0.19425801,0.00565590,0.00784210,2.03151115,2.09541257,1.00812307
-4.84742371,3.04156902,0.18968611,0.00565311,0.00834424,1.99027674,2.08741572,0.99183444
-4.84142071,3.00708317,0.18466741,0.00564182,0.00887224,1.94523643,2.07897917,0.97405602
-4.83541771,2.96793522,0.17920811,0.00562278,0.00942728,1.89631725,2.06991581,0.95469894
-4.82941471,2.92424447,0.17333726,0.00559702,0.01001010,1.84365483,2.06018440,0.93376838
-4.82341171,2.87637959,0.16710420,0.00556584,0.01062084,1.78757830,2.04987696,0.91135742
-4.81740870,2.82492635,0.16057517,0.00553071,0.01125894,1.72858790,2.03920043,0.88763740
-4.81140570,2.77064806,0.15382939,0.00549322,0.01192298,1.66732713,2.02845409,0.86284570
-4.80540270,2.71444108,0.14695473,0.00545500,0.01261056,1.60455098,2.01800430,0.83727157
-4.79939970,2.65728797,0.14004336,0.00541767,0.01331828,1.54109210,2.00825810,0.81124088
-4.79339670,2.60021065,0.13318744,0.00538273,0.01404164,1.47782661,1.99963723,0.78510067
-4.78739370,2.54422586,0.12647513,0.00535154,0.01477505,1.41564109,1.99255381,0.75920416
-4.78139070,2.49030496,0.11998714,0.00532530,0.01551182,1.35540208,1.98738900,0.73389692
-4.77538769,2.43933935,0.11379386,0.00530495,0.01624429,1.29792929,1.98447548,0.70950464
-4.76938469,2.39211295,0.10795312,0.00529119,0.01696389,1.24397311,1.98408435,0.68632308
-4.76338169,2.34928220,0.10250887,0.00528447,0.01766134,1.19419708,1.98641688,0.66461026
-4.75737869,2.31136385,0.09749040,0.00528500,0.01832680,1.14916546,1.99160106,0.64458114
-4.75137569,2.27873029,0.09291244,0.00529273,0.01895016,1.10933569,1.99969269,0.62640471
-4.74537269,2.25161167,0.08877584,0.00530739,0.01952126,1.07505539,2.01068045,0.61020323
-4.73936968,2.23010396,0.08506878,0.00532853,0.02003019,1.04656344,2.02449410,0.59605360
-4.73336668,2.21418159,0.08176846,0.00535555,0.02046760,1.02399416,2.04101499,0.58399018
-4.72736368,2.20371324,0.07884313,0.00538771,0.02082493,1.00738401,2.06008762,0.57400896
-4.72136068,2.19847931,0.07625422,0.00542419,0.02109475,0.99667970,2.08153116,0.56607238
-4.71535768,2.19818965,0.07395862,0.00546411,0.02127098,0.99174707,2.10514994,0.56011461
-4.70935468,2.20250012,0.07191088,0.00550654,0.02134909,0.99237983,2.13074183,0.55604657
-4.70335168,2.21102693,0.07006523,0.00555058,0.02132626,0.99830769,2.15810382,0.55376071
-4.69734867,2.22335790,0.06837738,0.00559530,0.02120148,1.00920325,2.18703415,0.55313492
-4.69134567,2.23906018,0.06680604,0.00563980,0.02097563,1.02468768,2.21733095,0.55403564
-4.68534267,2.25768423,0.06531408,0.00568318,0.02065138,1.04433478,2.24878732,0.55631998
-4.67933967,2.27876432,0.06386935,0.00572455,0.02023320,1.06767393,2.28118340,0.55983680
-4.67333667,2.30181616,0.06244511,0.00576302,0.01972712,1.09419201,2.31427613,0.56442704
-4.66733367,2.32633239,0.06102022,0.00579770,0.01914063,1.12333489,2.34778763,0.56992333
-4.66133067,2.35177713,0.05957894,0.00582765,0.01848235,1.15450900,2.38139354,0.57614926
-4.65532766,2.37758065,0.05811054,0.00585191,0.01776185,1.18708361,2.41471246,0.58291845
-4.64932466,2.40313542,0.05660880,0.00586950,0.01698928,1.22039439,2.44729787,0.59003400
-4.64332166,2.42779465,0.05507122,0.00587937,0.01617517,1.25374878,2.47863371,0.59728834
-4.63731866,2.45087432,0.05349836,0.00588046,0.01533008,1.28643355,2.50813460,0.60446393
-4.63131566,2.47165929,0.05189310,0.00587171,0.01446434,1.31772481,2.53515148,0.61133498
-4.62531266,2.48941394,0.05025990,0.00585205,0.01358788,1.34690041,2.55898297,0.61767022
-4.61930965,2.50339730,0.04860426,0.00582047,0.01270996,1.37325468,2.57889243,0.62323687
-4.61330665,2.51288228,0.04693225,0.00577605,0.01183904,1.39611491,2.59413034,0.62780569
-4.60730365,2.51717838,0.04525016,0.00571797,0.01098267,1.41485921,2.60396101,0.63115690
-4.60130065,2.51565658,0.04356433,0.00564561,0.01014743,1.42893473,2.60769257,0.63308677
-4.59529765,2.50777534,0.04188112,0.00555855,0.00933886,1.43787558,2.60470868,0.63341455
-4.58929465,2.49310617,0.04020697,0.00545664,0.00856151,1.44131938,2.59450014,0.63198932
-4.58329165,2.47135712,0.03854864,0.00533999,0.00781896,1.43902150,2.57669491,0.62869643
-4.57728864,2.44239291,0.03691338,0.00520906,0.00711388,1.43086621,2.55108447,0.62346307
-4.57128564,2.40625010,0.03530933,0.00506463,0.00644810,1.41687388,2.51764518,0.61626261
-4.56528264,2.36314648,0.03374578,0.00490778,0.00582273,1.39720375,2.47655305,0.60711748
-4.55927964,2.31348362,0.03223344,0.00473995,0.00523822,1.37215186,2.42819107,0.59610029
-4.55327664,2.25784229,0.03078475,0.00456285,0.00469448,1.34214406,2.37314835,0.58333303
-4.54727364,2.19697069,0.02941396,0.00437846,0.00419098,1.30772430,2.31221086,0.56898441
-4.54127064,2.13176582,0.02813725,0.00418897,0.00372680,1.26953849,2.24634413,0.55326534
-4.53526763,2.06324868,0.02697262,0.00399673,0.00330074,1.22831474,2.17666835,0.53642275
-4.52926463,1.99253445,0.02593979,0.00380416,0.00291135,1.18484063,2.10442716,0.51873198
-4.52326163,1.92079884,0.02505983,0.00361373,0.00255704,1.13993855,2.03095123,0.50048814
-4.51725863,1.84924211,0.02435480,0.00342785,0.00223606,1.09444016,1.95761837,0.48199676
-4.51125563,1.77905235,0.02384718,0.00324883,0.00194659,1.04916109,1.88581173,0.46356415
-4.50525263,1.71136957,0.02355927,0.00307880,0.00168675,1.00487676,1.81687790,0.44548798
-4.49924962,1.64725206,0.02351244,0.00291968,0.00145462,0.96230043,1.75208664,0.42804831
-4.49324662,1.58764628,0.02372642,0.00277308,0.00124829,0.92206426,1.69259359,0.41149962
-4.48724362,1.53336155,0.02421846,0.00264035,0.00106582,0.88470394,1.63940748,0.39606399
-4.48124062,1.48505022,0.02500259,0.00252245,0.00090533,0.85064741,1.59336295,0.38192574
-4.47523762,1.44319388,0.02608879,0.00242003,0.00076498,0.82020793,1.55509957,0.36922774
-4.46923462,1.40809607,0.02748238,0.00233335,0.00064295,0.79358151,1.52504787,0.35806928
-4.46323162,1.37988126,0.02918339,0.00226237,0.00053753,0.77084855,1.50342242,0.34850575
-4.45722861,1.35850002,0.03118619,0.00220666,0.00044707,0.75197944,1.49022200,0.34054984
-4.45122561,1.34373979,0.03347919,0.00216553,0.00037002,0.73684367,1.48523655,0.33417423
-4.44522261,1.33524074,0.03604486,0.00213801,0.00030493,0.72522181,1.48806052,0.32931567
-4.43921961,1.33251575,0.03885991,0.00212288,0.00025048,0.71681997,1.49811181,0.32587993
-4.43321661,1.33497387,0.04189577,0.00211877,0.00020547,0.71128589,1.51465561,0.32374776
-4.42721361,1.34194606,0.04511935,0.00212414,0.00016886,0.70822608,1.53683224,0.32278128
-4.42121061,1.35271250,0.04849399,0.00213738,0.00013972,0.70722344,1.56368794,0.32283069
-4.41520760,1.36653032,0.05198077,0.00215686,0.00011731,0.70785469,1.59420767,0.32374097
-4.40920460,1.38266099,0.05553988,0.00218094,0.00010105,0.70970706,1.62734880,0.32535839
-4.40320160,1.40039627,0.05913230,0.00220807,0.00009052,0.71239370,1.66207465,0.32753651
-4.39719860,1.41908216,0.06272148,0.00223678,0.00008549,0.71556752,1.69738676,0.33014152
-4.39119560,1.43813989,0.06627507,0.00226578,0.00008591,0.71893287,1.73235495,0.33305677
-4.38519260,1.45708331,0.06976660,0.00229396,0.00009195,0.72225484,1.76614412,0.33618624
-4.37918959,1.47553226,0.07317700,0.00232042,0.00010396,0.72536596,1.79803695,0.33945697
-4.37318659,1.49322129,0.07649589,0.00234448,0.00012251,0.72817001,1.82745170,0.34282022
-4.36718359,1.51000353,0.07972258,0.00236576,0.00014839,0.73064294,1.85395450,0.34625149
-4.36118059,1.52584960,0.08286658,0.00238408,0.00018260,0.73283074,1.87726579,0.34974930
-4.35517759,1.54084143,0.08594778,0.00239955,0.00022639,0.73484446,1.89726054,0.35333280
-4.34917459,1.55516141,0.08899604,0.00241251,0.00028119,0.73685244,1.91396246,0.35703832
-4.34317159,1.56907712,0.09205033,0.00242351,0.00034867,0.73907000,1.92753234,0.36091504
-4.33716858,1.58292232,0.09515734,0.00243331,0.00043067,0.74174703,1.93825120,0.36501990
-4.33116558,1.59707490,0.09836961,0.00244280,0.00052919,0.74515392,1.94649893,0.36941205
-4.32516258,1.61193288,0.10174331,0.00245299,0.00064639,0.74956629,1.95272937,0.37414702
-4.31915958,1.62788929,0.10533569,0.00246497,0.00078447,0.75524922,1.95744317,0.37927098
-4.31315658,1.64530715,0.10920222,0.00247983,0.00094566,0.76244171,1.96115948,0.38481529
-4.30715358,1.66449579,0.11339381,0.00249862,0.00113216,0.77134187,1.96438786,0.39079172
