energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.84392196,0.66950731,-0.66950738,0.21566150,-0.21566151,0.13875137,-0.13875139,0.24775008,-0.24775012,0.00000000,-0.00000000,0.00290493,-0.00290493,0.13065845,-0.13065846,0.14420568,-0.14420572,0.00000000,-0.00000000
-5.83791896,0.68608235,-0.68608242,0.21822988,-0.21822989,0.14460321,-0.14460324,0.25405878,-0.25405882,0.00000000,-0.00000000,0.00278869,-0.00278869,0.13110556,-0.13110557,0.15653743,-0.15653747,0.00000000,-0.00000000
-5.83191596,0.70354730,-0.70354737,0.22094368,-0.22094369,0.15092824,-0.15092826,0.26030769,-0.26030773,0.00000000,-0.00000000,0.00266585,-0.00266585,0.13122779,-0.13122780,0.17039289,-0.17039294,0.00000000,-0.00000000
-5.82591296,0.72234957,-0.72234964,0.22399180,-0.22399181,0.15782614,-0.15782616,0.26658122,-0.26658126,0.00000000,-0.00000000,0.00253763,-0.00253763,0.13107927,-0.13107928,0.18592517,-0.18592522,0.00000000,-0.00000000
-5.81990995,0.74293448,-0.74293456,0.22756447,-0.22756448,0.16539444,-0.16539446,0.27296624,-0.27296628,0.00000000,-0.00000000,0.00240558,-0.00240558,0.13071668,-0.13071668,0.20327830,-0.20327835,0.00000000,-0.00000000
-5.81390695,0.76572897,-0.76572905,0.23184678,-0.23184679,0.17372501,-0.17372504,0.27954940,-0.27954943,0.00000000,-0.00000000,0.00227145,-0.00227145,0.13019728,-0.13019729,0.22258151,-0.22258157,0.00000000,-0.00000000
-5.80790395,0.79112559,-0.79112568,0.23701236,-0.23701237,0.18290063,-0.18290066,0.28641465,-0.28641468,0.00000000,-0.00000000,0.00213711,-0.00213711,0.12957716,-0.12957716,0.24394350,-0.24394356,0.00000000,-0.00000000
-5.80190095,0.81946747,-0.81946756,0.24321728,-0.24321729,0.19299163,-0.19299166,0.29364110,-0.29364113,0.00000000,-0.00000000,0.00200448,-0.00200448,0.12890957,-0.12890957,0.26744678,-0.26744685,0.00000000,-0.00000000
-5.79589795,0.85103474,-0.85103483,0.25059468,-0.25059470,0.20405280,-0.20405283,0.30130118,-0.30130120,0.00000000,-0.00000000,0.00187537,-0.00187537,0.12824358,-0.12824359,0.29314243,-0.29314250,0.00000000,-0.00000000
-5.78989495,0.88603300,-0.88603310,0.25925012,-0.25925014,0.21612069,-0.21612072,0.30945918,-0.30945921,0.00000000,-0.00000000,0.00175150,-0.00175150,0.12762307,-0.12762307,0.32104542,-0.32104549,0.00000000,-0.00000000
-5.78389195,0.92458415,-0.92458425,0.26925791,-0.26925793,0.22921129,-0.22921133,0.31817015,-0.31817018,0.00000000,-0.00000000,0.00163439,-0.00163439,0.12708589,-0.12708589,0.35113078,-0.35113086,0.00000000,-0.00000000
-5.77788894,0.96671992,-0.96672003,0.28065856,-0.28065859,0.24331832,-0.24331836,0.32747905,-0.32747907,0.00000000,-0.00000000,0.00152531,-0.00152531,0.12666344,-0.12666344,0.38333070,-0.38333079,0.00000000,-0.00000000
-5.77188594,1.01237835,-1.01237846,0.29345737,-0.29345740,0.25841206,-0.25841210,0.33742020,-0.33742023,0.00000000,-0.00000000,0.00142526,-0.00142526,0.12638048,-0.12638048,0.41753286,-0.41753295,0.00000000,-0.00000000
-5.76588294,1.06140315,-1.06140327,0.30762421,-0.30762424,0.27443889,-0.27443893,0.34801692,-0.34801694,0.00000000,-0.00000000,0.00133499,-0.00133499,0.12625520,-0.12625520,0.45357992,-0.45358001,0.00000000,-0.00000000
-5.75987994,1.11354612,-1.11354624,0.32309440,-0.32309443,0.29132148,-0.29132152,0.35928120,-0.35928122,0.00000000,-0.00000000,0.00125495,-0.00125495,0.12629944,-0.12629944,0.49127045,-0.49127054,0.00000000,-0.00000000
-5.75387694,1.16847221,-1.16847233,0.33977069,-0.33977073,0.30895965,-0.30895969,0.37121353,-0.37121355,0.00000000,-0.00000000,0.00118533,-0.00118533,0.12651916,-0.12651916,0.53036116,-0.53036125,0.00000000,-0.00000000
-5.74787394,1.22576719,-1.22576731,0.35752609,-0.35752613,0.32723192,-0.32723196,0.38380267,-0.38380269,0.00000000,-0.00000000,0.00112608,-0.00112608,0.12691492,-0.12691492,0.57057039,-0.57057049,0.00000000,-0.00000000
-5.74187094,1.28494750,-1.28494762,0.37620742,-0.37620746,0.34599772,-0.34599776,0.39702536,-0.39702538,0.00000000,-0.00000000,0.00107696,-0.00107696,0.12748249,-0.12748249,0.61158289,-0.61158298,0.00000000,-0.00000000
-5.73586793,1.34547188,-1.34547200,0.39563946,-0.39563950,0.36510010,-0.36510015,0.41084610,-0.41084612,0.00000000,-0.00000000,0.00103755,-0.00103755,0.12821345,-0.12821344,0.65305549,-0.65305558,0.00000000,-0.00000000
-5.72986493,1.40675438,-1.40675450,0.41562931,-0.41562935,0.38436904,-0.38436909,0.42521679,-0.42521681,0.00000000,-0.00000000,0.00100734,-0.00100734,0.12909579,-0.12909578,0.69462378,-0.69462387,0.00000000,-0.00000000
-5.72386193,1.46817825,-1.46817838,0.43597096,-0.43597100,0.40362508,-0.40362513,0.44007652,-0.44007653,0.00000000,-0.00000000,0.00098575,-0.00098575,0.13011452,-0.13011451,0.73590927,-0.73590936,0.00000000,-0.00000000
-5.71785893,1.52911029,-1.52911041,0.45644973,-0.45644977,0.42268332,-0.42268337,0.45535139,-0.45535141,0.00000000,-0.00000000,0.00097221,-0.00097221,0.13125221,-0.13125220,0.77652697,-0.77652706,0.00000000,-0.00000000
-5.71185593,1.58891513,-1.58891525,0.47684651,-0.47684655,0.44135763,-0.44135768,0.47095457,-0.47095459,0.00000000,-0.00000000,0.00096617,-0.00096617,0.13248950,-0.13248950,0.81609312,-0.81609320,0.00000000,-0.00000000
-5.70585293,1.64696927,-1.64696938,0.49694160,-0.49694164,0.45946489,-0.45946494,0.48678662,-0.48678664,0.00000000,-0.00000000,0.00096720,-0.00096720,0.13380564,-0.13380564,0.85423269,-0.85423277,0.00000000,-0.00000000
-5.69984992,1.70267424,-1.70267434,0.51651819,-0.51651823,0.47682927,-0.47682931,0.50273623,-0.50273625,0.00000000,-0.00000000,0.00097500,-0.00097500,0.13517891,-0.13517890,0.89058671,-0.89058678,0.00000000,-0.00000000
-5.69384692,1.75546882,-1.75546892,0.53536536,-0.53536539,0.49328629,-0.49328633,0.51868143,-0.51868145,0.00000000,-0.00000000,0.00098945,-0.00098945,0.13658714,-0.13658714,0.92481897,-0.92481904,0.00000000,-0.00000000
-5.68784392,1.80484016,-1.80484025,0.55328065,-0.55328068,0.50868671,-0.50868675,0.53449135,-0.53449137,0.00000000,-0.00000000,0.00101065,-0.00101065,0.13800821,-0.13800821,0.95662213,-0.95662219,0.00000000,-0.00000000
-5.68184092,1.85033337,-1.85033345,0.57007231,-0.57007234,0.52290000,-0.52290003,0.55002861,-0.55002864,0.00000000,-0.00000000,0.00103895,-0.00103895,0.13942054,-0.13942054,0.98572309,-0.98572314,0.00000000,-0.00000000
-5.67583792,1.89155992,-1.89155999,0.58556130,-0.58556133,0.53581733,-0.53581736,0.56515236,-0.56515238,0.00000000,-0.00000000,0.00107497,-0.00107497,0.14080366,-0.14080366,1.01188756,-1.01188761,0.00000000,-0.00000000
-5.66983492,1.92820441,-1.92820447,0.59958313,-0.59958315,0.54735410,-0.54735413,0.57972183,-0.57972185,0.00000000,-0.00000000,0.00111959,-0.00111959,0.14213878,-0.14213878,1.03492387,-1.03492391,0.00000000,-0.00000000
-5.66383192,1.96003003,-1.96003008,0.61198966,-0.61198968,0.55745178,-0.55745180,0.59360050,-0.59360052,0.00000000,-0.00000000,0.00117399,-0.00117399,0.14340941,-0.14340941,1.05468589,-1.05468592,0.00000000,-0.00000000
-5.65782891,1.98688254,-1.98688258,0.62265109,-0.62265110,0.56607911,-0.56607913,0.60666062,-0.60666064,0.00000000,-0.00000000,0.00123962,-0.00123962,0.14460194,-0.14460194,1.07107526,-1.07107528,0.00000000,-0.00000000
-5.65182591,2.00869276,-2.00869279,0.63145795,-0.63145796,0.57323260,-0.57323261,0.61878803,-0.61878805,0.00000000,-0.00000000,0.00131821,-0.00131821,0.14570626,-0.14570626,1.08404280,-1.08404281,0.00000000,-0.00000000
-5.64582291,2.02547775,-2.02547776,0.63832344,-0.63832345,0.57893620,-0.57893621,0.62988692,-0.62988694,0.00000000,-0.00000000,0.00141174,-0.00141174,0.14671632,-0.14671632,1.09358914,-1.09358914,0.00000000,-0.00000000
-5.63981991,2.03734034,-2.03734035,0.64318578,-0.64318577,0.58324032,-0.58324033,0.63988455,-0.63988457,0.00000000,-0.00000000,0.00152237,-0.00152237,0.14763059,-0.14763059,1.09976470,-1.09976470,0.00000000,-0.00000000
-5.63381691,2.04446730,-2.04446730,0.64601071,-0.64601070,0.58622005,-0.58622006,0.64873539,-0.64873541,0.00000000,-0.00000000,0.00165250,-0.00165250,0.14845246,-0.14845246,1.10266876,-1.10266875,0.00000000,-0.00000000
-5.62781391,2.04712576,-2.04712574,0.64679396,-0.64679395,0.58797261,-0.58797262,0.65642467,-0.65642469,0.00000000,-0.00000000,0.00180461,-0.00180461,0.14919041,-0.14919042,1.10244778,-1.10244775,0.00000000,-0.00000000
-5.62181091,2.04565792,-2.04565790,0.64556337,-0.64556336,0.58861423,-0.58861424,0.66297096,-0.66297097,0.00000000,-0.00000000,0.00198127,-0.00198127,0.14985813,-0.14985813,1.09929281,-1.09929278,0.00000000,-0.00000000
-5.61580790,2.04047409,-2.04047406,0.64238065,-0.64238063,0.58827638,-0.58827638,0.66842753,-0.66842754,0.00000000,-0.00000000,0.00218509,-0.00218509,0.15047428,-0.15047428,1.09343606,-1.09343602,0.00000000,-0.00000000
-5.60980490,2.03204378,-2.03204374,0.63734236,-0.63734234,0.58710153,-0.58710153,0.67288250,-0.67288251,0.00000000,-0.00000000,0.00241860,-0.00241860,0.15106216,-0.15106216,1.08514635,-1.08514630,0.00000000,-0.00000000
-5.60380190,2.02088503,-2.02088500,0.63058002,-0.63057999,0.58523853,-0.58523853,0.67645744,-0.67645745,0.00000000,-0.00000000,0.00268419,-0.00268419,0.15164908,-0.15164908,1.07472377,-1.07472372,0.00000000,-0.00000000
-5.59779890,2.00755204,-2.00755200,0.62225904,-0.62225901,0.58283787,-0.58283787,0.67930447,-0.67930448,0.00000000,-0.00000000,0.00298408,-0.00298408,0.15226550,-0.15226551,1.06249322,-1.06249317,0.00000000,-0.00000000
-5.59179590,1.99262121,-1.99262116,0.61257645,-0.61257642,0.58004676,-0.58004676,0.68160189,-0.68160190,0.00000000,-0.00000000,0.00332016,-0.00332016,0.15294397,-0.15294398,1.04879723,-1.04879717,0.00000000,-0.00000000
-5.58579290,1.97667594,-1.97667590,0.60175719,-0.60175716,0.57700447,-0.57700447,0.68354839,-0.68354841,0.00000000,-0.00000000,0.00369399,-0.00369399,0.15371790,-0.15371791,1.03398787,-1.03398781,0.00000000,-0.00000000
-5.57978989,1.96029068,-1.96029064,0.59004911,-0.59004907,0.57383793,-0.57383792,0.68535604,-0.68535606,0.00000000,-0.00000000,0.00410665,-0.00410665,0.15462013,-0.15462014,1.01841830,-1.01841824,0.00000000,-0.00000000
-5.57378689,1.94401442,-1.94401438,0.57771665,-0.57771661,0.57065781,-0.57065780,0.68724228,-0.68724230,0.00000000,-0.00000000,0.00455871,-0.00455871,0.15568145,-0.15568146,1.00243386,-1.00243380,0.00000000,-0.00000000
-5.56778389,1.92835456,-1.92835452,0.56503346,-0.56503343,0.56755530,-0.56755530,0.68942125,-0.68942127,0.00000000,-0.00000000,0.00505016,-0.00505016,0.15692908,-0.15692909,0.98636329,-0.98636323,0.00000000,-0.00000000
-5.56178089,1.91376147,-1.91376143,0.55227420,-0.55227417,0.56459967,-0.56459967,0.69209478,-0.69209480,0.00000000,-0.00000000,0.00558033,-0.00558033,0.15838515,-0.15838516,0.97051013,-0.97051007,0.00000000,-0.00000000
-5.55577789,1.90061452,-1.90061449,0.53970578,-0.53970575,0.56183668,-0.56183668,0.69544341,-0.69544344,0.00000000,-0.00000000,0.00614785,-0.00614785,0.16006528,-0.16006530,0.95514490,-0.95514484,0.00000000,-0.00000000
-5.54977489,1.88921015,-1.88921013,0.52757852,-0.52757849,0.55928799,-0.55928799,0.69961793,-0.69961796,0.00000000,-0.00000000,0.00675064,-0.00675064,0.16197740,-0.16197741,0.94049815,-0.94049809,0.00000000,-0.00000000
-5.54377189,1.87975247,-1.87975246,0.51611763,-0.51611760,0.55695155,-0.55695155,0.70473164,-0.70473167,0.00000000,-0.00000000,0.00738586,-0.00738586,0.16412064,-0.16412066,0.92675476,-0.92675471,0.00000000,-0.00000000
-5.53776888,1.87234691,-1.87234689,0.50551531,-0.50551528,0.55480289,-0.55480288,0.71085393,-0.71085397,0.00000000,-0.00000000,0.00804989,-0.00804989,0.16648472,-0.16648474,0.91404978,-0.91404973,0.00000000,-0.00000000
-5.53176588,1.86699716,-1.86699716,0.49592399,-0.49592398,0.55279729,-0.55279729,0.71800534,-0.71800538,0.00000000,-0.00000000,0.00873840,-0.00873840,0.16904950,-0.16904951,0.90246582,-0.90246577,0.00000000,-0.00000000
-5.52576288,1.86360574,-1.86360575,0.48745100,-0.48745099,0.55087275,-0.55087275,0.72615433,-0.72615437,0.00000000,-0.00000000,0.00944630,-0.00944631,0.17178498,-0.17178500,0.89203219,-0.89203215,0.00000000,-0.00000000
-5.51975988,1.86197793,-1.86197794,0.48015487,-0.48015486,0.54895347,-0.54895347,0.73521611,-0.73521615,0.00000000,-0.00000000,0.01016786,-0.01016786,0.17465174,-0.17465176,0.88272576,-0.88272572,0.00000000,-0.00000000
-5.51375688,1.86182923,-1.86182924,0.47404358,-0.47404357,0.54695380,-0.54695380,0.74505350,-0.74505354,0.00000000,-0.00000000,0.01089669,-0.01089669,0.17760170,-0.17760172,0.87447343,-0.87447340,0.00000000,-0.00000000
-5.50775388,1.86279587,-1.86279589,0.46907480,-0.46907479,0.54478242,-0.54478241,0.75547988,-0.75547992,0.00000000,-0.00000000,0.01162586,-0.01162586,0.18057933,-0.18057935,0.86715612,-0.86715609,0.00000000,-0.00000000
-5.50175088,1.86444809,-1.86444811,0.46515800,-0.46515800,0.54234653,-0.54234653,0.76626414,-0.76626418,0.00000000,-0.00000000,0.01234797,-0.01234797,0.18352323,-0.18352325,0.86061395,-0.86061392,0.00000000,-0.00000000
-5.49574787,1.86630551,-1.86630553,0.46215860,-0.46215860,0.53955599,-0.53955599,0.77713754,-0.77713758,0.00000000,-0.00000000,0.01305526,-0.01305526,0.18636797,-0.18636799,0.85465257,-0.85465255,0.00000000,-0.00000000
-5.48974487,1.86785419,-1.86785421,0.45990362,-0.45990363,0.53632699,-0.53632698,0.78780215,-0.78780219,0.00000000,-0.00000000,0.01373968,-0.01373968,0.18904623,-0.18904625,0.84905018,-0.84905015,0.00000000,-0.00000000
-5.48374187,1.86856458,-1.86856460,0.45818891,-0.45818892,0.53258546,-0.53258545,0.79794063,-0.79794066,0.00000000,-0.00000000,0.01439308,-0.01439308,0.19149113,-0.19149115,0.84356505,-0.84356503,0.00000000,-0.00000000
-5.47773887,1.86790983,-1.86790985,0.45678737,-0.45678737,0.52826985,-0.52826984,0.80722697,-0.80722700,0.00000000,-0.00000000,0.01500725,-0.01500726,0.19363863,-0.19363865,0.83794334,-0.83794332,0.00000000,-0.00000000
-5.47173587,1.86538372,-1.86538374,0.45545796,-0.45545797,0.52333331,-0.52333331,0.81533779,-0.81533782,0.00000000,-0.00000000,0.01557416,-0.01557416,0.19542988,-0.19542990,0.83192689,-0.83192687,0.00000000,-0.00000000
-5.46573287,1.86051766,-1.86051768,0.45395507,-0.45395508,0.51774528,-0.51774528,0.82196370,-0.82196373,0.00000000,-0.00000000,0.01608602,-0.01608602,0.19681355,-0.19681357,0.82526084,-0.82526081,0.00000000,-0.00000000
-5.45972986,1.85289623,-1.85289624,0.45203779,-0.45203779,0.51149239,-0.51149239,0.82682041,-0.82682043,0.00000000,-0.00000000,0.01653548,-0.01653548,0.19774786,-0.19774787,0.81770093,-0.81770091,0.00000000,-0.00000000
-5.45372686,1.84217070,-1.84217071,0.44947884,-0.44947884,0.50457877,-0.50457877,0.82965901,-0.82965902,0.00000000,-0.00000000,0.01691574,-0.01691574,0.19820234,-0.19820235,0.80902035,-0.80902032,0.00000000,-0.00000000
-5.44772386,1.82807023,-1.82807023,0.44607274,-0.44607273,0.49702579,-0.49702578,0.83027511,-0.83027512,0.00000000,-0.00000000,0.01722077,-0.01722077,0.19815922,-0.19815923,0.79901592,-0.79901589,0.00000000,-0.00000000
-5.44172086,1.81041039,-1.81041039,0.44164293,-0.44164293,0.48887129,-0.48887129,0.82851651,-0.82851651,0.00000000,-0.00000000,0.01744537,-0.01744537,0.19761430,-0.19761431,0.78751380,-0.78751377,0.00000000,-0.00000000
-5.43571786,1.78909884,-1.78909883,0.43604772,-0.43604771,0.48016839,-0.48016839,0.82428896,-0.82428896,0.00000000,-0.00000000,0.01758540,-0.01758540,0.19657737,-0.19657738,0.77437434,-0.77437431,0.00000000,-0.00000000
-5.42971486,1.76413796,-1.76413795,0.42918469,-0.42918467,0.47098387,-0.47098387,0.81756000,-0.81755999,0.00000000,-0.00000000,0.01763781,-0.01763781,0.19507197,-0.19507198,0.75949628,-0.75949625,0.00000000,-0.00000000
-5.42371186,1.73562460,-1.73562459,0.42099372,-0.42099370,0.46139631,-0.46139630,0.80836059,-0.80836058,0.00000000,-0.00000000,0.01760085,-0.01760085,0.19313478,-0.19313478,0.74282010,-0.74282006,0.00000000,-0.00000000
-5.41770885,1.70374687,-1.70374686,0.41145836,-0.41145834,0.45149397,-0.45149397,0.79678460,-0.79678458,0.00000000,-0.00000000,0.01747405,-0.01747405,0.19081429,-0.19081430,0.72433048,-0.72433043,0.00000000,-0.00000000
-5.41170585,1.66877823,-1.66877821,0.40060576,-0.40060573,0.44137256,-0.44137257,0.78298615,-0.78298613,0.00000000,-0.00000000,0.01725835,-0.01725835,0.18816919,-0.18816920,0.70405791,-0.70405786,0.00000000,-0.00000000
-5.40570285,1.63106915,-1.63106913,0.38850514,-0.38850511,0.43113284,-0.43113285,0.76717504,-0.76717501,0.00000000,-0.00000000,0.01695612,-0.01695611,0.18526621,-0.18526622,0.68207927,-0.68207922,0.00000000,-0.00000000
-5.39969985,1.59103676,-1.59103674,0.37526499,-0.37526495,0.42087827,-0.42087827,0.74961042,-0.74961039,0.00000000,-0.00000000,0.01657109,-0.01657109,0.18217778,-0.18217779,0.65851741,-0.65851736,0.00000000,-0.00000000
-5.39369685,1.54915283,-1.54915281,0.36102918,-0.36102914,0.41071263,-0.41071264,0.73059311,-0.73059308,0.00000000,-0.00000000,0.01610838,-0.01610838,0.17897947,-0.17897947,0.63353967,-0.63353962,0.00000000,-0.00000000
-5.38769385,1.50593054,-1.50593053,0.34597213,-0.34597209,0.40073786,-0.40073787,0.71045683,-0.71045680,0.00000000,-0.00000000,0.01557438,-0.01557438,0.17574735,-0.17574736,0.60735532,-0.60735526,0.00000000,-0.00000000
-5.38169085,1.46191074,-1.46191073,0.33029338,-0.33029334,0.39105192,-0.39105193,0.68955882,-0.68955879,0.00000000,-0.00000000,0.01497661,-0.01497661,0.17255554,-0.17255555,0.58021193,-0.58021187,0.00000000,-0.00000000
-5.37568784,1.41764798,-1.41764797,0.31421162,-0.31421157,0.38174701,-0.38174703,0.66827019,-0.66827016,0.00000000,-0.00000000,0.01432361,-0.01432361,0.16947382,-0.16947383,0.55239074,-0.55239068,0.00000000,-0.00000000
-5.36968484,1.37369704,-1.37369703,0.29795855,-0.29795851,0.37290801,-0.37290802,0.64696642,-0.64696640,0.00000000,-0.00000000,0.01362471,-0.01362471,0.16656564,-0.16656565,0.52420106,-0.52420100,0.00000000,-0.00000000
-5.36368184,1.33060022,-1.33060022,0.28177271,-0.28177267,0.36461122,-0.36461124,0.62601832,-0.62601829,0.00000000,-0.00000000,0.01288988,-0.01288988,0.16388651,-0.16388652,0.49597389,-0.49597383,0.00000000,-0.00000000
-5.35767884,1.28887597,-1.28887597,0.26589345,-0.26589341,0.35692357,-0.35692359,0.60578375,-0.60578373,0.00000000,-0.00000000,0.01212946,-0.01212946,0.16148282,-0.16148283,0.46805476,-0.46805470,0.00000000,-0.00000000
-5.35167584,1.24900897,-1.24900897,0.25055523,-0.25055519,0.34990204,-0.34990206,0.58660037,-0.58660036,0.00000000,-0.00000000,0.01135394,-0.01135394,0.15939120,-0.15939121,0.44079619,-0.44079614,0.00000000,-0.00000000
-5.34567284,1.21144203,-1.21144203,0.23598233,-0.23598230,0.34359356,-0.34359358,0.56877946,-0.56877944,0.00000000,-0.00000000,0.01057375,-0.01057375,0.15763830,-0.15763830,0.41454974,-0.41454969,0.00000000,-0.00000000
