energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.85592796,0.35985099,0.00091149,0.18533191,0.00269737,0.04554504,0.07962464,0.16240001
-5.84992496,0.40009777,0.00100115,0.20603669,0.00300134,0.05086815,0.08788097,0.18074164
-5.84392196,0.44223940,0.00109175,0.22772884,0.00332051,0.05645535,0.09639252,0.20000133
-5.83791896,0.48586497,0.00118202,0.25019135,0.00365174,0.06226287,0.10505561,0.21999176
-5.83191596,0.53049908,0.00127059,0.27317243,0.00399137,0.06823942,0.11375478,0.24049402
-5.82591296,0.57560896,0.00135601,0.29638891,0.00433526,0.07432721,0.12236499,0.26126030
-5.81990995,0.62061410,0.00143681,0.31953102,0.00467885,0.08046318,0.13075423,0.28201798
-5.81390695,0.66489851,0.00151152,0.34226855,0.00501724,0.08658060,0.13878674,0.30247475
-5.80790395,0.70782503,0.00157873,0.36425808,0.00534533,0.09261091,0.14632637,0.32232492
-5.80190095,0.74875154,0.00163713,0.38515136,0.00565789,0.09848576,0.15324038,0.34125670
-5.79589795,0.78704828,0.00168554,0.40460429,0.00594973,0.10413918,0.15940315,0.35896006
-5.78989495,0.82211578,0.00172296,0.42228634,0.00621583,0.10950973,0.16469992,0.37513516
-5.78389195,0.85340261,0.00174861,0.43789003,0.00645147,0.11454263,0.16903032,0.38950083
-5.77788894,0.88042222,0.00176194,0.45114000,0.00665238,0.11919161,0.17231143,0.40180283
-5.77188594,0.90276804,0.00176268,0.46180147,0.00681487,0.12342054,0.17448046,0.41182156
-5.76588294,0.92012622,0.00175080,0.46968744,0.00693591,0.12720463,0.17549670,0.41937883
-5.75987994,0.93228541,0.00172658,0.47466459,0.00701331,0.13053114,0.17534278,0.42434349
-5.75387694,0.93914288,0.00169051,0.47665744,0.00704567,0.13339958,0.17402516,0.42663550
-5.74787394,0.94070697,0.00164338,0.47565055,0.00703253,0.13582131,0.17157383,0.42622844
-5.74187094,0.93709543,0.00158614,0.47168881,0.00697433,0.13781861,0.16804118,0.42315011
-5.73586793,0.92852985,0.00151995,0.46487564,0.00687240,0.13942319,0.16350021,0.41748143
-5.72986493,0.91532637,0.00144613,0.45536923,0.00672891,0.14067420,0.15804204,0.40935349
-5.72386193,0.89788310,0.00136607,0.44337700,0.00654682,0.14161587,0.15177288,0.39894298
-5.71785893,0.87666486,0.00128123,0.42914857,0.00632975,0.14229492,0.14481069,0.38646618
-5.71185593,0.85218589,0.00119308,0.41296745,0.00608188,0.14275775,0.13728150,0.37217174
-5.70585293,0.82499142,0.00110307,0.39514192,0.00580783,0.14304773,0.12931566,0.35633273
-5.69984992,0.79563893,0.00101258,0.37599544,0.00551250,0.14320264,0.12104420,0.33923804
-5.69384692,0.76467989,0.00092289,0.35585704,0.00520092,0.14325243,0.11259532,0.32118376
-5.68784392,0.73264292,0.00083514,0.33505205,0.00487812,0.14321742,0.10409124,0.30246474
-5.68184092,0.70001886,0.00075036,0.31389349,0.00454901,0.14310703,0.09564550,0.28336673
-5.67583792,0.66724859,0.00066938,0.29267458,0.00421824,0.14291928,0.08736068,0.26415931
-5.66983492,0.63471378,0.00059288,0.27166238,0.00389010,0.14264078,0.07932672,0.24508995
-5.66383192,0.60273097,0.00052140,0.25109294,0.00356845,0.14224751,0.07161982,0.22637931
-5.65782891,0.57154890,0.00045527,0.23116797,0.00325665,0.14170625,0.06430184,0.20821783
-5.65182591,0.54134912,0.00039470,0.21205291,0.00295752,0.14097650,0.05742024,0.19076369
-5.64582291,0.51224947,0.00033975,0.19387663,0.00267330,0.14001289,0.05100853,0.17414216
-5.63981991,0.48431000,0.00029038,0.17673233,0.00240572,0.13876786,0.04508705,0.15844610
-5.63381691,0.45754100,0.00024642,0.16067962,0.00215594,0.13719460,0.03966414,0.14373757
-5.62781391,0.43191223,0.00020763,0.14574762,0.00192464,0.13524984,0.03473751,0.13005029
-5.62181091,0.40736302,0.00017371,0.13193860,0.00171206,0.13289656,0.03029576,0.11739283
-5.61580790,0.38381246,0.00014430,0.11923223,0.00151803,0.13010638,0.02632004,0.10575226
-5.60980490,0.36116924,0.00011901,0.10758992,0.00134206,0.12686152,0.02278564,0.09509797
-5.60380190,0.33934045,0.00009747,0.09695923,0.00118340,0.12315613,0.01966356,0.08538561
-5.59779890,0.31823929,0.00007926,0.08727802,0.00104110,0.11899715,0.01692197,0.07656090
-5.59179590,0.29779101,0.00006399,0.07847827,0.00091405,0.11440447,0.01452751,0.06856309
-5.58579290,0.27793729,0.00005130,0.07048944,0.00080109,0.10941044,0.01244640,0.06132811
-5.57978989,0.25863882,0.00004084,0.06324124,0.00070099,0.10405888,0.01064545,0.05479120
-5.57378689,0.23987614,0.00003228,0.05666587,0.00061252,0.09840357,0.00909274,0.04888908
-5.56778389,0.22164910,0.00002533,0.05069963,0.00053452,0.09250626,0.00775823,0.04356155
-5.56178089,0.20397487,0.00001974,0.04528403,0.00046586,0.08643454,0.00661416,0.03875267
-5.55577789,0.18688517,0.00001528,0.04036640,0.00040549,0.08025941,0.00563528,0.03441144
-5.54977489,0.17042259,0.00001174,0.03590002,0.00035245,0.07405293,0.00479895,0.03049214
-5.54377189,0.15463677,0.00000896,0.03184404,0.00030588,0.06788588,0.00408518,0.02695430
-5.53776888,0.13958037,0.00000679,0.02816302,0.00026501,0.06182567,0.00347657,0.02376250
-5.53176588,0.12530529,0.00000511,0.02482641,0.00022916,0.05593446,0.00295810,0.02088595
-5.52576288,0.11185938,0.00000381,0.02180794,0.00019774,0.05026776,0.00251708,0.01829800
-5.51975988,0.09928366,0.00000283,0.01908493,0.00017022,0.04487323,0.00214286,0.01597564
-5.51375688,0.08761036,0.00000208,0.01663770,0.00014616,0.03979010,0.00182674,0.01389898
-5.50775388,0.07686166,0.00000152,0.01444909,0.00012518,0.03504883,0.00156176,0.01205084
-5.50175088,0.06704924,0.00000111,0.01250408,0.00010694,0.03067122,0.00134260,0.01041641
-5.49574787,0.05817468,0.00000080,0.01078950,0.00009116,0.02667091,0.00116547,0.00898304
-5.48974487,0.05023039,0.00000057,0.00929403,0.00007761,0.02305411,0.00102810,0.00774013
-5.48374187,0.04320134,0.00000041,0.00800819,0.00006607,0.01982059,0.00092971,0.00667925
-5.47773887,0.03706713,0.00000029,0.00692463,0.00005638,0.01696486,0.00087111,0.00579428
-5.47173587,0.03180454,0.00000020,0.00603844,0.00004839,0.01447744,0.00085481,0.00508176
-5.46573287,0.02739029,0.00000014,0.00534769,0.00004201,0.01234623,0.00088521,0.00454132
-5.45972986,0.02380408,0.00000010,0.00485402,0.00003715,0.01055785,0.00096884,0.00417628
-5.45372686,0.02103154,0.00000007,0.00456331,0.00003376,0.00909894,0.00111467,0.00399425
-5.44772386,0.01906723,0.00000005,0.00448648,0.00003182,0.00795740,0.00133441,0.00400787
-5.44172086,0.01791753,0.00000003,0.00464032,0.00003136,0.00712348,0.00164295,0.00423565
-5.43571786,0.01760331,0.00000003,0.00504828,0.00003241,0.00659077,0.00205874,0.00470269
-5.42971486,0.01816224,0.00000002,0.00574134,0.00003506,0.00635699,0.00260421,0.00544159
-5.42371186,0.01965087,0.00000002,0.00675875,0.00003943,0.00642459,0.00330620,0.00649315
-5.41770885,0.02214609,0.00000003,0.00814875,0.00004566,0.00680118,0.00419633,0.00790710
-5.41170585,0.02574619,0.00000004,0.00996906,0.00005394,0.00749973,0.00531129,0.00974261
-5.40570285,0.03057113,0.00000006,0.01228722,0.00006448,0.00853851,0.00669309,0.01206871
-5.39969985,0.03676209,0.00000008,0.01518066,0.00007752,0.00994085,0.00838909,0.01496429
-5.39369685,0.04448022,0.00000012,0.01873640,0.00009332,0.01173457,0.01045192,0.01851793
-5.38769385,0.05390428,0.00000018,0.02305033,0.00011216,0.01395122,0.01293907,0.02282718
-5.38169085,0.06522733,0.00000027,0.02822608,0.00013434,0.01662500,0.01591236,0.02799746
-5.37568784,0.07865221,0.00000039,0.03437328,0.00016014,0.01979146,0.01943698,0.03414039
-5.36968484,0.09438588,0.00000057,0.04160529,0.00018985,0.02348595,0.02358020,0.04137147
-5.36368184,0.11263263,0.00000082,0.05003630,0.00022374,0.02774180,0.02840985,0.04980727
-5.35767884,0.13358619,0.00000117,0.05977782,0.00026206,0.03258841,0.03399228,0.05956184
-5.35167584,0.15742091,0.00000166,0.07093467,0.00030501,0.03804914,0.04039010,0.07074269
-5.34567284,0.18428225,0.00000234,0.08360039,0.00035277,0.04413918,0.04765959,0.08344613
-5.33966983,0.21427683,0.00000328,0.09785237,0.00040547,0.05086343,0.05584786,0.09775230
-5.33366683,0.24746250,0.00000455,0.11374669,0.00046318,0.05821453,0.06498988,0.11371989
-5.32766383,0.28383880,0.00000628,0.13131301,0.00052597,0.06617111,0.07510549,0.13138085
-5.32166083,0.32333832,0.00000860,0.15054965,0.00059386,0.07469636,0.08619650,0.15073527
-5.31565783,0.36581956,0.00001168,0.17141918,0.00066686,0.08373715,0.09824408,0.17174674
-5.30965483,0.41106180,0.00001576,0.19384477,0.00074501,0.09322358,0.11120652,0.19433848
-5.30365183,0.45876244,0.00002112,0.21770764,0.00082838,0.10306928,0.12501764,0.21839047
-5.29764882,0.50853738,0.00002810,0.24284579,0.00091715,0.11317243,0.13958595,0.24373790
-5.29164582,0.55992471,0.00003711,0.26905433,0.00101163,0.12341743,0.15479463,0.27017126
-5.28564282,0.61239194,0.00004866,0.29608757,0.00111233,0.13367748,0.17050262,0.29743807
-5.27963982,0.66534691,0.00006335,0.32366288,0.00121999,0.14381774,0.18654670,0.32524663
-5.27363682,0.71815212,0.00008189,0.35146657,0.00133570,0.15369918,0.20274472,0.35327159
-5.26763382,0.77014234,0.00010509,0.37916139,0.00146088,0.16318300,0.21889987,0.38116137
-5.26163082,0.82064465,0.00013392,0.40639580,0.00159740,0.17213530,0.23480589,0.40854735
-5.25562781,0.86900059,0.00016944,0.43281441,0.00174760,0.18043197,0.25025310,0.43505440
-5.24962481,0.91458913,0.00021285,0.45806946,0.00191431,0.18796352,0.26503501,0.46031236
-5.24362181,0.95684966,0.00026550,0.48183262,0.00210090,0.19463960,0.27895521,0.48396825
-5.23761881,0.99530380,0.00032882,0.50380675,0.00231125,0.20039302,0.29183426,0.50569827
-5.23161581,1.02957495,0.00040437,0.52373696,0.00254970,0.20518305,0.30351624,0.52521938
-5.22561281,1.05940435,0.00049378,0.54142038,0.00282105,0.20899770,0.31387465,0.54229968
-5.21960980,1.08466295,0.00059871,0.55671411,0.00313038,0.21185506,0.32281721,0.55676706
-5.21360680,1.10535795,0.00072087,0.56954088,0.00348300,0.21380331,0.33028950,0.56851563
-5.20760380,1.12163376,0.00086189,0.57989199,0.00388425,0.21491962,0.33627695,0.57750959
-5.20160080,1.13376698,0.00102333,0.58782734,0.00433931,0.21530777,0.34080524,0.58378417
-5.19559780,1.14215539,0.00120660,0.59347245,0.00485300,0.21509462,0.34393892,0.58744359
-5.18959480,1.14730148,0.00141290,0.59701246,0.00542958,0.21442564,0.34577830,0.58865603
-5.18359180,1.14979106,0.00164315,0.59868348,0.00607243,0.21345966,0.34645475,0.58764585
-5.17758879,1.15026805,0.00189793,0.59876155,0.00678387,0.21236296,0.34612462,0.58468338
-5.17158579,1.14940653,0.00217743,0.59754990,0.00756495,0.21130319,0.34496204,0.58007286
-5.16558279,1.14788162,0.00248137,0.59536502,0.00841518,0.21044327,0.34315104,0.57413899
-5.15957979,1.14634046,0.00280902,0.59252232,0.00933242,0.20993547,0.34087735,0.56721296
-5.15357679,1.14537492,0.00315909,0.58932226,0.01031276,0.20991622,0.33832024,0.55961856
-5.14757379,1.14549739,0.00352982,0.58603740,0.01135044,0.21050154,0.33564504,0.55165915
-5.14157079,1.14712090,0.00391890,0.58290139,0.01243790,0.21178358,0.33299643,0.54360611
-5.13556778,1.15054445,0.00432358,0.58010021,0.01356585,0.21382819,0.33049316,0.53568940
-5.12956478,1.15594445,0.00474066,0.57776624,0.01472345,0.21667372,0.32822416,0.52809062
-5.12356178,1.16337230,0.00516661,0.57597536,0.01589855,0.22033100,0.32624647,0.52093887
-5.11755878,1.17275845,0.00559762,0.57474718,0.01707798,0.22478442,0.32458486,0.51430964
-5.11155578,1.18392216,0.00602975,0.57404836,0.01824796,0.22999413,0.32323320,0.50822649
-5.10555278,1.19658661,0.00645898,0.57379857,0.01939448,0.23589897,0.32215748,0.50266548
-5.09954977,1.21039815,0.00688138,0.57387884,0.02050376,0.24242018,0.32130012,0.49756186
-5.09354677,1.22494856,0.00729318,0.57414166,0.02156270,0.24946551,0.32058542,0.49281868
-5.08754377,1.23979905,0.00769088,0.57442212,0.02255928,0.25693354,0.31992571,0.48831655
-5.08154077,1.25450458,0.00807135,0.57454955,0.02348298,0.26471808,0.31922791,0.48392413
-5.07553777,1.26863725,0.00843187,0.57435877,0.02432517,0.27271235,0.31839997,0.47950863
-5.06953477,1.28180752,0.00877017,0.57370050,0.02507929,0.28081282,0.31735705,0.47494565
-5.06353177,1.29368241,0.00908447,0.57245030,0.02574114,0.28892268,0.31602697,0.47012805
-5.05752876,1.30399980,0.00937341,0.57051560,0.02630893,0.29695471,0.31435467,0.46497323
-5.05152576,1.31257849,0.00963608,0.56784054,0.02678330,0.30483371,0.31230565,0.45942857
-5.04552276,1.31932388,0.00987188,0.56440852,0.02716727,0.31249831,0.30986814,0.45347489
-5.03951976,1.32422932,0.01008050,0.56024240,0.02746603,0.31990236,0.30705401,0.44712787
-5.03351676,1.32737348,0.01026180,0.55540262,0.02768678,0.32701586,0.30389852,0.44043743
-5.02751376,1.32891439,0.01041574,0.54998340,0.02783835,0.33382552,0.30045893,0.43348539
-5.02151076,1.32908065,0.01054224,0.54410739,0.02793095,0.34033504,0.29681219,0.42638153
-5.01550775,1.32816067,0.01064117,0.53791932,0.02797577,0.34656510,0.29305189,0.41925844
-5.00950475,1.32649048,0.01071224,0.53157892,0.02798463,0.35255306,0.28928461,0.41226554
-5.00350175,1.32444097,0.01075500,0.52525354,0.02796962,0.35835242,0.28562590,0.40556252
-4.99749875,1.32240482,0.01076881,0.51911106,0.02794277,0.36403191,0.28219611,0.39931267
-4.99149575,1.32078365,0.01075286,0.51331311,0.02791572,0.36967422,0.27911618,0.39367627
-4.98549275,1.31997567,0.01070626,0.50800905,0.02789946,0.37537415,0.27650347,0.38880429
-4.97948974,1.32036379,0.01062806,0.50333079,0.02790408,0.38123621,0.27446785,0.38483271
-4.97348674,1.32230419,0.01051738,0.49938852,0.02793854,0.38737153,0.27310799,0.38187739
-4.96748374,1.32611550,0.01037348,0.49626735,0.02801048,0.39389401,0.27250804,0.38002972
-4.96148074,1.33206814,0.01019590,0.49402484,0.02812606,0.40091574,0.27273449,0.37935303
-4.95547774,1.34037415,0.00998458,0.49268930,0.02828981,0.40854176,0.27383356,0.37987969
-4.94947474,1.35117723,0.00973991,0.49225886,0.02850449,0.41686426,0.27582888,0.38160908
-4.94347174,1.36454336,0.00946282,0.49270101,0.02877097,0.42595640,0.27871963,0.38450627
-4.93746873,1.38045217,0.00915485,0.49395284,0.02908815,0.43586612,0.28247914,0.38850140
-4.93146573,1.39878961,0.00881819,0.49592172,0.02945286,0.44661018,0.28705415,0.39348999
-4.92546273,1.41934233,0.00845561,0.49848650,0.02985982,0.45816888,0.29236461,0.39933396
-4.91945973,1.44179453,0.00807049,0.50149935,0.03030162,0.47048177,0.29830429,0.40586358
-4.91345673,1.46572788,0.00766671,0.50478819,0.03076883,0.48344491,0.30474224,0.41288032
-4.90745373,1.49062513,0.00724861,0.50815984,0.03125001,0.49690983,0.31152511,0.42016073
-4.90145073,1.51587795,0.00682082,0.51140395,0.03173198,0.51068459,0.31848044,0.42746120
-4.89544772,1.54079929,0.00638819,0.51429781,0.03220004,0.52453712,0.32542097,0.43452381
-4.88944472,1.56464033,0.00595567,0.51661195,0.03263834,0.53820082,0.33214980,0.44108301
-4.88344172,1.58661191,0.00552812,0.51811649,0.03303027,0.55138247,0.33846640,0.44687305
-4.87743872,1.60590987,0.00511028,0.51858822,0.03335901,0.56377207,0.34417329,0.45163607
-4.87143572,1.62174342,0.00470661,0.51781810,0.03360803,0.57505443,0.34908313,0.45513048
-4.86543272,1.63336570,0.00432123,0.51561896,0.03376172,0.58492191,0.35302609,0.45713937
-4.85942971,1.64010503,0.00395785,0.51183319,0.03380597,0.59308775,0.35585696,0.45747873
-4.85342671,1.64139544,0.00361973,0.50633993,0.03372878,0.59929941,0.35746199,0.45600495
-4.84742371,1.63680515,0.00330964,0.49906161,0.03352079,0.60335127,0.35776489,0.45262139
-4.84142071,1.62606133,0.00302990,0.48996933,0.03317579,0.60509584,0.35673179,0.44728370
-4.83541771,1.60907002,0.00278236,0.47908685,0.03269108,0.60445325,0.35437499,0.44000355
-4.82941471,1.58592995,0.00256844,0.46649305,0.03206773,0.60141813,0.35075505,0.43085058
-4.82341171,1.55693958,0.00238921,0.45232255,0.03131074,0.59606376,0.34598143,0.41995260
-4.81740870,1.52259683,0.00224538,0.43676446,0.03042904,0.58854320,0.34021123,0.40749371
-4.81140570,1.48359143,0.00213739,0.42005934,0.02943532,0.57908724,0.33364643,0.39371072
-4.80540270,1.44079023,0.00206544,0.40249435,0.02834574,0.56799938,0.32652943,0.37888779
-4.79939970,1.39521594,0.00202956,0.38439693,0.02717953,0.55564802,0.31913725,0.36334954
-4.79339670,1.34802043,0.00202961,0.36612710,0.02595847,0.54245617,0.31177451,0.34745308
-4.78739370,1.30045358,0.00206532,0.34806878,0.02470626,0.52888932,0.30476556,0.33157902
-4.78139070,1.25382902,0.00213632,0.33062049,0.02344786,0.51544183,0.29844595,0.31612204
-4.77538769,1.20948829,0.00224213,0.31418565,0.02220877,0.50262248,0.29315370,0.30148125
-4.76938469,1.16876446,0.00238214,0.29916298,0.02101435,0.49093987,0.28922054,0.28805072
-4.76338169,1.13294693,0.00255560,0.28593723,0.01988910,0.48088802,0.28696348,0.27621046
-4.75737869,1.10324811,0.00276161,0.27487044,0.01885599,0.47293282,0.28667694,0.26631817
-4.75137569,1.08077333,0.00299908,0.26629423,0.01793594,0.46749963,0.28862572,0.25870195
-4.74537269,1.06649449,0.00326667,0.26050296,0.01714726,0.46496246,0.29303884,0.25365406
-4.73936968,1.06122810,0.00356278,0.25774817,0.01650524,0.46563483,0.30010452,0.25142600
-4.73336668,1.06561804,0.00388552,0.25823425,0.01602189,0.46976253,0.30996632,0.25222478
-4.72736368,1.08012319,0.00423265,0.26211539,0.01570568,0.47751838,0.32272043,0.25621050
-4.72136068,1.10500995,0.00460159,0.26949386,0.01556147,0.48899885,0.33841417,0.26349516
-4.71535768,1.14034955,0.00498940,0.28041947,0.01559053,0.50422267,0.35704570,0.27414261
-4.70935468,1.18601997,0.00539280,0.29489025,0.01579064,0.52313127,0.37856477,0.28816963
-4.70335168,1.24171214,0.00580814,0.31285417,0.01615632,0.54559096,0.40287459,0.30554780
-4.69734867,1.30694030,0.00623152,0.33421181,0.01667910,0.57139683,0.42983457,0.32620628
-4.69134567,1.38105600,0.00665879,0.35881976,0.01734792,0.60027829,0.45926394,0.35003510
-4.68534267,1.46326549,0.00708565,0.38649470,0.01814957,0.63190610,0.49094611,0.37688895
-4.67933967,1.55265010,0.00750775,0.41701781,0.01906918,0.66590087,0.52463351,0.40659112
-4.67333667,1.64818911,0.00792080,0.45013947,0.02009079,0.70184294,0.56005294,0.43893758
-4.66733367,1.74878459,0.00832070,0.48558392,0.02119785,0.73928341,0.59691111,0.47370088
-4.66133067,1.85328761,0.00870369,0.52305374,0.02237384,0.77775616,0.63490027,0.51063370
-4.65532766,1.96052506,0.00906648,0.56223396,0.02360277,0.81679064,0.67370367,0.54947203
-4.64932466,2.06932635,0.00940638,0.60279563,0.02486971,0.85592498,0.71300076,0.58993764
-4.64332166,2.17854902,0.00972144,0.64439875,0.02616119,0.89471910,0.75247185,0.63173995
-4.63731866,2.28710244,0.01001058,0.68669444,0.02746561,0.93276723,0.79180215,0.67457717
-4.63131566,2.39396869,0.01027365,0.72932646,0.02877343,0.96970932,0.83068503,0.71813675
-4.62531266,2.49821958,0.01051148,0.77193205,0.03007733,1.00524085,0.86882440,0.76209527
-4.61930965,2.59902940,0.01072590,0.81414222,0.03137221,1.03912035,0.90593625,0.80611785
-4.61330665,2.69568251,0.01091971,0.85558184,0.03265507,1.07117415,0.94174928,0.84985742
-4.60730365,2.78757564,0.01109660,0.89586955,0.03392468,1.10129803,0.97600479,0.89295398
-4.60130065,2.87421474,0.01126099,0.93461805,0.03518126,1.12945541,1.00845595,0.93503421
-4.59529765,2.95520667,0.01141790,0.97143481,0.03642593,1.15567195,1.03886663,0.97571176
-4.58929465,3.03024631,0.01157269,1.00592375,0.03766012,1.18002680,1.06701004,1.01458845
-4.58329165,3.09909982,0.01173083,1.03768791,0.03888499,1.20264064,1.09266746,1.05125661
-4.57728864,3.16158535,0.01189760,1.06633349,0.04010071,1.22366119,1.11562724,1.08530290
-4.57128564,3.21755233,0.01207782,1.09147522,0.04130590,1.24324683,1.13568443,1.11631342
-4.56528264,3.26686089,0.01227555,1.11274306,0.04249704,1.26154929,1.15264110,1.14388043
-4.55927964,3.30936279,0.01249381,1.12979018,0.04366805,1.27869635,1.16630763,1.16761026
-4.55327664,3.34488531,0.01273437,1.14230183,0.04480994,1.29477569,1.17650490,1.18713241
-4.54727364,3.37321926,0.01299751,1.15000485,0.04591077,1.30982079,1.18306757,1.20210929
-4.54127064,3.39411213,0.01328191,1.15267728,0.04695560,1.32380008,1.18584805,1.21224635
-4.53526763,3.40726693,0.01358462,1.15015760,0.04792682,1.33660982,1.18472134,1.21730205
-4.52926463,3.41234711,0.01390097,1.14235301,0.04880456,1.34807156,1.17959027,1.21709702
-4.52326163,3.40898726,0.01422479,1.12924632,0.04956731,1.35793435,1.17039083,1.21152219
-4.51725863,3.39680923,0.01454845,1.11090082,0.05019272,1.36588174,1.15709747,1.20054504
-4.51125563,3.37544256,0.01486318,1.08746286,0.05065844,1.37154335,1.13972776,1.18421392
-4.50525263,3.34454821,0.01515935,1.05916177,0.05094310,1.37451038,1.11834633,1.16265991
-4.49924962,3.30384408,0.01542682,1.02630710,0.05102725,1.37435434,1.09306761,1.13609609
-4.49324662,3.25313060,0.01565532,0.98928303,0.05089431,1.37064782,1.06405724,1.10481422
-4.48724362,3.19231513,0.01583485,0.94854026,0.05053139,1.36298637,1.03153190,1.06917889
-4.48124062,3.12143324,0.01595611,0.90458559,0.04992997,1.35101010,0.99575761,1.02961934
-4.47523762,3.04066586,0.01601084,0.85796964,0.04908652,1.33442385,0.95704631,0.98661930
-4.46923462,2.95035098,0.01599220,0.80927324,0.04800271,1.31301487,0.91575095,0.94070531
-4.46323162,2.85098919,0.01589501,0.75909308,0.04668563,1.28666702,0.87225920,0.89243388
-4.45722861,2.74324263,0.01571597,0.70802712,0.04514764,1.25537077,0.82698600,0.84237825
-4.45122561,2.62792731,0.01545384,0.65666049,0.04340601,1.21922852,0.78036521,0.79111502
-4.44522261,2.50599911,0.01510942,0.60555240,0.04148246,1.17845500,0.73284081,0.73921130
-4.43921961,2.37853407,0.01468559,0.55522438,0.03940245,1.13337297,0.68485772,0.68721282
-4.43321661,2.24670404,0.01418715,0.50615041,0.03719432,1.08440436,0.63685288,0.63563336
-4.42721361,2.11174871,0.01362064,0.45874918,0.03488846,1.03205755,0.58924674,0.58494574
-4.42121061,1.97494547,0.01299412,0.41337848,0.03251629,0.97691149,0.54243539,0.53557468
-4.41520760,1.83757831,0.01231683,0.37033194,0.03010935,0.91959754,0.49678376,0.48789151
-4.40920460,1.70090728,0.01159891,0.32983795,0.02769839,0.86078005,0.45261992,0.44221088
-4.40320160,1.56613967,0.01085103,0.29206064,0.02531254,0.80113648,0.41023072,0.39878925
-4.39719860,1.43440402,0.01008405,0.25710262,0.02297861,0.74133809,0.36985869,0.35782516
-4.39119560,1.30672792,0.00930867,0.22500927,0.02072050,0.68203206,0.33170046,0.31946099
-4.38519260,1.18402017,0.00853518,0.19577420,0.01855878,0.62382553,0.29590644,0.28378603
-4.37918959,1.06705781,0.00777312,0.16934563,0.01651041,0.56727230,0.26258172,0.25084063
-4.37318659,0.95647807,0.00703113,0.14563315,0.01458863,0.51286241,0.23178813,0.22062103
-4.36718359,0.85277525,0.00631674,0.12451485,0.01280295,0.46101475,0.20354729,0.19308484
-4.36118059,0.75630212,0.00563630,0.10584429,0.01115928,0.41207286,0.17784432,0.16815674
-4.35517759,0.66727545,0.00499486,0.08945723,0.00966025,0.36630360,0.15463226,0.14573426
-4.34917459,0.58578502,0.00439622,0.07517783,0.00830543,0.32389846,0.13383671,0.12569341
-4.34317159,0.51180533,0.00384295,0.06282425,0.00709181,0.28497730,0.11536079,0.10789413
-4.33716858,0.44520944,0.00333643,0.05221355,0.00601419,0.24959377,0.09908995,0.09218525
-4.33116558,0.38578395,0.00287701,0.04316580,0.00506561,0.21774231,0.08489677,0.07840904
-4.32516258,0.33324457,0.00246411,0.03550744,0.00423779,0.18936596,0.07264526,0.06640514
-4.31915958,0.28725160,0.00209636,0.02907385,0.00352157,0.16436466,0.06219492,0.05601403
-4.31315658,0.24742471,0.00177177,0.02371125,0.00290728,0.14260368,0.05340415,0.04707986
-4.30715358,0.21335657,0.00148786,0.01927799,0.00238508,0.12392170,0.04613319,0.03945268
