energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-3.32266133,0.89936199,0.10692553,0.62210949,0.00003373,0.06758214,0.07354876,0.08056940,0.00051511,0.19247021
-3.31665833,0.90007876,0.10657595,0.62750738,0.00004454,0.06739939,0.07399187,0.07794079,0.00050174,0.19028740
-3.31065533,0.90367496,0.10661629,0.63514911,0.00005854,0.06735727,0.07454750,0.07554285,0.00049141,0.18864117
-3.30465233,0.91075560,0.10711446,0.64546301,0.00007649,0.06748803,0.07524749,0.07345339,0.00048489,0.18765146
-3.29864932,0.92189034,0.10812600,0.65886583,0.00009934,0.06781933,0.07612465,0.07174320,0.00048302,0.18741828
-3.29264632,0.93760995,0.10969310,0.67576078,0.00012817,0.06837408,0.07721337,0.07047516,0.00048677,0.18802013
-3.28664332,0.95840448,0.11184413,0.69653591,0.00016427,0.06917040,0.07855015,0.06970380,0.00049719,0.18951325
-3.28064032,0.98472244,0.11459382,0.72156228,0.00020909,0.07022182,0.08017425,0.06947516,0.00051549,0.19193194
-3.27463732,1.01697061,0.11794396,0.75119170,0.00026433,0.07153759,0.08212828,0.06982714,0.00054296,0.19528967
-3.26863432,1.05551373,0.12188463,0.78575345,0.00033187,0.07312314,0.08445857,0.07079000,0.00058107,0.19958094
-3.26263132,1.10067353,0.12639577,0.82554972,0.00041381,0.07498063,0.08721536,0.07238716,0.00063139,0.20478379
-3.25662831,1.15272663,0.13144913,0.87084960,0.00051243,0.07710946,0.09045273,0.07463606,0.00069560,0.21086272
-3.25062531,1.21190075,0.13701028,0.92188133,0.00063022,0.07950678,0.09422806,0.07754915,0.00077550,0.21777181
-3.24462231,1.27836898,0.14304077,0.97882291,0.00076979,0.08216798,0.09860115,0.08113469,0.00087294,0.22545793
-3.23861931,1.35224196,0.14950001,1.04179121,0.00093388,0.08508697,0.10363286,0.08539750,0.00098979,0.23386376
-3.23261631,1.43355800,0.15634713,1.11082972,0.00112527,0.08825646,0.10938324,0.09033948,0.00112790,0.24293043
-3.22661331,1.52227131,0.16354225,1.18589567,0.00134673,0.09166793,0.11590933,0.09595980,0.00128900,0.25259969
-3.22061031,1.61823881,0.17104748,1.26684667,0.00160095,0.09531158,0.12326240,0.10225486,0.00147470,0.26281538
-3.21460730,1.72120610,0.17882725,1.35342800,0.00189042,0.09917601,0.13148496,0.10921782,0.00168633,0.27352419
-3.20860430,1.83079331,0.18684817,1.44526084,0.00221738,0.10324778,0.14060757,0.11683796,0.00192493,0.28467561
-3.20260130,1.94648174,0.19507826,1.54183263,0.00258367,0.10751089,0.15064548,0.12509957,0.00219110,0.29622110
-3.19659830,2.06760235,0.20348578,1.64249007,0.00299066,0.11194610,0.16159543,0.13398081,0.00248498,0.30811256
-3.19059530,2.19332698,0.21203748,1.74643576,0.00343912,0.11653027,0.17343260,0.14345232,0.00280614,0.32030021
-3.18459230,2.32266343,0.22069669,1.85272892,0.00392912,0.12123568,0.18610814,0.15347581,0.00315350,0.33272997
-3.17858929,2.45445533,0.22942119,1.96029098,0.00445995,0.12602942,0.19954717,0.16400277,0.00352535,0.34534071
-3.17258629,2.58738758,0.23816110,2.06791631,0.00503004,0.13087296,0.21364770,0.17497331,0.00391924,0.35806137
-3.16658329,2.71999799,0.24685703,2.17428829,0.00563690,0.13572183,0.22828046,0.18631540,0.00433202,0.37080846
-3.16058029,2.85069557,0.25543861,2.27800071,0.00627710,0.14052564,0.24328982,0.19794440,0.00475984,0.38348393
-3.15457729,2.97778532,0.26382355,2.37758422,0.00694624,0.14522829,0.25849592,0.20976322,0.00519820,0.39597378
-3.14857429,3.09949961,0.27191746,2.47153724,0.00763899,0.14976859,0.27369793,0.22166293,0.00564203,0.40814766
-3.14257129,3.21403515,0.27961447,2.55836058,0.00834913,0.15408111,0.28867856,0.23352404,0.00608574,0.41985938
-3.13656828,3.31959491,0.28679869,2.63659475,0.00906966,0.15809741,0.30320952,0.24521838,0.00652342,0.43094859
-3.13056528,3.41443356,0.29334653,2.70485864,0.00979289,0.16174757,0.31705803,0.25661149,0.00694891,0.44124369
-3.12456228,3.49690489,0.29912986,2.76188833,0.01051058,0.16496194,0.32999390,0.26756554,0.00735599,0.45056562
-3.11855928,3.56550949,0.30401985,2.80657447,0.01121414,0.16767306,0.34179712,0.27794268,0.00773855,0.45873281
-3.11255628,3.61894073,0.30789127,2.83799678,0.01189477,0.16981775,0.35226546,0.28760861,0.00809074,0.46556664
-3.10655328,3.65612714,0.31062722,2.85545421,0.01254369,0.17133916,0.36122193,0.29643628,0.00840715,0.47089762
-3.10055028,3.67626936,0.31212379,2.85848948,0.01315234,0.17218879,0.36852158,0.30430963,0.00868297,0.47457156
-3.09454727,3.67886987,0.31229472,2.84690685,0.01371256,0.17232827,0.37405745,0.31112702,0.00891415,0.47645571
-3.08854427,3.66375409,0.31107547,2.82078231,0.01421682,0.17173097,0.37776526,0.31680442,0.00909745,0.47644448
-3.08254127,3.63108184,0.30842681,2.78046562,0.01465837,0.17038320,0.37962666,0.32127806,0.00923061,0.47446437
-3.07653827,3.58134842,0.30433742,2.72657397,0.01503145,0.16828499,0.37967073,0.32450641,0.00931235,0.47047787
-3.07053527,3.51537503,0.29882558,2.65997755,0.01533137,0.16545048,0.37797382,0.32647159,0.00934243,0.46448619
-3.06453227,3.43428900,0.29193978,2.58177739,0.01555466,0.16190777,0.37465745,0.32717984,0.00932162,0.45653060
-3.05852926,3.33949426,0.28375809,2.49327638,0.01569914,0.15769832,0.36988449,0.32666129,0.00925165,0.44669229
-3.05252626,3.23263347,0.27438655,2.39594469,0.01576396,0.15287587,0.36385368,0.32496889,0.00913518,0.43509079
-3.04652326,3.11554304,0.26395643,2.29138075,0.01574959,0.14750497,0.35679277,0.32217659,0.00897563,0.42188104
-3.04052026,2.99020311,0.25262068,2.18126955,0.01565780,0.14165916,0.34895046,0.31837678,0.00877711,0.40724912
-3.03451726,2.85868411,0.24054953,2.06733958,0.01549161,0.13541884,0.34058756,0.31367720,0.00854425,0.39140708
-3.02851426,2.72309225,0.22792571,1.95132020,0.01525518,0.12886905,0.33196772,0.30819731,0.00828208,0.37458680
-3.02251126,2.58551575,0.21493926,1.83490085,0.01495368,0.12209707,0.32334810,0.30206440,0.00799583,0.35703341
-3.01650825,2.44797377,0.20178230,1.71969336,0.01459314,0.11519009,0.31497039,0.29540942,0.00769081,0.33899841
-3.01050525,2.31236977,0.18864395,1.60719867,0.01418030,0.10823300,0.30705253,0.28836293,0.00737223,0.32073285
-3.00450225,2.18045069,0.17570551,1.49877862,0.01372242,0.10130631,0.29978152,0.28105102,0.00704512,0.30248073
-2.99849925,2.05377304,0.16313623,1.39563364,0.01322708,0.09448439,0.29330757,0.27359168,0.00671414,0.28447299
-2.99249625,1.93367670,0.15108960,1.29878641,0.01270200,0.08783398,0.28773972,0.26609152,0.00638354,0.26692215
-2.98649325,1.82126681,0.13970041,1.20907174,0.01215485,0.08141307,0.28314334,0.25864307,0.00605705,0.25001789
-2.98049025,1.71740375,0.12908249,1.12713226,0.01159307,0.07527014,0.27953928,0.25132278,0.00573784,0.23392350
-2.97448724,1.62270106,0.11932733,1.05341968,0.01102372,0.06944379,0.27690489,0.24418969,0.00542849,0.21877349
-2.96848424,1.53753061,0.11050328,0.98820078,0.01045332,0.06396268,0.27517682,0.23728498,0.00513098,0.20467209
-2.96248124,1.46203429,0.10265563,0.93156761,0.00988776,0.05884587,0.27425525,0.23063221,0.00484671,0.19169287
-2.95647824,1.39614129,0.09580711,0.88345095,0.00933220,0.05410335,0.27400965,0.22423844,0.00457655,0.17987925
-2.95047524,1.33958982,0.08995908,0.84363618,0.00879099,0.04973695,0.27428557,0.21809593,0.00432086,0.16924582
-2.94447224,1.29195218,0.08509307,0.81178088,0.00826769,0.04574126,0.27491225,0.21218462,0.00407958,0.15978043
-2.93846923,1.25266194,0.08117267,0.78743323,0.00776500,0.04210483,0.27571071,0.20647496,0.00385230,0.15144680
-2.93246623,1.22104230,0.07814571,0.77005064,0.00728487,0.03881135,0.27650196,0.20093120,0.00363835,0.14418769
-2.92646323,1.19633433,0.07594655,0.75901807,0.00682845,0.03584090,0.27711505,0.19551481,0.00343685,0.13792821
-2.92046023,1.17772445,0.07449849,0.75366545,0.00639628,0.03317111,0.27739449,0.19018796,0.00324685,0.13257949
-2.91445723,1.16437025,0.07371620,0.75328412,0.00598825,0.03077829,0.27720691,0.18491685,0.00306734,0.12804221
-2.90845423,1.15542397,0.07350812,0.75714189,0.00560379,0.02863845,0.27644660,0.17967469,0.00289738,0.12421020
-2.90245123,1.15005335,0.07377874,0.76449672,0.00524195,0.02672813,0.27503972,0.17444428,0.00273610,0.12097387
-2.89644822,1.14745941,0.07443089,0.77460902,0.00490147,0.02502511,0.27294708,0.16921993,0.00258280,0.11822326
-2.89044522,1.14689114,0.07536777,0.78675262,0.00458094,0.02350895,0.27016540,0.16400876,0.00243696,0.11585098
-2.88444222,1.14765691,0.07649488,0.80022453,0.00427882,0.02216137,0.26672696,0.15883118,0.00229822,0.11375468
-2.87843922,1.14913292,0.07772181,0.81435357,0.00399360,0.02096644,0.26269777,0.15372070,0.00216647,0.11183910
-2.87243622,1.15076862,0.07896378,0.82850812,0.00372380,0.01991062,0.25817432,0.14872286,0.00204175,0.11001788
-2.86643322,1.15208962,0.08014302,0.84210292,0.00346808,0.01898270,0.25327908,0.14389350,0.00192431,0.10821477
-2.86043022,1.15269817,0.08118992,0.85460511,0.00322525,0.01817361,0.24815493,0.13929649,0.00181450,0.10636461
-2.85442721,1.15227164,0.08204397,0.86553959,0.00299427,0.01747611,0.24295885,0.13500074,0.00171281,0.10441381
-2.84842421,1.15055934,0.08265444,0.87449346,0.00277434,0.01688451,0.23785495,0.13107706,0.00161977,0.10232056
-2.84242121,1.14737794,0.08298084,0.88111981,0.00256481,0.01639420,0.23300744,0.12759464,0.00153591,0.10005469
-2.83641821,1.14260590,0.08299311,0.88514057,0.00236523,0.01600136,0.22857349,0.12461754,0.00146174,0.09759721
-2.83041521,1.13617716,0.08267163,0.88634831,0.00217528,0.01570252,0.22469656,0.12220129,0.00139770,0.09493968
-2.82441221,1.12807443,0.08200686,0.88460713,0.00199482,0.01549425,0.22150027,0.12038974,0.00134410,0.09208330
-2.81840920,1.11832234,0.08099892,0.87985237,0.00182377,0.01537285,0.21908318,0.11921239,0.00130107,0.08903792
-2.81240620,1.10698074,0.07965688,0.87208910,0.00166214,0.01533417,0.21751469,0.11868223,0.00126861,0.08582087
-2.80640320,1.09413843,0.07799785,0.86138967,0.00151002,0.01537344,0.21683218,0.11879435,0.00124648,0.08245582
-2.80040020,1.07990763,0.07604602,0.84789004,0.00136747,0.01548523,0.21703954,0.11952518,0.00123425,0.07897153
-2.79439720,1.06441926,0.07383154,0.83178528,0.00123461,0.01566352,0.21810722,0.12083272,0.00123131,0.07540068
-2.78839420,1.04781953,0.07138937,0.81332436,0.00111150,0.01590181,0.21997377,0.12265746,0.00123684,0.07177877
-2.78239120,1.03026770,0.06875813,0.79280438,0.00099821,0.01619339,0.22254881,0.12492423,0.00124987,0.06814309
-2.77638819,1.01193540,0.06597894,0.77056462,0.00089476,0.01653161,0.22571738,0.12754470,0.00126929,0.06453184
-2.77038519,0.99300742,0.06309438,0.74698052,0.00080114,0.01691033,0.22934548,0.13042070,0.00129391,0.06098340
-2.76438219,0.97368393,0.06014757,0.72245803,0.00071731,0.01732430,0.23328658,0.13344794,0.00132251,0.05753576
-2.75837919,0.95418409,0.05718129,0.69742830,0.00064322,0.01776967,0.23738879,0.13652023,0.00135383,0.05422609
-2.75237619,0.93475068,0.05423739,0.67234305,0.00057879,0.01824450,0.24150256,0.13953382,0.00138672,0.05109056
-2.74637319,0.91565549,0.05135622,0.64767055,0.00052395,0.01874920,0.24548830,0.14239189,0.00142008,0.04816416
-2.74037019,0.89720493,0.04857634,0.62389220,0.00047861,0.01928701,0.24922379,0.14500870,0.00145301,0.04548080
-2.73436718,0.87974543,0.04593428,0.60149975,0.00044272,0.01986434,0.25261095,0.14731348,0.00148475,0.04307338
-2.72836418,0.86366789,0.04346445,0.58099267,0.00041628,0.02049107,0.25558159,0.14925370,0.00151480,0.04097399
-2.72236118,0.84941059,0.04119919,0.56287563,0.00039927,0.02118064,0.25810195,0.15079759,0.00154288,0.03921411
-2.71635818,0.83746002,0.03916878,0.54765574,0.00039178,0.02195015,0.26017564,0.15193579,0.00156899,0.03782473
-2.71035518,0.82834893,0.03740156,0.53583901,0.00039389,0.02282007,0.26184491,0.15268196,0.00159336,0.03683648
-2.70435218,0.82265118,0.03592398,0.52792591,0.00040574,0.02381399,0.26319001,0.15307248,0.00161651,0.03627956
-2.69834917,0.82097314,0.03476065,0.52440564,0.00042753,0.02495800,0.26432673,0.15316490,0.00163914,0.03618358
-2.69234617,0.82394135,0.03393421,0.52574887,0.00045945,0.02627998,0.26540211,0.15303554,0.00166216,0.03657724
-2.68634317,0.83218658,0.03346523,0.53239879,0.00050173,0.02780869,0.26658836,0.15277606,0.00168662,0.03748773
-2.68034017,0.84632461,0.03337188,0.54476059,0.00055461,0.02957269,0.26807547,0.15248930,0.00171367,0.03894007
-2.67433717,0.86693416,0.03366957,0.56318944,0.00061829,0.03159914,0.27006249,0.15228450,0.00174448,0.04095618
-2.66833417,0.89453279,0.03437040,0.58797728,0.00069294,0.03391249,0.27274814,0.15227210,0.00178019,0.04355385
-2.66233117,0.92955160,0.03548261,0.61933889,0.00077870,0.03653315,0.27632095,0.15255844,0.00182185,0.04674554
-2.65632816,0.97231006,0.03700991,0.65739779,0.00087563,0.03947620,0.28094946,0.15324054,0.00187035,0.05053723
-2.65032516,1.02299189,0.03895077,0.70217274,0.00098372,0.04275007,0.28677294,0.15440121,0.00192640,0.05492716
-2.64432216,1.08162351,0.04129784,0.75356552,0.00110289,0.04635547,0.29389304,0.15610480,0.00199041,0.05990471
-2.63831916,1.14805626,0.04403734,0.81135079,0.00123297,0.05028446,0.30236679,0.15839379,0.00206257,0.06544943
-2.63231616,1.22195346,0.04714858,0.87516894,0.00137373,0.05451973,0.31220132,0.16128629,0.00214272,0.07153026
-2.62631316,1.30278352,0.05060373,0.94452240,0.00152489,0.05903426,0.32335055,0.16477483,0.00223043,0.07810504
-2.62031016,1.38981978,0.05436773,1.01877630,0.00168616,0.06379125,0.33571406,0.16882627,0.00232499,0.08512043
-2.61430715,1.48214768,0.05839845,1.09716365,0.00185726,0.06874446,0.34913836,0.17338304,0.00242543,0.09251214
-2.60830415,1.57867948,0.06264714,1.17879549,0.00203797,0.07383889,0.36342033,0.17836563,0.00253059,0.10020567
-2.60230115,1.67817635,0.06705917,1.26267586,0.00222820,0.07901186,0.37831297,0.18367621,0.00263918,0.10811740
-2.59629815,1.77927742,0.07157501,1.34772149,0.00242802,0.08419441,0.39353310,0.18920329,0.00274986,0.11615618
-2.59029515,1.88053484,0.07613153,1.43278569,0.00263775,0.08931301,0.40877085,0.19482719,0.00286132,0.12422527
-2.58429215,1.98045372,0.08066343,1.51668563,0.00285798,0.09429156,0.42370040,0.20042608,0.00297238,0.13222459
-2.57828914,2.07753557,0.08510495,1.59823230,0.00308967,0.09905350,0.43799168,0.20588236,0.00308211,0.14005330
-2.57228614,2.17032338,0.08939160,1.67626184,0.00333414,0.10352406,0.45132251,0.21108900,0.00318986,0.14761244
-2.56628314,2.25744663,0.09346209,1.74966721,0.00359313,0.10763252,0.46339063,0.21595563,0.00329541,0.15480768
-2.56028014,2.33766433,0.09726003,1.81742878,0.00386881,0.11131433,0.47392513,0.22041406,0.00339902,0.16155201
-2.55427714,2.40990418,0.10073573,1.87864264,0.00416372,0.11451313,0.48269684,0.22442287,0.00350147,0.16776819
-2.54827414,2.47329622,0.10384770,1.93254549,0.00448080,0.11718242,0.48952721,0.22797096,0.00360412,0.17339097
-2.54227114,2.52719931,0.10656393,1.97853483,0.00482327,0.11928699,0.49429529,0.23107976,0.00370889,0.17836883
-2.53626813,2.57121932,0.10886292,2.01618379,0.00519455,0.12080383,0.49694263,0.23380401,0.00381831,0.18266531
-2.53026513,2.60521823,0.11073421,2.04524978,0.00559811,0.12172277,0.49747574,0.23623100,0.00393543,0.18625974
-2.52426213,2.62931346,0.11217873,2.06567670,0.00603738,0.12204648,0.49596614,0.23847820,0.00406377,0.18914738
-2.51825913,2.64386774,0.11320850,2.07759047,0.00651550,0.12179020,0.49254807,0.24068952,0.00420725,0.19133896
-2.51225613,2.64946963,0.11384611,2.08128832,0.00703519,0.12098089,0.48741377,0.24303005,0.00437009,0.19285968
-2.50625313,2.64690578,0.11412371,2.07722215,0.00759854,0.11965610,0.48080684,0.24567968,0.00455666,0.19374759
-2.50025013,2.63712602,0.11408169,2.06597690,0.00820680,0.11786244,0.47301365,0.24882578,0.00477139,0.19405164
-2.49424712,2.62120303,0.11376702,2.04824483,0.00886021,0.11565390,0.46435355,0.25265517,0.00501860,0.19382927
-2.48824412,2.60028815,0.11323147,2.02479704,0.00955782,0.11308987,0.45516790,0.25734580,0.00530236,0.19314383
-2.48224112,2.57556564,0.11252952,1.99645345,0.01029738,0.11023323,0.44580870,0.26305840,0.00562636,0.19206185
-2.47623812,2.54820717,0.11171638,1.96405268,0.01107523,0.10714834,0.43662711,0.26992856,0.00599379,0.19065038
-2.47023512,2.51932872,0.11084592,1.92842315,0.01188624,0.10389920,0.42796232,0.27805954,0.00640720,0.18897448
-2.46423212,2.48995178,0.10996879,1.89035669,0.01272386,0.10054776,0.42013122,0.28751607,0.00686847,0.18709498
-2.45822911,2.46097044,0.10913068,1.85058576,0.01358015,0.09715244,0.41341928,0.29831964,0.00737866,0.18506656
-2.45222611,2.43312571,0.10837090,1.80976517,0.01444595,0.09376703,0.40807280,0.31044534,0.00793804,0.18293643
-2.44622311,2.40698819,0.10772123,1.76845894,0.01531101,0.09043976,0.40429295,0.32382045,0.00854602,0.18074335
-2.44022011,2.38294939,0.10720519,1.72713271,0.01616430,0.08721281,0.40223159,0.33832508,0.00920121,0.17851724
-2.43421711,2.36122206,0.10683764,1.68615164,0.01699423,0.08412209,0.40198909,0.35379459,0.00990144,0.17627936
-2.42821411,2.34184901,0.10662481,1.64578363,0.01778906,0.08119729,0.40361404,0.37002406,0.01064382,0.17404282
-2.42221111,2.32471967,0.10656464,1.60620737,0.01853715,0.07846218,0.40710481,0.38677440,0.01142482,0.17181358
-2.41620810,2.30959336,0.10664751,1.56752429,0.01922740,0.07593516,0.41241278,0.40378007,0.01224041,0.16959177
-2.41020510,2.29612765,0.10685723,1.52977367,0.01984957,0.07362988,0.41944718,0.42075804,0.01308610,0.16737314
-2.40420210,2.28391032,0.10717227,1.49294960,0.02039459,0.07155600,0.42808102,0.43741764,0.01395712,0.16515069
-2.39819910,2.27249291,0.10756714,1.45701877,0.02085489,0.06971989,0.43815817,0.45347094,0.01484849,0.16291621
-2.39219610,2.26142423,0.10801384,1.42193795,0.02122460,0.06812537,0.44950097,0.46864326,0.01575511,0.16066175
-2.38619310,2.25028198,0.10848341,1.38766992,0.02149975,0.06677432,0.46191835,0.48268322,0.01667192,0.15838089
-2.38019010,2.23870082,0.10894735,1.35419710,0.02167839,0.06566721,0.47521394,0.49537221,0.01759389,0.15606968
-2.37418709,2.22639574,0.10937894,1.32153201,0.02176059,0.06480341,0.48919403,0.50653254,0.01851611,0.15372736
-2.36818409,2.21317950,0.10975450,1.28972409,0.02174842,0.06418140,0.50367509,0.51603418,0.01943384,0.15135659
-2.36218109,2.19897360,0.11005432,1.25886248,0.02164581,0.06379883,0.51849054,0.52379980,0.02034251,0.14896351
-2.35617809,2.18381240,0.11026348,1.22907497,0.02145840,0.06365238,0.53349667,0.52980766,0.02123768,0.14655737
-2.35017509,2.16784055,0.11037238,1.20052310,0.02119326,0.06373758,0.54857744,0.53409265,0.02211510,0.14414996
-2.34417209,2.15130406,0.11037702,1.17339402,0.02085863,0.06404851,0.56364805,0.53674500,0.02297059,0.14175482
-2.33816908,2.13453583,0.11027910,1.14788966,0.02046359,0.06457742,0.57865714,0.53790705,0.02380010,0.13938636
-2.33216608,2.11793663,0.11008582,1.12421410,0.02001771,0.06531444,0.59358752,0.53776809,0.02459958,0.13705889
-2.32616308,2.10195254,0.10980950,1.10255990,0.01953072,0.06624726,0.60845541,0.53655739,0.02536502,0.13478578
-2.32016008,2.08705041,0.10946706,1.08309437,0.01901220,0.06736094,0.62330808,0.53453591,0.02609240,0.13257860
-2.31415708,2.07369238,0.10907929,1.06594659,0.01847125,0.06863777,0.63821999,0.53198672,0.02677771,0.13044659
-2.30815408,2.06231091,0.10867000,1.05119611,0.01791627,0.07005736,0.65328741,0.52920471,0.02741695,0.12839619
-2.30215108,2.05328540,0.10826508,1.03886393,0.01735471,0.07159679,0.66862173,0.52648587,0.02800617,0.12643088
-2.29614807,2.04692160,0.10789151,1.02890627,0.01679294,0.07323100,0.68434157,0.52411652,0.02854154,0.12455132
-2.29014507,2.04343446,0.10757632,1.02121161,0.01623612,0.07493325,0.70056397,0.52236281,0.02901945,0.12275564
-2.28414207,2.04293529,0.10734553,1.01560113,0.01568822,0.07667582,0.71739499,0.52146096,0.02943656,0.12103996
-2.27813907,2.04542351,0.10722318,1.01183252,0.01515195,0.07843072,0.73492011,0.52160854,0.02978999,0.11939917
-2.27213607,2.05078343,0.10723039,1.00960695,0.01462888,0.08017050,0.75319489,0.52295699,0.03007740,0.11782770
-2.26613307,2.05878593,0.10738455,1.00857895,0.01411955,0.08186920,0.77223633,0.52560585,0.03029715,0.11632051
-2.26013007,2.06909491,0.10769867,1.00836865,0.01362358,0.08350314,0.79201555,0.52959871,0.03044843,0.11487394
-2.25412706,2.08127835,0.10818090,1.00857573,0.01313990,0.08505179,0.81245230,0.53492119,0.03053138,0.11348667
-2.24812406,2.09482331,0.10883428,1.00879457,0.01266685,0.08649850,0.83341161,0.54150107,0.03054716,0.11216042
-2.24212106,2.10915444,0.10965670,1.00862979,0.01220248,0.08783110,0.85470328,0.54921043,0.03049812,0.11090063
-2.23611806,2.12365518,0.11064117,1.00771150,0.01174467,0.08904236,0.87608427,0.55787005,0.03038775,0.10971688
-2.23011506,2.13769096,0.11177631,1.00570960,0.01129132,0.09013024,0.89726430,0.56725569,0.03022076,0.10862307
-2.22411206,2.15063350,0.11304711,1.00234662,0.01084056,0.09109791,0.91791452,0.57710624,0.03000301,0.10763744
-2.21810905,2.16188527,0.11443589,0.99740836,0.01039084,0.09195361,0.93767931,0.58713346,0.02974144,0.10678222
-2.21210605,2.17090328,0.11592346,0.99075214,0.00994110,0.09271020,0.95619047,0.59703281,0.02944395,0.10608314
-2.20610305,2.17722120,0.11749044,0.98231223,0.00949079,0.09338455,0.97308366,0.60649518,0.02911924,0.10556862
-2.20010005,2.18046895,0.11911854,0.97210228,0.00904001,0.09399667,0.98801595,0.61521890,0.02877657,0.10526876
-2.19409705,2.18038892,0.12079195,0.96021473,0.00858949,0.09456871,1.00068397,0.62292161,0.02842549,0.10521417
-2.18809405,2.17684814,0.12249854,0.94681731,0.00814060,0.09512382,1.01084146,0.62935145,0.02807563,0.10543464
-2.18209105,2.16984578,0.12423091,0.93214670,0.00769538,0.09568482,1.01831533,0.63429708,0.02773628,0.10595769
-2.17608804,2.15951548,0.12598715,0.91649973,0.00725644,0.09627298,1.02301932,0.63759612,0.02741620,0.10680714
-2.17008504,2.14612250,0.12777132,0.90022255,0.00682695,0.09690669,1.02496423,0.63914151,0.02712318,0.10800163
-2.16408204,2.13005546,0.12959354,0.88369806,0.00641062,0.09760022,1.02426412,0.63888560,0.02686385,0.10955330
-2.15807904,2.11181308,0.13146962,0.86733236,0.00601154,0.09836267,1.02113784,0.63684175,0.02664333,0.11146655
-2.15207604,2.09198634,0.13342037,0.85154050,0.00563423,0.09919703,1.01590560,0.63308323,0.02646510,0.11373709
-2.14607304,2.07123669,0.13547047,0.83673235,0.00528347,0.10009955,1.00898056,0.62773978,0.02633073,0.11635120
-2.14007004,2.05027140,0.13764698,0.82329891,0.00496432,0.10105932,1.00085561,0.62099161,0.02623990,0.11928535
-2.13406703,2.02981690,0.13997766,0.81159976,0.00468204,0.10205827,0.99208584,0.61306154,0.02619028,0.12250613
-2.12806403,2.01059142,0.14248900,0.80195199,0.00444201,0.10307138,0.98326746,0.60420535,0.02617768,0.12597065
-2.12206103,1.99327815,0.14520426,0.79462103,0.00424971,0.10406733,0.97501410,0.59470105,0.02619614,0.12962719
-2.11605803,1.97849999,0.14814148,0.78981375,0.00411066,0.10500944,0.96793162,0.58483748,0.02623819,0.13341640
-2.11005503,1.96679721,0.15131168,0.78767398,0.00403039,0.10585687,0.96259253,0.57490286,0.02629509,0.13727266
-2.10405203,1.95860888,0.15471729,0.78828048,0.00401434,0.10656613,0.95951147,0.56517374,0.02635726,0.14112588
-2.09804902,1.95425888,0.15835091,0.79164762,0.00406786,0.10709268,0.95912268,0.55590495,0.02641458,0.14490347
-2.09204602,1.95394714,0.16219456,0.79772836,0.00419606,0.10739276,0.96176083,0.54732094,0.02645687,0.14853245
-2.08604302,1.95774625,0.16621931,0.80641957,0.00440380,0.10742513,0.96764590,0.53960877,0.02647427,0.15194165
-2.08004002,1.96560370,0.17038553,0.81756935,0.00469548,0.10715282,0.97687302,0.53291314,0.02645764,0.15506392
-2.07403702,1.97734927,0.17464353,0.83098605,0.00507501,0.10654471,0.98940763,0.52733340,0.02639893,0.15783808
-2.06803402,1.99270733,0.17893479,0.84644847,0.00554560,0.10557689,1.00508616,0.52292270,0.02629146,0.16021088
-2.06203102,2.01131314,0.18319348,0.86371716,0.00610958,0.10423375,1.02362221,0.51968905,0.02613019,0.16213845
-2.05602801,2.03273254,0.18734851,0.88254599,0.00676827,0.10250869,1.04461775,0.51759819,0.02591182,0.16358757
-2.05002501,2.05648379,0.19132562,0.90269394,0.00752172,0.10040449,1.06757884,0.51657788,0.02563487,0.16453646
-2.04402201,2.08206075,0.19504983,0.92393647,0.00836856,0.09793327,1.09193490,0.51652341,0.02529966,0.16497522
-2.03801901,2.10895626,0.19844778,0.94607624,0.00930579,0.09511612,1.11706071,0.51730388,0.02490817,0.16490577
-2.03201601,2.13668466,0.20145006,0.96895283,0.01032859,0.09198229,1.14229985,0.51876885,0.02446388,0.16434151
-2.02601301,2.16480267,0.20399344,0.99245108,0.01143022,0.08856813,1.16698864,0.52075510,0.02397149,0.16330652
-2.02001001,2.19292762,0.20602271,1.01650788,0.01260185,0.08491579,1.19047923,0.52309306,0.02343663,0.16183448
-2.01400700,2.22075262,0.20749229,1.04111725,0.01383259,0.08107171,1.21216108,0.52561277,0.02286553,0.15996739
-2.00800400,2.24805783,0.20836746,1.06633331,0.01510943,0.07708502,1.23147968,0.52814898,0.02226470,0.15775406
-2.00200100,2.27471775,0.20862515,1.09227122,0.01641738,0.07300596,1.24795196,0.53054541,0.02164059,0.15524853
-1.99599800,2.30070414,0.20825427,1.11910576,0.01773960,0.06888425,1.26117781,0.53265801,0.02099932,0.15250843
-1.98999500,2.32608460,0.20725574,1.14706760,0.01905770,0.06476776,1.27084749,0.53435720,0.02034643,0.14959339
-1.98399200,2.35101681,0.20564199,1.17643704,0.02035202,0.06070117,1.27674488,0.53552917,0.01968668,0.14656353
-1.97798899,2.37573870,0.20343627,1.20753522,0.02160206,0.05672500,1.27874675,0.53607636,0.01902393,0.14347805
-1.97198599,2.40055480,0.20067151,1.24071291,0.02278695,0.05287481,1.27681840,0.53591720,0.01836112,0.14039395
-1.96598299,2.42581914,0.19738907,1.27633676,0.02388599,0.04918073,1.27100634,0.53498533,0.01770024,0.13736496
-1.95997999,2.45191535,0.19363729,1.31477330,0.02487919,0.04566721,1.26142852,0.53322841,0.01704241,0.13444059
