energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,2.56051395,0.82059069,1.54114331,0.00966117,0.06309725,0.01043588,0.68645262,0.60984395,0.22777912
-5.99399700,2.46796601,0.79922417,1.48224061,0.00919826,0.06115985,0.00998106,0.66262784,0.59060953,0.21908517
-5.98799400,2.36996721,0.77490971,1.42101933,0.00872527,0.05904417,0.00950640,0.63679144,0.56935639,0.20967955
-5.98199100,2.26741048,0.74786767,1.35801795,0.00824774,0.05676504,0.00901671,0.60919343,0.54629124,0.19967024
-5.97598799,2.16124528,0.71836946,1.29378488,0.00777083,0.05434058,0.00851680,0.58011341,0.52165159,0.18917377
-5.96998499,2.05245943,0.68672984,1.22887095,0.00729928,0.05179163,0.00801136,0.54985319,0.49569910,0.17831226
-5.96398199,1.94206205,0.65329853,1.16382354,0.00683737,0.04914124,0.00750489,0.51872932,0.46871281,0.16721031
-5.95797899,1.83106802,0.61845120,1.09918190,0.00638892,0.04641402,0.00700164,0.48706565,0.44098216,0.15599217
-5.95197599,1.72048367,0.58258024,1.03547369,0.00595724,0.04363561,0.00650548,0.45518621,0.41280013,0.14477902
-5.94597299,1.61129403,0.54608543,0.97321232,0.00554524,0.04083205,0.00601994,0.42340843,0.38445674,0.13368645
-5.93996998,1.50445119,0.50936494,0.91289479,0.00515540,0.03802920,0.00554814,0.39203703,0.35623283,0.12282232
-5.93396698,1.40086395,0.47280670,0.85499979,0.00478985,0.03525220,0.00509279,0.36135847,0.32839455,0.11228493
-5.92796398,1.30138842,0.43678056,0.79998560,0.00445041,0.03252498,0.00465619,0.33163629,0.30118848,0.10216161
-5.92196098,1.20681942,0.40163136,0.74828759,0.00413864,0.02986978,0.00424022,0.30310722,0.27483764,0.09252761
-5.91595798,1.11788266,0.36767295,0.70031521,0.00385584,0.02730682,0.00384638,0.27597826,0.24953828,0.08344546
-5.90995498,1.03522740,0.33518350,0.65644805,0.00360314,0.02485394,0.00347580,0.25042451,0.22545764,0.07496465
-5.90395198,0.95941971,0.30440185,0.61703121,0.00338145,0.02252643,0.00312926,0.22658801,0.20273258,0.06712171
-5.89794897,0.89093610,0.27552524,0.58236987,0.00319150,0.02033680,0.00280722,0.20457725,0.18146915,0.05994050
-5.89194597,0.83015770,0.24870810,0.55272309,0.00303379,0.01829479,0.00250985,0.18446750,0.16174284,0.05343289
-5.88594297,0.77736506,0.22406197,0.52829729,0.00290863,0.01640730,0.00223702,0.16630179,0.14359973,0.04759954
-5.87993997,0.73273357,0.20165645,0.50923942,0.00281605,0.01467849,0.00198840,0.15009241,0.12705814,0.04243092
-5.87393697,0.69632981,0.18152100,0.49563032,0.00275581,0.01310988,0.00176341,0.13582290,0.11211084,0.03790842
-5.86793397,0.66810904,0.16364746,0.48747862,0.00272732,0.01170055,0.00156130,0.12345037,0.09872767,0.03400556
-5.86193097,0.64791405,0.14799320,0.48471547,0.00272964,0.01044732,0.00138113,0.11290815,0.08685844,0.03068916
-5.85592796,0.63547557,0.13448468,0.48719072,0.00276143,0.00934501,0.00122185,0.10410854,0.07643590,0.02792061
