energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.78989495,2.87034834,0.58577899,0.50544524,0.00296161,0.56598282,0.02469776,1.21584370,0.58838699,0.58406676
-5.78389195,2.95949383,0.60304216,0.51598375,0.00309769,0.59706574,0.02508556,1.24082861,0.61378353,0.60991434
-5.77788894,3.04916626,0.62010995,0.52600692,0.00322324,0.62861117,0.02537883,1.26571925,0.63994877,0.63612190
-5.77188594,3.13781452,0.63662147,0.53525914,0.00333595,0.66030325,0.02557248,1.28984670,0.66657678,0.66236260
-5.76588294,3.22382286,0.65221844,0.54348700,0.00343368,0.69178983,0.02566284,1.31254096,0.69334117,0.68827616
-5.75987994,3.30555598,0.66655678,0.55044720,0.00351444,0.72269066,0.02564772,1.33315176,0.71990364,0.71347785
-5.75387694,3.38140905,0.67931828,0.55591467,0.00357653,0.75260797,0.02552638,1.35106976,0.74592391,0.73756951
-5.74787394,3.44986111,0.69022215,0.55969060,0.00361853,0.78113919,0.02529966,1.36574768,0.77107092,0.76015233
-5.74187094,3.50953018,0.69903598,0.56161019,0.00363940,0.80789133,0.02496989,1.37672054,0.79503493,0.78084097
-5.73586793,3.55922813,0.70558569,0.56154977,0.00363849,0.83249658,0.02454092,1.38362436,0.81754015,0.79927847
-5.72986493,3.59801302,0.70976401,0.55943291,0.00361556,0.85462836,0.02401813,1.38621257,0.83835735,0.81515132
-5.72386193,3.62523658,0.71153727,0.55523546,0.00357084,0.87401718,0.02340833,1.38436941,0.85731615,0.82820388
-5.71785893,3.64058452,0.71094994,0.54898897,0.00350497,0.89046549,0.02271977,1.37811969,0.87431616,0.83825168
-5.71185593,3.64410750,0.70812678,0.54078251,0.00341904,0.90386069,0.02196205,1.36763426,0.88933651,0.84519266
-5.70585293,3.63624075,0.70327235,0.53076266,0.00331454,0.91418561,0.02114601,1.35323094,0.90244323,0.84901583
-5.69984992,3.61781098,0.69666784,0.51913153,0.00319331,0.92152580,0.02028367,1.33537051,0.91379395,0.84980679
-5.69384692,3.59002955,0.68866508,0.50614293,0.00305750,0.92607304,0.01938803,1.31464779,0.92363941,0.84774983
-5.68784392,3.55447134,0.67967807,0.49209667,0.00290951,0.92812484,0.01847299,1.29177790,0.93232149,0.84312613
-5.68184092,3.51303977,0.67017203,0.47733119,0.00275193,0.92807954,0.01755308,1.26757812,0.94026762,0.83630822
-5.67583792,3.46791862,0.66065052,0.46221486,0.00258745,0.92642722,0.01664332,1.24294585,0.94798144,0.82775082
-5.66983492,3.42151218,0.65164087,0.44713601,0.00241880,0.92373657,0.01575899,1.21883340,0.95602985,0.81797815
-5.66383192,3.37637578,0.64367857,0.43249229,0.00224868,0.92063808,0.01491533,1.19622048,0.96502675,0.80756846
-5.65782891,3.33513897,0.63729104,0.41867962,0.00207968,0.91780431,0.01412737,1.17608525,0.97561397,0.79713616
-5.65182591,3.30042439,0.63298140,0.40608105,0.00191425,0.91592783,0.01340961,1.15937512,0.98843999,0.78731239
-5.64582291,3.27476500,0.63121282,0.39505605,0.00175463,0.91569783,0.01277576,1.14697807,1.00413710,0.77872476
-5.63981991,3.26052297,0.63239394,0.38593047,0.00160279,0.91777618,0.01223853,1.13969559,1.02329809,0.77197702
-5.63381691,3.25981295,0.63686587,0.37898754,0.00146044,0.92277418,0.01180931,1.13821817,1.04645311,0.76762951
-5.62781391,3.27443261,0.64489115,0.37446010,0.00132898,0.93123055,0.01149798,1.14310386,1.07404795,0.76618113
-5.62181091,3.30580283,0.65664503,0.37252438,0.00120951,0.94359197,0.01131266,1.15476088,1.10642438,0.76805342
-5.61580790,3.35491945,0.67220934,0.37329538,0.00110280,0.96019656,0.01125951,1.17343439,1.14380372,0.77357732
-5.60980490,3.42231826,0.69156903,0.37682389,0.00100933,0.98126121,0.01134253,1.19919802,1.18627413,0.78298305
-5.60380190,3.50805403,0.71461148,0.38309537,0.00092927,1.00687304,0.01156345,1.23195009,1.23378240,0.79639337
-5.59779890,3.61169418,0.74112850,0.39203039,0.00086253,1.03698537,0.01192155,1.27141466,1.28613067,0.81382020
-5.59179590,3.73232704,0.77082098,0.40348681,0.00080877,1.07141822,0.01241360,1.31714714,1.34297819,0.83516486
-5.58579290,3.86858393,0.80330587,0.41726347,0.00076744,1.10986329,0.01303383,1.36854431,1.40384826,0.86022154
-5.57978989,4.01867433,0.83812542,0.43310519,0.00073777,1.15189309,0.01377389,1.42485829,1.46814000,0.88868378
-5.57378689,4.18043256,0.87475817,0.45070909,0.00071885,1.19697377,0.01462292,1.48521406,1.53514458,0.92015378
-5.56778389,4.35137423,0.91263155,0.46973191,0.00070964,1.24448112,0.01556765,1.54862996,1.60406523,0.95415382
-5.56178089,4.52876069,0.95113562,0.48979824,0.00070897,1.29371895,0.01659259,1.61404073,1.67404020,0.99013963
-5.55577789,4.70966923,0.98963759,0.51050935,0.00071563,1.34393925,0.01768022,1.68032233,1.74416776,1.02751499
-5.54977489,4.89106681,1.02749682,0.53145256,0.00072834,1.39436314,0.01881134,1.74631813,1.81353207,1.06564714
-5.54377189,5.06988531,1.06407986,0.55221085,0.00074579,1.44420203,0.01996537,1.81086567,1.88122905,1.10388262
-5.53776888,5.24309595,1.09877519,0.57237250,0.00076670,1.49267805,0.02112083,1.87282355,1.94639103,1.14156287
-5.53176588,5.40778100,1.13100737,0.59154066,0.00078979,1.53904326,0.02225578,1.93109770,2.00820926,1.17803936
-5.52576288,5.56120085,1.16025027,0.60934244,0.00081383,1.58259685,0.02334834,1.98466661,2.06595350,1.21268787
-5.51975988,5.70085487,1.18603900,0.62543751,0.00083768,1.62270006,0.02437725,2.03260474,2.11898788,1.24492148
-5.51375688,5.82453457,1.20798047,0.63952593,0.00086026,1.65878831,0.02532241,2.07410378,2.16678276,1.27420223
-5.50775388,5.93036803,1.22576214,0.65135493,0.00088062,1.69038043,0.02616543,2.10849115,2.20892209,1.30005103
-5.50175088,6.01685468,1.23915899,0.66072461,0.00089792,1.71708493,0.02689016,2.13524526,2.24510646,1.32205586
-5.49574787,6.08288988,1.24803836,0.66749227,0.00091145,1.73860327,0.02748316,2.15400725,2.27515191,1.33987813
-5.48974487,6.12777906,1.25236261,0.67157534,0.00092065,1.75473037,0.02793410,2.16458864,2.29898499,1.35325705
-5.48374187,6.15124132,1.25218962,0.67295264,0.00092511,1.76535267,0.02823608,2.16697498,2.31663449,1.36201218
-5.47773887,6.15340289,1.24767091,0.67166416,0.00092459,1.77044399,0.02838582,2.16132492,2.32822069,1.36604407
-5.47173587,6.13478078,1.23904757,0.66780902,0.00091898,1.77005957,0.02838379,2.14796495,2.33394279,1.36533322
-5.46573287,6.09625746,1.22664391,0.66154192,0.00090836,1.76432888,0.02823416,2.12737974,2.33406524,1.35993721
-5.45972986,6.03904740,1.21085906,0.65306798,0.00089293,1.75344736,0.02794466,2.10019819,2.32890389,1.34998652
-5.45372686,5.96465659,1.19215658,0.64263619,0.00087302,1.73766767,0.02752631,2.06717554,2.31881243,1.33567877
-5.44772386,5.87483615,1.17105236,0.63053156,0.00084910,1.71729073,0.02699304,2.02917203,2.30416981,1.31727193
-5.44172086,5.77153152,1.14810109,0.61706631,0.00082173,1.69265685,0.02636120,1.98712856,2.28536900,1.29507649
-5.43571786,5.65682843,1.12388163,0.60257032,0.00079153,1.66413712,0.02564904,1.94204004,2.26280734,1.26944684
-5.42971486,5.53289726,1.09898156,0.58738111,0.00075921,1.63212533,0.02487608,1.89492733,2.23687865,1.24077212
-5.42371186,5.40193727,1.07398154,0.57183379,0.00072551,1.59703042,0.02406246,1.84680851,2.20796700,1.20946674
-5.41770885,5.26612206,1.04943972,0.55625126,0.00069115,1.55926954,0.02322834,1.79867049,2.17644200,1.17596079
-5.41170585,5.12754793,1.02587692,0.54093494,0.00065687,1.51926167,0.02239322,1.75144194,2.14265543,1.14069057
-5.40570285,4.98818635,1.00376284,0.52615661,0.00062335,1.47742186,0.02157540,1.70596844,2.10693890,1.10408954
-5.39969985,4.84984197,0.98350391,0.51215133,0.00059124,1.43415591,0.02079143,1.66299079,2.06960220,1.06657971
-5.39369685,4.71411714,0.96543329,0.49911202,0.00056111,1.38985551,0.02005573,1.62312729,2.03093215,1.02856391
-5.38769385,4.58238415,0.94980317,0.48718569,0.00053342,1.34489388,0.01938016,1.58686064,1.99119170,0.99041891
-5.38169085,4.45576571,0.93677995,0.47647151,0.00050857,1.29962166,0.01877388,1.55452996,1.95061915,0.95248966
-5.37568784,4.33512410,0.92644226,0.46702084,0.00048683,1.25436340,0.01824315,1.52632817,1.90942742,0.91508469
-5.36968484,4.22105939,0.91878207,0.45883913,0.00046840,1.20941435,0.01779134,1.50230490,1.86780335,0.87847281
-5.36368184,4.11391633,0.91370880,0.45188952,0.00045334,1.16503787,0.01741901,1.48237459,1.82590728,0.84288107
-5.35767884,4.01379942,0.91105622,0.44609808,0.00044164,1.12146339,0.01712404,1.46632939,1.78387282,0.80849407
-5.35167584,3.92059556,0.91059187,0.44136034,0.00043318,1.07888513,0.01690194,1.45385629,1.74180719,0.77545445
-5.34567284,3.83400282,0.91202861,0.43754870,0.00042777,1.03746153,0.01674614,1.44455749,1.69979217,0.74386461
-5.33966983,3.75356433,0.91503779,0.43452056,0.00042514,0.99731555,0.01664833,1.43797307,1.65788589,0.71378935
-5.33366683,3.67870535,0.91926338,0.43212653,0.00042499,0.95853585,0.01659891,1.43360491,1.61612542,0.68525941
-5.32766383,3.60877215,0.92433655,0.43021847,0.00042695,0.92117882,0.01658737,1.43094065,1.57453038,0.65827566
-5.32166083,3.54307081,0.92989005,0.42865696,0.00043066,0.88527143,0.01660270,1.42947658,1.53310728,0.63281374
-5.31565783,3.48090438,0.93557168,0.42731778,0.00043573,0.85081488,0.01663384,1.42873855,1.49185467,0.60882889
-5.30965483,3.42160685,0.94105659,0.42609724,0.00044177,0.81778879,0.01666998,1.42829989,1.45076881,0.58626088
-5.30365183,3.36457273,0.94605759,0.42491599,0.00044843,0.78615592,0.01670095,1.42779588,1.40984955,0.56503870
-5.29764882,3.30928126,0.95033351,0.42372142,0.00045537,0.75586709,0.01671750,1.42693407,1.36910625,0.54508501
-5.29164582,3.25531462,0.95369518,0.42248836,0.00046230,0.72686628,0.01671155,1.42550054,1.32856340,0.52632010
-5.28564282,3.20236990,0.95600904,0.42121840,0.00046898,0.69909559,0.01667633,1.42336203,1.28826563,0.50866534
-5.27963982,3.15026502,0.95719848,0.41993778,0.00047520,0.67249992,0.01660657,1.42046422,1.24828186,0.49204606
-5.27363682,3.09893883,0.95724292,0.41869420,0.00048083,0.64703120,0.01649855,1.41682674,1.20870846,0.47639379
-5.26763382,3.04844633,0.95617520,0.41755273,0.00048576,0.62265207,0.01635015,1.41253550,1.16967119,0.46164803
-5.26163082,2.99894980,0.95407726,0.41659126,0.00048995,0.59933886,0.01616080,1.40773317,1.13132582,0.44775745
-5.25562781,2.95070671,0.95107476,0.41589566,0.00049339,0.57708378,0.01593147,1.40260845,1.09385757,0.43468059
-5.24962481,2.90405577,0.94733085,0.41555513,0.00049612,0.55589633,0.01566452,1.39738501,1.05747910,0.42238627
-5.24362181,2.85940175,0.94303955,0.41565787,0.00049819,0.53580380,0.01536362,1.39231078,1.02242741,0.41085362
-5.23761881,2.81720009,0.93841895,0.41628740,0.00049967,0.51685104,0.01503357,1.38764805,0.98895959,0.40007186
-5.23161581,2.77794186,0.93370452,0.41751976,0.00050066,0.49909922,0.01468015,1.38366482,0.95734752,0.39003985
-5.22561281,2.74213963,0.92914270,0.41942157,0.00050123,0.48262394,0.01430991,1.38062764,0.92787168,0.38076544
-5.21960980,2.71031417,0.92498485,0.42204900,0.00050148,0.46751248,0.01392997,1.37879601,0.90081425,0.37226466
-5.21360680,2.68298230,0.92148150,0.42544780,0.00050147,0.45386036,0.01354781,1.37841809,0.87645146,0.36456057
-5.20760380,2.66064543,0.91887700,0.42965397,0.00050124,0.44176728,0.01317106,1.37972768,0.85504551,0.35768202
-5.20160080,2.64377869,0.91740435,0.43469529,0.00050083,0.43133247,0.01280725,1.38294193,0.83683606,0.35166203
-5.19559780,2.63282019,0.91728024,0.44059316,0.00050024,0.42264967,0.01246365,1.38825961,0.82203148,0.34653594
-5.18959480,2.62816020,0.91870016,0.44736477,0.00049944,0.41580173,0.01214701,1.39585935,0.81080012,0.34233923
-5.18359180,2.63013003,0.92183349,0.45502538,0.00049840,0.41085512,0.01186336,1.40589770,0.80326172,0.33910512
-5.17758879,2.63899048,0.92681875,0.46359035,0.00049707,0.40785450,0.01161788,1.41850675,0.79947930,0.33686191
-5.17158579,2.65492018,0.93375890,0.47307688,0.00049537,0.40681757,0.01141468,1.43379107,0.79945181,0.33563019
-5.16558279,2.67800398,0.94271690,0.48350532,0.00049323,0.40773038,0.01125671,1.45182419,0.80310791,0.33542006
-5.15957979,2.70822205,0.95371186,0.49489986,0.00049059,0.41054345,0.01114564,1.47264460,0.81030115,0.33622842
-5.15357679,2.74544043,0.96671585,0.50728863,0.00048736,0.41516891,0.01108181,1.49625166,0.82080711,0.33803658
-5.14757379,2.78940369,0.98165176,0.52070317,0.00048351,0.42147882,0.01106418,1.52260167,0.83432265,0.34080827
-5.14157079,2.83973074,0.99839256,0.53517735,0.00047901,0.42930495,0.01109041,1.55160472,0.85046769,0.34448834
-5.13556778,2.89591441,1.01676207,0.55074575,0.00047386,0.43844018,0.01115690,1.58312253,0.86878972,0.34900216
-5.12956478,2.95732564,1.03653768,0.56744165,0.00046807,0.44864154,0.01125888,1.61696783,0.88877111,0.35425591
-5.12356178,3.02322249,1.05745491,0.58529473,0.00046172,0.45963495,0.01139065,1.65290560,0.90983935,0.36013791
-5.11755878,3.09276444,1.07921396,0.60432858,0.00045489,0.47112157,0.01154572,1.69065626,0.93137990,0.36652080
-5.11155578,3.16503147,1.10148811,0.62455814,0.00044771,0.48278563,0.01171708,1.72990106,0.95275143,0.37326482
-5.10555278,3.23904767,1.12393374,0.64598727,0.00044034,0.49430343,0.01189747,1.77028939,0.97330307,0.38022181
-5.09954977,3.31380842,1.14620152,0.66860633,0.00043297,0.50535329,0.01207965,1.81144782,0.99239291,0.38724002
-5.09354677,3.38830995,1.16794836,0.69239004,0.00042580,0.51562591,0.01225672,1.85299044,1.00940722,0.39416927
-5.08754377,3.46157994,1.18884949,0.71729566,0.00041907,0.52483481,0.01242238,1.89453000,1.02377954,0.40086646
-5.08154077,3.53270759,1.20861007,0.74326134,0.00041302,0.53272631,0.01257121,1.93568912,1.03500874,0.40720095
-5.07553777,3.60087161,1.22697563,0.77020496,0.00040789,0.53908868,0.01269893,1.97611100,1.04267540,0.41305956
-5.06953477,3.66536447,1.24374082,0.79802323,0.00040394,0.54375986,0.01280258,2.01546891,1.04645564,0.41835105
-5.06353177,3.72561174,1.25875584,0.82659131,0.00040141,0.54663348,0.01288065,2.05347397,1.04613175,0.42300952
-5.05752876,3.78118529,1.27193020,0.85576275,0.00040050,0.54766280,0.01293322,2.08988068,1.04159913,0.42699689
-5.05152576,3.83180969,1.28323349,0.88537004,0.00040141,0.54686243,0.01296196,2.12448991,1.03286916,0.43030391
-5.04552276,3.87736152,1.29269319,0.91522562,0.00040430,0.54430757,0.01297007,2.15714922,1.02006788,0.43294999
-5.03951976,3.91786159,1.30038940,0.94512350,0.00040929,0.54013092,0.01296220,2.18775069,1.00343055,0.43498149
-5.03351676,3.95346074,1.30644706,0.97484152,0.00041643,0.53451735,0.01294430,2.21622627,0.98329218,0.43646888
-5.02751376,3.98442014,1.31102580,1.00414428,0.00042573,0.52769649,0.01292333,2.24254131,0.96007472,0.43750259
-5.02151076,4.01108716,1.31430826,1.03278677,0.00043715,0.51993367,0.01290702,2.26668670,0.93427132,0.43818800
-5.01550775,4.03386852,1.31648741,1.06051863,0.00045056,0.51151954,0.01290357,2.28867019,0.90642836,0.43863974
-5.00950475,4.05320221,1.31775370,1.08708906,0.00046578,0.50275894,0.01292128,2.30850770,0.87712625,0.43897558
-5.00350175,4.06952968,1.31828268,1.11225221,0.00048257,0.49395944,0.01296818,2.32621509,0.84695955,0.43931030
-4.99749875,4.08326997,1.31822394,1.13577295,0.00050061,0.48541999,0.01305171,2.34180112,0.81651753,0.43974979
-4.99149575,4.09479701,1.31769183,1.15743277,0.00051954,0.47742039,0.01317837,2.35526188,0.78636568,0.44038567
-4.98549275,4.10442104,1.31675855,1.17703559,0.00053894,0.47021169,0.01335341,2.36657712,0.75702900,0.44129082
-4.97948974,4.11237499,1.31544986,1.19441327,0.00055835,0.46400815,0.01358055,2.37570856,0.72897768,0.44251581
-4.97348674,4.11880612,1.31374370,1.20943045,0.00057730,0.45898091,0.01386178,2.38260022,0.70261539,0.44408659
-4.96748374,4.12377282,1.31157148,1.22198850,0.00059529,0.45525352,0.01419720,2.38718049,0.67827067,0.44600333
-4.96148074,4.12724649,1.30882214,1.23202831,0.00061181,0.45289951,0.01458495,2.38936578,0.65619148,0.44824057
-4.95547774,4.12911771,1.30534845,1.23953174,0.00062638,0.45194196,0.01502117,2.38906532,0.63654283,0.45074855
-4.94947474,4.12920614,1.30097523,1.24452166,0.00063856,0.45235497,0.01550008,2.38618655,0.61940741,0.45345552
-4.94347174,4.12727317,1.29550891,1.24706034,0.00064794,0.45406681,0.01601409,2.38064096,0.60478909,0.45627106
-4.93746873,4.12303651,1.28874798,1.24724647,0.00065417,0.45696471,0.01655400,2.37234971,0.59261866,0.45909005
-4.93146573,4.11618592,1.28049367,1.24521077,0.00065697,0.46090079,0.01710928,2.36124886,0.58276184,0.46179715
-4.92546273,4.10639925,1.27056040,1.24111055,0.00065616,0.46569903,0.01766829,2.34729395,0.57502874,0.46427155
-4.91945973,4.09335832,1.25878557,1.23512335,0.00065162,0.47116291,0.01821873,2.33046379,0.56918468,0.46639180
-4.91345673,4.07676416,1.24503828,1.22744022,0.00064333,0.47708343,0.01874791,2.31076350,0.56496169,0.46804051
-4.90745373,4.05635136,1.22922663,1.21825890,0.00063136,0.48324727,0.01924318,2.28822677,0.56207047,0.46910877
-4.90145073,4.03190145,1.21130355,1.20777737,0.00061586,0.48944478,0.01969232,2.26291764,0.56021227,0.46950019
-4.89544772,4.00325517,1.19127096,1.19618809,0.00059707,0.49547767,0.02008388,2.23493180,0.55909051,0.46913446
-4.88944472,3.97032387,1.16918223,1.18367333,0.00057527,0.50116616,0.02040752,2.20439766,0.55842163,0.46795031
-4.88344172,3.93309979,1.14514306,1.17040180,0.00055084,0.50635538,0.02065438,2.17147742,0.55794506,0.46590794
-4.87743872,3.89166542,1.11931079,1.15652672,0.00052418,0.51092099,0.02081728,2.13636798,0.55743194,0.46299085
-4.87143572,3.84620167,1.09189228,1.14218545,0.00049573,0.51477385,0.02089097,2.09930198,0.55669242,0.45920708
-4.86543272,3.79699463,1.06314052,1.12750047,0.00046595,0.51786362,0.02087228,2.06054860,0.55558140,0.45458990
-4.85942971,3.74444062,1.03335000,1.11258169,0.00043528,0.52018121,0.02076020,2.02041412,0.55400241,0.44919796
-4.85342671,3.68904887,1.00285111,1.09752967,0.00040419,0.52176005,0.02055592,1.97924180,0.55190975,0.44311479
-4.84742371,3.63144144,0.97200351,1.08243951,0.00037310,0.52267608,0.02026277,1.93741091,0.54930861,0.43644791
-4.84142071,3.57234961,0.94118873,1.06740484,0.00034241,0.52304642,0.01988614,1.89533445,0.54625329,0.42932723
-4.83541771,3.51260625,0.91080193,1.05252169,0.00031248,0.52302666,0.01943331,1.85345523,0.54284351,0.42190296
-4.82941471,3.45313368,0.88124314,1.03789160,0.00028363,0.52280692,0.01891321,1.81224007,0.53921897,0.41434289
-4.82341171,3.39492666,0.85290790,1.02362372,0.00025610,0.52260644,0.01833617,1.77217194,0.53555225,0.40682909
-4.81740870,3.33903041,0.82617761,1.00983565,0.00023012,0.52266709,0.01771366,1.73373995,0.53204037,0.39955401
-4.81140570,3.28651408,0.80140970,0.99665263,0.00020585,0.52324573,0.01705789,1.69742727,0.52889534,0.39271597
-4.80540270,3.23843987,0.77892791,0.98420518,0.00018339,0.52460569,0.01638152,1.66369739,0.52633393,0.38651426
-4.79939970,3.19582896,0.75901283,0.97262518,0.00016282,0.52700757,0.01569730,1.63297895,0.52456722,0.38114369
-4.79339670,3.15962533,0.74189322,0.96204046,0.00014415,0.53069976,0.01501771,1.60564993,0.52379035,0.37678895
-4.78739370,3.13065886,0.72773817,0.95256837,0.00012737,0.53590884,0.01435462,1.58202173,0.52417283,0.37361878
-4.78139070,3.10960949,0.71665063,0.94430854,0.00011243,0.54283047,0.01371902,1.56232410,0.52584998,0.37178036
-4.77538769,3.09697421,0.70866257,0.93733541,0.00009926,0.55162099,0.01312074,1.54669169,0.52891580,0.37139383
-4.76938469,3.09303858,0.70373197,0.93169101,0.00008776,0.56239027,0.01256819,1.53515296,0.53341781,0.37254754
-4.76338169,3.09785471,0.70174201,0.92737844,0.00007783,0.57519602,0.01206820,1.52762238,0.53935387,0.37529397
-4.75737869,3.11122695,0.70250253,0.92435668,0.00006933,0.59004008,0.01162592,1.52389645,0.54667148,0.37964679
-4.75137569,3.13270670,0.70575383,0.92253701,0.00006216,0.60686684,0.01124469,1.52365392,0.55526933,0.38557905
-4.74537269,3.16159702,0.71117286,0.92178157,0.00005616,0.62556396,0.01092611,1.52646076,0.56500135,0.39302281
-4.73936968,3.19696741,0.71838159,0.92190407,0.00005123,0.64596555,0.01066997,1.53177954,0.57568285,0.40187029
-4.73336668,3.23767861,0.72695740,0.92267304,0.00004723,0.66785761,0.01047445,1.53898339,0.58709863,0.41197642
-4.72736368,3.28241663,0.73644501,0.92381731,0.00004404,0.69098574,0.01033621,1.54737382,0.59901270,0.42316304
-4.72136068,3.32973495,0.74636985,0.92503380,0.00004155,0.71506473,0.01025056,1.55620195,0.61117894,0.43522427
-4.71535768,3.37810314,0.75625200,0.92599715,0.00003966,0.73978966,0.01021170,1.56469229,0.62335252,0.44793326
-4.70935468,3.42596002,0.76562051,0.92637087,0.00003827,0.76484800,0.01021295,1.57206797,0.63530117,0.46104964
-4.70335168,3.47176893,0.77402738,0.92581952,0.00003730,0.78993232,0.01024703,1.57757668,0.64681611,0.47432778
-4.69734867,3.51407299,0.78106080,0.92402134,0.00003667,0.81475281,0.01030626,1.58051587,0.65772174,0.48752520
-4.69134567,3.55154767,0.78635701,0.92068071,0.00003631,0.83904923,0.01038285,1.58025646,0.66788399,0.50041093
-4.68534267,3.58304852,0.78961051,0.91553996,0.00003617,0.86260158,0.01046916,1.57626397,0.67721668,0.51277341
-4.67933967,3.60765201,0.79058218,0.90838992,0.00003619,0.88523914,0.01055786,1.56811615,0.68568567,0.52442761
-4.67333667,3.62468764,0.78910504,0.89907865,0.00003633,0.90684727,0.01064218,1.55551657,0.69331076,0.53522099
-4.66733367,3.63376011,0.78508752,0.88751813,0.00003655,0.92737181,0.01071602,1.53830352,0.70016502,0.54503814
-4.66133067,3.63476048,0.77851416,0.87368844,0.00003682,0.94682078,0.01077410,1.51645403,0.70637184,0.55380385
-4.65532766,3.62786628,0.76944381,0.85763933,0.00003712,0.96526335,0.01081202,1.49008294,0.71209972,0.56148455
-4.64932466,3.61353028,0.75800538,0.83948910,0.00003742,0.98282600,0.01082634,1.45943706,0.71755511,0.56808790
-4.64332166,3.59245883,0.74439152,0.81942089,0.00003771,0.99968618,0.01081453,1.42488481,0.72297356,0.57366089
