energy_ev,total_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,3.82488160,0.63018663,0.00000000,1.99885210,0.00000000,0.89389063,0.62923398
-5.99399700,3.65986145,0.59834247,0.00000000,1.91922275,0.00000000,0.86394646,0.60521670
-5.98799400,3.49260111,0.56793396,0.00000000,1.83642811,0.00000000,0.83333255,0.58188058
-5.98199100,3.32550279,0.53952649,0.00000000,1.75152481,0.00000000,0.80257048,0.55968281
-5.97598799,3.16087838,0.51363801,0.00000000,1.66555940,0.00000000,0.77216567,0.53905444
-5.96998499,3.00090069,0.49072719,0.00000000,1.57954700,0.00000000,0.74259620,0.52039105
-5.96398199,2.84756295,0.47118400,0.00000000,1.49445299,0.00000000,0.71430334,0.50404518
-5.95797899,2.70264723,0.45532310,0.00000000,1.41117778,0.00000000,0.68768384,0.49032048
-5.95197599,2.56770221,0.44338009,0.00000000,1.33054500,0.00000000,0.66308422,0.47946786
-5.94597299,2.44403023,0.43551053,0.00000000,1.25329305,0.00000000,0.64079709,0.47168365
-5.93996998,2.33268317,0.43179181,0.00000000,1.18006982,0.00000000,0.62105960,0.46710961
-5.93396698,2.23446629,0.43222732,0.00000000,1.11143033,0.00000000,0.60405369,0.46583485
-5.92796398,2.14994913,0.43675290,0.00000000,1.04783696,0.00000000,0.58990834,0.46789922
-5.92196098,2.07948207,0.44524493,0.00000000,0.98966194,0.00000000,0.57870317,0.47329805
-5.91595798,2.02321732,0.45752963,0.00000000,0.93719160,0.00000000,0.57047362,0.48198791
-5.90995498,1.98113291,0.47339315,0.00000000,0.89063201,0.00000000,0.56521690,0.49389305
-5.90395198,1.95305826,0.49259195,0.00000000,0.85011554,0.00000000,0.56289881,0.50891207
-5.89794897,1.93869997,0.51486283,0.00000000,0.81570809,0.00000000,0.56346072,0.52692459
-5.89194597,1.93766664,0.53993238,0.00000000,0.78741634,0.00000000,0.56682660,0.54779743
-5.88594297,1.94949159,0.56752529,0.00000000,0.76519498,0.00000000,0.57290956,0.57139017
-5.87993997,1.97365264,0.59737130,0.00000000,0.74895342,0.00000000,0.58161765,0.59755959
-5.87393697,2.00958813,0.62921050,0.00000000,0.73856189,0.00000000,0.59285866,0.62616296
-5.86793397,2.05670900,0.66279693,0.00000000,0.73385660,0.00000000,0.60654365,0.65706001
-5.86193097,2.11440659,0.69790033,0.00000000,0.73464407,0.00000000,0.62258900,0.69011352
-5.85592796,2.18205634,0.73430624,0.00000000,0.74070446,0.00000000,0.64091714,0.72518850
-5.84992496,2.25901786,0.77181456,0.00000000,0.75179407,0.00000000,0.66145573,0.76215033
-5.84392196,2.34463191,0.81023682,0.00000000,0.76764704,0.00000000,0.68413562,0.80086174
-5.83791896,2.43821525,0.84939244,0.00000000,0.78797664,0.00000000,0.70888773,0.84117919
-5.83191596,2.53905424,0.88910450,0.00000000,0.81247625,0.00000000,0.73563920,0.88294885
-5.82591296,2.64639834,0.92919517,0.00000000,0.84082041,0.00000000,0.76430903,0.92600249
-5.81990995,2.75945449,0.96948136,0.00000000,0.87266623,0.00000000,0.79480382,0.97015380
-5.81390695,2.87738342,1.00977085,0.00000000,0.90765542,0.00000000,0.82701371,1.01519518
-5.80790395,2.99929865,1.04985924,0.00000000,0.94541720,0.00000000,0.86080908,1.06089566
-5.80190095,3.12426881,1.08952783,0.00000000,0.98557218,0.00000000,0.89603818,1.10699977
-5.79589795,3.25132352,1.12854270,0.00000000,1.02773736,0.00000000,0.93252595,1.15322780
-5.78989495,3.37946294,1.16665495,0.00000000,1.07153206,0.00000000,0.97007413,1.19927729
-5.78389195,3.50767058,1.20360208,0.00000000,1.11658473,0.00000000,1.00846259,1.24482582
-5.77788894,3.63492888,1.23911042,0.00000000,1.16254029,0.00000000,1.04745200,1.28953487
-5.77188594,3.76023671,1.27289838,0.00000000,1.20906760,0.00000000,1.08678739,1.33305470
-5.76588294,3.88262772,1.30468039,0.00000000,1.25586673,0.00000000,1.12620257,1.37502981
-5.75987994,4.00118860,1.33417126,0.00000000,1.30267535,0.00000000,1.16542500,1.41510490
-5.75387694,4.11507608,1.36109075,0.00000000,1.34927402,0.00000000,1.20418086,1.45293094
-5.74787394,4.22353165,1.38516815,0.00000000,1.39548969,0.00000000,1.24219999,1.48817115
-5.74187094,4.32589324,1.40614676,0.00000000,1.44119725,0.00000000,1.27922051,1.52050661
-5.73586793,4.42160321,1.42378811,0.00000000,1.48631873,0.00000000,1.31499289,1.54964145
-5.72986493,4.51021236,1.43787599,0.00000000,1.53082016,0.00000000,1.34928338,1.57530742
-5.72386193,4.59137980,1.44822014,0.00000000,1.57470603,0.00000000,1.38187680,1.59726779
-5.71785893,4.66486912,1.45465974,0.00000000,1.61801166,0.00000000,1.41257875,1.61532068
-5.71185593,4.73054120,1.45706677,0.00000000,1.66079368,0.00000000,1.44121745,1.62930171
-5.70585293,4.78834443,1.45534926,0.00000000,1.70311925,0.00000000,1.46764518,1.63908619
-5.69984992,4.83830314,1.44945445,0.00000000,1.74505445,0.00000000,1.49173986,1.64459079
-5.69384692,4.88050523,1.43937189,0.00000000,1.78665267,0.00000000,1.51340663,1.64577486
-5.68784392,4.91508985,1.42513651,0.00000000,1.82794353,0.00000000,1.53257980,1.64264136
-5.68184092,4.94223590,1.40683137,0.00000000,1.86892297,0.00000000,1.54922524,1.63523743
-5.67583792,4.96215217,1.38459008,0.00000000,1.90954540,0.00000000,1.56334308,1.62365463
-5.66983492,4.97506953,1.35859863,0.00000000,1.94971805,0.00000000,1.57497078,1.60802867
-5.66383192,4.98123547,1.32909635,0.00000000,1.98929825,0.00000000,1.58418634,1.58853861
-5.65782891,4.98091116,1.29637574,0.00000000,2.02809367,0.00000000,1.59111133,1.56540542
-5.65182591,4.97437072,1.26078091,0.00000000,2.06586583,0.00000000,1.59591336,1.53888979
-5.64582291,4.96190268,1.22270444,0.00000000,2.10233649,0.00000000,1.59880778,1.50928898
-5.63981991,4.94381276,1.18258242,0.00000000,2.13719702,0.00000000,1.60005793,1.47693281
-5.63381691,4.92042783,1.14088773,0.00000000,2.17012004,0.00000000,1.59997383,1.44217871
-5.62781391,4.89210001,1.09812143,0.00000000,2.20077286,0.00000000,1.59890871,1.40540576
-5.62181091,4.85921055,1.05480253,0.00000000,2.22883212,0.00000000,1.59725348,1.36700799
-5.61580790,4.82217260,1.01145645,0.00000000,2.25399866,0.00000000,1.59542865,1.32738699
-5.60980490,4.78143256,0.96860240,0.00000000,2.27601196,0.00000000,1.59387403,1.28694410
-5.60380190,4.73746929,0.92674027,0.00000000,2.29466318,0.00000000,1.59303622,1.24607239
-5.59779890,4.69079099,0.88633757,0.00000000,2.30980620,0.00000000,1.59335427,1.20514886
-5.59179590,4.64192957,0.84781701,0.00000000,2.32136566,0.00000000,1.59524396,1.16452698
-5.58579290,4.59143244,0.81154522,0.00000000,2.32934172,0.00000000,1.59908122,1.12453009
-5.57978989,4.53985189,0.77782333,0.00000000,2.33381100,0.00000000,1.60518557,1.08544580
-5.57378689,4.48773255,0.74687977,0.00000000,2.33492352,0.00000000,1.61380403,1.04752171
-5.56778389,4.43559723,0.71886574,0.00000000,2.33289577,0.00000000,1.62509653,1.01096261
-5.56178089,4.38393212,0.69385361,0.00000000,2.32800012,0.00000000,1.63912352,0.97592930
-5.55577789,4.33317193,0.67183836,0.00000000,2.32055118,0.00000000,1.65583640,0.94253912
-5.54977489,4.28368609,0.65274207,0.00000000,2.31088996,0.00000000,1.67507154,0.91086806
-5.54377189,4.23576684,0.63642122,0.00000000,2.29936652,0.00000000,1.69654832,0.88095451
-5.53776888,4.18962034,0.62267652,0.00000000,2.28632259,0.00000000,1.71987155,0.85280432
-5.53176588,4.14536155,0.61126475,0.00000000,2.27207494,0.00000000,1.74453857,0.82639709
-5.52576288,4.10301376,0.60191220,0.00000000,2.25690088,0.00000000,1.76995080,0.80169330
