energy_ev,total_up,Au_p_up,Au_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.80790395,2.02184873,0.30947023,1.12143251,0.57269742,0.24273296,0.00044557,0.12305887,0.00461397,0.57666943
-5.80190095,1.99362078,0.30198861,1.11014534,0.55503093,0.24141159,0.00040674,0.12079269,0.00476253,0.56321942
-5.79589795,1.96324171,0.29485256,1.09634431,0.53783222,0.24003922,0.00037232,0.11870478,0.00489508,0.54997406
-5.78989495,1.93055847,0.28802415,1.07996345,0.52112476,0.23859094,0.00034191,0.11676756,0.00500793,0.53690649
-5.78389195,1.89554006,0.28147079,1.06103429,0.50494465,0.23705126,0.00031520,0.11495536,0.00509769,0.52400470
-5.77788894,1.85828192,0.27516780,1.03968609,0.48934273,0.23541407,0.00029188,0.11324552,0.00516141,0.51127367
-5.77188594,1.81900488,0.26910046,1.01614212,0.47438545,0.23368240,0.00027171,0.11161942,0.00519672,0.49873669
-5.76588294,1.77804849,0.26326525,0.99071181,0.46015442,0.23186780,0.00025444,0.11006311,0.00520185,0.48643573
-5.75987994,1.73585877,0.25767021,0.96377920,0.44674452,0.22998966,0.00023989,0.10856770,0.00517574,0.47443075
-5.75387694,1.69297069,0.25233435,0.93578796,0.43426063,0.22807418,0.00022789,0.10712939,0.00511804,0.46279797
-5.74787394,1.64998630,0.24728612,0.90722381,0.42281310,0.22615331,0.00021829,0.10574915,0.00502918,0.45162707
-5.74187094,1.60754930,0.24256102,0.87859494,0.41251219,0.22426341,0.00021095,0.10443205,0.00491029,0.44101748
-5.73586793,1.56631721,0.23819858,0.85041145,0.40346173,0.22244391,0.00020574,0.10318633,0.00476318,0.43107391
-5.72986493,1.52693260,0.23423876,0.82316462,0.39575247,0.22073586,0.00020256,0.10202225,0.00459027,0.42190135
-5.72386193,1.48999455,0.23071817,0.79730710,0.38945533,0.21918041,0.00020126,0.10095078,0.00439453,0.41359969
-5.71785893,1.45603169,0.22766618,0.77323476,0.38461514,0.21781728,0.00020172,0.09998223,0.00417931,0.40625837
-5.71185593,1.42547824,0.22510141,0.75127113,0.38124514,0.21668326,0.00020378,0.09912493,0.00394828,0.39995114
-5.70585293,1.39865388,0.22302857,0.73165498,0.37932259,0.21581070,0.00020729,0.09838398,0.00370529,0.39473131
-5.69984992,1.37574851,0.22143606,0.71453167,0.37878583,0.21522603,0.00021205,0.09776026,0.00345422,0.39062768
-5.69384692,1.35681250,0.22029442,0.69994847,0.37953300,0.21494839,0.00021787,0.09724958,0.00319893,0.38764134
-5.68784392,1.34175282,0.21955575,0.68785415,0.38142250,0.21498837,0.00022453,0.09684223,0.00294307,0.38574347
-5.68184092,1.33033507,0.21915409,0.67810257,0.38427527,0.21534683,0.00023177,0.09652279,0.00269008,0.38487433
-5.67583792,1.32219139,0.21900689,0.67046017,0.38787886,0.21601401,0.00023935,0.09627028,0.00244301,0.38494338
-5.66983492,1.31683371,0.21901736,0.66461699,0.39199301,0.21696883,0.00024700,0.09605864,0.00220456,0.38583069
-5.66383192,1.31367181,0.21907768,0.66020044,0.39635676,0.21817848,0.00025445,0.09585749,0.00197697,0.38738948
-5.65782891,1.31203526,0.21907284,0.65679140,0.40069647,0.21959845,0.00026144,0.09563321,0.00176205,0.38944985
-5.65182591,1.31119842,0.21888495,0.65394177,0.40473470,0.22117296,0.00026770,0.09535009,0.00156113,0.39182339
-5.64582291,1.31040741,0.21839781,0.65119275,0.40819937,0.22283580,0.00027300,0.09497178,0.00137512,0.39430875
-5.63981991,1.30890784,0.21750148,0.64809298,0.41083293,0.22451183,0.00027713,0.09446268,0.00120451,0.39669782
-5.63381691,1.30597251,0.21609664,0.64421594,0.41240112,0.22611886,0.00027989,0.09378944,0.00104943,0.39878241
-5.62781391,1.30092778,0.21409855,0.63917579,0.41270089,0.22757014,0.00028114,0.09292235,0.00090968,0.40036118
-5.62181091,1.29317780,0.21144046,0.63264122,0.41156731,0.22877729,0.00028077,0.09183662,0.00078476,0.40124657
-5.61580790,1.28222576,0.20807626,0.62434664,0.40887916,0.22965362,0.00027871,0.09051353,0.00067398,0.40127152
-5.60980490,1.26769155,0.20398233,0.61410062,0.40456290,0.23011772,0.00027495,0.08894137,0.00057648,0.40029580
-5.60380190,1.24932515,0.19915855,0.60179121,0.39859513,0.23009729,0.00026949,0.08711607,0.00049126,0.39821163
-5.59779890,1.22701559,0.19362837,0.58738817,0.39100326,0.22953281,0.00026242,0.08504171,0.00041727,0.39494843
-5.59179590,1.20079522,0.18743811,0.57094219,0.38186460,0.22838119,0.00025383,0.08273058,0.00035343,0.39047652
-5.58579290,1.17083931,0.18065545,0.55258127,0.37130386,0.22661890,0.00024387,0.08020318,0.00029864,0.38480966
-5.57978989,1.13746107,0.17336722,0.53250460,0.35948922,0.22424461,0.00023270,0.07748778,0.00025188,0.37800616
-5.57378689,1.10110247,0.16567666,0.51097434,0.34662714,0.22128114,0.00022051,0.07461982,0.00021213,0.37016867
-5.56778389,1.06232127,0.15770026,0.48830566,0.33295619,0.21777647,0.00020752,0.07164112,0.00017848,0.36144245
-5.56178089,1.02177469,0.14956428,0.46485569,0.31874009,0.21380383,0.00019395,0.06859883,0.00015009,0.35201224
-5.55577789,0.98020029,0.14140111,0.44101160,0.30426013,0.20946065,0.00018001,0.06554428,0.00012621,0.34209763
-5.54977489,0.93839491,0.13334565,0.41717860,0.28980741,0.20486658,0.00016591,0.06253164,0.00010617,0.33194726
-5.54377189,0.89719200,0.12553166,0.39376805,0.27567482,0.20016033,0.00015188,0.05961659,0.00008939,0.32183177
-5.53776888,0.85743828,0.11808843,0.37118615,0.26214931,0.19549561,0.00013810,0.05685484,0.00007539,0.31203576
-5.53176588,0.81997032,0.11113755,0.34982362,0.24950438,0.19103622,0.00012474,0.05430067,0.00006373,0.30284908
-5.52576288,0.78559160,0.10479008,0.33004657,0.23799304,0.18695046,0.00011196,0.05200550,0.00005407,0.29455756
-5.51975988,0.75505080,0.09914401,0.31218872,0.22784142,0.18340509,0.00009989,0.05001645,0.00004613,0.28743353
-5.51375688,0.72902180,0.09428215,0.29654521,0.21924310,0.18055898,0.00008864,0.04837505,0.00003968,0.28172642
-5.50775388,0.70808587,0.09027033,0.28336806,0.21235427,0.17855686,0.00007830,0.04711600,0.00003455,0.27765380
-5.50175088,0.69271666,0.08715608,0.27286317,0.20728980,0.17752329,0.00006894,0.04626606,0.00003060,0.27539304
-5.49574787,0.68326817,0.08496760,0.26518902,0.20412037,0.17755713,0.00006060,0.04584322,0.00002773,0.27507401
-5.48974487,0.67996621,0.08371327,0.26045677,0.20287057,0.17872675,0.00005332,0.04585587,0.00002590,0.27677307
-5.48374187,0.68290338,0.08338142,0.25873185,0.20351816,0.18106628,0.00004712,0.04630238,0.00002506,0.28050855
-5.47773887,0.69203793,0.08394060,0.26003667,0.20599447,0.18457289,0.00004201,0.04717079,0.00002523,0.28623795
-5.47173587,0.70719633,0.08534022,0.26435440,0.21018592,0.18920541,0.00003800,0.04843886,0.00002641,0.29385712
-5.46573287,0.72807958,0.08751159,0.27163356,0.21593672,0.19488429,0.00003509,0.05007430,0.00002866,0.30320132
-5.45972986,0.75427307,0.09036942,0.28179312,0.22305272,0.20149299,0.00003329,0.05203538,0.00003204,0.31404840
-5.45372686,0.78525969,0.09381362,0.29472793,0.23130631,0.20888070,0.00003261,0.05427175,0.00003661,0.32612395
-5.44772386,0.82043559,0.09773161,0.31031414,0.24044227,0.21686643,0.00003306,0.05672558,0.00004249,0.33910836
-5.44172086,0.85912842,0.10200085,0.32841437,0.25018453,0.22524424,0.00003466,0.05933293,0.00004976,0.35264553
-5.43571786,0.90061694,0.10649183,0.34888234,0.26024357,0.23378946,0.00003744,0.06202538,0.00005855,0.36635313
-5.42971486,0.94415166,0.11107117,0.37156678,0.27032436,0.24226574,0.00004144,0.06473180,0.00006895,0.37983384
-5.42371186,0.98897560,0.11560500,0.39631426,0.28013446,0.25043259,0.00004671,0.06738030,0.00008109,0.39268748
-5.41770885,1.03434425,0.11996238,0.42297094,0.28939224,0.25805312,0.00005329,0.06990018,0.00009506,0.40452334
-5.41170585,1.07954426,0.12401877,0.45138302,0.29783471,0.26490179,0.00006126,0.07222401,0.00011096,0.41497245
-5.40570285,1.12390985,0.12765929,0.48139587,0.30522491,0.27077175,0.00007066,0.07428950,0.00012886,0.42369921
-5.39969985,1.16683663,0.13078187,0.51285203,0.31135841,0.27548155,0.00008159,0.07604137,0.00014883,0.43041203
-5.39369685,1.20779211,0.13329996,0.54558797,0.31606882,0.27888093,0.00009409,0.07743296,0.00017087,0.43487252
-5.38769385,1.24632290,0.13514487,0.57943008,0.31923206,0.28085551,0.00010825,0.07842756,0.00019500,0.43690292
-5.38169085,1.28205822,0.13626759,0.61419014,0.32076925,0.28133024,0.00012411,0.07899947,0.00022115,0.43639148
-5.37568784,1.31471019,0.13663996,0.64966055,0.32064813,0.28027136,0.00014175,0.07913474,0.00024925,0.43329561
-5.36968484,1.34407085,0.13625529,0.68560990,0.31888305,0.27768704,0.00016119,0.07883148,0.00027917,0.42764275
-5.36368184,1.37000670,0.13512829,0.72177934,0.31553346,0.27362656,0.00018247,0.07809981,0.00031074,0.41952891
-5.35767884,1.39245120,0.13329440,0.75788003,0.31070117,0.26817816,0.00020559,0.07696152,0.00034376,0.40911516
-5.35167584,1.41139611,0.13080850,0.79359233,0.30452639,0.26146575,0.00023055,0.07544932,0.00037800,0.39662202
-5.34567284,1.42688224,0.12774309,0.82856688,0.29718291,0.25364461,0.00025731,0.07360579,0.00041316,0.38232234
-5.33966983,1.43899058,0.12418608,0.86242794,0.28887252,0.24489632,0.00028579,0.07148213,0.00044898,0.36653279
-5.33366683,1.44783431,0.12023812,0.89477899,0.27981912,0.23542316,0.00031590,0.06913672,0.00048513,0.34960444
-5.32766383,1.45355239,0.11600980,0.92521065,0.27026260,0.22544230,0.00034750,0.06663353,0.00052134,0.33191283
-5.32166083,1.45630491,0.11161864,0.95331069,0.26045276,0.21517979,0.00038043,0.06404042,0.00055730,0.31384791
-5.31565783,1.45627058,0.10718606,0.97867575,0.25064370,0.20486493,0.00041447,0.06142757,0.00059277,0.29580418
-5.30965483,1.45364625,0.10283439,1.00092439,0.24108846,0.19472483,0.00044937,0.05886577,0.00062754,0.27817143
-5.30365183,1.44864815,0.09868406,1.01971073,0.23203440,0.18497957,0.00048486,0.05642497,0.00066146,0.26132618
-5.29764882,1.44151450,0.09485091,1.03473816,0.22371915,0.17583787,0.00052059,0.05417280,0.00069444,0.24562415
-5.29164582,1.43250896,0.09144383,1.04577228,0.21636720,0.16749352,0.00055621,0.05217333,0.00072650,0.23139375
-5.28564282,1.42192405,0.08856255,1.05265241,0.21018709,0.16012232,0.00059132,0.05048589,0.00075774,0.21893075
-5.27963982,1.41008403,0.08629581,1.05530100,0.20536913,0.15387976,0.00062550,0.04916410,0.00078836,0.20849393
-5.27363682,1.39734644,0.08471976,1.05373031,0.20208345,0.14889916,0.00065831,0.04825498,0.00081867,0.20030178
-5.26763382,1.38410157,0.08389658,1.04804599,0.20047839,0.14529033,0.00068929,0.04779822,0.00084907,0.19453007
-5.26163082,1.37076958,0.08387339,1.03844721,0.20067892,0.14313857,0.00071799,0.04782553,0.00088008,0.19131016
-5.25562781,1.35779477,0.08468140,1.02522322,0.20278512,0.14250403,0.00074396,0.04836009,0.00091228,0.19072792
-5.24962481,1.34563690,0.08633522,1.00874641,0.20687054,0.14342117,0.00076676,0.04941609,0.00094634,0.19282312
-5.24362181,1.33475982,0.08883246,0.98946212,0.21298046,0.14589848,0.00078601,0.05099834,0.00098295,0.19758924
-5.23761881,1.32561757,0.09215341,0.96787559,0.22112994,0.14991824,0.00080133,0.05310197,0.00102287,0.20497360
-5.23161581,1.31863857,0.09626112,0.94453660,0.23130181,0.15543644,0.00081243,0.05571219,0.00106680,0.21487775
-5.22561281,1.31420861,0.10110156,0.92002245,0.24344468,0.16238284,0.00081907,0.05880416,0.00111544,0.22715826
-5.21960980,1.31265351,0.10660419,0.89491999,0.25747096,0.17066117,0.00082107,0.06234304,0.00116940,0.24162790
-5.21360680,1.31422241,0.11268269,0.86980745,0.27325534,0.18014966,0.00081834,0.06628413,0.00122918,0.25805726
-5.20760380,1.31907247,0.11923615,0.84523683,0.29063371,0.19070192,0.00081088,0.07057320,0.00129516,0.27617706
-5.20160080,1.32725622,0.12615054,0.82171756,0.30940277,0.20214817,0.00079876,0.07514704,0.00136753,0.29568110
-5.19559780,1.33871205,0.13330057,0.79970199,0.32932062,0.21429715,0.00078215,0.07993427,0.00144626,0.31623017
-5.18959480,1.35325883,0.14055191,0.77957329,0.35010852,0.22693850,0.00076129,0.08485631,0.00153112,0.33745678
-5.18359180,1.37059495,0.14776376,0.76163613,0.37145377,0.23984589,0.00073651,0.08982871,0.00162163,0.35897095
-5.17758879,1.39030219,0.15479173,0.74611041,0.39301411,0.25278076,0.00070818,0.09476266,0.00171705,0.38036700
-5.17158579,1.41185447,0.16149103,0.73312818,0.41442335,0.26549670,0.00067676,0.09956670,0.00181639,0.40123115
-5.16558279,1.43463126,0.16771973,0.72273375,0.43529847,0.27774453,0.00064273,0.10414874,0.00191842,0.42115010
-5.15957979,1.45793536,0.17334225,0.71488687,0.45524777,0.28927771,0.00060663,0.10841807,0.00202168,0.43972003
-5.15357679,1.48101424,0.17823272,0.70946872,0.47388014,0.29985820,0.00056897,0.11228760,0.00212455,0.45655610
-5.14757379,1.50308440,0.18227825,0.70629048,0.49081495,0.30926247,0.00053033,0.11567603,0.00222523,0.47130195
-5.14157079,1.52335766,0.18538194,0.70510395,0.50569236,0.31728749,0.00049121,0.11851003,0.00232184,0.48363893
-5.13556778,1.54106835,0.18746554,0.70561397,0.51818356,0.32375641,0.00045215,0.12072622,0.00241247,0.49329473
-5.12956478,1.55550051,0.18847161,0.70749201,0.52800065,0.32852388,0.00041363,0.12227300,0.00249521,0.50005099
-5.12356178,1.56601395,0.18836511,0.71039049,0.53490561,0.33148061,0.00037608,0.12311207,0.00256829,0.50374969
-5.11755878,1.57206812,0.18713436,0.71395750,0.53871807,0.33255706,0.00033992,0.12321957,0.00263007,0.50429786
-5.11155578,1.57324318,0.18479133,0.71785123,0.53932155,0.33172620,0.00030547,0.12258695,0.00267914,0.50167056
-5.10555278,1.56925724,0.18137126,0.72175389,0.53666771,0.32900498,0.00027303,0.12122124,0.00271440,0.49591185
-5.09954977,1.55997952,0.17693152,0.72538473,0.53077868,0.32445467,0.00024285,0.11914500,0.00273510,0.48713378
-5.09354677,1.54543880,0.17154997,0.72851163,0.52174707,0.31817996,0.00021510,0.11639578,0.00274088,0.47551338
-5.08754377,1.52582727,0.16532263,0.73096132,0.50973392,0.31032676,0.00018993,0.11302519,0.00273181,0.46128774
-5.08154077,1.50149956,0.15836102,0.73262767,0.49496449,0.30107902,0.00016742,0.10909756,0.00270841,0.44474753
-5.07553777,1.47296728,0.15078906,0.73347802,0.47772217,0.29065440,0.00014763,0.10468830,0.00267166,0.42622896
-5.06953477,1.44088946,0.14273980,0.73355748,0.45834073,0.27929921,0.00013058,0.09988202,0.00262301,0.40610484
-5.06353177,1.40605917,0.13435210,0.73299089,0.43719537,0.26728267,0.00011628,0.09477049,0.00256432,0.38477483
-5.05752876,1.36938702,0.12576729,0.73198255,0.41469278,0.25489070,0.00010469,0.08945044,0.00249787,0.36265544
-5.05152576,1.33188196,0.11712608,0.73081363,0.39126080,0.24241956,0.00009578,0.08402144,0.00242629,0.34017001
-5.04552276,1.29463012,0.10856569,0.72983719,0.36733795,0.23016937,0.00008949,0.07858382,0.00235251,0.31773920
-5.03951976,1.25877205,0.10021734,0.72947101,0.34336336,0.21843783,0.00008578,0.07323670,0.00227971,0.29577207
-5.03351676,1.22547907,0.09220422,0.73018807,0.31976728,0.20751427,0.00008458,0.06807624,0.00221124,0.27465822
-5.02751376,1.19592897,0.08463986,0.73250504,0.29696265,0.19767407,0.00008583,0.06319410,0.00215054,0.25476102
-5.02151076,1.17128162,0.07762697,0.73696874,0.27533773,0.18917371,0.00008947,0.05867614,0.00210109,0.23641202
-5.01550775,1.15265471,0.07125675,0.74414090,0.25525014,0.18224628,0.00009544,0.05460144,0.00206633,0.21990673
-5.00950475,1.14109998,0.06560861,0.75458146,0.23702216,0.17709772,0.00010365,0.05104147,0.00204955,0.20550160
-5.00350175,1.13758004,0.06075017,0.76883074,0.22093737,0.17390360,0.00011402,0.04805954,0.00205389,0.19341208
-4.99749875,1.14294632,0.05673761,0.78739095,0.20723854,0.17280650,0.00012646,0.04571044,0.00208219,0.18381179
-4.99149575,1.15791799,0.05361611,0.81070736,0.19612656,0.17391400,0.00014085,0.04404019,0.00213699,0.17683247
-4.98549275,1.18306257,0.05142054,0.83914987,0.18776025,0.17729709,0.00015707,0.04308590,0.00222044,0.17256460
-4.97948974,1.21877816,0.05017599,0.87299541,0.18225683,0.18298919,0.00017494,0.04287572,0.00233425,0.17105851
-4.97348674,1.26527795,0.04989837,0.91241173,0.17969283,0.19098551,0.00019429,0.04342875,0.00247966,0.17232580
-4.96748374,1.32257734,0.05059484,0.95744341,0.18010528,0.20124289,0.00021490,0.04475493,0.00265734,0.17634095
-4.96148074,1.39048399,0.05226412,1.00800048,0.18349289,0.21368011,0.00023653,0.04685500,0.00286740,0.18304295
-4.95547774,1.46859156,0.05489657,1.06385031,0.18981728,0.22817857,0.00025890,0.04972023,0.00310935,0.19233699
-4.94947474,1.55627739,0.05847413,1.12461325,0.19900402,0.24458347,0.00028171,0.05333231,0.00338205,0.20409607
-4.94347174,1.65270466,0.06297006,1.18976240,0.21094347,0.26270553,0.00030464,0.05766308,0.00368373,0.21816265
-4.93746873,1.75682941,0.06834860,1.25862789,0.22549158,0.28232320,0.00032735,0.06267433,0.00401193,0.23435032
-4.93146573,1.86741276,0.07456446,1.33040561,0.24247058,0.30318550,0.00034947,0.06831769,0.00436358,0.25244554
-4.92546273,1.98303834,0.08156246,1.40417059,0.26166978,0.32501541,0.00037066,0.07453456,0.00473494,0.27220969
-4.91945973,2.10213509,0.08927708,1.47889471,0.28284655,0.34751399,0.00039055,0.08125627,0.00512170,0.29338132
-4.91345673,2.22300517,0.09763226,1.55346843,0.30572781,0.37036503,0.00040882,0.08840443,0.00551901,0.31567889
-4.90745373,2.34385658,0.10654143,1.62672605,0.33001194,0.39324037,0.00042514,0.09589155,0.00592153,0.33880394
-4.90145073,2.46283989,0.11590778,1.69747375,0.35537154,0.41580574,0.00043923,0.10362195,0.00632357,0.36244488
-4.89544772,2.57808836,0.12562497,1.76451969,0.38145700,0.43772706,0.00045086,0.11149303,0.00671913,0.38628124
-4.88944472,2.68776036,0.13557817,1.82670519,0.40790097,0.45867706,0.00045982,0.11939680,0.00710208,0.40998860
-4.88344172,2.79008307,0.14564554,1.88293600,0.43432385,0.47834212,0.00046600,0.12722186,0.00746628,0.43324394
-4.87743872,2.88339597,0.15570020,1.93221273,0.46034014,0.49642908,0.00046931,0.13485550,0.00780571,0.45573146
-4.87143572,2.96619307,0.16561244,1.97365918,0.48556566,0.51267190,0.00046974,0.14218621,0.00811464,0.47714862
-4.86543272,3.03716217,0.17525242,2.00654777,0.50962542,0.52683790,0.00046736,0.14910625,0.00838779,0.49721231
-4.85942971,3.09521998,0.18449300,2.03032106,0.53216190,0.53873343,0.00046229,0.15551430,0.00862049,0.51566500
-4.85342671,3.13954176,0.19321284,2.04460848,0.55284347,0.54820868,0.00045471,0.16131817,0.00880882,0.53228050
-4.84742371,3.16958427,0.20129944,2.04923776,0.57137278,0.55516151,0.00044487,0.16643735,0.00894975,0.54686927
-4.84142071,3.18510121,0.20865224,2.04424038,0.58749452,0.55954019,0.00043308,0.17080532,0.00904124,0.55928302
-4.83541771,3.18615027,0.21518541,2.02985100,0.60100250,0.56134470,0.00041969,0.17437157,0.00908235,0.56941837
-4.82941471,3.17309157,0.22083041,2.00650063,0.61174557,0.56062681,0.00040508,0.17710320,0.00907331,0.57721947
-4.82341171,3.14657725,0.22553808,1.97480381,0.61963217,0.55748866,0.00038971,0.17898602,0.00901550,0.58267933
-4.81740870,3.10753254,0.22928023,1.93554023,0.62463327,0.55207994,0.00037401,0.18002511,0.00891151,0.58583995
-4.81140570,3.05712878,0.23205059,1.88963143,0.62678352,0.54459382,0.00035847,0.18024475,0.00876504,0.58679097
-4.80540270,2.99674937,0.23386519,1.83811341,0.62618053,0.53526156,0.00034359,0.17968779,0.00858086,0.58566710
-4.79939970,2.92794979,0.23476190,1.78210610,0.62298226,0.52434620,0.00032986,0.17841443,0.00836466,0.58264411
-4.79339670,2.85241297,0.23479941,1.72278097,0.61740259,0.51213531,0.00031777,0.17650038,0.00812297,0.57793368
-4.78739370,2.77190170,0.23405547,1.66132774,0.60970513,0.49893319,0.00030781,0.17403457,0.00786289,0.57177719
-4.78139070,2.68820970,0.23262447,1.59892166,0.60019558,0.48505273,0.00030047,0.17111638,0.00759199,0.56443858
-4.77538769,2.60311297,0.23061451,1.53669231,0.58921279,0.47080717,0.00029618,0.16785256,0.00731804,0.55619648
-4.76938469,2.51832313,0.22814395,1.47569517,0.57711888,0.45650209,0.00029539,0.16435392,0.00704881,0.54733602
-4.76338169,2.43544426,0.22533766,1.41688684,0.56428873,0.44242778,0.00029848,0.16073182,0.00679186,0.53814027
-4.75737869,2.35593455,0.22232291,1.36110470,0.55109916,0.42885231,0.00030582,0.15709478,0.00655430,0.52888189
-4.75137569,2.28107396,0.21922531,1.30905153,0.53791823,0.41601551,0.00031772,0.15354507,0.00634260,0.51981497
-4.74537269,2.21193857,0.21616465,1.26128544,0.52509491,0.40412385,0.00033446,0.15017558,0.00616238,0.51116762
-4.73936968,2.14938248,0.21325095,1.21821529,0.51294958,0.39334664,0.00035623,0.14706705,0.00601831,0.50313524
-4.73336668,2.09402717,0.21058089,1.18010123,0.50176551,0.38381327,0.00038320,0.14428563,0.00591390,0.49587501
-4.72736368,2.04625862,0.20823458,1.14706030,0.49178170,0.37561188,0.00041546,0.14188104,0.00585147,0.48950152
-4.72136068,2.00623171,0.20627300,1.11907626,0.48318725,0.36878911,0.00045302,0.13988520,0.00583202,0.48408401
-4.71535768,1.97388145,0.20473603,1.09601317,0.47611748,0.36335123,0.00049582,0.13831159,0.00585529,0.47964501
-4.70935468,1.94894034,0.20364129,1.07763185,0.47065181,0.35926622,0.00054374,0.13715510,0.00591971,0.47616079
-4.70335168,1.93096083,0.20298378,1.06360828,0.46681356,0.35646699,0.00059657,0.13639268,0.00602250,0.47356331
-4.69734867,1.91934199,0.20273635,1.05355323,0.46457155,0.35485540,0.00065404,0.13598445,0.00615972,0.47174393
-4.69134567,1.91335934,0.20285102,1.04703211,0.46384356,0.35430706,0.00071580,0.13587552,0.00632644,0.47055852
-4.68534267,1.91219644,0.20326112,1.04358436,0.46450134,0.35467661,0.00078143,0.13599825,0.00651689,0.46983385
-4.67933967,1.91497741,0.20388411,1.04274160,0.46637708,0.35580340,0.00085046,0.13627498,0.00672460,0.46937517
-4.67333667,1.92079902,0.20462503,1.04404396,0.46927101,0.35751735,0.00092239,0.13662101,0.00694265,0.46897442
-4.66733367,1.92876149,0.20538052,1.04705418,0.47295990,0.35964480,0.00099665,0.13694794,0.00716387,0.46841892
-4.66133067,1.93799688,0.20604302,1.05136910,0.47720602,0.36201411,0.00107268,0.13716692,0.00738105,0.46750005
-4.65532766,1.94769430,0.20650527,1.05662832,0.48176626,0.36446096,0.00114989,0.13719200,0.00758713,0.46602170
-4.64932466,1.95712124,0.20666466,1.06252002,0.48640100,0.36683308,0.00122771,0.13694321,0.00777546,0.46380785
-4.64332166,1.96564045,0.20642742,1.06878394,0.49088246,0.36899426,0.00130558,0.13634944,0.00793996,0.46070919
