energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.83191596,1.68922621,0.41753991,0.21186218,0.00241934,0.46845888,0.00261764,0.62596992,0.33046506,0.46311761
-5.82591296,1.65573822,0.39676854,0.20688511,0.00254773,0.46778618,0.00250639,0.60338294,0.32447611,0.46050227
-5.81990995,1.62254852,0.37742158,0.20286346,0.00271033,0.46584486,0.00242437,0.58230430,0.31872970,0.45685463
-5.81390695,1.59002776,0.35971934,0.19992625,0.00291005,0.46258894,0.00237120,0.56303223,0.31330715,0.45214878
-5.80790395,1.55850997,0.34385281,0.19817995,0.00314930,0.45799059,0.00234636,0.54582164,0.30828524,0.44637215
-5.80190095,1.52829084,0.32998269,0.19770542,0.00342989,0.45204234,0.00234903,0.53088117,0.30373648,0.43952759
-5.79589795,1.49962856,0.31823998,0.19855555,0.00375295,0.44475911,0.00237809,0.51837208,0.29972964,0.43163533
-5.78989495,1.47274674,0.30872776,0.20075382,0.00411886,0.43617982,0.00243202,0.50840911,0.29633047,0.42273468
-5.78389195,1.44783875,0.30152418,0.20429370,0.00452718,0.42636833,0.00250891,0.50106289,0.29360247,0.41288528
-5.77788894,1.42507321,0.29668635,0.20913901,0.00497663,0.41541365,0.00260642,0.49636391,0.29160747,0.40216774
-5.77188594,1.40459979,0.29425494,0.21522507,0.00546506,0.40342916,0.00272181,0.49430764,0.29040603,0.39068351
-5.76588294,1.38655502,0.29425930,0.22246077,0.00598948,0.39055092,0.00285197,0.49486061,0.29005746,0.37855406
-5.75987994,1.37106773,0.29672264,0.23073139,0.00654605,0.37693495,0.00299344,0.49796720,0.29061953,0.36591911
-5.75387694,1.35826366,0.30166732,0.23990208,0.00713020,0.36275367,0.00314254,0.50355672,0.29214769,0.35293412
-5.74787394,1.34826930,0.30911971,0.24982202,0.00773662,0.34819144,0.00329540,0.51155064,0.29469404,0.33976707
-5.74187094,1.34121459,0.31911455,0.26032893,0.00835944,0.33343960,0.00344811,0.52186967,0.29830596,0.32659468
-5.73586793,1.33723474,0.33169851,0.27125397,0.00899231,0.31869109,0.00359677,0.53444030,0.30302456,0.31359815
-5.72986493,1.33647095,0.34693274,0.28242671,0.00962854,0.30413496,0.00373765,0.54920071,0.30888299,0.30095881
-5.72386193,1.33907028,0.36489433,0.29368015,0.01026122,0.28995107,0.00386729,0.56610565,0.31590493,0.28885365
-5.71785893,1.34518471,0.38567632,0.30485540,0.01088340,0.27630519,0.00398260,0.58513019,0.32410312,0.27745115
-5.71185593,1.35496935,0.40938633,0.31580606,0.01148826,0.26334484,0.00408096,0.60627197,0.33347819,0.26690746
-5.70585293,1.36857998,0.43614360,0.32640193,0.01206918,0.25119592,0.00416031,0.62955194,0.34401789,0.25736310
-5.69984992,1.38616982,0.46607450,0.33653205,0.01261994,0.23996045,0.00421924,0.65501329,0.35569666,0.24894040
-5.69384692,1.40788555,0.49930649,0.34610686,0.01313483,0.22971540,0.00425701,0.68271863,0.36847564,0.24174153
-5.68784392,1.43386249,0.53596058,0.35505936,0.01360871,0.22051263,0.00427358,0.71274529,0.38230310,0.23584741
-5.68184092,1.46421894,0.57614259,0.36334533,0.01403713,0.21237997,0.00426964,0.74517889,0.39711517,0.23131726
-5.67583792,1.49904961,0.61993336,0.37094257,0.01441638,0.20532323,0.00424658,0.78010521,0.41283687,0.22818873
-5.66983492,1.53841817,0.66737814,0.37784912,0.01474350,0.19932899,0.00420643,0.81760072,0.42938331,0.22647868
-5.66383192,1.58234902,0.71847586,0.38408068,0.01501626,0.19436807,0.00415181,0.85772206,0.44666095,0.22618428
-5.65782891,1.63081838,0.77316830,0.38966737,0.01523321,0.19039931,0.00408587,0.90049480,0.46456884,0.22728438
-5.65182591,1.68374503,0.83133006,0.39464985,0.01539358,0.18737342,0.00401216,0.94590204,0.48299978,0.22974103
-5.64582291,1.74098104,0.89275955,0.39907525,0.01549725,0.18523689,0.00393455,0.99387341,0.50184120,0.23350103
-5.63981991,1.80230285,0.95717169,0.40299294,0.01554468,0.18393537,0.00385712,1.04427491,0.52097595,0.23849732
-5.63381691,1.86740339,1.02419271,0.40645041,0.01553685,0.18341674,0.00378401,1.09690033,0.54028281,0.24465034
-5.62781391,1.93588571,1.09335758,0.40948958,0.01547513,0.18363344,0.00371938,1.15146460,0.55963681,0.25186912
-5.62181091,2.00725864,1.16411034,0.41214362,0.01536131,0.18454419,0.00366725,1.20759974,0.57890950,0.26005224
-5.61580790,2.08093527,1.23580768,0.41443446,0.01519741,0.18611490,0.00363143,1.26485371,0.59796917,0.26908869
-5.60980490,2.15623452,1.30772579,0.41637120,0.01498574,0.18831898,0.00361547,1.32269247,0.61668113,0.27885864
-5.60380190,2.23238644,1.37907060,0.41794940,0.01472877,0.19113700,0.00362256,1.38050546,0.63490830,0.28923432
-5.59779890,2.30854125,1.44899117,0.41915130,0.01442913,0.19455585,0.00365552,1.43761447,0.65251204,0.30008093
-5.59179590,2.38378249,1.51659600,0.41994700,0.01408960,0.19856754,0.00371679,1.49328579,0.66935341,0.31125789
-5.58579290,2.45714386,1.58097178,0.42029645,0.01371307,0.20316781,0.00380838,1.54674532,0.68529495,0.32262037
-5.57978989,2.52762980,1.64120409,0.42015214,0.01330256,0.20835467,0.00393194,1.59719633,0.70020296,0.33402116
-5.57378689,2.59423884,1.69639929,0.41946241,0.01286124,0.21412698,0.00408873,1.64383911,0.71395019,0.34531294
-5.56778389,2.65598941,1.74570705,0.41817505,0.01239239,0.22048325,0.00427970,1.68589199,0.72641899,0.35635099
-5.56178089,2.71194685,1.78834253,0.41624113,0.01189945,0.22742072,0.00450552,1.72261297,0.73750469,0.36699613
-5.55577789,2.76125079,1.82360758,0.41361878,0.01138602,0.23493464,0.00476661,1.75332100,0.74711909,0.37711789
-5.54977489,2.80314155,1.85091015,0.41027670,0.01085582,0.24301796,0.00506321,1.77741639,0.75519381,0.38659778
-5.54377189,2.83698467,1.86978117,0.40619722,0.01031275,0.25166114,0.00539542,1.79439920,0.76168333,0.39533247
-5.53776888,2.86229201,1.87988831,0.40137882,0.00976079,0.26085226,0.00576319,1.80388517,0.76656739,0.40323665
-5.53176588,2.87873873,1.88104603,0.39583784,0.00920403,0.27057713,0.00616639,1.80561841,0.76985261,0.41024545
-5.52576288,2.88617504,1.87322168,0.38960940,0.00864659,0.28081936,0.00660479,1.79948035,0.77157314,0.41631625
-5.51975988,2.88463205,1.85653724,0.38274743,0.00809258,0.29156037,0.00707804,1.78549455,0.77179016,0.42142965
-5.51375688,2.87432130,1.83126674,0.37532380,0.00754604,0.30277912,0.00758566,1.76382728,0.77059011,0.42558959
-5.50775388,2.85562792,1.79782939,0.36742659,0.00701089,0.31445158,0.00812698,1.73478362,0.76808186,0.42882243
-5.50175088,2.82909742,1.75677869,0.35915765,0.00649082,0.32654985,0.00870109,1.69879948,0.76439260,0.43117516
-5.49574787,2.79541680,1.70878794,0.35062941,0.00598926,0.33904104,0.00930677,1.65642967,0.75966287,0.43271262
-5.48974487,2.75539070,1.65463256,0.34196129,0.00550932,0.35188588,0.00994243,1.60833251,0.75404088,0.43351399
-5.48374187,2.70991360,1.59517000,0.33327573,0.00505369,0.36503723,0.01060606,1.55525170,0.74767638,0.43366860
-5.47773887,2.65993950,1.53131790,0.32469410,0.00462464,0.37843851,0.01129515,1.49799601,0.74071451,0.43327138
-5.47173587,2.60645034,1.46403129,0.31633268,0.00422397,0.39202240,0.01200666,1.43741777,0.73328995,0.43241818
-5.46573287,2.55042472,1.39427955,0.30829889,0.00385296,0.40570987,0.01273701,1.37439074,0.72552178,0.43120113
-5.45972986,2.49280840,1.32302403,0.30068796,0.00351243,0.41940961,0.01348212,1.30978838,0.71750934,0.42970448
-5.45372686,2.43448779,1.25119707,0.29358019,0.00320268,0.43301833,0.01423739,1.24446327,0.70932950,0.42800101
-5.44772386,2.37626776,1.17968286,0.28703892,0.00292355,0.44642162,0.01499786,1.17922821,0.70103532,0.42614924
-5.44172086,2.31885451,1.10930107,0.28110926,0.00267445,0.45949582,0.01575826,1.11483983,0.69265652,0.42419169
-5.43571786,2.26284414,1.04079328,0.27581771,0.00245442,0.47211063,0.01651320,1.05198505,0.68420153,0.42215416
-5.42971486,2.20871726,0.97481278,0.27117255,0.00226216,0.48413259,0.01725729,0.99127061,0.67566113,0.42004610
-5.42371186,2.15683932,0.91191774,0.26716506,0.00209615,0.49542908,0.01798534,0.93321603,0.66701349,0.41786207
-5.41770885,2.10746644,0.85256776,0.26377137,0.00195465,0.50587300,0.01869256,0.87824985,0.65823026,0.41558403
-5.41170585,2.06075593,0.79712369,0.26095493,0.00183584,0.51534747,0.01937470,0.82670896,0.64928344,0.41318446
-5.40570285,2.01678055,0.74585035,0.25866935,0.00173785,0.52375066,0.02002824,0.77884098,0.64015246,0.41062995
-5.39969985,1.97554532,0.69892188,0.25686152,0.00165885,0.53100030,0.02065048,0.73480899,0.63083119,0.40788511
-5.39369685,1.93700581,0.65642912,0.25547477,0.00159710,0.53703753,0.02123964,0.69469841,0.62133435,0.40491647
-5.38769385,1.90108661,0.61838865,0.25445194,0.00155100,0.54183008,0.02179486,0.65852546,0.61170291,0.40169615
-5.38169085,1.86769879,0.58475287,0.25373819,0.00151918,0.54537432,0.02231622,0.62624655,0.60200820,0.39820515
-5.37568784,1.83675555,0.55542059,0.25328342,0.00150044,0.54769621,0.02280460,0.59776836,0.59235438,0.39443587
-5.36968484,1.80818501,0.53024775,0.25304417,0.00149389,0.54885105,0.02326156,0.57295786,0.58287920,0.39039401
-5.36368184,1.78193991,0.50905761,0.25298499,0.00149883,0.54892195,0.02368912,0.55165209,0.57375288,0.38609950
-5.35767884,1.75800357,0.49165032,0.25307917,0.00151486,0.54801722,0.02408957,0.53366722,0.56517522,0.38158660
-5.35167584,1.73639241,0.47781134,0.25330891,0.00154178,0.54626672,0.02446516,0.51880667,0.55737100,0.37690318
-5.34567284,1.71715494,0.46731869,0.25366490,0.00157960,0.54381740,0.02481787,0.50686814,0.55058400,0.37210920
-5.33966983,1.70036785,0.45994878,0.25414545,0.00162848,0.54082828,0.02514912,0.49764940,0.54506979,0.36727461
-5.33366683,1.68612957,0.45548088,0.25475520,0.00168871,0.53746515,0.02545955,0.49095283,0.54108773,0.36247670
-5.32766383,1.67455204,0.45370022,0.25550353,0.00176063,0.53389518,0.02574883,0.48658870,0.53889254,0.35779721
-5.32166083,1.66575139,0.45439983,0.25640286,0.00184457,0.53028175,0.02601555,0.48437733,0.53872571,0.35331927
-5.31565783,1.65983827,0.45738129,0.25746683,0.00194082,0.52677981,0.02625711,0.48415024,0.54080733,0.34912441
-5.30965483,1.65690843,0.46245458,0.25870857,0.00204952,0.52353179,0.02646982,0.48575035,0.54532845,0.34528967
-5.30365183,1.65703423,0.46943721,0.26013914,0.00217067,0.52066433,0.02664895,0.48903156,0.55244451,0.34188515
-5.29764882,1.66025758,0.47815291,0.26176616,0.00230400,0.51828600,0.02678891,0.49385770,0.56226990,0.33897187
-5.29164582,1.66658469,0.48843012,0.26359284,0.00244901,0.51648585,0.02688355,0.50010128,0.57487410,0.33660019
-5.28564282,1.67598301,0.50010042,0.26561726,0.00260484,0.51533305,0.02692648,0.50764197,0.59027932,0.33480875
-5.27963982,1.68838036,0.51299725,0.26783214,0.00277035,0.51487739,0.02691137,0.51636518,0.60845993,0.33362395
-5.27363682,1.70366653,0.52695502,0.27022493,0.00294402,0.51515067,0.02683241,0.52616086,0.62934368,0.33306007
-5.26763382,1.72169723,0.54180879,0.27277834,0.00312400,0.51616891,0.02668469,0.53692258,0.65281462,0.33311979
-5.26163082,1.74230019,0.55739464,0.27547118,0.00330812,0.51793514,0.02646456,0.54854720,0.67871775,0.33379539
-5.25562781,1.76528341,0.57355081,0.27827965,0.00349394,0.52044279,0.02616997,0.56093502,0.70686524,0.33507021
-5.24962481,1.79044496,0.59011967,0.28117878,0.00367874,0.52367936,0.02580077,0.57399063,0.73704393,0.33692064
-5.24362181,1.81758435,0.60695037,0.28414420,0.00385963,0.52763040,0.02535895,0.58762432,0.76902394,0.33931837
-5.23761881,1.84651464,0.62390222,0.28715409,0.00403363,0.53228348,0.02484870,0.60175419,0.80256811,0.34223282
-5.23161581,1.87707510,0.64084856,0.29019114,0.00419768,0.53763209,0.02427651,0.61630870,0.83744168,0.34563378
-5.22561281,1.90914365,0.65768101,0.29324469,0.00434881,0.54367923,0.02365107,0.63122959,0.87342206,0.34949405
-5.21960980,1.94264862,0.67431369,0.29631270,0.00448418,0.55044058,0.02298315,0.64647508,0.91030808,0.35379195
-5.21360680,1.97757912,0.69068739,0.29940362,0.00460116,0.55794712,0.02228534,0.66202292,0.94792827,0.35851376
-5.20760380,2.01399353,0.70677320,0.30253814,0.00469745,0.56624700,0.02157172,0.67787329,0.98614784,0.36365573
-5.20160080,2.05202544,0.72257536,0.30575056,0.00477113,0.57540659,0.02085749,0.69405114,1.02487389,0.36922578
-5.19559780,2.09188664,0.73813323,0.30908989,0.00482074,0.58551063,0.02015854,0.71060779,1.06405858,0.37524464
-5.18959480,2.13386680,0.75352188,0.31262047,0.00484534,0.59666143,0.01949097,0.72762161,1.10370002,0.38174648
-5.18359180,2.17832967,0.76885143,0.31642220,0.00484451,0.60897716,0.01887060,0.74519753,1.14384081,0.38877877
-5.17758879,2.22570565,0.78426486,0.32059027,0.00481840,0.62258921,0.01831252,0.76346538,1.18456433,0.39640166
-5.17158579,2.27648109,0.79993439,0.32523431,0.00476771,0.63763880,0.01783062,0.78257697,1.22598894,0.40468658
-5.16558279,2.33118444,0.81605645,0.33047711,0.00469371,0.65427299,0.01743715,0.80270193,1.26826034,0.41371425
-5.15957979,2.39037006,0.83284551,0.33645272,0.00459813,0.67264019,0.01714241,0.82402245,1.31154272,0.42357224
-5.15357679,2.45460004,0.85052685,0.34330413,0.00448316,0.69288553,0.01695441,0.84672706,1.35600917,0.43435198
-5.14757379,2.52442503,0.86932875,0.35118041,0.00435139,0.71514621,0.01687868,0.87100379,1.40183187,0.44614555
-5.14157079,2.60036488,0.88947426,0.36023346,0.00420566,0.73954711,0.01691810,0.89703278,1.44917279,0.45904227
-5.13556778,2.68288965,0.91117307,0.37061433,0.00404905,0.76619684,0.01707288,0.92497885,1.49817545,0.47312529
-5.12956478,2.77240202,0.93461361,0.38246922,0.00388474,0.79518437,0.01734056,0.95498413,1.54895812,0.48846824
-5.12356178,2.86922144,0.95995592,0.39593513,0.00371597,0.82657639,0.01771617,0.98716117,1.60160891,0.50513216
-5.11755878,2.97357054,0.98732535,0.41113536,0.00354587,0.86041537,0.01819239,1.02158660,1.65618286,0.52316271
-5.11155578,3.08556401,1.01680735,0.42817479,0.00337746,0.89671827,0.01875982,1.05829576,1.71270104,0.54258770
-5.10555278,3.20519995,1.04844350,0.44713503,0.00321354,0.93547586,0.01940733,1.09727818,1.77115148,0.56341511
-5.09954977,3.33235360,1.08222877,0.46806970,0.00305665,0.97665238,0.02012242,1.13847417,1.83149160,0.58563140
-5.09354677,3.46677315,1.11811005,0.49099972,0.00290899,1.02018544,0.02089159,1.18177258,1.89365160,0.60920020
-5.08754377,3.60807726,1.15598580,0.51590889,0.00277242,1.06598589,0.02170080,1.22700953,1.95753827,0.63406132
-5.08154077,3.75575398,1.19570681,0.54273987,0.00264841,1.11393740,0.02253583,1.27396843,2.02303869,0.66013001
-5.07553777,3.90916083,1.23707791,0.57139079,0.00253807,1.16389575,0.02338273,1.32238089,2.09002324,0.68729638
-5.06953477,4.06752572,1.27986050,0.60171258,0.00244210,1.21568765,0.02422814,1.37192886,2.15834738,0.71542513
-5.06353177,4.22994882,1.32377583,0.63350734,0.00236084,1.26910907,0.02505964,1.42224764,2.22785204,0.74435533
-5.05752876,4.39540559,1.36850894,0.66652792,0.00229428,1.32392328,0.02586598,1.47293006,2.29836249,0.77390059
-5.05152576,4.56275116,1.41371319,0.70047882,0.00224209,1.37985871,0.02663731,1.52353166,2.36968564,0.80384943
-5.04552276,4.73072680,1.45901543,0.73501877,0.00220362,1.43660705,0.02736530,1.57357692,2.44160621,0.83396619
-5.03951976,4.89796894,1.50402170,0.76976486,0.00217799,1.49382178,0.02804324,1.62256662,2.51388218,0.86399237
-5.03351676,5.06302147,1.54832361,0.80429850,0.00216406,1.55111770,0.02866599,1.66998615,2.58624005,0.89364879
-5.02751376,5.22435181,1.59150516,0.83817304,0.00216055,1.60807169,0.02923002,1.71531498,2.65837068,0.92263843
-5.02151076,5.38037127,1.63315025,0.87092301,0.00216599,1.66422520,0.02973321,1.75803684,2.72992631,0.95065026
-5.01550775,5.52945973,1.67285050,0.90207474,0.00217884,1.71908859,0.03017481,1.79765074,2.80051940,0.97736399
-5.00950475,5.66999463,1.71021339,0.93115813,0.00219747,1.77214752,0.03055522,1.83368236,2.86972369,1.00245573
-5.00350175,5.80038359,1.74487054,0.95771906,0.00222025,1.82287139,0.03087582,1.86569561,2.93707796,1.02560448
-4.99749875,5.91909990,1.77648572,0.98133213,0.00224554,1.87072365,0.03113878,1.89330391,3.00209236,1.04649940
-4.99149575,6.02471966,1.80476242,1.00161315,0.00227177,1.91517365,0.03134689,1.91618070,3.06425733,1.06484739
-4.98549275,6.11595889,1.82945058,1.01823092,0.00229747,1.95570956,0.03150336,1.93406889,3.12305469,1.08038092
-4.97948974,6.19170926,1.85035217,1.03091762,0.00232126,1.99185185,0.03161170,1.94678865,3.17797036,1.09286569
-4.97348674,6.25107035,1.86732532,1.03947763,0.00234195,2.02316657,0.03167551,1.95424318,3.22850810,1.10210767
-4.96748374,6.29337708,1.88028677,1.04379404,0.00235852,2.04927794,0.03169843,1.95642219,3.27420346,1.10795931
-4.96148074,6.31822073,1.88921247,1.04383283,0.00237019,2.06987939,0.03168401,1.95340284,3.31463720,1.11032458
-4.95547774,6.32546234,1.89413631,1.03964432,0.00237636,2.08474275,0.03163566,1.94534807,3.34944752,1.10916242
-4.94947474,6.31523800,1.89514701,1.03136193,0.00237674,2.09372486,0.03155655,1.93250233,3.37834052,1.10448857
-4.94347174,6.28795562,1.89238343,1.01919827,0.00237123,2.09677163,0.03144962,1.91518496,3.40109839,1.09637568
-4.93746873,6.24428341,1.88602847,1.00343886,0.00236004,2.09391916,0.03131754,1.89378155,3.41758522,1.08495151
-4.93146573,6.18513091,1.87630207,0.98443361,0.00234361,2.08529208,0.03116271,1.86873362,3.42775019,1.07039558
-4.92546273,6.11162356,1.86345360,0.96258667,0.00232261,2.07109929,0.03098726,1.84052718,3.43162843,1.05293420
-4.91945973,6.02507220,1.84775416,0.93834492,0.00229796,2.05162750,0.03079306,1.80968073,3.42933951,1.03283428
-4.91345673,5.92693913,1.82948914,0.91218583,0.00227075,2.02723289,0.03058176,1.77673308,3.42108416,1.01039628
-4.90745373,5.81880225,1.80895147,0.88460498,0.00224225,1.99833139,0.03035480,1.74223168,3.40713927,0.98594637
-4.90145073,5.70231883,1.78643572,0.85610385,0.00221386,1.96538817,0.03011346,1.70672161,3.38785160,0.95982853
-4.89544772,5.57919020,1.76223330,0.82717830,0.00218709,1.92890663,0.02985889,1.67073563,3.36363050,0.93239652
-4.88944472,5.45112839,1.73662863,0.79830796,0.00216347,1.88941752,0.02959216,1.63478550,3.33493961,0.90400624
-4.88344172,5.31982542,1.70989640,0.76994697,0.00214455,1.84746819,0.02931427,1.59935448,3.30228785,0.87500866
-4.87743872,5.18692552,1.68229952,0.74251603,0.00213182,1.80361247,0.02902621,1.56489095,3.26621941,0.84574340
-4.87143572,5.05400037,1.65408760,0.71639597,0.00212671,1.75840111,0.02872895,1.53180307,3.22730289,0.81653308
-4.86543272,4.92252713,1.62549560,0.69192269,0.00213046,1.71237282,0.02842348,1.50045415,3.18611939,0.78767852
-4.85942971,4.79386870,1.59674238,0.66938351,0.00214415,1.66604603,0.02811077,1.47115857,3.14324940,0.75945470
-4.85342671,4.66925606,1.56802879,0.64901466,0.00216861,1.61991101,0.02779177,1.44417796,3.09925872,0.73210743
-4.84742371,4.54977189,1.53953523,0.63099977,0.00220440,1.57442257,0.02746735,1.41971750,3.05468335,0.70585074
-4.84142071,4.43633553,1.51141850,0.61546930,0.00225175,1.52999309,0.02713829,1.39792229,3.01001381,0.68086471
-4.83541771,4.32968890,1.48380800,0.60250056,0.00231056,1.48698598,0.02680514,1.37887380,2.96567922,0.65729391
-4.82941471,4.23038381,1.45680154,0.59211840,0.00238037,1.44570962,0.02646819,1.36258653,2.92203205,0.63524626
-4.82341171,4.13877096,1.43046091,0.58429630,0.00246034,1.40641191,0.02612740,1.34900523,2.87933398,0.61479232
-4.81740870,4.05499128,1.40480779,0.57895797,0.00254925,1.36927568,0.02578227,1.33800280,2.83774416,0.59596503
-4.81140570,3.97897070,1.37982024,0.57597941,0.00264554,1.33441515,0.02543183,1.32937959,2.79731048,0.57876003
-4.80540270,3.91041897,1.35543046,0.57519146,0.00274729,1.30187391,0.02507460,1.32286423,2.75796490,0.56313651
-4.79939970,3.84883385,1.33152418,0.57638294,0.00285230,1.27162454,0.02470851,1.31811648,2.71952352,0.54901878
-4.79339670,3.79351112,1.30794194,0.57930445,0.00295811,1.24357019,0.02433101,1.31473249,2.68169194,0.53629856
-4.78739370,3.74356140,1.28448283,0.58367293,0.00306211,1.21754851,0.02393905,1.31225247,2.64407619,0.52483809
-4.78139070,3.69793370,1.26091040,0.58917696,0.00316155,1.19333768,0.02352921,1.31017106,2.60619920,0.51447416
-4.77538769,3.65544583,1.23696099,0.59548291,0.00325366,1.17066494,0.02309781,1.30795006,2.56752233,0.50502288
-4.76938469,3.61482107,1.21235412,0.60224185,0.00333573,1.14921719,0.02264109,1.30503333,2.52747140,0.49628528
-4.76338169,3.57473009,1.18680455,0.60909715,0.00340517,1.12865349,0.02215540,1.30086345,2.48546607,0.48805352
-4.75737869,3.53383680,1.16003539,0.61569261,0.00345964,1.10861919,0.02163738,1.29489938,2.44095135,0.48011771
-4.75137569,3.49084656,1.13179180,0.62168097,0.00349710,1.08876093,0.02108420,1.28663460,2.39342978,0.47227282
-4.74537269,3.44455463,1.10185432,0.62673247,0.00351588,1.06874223,0.02049374,1.27561476,2.34249278,0.46432579
-4.73936968,3.39389310,1.07005135,0.63054335,0.00351472,1.04825878,0.01986480,1.26145420,2.28784962,0.45610236
-4.73336668,3.33797405,1.03626990,0.63284379,0.00349286,1.02705291,0.01919727,1.24385050,2.22935256,0.44745335
-4.72736368,3.27612722,1.00046415,0.63340513,0.00345002,1.00492667,0.01849225,1.22259640,2.16701699,0.43826026
-4.72136068,3.20793049,0.96266138,0.63204609,0.00338644,0.98175279,0.01775210,1.19758853,2.10103554,0.42843984
-4.71535768,3.13323167,0.92296477,0.62863764,0.00330282,0.95748313,0.01698053,1.16883268,2.03178545,0.41794747
-4.70935468,3.05216104,0.88155329,0.62310640,0.00320035,0.93215426,0.01618254,1.13644518,1.95982889,0.40677927
-4.70335168,2.96513365,0.83867838,0.61543640,0.00308064,0.90588986,0.01536438,1.10065065,1.88590618,0.39497277
-4.69734867,2.87284179,0.79465797,0.60566904,0.00294563,0.87889985,0.01453341,1.06177603,1.81092223,0.38260611
-4.69134567,2.77623765,0.74986792,0.59390135,0.00279758,0.85147625,0.01369797,1.02024147,1.73592673,0.36979594
-4.68534267,2.67650723,0.70473169,0.58028248,0.00263893,0.82398592,0.01286718,0.97654832,1.66208896,0.35669394
-4.67933967,2.57503635,0.65970847,0.56500868,0.00247227,0.79686050,0.01205072,0.93126503,1.59066817,0.34348220
-4.67333667,2.47337041,0.61528070,0.54831675,0.00230024,0.77058376,0.01125865,0.88501145,1.52298059,0.33036762
-4.66733367,2.37316919,0.57194132,0.53047646,0.00212542,0.74567698,0.01050114,0.83844225,1.46036434,0.31757552
-4.66133067,2.27615863,0.53018147,0.51178200,0.00195032,0.72268278,0.00978825,0.79223013,1.40414325,0.30534273
-4.65532766,2.18408105,0.49047898,0.49254292,0.00177726,0.70214792,0.00912979,0.74704940,1.35559072,0.29391032
-4.64932466,2.09864555,0.45328819,0.47307481,0.00160835,0.68460569,0.00853507,0.70356050,1.31589478,0.28351629
-4.64332166,2.02148011,0.41903113,0.45369008,0.00144543,0.67055841,0.00801277,0.66239582,1.28612494,0.27438842
