energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,1.84665938,-1.35982439,0.01492173,-0.03764485,0.02658981,-0.07049730,0.91932923,-0.48023435,0.17903577,-0.13895236,0.64340939,-0.35368806,0.45607741,-0.23013039,0.02603003,-0.03672137,1.06577828,-0.76239729
-5.99399700,1.76310457,-1.35014146,0.01474063,-0.03647179,0.02570166,-0.06743116,0.87385789,-0.47472251,0.16959755,-0.13826201,0.61106649,-0.35918329,0.43477979,-0.22610069,0.02574266,-0.03595152,1.01731596,-0.76201246
-5.98799400,1.68066586,-1.34354050,0.01447774,-0.03509689,0.02488604,-0.06456288,0.82955902,-0.47400667,0.16055590,-0.13777714,0.57913290,-0.36667230,0.41318784,-0.22185643,0.02539901,-0.03503668,0.96953654,-0.76373692
-5.98199100,1.60007872,-1.34027162,0.01413653,-0.03354689,0.02415369,-0.06189342,0.78681007,-0.47789590,0.15198457,-0.13753559,0.54782743,-0.37615516,0.39154058,-0.21748856,0.02500741,-0.03399754,0.92285105,-0.76770133
-5.97598799,1.52203600,-1.34054671,0.01372232,-0.03185151,0.02351337,-0.05942436,0.74594262,-0.48615320,0.14394923,-0.13757087,0.51735529,-0.38759878,0.37006806,-0.21309398,0.02457786,-0.03285696,0.87764647,-0.77400507
-5.96998499,1.44717526,-1.34451842,0.01324203,-0.03004242,0.02297150,-0.05715741,0.70723701,-0.49849528,0.13650668,-0.13790970,0.48790603,-0.40093203,0.34898654,-0.20877107,0.02412171,-0.03163913,0.83427928,-0.78270397
-5.96398199,1.37606709,-1.35226021,0.01270389,-0.02815233,0.02253183,-0.05509381,0.67091810,-0.51459263,0.12970428,-0.13856964,0.45965177,-0.41604165,0.32849417,-0.20461532,0.02365114,-0.03036870,0.79306948,-0.79379907
-5.95797899,1.30920497,-1.36374906,0.01211716,-0.02621400,0.02219520,-0.05323378,0.63715280,-0.53407015,0.12357949,-0.13955706,0.43274550,-0.43276966,0.30876729,-0.20071519,0.02317875,-0.02907003,0.75429534,-0.80722727
-5.95197599,1.24699701,-1.37885259,0.01149175,-0.02425940,0.02195944,-0.05157583,0.60604903,-0.55650914,0.11815966,-0.14086561,0.40731983,-0.45091237,0.28995745,-0.19714861,0.02271703,-0.02776634,0.71818918,-0.82285481
-5.94597299,1.18975998,-1.39732179,0.01083792,-0.02231892,0.02181928,-0.05011624,0.57765646,-0.58145089,0.11346192,-0.14247530,0.38348597,-0.47022171,0.27218930,-0.19398018,0.02227794,-0.02647916,0.68493426,-0.84047425
-5.93996998,1.13771595,-1.41879041,0.01016588,-0.02042075,0.02176650,-0.04884873,0.55196890,-0.60840247,0.10949339,-0.14435235,0.36133316,-0.49040878,0.25555934,-0.19125938,0.02187243,-0.02522773,0.65466302,-0.85980572
-5.93396698,1.09099148,-1.44278164,0.00948554,-0.01859037,0.02179007,-0.04776415,0.52892817,-0.63684469,0.10625149,-0.14644977,0.34092855,-0.51114995,0.24013556,-0.18901988,0.02151014,-0.02402862,0.62745658,-0.88050253
-5.92796398,1.04961962,-1.46872209,0.00880620,-0.01685020,0.02187649,-0.04685054,0.50842955,-0.66624245,0.10372440,-0.14870879,0.32231740,-0.53209533,0.22595801,-0.18727988,0.02119905,-0.02289557,0.60334571,-0.90216128
-5.92196098,1.01354435,-1.49596277,0.00813634,-0.01521941,0.02201023,-0.04609324,0.49032823,-0.69605723,0.10189176,-0.15106102,0.30552385,-0.55287942,0.21304010,-0.18604361,0.02094525,-0.02183935,0.58231302,-0.92433618
-5.91595798,0.98262738,-1.52380617,0.00748342,-0.01371389,0.02217419,-0.04547530,0.47444695,-0.72576124,0.10072536,-0.15343129,0.29055188,-0.57313352,0.20137068,-0.18530376,0.02075283,-0.02086790,0.56429636,-0.94655696
-5.90995498,0.95665679,-1.55153806,0.00685380,-0.01234625,0.02235031,-0.04497806,0.46058409,-0.75485293,0.10018997,-0.15574103,0.27738679,-0.59249941,0.19091678,-0.18504476,0.02062380,-0.01998656,0.54919323,-0.96834961
-5.90395198,0.93535722,-1.57846249,0.00625261,-0.01112609,0.02252016,-0.04458173,0.44852225,-0.78287288,0.10024421,-0.15791197,0.26599676,-0.61064363,0.18162665,-0.18524657,0.02055806,-0.01919835,0.53686582,-0.98925882
-5.89794897,0.91840094,-1.60393785,0.00568380,-0.01006018,0.02266557,-0.04426626,0.43803670,-0.80941942,0.10084136,-0.15987007,0.25633469,-0.62727164,0.17343331,-0.18588893,0.02055356,-0.01850446,0.52714669,-1.00887096
