energy_ev,total_up,Cd_p_up,Cd_d_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up
-6.00000000,3.22982868,1.54806480,0.26835817,0.34221564,0.00000000,1.86010426,0.00000000
-5.99399700,3.23788031,1.55271465,0.27978466,0.35085203,0.00000000,1.83293612,0.00000000
-5.98799400,3.24706023,1.55610178,0.29137355,0.36013516,0.00000000,1.80560220,0.00000000
-5.98199100,3.25798992,1.55846439,0.30307045,0.37017022,0.00000000,1.77863567,0.00000000
-5.97598799,3.27107382,1.55998952,0.31480986,0.38104344,0.00000000,1.75242777,0.00000000
-5.96998499,3.28648857,1.56081020,0.32651587,0.39281774,0.00000000,1.72722208,0.00000000
-5.96398199,3.30418343,1.56100625,0.33810332,0.40552901,0.00000000,1.70311702,0.00000000
-5.95797899,3.32389154,1.56060829,0.34947937,0.41918285,0.00000000,1.68007583,0.00000000
-5.95197599,3.34515095,1.55960482,0.36054561,0.43375210,0.00000000,1.65794331,0.00000000
-5.94597299,3.36733402,1.55795154,0.37120034,0.44917518,0.00000000,1.63646807,0.00000000
-5.93996998,3.38968343,1.55558233,0.38134116,0.46535523,0.00000000,1.61532885,0.00000000
-5.93396698,3.41135280,1.55242128,0.39086773,0.48216036,0.00000000,1.59416354,0.00000000
-5.92796398,3.43144989,1.54839474,0.39968439,0.49942479,0.00000000,1.57259899,0.00000000
-5.92196098,3.44908014,1.54344293,0.40770286,0.51695116,0.00000000,1.55028021,0.00000000
-5.91595798,3.46338846,1.53753020,0.41484455,0.53451380,0.00000000,1.52689734,0.00000000
-5.90995498,3.47359747,1.53065339,0.42104263,0.55186309,0.00000000,1.50220907,0.00000000
-5.90395198,3.47904040,1.52284789,0.42624364,0.56873072,0.00000000,1.47606134,0.00000000
-5.89794897,3.47918732,1.51419080,0.43040862,0.58483583,0.00000000,1.44840049,0.00000000
-5.89194597,3.47366375,1.50480121,0.43351361,0.59989175,0.00000000,1.41928031,0.00000000
-5.88594297,3.46226102,1.49483737,0.43554967,0.61361325,0.00000000,1.38886276,0.00000000
-5.87993997,3.44493821,1.48449098,0.43652223,0.62572398,0.00000000,1.35741249,0.00000000
-5.87393697,3.42181591,1.47397882,0.43644996,0.63596394,0.00000000,1.32528559,0.00000000
-5.86793397,3.39316247,1.46353208,0.43536314,0.64409662,0.00000000,1.29291316,0.00000000
-5.86193097,3.35937367,1.45338408,0.43330165,0.64991557,0.00000000,1.26078089,0.00000000
-5.85592796,3.32094715,1.44375690,0.43031271,0.65325016,0.00000000,1.22940540,0.00000000
-5.84992496,3.27845297,1.43484767,0.42644848,0.65397040,0.00000000,1.19930903,0.00000000
