energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,8.31735423,1.12904394,3.16130268,0.05840116,0.19048627,0.09559727,3.24380525,1.56139729,0.46854099
-5.99399700,8.33456697,1.13250397,3.16776287,0.05692368,0.19038933,0.09731651,3.25124658,1.56392469,0.47376543
-5.98799400,8.32683367,1.13375371,3.16361994,0.05539720,0.18970669,0.09874678,3.24926621,1.56135438,0.47746970
-5.98199100,8.29348704,1.13255924,3.14883897,0.05384481,0.18845822,0.09986316,3.23746605,1.55344348,0.47956482
-5.97598799,8.23432814,1.12871105,3.12357997,0.05228725,0.18667245,0.10064705,3.21562487,1.54005024,0.47998940
-5.96998499,8.14962666,1.12202949,3.08819585,0.05074241,0.18438484,0.10108653,3.18370260,1.52113784,0.47871032
-5.96398199,8.04011567,1.11237097,3.04322744,0.04922506,0.18163604,0.10117668,3.14184244,1.49677647,0.47572303
-5.95797899,7.90698065,1.09963428,2.98939581,0.04774681,0.17847034,0.10091976,3.09037071,1.46714352,0.47105150
-5.95197599,7.75184237,1.08376712,2.92759141,0.04631625,0.17493423,0.10032518,3.02979383,1.43252168,0.46474782
-5.94597299,7.57673301,1.06477215,2.85886018,0.04493925,0.17107526,0.09940931,2.96079238,1.39329490,0.45689135
-5.93996998,7.38406516,1.04271239,2.78438618,0.04361941,0.16694119,0.09819514,2.88421176,1.34994222,0.44758742
-5.93396698,7.17659336,1.01771567,2.70547111,0.04235856,0.16257939,0.09671167,2.80104938,1.30302957,0.43696565
-5.92796398,6.95736823,0.98997773,2.62351056,0.04115737,0.15803660,0.09499321,2.71243835,1.25319956,0.42517775
-5.92196098,6.72968361,0.95976383,2.53996750,0.04001588,0.15335887,0.09307839,2.61962786,1.20115967,0.41239487
-5.91595798,6.49701747,0.92740873,2.45634348,0.03893406,0.14859173,0.09100912,2.52396046,1.14766903,0.39880461
-5.90995498,6.26296790,0.89331488,2.37414820,0.03791225,0.14378062,0.08882938,2.42684699,1.09352421,0.38460760
-5.90395198,6.03118573,0.85794899,2.29486836,0.03695151,0.13897122,0.08658389,2.32973967,1.03954453,0.37001384
-5.89794897,5.80530596,0.82183685,2.21993691,0.03605389,0.13421000,0.08431685,2.23410425,0.98655720,0.35523890
-5.89194597,5.58887982,0.78555672,2.15070352,0.03522250,0.12954466,0.08207059,2.14139217,0.93538293,0.34049999
-5.88594297,5.38531005,0.74973133,2.08840761,0.03446155,0.12502441,0.07988438,2.05301358,0.88682224,0.32601206
-5.87993997,5.19779125,0.71501875,2.03415484,0.03377620,0.12070024,0.07779330,1.97031214,0.84164296,0.31198414
-5.87393697,5.02925720,0.68210236,1.98889785,0.03317237,0.11662494,0.07582730,1.89454228,0.80056910,0.29861584
-5.86793397,4.88233666,0.65168006,1.95342202,0.03265651,0.11285287,0.07401051,1.82684960,0.76427133,0.28609420
-5.86193097,4.75931851,0.62445288,1.92833657,0.03223520,0.10943957,0.07236073,1.76825481,0.73335903,0.27459098
-5.85592796,4.66212648,0.60111317,1.91407101,0.03191495,0.10644110,0.07088921,1.71964120,0.70837383,0.26426033
-5.84992496,4.59230336,0.58233249,1.91087690,0.03170178,0.10391309,0.06960068,1.68174567,0.68978462,0.25523689
-5.84392196,4.55100359,0.56874916,1.91883410,0.03160104,0.10190968,0.06849365,1.65515309,0.67798354,0.24763435
-5.83791896,4.53899316,0.56095568,1.93786100,0.03161712,0.10048211,0.06756090,1.64029323,0.67328281,0.24154434
-5.83191596,4.55665491,0.55948595,1.96772763,0.03175338,0.09967728,0.06679020,1.63743999,0.67591200,0.23703565
-5.82591296,4.60399750,0.56480246,2.00807053,0.03201199,0.09953603,0.06616513,1.64671194,0.68601542,0.23415374
-5.81990995,4.68066622,0.57728347,2.05840831,0.03239397,0.10009152,0.06566606,1.66807379,0.70364943,0.23292041
-5.81390695,4.78595384,0.59721056,2.11815683,0.03289925,0.10136741,0.06527115,1.70133797,0.72877941,0.23333357
-5.80790395,4.91881054,0.62475648,2.18664303,0.03352679,0.10337624,0.06495733,1.74616620,0.76127643,0.23536723
-5.80190095,5.07785184,0.65997405,2.26311686,0.03427474,0.10611781,0.06470123,1.80207057,0.80091373,0.23897143
-5.79589795,5.26136467,0.70278618,2.34676065,0.03514062,0.10957787,0.06448009,1.86841438,0.84736315,0.24407235
-5.78989495,5.46731201,0.75297772,2.43669602,0.03612154,0.11372701,0.06427245,1.94441293,0.90019201,0.25057257
-5.78389195,5.69333721,0.81018970,2.53198839,0.03721442,0.11851997,0.06405877,2.02913484,0.95886087,0.25835147
-5.77788894,5.93676958,0.87391642,2.63164958,0.03841613,0.12389535,0.06382183,2.12150451,1.02272276,0.26726591
-5.77188594,6.19463350,0.94350603,2.73463924,0.03972363,0.12977580,0.06354706,2.22030669,1.09102450,0.27715134
-5.76588294,6.46366288,1.01816515,2.83986587,0.04113409,0.13606881,0.06322262,2.32419386,1.16291067,0.28782329
-5.75987994,6.74032344,1.09696774,2.94618849,0.04264490,0.14266798,0.06283945,2.43169739,1.23743085,0.29907950
-5.75387694,7.02084445,1.17886865,3.05241983,0.04425360,0.14945491,0.06239111,2.54124313,1.31355037,0.31070260
-5.74787394,7.30126130,1.26272176,3.15733193,0.04595784,0.15630160,0.06187363,2.65117175,1.39016495,0.32246343
