energy_ev,total_up,C_s_up,C_p_up,Na_s_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.89794897,1.16180138,0.00673024,0.05413434,0.28791774,0.01830399,0.66012721,0.27064356,0.12742023
-5.89194597,1.14296438,0.00657238,0.05478324,0.28536094,0.01776053,0.64741421,0.26099679,0.12641785
-5.88594297,1.12176165,0.00645991,0.05527299,0.28251468,0.01716157,0.63334027,0.25102893,0.12510220
-5.87993997,1.09807874,0.00638742,0.05557656,0.27929272,0.01651396,0.61788296,0.24080768,0.12343639
-5.87393697,1.07191181,0.00635061,0.05567304,0.27564573,0.01582597,0.60108113,0.23042183,0.12139638
-5.86793397,1.04336411,0.00634626,0.05554828,0.27155969,0.01510689,0.58303167,0.21997855,0.11897133
-5.86193097,1.01264061,0.00637217,0.05519544,0.26705357,0.01436665,0.56388557,0.20960049,0.11616374
-5.85592796,0.98004106,0.00642702,0.05461525,0.26217640,0.01361555,0.54384307,0.19942291,0.11298931
-5.84992496,0.94595141,0.00651026,0.05381619,0.25700366,0.01286383,0.52314815,0.18959082,0.10947650
-5.84392196,0.91083385,0.00662193,0.05281438,0.25163333,0.01212142,0.50208244,0.18025641,0.10566587
-5.83791896,0.87521558,0.00676247,0.05163333,0.24618140,0.01139768,0.48095864,0.17157654,0.10160911
-5.83191596,0.83967650,0.00693252,0.05030350,0.24077718,0.01070117,0.46011350,0.16371050,0.09736784
-5.82591296,0.80483612,0.00713279,0.04886154,0.23555832,0.01003949,0.43990066,0.15681808,0.09301223
-5.81990995,0.77133999,0.00736380,0.04734956,0.23066591,0.00941917,0.42068329,0.15105779,0.08861938
-5.81390695,0.73984576,0.00762574,0.04581416,0.22623954,0.00884557,0.40282675,0.14658538,0.08427167
-5.80790395,0.71100954,0.00791837,0.04430531,0.22241267,0.00832286,0.38669146,0.14355251,0.08005493
-5.80190095,0.68547251,0.00824082,0.04287530,0.21930833,0.00785406,0.37262611,0.14210567,0.07605660
-5.79589795,0.66384837,0.00859161,0.04157756,0.21703541,0.00744103,0.36096120,0.14238513,0.07236396
-5.78989495,0.64671178,0.00896853,0.04046554,0.21568545,0.00708457,0.35200331,0.14452407,0.06906233
-5.78389195,0.63458810,0.00936868,0.03959162,0.21533036,0.00678454,0.34602988,0.14864769,0.06623344
-5.77788894,0.62794453,0.00978850,0.03900609,0.21602083,0.00653992,0.34328490,0.15487238,0.06395384
-5.77188594,0.62718289,0.01022385,0.03875629,0.21778566,0.00634899,0.34397520,0.16330480,0.06229355
-5.76588294,0.63263405,0.01067011,0.03888574,0.22063197,0.00620944,0.34826778,0.17404092,0.06131477
-5.75987994,0.64455403,0.01112234,0.03943358,0.22454624,0.00611850,0.35628778,0.18716501,0.06107084
-5.75387694,0.66312166,0.01157537,0.04043397,0.22949607,0.00607310,0.36811733,0.20274840,0.06160532
-5.74787394,0.68843776,0.01202404,0.04191571,0.23543264,0.00606998,0.38379508,0.22084825,0.06295127
-5.74187094,0.72052558,0.01246327,0.04390199,0.24229360,0.00610580,0.40331639,0.24150609,0.06513069
-5.73586793,0.75933245,0.01288825,0.04641017,0.25000632,0.00617725,0.42663417,0.26474631,0.06815407
-5.72986493,0.80473220,0.01329458,0.04945173,0.25849126,0.00628115,0.45366003,0.29057454,0.07202022
-5.72386193,0.85652840,0.01367831,0.05303224,0.26766519,0.00641449,0.48426597,0.31897593,0.07671609
-5.71785893,0.91445796,0.01403607,0.05715136,0.27744427,0.00657451,0.51828627,0.34991337,0.08221692
-5.71185593,0.97819501,0.01436507,0.06180295,0.28774662,0.00675870,0.55551956,0.38332574,0.08848641
-5.70585293,1.04735486,0.01466311,0.06697508,0.29849426,0.00696484,0.59573107,0.41912619,0.09547713
-5.69984992,1.12149786,0.01492859,0.07265012,0.30961446,0.00719098,0.63865488,0.45720045,0.10313110
-5.69384692,1.20013315,0.01516039,0.07880477,0.32104026,0.00743542,0.68399614,0.49740527,0.11138044
-5.68784392,1.28272210,0.01535789,0.08541011,0.33271020,0.00769669,0.73143338,0.53956705,0.12014836
-5.68184092,1.36868151,0.01552082,0.09243156,0.34456736,0.00797349,0.78062059,0.58348072,0.12935009
-5.67583792,1.45738658,0.01564925,0.09982888,0.35655769,0.00826466,0.83118943,0.62890882,0.13889420
-5.66983492,1.54817379,0.01574346,0.10755617,0.36862783,0.00856911,0.88275132,0.67558101,0.14868383
-5.66383192,1.64034368,0.01580392,0.11556183,0.38072251,0.00888579,0.93489964,0.72319400,0.15861821
-5.65782891,1.73316386,0.01583122,0.12378859,0.39278183,0.00921361,0.98721194,0.77141197,0.16859415
-5.65182591,1.82587234,0.01582610,0.13217360,0.40473861,0.00955142,1.03925246,0.81986763,0.17850765
-5.64582291,1.91768150,0.01578941,0.14064862,0.41651590,0.00989795,1.09057483,0.86816398,0.18825554
-5.63981991,2.00778295,0.01572217,0.14914027,0.42802508,0.01025178,1.14072534,0.91587691,0.19773707
-5.63381691,2.09535351,0.01562561,0.15757057,0.43916461,0.01061133,1.18924655,0.96255872,0.20685554
-5.62781391,2.17956259,0.01550129,0.16585752,0.44981961,0.01097485,1.23568177,1.00774268,0.21551981
-5.62181091,2.25958125,0.01535110,0.17391603,0.45986242,0.01134039,1.27958010,1.05094873,0.22364580
-5.61580790,2.33459291,0.01517746,0.18165901,0.46915418,0.01170586,1.32050243,1.09169026,0.23115786
-5.60980490,2.40380601,0.01498331,0.18899872,0.47754749,0.01206905,1.35802822,1.12948217,0.23799006
-5.60380190,2.46646840,0.01477228,0.19584843,0.48488996,0.01242765,1.39176314,1.16384996,0.24408735
-5.59779890,2.52188336,0.01454872,0.20212421,0.49102874,0.01277930,1.42134743,1.19433983,0.24940667
-5.59179590,2.56942690,0.01431774,0.20774702,0.49581559,0.01312170,1.44646479,1.22052967,0.25391786
-5.58579290,2.60856590,0.01408525,0.21264484,0.49911250,0.01345263,1.46685169,1.24204050,0.25760449
-5.57978989,2.63887639,0.01385797,0.21675497,0.50079746,0.01377006,1.48230655,1.25854821,0.26046451
-5.57378689,2.66006131,0.01364333,0.22002626,0.50077007,0.01407222,1.49269862,1.26979502,0.26251075
-5.56778389,2.67196685,0.01344944,0.22242124,0.49895680,0.01435769,1.49797600,1.27560037,0.26377118
-5.56178089,2.67459645,0.01328495,0.22391807,0.49531551,0.01462544,1.49817238,1.27587059,0.26428896
-5.55577789,2.66812151,0.01315890,0.22451216,0.48983895,0.01487492,1.49341196,1.27060699,0.26412215
-5.54977489,2.65288806,0.01308052,0.22421736,0.48255714,0.01510613,1.48391222,1.25991177,0.26334316
-5.54377189,2.62941845,0.01305899,0.22306668,0.47353833,0.01531958,1.46998405,1.24399139,0.26203774
-5.53776888,2.59840764,0.01310323,0.22111233,0.46288852,0.01551640,1.45202902,1.22315706,0.26030362
-5.53176588,2.56071356,0.01322158,0.21842525,0.45074951,0.01569828,1.43053353,1.19782205,0.25824870
-5.52576288,2.51734162,0.01342151,0.21509389,0.43729546,0.01586745,1.40605996,1.16849573,0.25598881
-5.51975988,2.46942340,0.01370933,0.21122230,0.42272825,0.01602669,1.37923474,1.13577435,0.25364507
-5.51375688,2.41819008,0.01408985,0.20692768,0.40727169,0.01617924,1.35073386,1.10032882,0.25134083
-5.50775388,2.36494145,0.01456614,0.20233728,0.39116483,0.01632877,1.32126606,1.06288961,0.24919841
-5.50175088,2.31101147,0.01513919,0.19758489,0.37465485,0.01647931,1.29155435,1.02422944,0.24733554
-5.49574787,2.25773169,0.01580775,0.19280697,0.35798957,0.01663523,1.26231664,0.98514415,0.24586182
-5.48974487,2.20639395,0.01656807,0.18813857,0.34141020,0.01680116,1.23424604,0.94643255,0.24487510
-5.48374187,2.15821386,0.01741382,0.18370924,0.32514442,0.01698200,1.20799184,0.90887581,0.24445824
-5.47773887,2.11429659,0.01833603,0.17963905,0.30940014,0.01718289,1.18414177,0.87321729,0.24467606
-5.47173587,2.07560625,0.01932312,0.17603489,0.29436034,0.01740919,1.16320640,0.84014336,0.24557290
-5.46573287,2.04294031,0.02036100,0.17298722,0.28017885,0.01766656,1.14560630,0.81026610,0.24717073
-5.45972986,2.01690998,0.02143334,0.17056738,0.26697759,0.01796093,1.13166235,0.78410824,0.24946808
-5.45372686,1.99792722,0.02252186,0.16882558,0.25484499,0.01829855,1.12158978,0.76209110,0.25243970
-5.44772386,1.98619899,0.02360671,0.16778969,0.24383577,0.01868602,1.11549586,0.74452576,0.25603713
-5.44172086,1.98172867,0.02466704,0.16746473,0.23397201,0.01913029,1.11338147,0.73160771,0.26019009
-5.43571786,1.98432453,0.02568151,0.16783327,0.22524529,0.01963864,1.11514626,0.72341527,0.26480873
-5.42971486,1.99361467,0.02662895,0.16885656,0.21761979,0.02021863,1.12059710,0.71991161,0.26978653
-5.42371186,2.00906756,0.02748900,0.17047642,0.21103618,0.02087795,1.12945936,0.72095017,0.27500395
-5.41770885,2.03001728,0.02824281,0.17261773,0.20541602,0.02162432,1.14139044,0.72628351,0.28033238
-5.41170585,2.05569216,0.02887366,0.17519144,0.20066646,0.02246520,1.15599495,0.73557479,0.28563857
-5.40570285,2.08524551,0.02936763,0.17809800,0.19668505,0.02340754,1.17284071,0.74841181,0.29078902
-5.39969985,2.11778725,0.02971411,0.18123102,0.19336442,0.02445745,1.19147515,0.76432274,0.29565443
-5.39369685,2.15241509,0.02990624,0.18448097,0.19059662,0.02561980,1.21144109,0.78279327,0.30011379
-5.38769385,2.18824397,0.02994131,0.18773889,0.18827710,0.02689779,1.23229173,0.80328420,0.30405816
-5.38169085,2.22443299,0.02982091,0.19089985,0.18630803,0.02829257,1.25360393,0.82524921,0.30739376
-5.37568784,2.26020869,0.02955104,0.19386614,0.18460105,0.02980283,1.27498973,0.84815199,0.31004452
-5.36968484,2.29488426,0.02914199,0.19654990,0.18307932,0.03142441,1.29610556,0.87148217,0.31195378
-5.36368184,2.32787412,0.02860812,0.19887541,0.18167895,0.03315001,1.31665916,0.89476967,0.31308528
-5.35767884,2.35870382,0.02796748,0.20078067,0.18034966,0.03496897,1.33641402,0.91759695,0.31342331
-5.35167584,2.38701510,0.02724129,0.20221847,0.17905504,0.03686719,1.35519150,0.93960876,0.31297215
-5.34567284,2.41256652,0.02645331,0.20315676,0.17777213,0.03882715,1.37287066,0.96051927,0.31175482
-5.33966983,2.43522983,0.02562913,0.20357860,0.17649065,0.04082806,1.38938607,0.98011638,0.30981121
-5.33366683,2.45498270,0.02479536,0.20348140,0.17521192,0.04284618,1.40472387,0.99826304,0.30719588
-5.32766383,2.47189829,0.02397883,0.20287586,0.17394746,0.04485528,1.41891628,1.01489586,0.30397533
-5.32166083,2.48613229,0.02320571,0.20178442,0.17271742,0.04682721,1.43203496,1.03002098,0.30022526
-5.31565783,2.49790804,0.02250071,0.20023946,0.17154902,0.04873259,1.44418338,1.04370744,0.29602759
-5.30965483,2.50750025,0.02188628,0.19828126,0.17047477,0.05054159,1.45548856,1.05607848,0.29146763
-5.30365183,2.51521799,0.02138194,0.19595595,0.16953082,0.05222471,1.46609239,1.06730095,0.28663133
-5.29764882,2.52138735,0.02100361,0.19331325,0.16875528,0.05375369,1.47614273,1.07757342,0.28160275
-5.29164582,2.52633419,0.02076316,0.19040448,0.16818657,0.05510226,1.48578445,1.08711331,0.27646182
-5.28564282,2.53036748,0.02066801,0.18728052,0.16786184,0.05624692,1.49515069,1.09614348,0.27128238
-5.27963982,2.53376348,0.02072089,0.18399003,0.16781537,0.05716760,1.50435438,1.10487890,0.26613060
-5.27363682,2.53675120,0.02091981,0.18057793,0.16807709,0.05784819,1.51348033,1.11351373,0.26106366
-5.26763382,2.53949938,0.02125804,0.17708405,0.16867111,0.05827698,1.52257792,1.12220930,0.25612880
-5.26163082,2.54210539,0.02172439,0.17354211,0.16961433,0.05844683,1.53165479,1.13108348,0.25136268
-5.25562781,2.54458639,0.02230355,0.16997905,0.17091513,0.05835530,1.54067166,1.14020181,0.24679098
-5.24962481,2.54687303,0.02297652,0.16641455,0.17257218,0.05800452,1.54953849,1.14957069,0.24242833
-5.24362181,2.54880617,0.02372127,0.16286094,0.17457349,0.05740102,1.55811239,1.15913305,0.23827847
-5.23761881,2.55013686,0.02451337,0.15932332,0.17689563,0.05655529,1.56619741,1.16876666,0.23433462
-5.23161581,2.55052977,0.02532677,0.15580002,0.17950328,0.05548133,1.57354647,1.17828525,0.23058014
-5.22561281,2.54957040,0.02613456,0.15228323,0.18234915,0.05419612,1.57986556,1.18744250,0.22698940
-5.21960980,2.54677600,0.02690987,0.14875990,0.18537430,0.05271900,1.58482040,1.19593886,0.22352889
-5.21360680,2.54161016,0.02762658,0.14521277,0.18850893,0.05107104,1.58804530,1.20343099,0.22015851
-5.20760380,2.53350075,0.02826016,0.14162158,0.19167368,0.04927444,1.58915442,1.20954362,0.21683314
-5.20160080,2.52186070,0.02878835,0.13796436,0.19478139,0.04735198,1.58775477,1.21388337,0.21350433
-5.19559780,2.50611114,0.02919182,0.13421878,0.19773926,0.04532644,1.58346087,1.21605404,0.21012218
-5.18959480,2.48570577,0.02945463,0.13036348,0.20045153,0.04322023,1.57591029,1.21567284,0.20663732
-5.18359180,2.46015582,0.02956467,0.12637939,0.20282235,0.04105494,1.56477967,1.21238675,0.20300294
-5.17758879,2.42905428,0.02951391,0.12225087,0.20475887,0.03885111,1.54980035,1.20588856,0.19917683
-5.17158579,2.39209850,0.02929848,0.11796684,0.20617444,0.03662799,1.53077302,1.19593167,0.19512329
-5.16558279,2.34910991,0.02891868,0.11352155,0.20699167,0.03440343,1.50758063,1.18234313,0.19081493
-5.15957979,2.30005017,0.02837882,0.10891527,0.20714528,0.03219377,1.48019896,1.16503427,0.18623423
-5.15357679,2.24503263,0.02768688,0.10415462,0.20658459,0.03001386,1.44870431,1.14400854,0.18137478
-5.14757379,2.18432876,0.02685417,0.09925272,0.20527549,0.02787706,1.41327784,1.11936602,0.17624216
-5.14157079,2.11836910,0.02589480,0.09422904,0.20320184,0.02579529,1.37420646,1.09130463,0.17085452
-5.13556778,2.04773857,0.02482512,0.08910892,0.20036622,0.02377907,1.33188000,1.06011785,0.16524259
-5.12956478,1.97316649,0.02366316,0.08392297,0.19678990,0.02183765,1.28678497,1.02618900,0.15944938
-5.12356178,1.89551151,0.02242800,0.07870619,0.19251222,0.01997902,1.23949492,0.98998259,0.15352947
-5.11755878,1.81574234,0.02113914,0.07349692,0.18758920,0.01820999,1.19065804,0.95203281,0.14754783
-5.11155578,1.73491475,0.01981597,0.06833572,0.18209163,0.01653625,1.14098224,0.91292992,0.14157838
-5.10555278,1.65414602,0.01847723,0.06326412,0.17610263,0.01496242,1.09121855,0.87330480,0.13570221
-5.09954977,1.57458762,0.01714057,0.05832340,0.16971482,0.01349209,1.04214312,0.83381253,0.13000562
-5.09354677,1.49739706,0.01582217,0.05355339,0.16302725,0.01212784,0.99453866,0.79511533,0.12457792
-5.08754377,1.42370987,0.01453649,0.04899137,0.15614218,0.01087127,0.94917577,0.75786557,0.11950917
-5.08154077,1.35461234,0.01329603,0.04467105,0.14916198,0.00972305,0.90679466,0.72268921,0.11488786
-5.07553777,1.29111583,0.01211127,0.04062173,0.14218600,0.00868297,0.86808766,0.69017022,0.11079855
-5.06953477,1.23413305,0.01099062,0.03686765,0.13530787,0.00774992,0.83368297,0.66083625,0.10731962
-5.06353177,1.18445686,0.00994050,0.03342752,0.12861298,0.00692202,0.80412978,0.63514584,0.10452106
-5.05752876,1.14274176,0.00896543,0.03031421,0.12217650,0.00619665,0.77988514,0.61347744,0.10246239
-5.05152576,1.10948840,0.00806822,0.02753467,0.11606178,0.00557051,0.76130267,0.59612025,0.10119081
-5.04552276,1.08503126,0.00725017,0.02509006,0.11031925,0.00503973,0.74862326,0.58326722,0.10073946
-5.03951976,1.06952965,0.00651128,0.02297592,0.10498582,0.00459996,0.74196796,0.57501004,0.10112599
-5.03351676,1.06296230,0.00585051,0.02118265,0.10008479,0.00424648,0.74133328,0.57133639,0.10235148
-5.02751376,1.06512548,0.00526606,0.01969595,0.09562613,0.00397430,0.74658889,0.57212939,0.10439953
-5.02151076,1.07563514,0.00475556,0.01849750,0.09160729,0.00377830,0.75747812,0.57716937,0.10723596
-5.01550775,1.09393304,0.00431631,0.01756558,0.08801426,0.00365336,0.77362130,0.58613793,0.11080877
-5.00950475,1.11929708,0.00394555,0.01687584,0.08482303,0.00359446,0.79452223,0.59862442,0.11504868
-5.00350175,1.15085611,0.00364057,0.01640207,0.08200129,0.00359688,0.81957777,0.61413476,0.11987017
-4.99749875,1.18760895,0.00339896,0.01611690,0.07951024,0.00365628,0.84809069,0.63210250,0.12517308
-4.99149575,1.22844775,0.00321868,0.01599263,0.07730659,0.00376887,0.87928574,0.65190217,0.13084471
-4.98549275,1.27218530,0.00309825,0.01600190,0.07534461,0.00393152,0.91232863,0.67286448,0.13676248
-4.97948974,1.31758576,0.00303682,0.01611842,0.07357807,0.00414191,0.94634773,0.69429330,0.14279708
-4.97348674,1.36339813,0.00303422,0.01631753,0.07196216,0.00439861,0.98045785,0.71548386,0.14881597
-4.96748374,1.40839156,0.00309105,0.01657683,0.07045524,0.00470118,1.01378547,0.73574177,0.15468724
-4.96148074,1.45139122,0.00320863,0.01687660,0.06902031,0.00505025,1.04549461,0.75440224,0.16028358
-4.95547774,1.49131363,0.00338908,0.01720018,0.06762628,0.00544753,1.07481237,0.77084887,0.16548631
-4.94947474,1.52719984,0.00363517,0.01753427,0.06624887,0.00589582,1.10105308,0.78453132,0.17018919
-4.94347174,1.55824514,0.00395032,0.01786905,0.06487120,0.00639893,1.12364011,0.79498120,0.17430196
-4.93746873,1.58382383,0.00433843,0.01819828,0.06348394,0.00696163,1.14212408,0.80182548,0.17775336
-4.93146573,1.60350785,0.00480377,0.01851916,0.06208519,0.00758943,1.15619687,0.80479681,0.18049348
-4.92546273,1.61707815,0.00535073,0.01883215,0.06067995,0.00828840,1.16570035,0.80374044,0.18249532
-4.91945973,1.62452813,0.00598366,0.01914068,0.05927924,0.00906488,1.17062941,0.79861711,0.18375546
-4.91345673,1.62605861,0.00670653,0.01945067,0.05789900,0.00992517,1.17112896,0.78950204,0.18429380
-4.90745373,1.62206447,0.00752269,0.01977003,0.05655874,0.01087514,1.16748489,0.77657981,0.18415230
-4.90145073,1.61311332,0.00843453,0.02010809,0.05528004,0.01191983,1.16010918,0.76013537,0.18339279
-4.89544772,1.59991695,0.00944317,0.02047485,0.05408494,0.01306301,1.14951985,0.74054165,0.18209400
-4.88944472,1.58329688,0.01054810,0.02088037,0.05299442,0.01430672,1.13631652,0.71824416,0.18034777
-4.88344172,1.56414541,0.01174694,0.02133400,0.05202687,0.01565088,1.12115262,0.69374330,0.17825480
-4.87743872,1.54338407,0.01303511,0.02184374,0.05119675,0.01709288,1.10470566,0.66757523,0.17591997
-4.87143572,1.52192117,0.01440562,0.02241557,0.05051350,0.01862724,1.08764676,0.64029188,0.17344766
-4.86543272,1.50061071,0.01584890,0.02305294,0.04998070,0.02024535,1.07061092,0.61244132,0.17093698
-4.85942971,1.48021426,0.01735275,0.02375627,0.04959552,0.02193528,1.05416941,0.58454887,0.16847749
-4.85342671,1.46136782,0.01890233,0.02452267,0.04934858,0.02368181,1.03880557,0.55710008,0.16614533
-4.84742371,1.44455491,0.02048026,0.02534575,0.04922406,0.02546644,1.02489502,0.53052595,0.16400010
-4.84142071,1.43008737,0.02206688,0.02621557,0.04920023,0.02726762,1.01269120,0.50519110,0.16208253
-4.83541771,1.41809431,0.02364053,0.02711884,0.04925021,0.02906113,1.00231688,0.48138507,0.16041317
-4.82941471,1.40851989,0.02517804,0.02803915,0.04934302,0.03082056,0.99376173,0.45931715,0.15899198
-4.82341171,1.40112967,0.02665518,0.02895744,0.04944483,0.03251791,0.98688617,0.43911458,0.15779890
-4.81740870,1.39552511,0.02804734,0.02985258,0.04952031,0.03412430,0.98143105,0.42082420,0.15679540
-4.81140570,1.39116532,0.02933012,0.03070204,0.04953411,0.03561078,0.97703249,0.40441706,0.15592683
-4.80540270,1.38739492,0.03048008,0.03148264,0.04945226,0.03694917,0.97324124,0.38979590,0.15512544
-4.79939970,1.38347647,0.03147538,0.03217138,0.04924352,0.03811290,0.96954534,0.37680469,0.15431400
-4.79339670,1.37862584,0.03229648,0.03274621,0.04888064,0.03907785,0.96539505,0.36523995,0.15340963
-4.78739370,1.37204887,0.03292679,0.03318688,0.04834133,0.03982317,0.96022882,0.35486315,0.15232798
-4.78139070,1.36297745,0.03335315,0.03347564,0.04760909,0.04033191,0.95349893,0.34541358,0.15098712
-4.77538769,1.35070355,0.03356633,0.03359788,0.04667372,0.04059166,0.94469595,0.33662114,0.14931142
-4.76938469,1.33460960,0.03356128,0.03354268,0.04553159,0.04059492,0.93337054,0.32821858,0.14723485
-4.76338169,1.31419404,0.03333739,0.03330321,0.04418565,0.04033940,0.91915216,0.31995260,0.14470388
-4.75737869,1.28909112,0.03289846,0.03287694,0.04264509,0.03982811,0.90176360,0.31159351,0.14167963
-4.75137569,1.25908427,0.03225262,0.03226574,0.04092491,0.03906922,0.88103114,0.30294316,0.13813936
-4.74537269,1.22411283,0.03141207,0.03147579,0.03904524,0.03807586,0.85689001,0.29384091,0.13407722
-4.73936968,1.18427213,0.03039271,0.03051737,0.03703042,0.03686563,0.82938515,0.28416754,0.12950422
-4.73336668,1.13980733,0.02921364,0.02940449,0.03490819,0.03546009,0.79866751,0.27384724,0.12444757
-4.72736368,1.09110161,0.02789660,0.02815438,0.03270862,0.03388402,0.76498639,0.26284751,0.11894935
-4.72136068,1.03865975,0.02646530,0.02678700,0.03046323,0.03216470,0.72867830,0.25117751,0.11306468
-4.71535768,0.98308787,0.02494479,0.02532430,0.02820403,0.03033105,0.69015321,0.23888474,0.10685950
-4.70935468,0.92507077,0.02336075,0.02378969,0.02596272,0.02841284,0.64987883,0.22605059,0.10040810
-4.70335168,0.86534789,0.02173883,0.02220729,0.02377005,0.02643984,0.60836391,0.21278500,0.09379047
-4.69734867,0.80468918,0.02010408,0.02060135,0.02165527,0.02444110,0.56614130,0.19922054,0.08708968
-4.69134567,0.74387185,0.01848035,0.01899567,0.01964577,0.02244418,0.52375157,0.18550625,0.08038938
-4.68534267,0.68365909,0.01688983,0.01741313,0.01776691,0.02047465,0.48172783,0.17180161,0.07377152
-4.67933967,0.62478139,0.01535271,0.01587528,0.01604204,0.01855553,0.44058244,0.15827076,0.06731438
-4.67333667,0.56792127,0.01388686,0.01440203,0.01449260,0.01670700,0.40079592,0.14507738,0.06109099
-4.66733367,0.51370147,0.01250769,0.01301152,0.01313844,0.01494611,0.36280827,0.13238031,0.05516793
-4.66133067,0.46267708,0.01122801,0.01172000,0.01199824,0.01328672,0.32701311,0.12032992,0.04960458
-4.65532766,0.41533126,0.01005807,0.01054186,0.01108990,0.01173948,0.29375421,0.10906553,0.04445277
-4.64932466,0.37207449,0.00900560,0.00948978,0.01043111,0.01031194,0.26332462,0.09871365,0.03975684
-4.64332166,0.33324677,0.00807595,0.00857484,0.01003986,0.00900877,0.23596783,0.08938705,0.03555398
-4.63731866,0.29912237,0.00727224,0.00780681,0.00993485,0.00783197,0.21188083,0.08118466,0.03187488
-4.63131566,0.26991640,0.00659557,0.00719440,0.01013593,0.00678128,0.19121838,0.07419199,0.02874459
-4.62531266,0.24579255,0.00604522,0.00674548,0.01066435,0.00585440,0.17409830,0.06848209,0.02618340
-4.61930965,0.22687127,0.00561884,0.00646736,0.01154288,0.00504747,0.16060708,0.06411668,0.02420786
-4.61330665,0.21323785,0.00531265,0.00636698,0.01279577,0.00435534,0.15080543,0.06114753,0.02283171
-4.60730365,0.20494963,0.00512162,0.00645104,0.01444845,0.00377190,0.14473343,0.05961763,0.02206668
-4.60130065,0.20204207,0.00503964,0.00672608,0.01652715,0.00329046,0.14241481,0.05956227,0.02192313
-4.59529765,0.20453309,0.00505960,0.00719843,0.01905816,0.00290393,0.14386018,0.06100975,0.02241048
-4.58929465,0.21242555,0.00517353,0.00787416,0.02206696,0.00260507,0.14906899,0.06398171,0.02353740
-4.58329165,0.22570781,0.00537268,0.00875882,0.02557720,0.00238668,0.15803020,0.06849297,0.02531167
-4.57728864,0.24435233,0.00564761,0.00985714,0.02960944,0.00224170,0.17072160,0.07455100,0.02773991
-4.57128564,0.26831246,0.00598823,0.01117273,0.03417982,0.00216330,0.18710800,0.08215485,0.03082691
-4.56528264,0.29751796,0.00638387,0.01270761,0.03929870,0.00214496,0.20713838,0.09129391,0.03457495
-4.55927964,0.33186929,0.00682340,0.01446178,0.04496925,0.00218040,0.23074237,0.10194625,0.03898280
-4.55327664,0.37123156,0.00729531,0.01643271,0.05118613,0.00226364,0.25782636,0.11407699,0.04404477
-4.54727364,0.41542837,0.00778782,0.01861500,0.05793437,0.00238894,0.28826954,0.12763663,0.04974970
-4.54127064,0.46423633,0.00828901,0.02099988,0.06518843,0.00255074,0.32192039,0.14255965,0.05608000
-4.53526763,0.51738061,0.00878705,0.02357503,0.07291153,0.00274365,0.35859378,0.15876339,0.06301090
-4.52926463,0.57453220,0.00927033,0.02632428,0.08105543,0.00296234,0.39806924,0.17614750,0.07050985
-4.52326163,0.63530719,0.00972768,0.02922770,0.08956056,0.00320157,0.44009042,0.19459389,0.07853624
-4.51725863,0.69926837,0.01014863,0.03226161,0.09835662,0.00345614,0.48436621,0.21396750,0.08704145
-4.51125563,0.76592937,0.01052357,0.03539895,0.10736364,0.00372087,0.53057334,0.23411772,0.09596926
-4.50525263,0.83476132,0.01084403,0.03860972,0.11649355,0.00399065,0.57836066,0.25488057,0.10525658
-4.49924962,0.90520189,0.01110283,0.04186168,0.12565206,0.00426044,0.62735504,0.27608158,0.11483466
-4.49324662,0.97666648,0.01129427,0.04512109,0.13474104,0.00452532,0.67716841,0.29753928,0.12463051
