energy_ev,total_up,B_p_up,B_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-6.00000000,2.64223297,0.33970738,0.00000000,0.72628156,1.44079998,0.03405306,0.79649163
-5.99399700,2.63625217,0.33463440,0.00000000,0.73383744,1.43001351,0.03337818,0.80059880
-5.98799400,2.62860723,0.32937149,0.00000000,0.74062253,1.41850645,0.03269395,0.80423699
-5.98199100,2.61935455,0.32391808,0.00000000,0.74655242,1.40637063,0.03200819,0.80744353
-5.97598799,2.60862549,0.31828401,0.00000000,0.75156805,1.39374289,0.03132857,0.81027462
-5.96998499,2.59661482,0.31248861,0.00000000,0.75563598,1.38079661,0.03066241,0.81280105
-5.96398199,2.58356690,0.30655954,0.00000000,0.75874769,1.36773226,0.03001645,0.81510306
-5.95797899,2.56976060,0.30053153,0.00000000,0.76091794,1.35476721,0.02939662,0.81726482
-5.95197599,2.55549339,0.29444501,0.00000000,0.76218228,1.34212539,0.02880792,0.81936846
-5.94597299,2.54106549,0.28834470,0.00000000,0.76259400,1.33002712,0.02825425,0.82148830
-5.93996998,2.52676476,0.28227815,0.00000000,0.76222051,1.31867966,0.02773838,0.82368534
-5.93396698,2.51285305,0.27629431,0.00000000,0.76113956,1.30826876,0.02726187,0.82600254
-5.92796398,2.49955465,0.27044214,0.00000000,0.75943544,1.29895153,0.02682512,0.82846103
-5.92196098,2.48704750,0.26476933,0.00000000,0.75719542,1.29085101,0.02642739,0.83105754
-5.91595798,2.47545740,0.25932106,0.00000000,0.75450669,1.28405257,0.02606697,0.83376339
-5.90995498,2.46485562,0.25413895,0.00000000,0.75145378,1.27860214,0.02574131,0.83652491
-5.90395198,2.45525999,0.24926012,0.00000000,0.74811694,1.27450653,0.02544718,0.83926561
-5.89794897,2.44663928,0.24471647,0.00000000,0.74457111,1.27173552,0.02518098,0.84188978
-5.89194597,2.43892067,0.24053411,0.00000000,0.74088580,1.27022568,0.02493894,0.84428757
-5.88594297,2.43199977,0.23673295,0.00000000,0.73712569,1.26988570,0.02471739,0.84634118
-5.87993997,2.42575246,0.23332661,0.00000000,0.73335171,1.27060278,0.02451306,0.84793188
-5.87393697,2.42004797,0.23032236,0.00000000,0.72962257,1.27224978,0.02432331,0.84894742
-5.86793397,2.41476214,0.22772134,0.00000000,0.72599646,1.27469275,0.02414639,0.84928946
-5.86193097,2.40979004,0.22551893,0.00000000,0.72253267,1.27779829,0.02398162,0.84888050
-5.85592796,2.40505715,0.22370518,0.00000000,0.71929282,1.28144045,0.02382953,0.84766993
-5.84992496,2.40052827,0.22226542,0.00000000,0.71634176,1.28550671,0.02369198,0.84563872
-5.84392196,2.39621353,0.22118088,0.00000000,0.71374764,1.28990271,0.02357215,0.84280256
-5.83791896,2.39217107,0.22042937,0.00000000,0.71158137,1.29455558,0.02347455,0.83921304
-5.83191596,2.38850629,0.21998603,0.00000000,0.70991526,1.29941563,0.02340482,0.83495692
-5.82591296,2.38536754,0.21982394,0.00000000,0.70882105,1.30445646,0.02336961,0.83015343
-5.81990995,2.38293871,0.21991489,0.00000000,0.70836731,1.30967351,0.02337629,0.82494966
-5.81390695,2.38142914,0.22022996,0.00000000,0.70861658,1.31508132,0.02343267,0.81951445
-5.80790395,2.38106164,0.22074019,0.00000000,0.70962238,1.32070965,0.02354663,0.81403096
-5.80190095,2.38205942,0.22141720,0.00000000,0.71142645,1.32659902,0.02372577,0.80868845
-5.79589795,2.38463294,0.22223381,0.00000000,0.71405639,1.33279588,0.02397698,0.80367375
-5.78989495,2.38896766,0.22316465,0.00000000,0.71752411,1.33934794,0.02430615,0.79916285
-5.78389195,2.39521351,0.22418688,0.00000000,0.72182514,1.34630001,0.02471772,0.79531324
-5.77788894,2.40347690,0.22528083,0.00000000,0.72693907,1.35369076,0.02521447,0.79225726
-5.77188594,2.41381597,0.22643077,0.00000000,0.73283108,1.36155061,0.02579722,0.79009699
-5.76588294,2.42623922,0.22762567,0.00000000,0.73945458,1.36990094,0.02646465,0.78890088
-5.75987994,2.44070781,0.22885993,0.00000000,0.74675484,1.37875475,0.02721325,0.78870225
-5.75387694,2.45714125,0.23013416,0.00000000,0.75467345,1.38811851,0.02803726,0.78949978
-5.74787394,2.47542610,0.23145583,0.00000000,0.76315317,1.39799523,0.02892879,0.79125987
-5.74187094,2.49542697,0.23283981,0.00000000,0.77214303,1.40838835,0.02987793,0.79392060
-5.73586793,2.51699892,0.23430869,0.00000000,0.78160325,1.41930599,0.03087300,0.79739714
-5.72986493,2.54000044,0.23589296,0.00000000,0.79150956,1.43076523,0.03190084,0.80158809
-5.72386193,2.56430577,0.23763077,0.00000000,0.80185657,1.44279587,0.03294717,0.80638235
-5.71785893,2.58981570,0.23956739,0.00000000,0.81266007,1.45544327,0.03399692,0.81166624
-5.71185593,2.61646581,0.24175425,0.00000000,0.82395768,1.46876977,0.03503467,0.81733011
-5.70585293,2.64423150,0.24424762,0.00000000,0.83580804,1.48285442,0.03604503,0.82327436
-5.69984992,2.67312908,0.24710679,0.00000000,0.84828820,1.49779080,0.03701300,0.82941423
-5.69384692,2.70321285,0.25039190,0.00000000,0.86148936,1.51368281,0.03792437,0.83568330
-5.68784392,2.73456790,0.25416138,0.00000000,0.87551111,1.53063854,0.03876599,0.84203543
-5.68184092,2.76729907,0.25846915,0.00000000,0.89045428,1.54876240,0.03952604,0.84844497
-5.67583792,2.80151662,0.26336156,0.00000000,0.90641275,1.56814591,0.04019425,0.85490543
-5.66983492,2.83731922,0.26887430,0.00000000,0.92346469,1.58885755,0.04076203,0.86142663
