energy_ev,total_up,C_s_up,C_p_up,Na_s_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.76588294,0.35949887,0.00000000,0.01394189,0.15273486,0.00126562,0.19259582,0.03017341,0.03575808
-5.75987994,0.36054131,0.00000000,0.01400790,0.15427690,0.00126841,0.19340727,0.03053188,0.03598964
-5.75387694,0.36081625,0.00000000,0.01403582,0.15525761,0.00126407,0.19381453,0.03080179,0.03613847
-5.74787394,0.36019605,0.00000000,0.01402091,0.15562328,0.00125249,0.19374486,0.03097009,0.03619041
-5.74187094,0.35855550,0.00000000,0.01395879,0.15532821,0.00123370,0.19312661,0.03102463,0.03613170
-5.73586793,0.35577888,0.00000001,0.01384566,0.15433706,0.00120787,0.19189308,0.03095476,0.03594974
-5.72986493,0.35176660,0.00000001,0.01367852,0.15262679,0.00117533,0.18998629,0.03075183,0.03563375
-5.72386193,0.34644127,0.00000001,0.01345540,0.15018816,0.00113652,0.18736032,0.03040971,0.03517538
-5.71785893,0.33975269,0.00000002,0.01317544,0.14702674,0.00109204,0.18398417,0.02992514,0.03456922
-5.71185593,0.33168166,0.00000003,0.01283905,0.14316323,0.00104257,0.17984391,0.02929794,0.03381319
-5.70585293,0.32224230,0.00000004,0.01244792,0.13863330,0.00098887,0.17494406,0.02853118,0.03290875
-5.69984992,0.31148286,0.00000006,0.01200503,0.13348675,0.00093179,0.16930813,0.02763114,0.03186096
-5.69384692,0.29948496,0.00000009,0.01151455,0.12778615,0.00087221,0.16297827,0.02660718,0.03067844
-5.68784392,0.28636146,0.00000014,0.01098175,0.12160503,0.00081099,0.15601415,0.02547149,0.02937305
-5.68184092,0.27225288,0.00000021,0.01041284,0.11502564,0.00074903,0.14849108,0.02423869,0.02795959
-5.67583792,0.25732293,0.00000030,0.00981474,0.10813654,0.00068716,0.14049760,0.02292540,0.02645528
-5.66983492,0.24175306,0.00000043,0.00919490,0.10102994,0.00062617,0.13213246,0.02154978,0.02487921
-5.66383192,0.22573666,0.00000062,0.00856104,0.09379910,0.00056678,0.12350151,0.02013096,0.02325168
-5.65782891,0.20947301,0.00000089,0.00792095,0.08653582,0.00050962,0.11471431,0.01868850,0.02159362
-5.65182591,0.19316135,0.00000127,0.00728221,0.07932813,0.00045525,0.10588090,0.01724198,0.01992592
-5.64582291,0.17699549,0.00000179,0.00665206,0.07225827,0.00040413,0.09710876,0.01581048,0.01826889
-5.63981991,0.16115894,0.00000251,0.00603718,0.06540111,0.00035664,0.08850013,0.01441227,0.01664171
-5.63381691,0.14582104,0.00000350,0.00544354,0.05882292,0.00031308,0.08014982,0.01306457,0.01506201
-5.62781391,0.13113406,0.00000484,0.00487634,0.05258067,0.00027368,0.07214361,0.01178337,0.01354559
-5.62181091,0.11723147,0.00000665,0.00433989,0.04672178,0.00023861,0.06455723,0.01058345,0.01210616
-5.61580790,0.10422737,0.00000908,0.00383764,0.04128429,0.00020803,0.05745601,0.00947845,0.01075532
-5.60980490,0.09221704,0.00001232,0.00337215,0.03629754,0.00018210,0.05089526,0.00848117,0.00950253
-5.60380190,0.08127868,0.00001661,0.00294518,0.03178320,0.00016097,0.04492110,0.00760388,0.00835531
-5.59779890,0.07147608,0.00002224,0.00255771,0.02775663,0.00014487,0.03957206,0.00685884,0.00731946
-5.59179590,0.06286227,0.00002959,0.00221012,0.02422857,0.00013411,0.03488109,0.00625887,0.00639941
-5.58579290,0.05548386,0.00003912,0.00190225,0.02120705,0.00012913,0.03087798,0.00581806,0.00559864
-5.57978989,0.04938603,0.00005138,0.00163359,0.01869947,0.00013053,0.02759225,0.00555250,0.00492016
-5.57378689,0.04461799,0.00006705,0.00140339,0.01671479,0.00013911,0.02505618,0.00548111,0.00436708
-5.56778389,0.04123868,0.00008695,0.00121088,0.01526584,0.00015595,0.02330811,0.00562654,0.00394311
-5.56178089,0.03932265,0.00011203,0.00105534,0.01437159,0.00018242,0.02239577,0.00601600,0.00365319
-5.55577789,0.03896582,0.00014343,0.00093633,0.01405940,0.00022025,0.02237959,0.00668215,0.00350407
-5.54977489,0.04029113,0.00018246,0.00085381,0.01436720,0.00027157,0.02333595,0.00766394,0.00350488
-5.54377189,0.04345371,0.00023063,0.00080828,0.01534551,0.00033899,0.02536011,0.00900734,0.00366764
-5.53776888,0.04864544,0.00028968,0.00080092,0.01705932,0.00042561,0.02856887,0.01076598,0.00400782
-5.53176588,0.05609879,0.00036154,0.00083368,0.01958962,0.00053508,0.03310276,0.01300166,0.00454470
-5.52576288,0.06608955,0.00044837,0.00090940,0.02303469,0.00067166,0.03912758,0.01578458,0.00530174
-5.51975988,0.07893831,0.00055253,0.00103185,0.02751090,0.00084020,0.04683520,0.01919340,0.00630681
-5.51375688,0.09501032,0.00067659,0.00120579,0.03315304,0.00104615,0.05644351,0.02331496,0.00759224
-5.50775388,0.11471368,0.00082326,0.00143698,0.04011405,0.00129560,0.06819520,0.02824360,0.00919477
-5.50175088,0.13849525,0.00099540,0.00173213,0.04856399,0.00159517,0.08235542,0.03408015,0.01115524
-5.49574787,0.16683442,0.00119591,0.00209886,0.05868824,0.00195197,0.09920798,0.04093038,0.01351811
-5.48974487,0.20023416,0.00142772,0.00254554,0.07068473,0.00237353,0.11905011,0.04890304,0.01633068
-5.48374187,0.23920951,0.00169366,0.00308117,0.08476025,0.00286756,0.14218564,0.05810736,0.01964212
-5.47773887,0.28427320,0.00199639,0.00371510,0.10112559,0.00344188,0.16891648,0.06864998,0.02350211
-5.47173587,0.33591867,0.00233830,0.00445679,0.11998964,0.00410411,0.19953268,0.08063150,0.02795931
-5.46573287,0.39460048,0.00272134,0.00531546,0.14155250,0.00486143,0.23430080,0.09414245,0.03305951
-5.45972986,0.46071251,0.00314697,0.00629966,0.16599744,0.00572028,0.27345120,0.10925899,0.03884353
-5.45372686,0.53456460,0.00361596,0.00741690,0.19348214,0.00668604,0.31716425,0.12603827,0.04534498
-5.44772386,0.61635806,0.00412829,0.00867315,0.22412921,0.00776262,0.36555599,0.14451364,0.05258783
-5.44172086,0.70616111,0.00468305,0.01007233,0.25801637,0.00895217,0.41866375,0.16469000,0.06058401
-5.43571786,0.80388524,0.00527828,0.01161587,0.29516660,0.01025467,0.47643231,0.18653921,0.06933095
-5.42971486,0.90926353,0.00591095,0.01330219,0.33553866,0.01166760,0.53870123,0.20999605,0.07880945
-5.42371186,1.02183227,0.00657683,0.01512634,0.37901851,0.01318566,0.60519419,0.23495480,0.08898169
-5.41770885,1.14091708,0.00727054,0.01707958,0.42541203,0.01480053,0.67551093,0.26126677,0.09978976
-5.41170585,1.26562475,0.00798550,0.01914918,0.47443964,0.01650072,0.74912254,0.28873882,0.11115468
-5.40570285,1.39484193,0.00871403,0.02131825,0.52573322,0.01827150,0.82537088,0.31713338,0.12297612
-5.39969985,1.52724152,0.00944743,0.02356577,0.57883587,0.02009499,0.90347244,0.34616982,0.13513286
-5.39369685,1.66129749,0.01017617,0.02586676,0.63320481,0.02195029,0.98252712,0.37552748,0.14748407
-5.38769385,1.79530835,0.01089006,0.02819257,0.68821771,0.02381386,1.06153221,0.40485040,0.15987148
-5.38169085,1.92742924,0.01157851,0.03051145,0.74318255,0.02565990,1.13940127,0.43375363,0.17212240
-5.37568784,2.05571216,0.01223083,0.03278920,0.79735102,0.02746098,1.21498787,0.46183125,0.18405355
-5.36968484,2.17815336,0.01283654,0.03498998,0.84993520,0.02918870,1.28711348,0.48866565,0.19547561
-5.36368184,2.29274653,0.01338567,0.03707731,0.90012724,0.03081444,1.35459873,0.51383809,0.20619841
-5.35767884,2.39754016,0.01386916,0.03901509,0.94712130,0.03231026,1.41629715,0.53694009,0.21603651
-5.35167584,2.49069684,0.01427919,0.04076877,0.99013725,0.03364975,1.47112998,0.55758529,0.22481497
-5.34567284,2.57055242,0.01460944,0.04230643,1.02844514,0.03480892,1.51812093,0.57542143,0.23237519
-5.33966983,2.63567255,0.01485548,0.04359991,1.06138960,0.03576707,1.55642935,0.59014188,0.23858042
-5.33366683,2.68490430,0.01501492,0.04462586,1.08841305,0.03650754,1.58538056,0.60149647,0.24332084
-5.32766383,2.71742056,0.01508765,0.04536660,1.10907694,0.03701841,1.60449193,0.60930098,0.24651791
-5.32166083,2.73275539,0.01507594,0.04581087,1.12307989,0.03729303,1.61349371,0.61344505,0.24812782
-5.31565783,2.73082870,0.01498449,0.04595436,1.13027201,0.03733038,1.61234347,0.61389812,0.24814390
-5.30965483,2.71195903,0.01482040,0.04580001,1.13066471,0.03713529,1.60123382,0.61071320,0.24659781
-5.30365183,2.67686399,0.01459307,0.04535808,1.12443548,0.03671842,1.58059274,0.60402820,0.24355957
-5.29764882,2.62664828,0.01431398,0.04464592,1.11192737,0.03609605,1.55107666,0.59406493,0.23913626
-5.29164582,2.56277969,0.01399647,0.04368757,1.09364313,0.03528978,1.51355657,0.58112563,0.23346962
-5.28564282,2.48705412,0.01365541,0.04251311,1.07023419,0.03432587,1.46909772,0.56558728,0.22673257
-5.27963982,2.40155112,0.01330680,0.04115777,1.04248484,0.03323464,1.41893364,0.54789386,0.21912469
-5.27363682,2.30858162,0.01296740,0.03966090,1.01129228,0.03204961,1.36443569,0.52854675,0.21086713
-5.26763382,2.21062988,0.01265422,0.03806492,0.97764322,0.03080662,1.30707913,0.50809382,0.20219679
-5.26163082,2.11029187,0.01238412,0.03641400,0.94258794,0.02954284,1.24840700,0.48711730,0.19336029
-5.25562781,2.01021199,0.01217333,0.03475289,0.90721274,0.02829589,1.18999306,0.46622098,0.18460778
-5.24962481,1.91302037,0.01203698,0.03312568,0.87261173,0.02710280,1.13340488,0.44601705,0.17618684
-5.24362181,1.82127243,0.01198873,0.03157462,0.83985898,0.02599919,1.08016817,0.42711283,0.16833666
-5.23761881,1.73739225,0.01204034,0.03013907,0.80998180,0.02501843,1.03173319,0.41009788,0.16128263
-5.23161581,1.66362103,0.01220138,0.02885453,0.78393598,0.02419092,0.98944408,0.39553152,0.15523149
-5.22561281,1.60197158,0.01247896,0.02775187,0.76258368,0.02354352,0.95451145,0.38393112,0.15036712
-5.21960980,1.55418934,0.01287751,0.02685668,0.74667442,0.02309907,0.92798871,0.37576131,0.14684701
-5.21360680,1.52172039,0.01339871,0.02618880,0.73682957,0.02287602,0.91075240,0.37142418,0.14479947
-5.20760380,1.50568644,0.01404138,0.02576204,0.73353058,0.02288827,0.90348637,0.37125065,0.14432150
-5.20160080,1.50686679,0.01480159,0.02558407,0.73711092,0.02314504,0.90667006,0.37549307,0.14547747
-5.19559780,1.52568705,0.01567273,0.02565644,0.74775190,0.02365087,0.92057060,0.38431911,0.14829835
-5.18959480,1.56221428,0.01664571,0.02597478,0.76548194,0.02440579,0.94523871,0.39780710,0.15278161
-5.18359180,1.61615846,0.01770927,0.02652911,0.79017936,0.02540547,0.98050838,0.41594286,0.15889174
-5.17758879,1.68687992,0.01885026,0.02730429,0.82157813,0.02664147,1.02600003,0.43861810,0.16656122
-5.17158579,1.77340259,0.02005401,0.02828054,0.85927652,0.02810158,1.08112737,0.46563066,0.17569209
-5.16558279,1.87443286,0.02130479,0.02943403,0.90274799,0.02977011,1.14510775,0.49668641,0.18615790
-5.15957979,1.98838399,0.02258621,0.03073757,0.95135427,0.03162830,1.21697601,0.53140325,0.19780618
-5.15357679,2.11340588,0.02388166,0.03216131,1.00436005,0.03365465,1.29560186,0.56931699,0.21046122
-5.14757379,2.24741997,0.02517472,0.03367345,1.06094900,0.03582532,1.37971061,0.60988928,0.22392736
-5.14157079,2.38815898,0.02644961,0.03524103,1.12024083,0.03811446,1.46790722,0.65251758,0.23799256
-5.13556778,2.53321111,0.02769146,0.03683063,1.18130896,0.04049462,1.55870326,0.69654687,0.25243232
-5.12956478,2.68006797,0.02888666,0.03840910,1.24319856,0.04293702,1.65054659,0.74128313,0.26701387
-5.12356178,2.82617550,0.03002305,0.03994424,1.30494463,0.04541200,1.74185307,0.78600823,0.28150058
-5.11755878,2.96898683,0.03109011,0.04140547,1.36558980,0.04788927,1.83103972,0.82999571,0.29565653
-5.11155578,3.10601579,0.03207894,0.04276439,1.42420161,0.05033831,1.91655854,0.87252727,0.30925113
-5.10555278,3.23488983,0.03298235,0.04399534,1.47988886,0.05272870,1.99693011,0.91290927,0.32206368
-5.09954977,3.35340068,0.03379470,0.04507581,1.53181686,0.05503044,2.07077590,0.95048870,0.33388778
-5.09354677,3.45955128,0.03451181,0.04598683,1.57922130,0.05721438,2.13684832,0.98466821,0.34453549
-5.08754377,3.55159757,0.03513074,0.04671326,1.62142027,0.05925253,2.19405760,1.01491954,0.35384103
-5.08154077,3.62808352,0.03564960,0.04724395,1.65782456,0.06111845,2.24149440,1.04079484,0.36166404
-5.07553777,3.68786831,0.03606727,0.04757186,1.68794558,0.06278764,2.27844748,1.06193557,0.36789217
-5.06953477,3.73014482,0.03638324,0.04769401,1.71140112,0.06423791,2.30441577,1.07807865,0.37244299
-5.06353177,3.75444853,0.03659735,0.04761141,1.72791862,0.06544970,2.31911435,1.08905957,0.37526506
-5.05752876,3.76065690,0.03670965,0.04732884,1.73733593,0.06640646,2.32247434,1.09481256,0.37633831
-5.05152576,3.74897914,0.03672027,0.04685457,1.73959958,0.06709490,2.31463651,1.09536779,0.37567345
-5.04552276,3.71993701,0.03662937,0.04619997,1.73476074,0.06750525,2.29593924,1.09084586,0.37331067
-5.03951976,3.67433759,0.03643715,0.04537912,1.72296893,0.06763143,2.26690120,1.08144992,0.36931754
-5.03351676,3.61323907,0.03614387,0.04440829,1.70446376,0.06747115,2.22819965,1.06745581,0.36378629
-5.02751376,3.53791133,0.03575001,0.04330539,1.67956507,0.06702597,2.18064515,1.04920073,0.35683045
-5.02151076,3.44979260,0.03525639,0.04208948,1.64866182,0.06630123,2.12515406,1.02707100,0.34858113
-5.01550775,3.35044431,0.03466441,0.04078016,1.61220013,0.06530588,2.06271952,1.00148938,0.33918299
-5.00950475,3.24150551,0.03397617,0.03939705,1.57067090,0.06405233,1.99438248,0.97290256,0.32879004
-5.00350175,3.12464885,0.03319476,0.03795929,1.52459745,0.06255610,1.92120347,0.94176918,0.31756151
-4.99749875,3.00153930,0.03232437,0.03648504,1.47452369,0.06083549,1.84423628,0.90854887,0.30565782
-4.99149575,2.87379709,0.03137050,0.03499109,1.42100296,0.05891117,1.76450430,0.87369254,0.29323689
-4.98549275,2.74296563,0.03033999,0.03349255,1.36458808,0.05680573,1.68298016,0.83763415,0.28045080
-4.97948974,2.61048527,0.02924115,0.03200256,1.30582273,0.05454320,1.60056897,0.80078410,0.26744298
-4.97348674,2.47767309,0.02808365,0.03053218,1.24523419,0.05214859,1.51809562,0.76352417,0.25434590
-4.96748374,2.34570884,0.02687846,0.02909025,1.18332774,0.04964739,1.43629589,0.72620405,0.24127936
-4.96148074,2.21562673,0.02563771,0.02768349,1.12058243,0.04706514,1.35581146,0.68913921,0.22834936
-4.95547774,2.08831264,0.02437443,0.02631652,1.05744830,0.04442702,1.27718830,0.65260998,0.21564749
-4.94947474,1.96450611,0.02310227,0.02499209,0.99434469,0.04175744,1.20087820,0.61686159,0.20325085
-4.94347174,1.84480620,0.02183521,0.02371129,0.93165962,0.03907970,1.12724276,0.58210502,0.19122245
-4.93746873,1.72968060,0.02058717,0.02247381,0.86974984,0.03641577,1.05655946,0.54851832,0.17961194
-4.93146573,1.61947679,0.01937168,0.02127830,0.80894143,0.03378600,0.98902909,0.51624824,0.16845661
-4.92546273,1.51443483,0.01820146,0.02012265,0.74953061,0.03120895,0.92478419,0.48541209,0.15778269
-4.91945973,1.41470066,0.01708816,0.01900432,0.69178466,0.02870132,0.86389781,0.45609963,0.14760665
-4.91345673,1.32033954,0.01604198,0.01792068,0.63594276,0.02627781,0.80639238,0.42837482,0.13793668
-4.90745373,1.23134900,0.01507147,0.01686925,0.58221672,0.02395113,0.75224824,0.40227765,0.12877405
-4.90145073,1.14767105,0.01418326,0.01584795,0.53079142,0.02173198,0.70141166,0.37782581,0.12011448
-4.89544772,1.06920326,0.01338203,0.01485530,0.48182518,0.01962911,0.65380215,0.35501630,0.11194939
-4.88944472,0.99580882,0.01267037,0.01389056,0.43544994,0.01764940,0.60931908,0.33382716,0.10426697
-4.88344172,0.92732541,0.01204885,0.01295382,0.39177142,0.01579797,0.56784747,0.31421922,0.09705323
-4.87743872,0.86357311,0.01151613,0.01204603,0.35086935,0.01407829,0.52926312,0.29613795,0.09029282
-4.87143572,0.80436135,0.01106914,0.01116902,0.31279792,0.01249235,0.49343716,0.27951566,0.08396973
-4.86543272,0.74949517,0.01070329,0.01032545,0.27758654,0.01104082,0.46023999,0.26427382,0.07806793
-4.85942971,0.69878095,0.01041282,0.00951872,0.24524088,0.00972324,0.42954488,0.25032567,0.07257184
-4.85342671,0.65203160,0.01019117,0.00875291,0.21574448,0.00853824,0.40123122,0.23757913,0.06746678
-4.84742371,0.60907152,0.01003128,0.00803267,0.18906069,0.00748371,0.37518743,0.22593980,0.06273933
-4.84142071,0.56974123,0.00992610,0.00736309,0.16513516,0.00655701,0.35131374,0.21531419,0.05837764
-4.83541771,0.53390160,0.00986890,0.00674964,0.14389859,0.00575520,0.32952465,0.20561287,0.05437169
-4.82941471,0.50143777,0.00985372,0.00619800,0.12526979,0.00507521,0.30975109,0.19675361,0.05071351
-4.82341171,0.47226244,0.00987567,0.00571406,0.10915897,0.00451401,0.29194227,0.18866422,0.04739738
-4.81740870,0.44631846,0.00993123,0.00530375,0.09547089,0.00406879,0.27606698,0.18128505,0.04441995
-4.81140570,0.42358042,0.01001851,0.00497302,0.08410797,0.00373707,0.26211433,0.17457094,0.04178027
-4.80540270,0.40405509,0.01013739,0.00472775,0.07497308,0.00351678,0.25009376,0.16849260,0.03947978
-4.79939970,0.38778041,0.01028956,0.00457367,0.06797185,0.00340632,0.24003420,0.16303724,0.03752218
-4.79339670,0.37482293,0.01047850,0.00451627,0.06301440,0.00340457,0.23198225,0.15820834,0.03591318
-4.78739370,0.36527353,0.01070936,0.00456072,0.06001648,0.00351083,0.22599933,0.15402468,0.03466008
-4.78139070,0.35924128,0.01098873,0.00471172,0.05889973,0.00372471,0.22215777,0.15051845,0.03377130
-4.77538769,0.35684561,0.01132433,0.00497341,0.05959133,0.00404603,0.22053586,0.14773261,0.03325568
-4.76938469,0.35820680,0.01172462,0.00534911,0.06202278,0.00447461,0.22121184,0.14571752,0.03312168
-4.76338169,0.36343508,0.01219832,0.00584123,0.06612802,0.00501001,0.22425722,0.14452697,0.03337645
-4.75737869,0.37261866,0.01275395,0.00645095,0.07184102,0.00565132,0.22972929,0.14421384,0.03402486
-4.75137569,0.38581110,0.01339924,0.00717804,0.07909281,0.00639687,0.23766341,0.14482543,0.03506835
-4.74537269,0.40301863,0.01414067,0.00802061,0.08780834,0.00724393,0.24806518,0.14639886,0.03650392
-4.73936968,0.42418789,0.01498289,0.00897483,0.09790311,0.00818843,0.26090298,0.14895658,0.03832305
-4.73336668,0.44919490,0.01592831,0.01003477,0.10928005,0.00922476,0.27610122,0.15250234,0.04051074
-4.72736368,0.47783577,0.01697665,0.01119216,0.12182667,0.01034549,0.29353466,0.15701779,0.04304473
-4.72136068,0.50981978,0.01812469,0.01243629,0.13541275,0.01154124,0.31302429,0.16245991,0.04589487
-4.71535768,0.54476559,0.01936605,0.01375393,0.14988880,0.01280064,0.33433500,0.16875935,0.04902286
-4.70935468,0.58220072,0.02069113,0.01512937,0.16508539,0.01411024,0.35717538,0.17582004,0.05238215
-4.70335168,0.62156497,0.02208716,0.01654453,0.18081351,0.01545469,0.38119985,0.18351979,0.05591833
-4.69734867,0.66221770,0.02353840,0.01797917,0.19686604,0.01681682,0.40601324,0.19171223,0.05956976
-4.69134567,0.70344904,0.02502647,0.01941123,0.21302027,0.01817802,0.43117775,0.20022980,0.06326863
-4.68534267,0.74449484,0.02653080,0.02081725,0.22904152,0.01951853,0.45622218,0.20888788,0.06694234
-4.67933967,0.78455487,0.02802916,0.02217290,0.24468772,0.02081789,0.48065318,0.21748975,0.07051516
-4.67333667,0.82281362,0.02949829,0.02345359,0.25971470,0.02205549,0.50396814,0.22583226,0.07391021
-4.66733367,0.85846309,0.03091455,0.02463511,0.27388208,0.02321105,0.52566921,0.23371198,0.07705154
-4.66133067,0.89072634,0.03225468,0.02569437,0.28695947,0.02426523,0.54527786,0.24093150,0.07986634
-4.65532766,0.91888115,0.03349641,0.02661005,0.29873265,0.02520016,0.56234951,0.24730565,0.08228720
-4.64932466,0.94228244,0.03461913,0.02736329,0.30900949,0.02600000,0.57648731,0.25266733,0.08425419
-4.64332166,0.96038265,0.03560448,0.02793835,0.31762529,0.02665140,0.58735480,0.25687273,0.08571680
-4.63731866,0.97274908,0.03643683,0.02832311,0.32444733,0.02714385,0.59468651,0.25980569,0.08663561
-4.63131566,0.97907731,0.03710362,0.02850949,0.32937836,0.02747006,0.59829637,0.26138098,0.08698359
-4.62531266,0.97920030,0.03759564,0.02849380,0.33235882,0.02762608,0.59808325,0.26154645,0.08674699
-4.61930965,0.97309267,0.03790713,0.02827681,0.33336792,0.02761140,0.59403358,0.26028398,0.08592575
-4.61330665,0.96086993,0.03803574,0.02786385,0.33242321,0.02742887,0.58622095,0.25760911,0.08453348
-4.60730365,0.94278304,0.03798246,0.02726458,0.32957900,0.02708459,0.57480264,0.25356960,0.08259696
-4.60130065,0.91920842,0.03775134,0.02649278,0.32492354,0.02658756,0.56001347,0.24824291,0.08015521
-4.59529765,0.89063403,0.03734918,0.02556587,0.31857524,0.02594939,0.54215715,0.24173283,0.07725813
-4.58929465,0.85764241,0.03678516,0.02450442,0.31067804,0.02518380,0.52159575,0.23416535,0.07396492
-4.58329165,0.82089135,0.03607039,0.02333157,0.30139631,0.02430622,0.49873766,0.22568425,0.07034218
-4.57728864,0.78109325,0.03521753,0.02207235,0.29090938,0.02333321,0.47402482,0.21644629,0.06646191
-4.57128564,0.73899410,0.03424032,0.02075303,0.27940615,0.02228198,0.44791956,0.20661658,0.06239943
-4.56528264,0.69535294,0.03315321,0.01940047,0.26707977,0.02116993,0.42089191,0.19636403,0.05823137
-4.55927964,0.65092271,0.03197099,0.01804146,0.25412280,0.02001416,0.39340760,0.18585727,0.05403377
-4.55327664,0.60643305,0.03070851,0.01670219,0.24072300,0.01883111,0.36591739,0.17526104,0.04988033
-4.54727364,0.56257558,0.02938042,0.01540771,0.22705968,0.01763623,0.33884787,0.16473318,0.04584098
-4.54127064,0.51999208,0.02800099,0.01418152,0.21330088,0.01644369,0.31259415,0.15442227,0.04198062
-4.53526763,0.47926552,0.02658396,0.01304528,0.19960136,0.01526626,0.28751428,0.14446588,0.03835821
-4.52926463,0.44091409,0.02514246,0.01201849,0.18610120,0.01411515,0.26392557,0.13498943,0.03502619
-4.52326163,0.40538787,0.02368895,0.01111838,0.17292524,0.01299998,0.24210262,0.12610551,0.03203009
-4.51725863,0.37306793,0.02223521,0.01035981,0.16018296,0.01192880,0.22227687,0.11791363,0.02940840
-4.51125563,0.34426739,0.02079229,0.00975519,0.14796898,0.01090818,0.20463740,0.11050028,0.02719276
-4.50525263,0.31923401,0.01937050,0.00931452,0.13636379,0.00994324,0.18933276,0.10393918,0.02540808
-4.49924962,0.29815383,0.01797944,0.00904539,0.12543486,0.00903787,0.17647348,0.09829158,0.02407305
-4.49324662,0.28115539,0.01662790,0.00895302,0.11523782,0.00819478,0.16613495,0.09360657,0.02320047
