energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.38769385,1.78117472,0.02836138,0.02474994,0.38750661,0.39743753,0.44610165,0.05266305,0.01440647,1.13092057
-5.38169085,1.80731352,0.02922338,0.02455456,0.39522055,0.40348016,0.45553071,0.05332117,0.01450192,1.14894983
-5.37568784,1.83022226,0.03007502,0.02438721,0.40209748,0.40880442,0.46328654,0.05407841,0.01461175,1.16475790
-5.36968484,1.84948133,0.03089344,0.02424660,0.40810831,0.41329231,0.46928024,0.05491810,0.01472817,1.17808058
-5.36368184,1.86480832,0.03165529,0.02413282,0.41326936,0.41685233,0.47347132,0.05582506,0.01484326,1.18874465
-5.35767884,1.87609142,0.03233754,0.02404797,0.41764914,0.41942715,0.47587313,0.05678732,0.01494943,1.19668862
-5.35167584,1.88341821,0.03291837,0.02399674,0.42137389,0.42100038,0.47655679,0.05779785,0.01503987,1.20198064
-5.34567284,1.88709886,0.03337796,0.02398687,0.42463160,0.42160217,0.47565361,0.05885601,0.01510903,1.20483262
-5.33966983,1.88768218,0.03369926,0.02402957,0.42767420,0.42131331,0.47335566,0.05996885,0.01515301,1.20561003
-5.33366683,1.88596387,0.03386865,0.02413970,0.43081769,0.42026772,0.46991458,0.06115211,0.01516993,1.20483658
-5.32766383,1.88298602,0.03387650,0.02433589,0.43444009,0.41865305,0.46563850,0.06243086,0.01516026,1.20319343
-5.32166083,1.88002738,0.03371752,0.02464046,0.43897700,0.41670930,0.46088704,0.06383962,0.01512704,1.20151258
-5.31565783,1.87858421,0.03339102,0.02507910,0.44491475,0.41472541,0.45606455,0.06542216,0.01507605,1.20076429
-5.30965483,1.88034164,0.03290098,0.02568048,0.45278116,0.41303381,0.45161164,0.06723066,0.01501589,1.20203854
-5.30365183,1.88713606,0.03225585,0.02647554,0.46313388,0.41200302,0.44799511,0.06932451,0.01495798,1.20652090
-5.29764882,1.90090910,0.03146838,0.02749673,0.47654672,0.41202840,0.44569656,0.07176849,0.01491647,1.21546308
-5.29164582,1.92365438,0.03055510,0.02877697,0.49359396,0.41352125,0.44519995,0.07463063,0.01490805,1.23014897
-5.28564282,1.95735823,0.02953575,0.03034853,0.51483330,0.41689667,0.44697833,0.07797961,0.01495170,1.25185701
-5.27963982,2.00393635,0.02843267,0.03224178,0.54078762,0.42256035,0.45148018,0.08188191,0.01506838,1.28181999
-5.27363682,2.06516814,0.02726997,0.03448383,0.57192648,0.43089483,0.45911580,0.08639876,0.01528066,1.32118352
-5.26763382,2.14263128,0.02607276,0.03709719,0.60864767,0.44224568,0.47024400,0.09158302,0.01561224,1.37096472
-5.26163082,2.23763880,0.02486638,0.04009838,0.65125970,0.45690810,0.48515983,0.09747613,0.01608756,1.43201257
-5.25562781,2.35118127,0.02367559,0.04349663,0.69996599,0.47511447,0.50408364,0.10410530,0.01673122,1.50497159
-5.24962481,2.48387671,0.02252385,0.04729275,0.75485141,0.49702340,0.52715192,0.11148105,0.01756753,1.59025046
-5.24362181,2.63593057,0.02143272,0.05147811,0.81587184,0.52271082,0.55441051,0.11959523,0.01862001,1.68799703
-5.23761881,2.80710794,0.02042131,0.05603393,0.88284758,0.55216351,0.58581040,0.12841968,0.01991087,1.79808115
-5.23161581,2.99671971,0.01950588,0.06093087,0.95546075,0.58527549,0.62120647,0.13790563,0.02146053,1.92008621
-5.22561281,3.20362397,0.01869962,0.06612887,1.03325732,0.62184764,0.66035935,0.14798381,0.02328722,2.05331035
-5.21960980,3.42624307,0.01801246,0.07157750,1.11565370,0.66159052,0.70294046,0.15856547,0.02540651,2.19677739
-5.21360680,3.66259629,0.01745112,0.07721657,1.20194783,0.70413060,0.74854009,0.16954417,0.02783098,2.34925756
-5.20760380,3.91034724,0.01701922,0.08297724,1.29133444,0.74901961,0.79667834,0.18079833,0.03056986,2.50929727
-5.20160080,4.16686412,0.01671749,0.08878343,1.38292393,0.79574681,0.84681846,0.19219448,0.03362872,2.67525686
-5.19559780,4.42929068,0.01654415,0.09455360,1.47576402,0.84375366,0.89838213,0.20359104,0.03700920,2.84535478
-5.18959480,4.69462467,0.01649522,0.10020279,1.56886337,0.89245025,0.95076594,0.21484245,0.04070881,3.01771627
-5.18359180,4.95980051,0.01656499,0.10564490,1.66121592,0.94123296,1.00335838,0.22580361,0.04472069,3.19042442
-5.17758879,5.22177230,0.01674642,0.11079506,1.75182503,0.98950236,1.05555663,0.23633416,0.04903345,3.36157112
-5.17158579,5.47759356,0.01703159,0.11557207,1.83972617,1.03668070,1.10678225,0.24630268,0.05363101,3.52930577
-5.16558279,5.72448999,0.01741210,0.11990073,1.92400727,1.08222812,1.15649516,0.25559044,0.05849253,3.69187942
-5.15957979,5.95992216,0.01787939,0.12371407,2.00382577,1.12565692,1.20420519,0.26409461,0.06359231,3.84768239
-5.15357679,6.18163565,0.01842507,0.12695524,2.07842180,1.16654320,1.24948085,0.27173068,0.06889981,3.99527402
-5.14757379,6.38769682,0.01904111,0.12957916,2.14712717,1.20453547,1.29195496,0.27843420,0.07437967,4.13340347
-5.14157079,6.57651338,0.01972006,0.13155368,2.20936993,1.23936000,1.33132694,0.28416155,0.07999189,4.26102114
-5.13556778,6.74684003,0.02045507,0.13286040,2.26467488,1.27082267,1.36736211,0.28888989,0.08569206,4.37728102
-5.12956478,6.89776998,0.02123998,0.13349491,2.31266032,1.29880765,1.39988806,0.29261633,0.09143171,4.48153468
-5.12356178,7.02871453,0.02206926,0.13346665,2.35303194,1.32327308,1.42878873,0.29535632,0.09715886,4.57331823
-5.11755878,7.13937297,0.02293800,0.13279829,2.38557452,1.34424425,1.45399676,0.29714148,0.10281861,4.65233390
-5.11155578,7.22969610,0.02384180,0.13152469,2.41014265,1.36180497,1.47548484,0.29801698,0.10835402,4.71842831
-5.10555278,7.29984648,0.02477667,0.12969150,2.42665112,1.37608772,1.49325677,0.29803863,0.11370703,4.77156936
-5.09954977,7.35015854,0.02573898,0.12735356,2.43506633,1.38726328,1.50733898,0.29726995,0.11881957,4.81182387
-5.09354677,7.38110165,0.02672534,0.12457299,2.43539911,1.39553062,1.51777318,0.29577918,0.12363480,4.83933763
-5.08754377,7.39324839,0.02773258,0.12141719,2.42769980,1.40110755,1.52461046,0.29363666,0.12809844,4.85431930
-5.08154077,7.38724977,0.02875770,0.11795687,2.41205582,1.40422266,1.52790754,0.29091235,0.13216007,4.85702919
-5.07553777,7.36381832,0.02979784,0.11426399,2.38859178,1.40510886,1.52772484,0.28767395,0.13577455,4.84777311
-5.06953477,7.32371910,0.03085037,0.11040989,2.35747206,1.40399862,1.52412681,0.28398532,0.13890321,4.82690138
-5.06353177,7.26776804,0.03191289,0.10646354,2.31890523,1.40112105,1.51718388,0.27990544,0.14151509,4.79481222
-5.05752876,7.19683595,0.03298328,0.10248999,2.27314988,1.39670048,1.50697593,0.27548778,0.14358783,4.75195848
-5.05152576,7.11185665,0.03405980,0.09854903,2.22052083,1.39095632,1.49359664,0.27077999,0.14510845,4.69885625
-5.04552276,7.01383660,0.03514114,0.09469415,2.16139515,1.38410380,1.47715812,0.26582405,0.14607376,4.63609386
-5.03951976,6.90386401,0.03622643,0.09097166,2.09621683,1.37635508,1.45779529,0.26065648,0.14649048,4.56433964
-5.03351676,6.78311499,0.03731532,0.08742014,2.02549959,1.36792034,1.43566950,0.25530877,0.14637505,4.48434685
-5.02751376,6.65285499,0.03840795,0.08407010,1.94982701,1.35900836,1.41097075,0.24980791,0.14575312,4.39695468
-5.02151076,6.51443406,0.03950487,0.08094389,1.86984966,1.34982629,1.38391830,0.24417687,0.14465862,4.30308432
-5.01550775,6.36927521,0.04060701,0.07805575,1.78627887,1.34057826,1.35475946,0.23843510,0.14313273,4.20372977
-5.00950475,6.21885568,0.04171552,0.07541214,1.69987731,1.33146284,1.32376645,0.23259889,0.14122241,4.09994325
-5.00350175,6.06468162,0.04283159,0.07301221,1.61144655,1.32266919,1.29123150,0.22668177,0.13897895,3.99281577
-4.99749875,5.90825746,0.04395627,0.07084840,1.52181209,1.31437224,1.25746049,0.22069476,0.13645626,3.88345371
-4.99149575,5.75105140,0.04509023,0.06890717,1.43180651,1.30672686,1.22276542,0.21464670,0.13370924,3.77295256
-4.98549275,5.59445907,0.04623346,0.06716989,1.34225153,1.29986164,1.18745629,0.20854443,0.13079205,3.66236934
-4.97948974,5.43976758,0.04738504,0.06561375,1.25393980,1.29387256,1.15183286,0.20239321,0.12775665,3.55269514
-4.97348674,5.28812208,0.04854285,0.06421276,1.16761734,1.28881692,1.11617687,0.19619702,0.12465128,3.44482951
-4.96748374,5.14049690,0.04970332,0.06293883,1.08396736,1.28470824,1.08074505,0.18995913,0.12151935,3.33955799
-4.96148074,4.99767318,0.05086115,0.06176277,1.00359630,1.28151222,1.04576361,0.18368263,0.11839842,3.23753426
-4.95547774,4.86022438,0.05200920,0.06065540,0.92702259,1.27914451,1.01142432,0.17737120,0.11531949,3.13926788
-4.94947474,4.72851072,0.05313828,0.05958847,0.85466865,1.27747039,0.97788253,0.17102990,0.11230660,3.04511825
-4.94347174,4.60268318,0.05423714,0.05853566,0.78685636,1.27630664,0.94525721,0.16466610,0.10937662,2.95529552
-4.93746873,4.48269703,0.05529248,0.05747338,0.72380605,1.27542582,0.91363305,0.15829038,0.10653935,2.86986811
-4.93146573,4.36833468,0.05628904,0.05638151,0.66563902,1.27456298,0.88306443,0.15191754,0.10379789,2.78877702
-4.92546273,4.25923699,0.05720988,0.05524401,0.61238330,1.27342465,0.85358116,0.14556745,0.10114918,2.71185611
-4.91945973,4.15494185,0.05803664,0.05404929,0.56398216,1.27170009,0.82519566,0.13926596,0.09858475,2.63885769
-4.91345673,4.05492868,0.05875002,0.05279059,0.52030517,1.26907431,0.79791124,0.13304554,0.09609160,2.56948237
-4.90745373,3.95866709,0.05933028,0.05146602,0.48116091,1.26524266,0.77173110,0.12694595,0.09365326,2.50341209
-4.90145073,3.86566764,0.05975786,0.05007854,0.44631102,1.25992635,0.74666766,0.12101453,0.09125086,2.44034479
-4.89544772,3.77553297,0.06001405,0.04863581,0.41548480,1.25288836,0.72275175,0.11530648,0.08886427,2.38002954
-4.88944472,3.68800678,0.06008167,0.04714978,0.38839382,1.24394914,0.70004130,0.10988477,0.08647325,2.32230048
-4.88344172,3.60301877,0.05994581,0.04563630,0.36474594,1.23300128,0.67862902,0.10481996,0.08405852,2.26710818
-4.87743872,3.52072326,0.05959452,0.04411450,0.34425822,1.22002251,0.65864875,0.10018966,0.08160278,2.21454679
-4.87143572,3.44152936,0.05901941,0.04260615,0.32666831,1.20508625,0.64028003,0.09607784,0.07909165,2.16487566
-4.86543272,3.36612098,0.05821619,0.04113493,0.31174385,1.18836901,0.62375059,0.09257384,0.07651433,2.11853410
-4.85942971,3.29546476,0.05718507,0.03972564,0.29928965,1.17015401,0.60933648,0.08977111,0.07386428,2.07614803
-4.85342671,3.23080466,0.05593102,0.03840341,0.28915244,1.15083059,0.59735948,0.08776569,0.07113953,2.03852756
-4.84742371,3.17364235,0.05446381,0.03719289,0.28122302,1.13088889,0.58818182,0.08665439,0.06834283,2.00665486
-4.84142071,3.12570268,0.05279791,0.03611740,0.27543587,1.11090974,0.58219791,0.08653268,0.06548169,1.98166198
-4.83541771,3.08888454,0.05095223,0.03519820,0.27176621,1.09154972,0.57982328,0.08749225,0.06256799,1.96479844
-4.82941471,3.06519769,0.04894957,0.03445373,0.27022475,1.07352162,0.58148078,0.08961833,0.05961764,1.95738932
-4.82341171,3.05668707,0.04681603,0.03389893,0.27085032,1.05757083,0.58758430,0.09298668,0.05664984,1.96078449
-4.81740870,3.06534663,0.04458023,0.03354468,0.27370070,1.04444832,0.59852052,0.09766045,0.05368635,1.97630050
-4.81140570,3.09302541,0.04227240,0.03339725,0.27884214,1.03488112,0.61462916,0.10368683,0.05075056,2.00515701
-4.80540270,3.14132942,0.03992350,0.03345794,0.28633788,1.02954144,0.63618245,0.11109368,0.04786659,2.04840996
-4.79939970,3.21152315,0.03756423,0.03372282,0.29623637,1.02901572,0.66336469,0.11988625,0.04505823,2.10688416
-4.79339670,3.30443507,0.03522411,0.03418258,0.30855958,1.03377482,0.69625271,0.13004411,0.04234809,2.18110839
-4.78739370,3.42037175,0.03293064,0.03482261,0.32329197,1.04414698,0.73479834,0.14151847,0.03975663,2.27125603
-4.78139070,3.55904516,0.03070851,0.03562314,0.34037084,1.06029465,0.77881381,0.15423011,0.03730148,2.37709442
-4.77538769,3.71951753,0.02857902,0.03655961,0.35967832,1.08219660,0.82796113,0.16806800,0.03499680,2.49794616
-4.76938469,3.90016778,0.02655960,0.03760318,0.38103578,1.10963646,0.88174624,0.18288895,0.03285282,2.63266491
-4.76338169,4.09868268,0.02466352,0.03872141,0.40420073,1.14219841,0.93951879,0.19851821,0.03087563,2.77962823
-4.75737869,4.31207522,0.02289978,0.03987905,0.42886682,1.17927065,1.00047809,0.21475137,0.02906706,2.93674912
-4.75137569,4.53673125,0.02127317,0.04103894,0.45466689,1.22005703,1.06368550,0.23135749,0.02742484,3.10150708
-4.74537269,4.76848454,0.01978449,0.04216307,0.48117926,1.26359649,1.12808326,0.24808348,0.02594288,3.27099909
-4.73936968,5.00271873,0.01843088,0.04321360,0.50793707,1.30879003,1.19251958,0.26465981,0.02461173,3.44200924
-4.73336668,5.23449341,0.01720632,0.04415396,0.53444049,1.35443422,1.25577922,0.28080719,0.02341909,3.61109558
-4.72736368,5.45869024,0.01610220,0.04494992,0.56017136,1.39926012,1.31661872,0.29624432,0.02235053,3.77469113
-4.72136068,5.67017387,0.01510786,0.04557063,0.58460974,1.44197603,1.37380497,0.31069621,0.02139016,3.92921556
-4.71535768,5.86396119,0.01421128,0.04598946,0.60725177,1.48131238,1.42615571,0.32390288,0.02052132,4.07119310
-4.70935468,6.03539211,0.01339970,0.04618486,0.62762804,1.51606685,1.47258021,0.33562813,0.01972735,4.19737200
-4.70335168,6.18029442,0.01266018,0.04614093,0.64532177,1.54514780,1.51211841,0.34566785,0.01899220,4.30484007
-4.69734867,6.29513537,0.01198013,0.04584785,0.65998586,1.56761395,1.54397679,0.35385764,0.01830103,4.39113150
-4.69134567,6.37715313,0.01134780,0.04530213,0.67135830,1.58270877,1.56755915,0.36007927,0.01764068,4.45431973
-4.68534267,6.42446188,0.01075261,0.04450664,0.67927486,1.58988775,1.58249095,0.36426573,0.01700005,4.49309215
-4.67933967,6.43612560,0.01018546,0.04347041,0.68367886,1.58883754,1.58863591,0.36640453,0.01637035,4.50680301
-4.67333667,6.41219699,0.00963887,0.04220828,0.68462715,1.57948599,1.58610390,0.36653904,0.01574527,4.49550177
-4.66733367,6.35371947,0.00910711,0.04074034,0.68229240,1.56200274,1.57524974,0.36476785,0.01512093,4.45993567
-4.66133067,6.26269229,0.00858616,0.03909127,0.67696113,1.53679034,1.55666281,0.36124203,0.01449584,4.40152600
-4.65532766,6.14200010,0.00807368,0.03728954,0.66902793,1.50446656,1.53114775,0.35616047,0.01387069,4.32231931
-4.64932466,5.99531045,0.00756883,0.03536655,0.65898577,1.46583859,1.49969715,0.34976335,0.01324808,4.22491568
-4.64332166,5.82694390,0.00707212,0.03335571,0.64741300,1.42187063,1.46345731,0.34232418,0.01263219,4.11237731
