energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,3.14388502,0.20004776,0.00000000,0.07048175,1.52142240,1.07855274,0.99197298
-5.99399700,3.12967378,0.20220863,0.00000000,0.06969085,1.51492585,1.07520807,0.98795605
-5.98799400,3.10678214,0.20436259,0.00000000,0.06876393,1.50373139,1.06826249,0.98171366
-5.98199100,3.07598253,0.20658501,0.00000000,0.06773206,1.48814799,1.05797490,0.97353078
-5.97598799,3.03823662,0.20897092,0.00000000,0.06662896,1.46857475,1.04469403,0.96374672
-5.96998499,2.99467848,0.21163109,0.00000000,0.06549030,1.44549589,1.02884923,0.95274895
-5.96398199,2.94659327,0.21468754,0.00000000,0.06435299,1.41947354,1.01093880,0.94096564
-5.95797899,2.89539124,0.21826862,0.00000000,0.06325438,1.39113825,0.99151600,0.92885684
-5.95197599,2.84257712,0.22250361,0.00000000,0.06223147,1.36117700,0.97117318,0.91690439
-5.94597299,2.78971551,0.22751712,0.00000000,0.06132004,1.33031906,0.95052418,0.90560071
-5.93996998,2.73839298,0.23342336,0.00000000,0.06055381,1.29931989,0.93018571,0.89543659
-5.93396698,2.69017811,0.24032050,0.00000000,0.05996354,1.26894364,0.91075833,0.88688867
-5.92796398,2.64658100,0.24828538,0.00000000,0.05957626,1.23994492,0.89280763,0.88040678
-5.92196098,2.60901384,0.25736881,0.00000000,0.05941452,1.21305048,0.87684650,0.87640193
-5.91595798,2.57875457,0.26759158,0.00000000,0.05949581,1.18894179,0.86331926,0.87523541
-5.90995498,2.55691520,0.27894170,0.00000000,0.05983205,1.16823921,0.85258824,0.87720968
-5.90395198,2.54441650,0.29137267,0.00000000,0.06042932,1.15148866,0.84492363,0.88256150
-5.89794897,2.54197046,0.30480335,0.00000000,0.06128783,1.13915126,0.84049695,0.89145775
-5.89194597,2.55007119,0.31911914,0.00000000,0.06240202,1.13159653,0.83937861,0.90399413
-5.88594297,2.56899491,0.33417483,0.00000000,0.06376092,1.12909941,0.84153947,0.92019698
-5.87993997,2.59880847,0.34979877,0.00000000,0.06534876,1.13184086,0.84685654,0.94002783
-5.87393697,2.63938589,0.36579832,0.00000000,0.06714571,1.13991212,0.85512227,0.96339050
-5.86793397,2.69043131,0.38196645,0.00000000,0.06912876,1.15332166,0.86605701,0.99014026
-5.86193097,2.75150655,0.39808900,0.00000000,0.07127269,1.17200449,0.87932395,1.02009409
-5.85592796,2.82206111,0.41395236,0.00000000,0.07355111,1.19583266,0.89454555,1.05304149
-5.84992496,2.90146221,0.42935114,0.00000000,0.07593741,1.22462598,0.91132062,1.08875481
-5.84392196,2.98902241,0.44409552,0.00000000,0.07840563,1.25816213,0.92924098,1.12699830
-5.83791896,3.08402272,0.45801776,0.00000000,0.08093117,1.29618510,0.94790693,1.16753509
-5.83191596,3.18572941,0.47097769,0.00000000,0.08349130,1.33841120,0.96694052,1.21013154
-5.82591296,3.29340330,0.48286679,0.00000000,0.08606544,1.38453229,0.98599599,1.25455854
-5.81990995,3.40630095,0.49361081,0.00000000,0.08863517,1.43421585,1.00476704,1.30058974
-5.81390695,3.52366819,0.50317077,0.00000000,0.09118398,1.48710206,1.02299057,1.34799676
-5.80790395,3.64472674,0.51154240,0.00000000,0.09369686,1.54279839,1.04044694,1.39654203
-5.80190095,3.76865586,0.51875416,0.00000000,0.09615963,1.60087234,1.05695712,1.44596989
-5.79589795,3.89457134,0.52486409,0.00000000,0.09855823,1.66084339,1.07237708,1.49599693
-5.78989495,4.02150442,0.52995566,0.00000000,0.10087793,1.72217538,1.08659032,1.54630270
-5.78389195,4.14838376,0.53413308,0.00000000,0.10310256,1.78427045,1.09949915,1.59652200
-5.77788894,4.27402326,0.53751640,0.00000000,0.10521393,1.84646589,1.11101575,1.64623973
-5.77188594,4.39711822,0.54023660,0.00000000,0.10719135,1.90803493,1.12105386,1.69498944
-5.76588294,4.51625198,0.54243120,0.00000000,0.10901145,1.96819234,1.12952192,1.74225614
-5.75987994,4.62991414,0.54424028,0.00000000,0.11064832,2.02610528,1.13631828,1.78748402
-5.75387694,4.73653076,0.54580343,0.00000000,0.11207388,2.08090957,1.14132904,1.83008881
-5.74787394,4.83450578,0.54725730,0.00000000,0.11325866,2.13173105,1.14442873,1.86947482
-5.74187094,4.92227203,0.54873401,0.00000000,0.11417276,2.17771113,1.14548384,1.90505556
