energy_ev,total_up,Ag_p_up,Ag_d_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up
-6.00000000,5.88349826,0.36812906,5.41650636,0.10297253,0.00000000,0.28031459,0.00000000
-5.99399700,5.89432353,0.37533039,5.41766501,0.10213680,0.00000000,0.28943791,0.00000000
-5.98799400,5.89213056,0.38191847,5.40657627,0.10109431,0.00000000,0.29812528,0.00000000
-5.98199100,5.87663693,0.38783911,5.38304593,0.09984919,0.00000000,0.30628379,0.00000000
-5.97598799,5.84768386,0.39303804,5.34700077,0.09840742,0.00000000,0.31382225,0.00000000
-5.96998499,5.80525332,0.39746219,5.29850378,0.09677702,0.00000000,0.32065298,0.00000000
-5.96398199,5.74948183,0.40106109,5.23776589,0.09496832,0.00000000,0.32669360,0.00000000
-5.95797899,5.68067009,0.40378870,5.16515346,0.09299402,0.00000000,0.33186886,0.00000000
-5.95197599,5.59928795,0.40560527,5.08119108,0.09086928,0.00000000,0.33611249,0.00000000
-5.94597299,5.50597448,0.40647957,4.98655951,0.08861170,0.00000000,0.33936900,0.00000000
-5.93996998,5.40153324,0.40639105,4.88208893,0.08624126,0.00000000,0.34159529,0.00000000
-5.93396698,5.28692287,0.40533210,4.76874765,0.08378021,0.00000000,0.34276221,0.00000000
-5.92796398,5.16324364,0.40331029,4.64762706,0.08125288,0.00000000,0.34285579,0.00000000
-5.92196098,5.03172040,0.40035026,4.51992332,0.07868554,0.00000000,0.34187817,0.00000000
-5.91595798,4.89368274,0.39649545,4.38691662,0.07610607,0.00000000,0.33984828,0.00000000
-5.90995498,4.75054304,0.39180930,4.24994892,0.07354380,0.00000000,0.33680199,0.00000000
-5.90395198,4.60377310,0.38637590,4.11040075,0.07102912,0.00000000,0.33279198,0.00000000
-5.89794897,4.45488021,0.38030003,3.96966804,0.06859321,0.00000000,0.32788698,0.00000000
-5.89194597,4.30538294,0.37370637,3.82913945,0.06626764,0.00000000,0.32217071,0.00000000
-5.88594297,4.15678759,0.36673799,3.69017481,0.06408399,0.00000000,0.31574028,0.00000000
-5.87993997,4.01056536,0.35955394,3.55408505,0.06207336,0.00000000,0.30870416,0.00000000
-5.87393697,3.86813085,0.35232604,3.42211408,0.06026593,0.00000000,0.30117985,0.00000000
-5.86793397,3.73082214,0.34523492,3.29542253,0.05869041,0.00000000,0.29329119,0.00000000
-5.86193097,3.59988258,0.33846536,3.17507388,0.05737340,0.00000000,0.28516548,0.00000000
-5.85592796,3.47644463,0.33220111,3.06202274,0.05633883,0.00000000,0.27693043,0.00000000
-5.84992496,3.36151587,0.32661935,2.95710549,0.05560731,0.00000000,0.26871116,0.00000000
-5.84392196,3.25596736,0.32188486,2.86103318,0.05519543,0.00000000,0.26062725,0.00000000
-5.83791896,3.16052445,0.31814441,2.77438676,0.05511513,0.00000000,0.25278993,0.00000000
-5.83191596,3.07576023,0.31552123,2.69761457,0.05537311,0.00000000,0.24529968,0.00000000
-5.82591296,3.00209170,0.31411007,2.63103193,0.05597024,0.00000000,0.23824403,0.00000000
-5.81990995,2.93977864,0.31397294,2.57482293,0.05690112,0.00000000,0.23169599,0.00000000
-5.81390695,2.88892528,0.31513575,2.52904413,0.05815371,0.00000000,0.22571279,0.00000000
-5.80790395,2.84948468,0.31758608,2.49363010,0.05970918,0.00000000,0.22033530,0.00000000
-5.80190095,2.82126556,0.32127209,2.46840057,0.06154181,0.00000000,0.21558784,0.00000000
-5.79589795,2.80394150,0.32610287,2.45306893,0.06361922,0.00000000,0.21147866,0.00000000
-5.78989495,2.79706216,0.33195002,2.44725178,0.06590273,0.00000000,0.20800078,0.00000000
-5.78389195,2.80006602,0.33865067,2.45047922,0.06834792,0.00000000,0.20513335,0.00000000
-5.77788894,2.81229435,0.34601179,2.46220545,0.07090548,0.00000000,0.20284338,0.00000000
-5.77188594,2.83300585,0.35381563,2.48181945,0.07352216,0.00000000,0.20108773,0.00000000
-5.76588294,2.86139153,0.36182617,2.50865514,0.07614199,0.00000000,0.19981541,0.00000000
-5.75987994,2.89658926,0.36979644,2.54200111,0.07870755,0.00000000,0.19896992,0.00000000
-5.75387694,2.93769765,0.37747625,2.58110917,0.08116148,0.00000000,0.19849170,0.00000000
-5.74787394,2.98378899,0.38462026,2.62520208,0.08344791,0.00000000,0.19832057,0.00000000
-5.74187094,3.03392083,0.39099601,2.67347997,0.08551398,0.00000000,0.19839795,0.00000000
-5.73586793,3.08714617,0.39639155,2.72512578,0.08731131,0.00000000,0.19866904,0.00000000
-5.72986493,3.14252233,0.40062247,2.77930969,0.08879736,0.00000000,0.19908464,0.00000000
-5.72386193,3.19911842,0.40353799,2.83519299,0.08993667,0.00000000,0.19960277,0.00000000
-5.71785893,3.25602181,0.40502599,2.89193148,0.09070184,0.00000000,0.20018989,0.00000000
-5.71185593,3.31234381,0.40501653,2.94867898,0.09107436,0.00000000,0.20082189,0.00000000
-5.70585293,3.36722495,0.40348410,3.00459135,0.09104512,0.00000000,0.20148461,0.00000000
-5.69984992,3.41984019,0.40044819,3.05883125,0.09061471,0.00000000,0.20217414,0.00000000
-5.69384692,3.46940454,0.39597239,3.11057419,0.08979336,0.00000000,0.20289671,0.00000000
-5.68784392,3.51517933,0.39016196,3.15901608,0.08860067,0.00000000,0.20366834,0.00000000
-5.68184092,3.55647924,0.38316011,3.20338227,0.08706509,0.00000000,0.20451422,0.00000000
-5.67583792,3.59268050,0.37514298,3.24293831,0.08522311,0.00000000,0.20546786,0.00000000
-5.66983492,3.62322981,0.36631380,3.27700208,0.08311835,0.00000000,0.20657008,0.00000000
-5.66383192,3.64765418,0.35689626,3.30495708,0.08080042,0.00000000,0.20786782,0.00000000
-5.65782891,3.66557103,0.34712745,3.32626636,0.07832373,0.00000000,0.20941292,0.00000000
-5.65182591,3.67669820,0.33725066,3.34048644,0.07574625,0.00000000,0.21126073,0.00000000
-5.64582291,3.68086337,0.32750834,3.34728059,0.07312817,0.00000000,0.21346873,0.00000000
-5.63981991,3.67801191,0.31813537,3.34643064,0.07053067,0.00000000,0.21609512,0.00000000
-5.63381691,3.66821282,0.30935293,3.33784658,0.06801470,0.00000000,0.21919730,0.00000000
-5.62781391,3.65166175,0.30136316,3.32157315,0.06563979,0.00000000,0.22283046,0.00000000
-5.62181091,3.62868074,0.29434461,3.29779291,0.06346300,0.00000000,0.22704599,0.00000000
-5.61580790,3.59971401,0.28844879,3.26682507,0.06153793,0.00000000,0.23188995,0.00000000
-5.60980490,3.56531957,0.28379752,3.22912010,0.05991383,0.00000000,0.23740150,0.00000000
-5.60380190,3.52615662,0.28048140,3.18524964,0.05863474,0.00000000,0.24361124,0.00000000
-5.59779890,3.48296866,0.27855909,3.13589223,0.05773880,0.00000000,0.25053960,0.00000000
-5.59179590,3.43656303,0.27805742,3.08181497,0.05725755,0.00000000,0.25819517,0.00000000
-5.58579290,3.38778712,0.27897218,3.02385194,0.05721533,0.00000000,0.26657315,0.00000000
-5.57978989,3.33750252,0.28126946,2.96288003,0.05762872,0.00000000,0.27565377,0.00000000
-5.57378689,3.28655778,0.28488751,2.89979334,0.05850605,0.00000000,0.28540102,0.00000000
-5.56778389,3.23576123,0.28973877,2.83547713,0.05984699,0.00000000,0.29576149,0.00000000
-5.56178089,3.18585496,0.29571226,2.77078257,0.06164220,0.00000000,0.30666361,0.00000000
-5.55577789,3.13749126,0.30267597,2.70650332,0.06387312,0.00000000,0.31801726,0.00000000
-5.54977489,3.09121261,0.31047942,2.64335517,0.06651188,0.00000000,0.32971390,0.00000000
-5.54377189,3.04743640,0.31895614,2.58195943,0.06952133,0.00000000,0.34162724,0.00000000
-5.53776888,3.00644495,0.32792633,2.52283098,0.07285534,0.00000000,0.35361459,0.00000000
-5.53176588,2.96838153,0.33719940,2.46637131,0.07645925,0.00000000,0.36551881,0.00000000
-5.52576288,2.93325256,0.34657672,2.41286679,0.08027055,0.00000000,0.37717093,0.00000000
-5.51975988,2.90093582,0.35585436,2.36249206,0.08421988,0.00000000,0.38839348,0.00000000
-5.51375688,2.87119423,0.36482609,2.31531807,0.08823221,0.00000000,0.39900424,0.00000000
-5.50775388,2.84369449,0.37328649,2.27132426,0.09222828,0.00000000,0.40882057,0.00000000
-5.50175088,2.81802953,0.38103430,2.23041385,0.09612630,0.00000000,0.41766406,0.00000000
-5.49574787,2.79374348,0.38787590,2.19243132,0.09984378,0.00000000,0.42536526,0.00000000
-5.48974487,2.77035784,0.39362905,2.15718089,0.10329953,0.00000000,0.43176852,0.00000000
-5.48374187,2.74739743,0.39812663,2.12444486,0.10641572,0.00000000,0.43673657,0.00000000
-5.47773887,2.72441470,0.40122047,2.09400066,0.10911995,0.00000000,0.44015473,0.00000000
-5.47173587,2.70101119,0.40278505,2.06563575,0.11134727,0.00000000,0.44193455,0.00000000
-5.46573287,2.67685498,0.40272098,2.03915937,0.11304203,0.00000000,0.44201679,0.00000000
-5.45972986,2.65169351,0.40095812,2.01441081,0.11415954,0.00000000,0.44037352,0.00000000
-5.45372686,2.62536104,0.39745818,1.99126371,0.11466741,0.00000000,0.43700927,0.00000000
-5.44772386,2.59778091,0.39221665,1.96962653,0.11454663,0.00000000,0.43196124,0.00000000
-5.44172086,2.56896247,0.38526403,1.94943935,0.11379215,0.00000000,0.42529853,0.00000000
-5.43571786,2.53899352,0.37666610,1.93066764,0.11241315,0.00000000,0.41712037,0.00000000
-5.42971486,2.50802875,0.36652336,1.91329361,0.11043286,0.00000000,0.40755352,0.00000000
-5.42371186,2.47627544,0.35496945,1.89730618,0.10788789,0.00000000,0.39674887,0.00000000
-5.41770885,2.44397738,0.34216871,1.88269042,0.10482732,0.00000000,0.38487740,0.00000000
-5.41170585,2.41139836,0.32831286,1.86941756,0.10131126,0.00000000,0.37212577,0.00000000
-5.40570285,2.37880631,0.31361686,1.85743649,0.09740926,0.00000000,0.35869148,0.00000000
-5.39969985,2.34645927,0.29831424,1.84666747,0.09319839,0.00000000,0.34477797,0.00000000
-5.39369685,2.31459395,0.28265192,1.83699881,0.08876118,0.00000000,0.33058983,0.00000000
-5.38769385,2.28341767,0.26688470,1.82828680,0.08418353,0.00000000,0.31632811,0.00000000
-5.38169085,2.25310403,0.25126972,1.82035908,0.07955247,0.00000000,0.30218609,0.00000000
-5.37568784,2.22379233,0.23606088,1.81302129,0.07495412,0.00000000,0.28834546,0.00000000
-5.36968484,2.19559059,0.22150360,1.80606656,0.07047168,0.00000000,0.27497310,0.00000000
-5.36368184,2.16858168,0.20782990,1.79928726,0.06618356,0.00000000,0.26221850,0.00000000
-5.35767884,2.14283185,0.19525396,1.79248819,0.06216182,0.00000000,0.25021182,0.00000000
-5.35167584,2.11840076,0.18396830,1.78550016,0.05847079,0.00000000,0.23906264,0.00000000
-5.34567284,2.09535198,0.17414060,1.77819318,0.05516590,0.00000000,0.22885938,0.00000000
-5.33966983,2.07376303,0.16591117,1.77048793,0.05229291,0.00000000,0.21966929,0.00000000
-5.33366683,2.05373391,0.15939112,1.76236495,0.04988728,0.00000000,0.21153900,0.00000000
-5.32766383,2.03539325,0.15466118,1.75387050,0.04797384,0.00000000,0.20449554,0.00000000
-5.32166083,2.01890140,0.15177112,1.74511870,0.04656678,0.00000000,0.19854765,0.00000000
-5.31565783,2.00445004,0.15073978,1.73628944,0.04566971,0.00000000,0.19368743,0.00000000
-5.30965483,1.99225801,0.15155562,1.72762224,0.04527606,0.00000000,0.18989209,0.00000000
-5.30365183,1.98256348,0.15417769,1.71940593,0.04536959,0.00000000,0.18712577,0.00000000
-5.29764882,1.97561281,0.15853709,1.71196494,0.04592511,0.00000000,0.18534136,0.00000000
-5.29164582,1.97164662,0.16453880,1.70564261,0.04690922,0.00000000,0.18448212,0.00000000
-5.28564282,1.97088386,0.17206381,1.70078253,0.04828134,0.00000000,0.18448329,0.00000000
-5.27963982,1.97350493,0.18097160,1.69770897,0.04999471,0.00000000,0.18527339,0.00000000
-5.27363682,1.97963475,0.19110296,1.69670723,0.05199750,0.00000000,0.18677537,0.00000000
-5.26763382,1.98932690,0.20228298,1.69800533,0.05423402,0.00000000,0.18890759,0.00000000
-5.26163082,2.00255003,0.21432440,1.70175778,0.05664596,0.00000000,0.19158455,0.00000000
-5.25562781,2.01917717,0.22703108,1.70803252,0.05917363,0.00000000,0.19471764,0.00000000
-5.24962481,2.03897908,0.24020176,1.71680165,0.06175725,0.00000000,0.19821570,0.00000000
-5.24362181,2.06162190,0.25363388,1.72793660,0.06433823,0.00000000,0.20198568,0.00000000
-5.23761881,2.08666969,0.26712748,1.74120789,0.06686037,0.00000000,0.20593330,0.00000000
-5.23161581,2.11359174,0.28048922,1.75628966,0.06927103,0.00000000,0.20996385,0.00000000
-5.22561281,2.14177459,0.29353619,1.77276863,0.07152223,0.00000000,0.21398318,0.00000000
-5.21960980,2.17053823,0.30609965,1.79015719,0.07357162,0.00000000,0.21789881,0.00000000
-5.21360680,2.19915578,0.31802850,1.80790977,0.07538329,0.00000000,0.22162131,0.00000000
-5.20760380,2.22687584,0.32919235,1.82544190,0.07692846,0.00000000,0.22506581,0.00000000
-5.20160080,2.25294639,0.33948418,1.84215076,0.07818598,0.00000000,0.22815362,0.00000000
-5.19559780,2.27663917,0.34882239,1.85743650,0.07914261,0.00000000,0.23081401,0.00000000
-5.18959480,2.29727339,0.35715224,1.87072300,0.07979315,0.00000000,0.23298588,0.00000000
-5.18359180,2.31423763,0.36444658,1.88147742,0.08014026,0.00000000,0.23461942,0.00000000
-5.17758879,2.32700890,0.37070580,1.88922734,0.08019420,0.00000000,0.23567762,0.00000000
