energy_ev,total_up,Ag_p_up,Ag_d_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.55577789,2.24827516,0.34509059,1.48527884,0.20938154,0.18452370,0.01302708,0.04401195,0.07722601,0.24941670
-5.54977489,2.21546392,0.33954113,1.45961176,0.21304836,0.18301840,0.01281186,0.04450476,0.07495655,0.24551931
-5.54377189,2.18312468,0.33564445,1.43449443,0.21785803,0.18135011,0.01256923,0.04520018,0.07243181,0.24157621
-5.53776888,2.15158127,0.33341482,1.41013993,0.22374219,0.17956331,0.01230631,0.04609402,0.06968948,0.23760965
-5.53176588,2.12118833,0.33285512,1.38678869,0.23061417,0.17770264,0.01203022,0.04717978,0.06677052,0.23364962
-5.52576288,2.09231003,0.33395441,1.36469439,0.23836886,0.17581061,0.01174774,0.04844839,0.06371800,0.22973178
-5.51975988,2.06529805,0.33668534,1.34410904,0.24688287,0.17392539,0.01146508,0.04988788,0.06057598,0.22589518
-5.51375688,2.04046983,0.34100178,1.32526801,0.25601512,0.17207891,0.01118759,0.05148315,0.05738830,0.22217990
-5.50775388,2.01808841,0.34683664,1.30837569,0.26560797,0.17029525,0.01091966,0.05321572,0.05419755,0.21862474
-5.50175088,1.99834451,0.35410020,1.29359246,0.27548894,0.16858943,0.01066453,0.05506369,0.05104405,0.21526492
-5.49574787,1.98134208,0.36267896,1.28102357,0.28547304,0.16696677,0.01042429,0.05700174,0.04796498,0.21213013
-5.48974487,1.96708756,0.37243520,1.27071027,0.29536579,0.16542263,0.01019981,0.05900134,0.04499360,0.20924276
-5.48374187,1.95548352,0.38320726,1.26262368,0.30496675,0.16394274,0.00999085,0.06103105,0.04215876,0.20661647
-5.47773887,1.94632668,0.39481062,1.25666145,0.31407372,0.16250393,0.00979614,0.06305701,0.03948436,0.20425522
-5.47173587,1.93931045,0.40703970,1.25264727,0.32248716,0.16107537,0.00961353,0.06504354,0.03698917,0.20215266
-5.46573287,1.93403154,0.41967042,1.25033335,0.33001504,0.15962009,0.00944015,0.06695386,0.03468666,0.20029187
-5.45972986,1.93000044,0.43246348,1.24940540,0.33647761,0.15809673,0.00927263,0.06875093,0.03258505,0.19864566
-5.45372686,1.92665515,0.44516812,1.24949017,0.34171213,0.15646159,0.00910730,0.07039828,0.03068746,0.19717708
-5.44772386,1.92337750,0.45752645,1.25016507,0.34557720,0.15467059,0.00894039,0.07186089,0.02899223,0.19584043
-5.44172086,1.91951150,0.46927817,1.25096947,0.34795663,0.15268128,0.00876827,0.07310612,0.02749328,0.19458250
-5.43571786,1.91438292,0.48016547,1.25141748,0.34876254,0.15045470,0.00858757,0.07410442,0.02618057,0.19334413
-5.42971486,1.90731958,0.48993820,1.25101160,0.34793769,0.14795705,0.00839538,0.07483016,0.02504071,0.19206193
-5.42371186,1.89767148,0.49835897,1.24925703,0.34545683,0.14516108,0.00818936,0.07526217,0.02405756,0.19067024
-5.41770885,1.88483049,0.50520823,1.24567608,0.34132708,0.14204715,0.00796784,0.07538430,0.02321283,0.18910316
-5.41170585,1.86824882,0.51028916,1.23982243,0.33558737,0.13860401,0.00772987,0.07518573,0.02248683,0.18729660
-5.40570285,1.84745602,0.51343219,1.23129484,0.32830687,0.13482922,0.00747526,0.07466118,0.02185915,0.18519035
-5.39969985,1.82207400,0.51449923,1.21974997,0.31958263,0.13072916,0.00720454,0.07381100,0.02130928,0.18273008
-5.39369685,1.79182990,0.51338721,1.20491396,0.30953650,0.12631892,0.00691899,0.07264110,0.02081734,0.17986916
-5.38769385,1.75656640,0.51003115,1.18659255,0.29831147,0.12162171,0.00662052,0.07116269,0.02036467,0.17657033
-5.38169085,1.71624945,0.50440640,1.16467940,0.28606767,0.11666822,0.00631163,0.06939205,0.01993438,0.17280711
-5.37568784,1.67097312,0.49653012,1.13916247,0.27297812,0.11149576,0.00599535,0.06735007,0.01951186,0.16856488
-5.36968484,1.62096163,0.48646182,1.11012815,0.25922447,0.10614723,0.00567512,0.06506179,0.01908519,0.16384169
-5.36368184,1.56656839,0.47430302,1.07776313,0.24499291,0.10067010,0.00535470,0.06255584,0.01864544,0.15864864
-5.35767884,1.50827227,0.46019585,1.04235382,0.23047028,0.09511532,0.00503812,0.05986386,0.01818694,0.15300990
-5.35167584,1.44667090,0.44432077,1.00428339,0.21584061,0.08953629,0.00472956,0.05701989,0.01770736,0.14696234
-5.34567284,1.38247142,0.42689326,0.96402638,0.20128217,0.08398779,0.00443330,0.05405976,0.01720774,0.14055480
-5.33966983,1.31647873,0.40815970,0.92214107,0.18696486,0.07852509,0.00415367,0.05102043,0.01669242,0.13384697
-5.33366683,1.24958156,0.38839240,0.87925975,0.17304835,0.07320305,0.00389497,0.04793940,0.01616884,0.12690796
-5.32766383,1.18273657,0.36788407,0.83607716,0.15968053,0.06807531,0.00366145,0.04485413,0.01564728,0.11981462
-5.32166083,1.11695105,0.34694174,0.79333731,0.14699652,0.06319366,0.00345722,0.04180148,0.01514051,0.11264961
-5.31565783,1.05326438,0.32588039,0.75181916,0.13511810,0.05860736,0.00328630,0.03881717,0.01466337,0.10549937
-5.30965483,0.99272882,0.30501648,0.71232128,0.12415344,0.05436264,0.00315249,0.03593536,0.01423230,0.09845200
-5.30365183,0.93638992,0.28466152,0.67564617,0.11419712,0.05050222,0.00305940,0.03318820,0.01386484,0.09159515
-5.29764882,0.88526710,0.26511595,0.64258421,0.10533029,0.04706487,0.00301038,0.03060550,0.01357907,0.08501397
-5.29164582,0.84033459,0.24666334,0.61389794,0.09762101,0.04408505,0.00300846,0.02821442,0.01339308,0.07878919
-5.28564282,0.80250326,0.22956527,0.59030680,0.09112459,0.04159255,0.00305634,0.02603929,0.01332441,0.07299540
-5.27963982,0.77260351,0.21405681,0.57247255,0.08588392,0.03961223,0.00315629,0.02410138,0.01338954,0.06769959
-5.27363682,0.75136957,0.20034278,0.56098584,0.08192979,0.03816366,0.00331011,0.02241886,0.01360333,0.06295989
-5.26763382,0.73942539,0.18859483,0.55635394,0.07928108,0.03726094,0.00351902,0.02100678,0.01397862,0.05882464
-5.26163082,0.73727242,0.17894928,0.55898994,0.07794497,0.03691245,0.00378366,0.01987704,0.01452573,0.05533176
-5.25562781,0.74527926,0.17150585,0.56920356,0.07791700,0.03712066,0.00410395,0.01903849,0.01525215,0.05250837
-5.24962481,0.76367360,0.16632711,0.58719364,0.07918112,0.03788204,0.00447905,0.01849710,0.01616221,0.05037071
-5.24362181,0.79253635,0.16343865,0.61304267,0.08170977,0.03918696,0.00490734,0.01825605,0.01725685,0.04892432
-5.23761881,0.83179822,0.16282989,0.64671314,0.08546391,0.04101971,0.00538634,0.01831595,0.01853344,0.04816440
-5.23161581,0.88123882,0.16445553,0.68804621,0.09039322,0.04335860,0.00591269,0.01867504,0.01998576,0.04807647
-5.22561281,0.94048839,0.16823740,0.73676242,0.09643635,0.04617613,0.00648220,0.01932940,0.02160395,0.04863704
-5.21960980,1.00903213,0.17406684,0.79246479,0.10352135,0.04943932,0.00708984,0.02027317,0.02337463,0.04981458
-5.21360680,1.08621724,0.18180734,0.85464416,0.11156632,0.05311004,0.00772981,0.02149871,0.02528111,0.05157045
-5.20760380,1.17126261,0.19129759,0.92268680,0.12048019,0.05714556,0.00839562,0.02299679,0.02730362,0.05385997
-5.20160080,1.26327095,0.20235464,0.99588425,0.13016376,0.06149912,0.00908021,0.02475677,0.02941969,0.05663351
-5.19559780,1.36124322,0.21477734,1.07344513,0.14051096,0.06612060,0.00977608,0.02676662,0.03160456,0.05983760
-5.18959480,1.46409518,0.22834986,1.15450879,0.15141024,0.07095725,0.01047544,0.02901305,0.03383164,0.06341600
-5.18359180,1.57067552,0.24284529,1.23816046,0.16274610,0.07595450,0.01117037,0.03148151,0.03607310,0.06731075
-5.17758879,1.67978530,0.25802934,1.32344759,0.17440073,0.08105675,0.01185300,0.03415616,0.03830038,0.07146318
-5.17158579,1.79019819,0.27366397,1.40939687,0.18625571,0.08620816,0.01251567,0.03701980,0.04048479,0.07581483
-5.16558279,1.90068102,0.28951100,1.49503161,0.19819364,0.09135345,0.01315109,0.04005381,0.04259812,0.08030826
-5.15957979,2.01001407,0.30533568,1.57938897,0.21009978,0.09643861,0.01375251,0.04323803,0.04461318,0.08488790
-5.15357679,2.11701083,0.32091014,1.66153657,0.22186354,0.10141162,0.01431382,0.04655063,0.04650439,0.08950063
-5.14757379,2.22053654,0.33601672,1.74058814,0.23337987,0.10622300,0.01482966,0.04996810,0.04824822,0.09409646
-5.14157079,2.31952537,0.35045112,1.81571779,0.24455054,0.11082640,0.01529554,0.05346515,0.04982369,0.09862901
-5.13556778,2.41299593,0.36402547,1.88617270,0.25528524,0.11517903,0.01570784,0.05701476,0.05121275,0.10305601
-5.12956478,2.50006491,0.37657115,1.95128395,0.26550260,0.11924213,0.01606387,0.06058835,0.05240059,0.10733975
-5.12356178,2.57995874,0.38794150,2.01047544,0.27513109,0.12298129,0.01636187,0.06415595,0.05337588,0.11144744
-5.11755878,2.65202343,0.39801430,2.06327079,0.28410997,0.12636685,0.01660102,0.06768661,0.05413099,0.11535169
-5.11155578,2.71573242,0.40669406,2.10929835,0.29239004,0.12937419,0.01678137,0.07114893,0.05466209,0.11903087
-5.10555278,2.77069272,0.41391403,2.14829434,0.29993458,0.13198410,0.01690386,0.07451163,0.05496917,0.12246958
-5.09954977,2.81664927,0.41963803,2.18010420,0.30672017,0.13418312,0.01697024,0.07774438,0.05505610,0.12565908
-5.09354677,2.85348771,0.42386183,2.20468241,0.31273764,0.13596385,0.01698304,0.08081864,0.05493050,0.12859777
-5.08754377,2.88123545,0.42661418,2.22209074,0.31799281,0.13732534,0.01694555,0.08370860,0.05460365,0.13129155
-5.08154077,2.90006108,0.42795733,2.23249518,0.32250739,0.13827331,0.01686175,0.08639219,0.05409035,0.13375428
-5.07553777,2.91027185,0.42798690,2.23616140,0.32631945,0.13882047,0.01673628,0.08885195,0.05340861,0.13600800
-5.06953477,2.91230919,0.42683109,2.23344902,0.32948383,0.13898659,0.01657440,0.09107598,0.05257948,0.13808308
-5.06353177,2.90674192,0.42464902,2.22480447,0.33207200,0.13879853,0.01638192,0.09305856,0.05162665,0.14001811
-5.05752876,2.89425686,0.42162814,2.21075248,0.33417152,0.13829000,0.01616519,0.09480076,0.05057604,0.14185960
-5.05152576,2.87564671,0.41798069,2.19188613,0.33588479,0.13750116,0.01593094,0.09631060,0.04945543,0.14366127
-5.04552276,2.85179489,0.41393911,2.16885544,0.33732714,0.13647792,0.01568624,0.09760306,0.04829383,0.14548302
-5.03951976,2.82365735,0.40975036,2.14235451,0.33862413,0.13527098,0.01543837,0.09869969,0.04712100,0.14738956
-5.03351676,2.79224140,0.40566941,2.11310724,0.33990806,0.13393454,0.01519464,0.09962786,0.04596672,0.14944859
-5.02751376,2.75858182,0.40195179,2.08185181,0.34131377,0.13252486,0.01496226,0.10041974,0.04486018,0.15172860
-5.02151076,2.72371461,0.39884554,2.04932412,0.34297380,0.13109845,0.01474809,0.10111093,0.04382919,0.15429643
-5.01550775,2.68864919,0.39658280,2.01624057,0.34501306,0.12971021,0.01455849,0.10173886,0.04289944,0.15721453
-5.00950475,2.65433983,0.39537126,1.98328059,0.34754329,0.12841142,0.01439907,0.10234100,0.04209380,0.16053807
-5.00350175,2.62165726,0.39538594,1.95106946,0.35065752,0.12724775,0.01427449,0.10295300,0.04143154,0.16431210
-4.99749875,2.59136176,0.39676158,1.92016207,0.35442485,0.12625736,0.01418825,0.10360681,0.04092771,0.16856879
-4.99149575,2.56407883,0.39958611,1.89102816,0.35888591,0.12546925,0.01414255,0.10432896,0.04059257,0.17332501
-4.98549275,2.54027872,0.40389549,1.86403982,0.36404919,0.12490187,0.01413815,0.10513901,0.04043112,0.17858035
-4.97948974,2.52026097,0.40967039,1.83946175,0.36988873,0.12456217,0.01417430,0.10604837,0.04044280,0.18431572
-4.97348674,2.50414484,0.41683479,1.81744496,0.37634321,0.12444513,0.01424871,0.10705943,0.04062138,0.19049270
-4.96748374,2.49186658,0.42525689,1.79802424,0.38331668,0.12453383,0.01435766,0.10816530,0.04095501,0.19705376
-4.96148074,2.48318386,0.43475236,1.78111973,0.39068115,0.12480006,0.01449605,0.10934992,0.04142648,0.20392332
-4.95547774,2.47768757,0.44508984,1.76654280,0.39828076,0.12520554,0.01465767,0.11058875,0.04201367,0.21100969
-4.94947474,2.47482074,0.45599868,1.75400599,0.40593775,0.12570358,0.01483541,0.11184996,0.04269027,0.21820803
-4.94347174,2.47390403,0.46717858,1.74313691,0.41345966,0.12624129,0.01502156,0.11309604,0.04342656,0.22540391
-4.93746873,2.47416672,0.47831078,1.73349551,0.42064784,0.12676205,0.01520822,0.11428584,0.04419046,0.23247765
-4.93146573,2.47478203,0.48907039,1.72459412,0.42730651,0.12720830,0.01538759,0.11537679,0.04494860,0.23930906
-4.92546273,2.47490515,0.49913922,1.71591940,0.43325218,0.12752437,0.01555241,0.11632735,0.04566753,0.24578249
-4.91945973,2.47371221,0.50821865,1.70695531,0.43832285,0.12765930,0.01569627,0.11709945,0.04631488,0.25179179
-4.91345673,2.47043843,0.51604177,1.69720606,0.44238649,0.12756944,0.01581397,0.11766079,0.04686060,0.25724512
-4.90745373,2.46441357,0.52238439,1.68621802,0.44534827,0.12722072,0.01590175,0.11798693,0.04727798,0.26206911
-4.90145073,2.45509286,0.52707414,1.67359958,0.44715624,0.12659046,0.01595752,0.11806293,0.04754467,0.26621240
-4.89544772,2.44208205,0.52999750,1.65903813,0.44780502,0.12566868,0.01598096,0.11788460,0.04764340,0.26964811
-4.88944472,2.42515519,0.53110404,1.64231324,0.44733716,0.12445866,0.01597357,0.11745911,0.04756260,0.27237521
-4.88344172,2.40426431,0.53040795,1.62330566,0.44584227,0.12297696,0.01593857,0.11680504,0.04729670,0.27441869
-4.87743872,2.37954059,0.52798664,1.60200162,0.44345363,0.12125273,0.01588076,0.11595179,0.04684623,0.27582839
-4.87143572,2.35128699,0.52397650,1.57849233,0.44034260,0.11932637,0.01580630,0.11493841,0.04621763,0.27667661
-4.86543272,2.31996279,0.51856598,1.55296895,0.43671098,0.11724765,0.01572237,0.11381187,0.04542286,0.27705456
-4.85942971,2.28616093,0.51198652,1.52571313,0.43278169,0.11507342,0.01563682,0.11262488,0.04447874,0.27706781
-4.85342671,2.25057947,0.50450159,1.49708398,0.42878833,0.11286492,0.01555774,0.11143336,0.04340618,0.27683097
-4.84742371,2.21398868,0.49639463,1.46750201,0.42496397,0.11068491,0.01549307,0.11029374,0.04222920,0.27646192
-4.84142071,2.17719563,0.48795629,1.43743117,0.42152988,0.10859484,0.01545017,0.10926015,0.04097390,0.27607573
-4.83541771,2.14100821,0.47947185,1.40735975,0.41868485,0.10665201,0.01543542,0.10838175,0.03966738,0.27577885
-4.82941471,2.10620043,0.47120932,1.37778138,0.41659541,0.10490710,0.01545388,0.10770029,0.03833668,0.27566360
-4.82341171,2.07348099,0.46340888,1.34917699,0.41538779,0.10340200,0.01550900,0.10724798,0.03700780,0.27580352
-4.81740870,2.04346652,0.45627409,1.32199863,0.41514183,0.10216814,0.01560247,0.10704598,0.03570480,0.27624961
-4.81140570,2.01666100,0.44996543,1.29665608,0.41588716,0.10122543,0.01573403,0.10710335,0.03444906,0.27702786
-4.80540270,1.99344216,0.44459629,1.27350653,0.41760205,0.10058173,0.01590153,0.10741665,0.03325874,0.27813811
-4.79939970,1.97405540,0.44023159,1.25284793,0.42021472,0.10023297,0.01610093,0.10797024,0.03214838,0.27955427
-4.79339670,1.95861525,0.43688902,1.23491601,0.42360728,0.10016386,0.01632655,0.10873715,0.03112875,0.28122604
-4.78739370,1.94711396,0.43454275,1.21988485,0.42762182,0.10034906,0.01657124,0.10968055,0.03020681,0.28308184
-4.78139070,1.93943636,0.43312925,1.20787064,0.43206855,0.10075490,0.01682673,0.11075569,0.02938593,0.28503302
-4.77538769,1.93537978,0.43255484,1.19893815,0.43673542,0.10134134,0.01708396,0.11191223,0.02866620,0.28697886
-4.76938469,1.93467760,0.43270452,1.19310912,0.44139862,0.10206415,0.01733349,0.11309681,0.02804485,0.28881230
-4.76338169,1.93702468,0.43345145,1.19037183,0.44583362,0.10287725,0.01756589,0.11425570,0.02751677,0.29042599
-4.75737869,1.94210301,0.43466657,1.19069101,0.44982588,0.10373487,0.01777210,0.11533742,0.02707504,0.29171829
-4.75137569,1.94960585,0.43622782,1.19401722,0.45318085,0.10459367,0.01794379,0.11629515,0.02671151,0.29259901
-4.74537269,1.95925895,0.43802840,1.20029508,0.45573278,0.10541448,0.01807369,0.11708880,0.02641727,0.29299446
-4.73936968,1.97083737,0.43998372,1.20946962,0.45735171,0.10616373,0.01815578,0.11768673,0.02618315,0.29285164
-4.73336668,1.98417724,0.44203663,1.22149045,0.45794854,0.10681447,0.01818550,0.11806685,0.02600009,0.29214128
-4.72736368,1.99918177,0.44416079,1.23631340,0.45747783,0.10734693,0.01815984,0.11821726,0.02585937,0.29085967
-4.72136068,2.01582140,0.44636205,1.25389981,0.45593838,0.10774858,0.01807735,0.11813631,0.02575287,0.28902916
-4.71535768,2.03412845,0.44867787,1.27421346,0.45337153,0.10801390,0.01793811,0.11783204,0.02567310,0.28669738
-4.70935468,2.05418692,0.45117488,1.29721573,0.44985746,0.10814362,0.01774358,0.11732127,0.02561323,0.28393514
-4.70335168,2.07611840,0.45394491,1.32285943,0.44550973,0.10814385,0.01749646,0.11662813,0.02556703,0.28083336
-4.69734867,2.10006528,0.45709966,1.35108200,0.44046852,0.10802484,0.01720051,0.11578241,0.02552873,0.27749903
-4.69134567,2.12617271,0.46076449,1.38179869,0.43489280,0.10779975,0.01686025,0.11481757,0.02549292,0.27405060
-4.68534267,2.15457053,0.46507165,1.41489652,0.42895218,0.10748337,0.01648078,0.11376883,0.02545440,0.27061290
-4.67933967,2.18535660,0.47015331,1.45022952,0.42281859,0.10709091,0.01606752,0.11267115,0.02540808,0.26731201
-4.67333667,2.21858252,0.47613478,1.48761583,0.41665848,0.10663695,0.01562599,0.11155743,0.02534888,0.26427025
-4.66733367,2.25424270,0.48312827,1.52683687,0.41062575,0.10613462,0.01516161,0.11045694,0.02527171,0.26160152
-4.66133067,2.29226738,0.49122734,1.56763883,0.40485575,0.10559500,0.01467957,0.10939403,0.02517156,0.25940725
-4.65532766,2.33251977,0.50050230,1.60973642,0.39946064,0.10502680,0.01418467,0.10838721,0.02504353,0.25777304
-4.64932466,2.37479727,0.51099664,1.65281854,0.39452611,0.10443634,0.01368128,0.10744859,0.02488303,0.25676609
-4.64332166,2.41883649,0.52272463,1.69655562,0.39010962,0.10382766,0.01317325,0.10658372,0.02468594,0.25643359
