energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-6.00000000,5.15942712,0.09423235,0.06112445,1.65200961,0.31265578,0.78223562,1.93330059,0.08820755,1.74391289
-5.99399700,5.27708262,0.09371815,0.06084873,1.67339571,0.33260203,0.78750148,1.95957791,0.09344549,1.79906679
-5.98799400,5.41331125,0.09353141,0.06059633,1.69750968,0.35458614,0.79439692,1.99245741,0.09905571,1.86100777
-5.98199100,5.56805623,0.09372164,0.06039451,1.72499487,0.37852066,0.80319551,2.03191452,0.10500829,1.92969002
-5.97598799,5.74070249,0.09433374,0.06026866,1.75639726,0.40427402,0.81412001,2.07771025,0.11126121,2.00487546
-5.96998499,5.93006724,0.09540673,0.06024125,1.79213596,0.43167143,0.82733350,2.12939179,0.11776027,2.08612787
-5.96398199,6.13441001,0.09697266,0.06033100,1.83247756,0.46049744,0.84293268,2.18630017,0.12443965,2.17281377
-5.95797899,6.35146250,0.09905562,0.06055220,1.87751572,0.49050008,0.86094357,2.24758490,0.13122283,2.26411059
-5.95197599,6.57847755,0.10167105,0.06091417,1.92715717,0.52139647,0.88131979,2.31222509,0.13802413,2.35902185
-5.94597299,6.81229569,0.10482519,0.06142098,1.98111482,0.55287964,0.90394350,2.37905624,0.14475059,2.45639915
-5.93996998,7.04942692,0.10851480,0.06207139,2.03890853,0.58462633,0.92862886,2.44680185,0.15130437,2.55497020
-5.93396698,7.28614446,0.11272696,0.06285903,2.09987350,0.61630532,0.95512772,2.51410859,0.15758534,2.65337181
-5.92796398,7.51858702,0.11743924,0.06377270,2.16317622,0.64758597,0.98313740,2.57958365,0.16349396,2.75018653
-5.92196098,7.74286529,0.12261982,0.06479700,2.22783697,0.67814650,1.01230999,2.64183315,0.16893423,2.84398149
-5.91595798,7.95516865,0.12822789,0.06591300,2.29275835,0.70768169,1.04226283,2.69949996,0.17381658,2.93334781
-5.90995498,8.15186788,0.13421408,0.06709911,2.35675816,0.73590950,1.07258957,2.75129982,0.17806070,3.01693891
-5.90395198,8.32961006,0.14052104,0.06833201,2.41860561,0.76257645,1.10287160,2.79605451,0.18159798,3.09350627
-5.89794897,8.48540243,0.14708404,0.06958766,2.47705908,0.78746149,1.13268916,2.83272107,0.18437373,3.16193118
-5.89194597,8.61668257,0.15383175,0.07084231,2.53090416,0.81037822,1.16163197,2.86041632,0.18634880,3.22125143
-5.88594297,8.72137308,0.16068701,0.07207355,2.57899022,0.83117558,1.18930904,2.87843602,0.18750078,3.27068215
-5.87993997,8.79791976,0.16756779,0.07326131,2.62026451,0.84973700,1.21535761,2.88626862,0.18782462,3.30963017
-5.87393697,8.84531323,0.17438824,0.07438877,2.65380244,0.86597828,1.23945093,2.88360318,0.18733266,3.33770208
-5.86793397,8.86309465,0.18105992,0.07544331,2.67883322,0.87984454,1.26130508,2.87033198,0.18605410,3.35470587
-5.86193097,8.85134683,0.18749314,0.07641727,2.69476035,0.89130650,1.28068478,2.84654788,0.18403398,3.36064696
-5.85592796,8.81067269,0.19359855,0.07730874,2.70117636,0.90035659,1.29740835,2.81253711,0.18133166,3.35571921
-5.84992496,8.74216304,0.19928887,0.07812217,2.69787195,0.90700515,1.31135182,2.76876804,0.17801894,3.34029187
-5.84392196,8.64735634,0.20448070,0.07886891,2.68483942,0.91127713,1.32245234,2.71587645,0.17417782,3.31489343
-5.83791896,8.52819228,0.20909663,0.07956770,2.66227083,0.91320951,1.33071096,2.65464820,0.16989814,3.28019341
-5.83191596,8.38696163,0.21306720,0.08024493,2.63055126,0.91284966,1.33619455,2.58599972,0.16527500,3.23698294
-5.82591296,8.22625368,0.21633298,0.08093478,2.59024761,0.91025468,1.33903701,2.51095704,0.16040620,3.18615487
-5.81990995,8.04890279,0.21884653,0.08167924,2.54209368,0.90549168,1.33943933,2.43063375,0.15538978,3.12868400
-5.81390695,7.85793476,0.22057411,0.08252783,2.48697193,0.89863888,1.33766842,2.34620842,0.15032154,3.06560784
-5.80790395,7.65651336,0.22149713,0.08353708,2.42589254,0.88978727,1.33405429,2.25890177,0.14529293,2.99800796
-5.80190095,7.44788704,0.22161317,0.08476977,2.35997035,0.87904251,1.32898536,2.16995380,0.14038900,2.92699199
-5.79589795,7.23533567,0.22093652,0.08629379,2.29040000,0.86652677,1.32290157,2.08060121,0.13568670,2.85367615
-5.78989495,7.02211687,0.21949812,0.08818067,2.21842990,0.85238016,1.31628502,1.99205523,0.13125346,2.77916800
-5.78389195,6.81141170,0.21734488,0.09050377,2.14533535,0.83676138,1.30964820,1.90548003,0.12714601,2.70454932
-5.77788894,6.60626954,0.21453847,0.09333610,2.07239121,0.81984739,1.30351964,1.82197196,0.12340955,2.63085883
-5.77188594,6.40955251,0.21115334,0.09674780,2.00084466,0.80183187,1.29842737,1.74253983,0.12007716,2.55907474
-5.76588294,6.22387983,0.20727431,0.10080340,1.93188842,0.78292250,1.29488043,1.66808646,0.11716954,2.49009728
-5.75987994,6.05157333,0.20299364,0.10555886,1.86663500,0.76333690,1.29334919,1.59939202,0.11469496,2.42473135
-5.75387694,5.89460560,0.19840782,0.11105850,1.80609260,0.74329760,1.29424510,1.53709932,0.11264957,2.36366989
-5.74787394,5.75455248,0.19361408,0.11733201,1.75114307,0.72302618,1.29790079,1.48170166,0.11101785,2.30747842
-5.74187094,5.63255224,0.18870698,0.12439166,1.70252287,0.70273684,1.30455164,1.43353358,0.10977342,2.25658160
-5.73586793,5.52927363,0.18377502,0.13222977,1.66080737,0.68262994,1.31431974,1.39276508,0.10887996,2.21125258
-5.72986493,5.44489496,0.17889771,0.14081674,1.62639930,0.66288572,1.32720132,1.35939945,0.10829242,2.17160580
-5.72386193,5.37909643,0.17414298,0.15009975,1.59952169,0.64365882,1.34305855,1.33327539,0.10795843,2.13759427
-5.71785893,5.33106706,0.16956523,0.16000216,1.58021597,0.62507373,1.36161657,1.31407327,0.10781982,2.10901153
-5.71185593,5.29952750,0.16520409,0.17042389,1.56834515,0.60722164,1.38246612,1.30132582,0.10781432,2.08549906
-5.70585293,5.28276880,0.16108384,0.18124270,1.56360244,0.59015879,1.40507225,1.29443308,0.10787735,2.06655889
-5.69984992,5.27870693,0.15721375,0.19231649,1.56552500,0.57390650,1.42878887,1.29268132,0.10794392,2.05157164
-5.69384692,5.28495151,0.15358892,0.20348657,1.57351244,0.55845281,1.45287892,1.29526551,0.10795041,2.03981913
-5.68784392,5.29888678,0.15019203,0.21458175,1.58684959,0.54375574,1.47653939,1.30131465,0.10783650,2.03051121
-5.68184092,5.31776187,0.14699544,0.22542331,1.60473250,0.52974783,1.49893024,1.30991917,0.10754681,2.02281542
-5.67583792,5.33878693,0.14396381,0.23583043,1.62629687,0.51634185,1.51920589,1.32015954,0.10703256,2.01588852
-5.66983492,5.35923110,0.14105697,0.24562605,1.65064757,0.50343715,1.53654794,1.33113497,0.10625294,2.00890849
-5.66383192,5.37651830,0.13823287,0.25464279,1.67688819,0.49092656,1.55019756,1.34199115,0.10517621,2.00110537
-5.65782891,5.38831646,0.13545044,0.26272879,1.70414913,0.47870310,1.55948589,1.35194606,0.10378062,1.99178979
-5.65182591,5.39261642,0.13267218,0.26975302,1.73161327,0.46666654,1.56386101,1.36031265,0.10205491,1.98037767
-5.64582291,5.38779686,0.12986649,0.27561000,1.75853783,0.45472912,1.56291019,1.36651777,0.09999854,1.96641007
-5.63981991,5.37267243,0.12700932,0.28022351,1.78427170,0.44282040,1.55637610,1.37011629,0.09762157,1.94956720
-5.63381691,5.34652309,0.12408541,0.28354924,1.80826750,0.43089090,1.54416649,1.37080018,0.09494422,1.92967604
-5.62781391,5.30910342,0.12108884,0.28557623,1.83008786,0.41891450,1.52635654,1.36840207,0.09199613,1.90671141
-5.62181091,5.26063198,0.11802293,0.28632688,1.84940601,0.40688942,1.50318410,1.36289319,0.08881534,1.88079031
-5.61580790,5.20176145,0.11489961,0.28585571,1.86600075,0.39483791,1.47503795,1.35437613,0.08544709,1.85216032
-5.60980490,5.13353140,0.11173826,0.28424684,1.87974649,0.38280470,1.44243983,1.34307258,0.08194239,1.82118247
-5.60380190,5.05730658,0.10856411,0.28161027,1.89059909,0.37085431,1.40602123,1.32930687,0.07835654,1.78830988
-5.59779890,4.97470382,0.10540641,0.27807725,1.89857869,0.35906758,1.36649623,1.31348619,0.07474755,1.75406316
-5.59179590,4.88751160,0.10229632,0.27379483,1.90375078,0.34753743,1.32463175,1.29607832,0.07117459,1.71900416
-5.58579290,4.79760634,0.09926492,0.26891999,1.90620686,0.33636429,1.28121685,1.27758809,0.06769650,1.68370927
-5.57978989,4.70686964,0.09634129,0.26361353,1.90604603,0.32565140,1.23703254,1.25853366,0.06437036,1.64874384
-5.57378689,4.61711032,0.09355074,0.25803400,1.90335899,0.31550012,1.19282364,1.23942359,0.06125027,1.61463889
-5.56778389,4.52999493,0.09091357,0.25233206,1.89821541,0.30600570,1.14927385,1.22073581,0.05838620,1.58187129
-5.56178089,4.44698976,0.08844408,0.24664533,1.89065572,0.29725345,1.10698530,1.20289934,0.05582310,1.55084821
-5.55577789,4.36931638,0.08615013,0.24109406,1.88068784,0.28931564,1.06646316,1.18627935,0.05360018,1.52189649
-5.54977489,4.29792237,0.08403320,0.23577784,1.86828921,0.28224916,1.02810585,1.17116620,0.05175029,1.49525723
-5.54377189,4.23346765,0.08208889,0.23077323,1.85341390,0.27609403,0.99220109,1.15776866,0.05029959,1.47108549
-5.53776888,4.17632614,0.08030783,0.22613258,1.83600439,0.27087272,0.95892739,1.14621131,0.04926730,1.44945492
-5.53176588,4.12660161,0.07867697,0.22188401,1.81600725,0.26659038,0.92836074,1.13653612,0.04866555,1.43036654
-5.52576288,4.08415601,0.07718113,0.21803230,1.79339145,0.26323573,0.90048565,1.12870772,0.04849942,1.41376113
-5.51975988,4.04864769,0.07580466,0.21456088,1.76816815,0.26078269,0.87520965,1.12262188,0.04876700,1.39953401
-5.51375688,4.01957702,0.07453320,0.21143453,1.74041039,0.25919249,0.85238023,1.11811667,0.04945953,1.38755127
-5.50775388,3.99633608,0.07335531,0.20860279,1.71027118,0.25841626,0.83180318,1.11498534,0.05056162,1.37766637
-5.50175088,3.97825964,0.07226393,0.20600373,1.67799857,0.25839776,0.81326106,1.11299044,0.05205153,1.36973596
-5.49574787,3.96467432,0.07125759,0.20356809,1.64394641,0.25907635,0.79653097,1.11187819,0.05390144,1.36363402
-5.48974487,3.95494331,0.07034120,0.20122334,1.60857965,0.26038977,0.78140049,1.11139235,0.05607783,1.35926342
-5.48374187,3.94850435,0.06952655,0.19889777,1.57247349,0.26227685,0.76768123,1.11128717,0.05854191,1.35656437
-5.47773887,3.94489919,0.06883219,0.19652409,1.53630597,0.26467985,0.75521922,1.11133844,0.06125009,1.35551919
-5.47173587,3.94379329,0.06828305,0.19404273,1.50084396,0.26754641,0.74390183,1.11135262,0.06415461,1.35615330
-5.46573287,3.94498506,0.06790953,0.19140448,1.46692287,0.27083099,0.73366109,1.11117335,0.06720417,1.35853235
-5.45972986,3.94840457,0.06774615,0.18857253,1.43542084,0.27449576,0.72447345,1.11068541,0.07034471,1.36275579
-5.45372686,3.95410223,0.06783001,0.18552369,1.40722848,0.27851093,0.71635604,1.10981592,0.07352028,1.36894728
-5.44772386,3.96222826,0.06819891,0.18224906,1.38321543,0.28285438,0.70936007,1.10853291,0.07667398,1.37724237
-5.44172086,3.97300446,0.06888924,0.17875376,1.36419522,0.28751081,0.70356171,1.10684159,0.07974900,1.38777439
-5.43571786,3.98668997,0.06993396,0.17505619,1.35089015,0.29247027,0.69905117,1.10477829,0.08268965,1.40065900
-5.42971486,4.00354287,0.07136044,0.17118652,1.34389768,0.29772624,0.69592060,1.10240290,0.08544248,1.41597848
-5.42371186,4.02377984,0.07318851,0.16718475,1.34366007,0.30327328,0.69425165,1.09978991,0.08795734,1.43376643
-5.41770885,4.04753609,0.07542871,0.16309834,1.35043859,0.30910437,0.69410329,1.09701872,0.09018837,1.45399365
-5.41170585,4.07482749,0.07808077,0.15897956,1.36429368,0.31520817,0.69550067,1.09416376,0.09209495,1.47655603
-5.40570285,4.10551720,0.08113256,0.15488271,1.38507192,0.32156618,0.69842554,1.09128489,0.09364248,1.50126496
-5.39969985,4.13928839,0.08455936,0.15086128,1.41240059,0.32814998,0.70280886,1.08841860,0.09480301,1.52784093
-5.39369685,4.17562473,0.08832359,0.14696530,1.44569016,0.33491892,0.70852585,1.08557052,0.09555571,1.55591063
