energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,1.95993541,0.02190726,0.21487775,1.59872603,0.75172588,0.65171029,0.00000000
-5.99399700,2.08673417,0.02255693,0.23576836,1.72074518,0.80048396,0.68737974,0.00000000
-5.98799400,2.22277296,0.02316572,0.25811594,1.85184082,0.85289054,0.72582001,0.00000000
-5.98199100,2.36775774,0.02372414,0.28184231,1.99149368,0.90889966,0.76695455,0.00000000
-5.97598799,2.52116208,0.02422355,0.30683815,2.13895286,0.96837214,0.81064004,0.00000000
-5.96998499,2.68221516,0.02465637,0.33296308,2.29323297,1.03106793,0.85666275,0.00000000
-5.96398199,2.84989662,0.02501634,0.36004680,2.45311824,1.09664152,0.90473644,0.00000000
-5.95797899,3.02293915,0.02529858,0.38789118,2.61717395,1.16464068,0.95450222,0.00000000
-5.95197599,3.19983957,0.02549969,0.41627322,2.78376538,1.23450911,1.00553034,0.00000000
-5.94597299,3.37887860,0.02561774,0.44494904,2.95108420,1.30559310,1.05732431,0.00000000
-5.93996998,3.55814921,0.02565224,0.47365839,3.11718171,1.37715219,1.10932733,0.00000000
-5.93396698,3.73559333,0.02560400,0.50213000,3.28000839,1.44837381,1.16093102,0.00000000
-5.92796398,3.90904576,0.02547503,0.53008716,3.43745852,1.51839140,1.21148648,0.00000000
-5.92196098,4.07628427,0.02526832,0.55725356,3.58741861,1.58630557,1.26031741,0.00000000
-5.91595798,4.23508415,0.02498769,0.58335917,3.72781816,1.65120745,1.30673492,0.00000000
-5.90995498,4.38327536,0.02463761,0.60814586,3.85668092,1.71220348,1.35005386,0.00000000
-5.90395198,4.51880019,0.02422299,0.63137259,3.97217494,1.76844059,1.38960985,0.00000000
-5.89794897,4.63976917,0.02374904,0.65282003,4.07265966,1.81913073,1.42477674,0.00000000
-5.89194597,4.74451303,0.02322116,0.67229443,4.15672820,1.86357375,1.45498374,0.00000000
-5.88594297,4.83162860,0.02264478,0.68963066,4.22324346,1.90117765,1.47973149,0.00000000
-5.87993997,4.90001676,0.02202532,0.70469431,4.27136656,1.93147515,1.49860663,0.00000000
-5.87393697,4.94891077,0.02136810,0.71738293,4.30057668,1.95413616,1.51129417,0.00000000
-5.86793397,4.97789397,0.02067837,0.72762621,4.31068169,1.96897523,1.51758703,0.00000000
-5.86193097,4.98690594,0.01996122,0.73538551,4.30181905,1.97595401,1.51739256,0.00000000
-5.85592796,4.97623711,0.01922163,0.74065247,4.27444723,1.97517834,1.51073553,0.00000000
-5.84992496,4.94651203,0.01846443,0.74344707,4.22932807,1.96689041,1.49775756,0.00000000
-5.84392196,4.89866214,0.01769435,0.74381510,4.16750077,1.95145624,1.47871289,0.00000000
-5.83791896,4.83388945,0.01691598,0.74182536,4.09024868,1.92934921,1.45396074,0.00000000
-5.83191596,4.75362271,0.01613377,0.73756656,3.99906028,1.90113040,1.42395458,0.00000000
-5.82591296,4.65946823,0.01535203,0.73114416,3.89558577,1.86742683,1.38922860,0.00000000
-5.81990995,4.55315745,0.01457489,0.72267726,3.78159098,1.82890854,1.35038213,0.00000000
-5.81390695,4.43649365,0.01380627,0.71229562,3.65891034,1.78626564,1.30806261,0.00000000
-5.80790395,4.31130006,0.01304989,0.70013694,3.52940041,1.74018653,1.26294775,0.00000000
-5.80190095,4.17937158,0.01230919,0.68634438,3.39489570,1.69133799,1.21572764,0.00000000
-5.79589795,4.04243180,0.01158733,0.67106451,3.25716795,1.64034830,1.16708757,0.00000000
-5.78989495,3.90209707,0.01088719,0.65444552,3.11789025,1.58779375,1.11769216,0.00000000
-5.78389195,3.75984859,0.01021135,0.63663590,2.97860672,1.53418924,1.06817134,0.00000000
-5.77788894,3.61701317,0.00956208,0.61778335,2.84070845,1.47998298,1.01910869,0.00000000
-5.77188594,3.47475297,0.00894140,0.59803405,2.70541610,1.42555541,0.97103246,0.00000000
-5.76588294,3.33406374,0.00835106,0.57753220,2.57376908,1.37122189,0.92440936,0.00000000
-5.75987994,3.19578100,0.00779263,0.55641977,2.44662128,1.31723898,0.87964133,0.00000000
-5.75387694,3.06059308,0.00726748,0.53483635,2.32464272,1.26381342,0.83706497,0.00000000
-5.74787394,2.92905959,0.00677690,0.51291919,2.20832675,1.21111320,0.79695366,0.00000000
-5.74187094,2.80163390,0.00632207,0.49080327,2.09800181,1.15927988,0.75952180,0.00000000
-5.73586793,2.67868800,0.00590416,0.46862135,1.99384705,1.10844126,0.72493092,0.00000000
-5.72986493,2.56053811,0.00552432,0.44650408,1.89591084,1.05872371,0.69329718,0.00000000
-5.72386193,2.44746956,0.00518375,0.42458009,1.80413127,1.01026324,0.66469965,0.00000000
-5.71785893,2.33975963,0.00488363,0.40297595,1.71835781,0.96321493,0.63918910,0.00000000
-5.71185593,2.23769725,0.00462521,0.38181620,1.63837317,0.91775998,0.61679664,0.00000000
-5.70585293,2.14159872,0.00440970,0.36122327,1.56391483,0.87411032,0.59754187,0.00000000
-5.69984992,2.05181885,0.00423831,0.34131739,1.49469541,0.83251042,0.58144018,0.00000000
-5.69384692,1.96875729,0.00411217,0.32221644,1.43042142,0.79323642,0.56850887,0.00000000
-5.68784392,1.89285997,0.00403227,0.30403571,1.37080983,0.75659267,0.55877188,0.00000000
-5.68184092,1.82461581,0.00399943,0.28688769,1.31560224,0.72290601,0.55226293,0.00000000
-5.67583792,1.76454898,0.00401425,0.27088165,1.26457621,0.69251799,0.54902702,0.00000000
-5.66983492,1.71320721,0.00407701,0.25612312,1.21755362,0.66577564,0.54912015,0.00000000
-5.66383192,1.67114664,0.00418762,0.24271326,1.17440584,0.64302097,0.55260739,0.00000000
-5.65782891,1.63891377,0.00434563,0.23074793,1.13505569,0.62457987,0.55955930,0.00000000
-5.65182591,1.61702499,0.00455008,0.22031649,1.09947624,0.61075065,0.57004673,0.00000000
-5.64582291,1.60594443,0.00479956,0.21150037,1.06768633,0.60179261,0.58413430,0.00000000
-5.63981991,1.60606056,0.00509213,0.20437128,1.03974326,0.59791499,0.60187261,0.00000000
-5.63381691,1.61766216,0.00542533,0.19898904,1.01573259,0.59926667,0.62328947,0.00000000
-5.62781391,1.64091435,0.00579613,0.19539923,0.99575578,0.60592663,0.64838044,0.00000000
-5.62181091,1.67583523,0.00620098,0.19363052,0.97991583,0.61789564,0.67709897,0.00000000
-5.61580790,1.72227396,0.00663579,0.19369191,0.96830168,0.63508927,0.70934659,0.00000000
-5.60980490,1.77989110,0.00709596,0.19556988,0.96097204,0.65733235,0.74496351,0.00000000
-5.60380190,1.84814207,0.00757638,0.19922580,0.95793942,0.68435529,0.78372015,0.00000000
-5.59779890,1.92626468,0.00807152,0.20459357,0.95915506,0.71579230,0.82531013,0.00000000
-5.59179590,2.01327182,0.00857542,0.21157780,0.96449583,0.75118180,0.86934512,0.00000000
-5.58579290,2.10795018,0.00908179,0.22005267,0.97375364,0.78996926,0.91535226,0.00000000
-5.57978989,2.20886598,0.00958403,0.22986172,0.98662832,0.83151268,0.96277437,0.00000000
-5.57378689,2.31437834,0.01007538,0.24081862,1.00272446,0.87509079,1.01097354,0.00000000
-5.56778389,2.42266094,0.01054894,0.25270907,1.02155268,0.91991417,1.05923822,0.00000000
-5.56178089,2.53173196,0.01099784,0.26529393,1.04253562,0.96513920,1.10679406,0.00000000
-5.55577789,2.63949220,0.01141531,0.27831344,1.06501859,1.00988472,1.15281836,0.00000000
-5.54977489,2.74377069,0.01179487,0.29149265,1.08828470,1.05325119,1.19645789,0.00000000
-5.54377189,2.84237675,0.01213045,0.30454770,1.11157392,1.09434182,1.23684976,0.00000000
-5.53776888,2.93315683,0.01241655,0.31719284,1.13410533,1.13228518,1.27314457,0.00000000
-5.53176588,3.01405425,0.01264841,0.32914801,1.15510171,1.16625850,1.30453107,0.00000000
-5.52576288,3.08316956,0.01282217,0.34014644,1.17381520,1.19551087,1.33026133,0.00000000
-5.51975988,3.13881892,0.01293503,0.34994215,1.18955290,1.21938535,1.34967549,0.00000000
-5.51375688,3.17958806,0.01298538,0.35831693,1.20170123,1.23733911,1.36222471,0.00000000
-5.50775388,3.20437903,0.01297293,0.36508644,1.20974769,1.24896060,1.36749142,0.00000000
-5.50175088,3.21244764,0.01289883,0.37010521,1.21329893,1.25398289,1.36520584,0.00000000
-5.49574787,3.20342948,0.01276570,0.37327023,1.21209437,1.25229255,1.35525769,0.00000000
-5.48974487,3.17735308,0.01257765,0.37452306,1.20601439,1.24393335,1.33770267,0.00000000
-5.48374187,3.13463930,0.01234030,0.37385029,1.19508290,1.22910465,1.31276306,0.00000000
-5.47773887,3.07608686,0.01206070,0.37128237,1.17946399,1.20815435,1.28082245,0.00000000
-5.47173587,3.00284424,0.01174719,0.36689097,1.15945293,1.18156651,1.24241460,0.00000000
-5.46573287,2.91636944,0.01140927,0.36078485,1.13546198,1.14994438,1.19820699,0.00000000
-5.45972986,2.81837910,0.01105742,0.35310472,1.10800168,1.11398922,1.14897971,0.00000000
-5.45372686,2.71078937,0.01070282,0.34401709,1.07765869,1.07447609,1.09560060,0.00000000
-5.44772386,2.59565126,0.01035711,0.33370767,1.04507120,1.03222756,1.03899775,0.00000000
-5.44172086,2.47508327,0.01003209,0.32237444,1.01090314,0.98808654,0.98013064,0.00000000
-5.43571786,2.35120424,0.00973940,0.31022088,0.97581847,0.94288935,0.91996104,0.00000000
-5.42971486,2.22606940,0.00949021,0.29744945,0.94045672,0.89744026,0.85942503,0.00000000
-5.42371186,2.10161200,0.00929490,0.28425584,0.90541080,0.85248849,0.79940713,0.00000000
-5.41770885,1.97959293,0.00916275,0.27082391,0.87120814,0.80870856,0.74071765,0.00000000
-5.41170585,1.86155985,0.00910167,0.25732169,0.83829565,0.76668466,0.68407382,0.00000000
-5.40570285,1.74881708,0.00911789,0.24389835,0.80702926,0.72689951,0.63008553,0.00000000
-5.39969985,1.64240676,0.00921581,0.23068236,0.77766797,0.68972792,0.57924570,0.00000000
-5.39369685,1.54310134,0.00939774,0.21778060,0.75037263,0.65543504,0.53192551,0.00000000
-5.38769385,1.45140670,0.00966385,0.20527845,0.72520908,0.62417892,0.48837423,0.00000000
-5.38169085,1.36757507,0.01001202,0.19324083,0.70215524,0.59601714,0.44872341,0.00000000
-5.37568784,1.29162617,0.01043787,0.18171385,0.68111151,0.57091667,0.41299470,0.00000000
-5.36968484,1.22337513,0.01093479,0.17072710,0.66191383,0.54876638,0.38111087,0.00000000
