energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,0.16629335,0.01764721,0.00150076,0.09903297,0.00000000,0.10713552,0.05173968
-5.99399700,0.18315586,0.01797213,0.00164828,0.11097857,0.00000000,0.11920152,0.05665722
-5.98799400,0.20421975,0.01881992,0.00183397,0.12533356,0.00000000,0.13394054,0.06289431
-5.98199100,0.22936831,0.02015099,0.00205698,0.14206015,0.00000000,0.15131044,0.07040689
-5.97598799,0.25845442,0.02192855,0.00231619,0.16109553,0.00000000,0.17124546,0.07914256
-5.96998499,0.29129005,0.02411769,0.00261006,0.18234527,0.00000000,0.19364955,0.08903726
-5.96398199,0.32763639,0.02668448,0.00293662,0.20567715,0.00000000,0.21839003,0.10001219
-5.95797899,0.36719538,0.02959525,0.00329334,0.23091591,0.00000000,0.24529237,0.11197117
-5.95197599,0.40960325,0.03281600,0.00367712,0.25783918,0.00000000,0.27413618,0.12479858
-5.94597299,0.45442681,0.03631220,0.00408421,0.28617516,0.00000000,0.30465308,0.13835814
-5.93996998,0.50116286,0.04004871,0.00451027,0.31560223,0.00000000,0.33652671,0.15249263
-5.93396698,0.54924126,0.04399023,0.00495032,0.34575074,0.00000000,0.36939515,0.16702477
-5.92796398,0.59803177,0.04810193,0.00539889,0.37620725,0.00000000,0.40285586,0.18175919
-5.92196098,0.64685476,0.05235056,0.00585003,0.40652110,0.00000000,0.43647329,0.19648563
-5.91595798,0.69499564,0.05670569,0.00629750,0.43621336,0.00000000,0.46978890,0.21098327
-5.90995498,0.74172250,0.06114135,0.00673492,0.46478776,0.00000000,0.50233347,0.22502597
-5.90395198,0.78630648,0.06563772,0.00715594,0.49174351,0.00000000,0.53364111,0.23838847
-5.89794897,0.82804391,0.07018286,0.00755444,0.51658923,0.00000000,0.56326457,0.25085305
-5.89194597,0.86627947,0.07477450,0.00792476,0.53885771,0.00000000,0.59079109,0.26221652
-5.88594297,0.90042903,0.07942145,0.00826189,0.55812068,0.00000000,0.61585805,0.27229714
-5.87993997,0.93000124,0.08414482,0.00856167,0.57400303,0.00000000,0.63816761,0.28094123
-5.87393697,0.95461667,0.08897873,0.00882098,0.58619574,0.00000000,0.65749958,0.28802901
-5.86793397,0.97402339,0.09397038,0.00903785,0.59446698,0.00000000,0.67372166,0.29347942
-5.86193097,0.98810816,0.09917953,0.00921158,0.59867077,0.00000000,0.68679656,0.29725365
-5.85592796,0.99690252,0.10467718,0.00934277,0.59875284,0.00000000,0.69678527,0.29935720
-5.84992496,1.00058319,0.11054343,0.00943333,0.59475332,0.00000000,0.70384631,0.29984029
-5.84392196,0.99946685,0.11686463,0.00948639,0.58680622,0.00000000,0.70823071,0.29879656
-5.83791896,0.99399916,0.12372971,0.00950623,0.57513568,0.00000000,0.71027293,0.29636016
-5.83191596,0.98473874,0.13122604,0.00949807,0.56004924,0.00000000,0.71037790,0.29270137
-5.82591296,0.97233659,0.13943465,0.00946787,0.54192845,0.00000000,0.70900488,0.28802088
-5.81990995,0.95751216,0.14842530,0.00942211,0.52121737,0.00000000,0.70664869,0.28254313
-5.81390695,0.94102714,0.15825149,0.00936749,0.49840943,0.00000000,0.70381947,0.27650896
