energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.87993997,4.54445007,0.47563874,2.79759799,0.01058651,0.12285922,0.55315057,1.27947442,0.51667438,0.00000000
-5.87393697,4.57950768,0.48181618,2.79784486,0.01060720,0.12438952,0.55892789,1.30827794,0.52186634,0.00000000
-5.86793397,4.59944835,0.48747671,2.78806077,0.01057613,0.12584788,0.56286665,1.33273239,0.52642094,0.00000000
-5.86193097,4.60430633,0.49278676,2.76829226,0.01049704,0.12725084,0.56499035,1.35275861,0.53044706,0.00000000
-5.85592796,4.59444485,0.49792705,2.73879095,0.01037473,0.12861716,0.56536317,1.36838379,0.53407175,0.00000000
-5.84992496,4.57053802,0.50308325,2.70000571,0.01021488,0.12996649,0.56408656,1.37973636,0.53743343,0.00000000
-5.84392196,4.53354052,0.50843588,2.65256803,0.01002384,0.13131794,0.56129408,1.38703623,0.54067415,0.00000000
-5.83791896,4.48464681,0.51414995,2.59727148,0.00980839,0.13268850,0.55714488,1.39058086,0.54393128,0.00000000
-5.83191596,4.42524183,0.52036481,2.53504632,0.00957548,0.13409144,0.55181607,1.39072801,0.54732893,0.00000000
-5.82591296,4.35684611,0.52718482,2.46693071,0.00933201,0.13553480,0.54549436,1.38787602,0.55096984,0.00000000
-5.81990995,4.28105814,0.53467128,2.39403987,0.00908454,0.13702014,0.53836757,1.38244281,0.55492791,0.00000000
-5.81390695,4.19949695,0.54283622,2.31753470,0.00883910,0.13854147,0.53061631,1.37484476,0.55924209,0.00000000
-5.80790395,4.11374801,0.55163828,2.23859134,0.00860101,0.14008452,0.52240639,1.36547668,0.56391180,0.00000000
-5.80190095,4.02531488,0.56098118,2.15837281,0.00837468,0.14162656,0.51388229,1.35469407,0.56889441,0.00000000
-5.79589795,3.93557897,0.57071477,2.07800375,0.00816355,0.14313648,0.50516220,1.34279858,0.57410479,0.00000000
-5.78989495,3.84576894,0.58063888,1.99854911,0.00797001,0.14457550,0.49633461,1.33002758,0.57941723,0.00000000
-5.78389195,3.75694065,0.59050969,1.92099715,0.00779540,0.14589823,0.48745693,1.31654825,0.58466947,0.00000000
-5.77788894,3.66996803,0.60004844,1.84624685,0.00764005,0.14705418,0.47855592,1.30245651,0.58966888,0.00000000
-5.77188594,3.58554420,0.60895216,1.77509961,0.00750337,0.14798966,0.46962998,1.28778072,0.59420042,0.00000000
-5.76588294,3.50419197,0.61690580,1.70825486,0.00738397,0.14864985,0.46065310,1.27248969,0.59803589,0.00000000
-5.75987994,3.42628188,0.62359525,1.64630882,0.00727983,0.14898112,0.45158013,1.25650444,0.60094423,0.00000000
-5.75387694,3.35205592,0.62872052,1.58975585,0.00718847,0.14893338,0.44235314,1.23971285,0.60270201,0.00000000
-5.74787394,3.28165451,0.63200863,1.53899147,0.00710714,0.14846232,0.43290829,1.22198610,0.60310387,0.00000000
-5.74187094,3.21514464,0.63322521,1.49431630,0.00703300,0.14753150,0.42318291,1.20319581,0.60197216,0.00000000
-5.73586793,3.15254675,0.63218466,1.45594033,0.00696331,0.14611414,0.41312236,1.18323079,0.59916533,0.00000000
-5.72986493,3.09385862,0.62875803,1.42398684,0.00689560,0.14419450,0.40268616,1.16201231,0.59458471,0.00000000
-5.72386193,3.03907467,0.62287850,1.39849577,0.00682775,0.14176886,0.39185319,1.13950699,0.58817924,0.00000000
-5.71785893,2.98819966,0.61454410,1.37942625,0.00675816,0.13884593,0.38062564,1.11573651,0.57994809,0.00000000
-5.71185593,2.94125646,0.60381766,1.36665855,0.00668572,0.13544686,0.36903150,1.09078377,0.56994099,0.00000000
-5.70585293,2.89828771,0.59082418,1.35999548,0.00660991,0.13160468,0.35712563,1.06479515,0.55825641,0.00000000
-5.69984992,2.85935237,0.57574565,1.35916385,0.00653074,0.12736329,0.34498930,1.03797899,0.54503771,0.00000000
-5.69384692,2.82451784,0.55881387,1.36381637,0.00644869,0.12277618,0.33272842,1.01060047,0.53046763,0.00000000
-5.68784392,2.79384927,0.54030168,1.37353465,0.00636464,0.11790472,0.32047058,0.98297341,0.51476146,0.00000000
-5.68184092,2.76739743,0.52051306,1.38783371,0.00627979,0.11281635,0.30836118,0.95544973,0.49815925,0.00000000
-5.67583792,2.74518689,0.49977277,1.40616865,0.00619548,0.10758267,0.29655890,0.92840708,0.48091767,0.00000000
-5.66983492,2.72720587,0.47841603,1.42794353,0.00611314,0.10227747,0.28523081,0.90223576,0.46330184,0.00000000
-5.66383192,2.71339905,0.45677866,1.45252289,0.00603410,0.09697498,0.27454743,0.87732543,0.44557754,0.00000000
-5.65782891,2.70366423,0.43518836,1.47924559,0.00595952,0.09174817,0.26467788,0.85405252,0.42800418,0.00000000
-5.65182591,2.69785328,0.41395712,1.50744080,0.00589028,0.08666739,0.25578551,0.83276879,0.41082889,0.00000000
-5.64582291,2.69577754,0.39337538,1.53644555,0.00582692,0.08179922,0.24802394,0.81379168,0.39428159,0.00000000
-5.63981991,2.69721697,0.37370771,1.56562319,0.00576959,0.07720558,0.24153382,0.79739647,0.37857150,0.00000000
-5.63381691,2.70193256,0.35519017,1.59438184,0.00571802,0.07294324,0.23644007,0.78381067,0.36388477,0.00000000
-5.62781391,2.70968052,0.33802922,1.62219189,0.00567156,0.06906339,0.23284991,0.77321030,0.35038321,0.00000000
-5.62181091,2.72022702,0.32240194,1.64860152,0.00562916,0.06561158,0.23085127,0.76571807,0.33820403,0.00000000
-5.61580790,2.73336195,0.30845724,1.67324945,0.00558951,0.06262769,0.23051166,0.76140308,0.32746019,0.00000000
-5.60980490,2.74891032,0.29631776,1.69587382,0.00555103,0.06014602,0.23187744,0.76028175,0.31824129,0.00000000
-5.60380190,2.76673980,0.28608218,1.71631685,0.00551199,0.05819543,0.23497311,0.76231948,0.31061464,0.00000000
-5.59779890,2.78676367,0.27782750,1.73452456,0.00547062,0.05679937,0.23980084,0.76743288,0.30462628,0.00000000
-5.59179590,2.80893832,0.27161096,1.75054166,0.00542517,0.05597592,0.24633993,0.77549208,0.30030185,0.00000000
-5.58579290,2.83325524,0.26747154,1.76450156,0.00537399,0.05573763,0.25454626,0.78632305,0.29764712,0.00000000
-5.57978989,2.85972774,0.26543067,1.77661200,0.00531562,0.05609126,0.26435172,0.79970974,0.29664807,0.00000000
-5.57378689,2.88837309,0.26549211,1.78713701,0.00524884,0.05703742,0.27566370,0.81539604,0.29727063,0.00000000
-5.56778389,2.91919124,0.26764115,1.79637617,0.00517270,0.05857009,0.28836468,0.83308771,0.29946003,0.00000000
-5.56178089,2.95214170,0.27184290,1.80464213,0.00508657,0.06067601,0.30231204,0.85245436,0.30314003,0.00000000
-5.55577789,2.98712007,0.27804021,1.81223789,0.00499013,0.06333412,0.31733831,0.87313180,0.30821197,0.00000000
-5.54977489,3.02393621,0.28615113,1.81943485,0.00488335,0.06651504,0.33325188,0.89472498,0.31455409,0.00000000
-5.54377189,3.06229567,0.29606640,1.82645310,0.00476651,0.07018055,0.34983841,0.91681181,0.32202116,0.00000000
-5.53776888,3.10178617,0.30764712,1.83344480,0.00464011,0.07428338,0.36686298,0.93894793,0.33044465,0.00000000
-5.53176588,3.14187022,0.32072305,1.84048193,0.00450491,0.07876709,0.38407308,0.96067289,0.33963368,0.00000000
-5.52576288,3.18188508,0.33509172,1.84754877,0.00436179,0.08356636,0.40120243,0.98151735,0.34937680,0.00000000
-5.51975988,3.22105035,0.35051868,1.85453968,0.00421180,0.08860749,0.41797569,1.00101172,0.35944479,0.00000000
-5.51375688,3.25848343,0.36673906,1.86126235,0.00405607,0.09380930,0.43411381,1.01869564,0.36959436,0.00000000
-5.50775388,3.29322211,0.38346058,1.86744614,0.00389577,0.09908439,0.44934004,1.03412840,0.37957289,0.00000000
-5.50175088,3.32425365,0.40036801,1.87275515,0.00373210,0.10434071,0.46338629,1.04689968,0.38912393,0.00000000
-5.49574787,3.35054880,0.41712907,1.87680517,0.00356628,0.10948343,0.47599968,1.05664029,0.39799341,0.00000000
-5.48974487,3.37109918,0.43340171,1.87918369,0.00339946,0.11441705,0.48694898,1.06303254,0.40593632,0.00000000
-5.48374187,3.38495623,0.44884233,1.87947162,0.00323281,0.11904774,0.49603070,1.06581954,0.41272361,0.00000000
-5.47773887,3.39126969,0.46311487,1.87726582,0.00306743,0.12328571,0.50307460,1.06481326,0.41814894,0.00000000
-5.47173587,3.38932377,0.47590031,1.87220104,0.00290436,0.12704760,0.50794834,1.05990074,0.42203522,0.00000000
-5.46573287,3.37856916,0.48690612,1.86397017,0.00274463,0.13025881,0.51056103,1.05104831,0.42424033,0.00000000
-5.45972986,3.35864951,0.49587540,1.85234197,0.00258921,0.13285563,0.51086576,1.03830349,0.42466209,0.00000000
-5.45372686,3.32942096,0.50259515,1.83717523,0.00243903,0.13478703,0.50886067,1.02179463,0.42324204,0.00000000
-5.44772386,3.29096414,0.50690335,1.81842893,0.00229499,0.13601623,0.50458884,1.00172816,0.41996789,0.00000000
-5.44172086,3.24358807,0.50869456,1.79616802,0.00215794,0.13652173,0.49813688,0.97838366,0.41487468,0.00000000
-5.43571786,3.18782608,0.50792363,1.77056464,0.00202872,0.13629796,0.48963233,0.95210697,0.40804431,0.00000000
-5.42971486,3.12442413,0.50460758,1.74189510,0.00190815,0.13535541,0.47924002,0.92330168,0.39960375,0.00000000
-5.42371186,3.05432230,0.49882527,1.71053277,0.00179703,0.13372033,0.46715757,0.89241928,0.38972175,0.00000000
-5.41770885,2.97863051,0.49071513,1.67693761,0.00169614,0.13143387,0.45361018,0.85994845,0.37860439,0.00000000
-5.41170585,2.89859975,0.48047089,1.64164300,0.00160627,0.12855089,0.43884508,0.82640385,0.36648941,0.00000000
-5.40570285,2.81559004,0.46833552,1.60524051,0.00152823,0.12513837,0.42312559,0.79231481,0.35363980,0.00000000
-5.39969985,2.73103681,0.45459370,1.56836365,0.00146283,0.12127346,0.40672531,0.75821423,0.34033661,0.00000000
-5.39369685,2.64641666,0.43956310,1.53167115,0.00141093,0.11704132,0.38992228,0.72462814,0.32687151,0.00000000
-5.38769385,2.56321412,0.42358485,1.49583073,0.00137344,0.11253289,0.37299360,0.69206597,0.31353910,0.00000000
-5.38169085,2.48289009,0.40701343,1.46150372,0.00135132,0.10784244,0.35621040,0.66101185,0.30062937,0.00000000
-5.37568784,2.40685303,0.39020665,1.42933123,0.00134564,0.10306523,0.33983324,0.63191703,0.28842058,0.00000000
-5.36968484,2.33643331,0.37351582,1.39992205,0.00135752,0.09829522,0.32410812,0.60519346,0.27717251,0.00000000
-5.36368184,2.27286109,0.35727646,1.37384245,0.00138820,0.09362288,0.30926306,0.58120855,0.26712059,0.00000000
-5.35767884,2.21724786,0.34180001,1.35160789,0.00143899,0.08913325,0.29550512,0.56028110,0.25847076,0.00000000
-5.35167584,2.17057145,0.32736655,1.33367661,0.00151130,0.08490415,0.28301801,0.54267830,0.25139532,0.00000000
-5.34567284,2.13366435,0.31421884,1.32044464,0.00160660,0.08100474,0.27196010,0.52861385,0.24602973,0.00000000
-5.33966983,2.10720487,0.30255769,1.31224210,0.00172641,0.07749428,0.26246295,0.51824689,0.24247048,0.00000000
-5.33366683,2.09171092,0.29253880,1.30933045,0.00187225,0.07442121,0.25463011,0.51168195,0.24077394,0.00000000
-5.32766383,2.08753585,0.28427099,1.31190023,0.00204560,0.07182253,0.24853639,0.50896963,0.24095627,0.00000000
-5.32166083,2.09486616,0.27781586,1.32006916,0.00224786,0.06972342,0.24422743,0.51010813,0.24299414,0.00000000
-5.31565783,2.11372083,0.27318869,1.33388038,0.00248029,0.06813720,0.24171963,0.51504552,0.24682648,0.00000000
-5.30965483,2.14395219,0.27036056,1.35330067,0.00274394,0.06706549,0.24100050,0.52368269,0.25235696,0.00000000
-5.30365183,2.18524833,0.26926153,1.37821879,0.00303958,0.06649865,0.24202940,0.53587708,0.25945717,0.00000000
-5.29764882,2.23713727,0.26978472,1.40844403,0.00336770,0.06641646,0.24473871,0.55144711,0.26797045,0.00000000
-5.29164582,2.29899310,0.27179108,1.44370532,0.00372837,0.06678895,0.24903557,0.57017724,0.27771624,0.00000000
-5.28564282,2.37004442,0.27511484,1.48365106,0.00412127,0.06757750,0.25480406,0.59182376,0.28849484,0.00000000
-5.27963982,2.44938543,0.27956928,1.52785032,0.00454564,0.06873602,0.26190793,0.61612095,0.30009249,0.00000000
-5.27363682,2.53598975,0.28495278,1.57579554,0.00500024,0.07021235,0.27019396,0.64278787,0.31228658,0.00000000
-5.26763382,2.62872743,0.29105498,1.62690733,0.00548343,0.07194967,0.27949564,0.67153526,0.32485102,0.00000000
-5.26163082,2.72638481,0.29766277,1.68054144,0.00599310,0.07388806,0.28963746,0.70207257,0.33756149,0.00000000
-5.25562781,2.82768729,0.30456617,1.73599815,0.00652678,0.07596606,0.30043935,0.73411476,0.35020050,0.00000000
-5.24962481,2.93132436,0.31156368,1.79253401,0.00708170,0.07812220,0.31172143,0.76738874,0.36256218,0.00000000
-5.24362181,3.03597639,0.31846720,1.84937587,0.00765481,0.08029655,0.32330870,0.80163892,0.37445661,0.00000000
-5.23761881,3.14034224,0.32510629,1.90573656,0.00824293,0.08243208,0.33503559,0.83663193,0.38571353,0.00000000
-5.23161581,3.24316658,0.33133157,1.96083200,0.00884278,0.08447599,0.34675008,0.87215983,0.39618548,0.00000000
-5.22561281,3.34326588,0.33701742,2.01389881,0.00945113,0.08638077,0.35831731,0.90804201,0.40575008,0.00000000
-5.21960980,3.43955186,0.34206362,2.06421176,0.01006480,0.08810512,0.36962237,0.94412529,0.41431153,0.00000000
-5.21360680,3.53105115,0.34639618,2.11110021,0.01068082,0.08961463,0.38057215,0.98028235,0.42180120,0.00000000
-5.20760380,3.61692034,0.34996710,2.15396271,0.01129640,0.09088216,0.39109618,1.01640841,0.42817737,0.00000000
-5.20160080,3.69645565,0.35275337,2.19227911,0.01190901,0.09188802,0.40114630,1.05241641,0.43342408,0.00000000
-5.19559780,3.76909666,0.35475505,2.22561953,0.01251636,0.09261988,0.41069526,1.08823085,0.43754921,0.00000000
-5.18959480,3.83442435,0.35599270,2.25364982,0.01311639,0.09307243,0.41973418,1.12378078,0.44058186,0.00000000
-5.18359180,3.89215346,0.35650429,2.27613335,0.01370722,0.09324684,0.42826915,1.15899229,0.44256925,0.00000000
-5.17758879,3.94212030,0.35634169,2.29292936,0.01428712,0.09315009,0.43631701,1.19378120,0.44357319,0.00000000
-5.17158579,3.98426687,0.35556700,2.30398797,0.01485438,0.09279411,0.44390073,1.22804650,0.44366643,0.00000000
-5.16558279,4.01862283,0.35424897,2.30934264,0.01540730,0.09219489,0.45104452,1.26166512,0.44292906,0.00000000
-5.15957979,4.04528694,0.35245962,2.30910071,0.01594406,0.09137159,0.45776906,1.29448867,0.44144515,0.00000000
-5.15357679,4.06440963,0.35027128,2.30343290,0.01646270,0.09034567,0.46408725,1.32634266,0.43929987,0.00000000
-5.14757379,4.07617823,0.34775427,2.29256276,0.01696104,0.08914006,0.47000058,1.35702844,0.43657721,0.00000000
-5.14157079,4.08080638,0.34497527,2.27675676,0.01743671,0.08777851,0.47549661,1.38632832,0.43335847,0.00000000
-5.13556778,4.07852852,0.34199647,2.25631597,0.01788716,0.08628509,0.48054760,1.41401355,0.42972162,0.00000000
-5.12956478,4.06960009,0.33887558,2.23156976,0.01830969,0.08468377,0.48511050,1.43985519,0.42574143,0.00000000
-5.12356178,4.05430353,0.33566654,2.20287191,0.01870161,0.08299830,0.48912831,1.46363731,0.42149047,0.00000000
-5.11755878,4.03295945,0.33242091,2.17059916,0.01906033,0.08125210,0.49253275,1.48517183,0.41704080,0.00000000
-5.11155578,4.00594198,0.32918980,2.13515199,0.01938353,0.07946841,0.49524811,1.50431425,0.41246611,0.00000000
-5.10555278,3.97369670,0.32602609,2.09695714,0.01966933,0.07767039,0.49719597,1.52097905,0.40784423,0.00000000
-5.09954977,3.93675919,0.32298664,2.05647107,0.01991650,0.07588141,0.49830068,1.53515392,0.40325959,0.00000000
-5.09354677,3.89577200,0.32013441,2.01418365,0.02012457,0.07412520,0.49849491,1.54691150,0.39880542,0.00000000
-5.08754377,3.85149773,0.31754011,1.97062083,0.02029405,0.07242606,0.49772526,1.55641765,0.39458548,0.00000000
-5.08154077,3.80482611,0.31528309,1.92634565,0.02042645,0.07080887,0.49595722,1.56393527,0.39071481,0.00000000
-5.07553777,3.75677317,0.31345149,1.88195640,0.02052438,0.06929906,0.49317934,1.56982311,0.38731955,0.00000000
-5.06953477,3.70847113,0.31214121,1.83808142,0.02059154,0.06792233,0.48940619,1.57452881,0.38453549,0.00000000
-5.06353177,3.66114814,0.31145392,1.79537004,0.02063256,0.06670422,0.48467985,1.57857647,0.38250531,0.00000000
-5.05752876,3.61609794,0.31149385,1.75447954,0.02065293,0.06566952,0.47906995,1.58254855,0.38137453,0.00000000
-5.05152576,3.57464000,0.31236364,1.71605825,0.02065870,0.06484149,0.47267197,1.58706310,0.38128622,0.00000000
-5.04552276,3.53807169,0.31415930,1.68072548,0.02065623,0.06424095,0.46560415,1.59274700,0.38237473,0.00000000
-5.03951976,3.50761456,0.31696451,1.64904895,0.02065187,0.06388528,0.45800291,1.60020659,0.38475866,0.00000000
-5.03351676,3.48435756,0.32084467,1.62152107,0.02065155,0.06378739,0.45001726,1.60999717,0.38853351,0.00000000
-5.02751376,3.46920035,0.32584090,1.59853522,0.02066046,0.06395474,0.44180238,1.62259313,0.39376434,0.00000000
-5.02151076,3.46280003,0.33196448,1.58036357,0.02068269,0.06438839,0.43351288,1.63836027,0.40047891,0.00000000
-5.01550775,3.46552485,0.33919201,1.56713794,0.02072093,0.06508231,0.42529605,1.65753225,0.40866185,0.00000000
-5.00950475,3.47741798,0.34746179,1.55883494,0.02077623,0.06602279,0.41728563,1.68019250,0.41825020,0.00000000
-5.00350175,3.49817418,0.35667153,1.55526676,0.02084783,0.06718823,0.40959631,1.70626310,0.42913068,0.00000000
-4.99749875,3.52713149,0.36667782,1.55607837,0.02093308,0.06854918,0.40231955,1.73550139,0.44113910,0.00000000
-4.99149575,3.56327929,0.37729743,1.56075191,0.02102752,0.07006871,0.39552069,1.76750509,0.45406201,0.00000000
-4.98549275,3.60528321,0.38831060,1.56861817,0.02112502,0.07170316,0.38923770,1.80172582,0.46764074,0.00000000
-4.97948974,3.65152630,0.39946612,1.57887536,0.02121799,0.07340318,0.38348159,1.83749066,0.48157773,0.00000000
-4.97348674,3.70016509,0.41048825,1.59061408,0.02129776,0.07511506,0.37823839,1.87403097,0.49554495,0.00000000
-4.96748374,3.74919822,0.42108511,1.60284798,0.02135499,0.07678233,0.37347261,1.91051698,0.50919420,0.00000000
-4.96148074,3.79654433,0.43095829,1.61454834,0.02138013,0.07834755,0.36913192,1.94609662,0.52216874,0.00000000
-4.95547774,3.84012579,0.43981317,1.62468136,0.02136390,0.07975417,0.36515268,1.97993635,0.53411582,0.00000000
-4.94947474,3.87795389,0.44736963,1.63224624,0.02129785,0.08094846,0.36146613,2.01126209,0.54469946,0.00000000
-4.94347174,3.90821147,0.45337253,1.63631234,0.02117476,0.08188137,0.35800464,2.03939782,0.55361297,0.00000000
-4.93746873,3.92932866,0.45760154,1.63605362,0.02098910,0.08251026,0.35470773,2.06379976,0.56059045,0.00000000
-4.93146573,3.94004800,0.45987985,1.63077891,0.02073734,0.08280038,0.35152749,2.08408423,0.56541694,0.00000000
-4.92546273,3.93947568,0.46008137,1.61995647,0.02041822,0.08272612,0.34843302,2.10004740,0.56793637,0.00000000
-4.91945973,3.92711629,0.45813601,1.60323188,0.02003289,0.08227188,0.34541368,2.11167599,0.56805736,0.00000000
-4.91345673,3.90288959,0.45403293,1.58043855,0.01958490,0.08143255,0.34248089,2.11914790,0.56575614,0.00000000
-4.90745373,3.86712847,0.44782145,1.55160055,0.01908012,0.08021367,0.33966841,2.12282289,0.56107686,0.00000000
-4.90145073,3.82055858,0.43960978,1.51692781,0.01852657,0.07863108,0.33703117,2.12322351,0.55412907,0.00000000
-4.89544772,3.76426094,0.42956153,1.47680420,0.01793406,0.07671030,0.33464264,2.12100742,0.54508261,0.00000000
-4.88944472,3.69961969,0.41789021,1.43176928,0.01731386,0.07448546,0.33259095,2.11693235,0.53416016,0.00000000
-4.88344172,3.62825789,0.40485206,1.38249485,0.01667824,0.07199804,0.33097412,2.11181586,0.52162798,0.00000000
-4.87743872,3.55196511,0.39073749,1.32975751,0.01603999,0.06929532,0.32989452,2.10649178,0.50778517,0.00000000
-4.87143572,3.47262036,0.37586152,1.27440881,0.01541195,0.06642865,0.32945312,2.10176600,0.49295214,0.00000000
-4.86543272,3.39211459,0.36055378,1.21734436,0.01480656,0.06345172,0.32974375,2.09837384,0.47745871,0.00000000
-4.85942971,3.31227657,0.34514826,1.15947327,0.01423535,0.06041873,0.33084777,2.09694149,0.46163258,0.00000000
-4.85342671,3.23480564,0.32997345,1.10168947,0.01370865,0.05738272,0.33282955,2.09795362,0.44578850,0.00000000
-4.84742371,3.16121436,0.31534308,1.04484567,0.01323519,0.05439395,0.33573288,2.10172887,0.43021875,0.00000000
-4.84142071,3.09278355,0.30154782,0.98973122,0.01282194,0.05149852,0.33957872,2.10840469,0.41518508,0.00000000
-4.83541771,3.03053104,0.28884816,0.93705417,0.01247390,0.04873719,0.34436421,2.11793224,0.40091262,0.00000000
-4.82941471,2.97519520,0.27746870,0.88742808,0.01219406,0.04614454,0.35006313,2.13008171,0.38758559,0.00000000
-4.82341171,2.92723277,0.26759379,0.84136352,0.01198339,0.04374827,0.35662769,2.14445754,0.37534507,0.00000000
-4.81740870,2.88683045,0.25936472,0.79926412,0.01184096,0.04156890,0.36399160,2.16052298,0.36428866,0.00000000
-4.81140570,2.85392844,0.25287826,0.76142675,0.01176409,0.03961972,0.37207405,2.17763228,0.35447178,0.00000000
-4.80540270,2.82825393,0.24818661,0.72804522,0.01174851,0.03790691,0.38078452,2.19506890,0.34591056,0.00000000
-4.79939970,2.80936184,0.24529850,0.69921694,0.01178863,0.03643002,0.39002802,2.21208768,0.33858577,0.00000000
-4.79339670,2.79668021,0.24418128,0.67495158,0.01187779,0.03518248,0.39971041,2.22795854,0.33244778,0.00000000
-4.78739370,2.78955731,0.24476401,0.65518122,0.01200852,0.03415240,0.40974356,2.24200945,0.32742190,0.00000000
-4.78139070,2.78730772,0.24694114,0.63977112,0.01217282,0.03332335,0.42004988,2.25366644,0.32341411,0.00000000
-4.77538769,2.78925500,0.25057677,0.62853057,0.01236239,0.03267533,0.43056617,2.26248848,0.32031660,0.00000000
-4.76938469,2.79476885,0.25550932,0.62122329,0.01256884,0.03218566,0.44124631,2.26819553,0.31801319,0.00000000
-4.76338169,2.80329512,0.26155639,0.61757701,0.01278392,0.03182995,0.45206287,2.27068836,0.31638412,0.00000000
-4.75737869,2.81437761,0.26851982,0.61729207,0.01299968,0.03158295,0.46300733,2.27005909,0.31531040,0.00000000
-4.75137569,2.82767108,0.27619072,0.62004871,0.01320857,0.03141944,0.47408916,2.26659218,0.31467736,0.00000000
-4.74537269,2.84294551,0.28435453,0.62551337,0.01340359,0.03131497,0.48533346,2.26075566,0.31437750,0.00000000
-4.73936968,2.86008197,0.29279581,0.63334383,0.01357836,0.03124655,0.49677770,2.25318324,0.31431269,0.00000000
-4.73336668,2.87906101,0.30130297,0.64319345,0.01372715,0.03119317,0.50846738,2.24464809,0.31439555,0.00000000
-4.72736368,2.89994474,0.30967261,0.65471480,0.01384495,0.03113630,0.52045108,2.23602968,0.31455034,0.00000000
-4.72136068,2.92285396,0.31771361,0.66756267,0.01392750,0.03106025,0.53277502,2.22827507,0.31471313,0.00000000
-4.71535768,2.94794204,0.32525071,0.68139699,0.01397127,0.03095237,0.54547754,2.22235661,0.31483164,0.00000000
-4.70935468,2.97536700,0.33212776,0.69588541,0.01397351,0.03080322,0.55858368,2.21922780,0.31486458,0.00000000
-4.70335168,3.00526353,0.33821035,0.71070610,0.01393223,0.03060657,0.57210017,2.21977933,0.31478067,0.00000000
-4.69734867,3.03771638,0.34338793,0.72555052,0.01384623,0.03035941,0.58601122,2.22479717,0.31455752,0.00000000
-4.69134567,3.07273658,0.34757530,0.74012630,0.01371506,0.03006175,0.60027515,2.23492462,0.31418019,0.00000000
-4.68534267,3.11024161,0.35071350,0.75416030,0.01353904,0.02971644,0.61482222,2.25062980,0.31363985,0.00000000
-4.67933967,3.15004056,0.35277008,0.76740156,0.01331926,0.02932892,0.62955378,2.27218007,0.31293223,0.00000000
-4.67333667,3.19182496,0.35373869,0.77962425,0.01305752,0.02890689,0.64434278,2.29962456,0.31205630,0.00000000
-4.66733367,3.23516594,0.35363819,0.79063038,0.01275632,0.02845996,0.65903582,2.33278546,0.31101288,0.00000000
-4.66133067,3.27951770,0.35251108,0.80025219,0.01241884,0.02799928,0.67345660,2.37125878,0.30980355,0.00000000
-4.65532766,3.32422754,0.35042152,0.80835411,0.01204884,0.02753716,0.68741074,2.41442438,0.30842969,0.00000000
-4.64932466,3.36855182,0.34745296,0.81483408,0.01165062,0.02708666,0.70069192,2.46146523,0.30689176,0.00000000
-4.64332166,3.41167768,0.34370531,0.81962434,0.01122896,0.02666118,0.71308893,2.51139525,0.30518890,0.00000000
