energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up
-5.77188594,4.52748710,0.74500534,3.87445936,0.02487236,0.11004981,0.00647226,0.41792600
-5.76588294,4.60625224,0.74138989,3.96013786,0.02469290,0.10995258,0.00649684,0.41000758
-5.75987994,4.68647616,0.74052209,4.04540730,0.02456394,0.11029512,0.00650713,0.40298968
-5.75387694,4.76664446,0.74213941,4.12894310,0.02448866,0.11102455,0.00650285,0.39678748
-5.74787394,4.84519902,0.74593054,4.20940640,0.02446798,0.11208157,0.00648385,0.39130535
-5.74187094,4.92057313,0.75154196,4.28547438,0.02450063,0.11340140,0.00645007,0.38643935
-5.73586793,4.99123005,0.75858624,4.35587321,0.02458327,0.11491495,0.00640154,0.38207992
-5.72986493,5.05570397,0.76665166,4.41941245,0.02471063,0.11655020,0.00633832,0.37811490
-5.72386193,5.11264188,0.77531304,4.47501967,0.02487582,0.11823383,0.00626049,0.37443263
-5.71785893,5.16084474,0.78414340,4.52177387,0.02507060,0.11989298,0.00616821,0.37092525
-5.71185593,5.19930595,0.79272601,4.55893594,0.02528574,0.12145719,0.00606163,0.36749204
-5.70585293,5.22724536,0.80066641,4.58597471,0.02551136,0.12286038,0.00594103,0.36404262
-5.69984992,5.24413682,0.80760390,4.60258686,0.02573733,0.12404276,0.00580674,0.36050006
-5.69384692,5.24972760,0.81322196,4.60870956,0.02595353,0.12495277,0.00565923,0.35680352
-5.68784392,5.24404857,0.81725722,4.60452470,0.02615024,0.12554870,0.00549908,0.35291049
-5.68184092,5.22741390,0.81950645,4.59045419,0.02631835,0.12580009,0.00532705,0.34879840
-5.67583792,5.20041020,0.81983140,4.56714609,0.02644960,0.12568882,0.00514408,0.34446543
-5.66983492,5.16387513,0.81816105,4.53545214,0.02653675,0.12520971,0.00495127,0.33993062
-5.66383192,5.11886633,0.81449141,4.49639724,0.02657369,0.12437070,0.00474991,0.33523298
-5.65782891,5.06662185,0.80888269,4.45114243,0.02655547,0.12319256,0.00454143,0.33042985
-5.65182591,5.00851394,0.80145413,4.40094291,0.02647836,0.12170809,0.00432745,0.32559436
-5.64582291,4.94599827,0.79237670,4.34710296,0.02633976,0.11996091,0.00410965,0.32081218
-5.63981991,4.88056093,0.78186406,4.29093004,0.02613818,0.11800377,0.00388983,0.31617767
-5.63381691,4.81366561,0.77016230,4.23368992,0.02587309,0.11589660,0.00366981,0.31178960
-5.62781391,4.74670338,0.75753886,4.17656503,0.02554489,0.11370426,0.00345144,0.30774655
-5.62181091,4.68094715,0.74427122,4.12061772,0.02515473,0.11149415,0.00323649,0.30414234
-5.61580790,4.61751276,0.73063593,4.06675989,0.02470443,0.10933373,0.00302668,0.30106160
-5.60980490,4.55732802,0.71689833,4.01573004,0.02419635,0.10728809,0.00282360,0.29857566
-5.60380190,4.50111073,0.70330351,3.96807842,0.02363331,0.10541773,0.00262867,0.29673898
-5.59779890,4.44935609,0.69006862,3.92416041,0.02301851,0.10377638,0.00244315,0.29558635
-5.59179590,4.40233344,0.67737700,3.88413793,0.02235546,0.10240933,0.00226808,0.29513075
-5.58579290,4.36009178,0.66537404,3.84798815,0.02164794,0.10135191,0.00210430,0.29536222
-5.57978989,4.32247325,0.65416485,3.81551865,0.02089997,0.10062847,0.00195240,0.29624752
-5.57378689,4.28913321,0.64381363,3.78638776,0.02011576,0.10025167,0.00181274,0.29773079
-5.56778389,4.25956555,0.63434459,3.76012876,0.01929974,0.10022230,0.00168546,0.29973498
-5.56178089,4.23313167,0.62574424,3.73617652,0.01845652,0.10052931,0.00157050,0.30216404
-5.55577789,4.20909159,0.61796464,3.71389516,0.01759089,0.10115036,0.00146758,0.30490585
-5.54977489,4.18663567,0.61092757,3.69260563,0.01670780,0.10205260,0.00137624,0.30783557
-5.54377189,4.16491572,0.60452912,3.67161182,0.01581234,0.10319378,0.00129587,0.31081941
-5.53776888,4.14307430,0.59864474,3.65022464,0.01490972,0.10452359,0.00122576,0.31371865
-5.53176588,4.12027151,0.59313426,3.62778318,0.01400520,0.10598522,0.00116508,0.31639378
-5.52576288,4.09570867,0.58784697,3.60367276,0.01310407,0.10751701,0.00111295,0.31870849
-5.51975988,4.06864851,0.58262656,3.57733952,0.01221156,0.10905424,0.00106849,0.32053363
-5.51375688,4.03843207,0.57731587,3.54830183,0.01133278,0.11053103,0.00103080,0.32175079
-5.50775388,4.00449214,0.57176146,3.51615867,0.01047266,0.11188213,0.00099907,0.32225565
-5.50175088,3.96636386,0.56581792,3.48059529,0.00963585,0.11304479,0.00097256,0.32196077
-5.49574787,3.92369267,0.55935205,3.44138680,0.00882666,0.11396053,0.00095064,0.32079799
-5.48974487,3.87624014,0.55224678,3.39840004,0.00804899,0.11457677,0.00093286,0.31872035
-5.48374187,3.82388806,0.54440496,3.35159426,0.00730626,0.11484836,0.00091894,0.31570336
-5.47773887,3.76664124,0.53575276,3.30102102,0.00660136,0.11473889,0.00090878,0.31174588
-5.47173587,3.70462909,0.52624289,3.24682366,0.00593665,0.11422181,0.00090253,0.30687034
-5.46573287,3.63810631,0.51585731,3.18923646,0.00531387,0.11328123,0.00090054,0.30112252
-5.45972986,3.56745253,0.50460942,3.12858368,0.00473422,0.11191249,0.00090339,0.29457071
-5.45372686,3.49317080,0.49254547,3.06527818,0.00419829,0.11012242,0.00091189,0.28730449
-5.44772386,3.41588461,0.47974526,2.99981969,0.00370613,0.10792917,0.00092703,0.27943291
-5.44172086,3.33633322,0.46632172,2.93279212,0.00325731,0.10536187,0.00095000,0.27108232
-5.43571786,3.25536461,0.45241945,2.86485970,0.00285090,0.10245978,0.00098211,0.26239369
-5.42971486,3.17392586,0.43821201,2.79676144,0.00248557,0.09927124,0.00102480,0.25351958
-5.42371186,3.09305045,0.42389805,2.72930341,0.00215966,0.09585227,0.00107953,0.24462079
-5.41770885,3.01384216,0.40969616,2.66334856,0.00187123,0.09226493,0.00114774,0.23586268
-5.41170585,2.93745545,0.39583874,2.59980368,0.00161810,0.08857548,0.00123083,0.22741130
-5.40570285,2.86507226,0.38256481,2.53960331,0.00139797,0.08485238,0.00133002,0.21942939
-5.39969985,2.79787549,0.37011216,2.48369072,0.00120843,0.08116422,0.00144632,0.21207226
-5.39369685,2.73701959,0.35870906,2.43299604,0.00104702,0.07757765,0.00158045,0.20548381
-5.38769385,2.68359884,0.34856584,2.38841195,0.00091129,0.07415538,0.00173278,0.19979258
-5.38169085,2.63861433,0.33986671,2.35076760,0.00079883,0.07095428,0.00190323,0.19510818
-5.37568784,2.60294058,0.33276217,2.32080151,0.00070731,0.06802373,0.00209128,0.19151800
-5.36968484,2.57729309,0.32736230,2.29913435,0.00063448,0.06540420,0.00229585,0.18908446
-5.36368184,2.56219808,0.32373138,2.28624279,0.00057821,0.06312620,0.00251536,0.18784282
-5.35767884,2.55796578,0.32188395,2.28243546,0.00053650,0.06120944,0.00274764,0.18779969
-5.35167584,2.56466847,0.32178270,2.28783216,0.00050747,0.05966256,0.00298999,0.18893227
-5.34567284,2.58212451,0.32333809,2.30234745,0.00048935,0.05848304,0.00323920,0.19118844
-5.33966983,2.60988936,0.32641003,2.32567957,0.00048053,0.05765760,0.00349160,0.19448760
-5.33366683,2.64725412,0.33081135,2.35730535,0.00047949,0.05716294,0.00374314,0.19872244
-5.32766383,2.69325226,0.33631309,2.39648183,0.00048484,0.05696669,0.00398948,0.20376137
-5.32166083,2.74667450,0.34265132,2.44225473,0.00049529,0.05702880,0.00422610,0.20945179
-5.31565783,2.80609163,0.34953530,2.49347382,0.00050968,0.05730295,0.00444843,0.21562391
-5.30965483,2.86988468,0.35665658,2.54881491,0.00052691,0.05773827,0.00465198,0.22209509
-5.30365183,2.93628165,0.36369871,2.60680787,0.00054599,0.05828105,0.00483250,0.22867457
-5.29764882,3.00339958,0.37034710,2.66586991,0.00056602,0.05887649,0.00498606,0.23516835
-5.29164582,3.06929060,0.37629881,2.72434298,0.00058618,0.05947045,0.00510925,0.24138419
-5.28564282,3.13199052,0.38127161,2.78053433,0.00060574,0.06001103,0.00519924,0.24713641
-5.27963982,3.18956843,0.38501224,2.83275869,0.00062404,0.06045001,0.00525389,0.25225048
-5.27363682,3.24017560,0.38730336,2.87938098,0.00064052,0.06074415,0.00527183,0.25656719
-5.26763382,3.28209229,0.38796912,2.91885805,0.00065468,0.06085620,0.00525250,0.25994626
-5.26163082,3.31377103,0.38687907,2.94977827,0.00066614,0.06075565,0.00519618,0.26226933
-5.25562781,3.33387513,0.38395037,2.97089789,0.00067455,0.06041926,0.00510395,0.26344228
-5.24962481,3.34131138,0.37914836,2.98117288,0.00067969,0.05983130,0.00497765,0.26339676
-5.24362181,3.33525619,0.37248547,2.97978571,0.00068141,0.05898357,0.00481986,0.26209101
-5.23761881,3.31517444,0.36401860,2.96616615,0.00067963,0.05787513,0.00463372,0.25950996
-5.23161581,3.28083084,0.35384529,2.94000566,0.00067436,0.05651186,0.00442292,0.25566456
-5.22561281,3.23229364,0.34209877,2.90126506,0.00066570,0.05490590,0.00419150,0.25059056
-5.21960980,3.16993066,0.32894228,2.85017539,0.00065380,0.05307485,0.00394374,0.24434665
-5.21360680,3.09439813,0.31456275,2.78723192,0.00063892,0.05104092,0.00368404,0.23701218
-5.20760380,3.00662263,0.29916443,2.71318166,0.00062137,0.04883009,0.00341680,0.22868449
-5.20160080,2.90777684,0.28296232,2.62900479,0.00060153,0.04647111,0.00314623,0.21947590
-5.19559780,2.79924988,0.26617603,2.53589043,0.00057986,0.04399460,0.00287635,0.20951061
-5.18959480,2.68261302,0.24902395,2.43520767,0.00055687,0.04143217,0.00261080,0.19892145
-5.18359180,2.55958194,0.23171809,2.32847252,0.00053315,0.03881556,0.00235282,0.18784663
-5.17758879,2.43197627,0.21445966,2.21731178,0.00050934,0.03617593,0.00210521,0.17642660
-5.17158579,2.30167785,0.19743533,2.10342489,0.00048614,0.03354315,0.00187025,0.16480106
-5.16558279,2.17058845,0.18081442,1.98854471,0.00046432,0.03094527,0.00164975,0.15310622
-5.15957979,2.04058832,0.16474687,1.87439825,0.00044469,0.02840800,0.00144500,0.14147229
-5.15357679,1.91349634,0.14936195,1.76266859,0.00042813,0.02595444,0.00125683,0.13002134
-5.14757379,1.79103286,0.13476769,1.65495860,0.00041559,0.02360472,0.00108566,0.11886551
-5.14157079,1.67478596,0.12105102,1.55275769,0.00040805,0.02137592,0.00093149,0.10810558
-5.13556778,1.56618181,0.10827834,1.45741202,0.00040656,0.01928192,0.00079402,0.09782992
-5.12956478,1.46645965,0.09649657,1.37009893,0.00041223,0.01733344,0.00067265,0.08811387
-5.12356178,1.37665180,0.08573458,1.29180600,0.00042620,0.01553811,0.00056658,0.07901938
-5.11755878,1.29756883,0.07600480,1.22331499,0.00044962,0.01390057,0.00047485,0.07059508
-5.11155578,1.22978992,0.06730499,1.16519074,0.00048370,0.01242264,0.00039639,0.06287661
-5.10555278,1.17365837,0.05962005,1.11777514,0.00052960,0.01110357,0.00033007,0.05588717
-5.09954977,1.12928205,0.05292390,1.08118590,0.00058849,0.00994025,0.00027473,0.04963834
-5.09354677,1.09653848,0.04718114,1.05531998,0.00066144,0.00892748,0.00022926,0.04413096
-5.08754377,1.07508408,0.04234878,1.03986134,0.00074944,0.00805824,0.00019256,0.03935620
-5.08154077,1.06436742,0.03837763,1.03429266,0.00085335,0.00732400,0.00016363,0.03529661
-5.07553777,1.06364590,0.03521366,1.03791069,0.00097382,0.00671497,0.00014154,0.03192721
-5.06953477,1.07200543,0.03279909,1.04984482,0.00111128,0.00622040,0.00012545,0.02921651
-5.06353177,1.08838291,0.03107341,1.06907852,0.00126587,0.00582891,0.00011467,0.02712752
-5.05752876,1.11159093,0.02997411,1.09447327,0.00143741,0.00552866,0.00010858,0.02561865
-5.05152576,1.14034440,0.02943738,1.12479451,0.00162532,0.00530773,0.00010671,0.02464449
-5.04552276,1.17328878,0.02939867,1.15873934,0.00182864,0.00515431,0.00010872,0.02415662
-5.03951976,1.20902945,0.02979318,1.19496549,0.00204594,0.00505695,0.00011441,0.02410422
-5.03351676,1.24616182,0.03055632,1.23212104,0.00227536,0.00500482,0.00012374,0.02443472
-5.02751376,1.28330174,0.03162419,1.26887452,0.00251456,0.00498794,0.00013686,0.02509436
-5.02151076,1.31911571,0.03293403,1.30394468,0.00276081,0.00499739,0.00015411,0.02602882
-5.01550775,1.35235028,0.03442484,1.33612955,0.00301093,0.00502551,0.00017608,0.02718382
-5.00950475,1.38186018,0.03603799,1.36433392,0.00326145,0.00506611,0.00020363,0.02850575
-5.00350175,1.40663443,0.03771799,1.38759489,0.00350861,0.00511467,0.00023797,0.02994245
-4.99749875,1.42581996,0.03941331,1.40510457,0.00374848,0.00516850,0.00028070,0.03144397
-4.99149575,1.43874201,0.04107733,1.41622965,0.00397709,0.00522692,0.00033388,0.03296344
-4.98549275,1.44492101,0.04266938,1.42052704,0.00419051,0.00529143,0.00040012,0.03445801
-4.97948974,1.44408525,0.04415578,1.41775540,0.00438502,0.00536584,0.00048265,0.03588983
-4.97348674,1.43617914,0.04551097,1.40788208,0.00455721,0.00545638,0.00058542,0.03722700
-4.96748374,1.42136690,0.04671852,1.39108548,0.00470412,0.00557187,0.00071319,0.03844458
-4.96148074,1.40003151,0.04777221,1.36775264,0.00482338,0.00572373,0.00087158,0.03952549
-4.95547774,1.37276896,0.04867689,1.33847236,0.00491327,0.00592607,0.00106720,0.04046127
-4.94947474,1.34037818,0.04944922,1.30402396,0.00497286,0.00619574,0.00130766,0.04125280
-4.94347174,1.30384675,0.05011819,1.26536221,0.00500202,0.00655225,0.00160163,0.04191070
-4.93746873,1.26433290,0.05072544,1.22359884,0.00500151,0.00701770,0.00195886,0.04245561
-4.93146573,1.22314422,0.05132521,1.17998105,0.00497294,0.00761666,0.00239011,0.04291810
-4.92546273,1.18171354,0.05198402,1.13586776,0.00491875,0.00837593,0.00290712,0.04333838
-4.91945973,1.14157255,0.05278000,1.09270394,0.00484218,0.00932420,0.00352246,0.04376563
-4.91345673,1.10432338,0.05380178,1.05199361,0.00474718,0.01049166,0.00424932,0.04425709
-4.90745373,1.07160875,0.05514710,1.01527184,0.00463827,0.01190949,0.00510133,0.04487670
-4.90145073,1.04508096,0.05692089,0.98407617,0.00452042,0.01360915,0.00609217,0.04569360
-4.89544772,1.02636987,0.05923309,0.95991763,0.00439894,0.01562171,0.00723526,0.04678025
-4.88944472,1.01705029,0.06219601,0.94425159,0.00427923,0.01797692,0.00854329,0.04821031
-4.88344172,1.01860887,0.06592138,0.93844863,0.00416670,0.02070224,0.01002777,0.05005635
-4.87743872,1.03241081,0.07051707,0.94376552,0.00406654,0.02382182,0.01169849,0.05238740
-4.87143572,1.05966662,0.07608360,0.96131656,0.00398357,0.02735533,0.01356300,0.05526641
-4.86543272,1.10139939,0.08271045,0.99204551,0.00392209,0.03131687,0.01562609,0.05874769
-4.85942971,1.15841303,0.09047223,1.03669838,0.00388575,0.03571380,0.01788930,0.06287441
-4.85342671,1.23126225,0.09942498,1.09579788,0.00387741,0.04054574,0.02035040,0.06767628
-4.84742371,1.32022503,0.10960253,1.16961975,0.00389908,0.04580357,0.02300311,0.07316742
-4.84142071,1.42527855,0.12101314,1.25817220,0.00395180,0.05146868,0.02583674,0.07934458
-4.83541771,1.54607991,0.13363661,1.36117912,0.00403568,0.05751241,0.02883609,0.08618577
-4.82941471,1.68195263,0.14742192,1.47806826,0.00414983,0.06389579,0.03198145,0.09364938
-4.82341171,1.83188028,0.16228565,1.60796536,0.00429244,0.07056952,0.03524868,0.10167385
-4.81740870,1.99450844,0.17811121,1.74969543,0.00446083,0.07747439,0.03860959,0.11017803
-4.81140570,2.16815594,0.19474916,1.90179195,0.00465153,0.08454193,0.04203234,0.11906218
-4.80540270,2.35083624,0.21201851,2.06251488,0.00486043,0.09169554,0.04548210,0.12820961
-4.79939970,2.54028924,0.22970928,2.22987785,0.00508291,0.09885187,0.04892173,0.13748909
-4.79339670,2.73402367,0.24758618,2.40168468,0.00531405,0.10592253,0.05231265,0.14675789
-4.78739370,2.92936945,0.26539340,2.57557475,0.00554876,0.11281607,0.05561571,0.15586536
-4.78139070,3.12353902,0.28286054,2.74907658,0.00578205,0.11944013,0.05879215,0.16465702
-4.77538769,3.31369608,0.29970931,2.91966814,0.00600919,0.12570372,0.06180449,0.17297902
-4.76938469,3.49702961,0.31566102,3.08484216,0.00622591,0.13151947,0.06461743,0.18068282
-4.76338169,3.67083074,0.33044451,3.24217431,0.00642860,0.13680595,0.06719864,0.18762984
-4.75737869,3.83256949,0.34380416,3.38939159,0.00661448,0.14148966,0.06951940,0.19369603
-4.75137569,3.97996850,0.35550783,3.52443841,0.00678173,0.14550698,0.07155519,0.19877604
-4.74537269,4.11107047,0.36535423,3.64553738,0.00692962,0.14880573,0.07328609,0.20278695
-4.73936968,4.22429649,0.37317956,3.75124222,0.00705852,0.15134636,0.07469695,0.20567123
-4.73336668,4.31849250,0.37886297,3.84048036,0.00716998,0.15310284,0.07577757,0.20739892
-4.72736368,4.39296181,0.38233069,3.91258309,0.00726666,0.15406310,0.07652258,0.20796887
-4.72136068,4.44748188,0.38355858,3.96730195,0.00735227,0.15422907,0.07693133,0.20740895
-4.71535768,4.48230476,0.38257301,4.00481018,0.00743143,0.15361634,0.07700761,0.20577525
-4.70935468,4.49814089,0.37944994,4.02568948,0.00750953,0.15225353,0.07675937,0.20315029
-4.70335168,4.49612711,0.37431235,4.03090229,0.00759245,0.15018125,0.07619836,0.19964023
-4.69734867,4.47778030,0.36732598,4.02175119,0.00768638,0.14745096,0.07533981,0.19537129
-4.69134567,4.44493901,0.35869369,3.99982713,0.00779752,0.14412359,0.07420212,0.19048549
-4.68534267,4.39969564,0.34864867,3.96694920,0.00793176,0.14026803,0.07280661,0.18513590
-4.67933967,4.34432257,0.33744676,3.92509865,0.00809448,0.13595962,0.07117725,0.17948151
-4.67333667,4.28119563,0.32535826,3.87635047,0.00829016,0.13127867,0.06934054,0.17368215
-4.66733367,4.21271828,0.31265959,3.82280546,0.00852222,0.12630894,0.06732537,0.16789339
-4.66133067,4.14124988,0.29962513,3.76652598,0.00879273,0.12113634,0.06516291,0.16226187
-4.65532766,4.06904097,0.28651955,3.70947809,0.00910226,0.11584763,0.06288657,0.15692106
-4.64932466,3.99817794,0.27359106,3.65348205,0.00944974,0.11052928,0.06053185,0.15198771
-4.64332166,3.93053878,0.26106555,3.60017305,0.00983243,0.10526646,0.05813625,0.14755909
-4.63731866,3.86776106,0.24914208,3.55097298,0.01024587,0.10014213,0.05573903,0.14371106
-4.63131566,3.81122219,0.23798954,3.50707339,0.01068400,0.09523614,0.05338090,0.14049699
-4.62531266,3.76203161,0.22774478,3.46942936,0.01113927,0.09062452,0.05110367,0.13794764
-4.61930965,3.72103366,0.21851192,3.43876289,0.01160285,0.08637863,0.04894964,0.13607176
-4.61330665,3.68881946,0.21036285,3.41557456,0.01206490,0.08256445,0.04696101,0.13485756
-4.60730365,3.66574561,0.20333876,3.40016114,0.01251486,0.07924181,0.04517905,0.13427467
-4.60130065,3.65195743,0.19745247,3.39263724,0.01294181,0.07646353,0.04364321,0.13427674
-4.59529765,3.64741441,0.19269140,3.39295866,0.01333485,0.07427460,0.04239015,0.13480425
-4.58929465,3.65191564,0.18902084,3.40094552,0.01368344,0.07271131,0.04145267,0.13578763
-4.58329165,3.66512333,0.18638744,3.41630335,0.01397778,0.07180033,0.04085863,0.13715035
-4.57728864,3.68658316,0.18472267,3.43864099,0.01420917,0.07155787,0.04062991,0.13881193
-4.57128564,3.71574056,0.18394606,3.46748453,0.01437029,0.07198890,0.04078139,0.14069081
-4.56528264,3.75195271,0.18396820,3.50228713,0.01445544,0.07308641,0.04132008,0.14270676
-4.55927964,3.79449670,0.18469333,3.54243519,0.01446079,0.07483093,0.04224442,0.14478313
-4.55327664,3.84257484,0.18602157,3.58725171,0.01438442,0.07719021,0.04354369,0.14684851
-4.54727364,3.89531833,0.18785077,3.63599828,0.01422645,0.08011924,0.04519785,0.14883810
-4.54127064,3.95179115,0.19007806,3.68787719,0.01398897,0.08356058,0.04717748,0.15069465
-4.53526763,4.01099567,0.19260116,3.74203529,0.01367597,0.08744503,0.04944411,0.15236907
-4.52926463,4.07188187,0.19531952,3.79757125,0.01329319,0.09169274,0.05195092,0.15382074
-4.52326163,4.13336133,0.19813548,3.85354737,0.01284791,0.09621474,0.05464369,0.15501760
-4.51725863,4.19432694,0.20095538,3.90900698,0.01234874,0.10091480,0.05746206,0.15593614
-4.51125563,4.25367881,0.20369088,3.96299747,0.01180530,0.10569171,0.06034108,0.15656126
-4.50525263,4.31035584,0.20626030,4.01459889,0.01122795,0.11044179,0.06321307,0.15688613
-4.49924962,4.36337213,0.20859023,4.06295702,0.01062753,0.11506165,0.06600950,0.15691205
-4.49324662,4.41185647,0.21061712,4.10731944,0.01001505,0.11945104,0.06866308,0.15664832
-4.48724362,4.45509284,0.21228909,4.14707251,0.00940146,0.12351572,0.07110987,0.15611218
-4.48124062,4.49255928,0.21356752,4.18177687,0.00879739,0.12717015,0.07329127,0.15532872
-4.47523762,4.52396237,0.21442859,4.21119892,0.00821299,0.13034000,0.07515592,0.15433069
-4.46923462,4.54926462,0.21486452,4.23533574,0.00765777,0.13296424,0.07666131,0.15315836
-4.46323162,4.56870222,0.21488439,4.25443101,0.00714048,0.13499679,0.07777513,0.15185902
-4.45722861,4.58279114,0.21451439,4.26898026,0.00666901,0.13640762,0.07847623,0.15048643
-4.45122561,4.59232009,0.21379752,4.27972403,0.00625038,0.13718325,0.07875516,0.14909992
-4.44522261,4.59832986,0.21279255,4.28762840,0.00589070,0.13732662,0.07861425,0.14776316
-4.43921961,4.60207906,0.21157233,4.29385322,0.00559518,0.13685635,0.07806732,0.14654268
-4.43321661,4.60499756,0.21022132,4.29970904,0.00536812,0.13580540,0.07713881,0.14550601
-4.42721361,4.60862949,0.20883263,4.30660462,0.00521294,0.13421927,0.07586270,0.14471957
-4.42121061,4.61456846,0.20750441,4.31598753,0.00513220,0.13215375,0.07428094,0.14424634
-4.41520760,4.62438823,0.20633601,4.32928068,0.00512762,0.12967238,0.07244168,0.14414339
-4.40920460,4.63957247,0.20542388,4.34781844,0.00520005,0.12684382,0.07039733,0.14445943
-4.40320160,4.66144730,0.20485742,4.37278533,0.00534952,0.12373905,0.06820252,0.14523242
-4.39719860,4.69112015,0.20471520,4.40516096,0.00557515,0.12042886,0.06591207,0.14648746
-4.39119560,4.72942832,0.20506136,4.44567394,0.00587519,0.11698137,0.06357903,0.14823502
-4.38519260,4.77689996,0.20594280,4.49476736,0.00624698,0.11346005,0.06125292,0.15046965
-4.37918959,4.83372934,0.20738691,4.55257752,0.00668690,0.10992205,0.05897829,0.15316932
-4.37318659,4.89976791,0.20940026,4.61892710,0.00719036,0.10641696,0.05679343,0.15629532
-4.36718359,4.97453122,0.21196810,4.69333287,0.00775184,0.10298618,0.05472956,0.15979295
-4.36118059,5.05722138,0.21505487,4.77502753,0.00836482,0.09966262,0.05281034,0.16359285
-4.35517759,5.14676366,0.21860549,4.86299426,0.00902190,0.09647094,0.05105170,0.16761301
-4.34917459,5.24185515,0.22254760,4.95601219,0.00971480,0.09342813,0.04946204,0.17176140
-4.34317159,5.34102298,0.22679439,5.05271035,0.01043450,0.09054446,0.04804275,0.17593904
-4.33716858,5.44268905,0.23124806,5.15162717,0.01117130,0.08782458,0.04678899,0.18004345
-4.33116558,5.54523801,0.23580369,5.25127294,0.01191507,0.08526885,0.04569059,0.18397237
-4.32516258,5.64708539,0.24035325,5.35019186,0.01265531,0.08287470,0.04473324,0.18762740
-4.31915958,5.74674251,0.24478969,5.44702119,0.01338144,0.08063786,0.04389960,0.19091763
-4.31315658,5.84287569,0.24901086,5.54054483,0.01408297,0.07855367,0.04317052,0.19376293
-4.30715358,5.93435698,0.25292311,5.62973913,0.01474975,0.07661800,0.04252621,0.19609676
