energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.71785893,5.50877960,1.92422510,2.39324556,0.01255627,0.98352750,0.07734509,1.50815662
-5.71185593,5.30656119,1.86378891,2.29503606,0.01191128,0.93617562,0.07606009,1.46899066
-5.70585293,5.12923109,1.81498829,2.20884233,0.01125554,0.89716967,0.07475370,1.43070577
-5.69984992,4.97765978,1.77759800,2.13519589,0.01059800,0.86638668,0.07345210,1.39381311
-5.69384692,4.85245739,1.75120598,2.07452242,0.00994725,0.84363731,0.07218229,1.35880077
-5.68784392,4.75395829,1.73523749,2.02712491,0.00931131,0.82867197,0.07097124,1.32612057
-5.68184092,4.68220874,1.72898028,1.99316837,0.00869748,0.82118658,0.06984514,1.29617638
-5.67583792,4.63695837,1.73160964,1.97266716,0.00811219,0.82082786,0.06882857,1.26931441
-5.66983492,4.61765609,1.74221285,1.96547530,0.00756094,0.82719821,0.06794376,1.24581555
-5.66383192,4.62345098,1.75981231,1.97128047,0.00704825,0.83986031,0.06720990,1.22588999
-5.65782891,4.65319873,1.78338721,1.98960214,0.00657764,0.85834162,0.06664253,1.20967397
-5.65182591,4.70547406,1.81189341,2.01979410,0.00615166,0.88213885,0.06625312,1.19722876
-5.64582291,4.77858935,1.84428163,2.06105157,0.00577195,0.91072267,0.06604869,1.18854160
-5.63981991,4.87061958,1.87951399,2.11242296,0.00543925,0.94354281,0.06603173,1.18352866
-5.63381691,4.97943339,1.91657904,2.17282606,0.00515349,0.98003354,0.06620012,1.18203963
-5.62781391,5.10273004,1.95450547,2.24106831,0.00491388,1.01961983,0.06654737,1.18386394
-5.62181091,5.23808145,1.99237481,2.31587070,0.00471896,1.06172389,0.06706289,1.18873830
-5.61580790,5.38297854,2.02933299,2.39589463,0.00456668,1.10577229,0.06773247,1.19635534
-5.60980490,5.53488070,2.06460101,2.47977082,0.00445447,1.15120341,0.06853886,1.20637317
-5.60380190,5.69126704,2.09748462,2.56612958,0.00437928,1.19747496,0.06946242,1.21842566
-5.59779890,5.84968787,2.12738284,2.65363112,0.00433769,1.24407152,0.07048188,1.23213306
-5.59179590,6.00781481,2.15379518,2.74099523,0.00432592,1.29051168,0.07157505,1.24711284
-5.58579290,6.16348778,2.17632720,2.82702907,0.00433991,1.33635450,0.07271964,1.26299038
-5.57978989,6.31475729,2.19469415,2.91065212,0.00437540,1.38120516,0.07389396,1.27940926
-5.57378689,6.45992047,2.20872240,2.99091753,0.00442800,1.42471936,0.07507755,1.29604083
-5.56778389,6.59754937,2.21834837,3.06702897,0.00449324,1.46660636,0.07625186,1.31259278
-5.56178089,6.72651061,2.22361470,3.13835250,0.00456667,1.50663045,0.07740061,1.32881641
-5.55577789,6.84597537,2.22466374,3.20442286,0.00464397,1.54461076,0.07851025,1.34451230
-5.54977489,6.95541925,2.22172814,3.26494420,0.00472104,1.58041931,0.07957014,1.35953418
-5.54377189,7.05461204,2.21511894,3.31978497,0.00479408,1.61397739,0.08057265,1.37379081
-5.53776888,7.14359751,2.20521131,3.36896741,0.00485975,1.64525026,0.08151314,1.38724565
-5.53176588,7.22266399,2.19242848,3.41265188,0.00491522,1.67424040,0.08238980,1.39991443
-5.52576288,7.29230674,2.17722429,3.45111670,0.00495832,1.70097949,0.08320336,1.41186050
-5.51975988,7.35318359,2.16006511,3.48473425,0.00498761,1.72551936,0.08395672,1.42318821
-5.51375688,7.40606552,2.14141180,3.51394448,0.00500247,1.74792229,0.08465448,1.43403454
-5.50775388,7.45178425,2.12170240,3.53922655,0.00500318,1.76825095,0.08530244,1.44455927
-5.50175088,7.49117912,2.10133628,3.56107023,0.00499095,1.78655843,0.08590702,1.45493425
-5.49574787,7.52504552,2.08066042,3.57994801,0.00496800,1.80287877,0.08647475,1.46533224
-5.48974487,7.55408746,2.05995849,3.59628934,0.00493754,1.81721843,0.08701163,1.47591591
-5.48374187,7.57887647,2.03944301,3.61045821,0.00490375,1.82954907,0.08752275,1.48682769
-5.47773887,7.59981931,2.01925121,3.62273519,0.00487182,1.83980220,0.08801175,1.49818113
-5.47173587,7.61713615,1.99944464,3.63330505,0.00484782,1.84786587,0.08848060,1.51005422
-5.46573287,7.63085095,1.98001264,3.64225049,0.00483871,1.85358385,0.08892929,1.52248551
-5.45972986,7.64079500,1.96087959,3.64955276,0.00485219,1.85675747,0.08935585,1.53547307
-5.45372686,7.64662395,1.94191569,3.65509909,0.00489663,1.85715019,0.08975634,1.54897689
-5.44772386,7.64784820,1.92295086,3.65869697,0.00498092,1.85449495,0.09012511,1.56292456
-5.44172086,7.64387533,1.90379119,3.66009452,0.00511431,1.84850409,0.09045514,1.57722025
-5.43571786,7.63406315,1.88423733,3.65900615,0.00530626,1.83888159,0.09073850,1.59175655
-5.42971486,7.61778048,1.86410401,3.65514208,0.00556624,1.82533703,0.09096696,1.60642863
-5.42371186,7.59447281,1.84323983,3.64824021,0.00590348,1.80760100,0.09113261,1.62114998
-5.41770885,7.56372921,1.82154646,3.63809853,0.00632676,1.78544093,0.09122858,1.63586880
-5.41170585,7.52534642,1.79899631,3.62460594,0.00684416,1.75867679,0.09124965,1.65058398
-5.40570285,7.47938629,1.77564778,3.60776969,0.00746272,1.72719581,0.09119291,1.66535965
-5.39969985,7.42622269,1.75165733,3.58773739,0.00818821,1.69096542,0.09105830,1.68033707
-5.39369685,7.36657434,1.72728748,3.56481200,0.00902482,1.65004360,0.09084894,1.69574301
-5.38769385,7.30152079,1.70291034,3.53945848,0.00997484,1.60458613,0.09057138,1.71189373
-5.38169085,7.23249952,1.67900611,3.51230109,0.01103841,1.55485009,0.09023561,1.72919376
-5.37568784,7.16128297,1.65615627,3.48411111,0.01221323,1.50119331,0.08985488,1.74812932
-5.36968484,7.08993571,1.63503163,3.45578500,0.01349440,1.44406976,0.08944528,1.76925606
-5.36368184,7.02075272,1.61637509,3.42831380,0.01487424,1.38402074,0.08902517,1.79318149
-5.35767884,6.95618109,1.60097995,3.40274503,0.01634218,1.32166232,0.08861443,1.82054248
-5.35167584,6.89872822,1.58966394,3.38013879,0.01788482,1.25766949,0.08823352,1.85197876
-5.34567284,6.85086061,1.58324016,3.36152015,0.01948595,1.19275760,0.08790251,1.88810339
-5.33966983,6.81489782,1.58248571,3.34783020,0.02112679,1.12766198,0.08764008,1.92947140
-5.33366683,6.79290639,1.58810912,3.33987831,0.02278630,1.06311656,0.08746247,1.97654816
-5.32766383,6.78659896,1.60071800,3.33829784,0.02444151,0.99983245,0.08738261,2.02967871
-5.32166083,6.79724315,1.62078784,3.34350775,0.02606809,0.93847733,0.08740924,2.08905965
-5.31565783,6.82558466,1.64863353,3.35568207,0.02764087,0.87965666,0.08754633,2.15471473
-5.30965483,6.87178827,1.68438457,3.37472864,0.02913448,0.82389721,0.08779262,2.22647558
-5.30365183,6.93539953,1.72796524,3.40027840,0.03052405,0.77163384,0.08814140,2.30396831
-5.29764882,7.01532890,1.77908059,3.43168566,0.03178588,0.72319975,0.08858056,2.38660695
-5.29164582,7.10985941,1.83720905,3.46803944,0.03289810,0.67882053,0.08909281,2.47359399
-5.28564282,7.21667730,1.90160224,3.50818523,0.03384133,0.63861224,0.08965617,2.56392836
-5.27963982,7.33292479,1.97129235,3.55075641,0.03459923,0.60258329,0.09024462,2.65642068
-5.27363682,7.45527264,2.04510702,3.59421372,0.03515897,0.57063995,0.09082893,2.74971534
-5.26763382,7.58000990,2.12169163,3.63689122,0.03551159,0.54259505,0.09137757,2.84231893
-5.26163082,7.70314724,2.19953842,3.67704672,0.03565219,0.51817952,0.09185771,2.93263402
-5.25562781,7.82053029,2.27702174,3.71291481,0.03558008,0.49705604,0.09223629,3.01899736
-5.24962481,7.92795869,2.35243834,3.74276030,0.03529868,0.47883419,0.09248097,3.09972124
-5.24362181,8.02130693,2.42405161,3.76493023,0.03481534,0.46308656,0.09256116,3.17313684
-5.23761881,8.09664283,2.49013820,3.77790265,0.03414105,0.44936504,0.09244886,3.23763809
-5.23161581,8.15033994,2.54903561,3.78033066,0.03329000,0.43721681,0.09211946,3.29172496
-5.22561281,8.17918040,2.59918915,3.77108037,0.03227912,0.42619932,0.09155236,3.33404454
-5.21960980,8.18044536,2.63919655,3.74926188,0.03112747,0.41589393,0.09073152,3.36342896
-5.21360680,8.15199042,2.66784887,3.71425258,0.02985570,0.40591781,0.08964579,3.37892899
-5.20760380,8.09230439,2.68416605,3.66571253,0.02848540,0.39593363,0.08828920,3.37984215
-5.20160080,8.00055001,2.68742618,3.60359173,0.02703857,0.38565710,0.08666101,3.36573488
-5.19559780,7.87658614,2.67718717,3.52812961,0.02553703,0.37486211,0.08476573,3.33645784
-5.18959480,7.72097143,2.65330047,3.43984724,0.02400198,0.36338349,0.08261301,3.29215426
-5.18359180,7.53495003,2.61591621,3.33953281,0.02245354,0.35111757,0.08021737,3.23326099
-5.17758879,7.32042057,2.56547991,3.22822132,0.02091046,0.33802056,0.07759795,3.16050248
-5.17158579,7.07988998,2.50272098,3.10716934,0.01938985,0.32410523,0.07477815,3.07487792
-5.16558279,6.81641420,2.42863362,2.97782587,0.01790703,0.30943591,0.07178519,2.97764210
-5.15957979,6.53352806,2.34445113,2.84180042,0.01647543,0.29412236,0.06864970,2.87028070
-5.15357679,6.23516692,2.25161459,2.70082914,0.01510661,0.27831270,0.06540519,2.75448085
-5.14757379,5.92558255,2.15173737,2.55674022,0.01381027,0.26218591,0.06208761,2.63209788
-5.14157079,5.60925599,2.04656664,2.41141932,0.01259442,0.24594400,0.05873481,2.50511934
-5.13556778,5.29080980,1.93794354,2.26677580,0.01146545,0.22980443,0.05538606,2.37562737
-5.12956478,4.97492186,1.82776316,2.12471064,0.01042831,0.21399279,0.05208155,2.24576027
-5.12356178,4.66624292,1.71793559,1.98708633,0.00948671,0.19873610,0.04886192,2.11767450
-5.11755878,4.36931935,1.61034927,1.85569937,0.00864328,0.18425692,0.04576781,1.99350772
-5.11155578,4.08852241,1.50683726,1.73225551,0.00789969,0.17076815,0.04283942,1.87534372
-5.10555278,3.82798485,1.40914726,1.61834795,0.00725685,0.15846888,0.04011615,1.76517983
-5.09954977,3.59154532,1.31891560,1.51543847,0.00671496,0.14754097,0.03763623,1.66489715
-5.09354677,3.38270058,1.23764545,1.42484142,0.00627366,0.13814659,0.03543638,1.57623392
-5.08754377,3.20456538,1.16668900,1.34771039,0.00593203,0.13042633,0.03355153,1.50076212
-5.08154077,3.05983935,1.10723351,1.28502735,0.00568863,0.12449808,0.03201458,1.43986727
-5.07553777,2.95078025,1.06029056,1.23759403,0.00554150,0.12045630,0.03085612,1.39473123
-5.06953477,2.87918283,1.02668821,1.20602513,0.00548812,0.11837170,0.03010420,1.36631789
-5.06353177,2.84636234,1.00706532,1.19074332,0.00552537,0.11829107,0.02978413,1.35536144
-5.05752876,2.85314206,1.00186744,1.19197562,0.00564948,0.12023734,0.02991821,1.36235693
-5.05152576,2.89984403,1.01134392,1.20975111,0.00585593,0.12420964,0.03052546,1.38755289
-5.04552276,2.98628271,1.03554572,1.24389983,0.00613943,0.13018330,0.03162137,1.43094591
-5.03951976,3.11176122,1.07432366,1.29405286,0.00649384,0.13810987,0.03321752,1.49227693
-5.03351676,3.27507030,1.12732709,1.35964359,0.00691215,0.14791713,0.03532120,1.57102943
-5.02751376,3.47449025,1.19400304,1.43991041,0.00738647,0.15950905,0.03793504,1.66642952
-5.02151076,3.70779647,1.27359606,1.53390090,0.00790805,0.17276585,0.04105650,1.77744821
-5.01550775,3.97226942,1.36514938,1.64047788,0.00846732,0.18754424,0.04467740,1.90280624
-5.00950475,4.26470997,1.46750775,1.75832748,0.00905402,0.20367786,0.04878343,2.04098191
-5.00350175,4.58146129,1.57932277,1.88596967,0.00965729,0.22097807,0.05335367,2.19022229
-4.99749875,4.91843833,1.69906140,2.02177148,0.01026584,0.23923516,0.05836016,2.34855854
-4.99149575,5.27116607,1.82501839,2.16396320,0.01086817,0.25822008,0.06376755,2.51382565
-4.98549275,5.63482726,1.95533316,2.31065771,0.01145277,0.27768670,0.06953286,2.68368710
-4.97948974,6.00432053,2.08801177,2.45987317,0.01200835,0.29737467,0.07560539,2.85566472
-4.97348674,6.37432879,2.22095417,2.60955898,0.01252410,0.31701291,0.08192686,3.02717381
-4.96748374,6.73939802,2.35198673,2.75762499,0.01298996,0.33632362,0.08843171,3.19556345
-4.96148074,7.09402547,2.47889996,2.90197355,0.01339684,0.35502679,0.09504771,3.35816159
-4.95547774,7.43275616,2.59949056,3.04053400,0.01373686,0.37284520,0.10169676,3.51232418
-4.94947474,7.75028562,2.71160722,3.17129911,0.01400351,0.38950961,0.10829600,3.65548742
-4.94347174,8.04156651,2.81319857,3.29236239,0.01419187,0.40476420,0.11475915,3.78522181
-4.93746873,8.30191617,2.90236220,3.40195565,0.01429870,0.41837189,0.12099809,3.89928643
-4.93146573,8.52712163,2.97739256,3.49848544,0.01432251,0.43011952,0.12692459,3.99568178
-4.92546273,8.71353862,3.03682640,3.58056748,0.01426356,0.43982267,0.13245221,4.07269919
-4.91945973,8.85818065,3.07948334,3.64705765,0.01412389,0.44732987,0.13749823,4.12896501
-4.91345673,8.95879475,3.10450025,3.69707854,0.01390719,0.45252609,0.14198563,4.16347749
-4.90745373,9.01392031,3.11135730,3.73004032,0.01361870,0.45533546,0.14584497,4.17563493
-4.90145073,9.02292829,3.09989474,3.74565504,0.01326503,0.45572288,0.14901611,4.16525347
-4.89544772,8.98603864,3.07031901,3.74394366,0.01285398,0.45369470,0.15144974,4.13257341
-4.88944472,8.90431448,3.02319787,3.72523515,0.01239431,0.44929819,0.15310862,4.07825372
-4.88344172,8.77963270,2.95944437,3.69015767,0.01189547,0.44262004,0.15396848,4.00335430
-4.87743872,8.61463167,2.88029007,3.63962169,0.01136740,0.43378376,0.15401858,3.90930658
-4.87143572,8.41263746,2.78724842,3.57479576,0.01082024,0.42294612,0.15326188,3.79787347
-4.86543272,8.17757135,2.68206979,3.49707556,0.01026411,0.41029279,0.15171482,3.67109984
-4.85942971,7.91384182,2.56668981,3.40804726,0.00970887,0.39603334,0.14940670,3.53125567
-4.85342671,7.62622524,2.44317310,3.30944652,0.00916391,0.38039570,0.14637878,3.38077387
-4.84742371,7.31973958,2.31365474,3.20311466,0.00863801,0.36362045,0.14268303,3.22218515
-4.84142071,6.99951594,2.18028166,3.09095338,0.00813914,0.34595488,0.13838065,3.05805248
-4.83541771,6.67067250,2.04515630,2.97487979,0.00767439,0.32764735,0.13354042,2.89090755
-4.82941471,6.33819536,1.91028460,2.85678310,0.00724984,0.30894182,0.12823690,2.72319137
-4.82341171,6.00683003,1.77752997,2.73848443,0.00687058,0.29007296,0.12254864,2.55720106
-4.81740870,5.68098688,1.64857493,2.62170090,0.00654061,0.27126184,0.11655629,2.39504437
-4.81140570,5.36466303,1.52489119,2.50801483,0.00626292,0.25271235,0.11034092,2.23860306
-4.80540270,5.06138211,1.40771880,2.39884890,0.00603946,0.23460842,0.10398232,2.08950588
-4.79939970,4.77415266,1.29805458,2.29544733,0.00587127,0.21711207,0.09755754,1.94911121
-4.79339670,4.50544509,1.19664935,2.19886345,0.00575848,0.20036227,0.09113959,1.81849935
-4.78739370,4.25718606,1.10401346,2.10995336,0.00570044,0.18447465,0.08479632,1.69847365
-4.78139070,4.03076897,1.02042942,2.02937525,0.00569581,0.16954184,0.07858961,1.58956965
-4.77538769,3.82707846,0.94597072,1.95759396,0.00574265,0.15563454,0.07257466,1.49207099
-4.76938469,3.64652659,0.88052516,1.89489007,0.00583853,0.14280311,0.06679962,1.40603095
-4.76338169,3.48909820,0.82382151,1.84137277,0.00598063,0.13107954,0.06130532,1.33129808
-4.75737869,3.35440308,0.77545813,1.79699585,0.00616586,0.12047976,0.05612534,1.26754466
-4.75137569,3.24173249,0.73493206,1.76157606,0.00639096,0.11100617,0.05128609,1.21429682
-4.74537269,3.15011799,0.70166765,1.73481327,0.00665257,0.10265019,0.04680726,1.17096513
-4.73936968,3.07839064,0.67504374,1.71631167,0.00694737,0.09539480,0.04270222,1.13687482
-4.73336668,3.02523911,0.65441843,1.70560176,0.00727214,0.08921699,0.03897871,1.11129473
-4.72736368,2.98926526,0.63915117,1.70216235,0.00762387,0.08408993,0.03563953,1.09346463
-4.72136068,2.96903642,0.62862161,1.70544237,0.00799983,0.07998495,0.03268337,1.08262032
-4.71535768,2.96313327,0.62224508,1.71488199,0.00839766,0.07687309,0.03010568,1.07801633
-4.70935468,2.97019281,0.61948470,1.72993256,0.00881541,0.07472640,0.02789961,1.07894592
-4.70335168,2.98894584,0.61986017,1.75007500,0.00925167,0.07351872,0.02605695,1.08475835
-4.69734867,3.01824826,0.62295341,1.77483605,0.00970551,0.07322613,0.02456903,1.09487326
-4.69134567,3.05710584,0.62841126,1.80380198,0.01017662,0.07382690,0.02342770,1.10879204
-4.68534267,3.10469180,0.63594559,1.83662906,0.01066522,0.07530117,0.02262614,1.12610614
-4.67933967,3.16035685,0.64533099,1.87305035,0.01117212,0.07763010,0.02215970,1.14650224
-4.67333667,3.22363128,0.65640043,1.91287839,0.01169862,0.08079480,0.02202660,1.16976407
-4.66733367,3.29421880,0.66903907,1.95600329,0.01224645,0.08477495,0.02222853,1.19577103
-4.66133067,3.37198235,0.68317670,2.00238615,0.01281770,0.08954722,0.02277117,1.22449340
-4.65532766,3.45692197,0.69877898,2.05204769,0.01341463,0.09508352,0.02366451,1.25598442
-4.64932466,3.54914556,0.71583786,2.10505258,0.01403956,0.10134933,0.02492310,1.29036937
-4.64332166,3.64883358,0.73436158,2.16148975,0.01469469,0.10830203,0.02656610,1.32783193
-4.63731866,3.75619916,0.75436458,2.22144975,0.01538192,0.11588944,0.02861716,1.36859855
-4.63131566,3.87144563,0.77585782,2.28500013,0.01610268,0.12404864,0.03110423,1.41292117
-4.62531266,3.99472349,0.79883980,2.35216034,0.01685780,0.13270523,0.03405911,1.46105927
-4.61930965,4.12608945,0.82328880,2.42287750,0.01764734,0.14177307,0.03751691,1.51326208
-4.61330665,4.26546986,0.84915672,2.49700476,0.01847056,0.15115449,0.04151535,1.56975172
-4.60730365,4.41263106,0.87636477,2.57428378,0.01932587,0.16074124,0.04609388,1.63070831
-4.60130065,4.56715865,0.90480139,2.65433273,0.02021086,0.17041597,0.05129272,1.69625769
-4.59529765,4.72844749,0.93432248,2.73664107,0.02112243,0.18005432,0.05715173,1.76646262
-4.58929465,4.89570336,0.96475403,2.82057177,0.02205695,0.18952757,0.06370914,1.84131766
-4.58329165,5.06795683,0.99589692,2.90537165,0.02301047,0.19870578,0.07100022,1.92074815
-4.57728864,5.24408868,1.02753383,2.99018941,0.02397903,0.20746118,0.07905581,2.00461316
-4.57128564,5.42286591,1.05943766,3.07410112,0.02495896,0.21567181,0.08790077,2.09271203
-4.56528264,5.60298610,1.09138110,3.15614174,0.02594718,0.22322521,0.09755240,2.18479389
-4.55927964,5.78312776,1.12314664,3.23534144,0.02694155,0.23002183,0.10801877,2.28056943
-4.55327664,5.96200329,1.15453638,3.31076472,0.02794111,0.23597822,0.11929713,2.37972372
-4.54727364,6.13841141,1.18538093,3.38155018,0.02894629,0.24102958,0.13137232,2.48192914
-4.54127064,6.31128555,1.21554676,3.44694891,0.02995903,0.24513179,0.14421527,2.58685718
-4.53526763,6.47973492,1.24494141,3.50635913,0.03098278,0.24826250,0.15778172,2.69418813
-4.52926463,6.64307574,1.27351612,3.55935527,0.03202238,0.25042148,0.17201111,2.80361784
-4.52326163,6.80085025,1.30126562,3.60570975,0.03308386,0.25163000,0.18682584,2.91486075
-4.51725863,6.95283252,1.32822490,3.64540620,0.03417400,0.25192941,0.20213085,3.02764914
-4.51125563,7.09902055,1.35446321,3.67864345,0.03529995,0.25137887,0.21781370,3.14172845
-4.50525263,7.23961529,1.38007553,3.70583007,0.03646861,0.25005238,0.23374514,3.25684908
-4.49924962,7.37498837,1.40517200,3.72756979,0.03768609,0.24803535,0.24978032,3.37275551
-4.49324662,7.50564055,1.42986611,3.74463878,0.03895708,0.24542078,0.26576055,3.48917363
-4.48724362,7.63215428,1.45426219,3.75795598,0.04028429,0.24230529,0.28151577,3.60579759
-4.48124062,7.75514361,1.47844337,3.76854839,0.04166798,0.23878523,0.29686759,3.72227746
-4.47523762,7.87520519,1.50246051,3.77751305,0.04310561,0.23495316,0.31163300,3.83820908
-4.46923462,7.99287382,1.52632314,3.78597791,0.04459166,0.23089460,0.32562858,3.95312745
-4.46323162,8.10858586,1.54999298,3.79506352,0.04611766,0.22668561,0.33867514,4.06650453
-4.45722861,8.22265293,1.57338050,3.80584762,0.04767242,0.22239095,0.35060264,4.17775246
-4.45122561,8.33524795,1.59634487,3.81933397,0.04924251,0.21806307,0.36125532,4.28623232
-4.44522261,8.44640413,1.61869744,3.83642699,0.05081297,0.21374195,0.37049669,4.39126860
-4.43921961,8.55602707,1.64020836,3.85791298,0.05236810,0.20945567,0.37821432,4.49216884
-4.43321661,8.66391877,1.66061626,3.88444826,0.05389256,0.20522165,0.38432414,4.58824739
-4.42721361,8.76981153,1.67964013,3.91655429,0.05537244,0.20104850,0.38877403,4.67885229
-4.42121061,8.87340902,1.69699281,3.95461936,0.05679636,0.19693819,0.39154662,4.76339332
-4.41520760,8.97443117,1.71239513,3.99890581,0.05815660,0.19288857,0.39266090,4.84136973
-4.40920460,9.07265897,1.72558994,4.04956169,0.05945001,0.18889576,0.39217273,4.91239555
-4.40320160,9.16797563,1.73635488,4.10663545,0.06067876,0.18495656,0.39017400,4.97622072
-4.39719860,9.26040002,1.74451336,4.17009200,0.06185084,0.18107042,0.38679050,5.03274630
-4.39119560,9.35010950,1.74994274,4.23982858,0.06298018,0.17724099,0.38217836,5.08203245
-4.38519260,9.43744917,1.75257949,4.31568873,0.06408649,0.17347718,0.37651941,5.12429800
-4.37918959,9.52292587,1.75242072,4.39747316,0.06519463,0.16979348,0.37001526,5.15991125
-4.37318659,9.60718603,1.74952218,4.48494613,0.06633370,0.16620974,0.36288064,5.18937184
-4.36718359,9.69097750,1.74399284,4.57783662,0.06753569,0.16275032,0.35533592,5.21328424
-4.36118059,9.77509678,1.73598630,4.67583380,0.06883388,0.15944262,0.34759946,5.23232392
-4.35517759,9.86032364,1.72568971,4.77857682,0.07026104,0.15631533,0.33987975,5.24719772
-4.34917459,9.94734665,1.71331086,4.88563924,0.07184741,0.15339621,0.33236800,5.25860028
-4.34317159,10.03668338,1.69906424,4.99650918,0.07361867,0.15070986,0.32523125,5.26716885
-4.33716858,10.12859988,1.68315697,5.11056638,0.07559403,0.14827549,0.31860646,5.27343887
-4.33116558,10.22303432,1.66577549,5.22705782,0.07778439,0.14610478,0.31259585,5.27780271
-4.32516258,10.31952968,1.64707385,5.34507412,0.08019086,0.14420018,0.30726364,5.28047411
-4.31915958,10.41718017,1.62716417,5.46352854,0.08280361,0.14255362,0.30263432,5.28146028
-4.31315658,10.51459565,1.60611011,5.58114107,0.08560120,0.14114581,0.29869271,5.28054371
-4.30715358,10.60988744,1.58392345,5.69642964,0.08855039,0.13994607,0.29538556,5.27727486
