energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Li_s_up,Li_s_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93396698,2.03140371,-2.48267100,0.03864777,-0.04187375,0.11467414,-0.20342292,0.64971330,-0.80633489,0.32716308,-0.31949768,0.45656804,-0.48933432,0.02451432,-0.03336385,1.05799022,-1.26585495
-5.92796398,2.05065603,-2.46682896,0.04022047,-0.04187767,0.12045828,-0.19956320,0.65608498,-0.80688945,0.33635689,-0.31682579,0.45878756,-0.49889560,0.02438146,-0.03231811,1.06148439,-1.26186327
-5.92196098,2.07342043,-2.44843322,0.04184797,-0.04178273,0.12697800,-0.19533884,0.66459254,-0.80645728,0.34643461,-0.31356058,0.46133537,-0.50729549,0.02421532,-0.03128856,1.06584503,-1.25693871
-5.91595798,2.09930396,-2.42795909,0.04350041,-0.04159363,0.13419187,-0.19078722,0.67522740,-0.80512418,0.35727171,-0.30975666,0.46411552,-0.51447127,0.02400922,-0.03029061,1.07089552,-1.25133083
-5.90995498,2.12779867,-2.40577713,0.04514566,-0.04131538,0.14203993,-0.18594518,0.68792918,-0.80294870,0.36871690,-0.30546538,0.46700903,-0.52035853,0.02375679,-0.02933634,1.07642234,-1.24521914
-5.90395198,2.15829838,-2.38214765,0.04675006,-0.04095323,0.15044351,-0.18084930,0.70258821,-0.79996196,0.38059473,-0.30073447,0.46987907,-0.52489278,0.02345237,-0.02843422,1.08218547,-1.23870895
-5.89794897,2.19011781,-2.35722265,0.04827927,-0.04051262,0.15930576,-0.17553644,0.71904957,-0.79616963,0.39270914,-0.29560807,0.47257704,-0.52801202,0.02309139,-0.02758903,1.08792904,-1.23183170
-5.89194597,2.22251349,-2.33105487,0.04969915,-0.03999923,0.16851297,-0.17004434,0.73711880,-0.79155583,0.40484771,-0.29012720,0.47494924,-0.52966022,0.02267064,-0.02680193,1.09339164,-1.22455007
-5.88594297,2.25470586,-2.30361340,0.05097666,-0.03941903,0.17793654,-0.16441228,0.75656914,-0.78608881,0.41678661,-0.28433069,0.47684391,-0.52979141,0.02218857,-0.02607073,1.09831610,-1.21676715
-5.87993997,2.28590198,-2.27480463,0.05208072,-0.03877836,0.18743579,-0.15868171,0.77715019,-0.77972795,0.42829608,-0.27825632,0.47811840,-0.52837432,0.02164542,-0.02539029,1.10245827,-1.20833931
-5.87393697,2.31531851,-2.24449717,0.05298306,-0.03808408,0.19686134,-0.15289682,0.79859804,-0.77243168,0.43914643,-0.27194221,0.47864610,-0.52539719,0.02104329,-0.02475297,1.10559490,-1.19909187
-5.86793397,2.34220453,-2.21254928,0.05365896,-0.03734371,0.20605922,-0.14710498,0.82064659,-0.76416578,0.44911419,-0.26542832,0.47832294,-0.52087249,0.02038617,-0.02414931,1.10753041,-1.18883658
-5.86193097,2.36586380,-2.17883678,0.05408798,-0.03656559,0.21487538,-0.14135701,0.84303980,-0.75491174,0.45798846,-0.25875785,0.47707313,-0.51484121,0.01967984,-0.02356860,1.10810255,-1.17738985
-5.85592796,2.38567614,-2.14327994,0.05425445,-0.03575903,0.22316051,-0.13570727,0.86554466,-0.74467431,0.46557719,-0.25197853,0.47485399,-0.50737636,0.01893175,-0.02299964,1.10718714,-1.16459066
-5.84992496,2.40111753,-2.10586748,0.05414792,-0.03493438,0.23077512,-0.13021348,0.88796432,-0.73348825,0.47171304,-0.24514364,0.47165966,-0.49858549,0.01815079,-0.02243134,1.10470186,-1.15031698
-5.84392196,2.41177852,-2.06667627,0.05376343,-0.03410319,0.23759443,-0.12493638,0.91015103,-0.72142346,0.47625891,-0.23831264,0.46752337,-0.48861183,0.01734708,-0.02185339,1.10060930,-1.13449981
-5.83791896,2.41738033,-2.02588551,0.05310160,-0.03327811,0.24351309,-0.11993906,0.93201814,-0.70858860,0.47911267,-0.23155141,0.46251844,-0.47763395,0.01653172,-0.02125680,1.09491910,-1.11713398
-5.83191596,2.41778832,-1.98378441,0.05216859,-0.03247291,0.24844943,-0.11528619,0.95355070,-0.69513270,0.48021105,-0.22493194,0.45675769,-0.46586379,0.01571652,-0.02063431,1.08768948,-1.09828511
-5.82591296,2.41302193,-1.94077301,0.05097591,-0.03170229,0.25234895,-0.11104300,0.97481379,-0.68124496,0.47953236,-0.21853161,0.45039132,-0.45354302,0.01491371,-0.01998079,1.07902786,-1.07809230
-5.81990995,2.40326078,-1.89735603,0.04953999,-0.03098163,0.25518702,-0.10727409,0.99595812,-0.66715262,0.47709816,-0.21243183,0.44360330,-0.44093781,0.01413572,-0.01929343,1.06909061,-1.05676658
-5.81390695,2.38884616,-1.85413009,0.04788172,-0.03032670,0.25697055,-0.10404220,1.01722216,-0.65311727,0.47297343,-0.20671641,0.43660635,-0.42833214,0.01339497,-0.01857179,1.05808172,-1.03458510
-5.80790395,2.37027741,-1.81176515,0.04602582,-0.02975324,0.25773853,-0.10140689,1.03893028,-0.63942973,0.46726545,-0.20146941,0.42963558,-0.41601992,0.01270361,-0.01781785,1.04625026,-1.01188160
-5.80190095,2.34820297,-1.77098117,0.04400009,-0.02927647,0.25756131,-0.09942321,1.06148667,-0.62640390,0.46012123,-0.19677278,0.42294103,-0.40429617,0.01207341,-0.01703579,1.03388649,-0.98903366
-5.79589795,2.32340586,-1.73252141,0.04183465,-0.02891056,0.25653882,-0.09814047,1.08536473,-0.61437013,0.45172363,-0.19270383,0.41677930,-0.39344775,0.01151558,-0.01623176,1.02131640,-0.96644764
-5.78989495,2.29678360,-1.69712398,0.03956106,-0.02866810,0.25479746,-0.09760114,1.11109218,-0.60366837,0.44228618,-0.18933273,0.41140458,-0.38374395,0.01104067,-0.01541359,1.00889476,-0.94454210
-5.78389195,2.26932309,-1.66549325,0.03721153,-0.02855954,0.25248607,-0.09783986,1.13923203,-0.59464158,0.43204685,-0.18672003,0.40705934,-0.37542747,0.01065849,-0.01459040,0.99699650,-0.92373087
-5.77788894,2.24207099,-1.63827279,0.03481803,-0.02859266,0.24977090,-0.09888275,1.17036019,-0.58762990,0.42126099,-0.18491456,0.40396508,-0.36870620,0.01037801,-0.01377221,0.98600675,-0.90440651
-5.77188594,2.21610058,-1.61602129,0.03241157,-0.02877208,0.24682997,-0.10074694,1.20504047,-0.58296575,0.41019359,-0.18395160,0.40231340,-0.36374617,0.01020732,-0.01296951,0.97630968,-0.88692528
-5.76588294,2.19247639,-1.59919295,0.03002146,-0.02909892,0.24384685,-0.10344046,1.24379815,-0.58097027,0.39911132,-0.18385167,0.40225792,-0.36066614,0.01015359,-0.01219290,0.96827645,-0.87159442
-5.75987994,2.17221792,-1.58812327,0.02767467,-0.02957052,0.24100437,-0.10696233,1.28709331,-0.58195097,0.38827453,-0.18461976,0.40390720,-0.35953405,0.01022298,-0.01145275,0.96225285,-0.85866228
-5.75387694,2.15626412,-1.58302094,0.02539540,-0.03018031,0.23847836,-0.11130307,1.33529545,-0.58620094,0.37792961,-0.18624530,0.40731915,-0.36036558,0.01042067,-0.01075886,0.95854707,-0.84831194
-5.74787394,2.14544026,-1.58396628,0.02320460,-0.03091782,0.23643166,-0.11644545,1.38866067,-0.59399913,0.36830198,-0.18870275,0.41249709,-0.36312482,0.01075075,-0.01012025,0.95741831,-0.84065835
-5.74187094,2.14042873,-1.59091597,0.02111979,-0.03176887,0.23500894,-0.12236543,1.44731288,-0.60561178,0.35959002,-0.19195269,0.41938781,-0.36772724,0.01121622,-0.00954501,0.95906671,-0.83574931
-5.73586793,2.14174532,-1.60371381,0.01915493,-0.03271587,0.23433214,-0.12903343,1.51123040,-0.62129435,0.35196007,-0.19594364,0.42788168,-0.37404464,0.01181892,-0.00904016,0.96362522,-0.83356973
-5.72986493,2.14972212,-1.62210650,0.01732037,-0.03373834,0.23449713,-0.13641555,1.58023861,-0.64129381,0.34554289,-0.20061417,0.43781484,-0.38191189,0.01255953,-0.00861169,0.97115401,-0.83404905
-5.72386193,2.16449800,-1.64576341,0.01562299,-0.03481344,0.23557140,-0.14447500,1.65400971,-0.66585055,0.34043146,-0.20589542,0.44897362,-0.39113523,0.01343744,-0.00826452,0.98163765,-0.83707107
-5.71785893,2.18601712,-1.67429891,0.01406644,-0.03591671,0.23759306,-0.15317329,1.73206961,-0.69519943,0.33668033,-0.21171378,0.46110083,-0.40150154,0.01445082,-0.00800265,0.99498533,-0.84248551
-5.71185593,2.21403550,-1.70729584,0.01265141,-0.03702281,0.24057105,-0.16247144,1.81381190,-0.72956964,0.33430645,-0.21799356,0.47390388,-0.41278822,0.01559649,-0.00782922,1.01103430,-0.85012047
-5.70585293,2.24813541,-1.74432836,0.01137600,-0.03810632,0.24448655,-0.17233083,1.89851838,-0.76918265,0.33329135,-0.22465953,0.48706425,-0.42477303,0.01686994,-0.00774670,1.02955615,-0.85979495
-5.69984992,2.28774656,-1.78498289,0.01023619,-0.03914251,0.24929547,-0.18271376,1.98538497,-0.81424813,0.33358457,-0.23163915,0.50024806,-0.43724348,0.01826528,-0.00775703,1.05026590,-0.87133051
-5.69384692,2.33217293,-1.82887554,0.00922624,-0.04010811,0.25493179,-0.19358366,2.07355178,-0.86495744,0.33510808,-0.23886437,0.51311722,-0.45000514,0.01977526,-0.00786173,1.07283319,-0.88456148
-5.68784392,2.38062382,-1.87566513,0.00833918,-0.04098189,0.26131166,-0.20490486,2.16213550,-0.92147489,0.33776151,-0.24627287,0.52534062,-0.46288846,0.02139122,-0.00806208,1.09689497,-0.89934288
-5.68184092,2.43224710,-1.92506082,0.00756726,-0.04174531,0.26833788,-0.21664194,2.25026228,-0.98392664,0.34142782,-0.25380877,0.53660502,-0.47575377,0.02310312,-0.00835917,1.12206915,-0.91555564
-5.67583792,2.48616297,-1.97682407,0.00690240,-0.04238286,0.27590458,-0.22875873,2.33709901,-1.05238786,0.34597916,-0.26142259,0.54662493,-0.48849402,0.02489954,-0.00875398,1.14796815,-0.93310891
-5.66983492,2.54149629,-2.03076485,0.00633657,-0.04288236,0.28390183,-0.24121699,2.42188115,-1.12686863,0.35128272,-0.26907077,0.55515128,-0.50103534,0.02676773,-0.00924738,1.17421176,-0.95193924
-5.66383192,2.59740570,-2.08673255,0.00586215,-0.04323507,0.29221986,-0.25397482,2.50393523,-1.20729935,0.35720612,-0.27671456,0.56197836,-0.51333528,0.02869360,-0.00984012,1.20043854,-0.97200689
-5.65782891,2.65310799,-2.14460244,0.00547223,-0.04343568,0.30075279,-0.26698511,2.58269473,-1.29351658,0.36362226,-0.28431856,0.56694876,-0.52537882,0.03066183,-0.01053273,1.22631513,-0.99328951
-5.65182591,2.70789667,-2.20425881,0.00516084,-0.04348209,0.30940157,-0.28019395,2.65770816,-1.38525042,0.37041336,-0.29184900,0.56995625,-0.53717266,0.03265589,-0.01132544,1.25154296,-1.01577392
-5.64582291,2.76115377,-2.26557623,0.00492308,-0.04337520,0.31807606,-0.29353934,2.72863885,-1.48211443,0.37747407,-0.29927190,0.57094637,-0.54873784,0.03465814,-0.01221804,1.27586215,-1.03944637
-5.63981991,2.81235477,-2.32840059,0.00475528,-0.04311849,0.32669625,-0.30695025,2.79525666,-1.58359916,0.38471350,-0.30655140,0.56991498,-0.56010157,0.03664997,-0.01320970,1.29905248,-1.06428237
-5.63381691,2.86106665,-2.39253150,0.00465493,-0.04271760,0.33519244,-0.32034628,2.85742205,-1.68907026,0.39205624,-0.31364829,0.56690475,-0.57128846,0.03861191,-0.01429887,1.32093146,-1.09023678
-5.62781391,2.90693970,-2.45770766,0.00462072,-0.04217986,0.34350463,-0.33363795,2.91506380,-1.79777191,0.39944228,-0.32051904,0.56200005,-0.58231210,0.04052378,-0.01548305,1.34134996,-1.11723495
-5.62181091,2.94969421,-2.52359656,0.00465239,-0.04151388,0.35158107,-0.34672769,2.96815202,-1.90883604,0.40682593,-0.32711534,0.55532037,-0.59316725,0.04236496,-0.01675872,1.36018577,-1.14516571
-5.61580790,2.98910316,-2.58978973,0.00475055,-0.04072903,0.35937625,-0.35951167,3.01666842,-2.02129742,0.41417393,-0.33338434,0.54701290,-0.60382344,0.04411452,-0.01812121,1.37733579,-1.17387688
-5.60980490,3.02497264,-2.65580396,0.00491650,-0.03983517,0.36684847,-0.37188230,3.06057620,-2.13411461,0.42146282,-0.33926955,0.53724456,-0.61422026,0.04575161,-0.01956462,1.39270740,-1.20317361
-5.60380190,3.05712161,-2.72108897,0.00515197,-0.03884225,0.37395720,-0.38373140,3.09979180,-2.24619593,0.42867576,-0.34471235,0.52619395,-0.62426483,0.04725565,-0.02108183,1.40621000,-1.23281986
-5.59779890,3.08536262,-2.78504115,0.00545877,-0.03776014,0.38066047,-0.39495386,3.13416082,-2.35642957,0.43579904,-0.34965419,0.51404368,-0.63383153,0.04860677,-0.02266451,1.41774726,-1.26254306
-5.59179590,3.10948509,-2.84702256,0.00583856,-0.03659847,0.38691254,-0.40545159,3.16344002,-2.46371651,0.44281850,-0.35403912,0.50097336,-0.64276412,0.04978611,-0.02430316,1.42721071,-1.29204159
-5.58579290,3.12924255,-2.90638419,0.00629250,-0.03536657,0.39266197,-0.41513747,3.18728708,-2.56700457,0.44971602,-0.35781665,0.48715371,-0.65088019,0.05077622,-0.02598729,1.43447549,-1.32099469
-5.57978989,3.14434473,-2.96249163,0.00682092,-0.03407343,0.39785038,-0.42393920,3.20525915,-2.66532174,0.45646636,-0.36094466,0.47274179,-0.65797755,0.05156147,-0.02770554,1.43939829,-1.34907414
-5.57378689,3.15445527,-3.01475165,0.00742304,-0.03272783,0.40241187,-0.43180251,3.21682065,-2.75780698,0.46303437,-0.36339214,0.45787772,-0.66384238,0.05212842,-0.02944586,1.44181800,-1.37595691
-5.56778389,3.15919534,-3.06263757,0.00809671,-0.03133838,0.40627324,-0.43869379,3.22136013,-2.84373651,0.46937304,-0.36514152,0.44268275,-0.66825847,0.05246623,-0.03119572,1.44155892,-1.40133786
-5.56178089,3.15815285,-3.10571145,0.00883818,-0.02991363,0.40935507,-0.44460155,3.21821551,-2.92254398,0.47542211,-0.36619046,0.42725877,-0.67101715,0.05256698,-0.03294231,1.43843653,-1.42494154
-5.55577789,3.15089703,-3.14364162,0.00964193,-0.02846221,0.41157352,-0.44953696,3.20670612,-2.99383308,0.48110767,-0.36655279,0.41168899,-0.67192721,0.05242598,-0.03467275,1.43226529,-1.44653237
-5.54977489,3.13699714,-3.17621384,0.01050062,-0.02699288,0.41284280,-0.45353292,3.18616980,-3.05738158,0.48634266,-0.36625858,0.39603982,-0.67082429,0.05204203,-0.03637424,1.42286822,-1.46592226
-5.54377189,3.11604446,-3.20333522,0.01140500,-0.02551465,0.41307823,-0.45664207,3.15600286,-3.11313640,0.49102817,-0.36535329,0.38036349,-0.66757912,0.05141759,-0.03803421,1.41008752,-1.48297522
-5.53776888,3.08767606,-3.22503035,0.01234406,-0.02403670,0.41219958,-0.45893338,3.11570024,-3.16119973,0.49505579,-0.36389589,0.36470130,-0.66210427,0.05055888,-0.03964044,1.39379558,-1.49760852
-5.53176588,3.05159894,-3.24142978,0.01330511,-0.02256845,0.41013466,-0.46048788,3.06489369,-3.20180683,0.49831058,-0.36195609,0.34908721,-0.65435893,0.04947586,-0.04118110,1.37390578,-1.50979030
-5.52576288,3.00761308,-3.25275141,0.01427407,-0.02111942,0.40682284,-0.46139337,3.00338539,-3.23529677,0.50067485,-0.35961086,0.33355146,-0.64435150,0.04818217,-0.04264481,1.35038235,-1.51953388
-5.51975988,2.95563205,-3.25927591,0.01523575,-0.01969913,0.40221837,-0.46173872,2.93117496,-3.26207780,0.50203237,-0.35694030,0.31812400,-0.63214002,0.04669491,-0.04402057,1.32324860,-1.52688900
-5.51375688,2.89569992,-3.26131801,0.01617429,-0.01831697,0.39629327,-0.46160786,2.84847832,-3.28258945,0.50227298,-0.35402323,0.30283755,-0.61783027,0.04503436,-0.04529779,1.29259322,-1.53193072
-5.50775388,2.82800351,-3.25919541,0.01707357,-0.01698197,0.38903969,-0.46107403,2.75573705,-3.29726373,0.50129731,-0.35093273,0.28773010,-0.60157191,0.04322362,-0.04646618,1.25857395,-1.53474689
-5.50175088,2.75287924,-3.25319764,0.01791771,-0.01570268,0.38047156,-0.46019449,2.65361790,-3.30648787,0.49902142,-0.34773178,0.27284669,-0.58355286,0.04128811,-0.04751574,1.22141870,-1.53542494
-5.49574787,2.67081417,-3.24355710,0.01869160,-0.01448692,0.37062547,-0.45900613,2.54300218,-3.31057113,0.49538108,-0.34446954,0.25824053,-0.56399229,0.03925505,-0.04843669,1.18142370,-1.53403911
-5.48974487,2.58244111,-3.23042433,0.01938142,-0.01334166,0.35956074,-0.45752228,2.42496585,-3.30971780,0.49033562,-0.34117828,0.24397329,-0.54313266,0.03715292,-0.04921949,1.13894894,-1.53063916
-5.48374187,2.48852791,-3.21384955,0.01997510,-0.01227287,0.34735870,-0.45573093,2.30075130,-3.30400827,0.48387096,-0.33787122,0.23011462,-0.52123133,0.03501075,-0.04985484,1.09441102,-1.52524124
-5.47773887,2.38996154,-3.19377175,0.02046277,-0.01128540,0.33412115,-0.45359449,2.17173228,-3.29338941,0.47600172,-0.33454159,0.21674105,-0.49855215,0.03285757,-0.05033383,1.04827359,-1.51782195
-5.47173587,2.28772746,-3.17001638,0.02083717,-0.01038292,0.31996813,-0.45105122,2.03937400,-3.27767523,0.46677234,-0.33116272,0.20393426,-0.47535744,0.03072174,-0.05064803,1.00103604,-1.50831577
-5.46573287,2.18288528,-3.14230204,0.02109388,-0.00956792,0.30503514,-0.44801821,1.90519014,-3.25655759,0.45625702,-0.32768948,0.19177881,-0.45190087,0.02863032,-0.05078974,0.95322064,-1.49661648
-5.45972986,2.07654165,-3.11025589,0.02123154,-0.00884173,0.28946981,-0.44439575,1.77069921,-3.22962664,0.44455845,-0.32406072,0.18035958,-0.42842126,0.02660854,-0.05075225,0.90535887,-1.48258233
-5.45372686,1.96982152,-3.07343694,0.02125188,-0.00820460,0.27342828,-0.44007301,1.63738183,-3.19639963,0.43180538,-0.32020279,0.16975889,-0.40513785,0.02467924,-0.05053016,0.85797729,-1.46604472
-5.44772386,1.86383880,-3.03136588,0.02115968,-0.00765582,0.25707144,-0.43493446,1.50664123,-3.15635640,0.41814910,-0.31603391,0.16005358,-0.38224682,0.02286248,-0.05011969,0.81158370,-1.44682001
-5.44172086,1.75966768,-2.98355969,0.02096260,-0.00719386,0.24056100,-0.42886696,1.37976813,-3.10897934,0.40375898,-0.31146908,0.15131208,-0.35991928,0.02117515,-0.04951909,0.76665394,-1.42472361
-5.43571786,1.65831541,-2.92956886,0.02067085,-0.00681655,0.22405584,-0.42176684,1.25791148,-3.05379535,0.38881711,-0.30642531,0.14359159,-0.33830056,0.01963070,-0.04872893,0.72361984,-1.39958545
-5.42971486,1.56069780,-2.86901491,0.02029684,-0.00652124,0.20770843,-0.41354684,1.14205583,-2.99041727,0.37351257,-0.30082697,0.13693560,-0.31751062,0.01823901,-0.04775243,0.68285880,-1.37126594
-5.42371186,1.46761803,-2.80162613,0.01985470,-0.00630504,0.19166172,-0.40414235,1.03300574,-2.91858216,0.35803523,-0.29461079,0.13137165,-0.29764545,0.01700632,-0.04659571,0.64468522,-1.33967135
-5.41770885,1.37974949,-2.72726908,0.01935972,-0.00616497,0.17604641,-0.39351661,0.93137754,-2.83818422,0.34256966,-0.28773053,0.12690965,-0.27877920,0.01593525,-0.04526794,0.60934421,-1.30476765
-5.41170585,1.29762335,-2.64597427,0.01882781,-0.00609816,0.16097871,-0.38166477,0.83759783,-2.74930031,0.32728925,-0.28016075,0.12354057,-0.26096669,0.01502494,-0.04378143,0.57700753,-1.26659196
-5.40570285,1.22162097,-2.55795445,0.01827490,-0.00610197,0.14655869,-0.36861637,0.75190863,-2.65220668,0.31235096,-0.27189984,0.12123577,-0.24424618,0.01427132,-0.04215158,0.54777218,-1.22526092
-5.39969985,1.15197152,-2.46361444,0.01771641,-0.00617417,0.13286918,-0.35443635,0.67437802,-2.54738597,0.29789081,-0.26297193,0.11994693,-0.22864214,0.01366739,-0.04039674,0.52166132,-1.18097545
-5.39369685,1.08875475,-2.36355213,0.01716673,-0.00631303,0.11997525,-0.33922440,0.60491564,-2.43552412,0.28402040,-0.25342780,0.11960651,-0.21416771,0.01320363,-0.03853793,0.49862774,-1.13402173
-5.38769385,1.03190861,-2.25855069,0.01663878,-0.00651738,0.10792422,-0.32311285,0.54329185,-2.31749766,0.27082463,-0.24334459,0.12012893,-0.20082695,0.01286847,-0.03659849,0.47855961,-1.08476823
-5.38169085,0.98124169,-2.14956245,0.01614365,-0.00678668,0.09674621,-0.30626316,0.48915957,-2.19435194,0.25836070,-0.23282453,0.12141224,-0.18861657,0.01264874,-0.03460363,0.46128827,-1.03365904
-5.37568784,0.93644955,-2.03768549,0.01569036,-0.00712102,0.08645512,-0.28886120,0.44207772,-2.06727192,0.24665834,-0.22199266,0.12334045,-0.17752723,0.01253029,-0.03257990,0.44659792,-0.98120391
-5.36968484,0.89713470,-1.92413429,0.01528569,-0.00752112,0.07705000,-0.27111176,0.40153535,-1.93754704,0.23572135,-0.21099374,0.12578630,-0.16754440,0.01249849,-0.03055457,0.43423666,-0.92796557
-5.36368184,0.86282912,-1.81020589,0.01493419,-0.00798829,0.06851672,-0.25323228,0.36697550,-1.80653212,0.22553029,-0.19998846,0.12861449,-0.15864875,0.01253880,-0.02855511,0.42392876,-0.87454485
-5.35767884,0.83301870,-1.69724343,0.01463824,-0.00852434,0.06082989,-0.23544642,0.33781802,-1.67560650,0.21604610,-0.18914912,0.13168527,-0.15081635,0.01263731,-0.02660851,0.41538739,-0.82156454
-5.35167584,0.80716851,-1.58659855,0.01439821,-0.00913151,0.05395490,-0.21797753,0.31348084,-1.54613320,0.20721454,-0.17865498,0.13485821,-0.14401853,0.01278127,-0.02474071,0.40832763,-0.76965262
-5.34567284,0.78474797,-1.47959448,0.01421276,-0.00981236,0.04785003,-0.20104241,0.29339898,-1.41942028,0.19897114,-0.16868739,0.13799617,-0.13822166,0.01295953,-0.02297610,0.40247917,-0.71942559
-5.33966983,0.76525494,-1.37749114,0.01407915,-0.01056961,0.04246852,-0.18484555,0.27704113,-1.29668587,0.19124634,-0.15942501,0.14096917,-0.13338698,0.01316292,-0.02133700,0.39759812,-0.67147262
-5.33366683,0.74823778,-1.28145352,0.01399363,-0.01140600,0.03776060,-0.16957398,0.26392342,-1.17902828,0.18397070,-0.15103899,0.14365820,-0.12947040,0.01338455,-0.01984324,0.39347766,-0.62634099
-5.32766383,0.73331463,-1.19252419,0.01395184,-0.01232408,0.03367531,-0.15539309,0.25362028,-1.06740211,0.17707969,-0.14368847,0.14595868,-0.12642249,0.01362008,-0.01851189,0.38995694,-0.58452341
-5.32166083,0.72018894,-1.11160068,0.01394921,-0.01332606,0.03016219,-0.14244310,0.24577231,-0.96260104,0.17051809,-0.13751639,0.14778357,-0.12418869,0.01386774,-0.01735696,0.38692807,-0.54644732
-5.31565783,0.70866093,-1.03941805,0.01398134,-0.01441354,0.02717263,-0.13083665,0.24009125,-0.86524729,0.16424354,-0.13264571,0.14906589,-0.12270964,0.01412837,-0.01638925,0.38434061,-0.51246660
-5.30965483,0.69863429,-0.97653662,0.01404433,-0.01558735,0.02466103,-0.12065719,0.23636205,-0.77578782,0.15822927,-0.12917599,0.14976073,-0.12192175,0.01440532,-0.01561631,0.38220371,-0.48285550
-5.30365183,0.69011814,-0.92333491,0.01413506,-0.01684721,0.02258568,-0.11195822,0.23444233,-0.69449653,0.15246584,-0.12718064,0.14984646,-0.12175793,0.01470414,-0.01504240,0.38058553,-0.45780503
-5.29764882,0.68322393,-0.88000735,0.01425137,-0.01819159,0.02090931,-0.10476334,0.23425925,-0.62148192,0.14696181,-0.12670454,0.14932527,-0.12214842,0.01503230,-0.01466855,0.37961006,-0.43742150
-5.29164582,0.67815775,-0.84656644,0.01439216,-0.01961743,0.01959938,-0.09906698,0.23580421,-0.55669928,0.14174345,-0.12776234,0.14822291,-0.12302174,0.01539873,-0.01449272,0.37945148,-0.42172711
-5.28564282,0.67520811,-0.82284878,0.01455737,-0.02111990,0.01862812,-0.09483573,0.23912546,-0.49996631,0.13685345,-0.13033741,0.14658769,-0.12430560,0.01581327,-0.01450993,0.38032612,-0.41066240
-5.27963982,0.67472992,-0.80852457,0.01474796,-0.02269226,0.01797232,-0.09201012,0.24431910,-0.45098126,0.13234874,-0.13438132,0.14448876,-0.12592786,0.01628606,-0.01471249,0.38248249,-0.40409039
-5.27363682,0.67712525,-0.80311009,0.01496566,-0.02432567,0.01761292,-0.09050693,0.25151860,-0.40934257,0.12829771,-0.13981412,0.14201375,-0.12781734,0.01682697,-0.01509024,0.38618966,-0.40180209
-5.26763382,0.68282169,-0.80598260,0.01521277,-0.02600913,0.01753446,-0.09022166,0.26088328,-0.37456907,0.12477673,-0.14652533,0.13926581,-0.12990460,0.01744486,-0.01563079,0.39172448,-0.40352325
-5.26163082,0.69224917,-0.81639746,0.01549181,-0.02772942,0.01772434,-0.09103144,0.27258602,-0.34611999,0.12186641,-0.15437564,0.13636018,-0.13212257,0.01814699,-0.01631988,0.39935804,-0.40892218
