energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,0.96660966,0.49230659,0.00243708,0.00034562,0.06169833,0.33782750,0.43487169
-5.99399700,0.97015290,0.49484905,0.00243315,0.00034489,0.06226075,0.33971186,0.43592613
-5.98799400,0.96799697,0.49463893,0.00241224,0.00034172,0.06252770,0.33973592,0.43430677
-5.98199100,0.96044201,0.49184167,0.00237487,0.00033617,0.06252408,0.33801554,0.43013947
-5.97598799,0.94792098,0.48668931,0.00232195,0.00032839,0.06228277,0.33471213,0.42361058
-5.96998499,0.93098390,0.47947205,0.00225468,0.00031853,0.06184345,0.33002667,0.41496024
-5.96398199,0.91027748,0.47052727,0.00217455,0.00030681,0.06125101,0.32419216,0.40447358
-5.95797899,0.88652095,0.46022671,0.00208328,0.00029348,0.06055380,0.31746467,0.39247027
-5.95197599,0.86047927,0.44896222,0.00198276,0.00027880,0.05980162,0.31011345,0.37929287
-5.94597299,0.83293477,0.43713076,0.00187498,0.00026308,0.05904364,0.30241053,0.36529456
-5.93996998,0.80465878,0.42511940,0.00176200,0.00024660,0.05832636,0.29462029,0.35082671
-5.93396698,0.77638430,0.41329089,0.00164583,0.00022967,0.05769162,0.28698952,0.33622698
-5.92796398,0.74878106,0.40197061,0.00152844,0.00021258,0.05717483,0.27973828,0.32180842
-5.92196098,0.72243401,0.39143529,0.00141167,0.00019563,0.05680342,0.27305219,0.30784998
-5.91595798,0.69782620,0.38190419,0.00129720,0.00017908,0.05659573,0.26707629,0.29458893
-5.90995498,0.67532669,0.37353298,0.00118652,0.00016318,0.05656023,0.26191083,0.28221539
-5.90395198,0.65518387,0.36641064,0.00108089,0.00014817,0.05669515,0.25760917,0.27086917
-5.89794897,0.63752454,0.36055935,0.00098137,0.00013425,0.05698866,0.25417780,0.26063905
-5.89194597,0.62235834,0.35593752,0.00088878,0.00012162,0.05741941,0.25157846,0.25156429
-5.88594297,0.60958740,0.35244551,0.00080373,0.00011045,0.05795752,0.24973227,0.24363836
-5.87993997,0.59902050,0.34993396,0.00072663,0.00010091,0.05856594,0.24852552,0.23681459
-5.87393697,0.59039094,0.34821406,0.00065771,0.00009316,0.05920211,0.24781702,0.23101332
-5.86793397,0.58337724,0.34706941,0.00059707,0.00008736,0.05981987,0.24744638,0.22613026
-5.86193097,0.57762541,0.34626881,0.00054468,0.00008368,0.06037146,0.24724302,0.22204558
-5.85592796,0.57277203,0.34557932,0.00050044,0.00008231,0.06080964,0.24703540,0.21863322
-5.84992496,0.56846668,0.34477910,0.00046421,0.00008346,0.06108968,0.24666004,0.21577006
-5.84392196,0.56439290,0.34366925,0.00043581,0.00008734,0.06117131,0.24596984,0.21334443
-5.83791896,0.56028669,0.34208433,0.00041511,0.00009423,0.06102032,0.24484153,0.21126364
-5.83191596,0.55595169,0.33990090,0.00040201,0.00010442,0.06061001,0.24318170,0.20946018
-5.82591296,0.55127053,0.33704395,0.00039647,0.00011824,0.05992222,0.24093135,0.20789630
-5.81990995,0.54621173,0.33349069,0.00039852,0.00013605,0.05894801,0.23806859,0.20656682
-5.81390695,0.54083219,0.32927190,0.00040828,0.00015825,0.05768794,0.23460972,0.20550007
-5.80790395,0.53527503,0.32447058,0.00042595,0.00018524,0.05615201,0.23060832,0.20475700
-5.80190095,0.52976310,0.31921819,0.00045180,0.00021745,0.05435917,0.22615275,0.20442846
-5.79589795,0.52458859,0.31368863,0.00048617,0.00025531,0.05233662,0.22136208,0.20463079
-5.78989495,0.52009922,0.30809032,0.00052945,0.00029922,0.05011873,0.21638067,0.20550011
-5.78389195,0.51668176,0.30265682,0.00058205,0.00034958,0.04774586,0.21137181,0.20718542
-5.77788894,0.51474377,0.29763640,0.00064436,0.00040670,0.04526298,0.20651059,0.20984095
-5.77188594,0.51469430,0.29328110,0.00071677,0.00047085,0.04271830,0.20197648,0.21361806
-5.76588294,0.51692467,0.28983589,0.00079958,0.00054220,0.04016184,0.19794590,0.21865721
-5.75987994,0.52179007,0.28752819,0.00089299,0.00062081,0.03764416,0.19458518,0.22508021
-5.75387694,0.52959292,0.28655857,0.00099710,0.00070662,0.03521511,0.19204413,0.23298332
-5.74787394,0.54056886,0.28709275,0.00111184,0.00079942,0.03292288,0.19045063,0.24243137
-5.74187094,0.55487582,0.28925544,0.00123698,0.00089883,0.03081310,0.18990636,0.25345336
-5.73586793,0.57258695,0.29312618,0.00137208,0.00100435,0.02892831,0.19048394,0.26603965
-5.72986493,0.59368753,0.29873754,0.00151653,0.00111526,0.02730748,0.19222543,0.28014102
-5.72386193,0.61807623,0.30607544,0.00166949,0.00123071,0.02598587,0.19514239,0.29566964
-5.71785893,0.64557055,0.31508191,0.00182997,0.00134970,0.02499494,0.19921742,0.31250190
-5.71185593,0.67591626,0.32565989,0.00199677,0.00147107,0.02436253,0.20440700,0.33048314
-5.70585293,0.70880044,0.33768001,0.00216856,0.00159358,0.02411305,0.21064552,0.34943399
-5.69984992,0.74386757,0.35098888,0.00234390,0.00171589,0.02426778,0.21785041,0.36915809
-5.69384692,0.78073772,0.36541867,0.00252124,0.00183659,0.02484515,0.22592782,0.38945082
-5.68784392,0.81902625,0.38079722,0.00269904,0.00195429,0.02586110,0.23477885,0.41010873
-5.68184092,0.85836373,0.39695855,0.00287575,0.00206762,0.02732928,0.24430586,0.43093900
-5.67583792,0.89841529,0.41375283,0.00304990,0.00217525,0.02926123,0.25441847,0.45176871
-5.66983492,0.93889810,0.43105554,0.00322011,0.00227599,0.03166645,0.26503906,0.47245312
-5.66383192,0.97959626,0.44877516,0.00338518,0.00236878,0.03455233,0.27610742,0.49288277
-5.65782891,1.02037194,0.46685899,0.00354409,0.00245273,0.03792393,0.28758416,0.51298871
-5.65182591,1.06117205,0.48529660,0.00369604,0.00252715,0.04178371,0.29945282,0.53274568
-5.64582291,1.10202992,0.50412065,0.00384046,0.00259157,0.04613103,0.31172036,0.55217281
-5.63981991,1.14306163,0.52340496,0.00397704,0.00264575,0.05096157,0.32441600,0.57133177
-5.63381691,1.18445670,0.54325957,0.00410569,0.00268966,0.05626672,0.33758842,0.59032228
-5.62781391,1.22646361,0.56382314,0.00422656,0.00272351,0.06203278,0.35130127,0.60927502
-5.62181091,1.26937032,0.58525265,0.00433996,0.00274768,0.06824022,0.36562728,0.62834232
-5.61580790,1.31348084,0.60771103,0.00444636,0.00276274,0.07486288,0.38064106,0.64768682
-5.60980490,1.35908857,0.63135311,0.00454633,0.00276939,0.08186726,0.39641103,0.66746866
-5.60380190,1.40644786,0.65631052,0.00464047,0.00276845,0.08921180,0.41299083,0.68783183
-5.59779890,1.45574519,0.68267644,0.00472936,0.00276078,0.09684638,0.43041053,0.70889032
-5.59179590,1.50707133,0.71049079,0.00481349,0.00274726,0.10471197,0.44866838,0.73071476
-5.58579290,1.56039631,0.73972698,0.00489321,0.00272876,0.11274045,0.46772324,0.75332039
-5.57978989,1.61554851,0.77028067,0.00496868,0.00270608,0.12085477,0.48748848,0.77665696
-5.57378689,1.67219942,0.80196174,0.00503984,0.00267994,0.12896936,0.50782759,0.80060131
-5.56778389,1.72985511,0.83448968,0.00510633,0.00265093,0.13699094,0.52855191,0.82495314
-5.56178089,1.78785549,0.86749321,0.00516756,0.00261949,0.14481961,0.54942085,0.84943436
-5.55577789,1.84538177,0.90051430,0.00522261,0.00258593,0.15235040,0.57014458,0.87369237
-5.54977489,1.90147228,0.93301668,0.00527035,0.00255038,0.15947510,0.59038951,0.89730712
-5.54377189,1.95504641,0.96439874,0.00530940,0.00251286,0.16608447,0.60978613,0.91980211
-5.53776888,2.00493587,0.99401038,0.00533821,0.00247321,0.17207069,0.62793931,0.94065868
-5.53176588,2.04992219,1.02117326,0.00535511,0.00243121,0.17733006,0.64444046,0.95933324
-5.52576288,2.08877886,1.04520354,0.00535839,0.00238650,0.18176580,0.65888114,0.97527664
-5.51975988,2.12031631,1.06543631,0.00534638,0.00233871,0.18529088,0.67086758,0.98795493
-5.51375688,2.14342767,1.08125032,0.00531754,0.00228744,0.18783074,0.68003538,0.99687038
-5.50775388,2.15713326,1.09209214,0.00527049,0.00223228,0.18932586,0.68606379,1.00158199
-5.50175088,2.16062144,1.09749845,0.00520416,0.00217289,0.18973388,0.68868880,1.00172437
-5.49574787,2.15328415,1.09711537,0.00511781,0.00210901,0.18903143,0.68771441,0.99702406
-5.48974487,2.13474509,1.09071392,0.00501108,0.00204046,0.18721529,0.68302167,0.98731258
-5.48374187,2.10487937,1.07820091,0.00488405,0.00196721,0.18430299,0.67457476,0.97253552
-5.47773887,2.06382351,1.05962463,0.00473724,0.00188935,0.18033281,0.66242410,0.95275719
