energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,P_s_up,P_s_down,P_p_up,P_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.89194597,2.01334550,-0.68117807,0.96369412,-0.49130968,0.63117535,-0.12285587,0.07047644,-0.00366072,0.56104522,-0.23717429,0.64269427,-0.21131134,0.00000000,-0.00000000
-5.88594297,2.02081586,-0.66242617,0.95788051,-0.47270861,0.62806368,-0.11765998,0.06969495,-0.00358164,0.55534050,-0.22152117,0.65267744,-0.21602924,0.00000000,-0.00000000
-5.87993997,2.02027136,-0.64938715,0.94791371,-0.45843329,0.62255848,-0.11358730,0.06852443,-0.00358351,0.54762915,-0.20817599,0.65966543,-0.22216027,0.00000000,-0.00000000
-5.87393697,2.01204383,-0.64214127,0.93405310,-0.44838679,0.61490403,-0.11071511,0.06698966,-0.00367759,0.53817001,-0.19720079,0.66357096,-0.22966792,0.00000000,-0.00000000
-5.86793397,1.99658746,-0.64069123,0.91661661,-0.44240437,0.60538226,-0.10910991,0.06512092,-0.00387609,0.52725169,-0.18862739,0.66435141,-0.23849409,0.00000000,-0.00000000
-5.86193097,1.97446593,-0.64497663,0.89597268,-0.44026683,0.59430411,-0.10882932,0.06295298,-0.00419217,0.51518384,-0.18246259,0.66201071,-0.24856377,0.00000000,-0.00000000
-5.85592796,1.94633873,-0.65488907,0.87253250,-0.44171423,0.58200059,-0.10992402,0.06052404,-0.00464005,0.50228854,-0.17869348,0.65660071,-0.25979006,0.00000000,-0.00000000
-5.84992496,1.91294696,-0.67028697,0.84674272,-0.44645957,0.56881378,-0.11243947,0.05787468,-0.00523486,0.48889204,-0.17729238,0.64822197,-0.27207943,0.00000000,-0.00000000
-5.84392196,1.87509907,-0.69100905,0.81907892,-0.45420149,0.55508820,-0.11641728,0.05504674,-0.00599259,0.47531709,-0.17822113,0.63702380,-0.28533674,0.00000000,-0.00000000
-5.83791896,1.83365668,-0.71688570,0.79003976,-0.46463578,0.54116273,-0.12189598,0.05208232,-0.00692982,0.46187605,-0.18143460,0.62320349,-0.29946972,0.00000000,-0.00000000
-5.83191596,1.78952063,-0.74774732,0.76014172,-0.47746490,0.52736329,-0.12891117,0.04902290,-0.00806342,0.44886510,-0.18688307,0.60700466,-0.31439269,0.00000000,-0.00000000
-5.82591296,1.74361737,-0.78342917,0.72991452,-0.49240534,0.51399648,-0.13749481,0.04590847,-0.00941012,0.43655938,-0.19451339,0.58871450,-0.33002910,0.00000000,-0.00000000
-5.81990995,1.69688565,-0.82377214,0.69989681,-0.50919243,0.50134427,-0.14767368,0.04277683,-0.01098597,0.42520932,-0.20426886,0.56865995,-0.34631284,0.00000000,-0.00000000
-5.81390695,1.65026366,-0.86861948,0.67063201,-0.52758257,0.48965988,-0.15946697,0.03966310,-0.01280572,0.41503811,-0.21608786,0.54720273,-0.36318796,0.00000000,-0.00000000
-5.80790395,1.60467638,-0.91780936,0.64266415,-0.54735276,0.47916473,-0.17288312,0.03659924,-0.01488209,0.40624022,-0.22990126,0.52473321,-0.38060701,0.00000000,-0.00000000
-5.80190095,1.56102332,-0.97116387,0.61653331,-0.56829783,0.47004663,-0.18791587,0.03361379,-0.01722500,0.39898086,-0.24562887,0.50166326,-0.39852791,0.00000000,-0.00000000
-5.79589795,1.52016661,-1.02847502,0.59277060,-0.59022549,0.46245891,-0.20453993,0.03073171,-0.01984070,0.39339636,-0.26317504,0.47841812,-0.41690949,0.00000000,-0.00000000
-5.78989495,1.48291936,-1.08948865,0.57189248,-0.61294980,0.45652064,-0.22270636,0.02797431,-0.02273096,0.38959520,-0.28242400,0.45542750,-0.43570613,0.00000000,-0.00000000
-5.78389195,1.45003448,-1.15388757,0.55439429,-0.63628363,0.45231760,-0.24233792,0.02535931,-0.02589223,0.38765963,-0.30323493,0.43311613,-0.45486175,0.00000000,-0.00000000
-5.77788894,1.42219395,-1.22127507,0.54074303,-0.66003084,0.44990397,-0.26332487,0.02290092,-0.02931488,0.38764760,-0.32543754,0.41189400,-0.47430358,0.00000000,-0.00000000
-5.77188594,1.39999867,-1.29116024,0.53136937,-0.68397873,0.44930448,-0.28552143,0.02061004,-0.03298258,0.38959483,-0.34882826,0.39214667,-0.49393636,0.00000000,-0.00000000
-5.76588294,1.38395890,-1.36294664,0.52665907,-0.70789173,0.45051691,-0.30874318,0.01849447,-0.03687178,0.39351686,-0.37316774,0.37422582,-0.51363724,0.00000000,-0.00000000
-5.75987994,1.37448557,-1.43592539,0.52694389,-0.73150677,0.45351469,-0.33276597,0.01655916,-0.04095148,0.39941089,-0.39817968,0.35844054,-0.53325204,0.00000000,-0.00000000
-5.75387694,1.37188244,-1.50927395,0.53249247,-0.75453111,0.45824943,-0.35732618,0.01480645,-0.04518312,0.40725721,-0.42355158,0.34504948,-0.55259332,0.00000000,-0.00000000
-5.74787394,1.37633925,-1.58206141,0.54350120,-0.77664293,0.46465327,-0.38212298,0.01323631,-0.04952087,0.41702010,-0.44893747,0.33425436,-0.57144044,0.00000000,-0.00000000
-5.74187094,1.38792616,-1.65326063,0.56008574,-0.79749495,0.47264078,-0.40682236,0.01184665,-0.05391210,0.42864820,-0.47396265,0.32619488,-0.58954197,0.00000000,-0.00000000
-5.73586793,1.40658947,-1.72176749,0.58227333,-0.81672128,0.48211053,-0.43106305,0.01063353,-0.05829824,0.44207414,-0.49823060,0.32094544,-0.60662056,0.00000000,-0.00000000
-5.72986493,1.43214894,-1.78642682,0.60999648,-0.83394718,0.49294605,-0.45446429,0.00959137,-0.06261585,0.45721361,-0.52133175,0.31851370,-0.62238009,0.00000000,-0.00000000
-5.72386193,1.46429690,-1.84606411,0.64308835,-0.84880154,0.50501643,-0.47663514,0.00871322,-0.06679806,0.47396385,-0.54285389,0.31884106,-0.63651501,0.00000000,-0.00000000
-5.71785893,1.50259944,-1.89952205,0.68128025,-0.86093136,0.51817639,-0.49718514,0.00799087,-0.07077613,0.49220174,-0.56239384,0.32180520,-0.64872138,0.00000000,-0.00000000
-5.71185593,1.54649987,-1.94570015,0.72420156,-0.87001766,0.53226615,-0.51573577,0.00741512,-0.07448130,0.51178172,-0.57956989,0.32722454,-0.65870920,0.00000000,-0.00000000
-5.70585293,1.59532486,-1.98359568,0.77138234,-0.87579202,0.54711121,-0.53193241,0.00697587,-0.07784670,0.53253376,-0.59403450,0.33486451,-0.66621549,0.00000000,-0.00000000
-5.69984992,1.64829344,-2.01234409,0.82225893,-0.87805263,0.56252217,-0.54545613,0.00666232,-0.08080931,0.55426162,-0.60548654,0.34444549,-0.67101725,0.00000000,-0.00000000
-5.69384692,1.70452902,-2.03125670,0.87618246,-0.87667916,0.57829503,-0.55603491,0.00646311,-0.08331193,0.57674183,-0.61368270,0.35565213,-0.67294382,0.00000000,-0.00000000
-5.68784392,1.76307469,-2.03985378,0.93243036,-0.87164549,0.59421197,-0.56345365,0.00636644,-0.08530496,0.59972363,-0.61844723,0.36814380,-0.67188787,0.00000000,-0.00000000
-5.68184092,1.82291178,-2.03789131,0.99022077,-0.86302944,0.61004305,-0.56756253,0.00636024,-0.08674806,0.62293011,-0.61967975,0.38156573,-0.66781438,0.00000000,-0.00000000
-5.67583792,1.88298144,-2.02537976,1.04872934,-0.85101894,0.62554889,-0.56828334,0.00643233,-0.08761145,0.64606085,-0.61736053,0.39556057,-0.66076710,0.00000000,-0.00000000
-5.66983492,1.94220909,-2.00259394,1.10710830,-0.83591407,0.64048446,-0.56561332,0.00657053,-0.08787696,0.66879617,-0.61155304,0.40977988,-0.65087208,0.00000000,-0.00000000
-5.66383192,1.99953124,-1.97007302,1.16450702,-0.81812481,0.65460413,-0.55962653,0.00676287,-0.08753867,0.69080300,-0.60240356,0.42389513,-0.63833799,0.00000000,-0.00000000
-5.65782891,2.05392391,-1.92861070,1.22009360,-0.79816417,0.66766774,-0.55047230,0.00699776,-0.08660306,0.71174242,-0.59013785,0.43760794,-0.62345309,0.00000000,-0.00000000
-5.65182591,2.10443181,-1.87923562,1.27307662,-0.77663715,0.67944776,-0.53837120,0.00726411,-0.08508888,0.73127865,-0.57505491,0.45065895,-0.60657901,0.00000000,-0.00000000
-5.64582291,2.15019745,-1.82318272,1.32272640,-0.75422558,0.68973710,-0.52360835,0.00755159,-0.08302645,0.74908907,-0.55751815,0.46283530,-0.58814133,0.00000000,-0.00000000
-5.63981991,2.19048875,-1.76185679,1.36839486,-0.73166948,0.69835738,-0.50652452,0.00785073,-0.08045670,0.76487517,-0.53794433,0.47397614,-0.56861758,0.00000000,-0.00000000
-5.63381691,2.22472421,-1.69678947,1.40953329,-0.70974554,0.70516719,-0.48750538,0.00815316,-0.07742979,0.77837368,-0.51679065,0.48397614,-0.54852283,0.00000000,-0.00000000
-5.62781391,2.25249436,-1.62959156,1.44570726,-0.68924346,0.71006991,-0.46696932,0.00845169,-0.07400347,0.78936742,-0.49454062,0.49278696,-0.52839371,0.00000000,-0.00000000
-5.62181091,2.27357831,-1.56190247,1.47660800,-0.67094108,0.71302066,-0.44535431,0.00874051,-0.07024131,0.79769545,-0.47168921,0.50041631,-0.50877124,0.00000000,-0.00000000
-5.61580790,2.28795461,-1.49533880,1.50205989,-0.65557896,0.71403186,-0.42310450,0.00901524,-0.06621067,0.80326175,-0.44872787,0.50692511,-0.49018329,0.00000000,-0.00000000
-5.60980490,2.29580547,-1.43144401,1.52202344,-0.64383565,0.71317705,-0.40065687,0.00927303,-0.06198075,0.80604206,-0.42613008,0.51242241,-0.47312725,0.00000000,-0.00000000
-5.60380190,2.29751395,-1.37164104,1.53659392,-0.63630406,0.71059269,-0.37842868,0.00951258,-0.05762066,0.80608838,-0.40433789,0.51705870,-0.45805355,0.00000000,-0.00000000
-5.59779890,2.29365399,-1.31718967,1.54599538,-0.63347024,0.70647756,-0.35680603,0.00973409,-0.05319758,0.80353086,-0.38374993,0.52101756,-0.44535069,0.00000000,-0.00000000
-5.59179590,2.28497328,-1.26915000,1.55057039,-0.63569493,0.70108990,-0.33613397,0.00993924,-0.04877509,0.79857685,-0.36471139,0.52450624,-0.43533224,0.00000000,-0.00000000
-5.58579290,2.27236975,-1.22835336,1.55076591,-0.64319874,0.69474203,-0.31670857,0.01013107,-0.04441185,0.79150705,-0.34750623,0.52774533,-0.42822621,0.00000000,-0.00000000
-5.57978989,2.25686227,-1.19538159,1.54711585,-0.65605161,0.68779291,-0.29877113,0.01031378,-0.04016039,0.78266896,-0.33235180,0.53095820,-0.42416738,0.00000000,-0.00000000
-5.57378689,2.23955685,-1.17055525,1.54022102,-0.67416674,0.68063871,-0.28250459,0.01049261,-0.03606636,0.77246773,-0.31939611,0.53436031,-0.42319254,0.00000000,-0.00000000
-5.56778389,2.22160974,-1.15393115,1.53072736,-0.69729960,0.67370183,-0.26803240,0.01067355,-0.03216794,0.76135494,-0.30871776,0.53814912,-0.42523903,0.00000000,-0.00000000
-5.56178089,2.20418893,-1.14530903,1.51930334,-0.72505205,0.66741899,-0.25541957,0.01086316,-0.02849571,0.74981577,-0.30032838,0.54249478,-0.43014649,0.00000000,-0.00000000
-5.55577789,2.18843570,-1.14424727,1.50661746,-0.75688160,0.66222872,-0.24467594,0.01106828,-0.02507263,0.73835507,-0.29417758,0.54753209,-0.43766195,0.00000000,-0.00000000
-5.54977489,2.17542793,-1.15008678,1.49331693,-0.79211576,0.65855895,-0.23576141,0.01129577,-0.02191441,0.72748293,-0.29016002,0.55335399,-0.44744781,0.00000000,-0.00000000
-5.54377189,2.16614662,-1.16198232,1.48000821,-0.82997109,0.65681511,-0.22859283,0.01155233,-0.01902998,0.71770048,-0.28812444,0.56000688,-0.45909279,0.00000000,-0.00000000
-5.53776888,2.16144710,-1.17894005,1.46724037,-0.86957651,0.65736939,-0.22305224,0.01184421,-0.01642220,0.70948637,-0.28788418,0.56748787,-0.47212520,0.00000000,-0.00000000
-5.53176588,2.16203586,-1.19985993,1.45549179,-0.91000016,0.66055131,-0.21899612,0.01217707,-0.01408864,0.70328442,-0.28922891,0.57574419,-0.48602833,0.00000000,-0.00000000
-5.52576288,2.16845393,-1.22358141,1.44516076,-0.95027898,0.66664014,-0.21626522,0.01255578,-0.01202246,0.69949294,-0.29193690,0.58467473,-0.50025731,0.00000000,-0.00000000
-5.51975988,2.18106724,-1.24893088,1.43656021,-0.98945013,0.67585916,-0.21469459,0.01298433,-0.01021329,0.69845597,-0.29578753,0.59413355,-0.51425690,0.00000000,-0.00000000
-5.51375688,2.20006391,-1.27476892,1.42991658,-1.02658298,0.68837192,-0.21412335,0.01346573,-0.00864814,0.70045653,-0.30057356,0.60393541,-0.52747966,0.00000000,-0.00000000
-5.50775388,2.22545820,-1.30003568,1.42537280,-1.06081054,0.70428037,-0.21440392,0.01400196,-0.00731224,0.70571208,-0.30611243,0.61386290,-0.53940380,0.00000000,-0.00000000
-5.50175088,2.25710066,-1.32379278,1.42299496,-1.09135927,0.72362473,-0.21541016,0.01459391,-0.00618977,0.71437201,-0.31225641,0.62367496,-0.54955010,0.00000000,-0.00000000
-5.49574787,2.29469334,-1.34525983,1.42278219,-1.11757575,0.74638489,-0.21704428,0.01524142,-0.00526461,0.72651705,-0.31890095,0.63311642,-0.55749740,0.00000000,-0.00000000
-5.48974487,2.33780914,-1.36384440,1.42467911,-1.13894939,0.77248297,-0.21924212,0.01594325,-0.00452083,0.74216043,-0.32599094,0.64192813,-0.56289590,0.00000000,-0.00000000
-5.48374187,2.38591408,-1.37916405,1.42859013,-1.15513001,0.80178681,-0.22197664,0.01669714,-0.00394321,0.76125045,-0.33352452,0.64985722,-0.56547809,0.00000000,-0.00000000
-5.47773887,2.43839125,-1.39105961,1.43439481,-1.16593958,0.83411412,-0.22525939,0.01749974,-0.00351759,0.78367430,-0.34155427,0.65666706,-0.56506667,0.00000000,-0.00000000
-5.47173587,2.49456521,-1.39959911,1.44196349,-1.17137751,0.86923693,-0.22914005,0.01834672,-0.00323104,0.80926283,-0.35018551,0.66214654,-0.56157945,0.00000000,-0.00000000
-5.46573287,2.55372597,-1.40507219,1.45117244,-1.17161927,0.90688636,-0.23370386,0.01923270,-0.00307207,0.83779606,-0.35957194,0.66611820,-0.55503090,0.00000000,-0.00000000
-5.45972986,2.61515152,-1.40797525,1.46191791,-1.16700834,0.94675745,-0.23906712,0.02015128,-0.00303060,0.86900937,-0.36990846,0.66844490,-0.54553054,0.00000000,-0.00000000
-5.45372686,2.67812844,-1.40898788,1.47412848,-1.15804187,0.98851406,-0.24537102,0.02109503,-0.00309795,0.90260010,-0.38142159,0.66903476,-0.53327821,0.00000000,-0.00000000
-5.44772386,2.74197007,-1.40894174,1.48777530,-1.14535062,1.03179405,-0.25277386,0.02205546,-0.00326672,0.93823468,-0.39435779,0.66784428,-0.51855655,0.00000000,-0.00000000
-5.44172086,2.80603220,-1.40878307,1.50287985,-1.12967417,1.07621458,-0.26144214,0.02302309,-0.00353058,0.97555620,-0.40897013,0.66487943,-0.50172099,0.00000000,-0.00000000
-5.43571786,2.86972609,-1.40953062,1.51951916,-1.11183247,1.12137793,-0.27154087,0.02398742,-0.00388411,1.01419238,-0.42550384,0.66019476,-0.48318778,0.00000000,-0.00000000
-5.42971486,2.93252920,-1.41223073,1.53782828,-1.09269510,1.16687781,-0.28322342,0.02493702,-0.00432250,1.05376397,-0.44418155,0.65389074,-0.46342058,0.00000000,-0.00000000
-5.42371186,2.99399363,-1.41791160,1.55800003,-1.07314953,1.21230631,-0.29662160,0.02585962,-0.00484132,1.09389353,-0.46518865,0.64610933,-0.44291612,0.00000000,-0.00000000
-5.41770885,3.05375254,-1.42753877,1.58028220,-1.05406987,1.25726148,-0.31183607,0.02674229,-0.00543625,1.13421441,-0.48865972,0.63702823,-0.42218942,0.00000000,-0.00000000
-5.41170585,3.11152473,-1.44197358,1.60497204,-1.03628744,1.30135546,-0.32892796,0.02757161,-0.00610283,1.17437986,-0.51466655,0.62685391,-0.40175926,0.00000000,-0.00000000
-5.40570285,3.16711731,-1.46193661,1.63240842,-1.02056433,1.34422302,-0.34791170,0.02833392,-0.00683623,1.21407181,-0.54320845,0.61581392,-0.38213420,0.00000000,-0.00000000
-5.39969985,3.22042648,-1.48797736,1.66296155,-1.00757099,1.38553012,-0.36874972,0.02901568,-0.00763100,1.25300909,-0.57420541,0.60414869,-0.36379964,0.00000000,-0.00000000
-5.39369685,3.27143606,-1.52045148,1.69702043,-0.99786866,1.42498210,-0.39134915,0.02960375,-0.00848097,1.29095464,-0.60749449,0.59210323,-0.34720625,0.00000000,-0.00000000
-5.38769385,3.32021362,-1.55950636,1.73497825,-0.99189704,1.46233105,-0.41556074,0.03008583,-0.00937905,1.32772118,-0.64282970,0.57991898,-0.33275989,0.00000000,-0.00000000
-5.38169085,3.36690361,-1.60507535,1.77721560,-0.98996740,1.49738182,-0.44118012,0.03045081,-0.01031719,1.36317491,-0.67988554,0.56782609,-0.32081337,0.00000000,-0.00000000
-5.37568784,3.41171723,-1.65688064,1.82408210,-0.99226108,1.52999603,-0.46795133,0.03068920,-0.01128634,1.39723678,-0.71826400,0.55603643,-0.31165988,0.00000000,-0.00000000
-5.36968484,3.45491887,-1.71444434,1.87587640,-0.99883282,1.56009374,-0.49557258,0.03079343,-0.01227644,1.42988104,-0.75750491,0.54473739,-0.30552826,0.00000000,-0.00000000
-5.36368184,3.49680875,-1.77710689,1.93282520,-1.00961848,1.58765241,-0.52370384,0.03075821,-0.01327652,1.46113078,-0.79709903,0.53408670,-0.30257991,0.00000000,-0.00000000
-5.35767884,3.53770222,-1.84405158,1.99506189,-1.02444618,1.61270288,-0.55197616,0.03058079,-0.01427478,1.49105058,-0.83650339,0.52420838,-0.30290739,0.00000000,-0.00000000
-5.35167584,3.57790605,-1.91433395,2.06260544,-1.04304998,1.63532240,-0.58000206,0.03026105,-0.01525880,1.51973632,-0.87515821,0.51518984,-0.30653437,0.00000000,-0.00000000
-5.34567284,3.61769241,-1.98691424,2.13534062,-1.06508505,1.65562497,-0.60738676,0.02980165,-0.01621569,1.54730254,-0.91250442,0.50708013,-0.31341696,0.00000000,-0.00000000
-5.33966983,3.65727200,-2.06069151,2.21300051,-1.09014342,1.67374937,-0.63373954,0.02920797,-0.01713236,1.57386814,-0.94800117,0.49988947,-0.32344617,0.00000000,-0.00000000
-5.33366683,3.69676738,-2.13453761,2.29515253,-1.11776934,1.68984559,-0.65868492,0.02848792,-0.01799576,1.59954097,-0.98114232,0.49358990,-0.33645146,0.00000000,-0.00000000
-5.32766383,3.73618847,-2.20732962,2.38118905,-1.14747358,1.70406033,-0.68187307,0.02765181,-0.01879318,1.62440242,-1.01147129,0.48811718,-0.35220508,0.00000000,-0.00000000
-5.32166083,3.77541165,-2.27797947,2.47032380,-1.17874598,1.71652273,-0.70298901,0.02671193,-0.01951253,1.64849299,-1.03859344,0.48337369,-0.37042742,0.00000000,-0.00000000
-5.31565783,3.81416446,-2.34545968,2.56159493,-1.21106602,1.72733106,-0.72176036,0.02568221,-0.02014260,1.67179968,-1.06218570,0.47923242,-0.39079287,0.00000000,-0.00000000
-5.30965483,3.85201707,-2.40882447,2.65387541,-1.24391122,1.73654142,-0.73796328,0.02457774,-0.02067339,1.69424643,-1.08200286,0.47554182,-0.41293654,0.00000000,-0.00000000
-5.30365183,3.88838199,-2.46722598,2.74589113,-1.27676342,1.74415930,-0.75142654,0.02341435,-0.02109633,1.71568817,-1.09788054,0.47213151,-0.43646143,0.00000000,-0.00000000
-5.29764882,3.92252254,-2.51992539,2.83624663,-1.30911336,1.75013458,-0.76203350,0.02220807,-0.02140454,1.73590910,-1.10973488,0.46881854,-0.46094624,0.00000000,-0.00000000
-5.29164582,3.95357041,-2.56629940,2.92345790,-1.34046387,1.75436050,-0.76972238,0.02097469,-0.02159297,1.75462561,-1.11755912,0.46541407,-0.48595356,0.00000000,-0.00000000
-5.28564282,3.98055177,-2.60584239,3.00599125,-1.37033235,1.75667665,-0.77448464,0.01972932,-0.02165864,1.77149370,-1.12141752,0.46173032,-0.51103847,0.00000000,-0.00000000
-5.27963982,4.00242098,-2.63816518,3.08230691,-1.39825305,1.75687587,-0.77636203,0.01848606,-0.02160064,1.78612067,-1.12143728,0.45758743,-0.53575730,0.00000000,-0.00000000
-5.27363682,4.01810036,-2.66299127,3.15090538,-1.42377982,1.75471474,-0.77544240,0.01725764,-0.02142030,1.79808044,-1.11779890,0.45282003,-0.55967661,0.00000000,-0.00000000
-5.26763382,4.02652390,-2.68015139,3.21037465,-1.44648990,1.74992686,-0.77185478,0.01605523,-0.02112110,1.80693166,-1.11072597,0.44728326,-0.58238197,0.00000000,-0.00000000
-5.26163082,4.02668256,-2.68957749,3.25943589,-1.46598907,1.74223812,-0.76576406,0.01488828,-0.02070867,1.81223753,-1.10047488,0.44085803,-0.60348658,0.00000000,-0.00000000
-5.25562781,4.01766871,-2.69129688,3.29698548,-1.48191851,1.73138300,-0.75736566,0.01376448,-0.02019067,1.81358612,-1.08732527,0.43345518,-0.62263936,0.00000000,-0.00000000
-5.24962481,3.99871711,-2.68542741,3.32213115,-1.49396348,1.71712078,-0.74688050,0.01268975,-0.01957668,1.81061005,-1.07157175,0.42501852,-0.63953237,0.00000000,-0.00000000
-5.24362181,3.96924013,-2.67217405,3.33422060,-1.50186354,1.69925068,-0.73455055,0.01166833,-0.01887799,1.80300430,-1.05351738,0.41552652,-0.65390736,0.00000000,-0.00000000
-5.23761881,3.92885536,-2.65182735,3.33286095,-1.50542431,1.67762498,-0.72063521,0.01070291,-0.01810737,1.79054116,-1.03346929,0.40499267,-0.66556119,0.00000000,-0.00000000
-5.23161581,3.87740402,-2.62476372,3.31792841,-1.50452989,1.65215948,-0.70540863,0.00979481,-0.01727889,1.77308157,-1.01173649,0.39346433,-0.67435001,0.00000000,-0.00000000
-5.22561281,3.81495953,-2.59144747,3.28956752,-1.49915569,1.62284060,-0.68915802,0.00894416,-0.01640759,1.75058218,-0.98863001,0.38102050,-0.68019198,0.00000000,-0.00000000
-5.21960980,3.74182592,-2.55243414,3.24818058,-1.48938066,1.58972900,-0.67218285,0.00815016,-0.01550927,1.72309807,-0.96446500,0.36776822,-0.68306845,0.00000000,-0.00000000
-5.21360680,3.65852668,-2.50837462,3.19440783,-1.47539837,1.55295966,-0.65479488,0.00741125,-0.01460020,1.69078098,-0.93956471,0.35383821,-0.68302363,0.00000000,-0.00000000
-5.20760380,3.56578498,-2.46001933,3.12909984,-1.45752587,1.51273867,-0.63731883,0.00672533,-0.01369687,1.65387363,-0.91426563,0.33937976,-0.68016256,0.00000000,-0.00000000
-5.20160080,3.46449709,-2.40822160,3.05328393,-1.43620995,1.46933720,-0.62009331,0.00608993,-0.01281575,1.61270052,-0.88892348,0.32455516,-0.67464760,0.00000000,-0.00000000
-5.19559780,3.35570069,-2.35393953,2.96812645,-1.41202969,1.42308324,-0.60347190,0.00550241,-0.01197306,1.56765610,-0.86391925,0.30953419,-0.66669338,0.00000000,-0.00000000
-5.18959480,3.24054045,-2.29823535,2.87489327,-1.38569523,1.37435197,-0.58782383,0.00496005,-0.01118457,1.51919120,-0.83966473,0.29448864,-0.65656056,0.00000000,-0.00000000
-5.18359180,3.12023300,-2.24227167,2.77491048,-1.35804205,1.32355540,-0.57353419,0.00446016,-0.01046543,1.46779874,-0.81660690,0.27958748,-0.64454832,0.00000000,-0.00000000
-5.17758879,2.99603342,-2.18730378,2.66952735,-1.33002061,1.27113219,-0.56100307,0.00400016,-0.00982998,1.41399945,-0.79523052,0.26499263,-0.63098608,0.00000000,-0.00000000
-5.17158579,2.86920511,-2.13466769,2.56008321,-1.30268148,1.21753819,-0.55064366,0.00357762,-0.00929165,1.35832877,-0.77605845,0.25085570,-0.61622445,0.00000000,-0.00000000
-5.16558279,2.74099460,-2.08576345,2.44787965,-1.27715592,1.16323848,-0.54287877,0.00319028,-0.00886281,1.30132525,-0.75964925,0.23731577,-0.60062588,0.00000000,-0.00000000
