energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,0.13886856,0.01106461,0.00000000,0.00076001,0.01141717,0.02319939,0.02806243
-5.99399700,0.14909344,0.01226672,0.00000000,0.00078831,0.01191147,0.02460489,0.02861768
-5.98799400,0.16464214,0.01389504,0.00000000,0.00084686,0.01281024,0.02686470,0.03025320
-5.98199100,0.18556927,0.01596220,0.00000000,0.00093518,0.01411663,0.02998539,0.03294553
-5.97598799,0.21196287,0.01848279,0.00000000,0.00105310,0.01583556,0.03397794,0.03668130
-5.96998499,0.24392906,0.02147208,0.00000000,0.00120062,0.01797284,0.03885547,0.04145440
-5.96398199,0.28157476,0.02494450,0.00000000,0.00137786,0.02053403,0.04463067,0.04726279
-5.95797899,0.32498875,0.02891202,0.00000000,0.00158494,0.02352327,0.05131298,0.05410500
-5.95197599,0.37422191,0.03338249,0.00000000,0.00182188,0.02694192,0.05890565,0.06197650
-5.94597299,0.42926716,0.03835792,0.00000000,0.00208849,0.03078726,0.06740269,0.07086599
-5.93996998,0.49003989,0.04383280,0.00000000,0.00238426,0.03505118,0.07678593,0.08075180
-5.93396698,0.55635962,0.04979255,0.00000000,0.00270826,0.03971886,0.08702233,0.09159847
-5.92796398,0.62793385,0.05621213,0.00000000,0.00305906,0.04476773,0.09806152,0.10335374
-5.92196098,0.70434480,0.06305500,0.00000000,0.00343463,0.05016649,0.10983394,0.11594600
-5.91595798,0.78503991,0.07027227,0.00000000,0.00383232,0.05587449,0.12224943,0.12928240
-5.90995498,0.86932687,0.07780238,0.00000000,0.00424878,0.06184134,0.13519661,0.14324769
-5.90395198,0.95637368,0.08557117,0.00000000,0.00468000,0.06800696,0.14854306,0.15770394
-5.89794897,1.04521431,0.09349239,0.00000000,0.00512129,0.07430193,0.16213630,0.17249120
-5.89194597,1.13476009,0.10146887,0.00000000,0.00556734,0.08064834,0.17580573,0.18742917
-5.88594297,1.22381691,0.10939403,0.00000000,0.00601231,0.08696094,0.18936536,0.20231977
-5.87993997,1.31110788,0.11715398,0.00000000,0.00644991,0.09314884,0.20261747,0.21695075
-5.87393697,1.39530101,0.12463001,0.00000000,0.00687354,0.09911739,0.21535694,0.23110014
-5.86793397,1.47504104,0.13170147,0.00000000,0.00727648,0.10477049,0.22737621,0.24454135
