energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up
-6.00000000,0.89901008,0.17322611,0.69893439,0.00779086,0.01163482,0.10157391,0.06131392,0.12634721,0.00000000
-5.99399700,0.98222137,0.19446042,0.75772971,0.00879313,0.01317118,0.11385792,0.06873862,0.14080803,0.00000000
-5.98799400,1.07416413,0.21720608,0.82371905,0.00985807,0.01483202,0.12685408,0.07661995,0.15629809,0.00000000
-5.98199100,1.17390609,0.24130966,0.89615325,0.01097826,0.01660982,0.14046188,0.08489590,0.17269472,0.00000000
-5.97598799,1.28034020,0.26657891,0.97414870,0.01214435,0.01849480,0.15455989,0.09349130,0.18984909,0.00000000
-5.96998499,1.39220124,0.29278487,1.05670073,0.01334504,0.02047489,0.16900743,0.10231890,0.20758838,0.00000000
-5.96398199,1.50808872,0.31966551,1.14270144,0.01456722,0.02253605,0.18364710,0.11128091,0.22571890,0.00000000
-5.95797899,1.62649564,0.34693082,1.23096201,0.01579617,0.02466246,0.19830811,0.12027127,0.24403036,0.00000000
-5.95197599,1.74584291,0.37426941,1.32023903,0.01701581,0.02683699,0.21281032,0.12917821,0.26230094,0.00000000
-5.94597299,1.86451826,0.40135625,1.40926432,0.01820904,0.02904165,0.22696895,0.13788732,0.28030317,0.00000000
-5.93996998,1.98091860,0.42786144,1.49677723,0.01935813,0.03125811,0.24059960,0.14628490,0.29781033,0.00000000
-5.93396698,2.09349408,0.45345955,1.58155844,0.02044518,0.03346832,0.25352355,0.15426144,0.31460320,0.00000000
-5.92796398,2.20079212,0.47783926,1.66246364,0.02145254,0.03565502,0.26557309,0.16171509,0.33047671,0.00000000
-5.92196098,2.30149932,0.50071266,1.73845583,0.02236333,0.03780235,0.27659645,0.16855501,0.34524639,0.00000000
-5.91595798,2.39447929,0.52182402,1.80863461,0.02316191,0.03989631,0.28646239,0.17470430,0.35875410,0.00000000
-5.90995498,2.47880438,0.54095733,1.87226084,0.02383435,0.04192514,0.29506392,0.18010255,0.37087281,0.00000000
-5.90395198,2.55377954,0.55794240,1.92877556,0.02436879,0.04387961,0.30232120,0.18470765,0.38151022,0.00000000
-5.89794897,2.61895698,0.57265904,1.97781182,0.02475587,0.04575317,0.30818330,0.18849690,0.39061096,0.00000000
-5.89194597,2.67414066,0.58503922,2.01919887,0.02498892,0.04754188,0.31262888,0.19146735,0.39815716,0.00000000
-5.88594297,2.71938021,0.59506697,2.05295824,0.02506423,0.04924430,0.31566559,0.19363523,0.40416751,0.00000000
-5.87993997,2.75495442,0.60277607,2.07929174,0.02498107,0.05086111,0.31732841,0.19503462,0.40869467,0.00000000
-5.87393697,2.78134526,0.60824569,2.09856214,0.02474177,0.05239468,0.31767689,0.19571531,0.41182125,0.00000000
-5.86793397,2.79920359,0.61159410,2.11126732,0.02435153,0.05384852,0.31679150,0.19574008,0.41365458,0.00000000
-5.86193097,2.80930862,0.61297097,2.11800939,0.02381832,0.05522664,0.31476935,0.19518141,0.41432045,0.00000000
-5.85592796,2.81252331,0.61254857,2.11946051,0.02315254,0.05653292,0.31171945,0.19411796,0.41395635,0.00000000
-5.84992496,2.80974823,0.61051247,2.11632719,0.02236674,0.05777047,0.30775779,0.19263085,0.41270439,0.00000000
-5.84392196,2.80187654,0.60705219,2.10931530,0.02147518,0.05894105,0.30300256,0.19080005,0.41070441,0.00000000
-5.83791896,2.78975264,0.60235238,2.09909756,0.02049344,0.06004462,0.29756971,0.18870109,0.40808765,0.00000000
-5.83191596,2.77413675,0.59658502,2.08628549,0.01943796,0.06107902,0.29156904,0.18640216,0.40497127,0.00000000
-5.82591296,2.75567739,0.58990300,2.07140712,0.01832559,0.06203978,0.28510110,0.18396186,0.40145405,0.00000000
-5.81990995,2.73489322,0.58243542,2.05489196,0.01717318,0.06292014,0.27825494,0.18142769,0.39761347,0.00000000
-5.81390695,2.71216485,0.57428486,2.03706350,0.01599716,0.06371126,0.27110679,0.17883524,0.39350427,0.00000000
