energy_ev,total_up,Ca_p_up,Ca_d_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.83191596,2.56462196,0.02388309,0.00000000,0.52110720,0.39685154,0.08146083,0.11828706,0.08335489,1.17790554
-5.82591296,2.47948202,0.02295298,0.00000000,0.50517887,0.38374187,0.07970440,0.11415144,0.07986106,1.13964714
-5.81990995,2.38787554,0.02197619,0.00000000,0.48899210,0.36938822,0.07769972,0.10976412,0.07612873,1.09848397
-5.81390695,2.29111543,0.02096515,0.00000000,0.47290471,0.35400815,0.07546415,0.10520964,0.07220272,1.05499606
-5.80790395,2.19071506,0.01993408,0.00000000,0.45732449,0.33785274,0.07302187,0.10058253,0.06813320,1.00985349
-5.80190095,2.08834871,0.01889863,0.00000000,0.44270189,0.32119952,0.07040338,0.09598504,0.06397417,0.96379901
-5.79589795,1.98580672,0.01787541,0.00000000,0.42952092,0.30434477,0.06764480,0.09152452,0.05978178,0.91762842
-5.78989495,1.88494723,0.01688159,0.00000000,0.41828854,0.28759507,0.06478695,0.08731074,0.05561267,0.87216933
-5.78389195,1.78764633,0.01593440,0.00000000,0.40952287,0.27125886,0.06187427,0.08345297,0.05152234,0.82825919
-5.77788894,1.69574830,0.01505067,0.00000000,0.40374037,0.25563791,0.05895366,0.08005727,0.04756370,0.78672339
-5.77188594,1.61101761,0.01424635,0.00000000,0.40144250,0.24101936,0.05607327,0.07722369,0.04378572,0.74835398
-5.76588294,1.53509399,0.01353615,0.00000000,0.40310203,0.22766820,0.05328125,0.07504372,0.04023229,0.71388983
-5.75987994,1.46945185,0.01293311,0.00000000,0.40914936,0.21582076,0.05062462,0.07359795,0.03694137,0.68399847
-5.75387694,1.41536470,0.01244829,0.00000000,0.41995916,0.20567906,0.04814811,0.07295395,0.03394433,0.65926024
-5.74787394,1.37387536,0.01209049,0.00000000,0.43583754,0.19740623,0.04589320,0.07316444,0.03126550,0.64015484
-5.74187094,1.34577232,0.01186606,0.00000000,0.45701017,0.19112317,0.04389728,0.07426581,0.02892203,0.62705049
-5.73586793,1.33157238,0.01177872,0.00000000,0.48361155,0.18690627,0.04219288,0.07627692,0.02692389,0.62019592
-5.72986493,1.33150964,0.01182950,0.00000000,0.51567577,0.18478627,0.04080718,0.07919827,0.02527411,0.61971500
-5.72386193,1.34553083,0.01201668,0.00000000,0.55312899,0.18474822,0.03976151,0.08301153,0.02396911,0.62560417
-5.71785893,1.37329666,0.01233587,0.00000000,0.59578403,0.18673250,0.03907115,0.08767944,0.02299923,0.63773255
-5.71185593,1.41418914,0.01278007,0.00000000,0.64333729,0.19063671,0.03874515,0.09314602,0.02234932,0.65584463
-5.70585293,1.46732452,0.01333982,0.00000000,0.69536824,0.19631852,0.03878635,0.09933726,0.02199937,0.67956549
-5.69984992,1.53157163,0.01400342,0.00000000,0.75134172,0.20359923,0.03919149,0.10616210,0.02192532,0.70840845
-5.69384692,1.60557519,0.01475718,0.00000000,0.81061320,0.21226807,0.03995140,0.11351387,0.02209970,0.74178498
-5.68784392,1.68778381,0.01558569,0.00000000,0.87243716,0.22208702,0.04105137,0.12127202,0.02249245,0.77901674
-5.68184092,1.77648227,0.01647220,0.00000000,0.93597842,0.23279628,0.04247149,0.12930431,0.02307166,0.81934965
-5.67583792,1.86982735,0.01739892,0.00000000,1.00032651,0.24411993,0.04418714,0.13746928,0.02380428,0.86196960
-5.66983492,1.96588683,0.01834749,0.00000000,1.06451274,0.25577209,0.04616956,0.14561900,0.02465685,0.90601964
-5.66383192,2.06268068,0.01929934,0.00000000,1.12752972,0.26746307,0.04838640,0.15360214,0.02559617,0.95061834
-5.65782891,2.15822372,0.02023612,0.00000000,1.18835281,0.27890567,0.05080241,0.16126718,0.02658990,0.99487877
-5.65182591,2.25056870,0.02114010,0.00000000,1.24596304,0.28982138,0.05338012,0.16846570,0.02760718,1.03792787
-5.64582291,2.33784873,0.02199460,0.00000000,1.29937074,0.29994627,0.05608053,0.17505579,0.02861911,1.07892553
-5.63981991,2.41831801,0.02278434,0.00000000,1.34763933,0.30903657,0.05886388,0.18090529,0.02959924,1.11708302
-5.63381691,2.49038960,0.02349575,0.00000000,1.38990835,0.31687376,0.06169038,0.18589489,0.03052393,1.15168005
-5.62781391,2.55266918,0.02411730,0.00000000,1.42541502,0.32326893,0.06452090,0.18992101,0.03137266,1.18208023
-5.62181091,2.60398374,0.02463967,0.00000000,1.45351365,0.32806645,0.06731770,0.19289824,0.03212829,1.20774409
-5.61580790,2.64340433,0.02505595,0.00000000,1.47369207,0.33114673,0.07004507,0.19476134,0.03277712,1.22823955
-5.60980490,2.67026204,0.02536171,0.00000000,1.48558453,0.33242806,0.07266989,0.19546678,0.03330903,1.24324932
-5.60380190,2.68415670,0.02555498,0.00000000,1.48898062,0.33186742,0.07516213,0.19499361,0.03371734,1.25257500
-5.59779890,2.68495813,0.02563622,0.00000000,1.48382976,0.32946037,0.07749527,0.19334375,0.03399876,1.25613781
-5.59179590,2.67279979,0.02560816,0.00000000,1.47024111,0.32523982,0.07964654,0.19054166,0.03415311,1.25397586
-5.58579290,2.64806513,0.02547561,0.00000000,1.44847895,0.31927399,0.08159712,0.18663338,0.03418308,1.24623814
-5.57978989,2.61136734,0.02524515,0.00000000,1.41895356,0.31166338,0.08333216,0.18168494,0.03409384,1.23317550
-5.57378689,2.56352307,0.02492487,0.00000000,1.38220805,0.30253709,0.08484070,0.17578030,0.03389264,1.21512892
-5.56778389,2.50552135,0.02452402,0.00000000,1.33890162,0.29204846,0.08611547,0.16901879,0.03358839,1.19251559
-5.56178089,2.43848884,0.02405259,0.00000000,1.28978984,0.28037028,0.08715263,0.16151225,0.03319119,1.16581339
-5.55577789,2.36365282,0.02352101,0.00000000,1.23570276,0.26768969,0.08795134,0.15338180,0.03271186,1.13554440
-5.54977489,2.28230332,0.02293975,0.00000000,1.17752162,0.25420294,0.08851337,0.14475461,0.03216153,1.10225800
-5.54377189,2.19575583,0.02231903,0.00000000,1.11615513,0.24011023,0.08884267,0.13576054,0.03155122,1.06651447
-5.53776888,2.10531600,0.02166847,0.00000000,1.05251605,0.22561078,0.08894494,0.12652892,0.03089147,1.02886939
-5.53176588,2.01224758,0.02099691,0.00000000,0.98749902,0.21089821,0.08882722,0.11718549,0.03019210,0.98985980
-5.52576288,1.91774467,0.02031219,0.00000000,0.92196028,0.19615647,0.08849764,0.10784968,0.02946193,0.94999231
-5.51975988,1.82290921,0.01962102,0.00000000,0.85669998,0.18155634,0.08796516,0.09863221,0.02870869,0.90973376
-5.51375688,1.72873411,0.01892896,0.00000000,0.79244757,0.16725260,0.08723955,0.08963310,0.02793898,0.86950452
-5.50775388,1.63609255,0.01824043,0.00000000,0.72985053,0.15338199,0.08633143,0.08094021,0.02715824,0.82967467
-5.50175088,1.54573328,0.01755873,0.00000000,0.66946673,0.14006181,0.08525244,0.07262821,0.02637092,0.79056300
-5.49574787,1.45828163,0.01688621,0.00000000,0.61176029,0.12738929,0.08401559,0.06475803,0.02558062,0.75243857
-5.48974487,1.37424569,0.01622440,0.00000000,0.55710092,0.11544168,0.08263565,0.05737677,0.02479031,0.71552465
-5.48374187,1.29402681,0.01557425,0.00000000,0.50576632,0.10427686,0.08112963,0.05051800,0.02400260,0.68000448
-5.47773887,1.21793343,0.01493626,0.00000000,0.45794733,0.09393450,0.07951727,0.04420252,0.02321999,0.64602840
-5.47173587,1.14619711,0.01431077,0.00000000,0.41375522,0.08443771,0.07782151,0.03843927,0.02244520,0.61372183
-5.46573287,1.07898952,0.01369813,0.00000000,0.37323066,0.07579484,0.07606889,0.03322659,0.02168135,0.58319330
-5.45972986,1.01643926,0.01309889,0.00000000,0.33635380,0.06800164,0.07428977,0.02855361,0.02093223,0.55454219
-5.45372686,0.95864735,0.01251392,0.00000000,0.30305469,0.06104332,0.07251842,0.02440172,0.02020240,0.52786541
-5.44772386,0.90570043,0.01194456,0.00000000,0.27322385,0.05489673,0.07079285,0.02074607,0.01949734,0.50326261
-5.44172086,0.85768087,0.01139267,0.00000000,0.24672214,0.04953232,0.06915436,0.01755705,0.01882339,0.48083961
-5.43571786,0.81467318,0.01086059,0.00000000,0.22338979,0.04491592,0.06764687,0.01480170,0.01818773,0.46070962
-5.42971486,0.77676644,0.01035119,0.00000000,0.20305427,0.04101028,0.06631592,0.01244497,0.01759818,0.44299234
-5.42371186,0.74405269,0.00986771,0.00000000,0.18553666,0.03777629,0.06520743,0.01045090,0.01706298,0.42781072
-5.41770885,0.71662142,0.00941365,0.00000000,0.17065660,0.03517391,0.06436620,0.00878353,0.01659047,0.41528581
-5.41170585,0.69455080,0.00899262,0.00000000,0.15823570,0.03316275,0.06383426,0.00740774,0.01618877,0.40552967
-5.40570285,0.67789603,0.00860816,0.00000000,0.14809963,0.03170243,0.06364911,0.00628987,0.01586531,0.39863715
-5.39969985,0.66667599,0.00826352,0.00000000,0.14007888,0.03075261,0.06384184,0.00539820,0.01562646,0.39467661
-5.39369685,0.66085888,0.00796147,0.00000000,0.13400867,0.03027290,0.06443541,0.00470323,0.01547713,0.39368055
-5.38769385,0.66034815,0.00770411,0.00000000,0.12972797,0.03022256,0.06544299,0.00417793,0.01542035,0.39563653
-5.38169085,0.66496958,0.00749270,0.00000000,0.12707823,0.03056018,0.06686655,0.00379776,0.01545695,0.40047902
-5.37568784,0.67446066,0.00732752,0.00000000,0.12590185,0.03124330,0.06869579,0.00354074,0.01558531,0.40808291
-5.36968484,0.68846318,0.00720779,0.00000000,0.12604081,0.03222814,0.07090741,0.00338735,0.01580117,0.41825901
-5.36368184,0.70651971,0.00713159,0.00000000,0.12733567,0.03346940,0.07346492,0.00332043,0.01609758,0.43075215
-5.35767884,0.72807459,0.00709587,0.00000000,0.12962511,0.03492019,0.07631886,0.00332512,0.01646489,0.44524206
-5.35167584,0.75247979,0.00709650,0.00000000,0.13274617,0.03653224,0.07940763,0.00338869,0.01689096,0.46134728
-5.34567284,0.77900563,0.00712837,0.00000000,0.13653535,0.03825623,0.08265876,0.00350047,0.01736137,0.47863210
-5.33966983,0.80685621,0.00718551,0.00000000,0.14083040,0.04004238,0.08599074,0.00365176,0.01785984,0.49661638
-5.33366683,0.83518902,0.00726130,0.00000000,0.14547301,0.04184122,0.08931522,0.00383580,0.01836866,0.51478794
-5.32766383,0.86313817,0.00734868,0.00000000,0.15031213,0.04360457,0.09253967,0.00404771,0.01886922,0.53261714
-5.32166083,0.88984011,0.00744038,0.00000000,0.15520780,0.04528663,0.09557019,0.00428457,0.01934264,0.54957295
-5.31565783,0.91446092,0.00752917,0.00000000,0.16003536,0.04684518,0.09831452,0.00454536,0.01977033,0.56514001
-5.30965483,0.93622381,0.00760812,0.00000000,0.16468973,0.04824282,0.10068509,0.00483110,0.02013467,0.57883572
-5.30365183,0.95443576,0.00767084,0.00000000,0.16908958,0.04944816,0.10260192,0.00514486,0.02041955,0.59022677
-5.29764882,0.96851184,0.00771170,0.00000000,0.17318108,0.05043691,0.10399531,0.00549183,0.02061094,0.59894433
-5.29164582,0.97799620,0.00772600,0.00000000,0.17694101,0.05119287,0.10480819,0.00587936,0.02069736,0.60469699
-5.28564282,0.98257867,0.00771015,0.00000000,0.18037904,0.05170864,0.10499792,0.00631698,0.02067023,0.60728114
-5.27963982,0.98210608,0.00766176,0.00000000,0.18353885,0.05198612,0.10453769,0.00681633,0.02052412,0.60658802
-5.27363682,0.97658783,0.00757970,0.00000000,0.18649809,0.05203669,0.10341726,0.00739116,0.02025692,0.60260725
-5.26763382,0.96619533,0.00746410,0.00000000,0.18936704,0.05188107,0.10164301,0.00805708,0.01986984,0.59542664
-5.26163082,0.95125538,0.00731630,0.00000000,0.19228579,0.05154892,0.09923754,0.00883141,0.01936726,0.58522819
-5.25562781,0.93223757,0.00713875,0.00000000,0.19542020,0.05107798,0.09623853,0.00973282,0.01875657,0.57228064
-5.24962481,0.90973654,0.00693490,0.00000000,0.19895647,0.05051306,0.09269718,0.01078100,0.01804777,0.55692875
-5.24362181,0.88444962,0.00670901,0.00000000,0.20309468,0.04990467,0.08867617,0.01199609,0.01725312,0.53957992
-5.23761881,0.85715092,0.00646594,0.00000000,0.20804127,0.04930745,0.08424732,0.01339820,0.01638662,0.52068863
-5.23161581,0.82866301,0.00621095,0.00000000,0.21400096,0.04877843,0.07948903,0.01500672,0.01546351,0.50073958
-5.22561281,0.79982732,0.00594949,0.00000000,0.22116816,0.04837517,0.07448356,0.01683963,0.01449972,0.48023013
-5.21960980,0.77147449,0.00568694,0.00000000,0.22971827,0.04815384,0.06931442,0.01891271,0.01351138,0.45965272
-5.21360680,0.74439581,0.00542846,0.00000000,0.23979927,0.04816731,0.06406383,0.02123879,0.01251426,0.43947823
-5.20760380,0.71931687,0.00517875,0.00000000,0.25152381,0.04846334,0.05881041,0.02382694,0.01152338,0.42014065
-5.20160080,0.69687427,0.00494191,0.00000000,0.26496215,0.04908283,0.05362720,0.02668167,0.01055257,0.40202375
-5.19559780,0.67759627,0.00472133,0.00000000,0.28013629,0.05005832,0.04858000,0.02980225,0.00961418,0.38545023
-5.18959480,0.66188779,0.00451958,0.00000000,0.29701552,0.05141269,0.04372613,0.03318204,0.00871885,0.37067351
-5.18359180,0.65002030,0.00433839,0.00000000,0.31551363,0.05315815,0.03911360,0.03680799,0.00787528,0.35787247
-5.17758879,0.64212667,0.00417860,0.00000000,0.33548787,0.05529548,0.03478067,0.04066025,0.00709026,0.34714913
-5.17158579,0.63820092,0.00404020,0.00000000,0.35673997,0.05781367,0.03075581,0.04471201,0.00636857,0.33852925
-5.16558279,0.63810277,0.00392243,0.00000000,0.37901891,0.06068992,0.02705797,0.04892954,0.00571310,0.33196553
-5.15957979,0.64156655,0.00382381,0.00000000,0.40202587,0.06388992,0.02369716,0.05327239,0.00512495,0.32734331
-5.15357679,0.64821402,0.00374229,0.00000000,0.42542078,0.06736855,0.02067525,0.05769398,0.00460360,0.32448829
-5.14757379,0.65757052,0.00367537,0.00000000,0.44883072,0.07107098,0.01798697,0.06214228,0.00414712,0.32317587
-5.14157079,0.66908378,0.00362023,0.00000000,0.47185961,0.07493399,0.01562098,0.06656090,0.00375236,0.32314183
-5.13556778,0.68214467,0.00357392,0.00000000,0.49409917,0.07888774,0.01356101,0.07089029,0.00341524,0.32409367
-5.12956478,0.69610919,0.00353345,0.00000000,0.51514056,0.08285766,0.01178702,0.07506920,0.00313095,0.32572234
-5.12356178,0.71032095,0.00349595,0.00000000,0.53458649,0.08676671,0.01027633,0.07903636,0.00289417,0.32771387
-5.11755878,0.72413346,0.00345881,0.00000000,0.55206335,0.09053772,0.00900460,0.08273219,0.00269932,0.32976057
-5.11155578,0.73693144,0.00341977,0.00000000,0.56723288,0.09409578,0.00794681,0.08610062,0.00254075,0.33157138
-5.10555278,0.74815059,0.00337700,0.00000000,0.57980302,0.09737072,0.00707807,0.08909097,0.00241290,0.33288106
-5.09954977,0.75729532,0.00332917,0.00000000,0.58953752,0.10029950,0.00637431,0.09165966,0.00231046,0.33345816
-5.09354677,0.76395364,0.00327553,0.00000000,0.59626393,0.10282838,0.00581281,0.09377181,0.00222849,0.33311127
-5.08754377,0.76780918,0.00321584,0.00000000,0.59987972,0.10491489,0.00537266,0.09540268,0.00216250,0.33169380
-5.08154077,0.76864962,0.00315048,0.00000000,0.60035613,0.10652944,0.00503504,0.09653872,0.00210856,0.32910683
-5.07553777,0.76637158,0.00308030,0.00000000,0.59773975,0.10765653,0.00478341,0.09717838,0.00206330,0.32530037
-5.06953477,0.76098167,0.00300668,0.00000000,0.59215158,0.10829545,0.00460361,0.09733243,0.00202397,0.32027280
-5.06353177,0.75259382,0.00293140,0.00000000,0.58378367,0.10846050,0.00448381,0.09702394,0.00198837,0.31406875
-5.05752876,0.74142287,0.00285658,0.00000000,0.57289337,0.10818060,0.00441446,0.09628773,0.00195493,0.30677551
-5.05152576,0.72777486,0.00278457,0.00000000,0.55979536,0.10749838,0.00438811,0.09516942,0.00192259,0.29851807
-5.04552276,0.71203409,0.00271791,0.00000000,0.54485174,0.10646873,0.00439919,0.09372407,0.00189077,0.28945313
-5.03951976,0.69464773,0.00265915,0.00000000,0.52846056,0.10515681,0.00444380,0.09201438,0.00185933,0.27976223
-5.03351676,0.67610832,0.00261079,0.00000000,0.51104310,0.10363565,0.00451935,0.09010861,0.00182847,0.26964433
-5.02751376,0.65693487,0.00257519,0.00000000,0.49303039,0.10198344,0.00462432,0.08807827,0.00179866,0.25930800
-5.02151076,0.63765331,0.00255442,0.00000000,0.47484956,0.10028055,0.00475793,0.08599558,0.00177059,0.24896369
-5.01550775,0.61877695,0.00255023,0.00000000,0.45691031,0.09860644,0.00491981,0.08393094,0.00174501,0.23881614
-5.00950475,0.60078780,0.00256395,0.00000000,0.43959228,0.09703659,0.00510972,0.08195042,0.00172276,0.22905734
-5.00350175,0.58411933,0.00259640,0.00000000,0.42323348,0.09563962,0.00532725,0.08011339,0.00170460,0.21986025
-4.99749875,0.56914142,0.00264789,0.00000000,0.40812053,0.09447462,0.00557162,0.07847044,0.00169119,0.21137348
-4.99149575,0.55614818,0.00271818,0.00000000,0.39448078,0.09358896,0.00584141,0.07706161,0.00168303,0.20371704
-4.98549275,0.54534890,0.00280642,0.00000000,0.38247690,0.09301656,0.00613443,0.07591507,0.00168043,0.19697946
-4.97948974,0.53686262,0.00291125,0.00000000,0.37220384,0.09277673,0.00644765,0.07504625,0.00168343,0.19121613
-4.97348674,0.53071658,0.00303075,0.00000000,0.36368851,0.09287371,0.00677705,0.07445754,0.00169185,0.18644916
-4.96748374,0.52684839,0.00316256,0.00000000,0.35689205,0.09329680,0.00711773,0.07413854,0.00170522,0.18266843
-4.96148074,0.52511194,0.00330388,0.00000000,0.35171460,0.09402115,0.00746389,0.07406675,0.00172284,0.17983403
-4.95547774,0.52528680,0.00345164,0.00000000,0.34800242,0.09500924,0.00780897,0.07420888,0.00174380,0.17787984
-4.94947474,0.52709050,0.00360255,0.00000000,0.34555690,0.09621280,0.00814584,0.07452254,0.00176698,0.17671799
-4.94347174,0.53019329,0.00375322,0.00000000,0.34414532,0.09757527,0.00846695,0.07495833,0.00179112,0.17624423
-4.93746873,0.53423467,0.00390031,0.00000000,0.34351268,0.09903450,0.00876463,0.07546218,0.00181491,0.17634372
-4.93146573,0.53884084,0.00404065,0.00000000,0.34339420,0.10052571,0.00903126,0.07597791,0.00183697,0.17689714
-4.92546273,0.54364253,0.00417134,0.00000000,0.34352805,0.10198450,0.00925962,0.07644981,0.00185597,0.17778685
-4.91945973,0.54829210,0.00428989,0.00000000,0.34366766,0.10334975,0.00944309,0.07682524,0.00187069,0.17890274
-4.91345673,0.55247956,0.00439432,0.00000000,0.34359319,0.10456632,0.00957594,0.07705701,0.00188005,0.18014769
-4.90745373,0.55594647,0.00448328,0.00000000,0.34312175,0.10558735,0.00965348,0.07710555,0.00188316,0.18144223
-4.90145073,0.55849747,0.00455606,0.00000000,0.34211593,0.10637620,0.00967230,0.07694075,0.00187940,0.18272844
-4.89544772,0.56000885,0.00461268,0.00000000,0.34049041,0.10690781,0.00963038,0.07654336,0.00186840,0.18397281
-4.88944472,0.56043399,0.00465391,0.00000000,0.33821638,0.10716945,0.00952714,0.07590605,0.00185012,0.18516799
-4.88344172,0.55980543,0.00468126,0.00000000,0.33532376,0.10716102,0.00936351,0.07503387,0.00182479,0.18633354
-4.87743872,0.55823388,0.00469693,0.00000000,0.33190123,0.10689461,0.00914185,0.07394440,0.00179296,0.18751548
-4.87143572,0.55590413,0.00470380,0.00000000,0.32809400,0.10639364,0.00886592,0.07266735,0.00175545,0.18878497
-4.86543272,0.55306834,0.00470528,0.00000000,0.32409986,0.10569157,0.00854069,0.07124388,0.00171333,0.19023593
-4.85942971,0.55003717,0.00470530,0.00000000,0.32016338,0.10483011,0.00817224,0.06972552,0.00166788,0.19198213
-4.85342671,0.54716927,0.00470812,0.00000000,0.31656890,0.10385732,0.00776748,0.06817287,0.00162053,0.19415351
-4.84742371,0.54485966,0.00471825,0.00000000,0.31363254,0.10282550,0.00733401,0.06665415,0.00157282,0.19689228
-4.84142071,0.54352768,0.00474031,0.00000000,0.31169358,0.10178898,0.00687983,0.06524360,0.00152634,0.20034872
-4.83541771,0.54360497,0.00477888,0.00000000,0.31110562,0.10080214,0.00641316,0.06401995,0.00148263,0.20467704
-4.82941471,0.54552407,0.00483841,0.00000000,0.31222788,0.09991744,0.00594219,0.06306479,0.00144319,0.21003133
-4.82341171,0.54970790,0.00492307,0.00000000,0.31541691,0.09918375,0.00547490,0.06246124,0.00140935,0.21656185
-4.81740870,0.55656062,0.00503665,0.00000000,0.32101886,0.09864505,0.00501891,0.06229251,0.00138227,0.22441161
-4.81140570,0.56645978,0.00518247,0.00000000,0.32936265,0.09833930,0.00458131,0.06264083,0.00136286,0.23371351
-4.80540270,0.57975013,0.00536330,0.00000000,0.34075391,0.09829783,0.00416856,0.06358632,0.00135178,0.24458780
-4.79939970,0.59673868,0.00558131,0.00000000,0.35546986,0.09854493,0.00378644,0.06520613,0.00134939,0.25714007
-4.79339670,0.61769111,0.00583801,0.00000000,0.37375503,0.09909782,0.00343999,0.06757355,0.00135573,0.27145962
-4.78739370,0.64282912,0.00613422,0.00000000,0.39581758,0.09996682,0.00313348,0.07075723,0.00137054,0.28761808
-4.78139070,0.67232844,0.00647011,0.00000000,0.42182620,0.10115575,0.00287047,0.07482026,0.00139326,0.30566824
-4.77538769,0.70631713,0.00684512,0.00000000,0.45190730,0.10266249,0.00265380,0.07981933,0.00142305,0.32564303
-4.76938469,0.74487380,0.00725805,0.00000000,0.48614229,0.10447955,0.00248562,0.08580355,0.00145880,0.34755437
-4.76338169,0.78802555,0.00770704,0.00000000,0.52456471,0.10659469,0.00236745,0.09281326,0.00149921,0.37139193
-4.75737869,0.83574509,0.00818961,0.00000000,0.56715716,0.10899151,0.00230022,0.10087851,0.00154280,0.39712167
-4.75137569,0.88794723,0.00870268,0.00000000,0.61384773,0.11164992,0.00228429,0.11001737,0.00158797,0.42468405
-4.74537269,0.94448441,0.00924263,0.00000000,0.66450608,0.11454647,0.00231949,0.12023408,0.00163306,0.45399203
-4.73936968,1.00514148,0.00980530,0.00000000,0.71893915,0.11765463,0.00240512,0.13151697,0.00167641,0.48492877
-4.73336668,1.06962993,0.01038603,0.00000000,0.77688662,0.12094484,0.00253997,0.14383640,0.00171641,0.51734519
-4.72736368,1.13758192,0.01097971,0.00000000,0.83801643,0.12438450,0.00272228,0.15714266,0.00175153,0.55105754
-4.72136068,1.20854457,0.01158078,0.00000000,0.90192075,0.12793784,0.00294975,0.17136410,0.00178041,0.58584513
-4.71535768,1.28197517,0.01218327,0.00000000,0.96811274,0.13156572,0.00321948,0.18640551,0.00180187,0.62144853
-4.70935468,1.35723787,0.01278085,0.00000000,1.03602472,0.13522547,0.00352799,0.20214704,0.00181494,0.65756844
-4.70335168,1.43360266,0.01336686,0.00000000,1.10500815,0.13887074,0.00387115,0.21844370,0.00181891,0.69386562
-4.69734867,1.51024716,0.01393437,0.00000000,1.17433607,0.14245148,0.00424421,0.23512560,0.00181332,0.72996193
-4.69134567,1.58626189,0.01447623,0.00000000,1.24320829,0.14591407,0.00464179,0.25199915,0.00179796,0.76544308
-4.68534267,1.66065953,0.01498516,0.00000000,1.31075994,0.14920160,0.00505788,0.26884919,0.00177291,0.79986290
-4.67933967,1.73238837,0.01545386,0.00000000,1.37607328,0.15225452,0.00548595,0.28544218,0.00173844,0.83274959
-4.67333667,1.80035002,0.01587512,0.00000000,1.43819314,0.15501136,0.00591897,0.30153036,0.00169507,0.86361368
-4.66733367,1.86342124,0.01624194,0.00000000,1.49614558,0.15740989,0.00634955,0.31685691,0.00164352,0.89195784
-4.66133067,1.92047943,0.01654769,0.00000000,1.54895956,0.15938839,0.00677005,0.33116194,0.00158464,0.91728826
-4.65532766,1.97043103,0.01678628,0.00000000,1.59569093,0.16088719,0.00717277,0.34418911,0.00151942,0.93912723
-4.64932466,2.01224187,0.01695231,0.00000000,1.63544799,0.16185036,0.00755008,0.35569266,0.00144891,0.95702655
-4.64332166,2.04496830,0.01704125,0.00000000,1.66741762,0.16222750,0.00789469,0.36544464,0.00137424,0.97058129
