energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,4.09820268,0.02701024,0.14153687,0.69514836,0.25229962,2.76868271,0.00000000,1.43915262,0.27082685
-5.99399700,4.16235054,0.02745228,0.14216463,0.70284210,0.25442676,2.81432052,0.00000000,1.46454548,0.27809784
-5.98799400,4.22564091,0.02793748,0.14298873,0.71017132,0.25672678,2.85878434,0.00000000,1.48975589,0.28574126
-5.98199100,4.28829512,0.02847114,0.14405595,0.71719393,0.25925199,2.90213468,0.00000000,1.51477710,0.29380255
-5.97598799,4.35042901,0.02905740,0.14540578,0.72395407,0.26204506,2.94436886,0.00000000,1.53954991,0.30231853
-5.96998499,4.41204490,0.02969896,0.14706912,0.73048025,0.26513767,2.98541810,0.00000000,1.56396155,0.31131575
-5.96398199,4.47302853,0.03039676,0.14906725,0.73678430,0.26854946,3.02514806,0.00000000,1.58784658,0.32080889
-5.95797899,4.53315075,0.03114975,0.15141093,0.74286090,0.27228727,3.06336224,0.00000000,1.61098987,0.33079942
-5.95197599,4.59207355,0.03195475,0.15409976,0.74868777,0.27634478,3.09980814,0.00000000,1.63313148,0.34127445
-5.94597299,4.64935989,0.03280632,0.15712184,0.75422646,0.28070236,3.13418553,0.00000000,1.65397319,0.35220575
-5.93996998,4.70448660,0.03369674,0.16045362,0.75942359,0.28532734,3.16615648,0.00000000,1.67318659,0.36354914
-5.93396698,4.75685977,0.03461606,0.16406015,0.76421254,0.29017450,3.19535646,0.00000000,1.69042236,0.37524403
-5.92796398,4.80583175,0.03555225,0.16789553,0.76851547,0.29518688,3.22140599,0.00000000,1.70532039,0.38721338
-5.92196098,4.85071905,0.03649141,0.17190377,0.77224564,0.30029689,3.24392234,0.00000000,1.71752049,0.39936397
-5.91595798,4.89082052,0.03741812,0.17601984,0.77530988,0.30542765,3.26253070,0.00000000,1.72667329,0.41158706
-5.90995498,4.92543513,0.03831574,0.18017113,0.77761115,0.31049453,3.27687451,0.00000000,1.73245108,0.42375948
-5.90395198,4.95387904,0.03916694,0.18427906,0.77905121,0.31540698,3.28662461,0.00000000,1.73455806,0.43574517
-5.89794897,4.97550137,0.03995413,0.18826099,0.77953326,0.32007043,3.29148713,0.00000000,1.73274002,0.44739714
-5.89194597,4.98969875,0.04066000,0.19203224,0.77896448,0.32438845,3.29120984,0.00000000,1.72679281,0.45855994
-5.88594297,4.99592832,0.04126805,0.19550836,0.77725855,0.32826494,3.28558731,0.00000000,1.71656973,0.46907259
-5.87993997,4.99371945,0.04176314,0.19860732,0.77433807,0.33160643,3.27446478,0.00000000,1.70198744,0.47877186
-5.87393697,4.98268415,0.04213196,0.20125180,0.77013679,0.33432439,3.25774109,0.00000000,1.68303029,0.48749598
-5.86793397,4.96252645,0.04236352,0.20337138,0.76460183,0.33633756,3.23537093,0.00000000,1.65975314,0.49508863
-5.86193097,4.93305094,0.04244953,0.20490461,0.75769567,0.33757421,3.20736663,0.00000000,1.63228248,0.50140310
-5.85592796,4.89417066,0.04238475,0.20580088,0.74939812,0.33797427,3.17379986,0.00000000,1.60081600,0.50630653
-5.84992496,4.84591447,0.04216722,0.20602209,0.73970804,0.33749139,3.13480339,0.00000000,1.56562067,0.50968415
-5.84392196,4.78843404,0.04179844,0.20554396,0.72864510,0.33609471,3.09057297,0.00000000,1.52702937,0.51144326
-5.83791896,4.72201029,0.04128347,0.20435704,0.71625120,0.33377049,3.04136964,0.00000000,1.48543629,0.51151692
-5.83191596,4.64705915,0.04063084,0.20246741,0.70259185,0.33052336,2.98752209,0.00000000,1.44129127,0.50986709
-5.82591296,4.56413650,0.03985255,0.19989697,0.68775731,0.32637735,2.92942916,0.00000000,1.39509316,0.50648726
-5.81990995,4.47394163,0.03896385,0.19668332,0.67186341,0.32137644,2.86756207,0.00000000,1.34738246,0.50140421
-5.81390695,4.37731905,0.03798299,0.19287940,0.65505210,0.31558488,2.80246619,0.00000000,1.29873344,0.49467901
-5.80790395,4.27525793,0.03693098,0.18855262,0.63749160,0.30908689,2.73476173,0.00000000,1.24974578,0.48640710
-5.80190095,4.16888874,0.03583119,0.18378383,0.61937608,0.30198612,2.66514325,0.00000000,1.20103597,0.47671740
-5.79589795,4.05947664,0.03470905,0.17866584,0.60092480,0.29440453,2.59437729,0.00000000,1.15322867,0.46577048
-5.78989495,3.94841113,0.03359158,0.17330182,0.58238067,0.28648089,2.52329796,0.00000000,1.10694795,0.45375584
-5.78389195,3.83719176,0.03250704,0.16780333,0.56400811,0.27836877,2.45280013,0.00000000,1.06280876,0.44088833
