energy_ev,total_up,B_p_up,B_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,0.05132121,0.00010337,0.00000000,0.00134607,0.00000000,0.03107303,0.00755008
-5.99399700,0.04647999,0.00008754,0.00000000,0.00136741,0.00000000,0.02792056,0.00662124
-5.98799400,0.04211481,0.00007870,0.00000000,0.00151310,0.00000000,0.02508037,0.00583631
-5.98199100,0.03825834,0.00007666,0.00000000,0.00179897,0.00000000,0.02255377,0.00518353
-5.97598799,0.03495791,0.00008162,0.00000000,0.00224981,0.00000000,0.02035064,0.00465639
-5.96998499,0.03227639,0.00009424,0.00000000,0.00290065,0.00000000,0.01848913,0.00425349
-5.96398199,0.03029390,0.00011569,0.00000000,0.00379832,0.00000000,0.01699602,0.00397853
-5.95797899,0.02911032,0.00014772,0.00000000,0.00500332,0.00000000,0.01590734,0.00384038
-5.95197599,0.02884860,0.00019276,0.00000000,0.00659192,0.00000000,0.01526952,0.00385351
-5.94597299,0.02965873,0.00025399,0.00000000,0.00865837,0.00000000,0.01514095,0.00403843
-5.93996998,0.03172225,0.00033553,0.00000000,0.01131740,0.00000000,0.01559377,0.00442234
-5.93396698,0.03525710,0.00044255,0.00000000,0.01470664,0.00000000,0.01671598,0.00503996
-5.92796398,0.04052260,0.00058145,0.00000000,0.01898906,0.00000000,0.01861368,0.00593437
-5.92196098,0.04782428,0.00076001,0.00000000,0.02435512,0.00000000,0.02141335,0.00715799
-5.91595798,0.05751821,0.00098764,0.00000000,0.03102464,0.00000000,0.02526402,0.00877353
-5.90995498,0.07001450,0.00127556,0.00000000,0.03924792,0.00000000,0.03033927,0.01085494
-5.90395198,0.08577953,0.00163694,0.00000000,0.04930613,0.00000000,0.03683874,0.01348821
-5.89794897,0.10533647,0.00208718,0.00000000,0.06151058,0.00000000,0.04498910,0.01677201
-5.89194597,0.12926372,0.00264399,0.00000000,0.07620064,0.00000000,0.05504430,0.02081807
-5.88594297,0.15819070,0.00332751,0.00000000,0.09374005,0.00000000,0.06728487,0.02575121
-5.87993997,0.19279067,0.00416042,0.00000000,0.11451145,0.00000000,0.08201604,0.03170890
-5.87393697,0.23377025,0.00516789,0.00000000,0.13890889,0.00000000,0.09956469,0.03884033
-5.86793397,0.28185531,0.00637746,0.00000000,0.16732826,0.00000000,0.12027484,0.04730481
