energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.66983492,5.62068383,0.01796803,1.25047368,1.41274817,2.10263434,0.48700120,0.33587775,0.09049416,1.74599267
-5.66383192,5.78682227,0.01854709,1.30692390,1.47842291,2.17901969,0.48828324,0.33831662,0.09560935,1.77311177
-5.65782891,5.95597109,0.01907828,1.36553838,1.54370710,2.25888990,0.48812010,0.34053509,0.10094173,1.79906546
-5.65182591,6.12704641,0.01955637,1.42556539,1.60821784,2.34127538,0.48662970,0.34260824,0.10648546,1.82417078
-5.64582291,6.29879560,0.01997740,1.48616025,1.67161551,2.42505874,0.48397200,0.34460831,0.11222860,1.84876953
-5.63981991,6.46983223,0.02033864,1.54641019,1.73361830,2.50901011,0.48034578,0.34660244,0.11815215,1.87321748
-5.63381691,6.63868117,0.02063859,1.60536358,1.79401692,2.59182929,0.47598410,0.34865087,0.12422924,1.89787384
-5.62781391,6.80383216,0.02087682,1.66206259,1.85268867,2.67219325,0.47114867,0.35080560,0.13042465,1.92309130
-5.62181091,6.96379915,0.02105390,1.71557771,1.90961030,2.74880678,0.46612321,0.35310963,0.13669463,1.94920678
-5.61580790,7.11718255,0.02117122,1.76504290,1.96486856,2.82045425,0.46120592,0.35559668,0.14298715,1.97653298
-5.60980490,7.26273117,0.02123081,1.80968964,2.01866794,2.88604984,0.45670126,0.35829143,0.14924243,2.00535093
-5.60380190,7.39940024,0.02123515,1.84887836,2.07133456,2.94468407,0.45291126,0.36121008,0.15539396,2.03590328
-5.59779890,7.52640228,0.02118703,1.88212568,2.12331550,2.99566418,0.45012661,0.36436130,0.16136973,2.06838856
-5.59179590,7.64324786,0.02108936,1.90912626,2.17517325,3.03854649,0.44861784,0.36774736,0.16709387,2.10295613
-5.58579290,7.74977355,0.02094501,1.92976799,2.22757459,3.07315906,0.44862671,0.37136527,0.17248846,2.13970183
-5.57978989,7.84615526,0.02075675,1.94413991,2.28127405,3.09961360,0.45035837,0.37520798,0.17747555,2.17866422
-5.57378689,7.93290591,0.02052712,1.95253235,2.33709190,3.11830592,0.45397421,0.37926535,0.18197919,2.21982141
-5.56778389,8.01085719,0.02025838,1.95542924,2.39588732,3.12990506,0.45958603,0.38352491,0.18592760,2.26308839
-5.56178089,8.08112609,0.01995255,1.95349296,2.45852737,3.13533144,0.46725142,0.38797229,0.18925510,2.30831511
-5.55577789,8.14506778,0.01961137,1.94754234,2.52585283,3.13572520,0.47697078,0.39259130,0.19190399,2.35528518
-5.54977489,8.20421718,0.01923638,1.93852485,2.59864240,3.13240622,0.48868602,0.39736373,0.19382619,2.40371574
-5.54377189,8.26022218,0.01882898,1.92748412,2.67757655,3.12682754,0.50228110,0.40226872,0.19498457,2.45325844
-5.53776888,8.31477191,0.01839055,1.91552433,2.76320288,3.12052431,0.51758446,0.40728205,0.19535401,2.50350207
-5.53176588,8.36952383,0.01792247,1.90377273,2.85590463,3.11506045,0.53437324,0.41237517,0.19492203,2.55397705
-5.52576288,8.42603324,0.01742629,1.89334200,2.95587398,3.11197512,0.55237940,0.41751435,0.19368922,2.60416216
-5.51975988,8.48568873,0.01690380,1.88529372,3.06309188,3.11273116,0.57129746,0.42265989,0.19166914,2.65349368
-5.51375688,8.54965683,0.01635707,1.88060436,3.17731536,3.11866711,0.59079376,0.42776571,0.18888803,2.70137719
-5.50775388,8.61883824,0.01578860,1.88013481,3.29807376,3.13095472,0.61051687,0.43277927,0.18538415,2.74720200
-5.50175088,8.69383763,0.01520129,1.88460447,3.42467404,3.15056284,0.63010907,0.43764213,0.18120688,2.79035815
-5.49574787,8.77494803,0.01459853,1.89457044,3.55621562,3.17822880,0.64921825,0.44229110,0.17641559,2.83025563
-5.48974487,8.86215021,0.01398422,1.91041228,3.69161425,3.21443776,0.66751009,0.44665998,0.17107835,2.86634538
-5.48374187,8.95512631,0.01336275,1.93232261,3.82963415,3.25941028,0.68467997,0.45068210,0.16527050,2.89814143
-5.47773887,9.05328667,0.01273901,1.96030334,3.96892719,3.31309797,0.70046416,0.45429326,0.15907315,2.92524326
-5.47173587,9.15580788,0.01211837,1.99416756,4.10807739,3.37518697,0.71464998,0.45743528,0.15257164,2.94735756
-5.46573287,9.26167963,0.01150670,2.03354649,4.24564891,3.44510873,0.72708439,0.46005974,0.14585398,2.96431816
-5.45972986,9.36975771,0.01091027,2.07790126,4.38023514,3.52205743,0.73768070,0.46213185,0.13900935,2.97610324
-5.45372686,9.47882016,0.01033579,2.12653874,4.51050690,3.60501324,0.74642314,0.46363418,0.13212667,2.98284856
-5.44772386,9.58762367,0.00979036,2.17863103,4.63525730,3.69277058,0.75336891,0.46456993,0.12529317,2.98485589
-5.44172086,9.69495748,0.00928142,2.23323776,4.75344128,3.78397050,0.75864773,0.46496563,0.11859316,2.98259570
-5.43571786,9.79969210,0.00881674,2.28933077,4.86420796,3.87713630,0.76245866,0.46487284,0.11210680,2.97670353
-5.42971486,9.90082088,0.00840436,2.34582027,4.96692441,3.97071127,0.76506440,0.46436896,0.10590905,2.96796972
-5.42371186,9.99749255,0.00805254,2.40158204,5.06118972,4.06309783,0.76678303,0.46355660,0.10006870,2.95732228
-5.41770885,10.08903369,0.00776971,2.45548489,5.14683888,4.15269686,0.76797765,0.46256182,0.09464751,2.94580334
-5.41170585,10.17496035,0.00756436,2.50641778,5.22393643,4.23794644,0.76904403,0.46153098,0.08969942,2.93453960
-5.40570285,10.25497881,0.00744495,2.55331592,5.29276034,4.31735884,0.77039685,0.46062635,0.08526996,2.92470766
-5.39969985,10.32897571,0.00741976,2.59518540,5.35377706,4.38955491,0.77245495,0.46002058,0.08139571,2.91749534
-5.39369685,10.39699854,0.00749676,2.63112554,5.40760902,4.45329490,0.77562603,0.45989028,0.07810384,2.91406043
-5.38769385,10.45922768,0.00768338,2.66034860,5.45499628,4.50750483,0.78029142,0.46040892,0.07541186,2.91548825
-5.38169085,10.51594150,0.00798633,2.68219631,5.49675426,4.55129772,0.78679149,0.46173943,0.07332745,2.92274975
-5.37568784,10.56747654,0.00841134,2.69615284,5.53372945,4.58398909,0.79541201,0.46402670,0.07184838,2.93666164
-5.36968484,10.61418464,0.00896292,2.70185390,5.56675534,4.60510617,0.80637220,0.46739056,0.07096267,2.95785040
-5.36368184,10.65638935,0.00964408,2.69909176,5.59661045,4.61439086,0.81981462,0.47191930,0.07064886,2.98672132
-5.35767884,10.69434378,0.01045606,2.68781630,5.62398040,4.61179637,0.83579746,0.47766439,0.07087644,3.02343414
-5.35167584,10.72819205,0.01139810,2.66813192,5.64942574,4.59747780,0.85428933,0.48463634,0.07160643,3.06788631
-5.34567284,10.75793648,0.01246720,2.64029085,5.67335680,4.57177741,0.87516689,0.49280220,0.07279226,3.11970455
-5.33966983,10.78341248,0.01365794,2.60468299,5.69601686,4.53520532,0.89821522,0.50208473,0.07438065,3.17824542
-5.33366683,10.80427260,0.01496235,2.56182290,5.71747418,4.48841656,0.92313116,0.51236334,0.07631279,3.24260500
-5.32766383,10.81998135,0.01636989,2.51233455,5.73762352,4.43218590,0.94952936,0.52347687,0.07852561,3.31163756
-5.32166083,10.82982138,0.01786740,2.45693438,5.75619688,4.36738141,0.97695105,0.53522805,0.08095318,3.38398281
-5.31565783,10.83291171,0.01943934,2.39641344,5.77278344,4.29493826,1.00487515,0.54738956,0.08352825,3.45810102
-5.30965483,10.82823775,0.02106789,2.33161921,5.78685771,4.21583380,1.03273156,0.55971149,0.08618378,3.53231498
-5.30365183,10.81469248,0.02273337,2.26343782,5.79781499,4.13106509,1.05991623,0.57192978,0.08885455,3.60485757
-5.29764882,10.79112758,0.02441458,2.19277705,5.80501272,4.04162958,1.08580758,0.58377553,0.09147869,3.67392340
-5.29164582,10.75641244,0.02608935,2.12055071,5.80781594,3.94850962,1.10978382,0.59498465,0.09399914,3.73772298
-5.28564282,10.70949898,0.02773512,2.04766455,5.80564499,3.85266105,1.13124073,0.60530746,0.09636500,3.79453765
-5.27963982,10.64948909,0.02932952,1.97500396,5.79802321,3.75500583,1.14960934,0.61451801,0.09853267,3.84277336
-5.27363682,10.57570157,0.03085108,1.90342338,5.78462241,3.65642838,1.16437290,0.62242258,0.10046677,3.88101156
-5.26763382,10.48773518,0.03227986,1.83373738,5.76530366,3.55777505,1.17508280,0.62886701,0.10214083,3.90805533
-5.26163082,10.38552409,0.03359809,1.76671326,5.74015105,3.45985595,1.18137274,0.63374271,0.10353765,3.92296916
-5.25562781,10.26938258,0.03479070,1.70306466,5.70949645,3.36344809,1.18297068,0.63699087,0.10464937,3.92511081
-5.24962481,10.14003570,0.03584587,1.64344616,5.67393310,3.26929900,1.17970835,0.63860484,0.10547725,3.91415405
-5.24362181,9.99863357,0.03675535,1.58844827,5.63431688,3.17812964,1.17152771,0.63863045,0.10603112,3.89010129
-5.23761881,9.84674739,0.03751471,1.53859270,5.59175396,3.09063587,1.15848425,0.63716425,0.10632859,3.85328559
-5.23161581,9.68634635,0.03812343,1.49432760,5.54757493,3.00748767,1.14074703,0.63434983,0.10639394,3.80436180
-5.22561281,9.51975538,0.03858478,1.45602267,5.50329542,2.92932571,1.11859534,0.63037212,0.10625686,3.74428714
-5.21960980,9.34959484,0.03890568,1.42396411,5.46056464,2.85675498,1.09241220,0.62545009,0.10595098,3.67429188
-5.21360680,9.17870434,0.03909623,1.39834949,5.42110360,2.79033562,1.06267483,0.61982800,0.10551234,3.59584118
-5.20760380,9.01005369,0.03916923,1.37928284,5.38663574,2.73057130,1.02994259,0.61376567,0.10497775,3.51058968
-5.20160080,8.84664485,0.03913957,1.36677014,5.35881306,2.67789590,0.99484269,0.60752807,0.10438323,3.42033051
-5.19559780,8.69140952,0.03902350,1.36071585,5.33914150,2.63265914,0.95805439,0.60137475,0.10376240,3.32694098
-5.18959480,8.54710708,0.03883789,1.36092065,5.32890953,2.59511238,0.92029209,0.59554953,0.10314517,3.23232686
-5.18359180,8.41622808,0.03859950,1.36708114,5.32912384,2.56539564,0.88228807,0.59027096,0.10255644,3.13836770
-5.17758879,8.30090798,0.03832420,1.37879173,5.34045596,2.54352674,0.84477535,0.58572398,0.10201510,3.04686528
-5.17158579,8.20285540,0.03802637,1.39554924,5.36320307,2.52939390,0.80847131,0.58205304,0.10153334,2.95949703
-5.16558279,8.12329864,0.03771827,1.41676040,5.39726564,2.52275225,0.77406245,0.57935726,0.10111611,2.87777625
-5.15957979,8.06295274,0.03740970,1.44175232,5.44214361,2.52322506,0.74219069,0.57768758,0.10076099,2.80302012
-5.15357679,8.02200876,0.03710763,1.46978609,5.49695185,2.53031000,0.71344153,0.57704618,0.10045835,2.73632665
-5.14757379,8.00014523,0.03681611,1.50007296,5.56045441,2.54339017,0.68833404,0.57738822,0.10019178,2.67856058
-5.14157079,7.99656077,0.03653630,1.53179299,5.63111609,2.56174988,0.66731292,0.57862564,0.09993880,2.63034833
-5.13556778,8.01002555,0.03626665,1.56411537,5.70716868,2.58459430,0.65074244,0.58063301,0.09967184,2.59208116
-5.12956478,8.03894827,0.03600322,1.59621979,5.78668840,2.61107216,0.63890213,0.58325500,0.09935945,2.56392583
-5.12356178,8.08145458,0.03574014,1.62731804,5.86768033,2.64030047,0.63198405,0.58631504,0.09896759,2.54584116
-5.11755878,8.13547233,0.03547011,1.65667482,5.94816518,2.67138992,0.63009152,0.58962490,0.09846116,2.53759927
-5.11155578,8.19881880,0.03518500,1.68362706,6.02626359,2.70346984,0.63323888,0.59299449,0.09780543,2.53880969
-5.10555278,8.26928528,0.03487646,1.70760065,6.10027348,2.73571143,0.64135248,0.59624156,0.09696755,2.54894495
-5.09954977,8.34471474,0.03453646,1.72812415,6.16873610,2.76734831,0.65427238,0.59920062,0.09591800,2.56736614
-5.09354677,8.42306915,0.03415789,1.74483851,6.23048762,2.79769336,0.67175516,0.60173090,0.09463181,2.59334735
-5.08754377,8.50248369,0.03373498,1.75750278,6.28469359,2.82615156,0.69347745,0.60372282,0.09308969,2.62609798
-5.08154077,8.58130649,0.03326366,1.76599528,6.33086506,2.85222815,0.71904067,0.60510269,0.09127886,2.66478259
-5.07553777,8.65812334,0.03274185,1.77031053,6.36885608,2.87553245,0.74797678,0.60583563,0.08919370,2.70853777
-5.06953477,8.73176793,0.03216952,1.77055201,6.39884355,2.89577734,0.77975547,0.60592656,0.08683599,2.75648655
-5.06353177,8.80131929,0.03154876,1.76692129,6.42129141,2.91277512,0.81379282,0.60541924,0.08421504,2.80775035
-5.05752876,8.86608862,0.03088364,1.75970418,6.43690195,2.92643027,0.84946144,0.60439377,0.08134733,2.86145936
-5.05152576,8.92559817,0.03018001,1.74925455,6.44655796,2.93673009,0.88610241,0.60296245,0.07825606,2.91676177
-5.04552276,8.97955543,0.02944523,1.73597682,6.45125939,2.94373391,0.92303861,0.60126468,0.07497038,2.97283279
-5.03951976,9.02782536,0.02868778,1.72030779,6.45205889,2.94756188,0.95958953,0.59946089,0.07152444,3.02888378
-5.03351676,9.07040331,0.02791696,1.70269883,6.44999987,2.94838388,0.99508710,0.59772613,0.06795630,3.08417209
-5.02751376,9.10739109,0.02714245,1.68359906,6.44606084,2.94640936,1.02889205,0.59624355,0.06430675,3.13801181
-5.02151076,9.13897725,0.02637396,1.66344030,6.44110892,2.94187839,1.06041047,0.59519812,0.06061807,3.18978517
-5.01550775,9.16542278,0.02562093,1.64262420,6.43586463,2.93505414,1.08910955,0.59477079,0.05693284,3.23895444
-5.00950475,9.18705196,0.02489220,1.62151204,6.43087957,2.92621690,1.11453226,0.59513348,0.05329275,3.28507363
-5.00350175,9.20424792,0.02419584,1.60041735,6.42652720,2.91565948,1.13630981,0.59644476,0.04973756,3.32779928
-4.99749875,9.21745151,0.02353896,1.57960142,6.42300662,2.90368369,1.15417155,0.59884656,0.04630417,3.36689925
-4.99149575,9.22716212,0.02292765,1.55927158,6.42035796,2.89059751,1.16795166,0.60246173,0.04302583,3.40225890
-4.98549275,9.23393835,0.02236692,1.53958216,6.41848777,2.87671258,1.17759210,0.60739240,0.03993153,3.43388334
-4.97948974,9.23839693,0.02186072,1.52063760,6.41720194,2.86234164,1.18314165,0.61371910,0.03704556,3.46189549
-4.97348674,9.24120814,0.02141202,1.50249752,6.41624346,2.84779542,1.18475096,0.62150041,0.03438725,3.48652904
-4.96748374,9.24308641,0.02102287,1.48518321,6.41533227,2.83337882,1.18266370,0.63077301,0.03197083,3.50811640
-4.96148074,9.24477541,0.02069445,1.46868500,6.41420422,2.81938612,1.17720430,0.64155203,0.02980549,3.52707165
-4.95547774,9.24702713,0.02042721,1.45297016,6.41264641,2.80609529,1.16876258,0.65383138,0.02789549,3.54386901
-4.94947474,9.25057557,0.02022091,1.43799076,6.41052671,2.79376131,1.15777629,0.66758414,0.02624045,3.55901765
-4.94347174,9.25610557,0.02007468,1.42369113,6.40781524,2.78260875,1.14471214,0.68276284,0.02483562,3.57303395
-4.93746873,9.26421849,0.01998701,1.41001443,6.40459657,2.77282397,1.13004637,0.69929952,0.02367230,3.58641262
-4.93146573,9.27539629,0.01995580,1.39690819,6.40107178,2.76454719,1.11424581,0.71710567,0.02273827,3.59959807
-4.92546273,9.28996623,0.01997829,1.38432836,6.39755012,2.75786484,1.09775025,0.73607217,0.02201821,3.61295769
-4.91945973,9.30806831,0.02005106,1.37224191,6.39443077,2.75280277,1.08095705,0.75606908,0.02149420,3.62675842
-4.91345673,9.32962766,0.02016997,1.36062777,6.39217583,2.74932050,1.06420862,0.77694562,0.02114614,3.64114811
-4.90745373,9.35433401,0.02033011,1.34947616,6.39127602,2.74730723,1.04778333,0.79853039,0.02095228,3.65614271
-4.90145073,9.38162987,0.02052580,1.33878654,6.39221137,2.74657963,1.03189019,0.82063200,0.02088962,3.67162017
-4.89544772,9.41070900,0.02075057,1.32856419,6.39540918,2.74688206,1.01666744,0.84304015,0.02093445,3.68732151
-4.88944472,9.44052579,0.02099720,1.31881588,6.40120208,2.74788908,1.00218490,0.86552749,0.02106277,3.70285918
-4.88344172,9.46981621,0.02125779,1.30954485,6.40978879,2.74921074,0.98844983,0.88785214,0.02125070,3.71773243
-4.87743872,9.49712986,0.02152389,1.30074568,6.42120034,2.75040040,0.97541592,0.90976104,0.02147503,3.73134899
-4.87143572,9.52087243,0.02178665,1.29239917,6.43527405,2.75096511,0.96299450,0.93099415,0.02171353,3.74305207
-4.86543272,9.53935723,0.02203702,1.28446803,6.45163733,2.75037841,0.95106762,0.95128944,0.02194545,3.75215131
-4.85942971,9.55086381,0.02226600,1.27689342,6.46970261,2.74809521,0.93950177,0.97038853,0.02215183,3.75795627
-4.85342671,9.55370146,0.02246487,1.26959299,6.48867433,2.74356830,0.92816182,0.98804292,0.02231590,3.75981072
-4.84742371,9.54627498,0.02262548,1.26246042,6.50756792,2.73626612,0.91692397,1.00402061,0.02242333,3.75712595
-4.84142071,9.52714980,0.02274053,1.25536680,6.52524026,2.72569103,0.90568734,1.01811282,0.02246249,3.74941161
-4.83541771,9.49511366,0.02280381,1.24816381,6.54043021,2.71139765,0.89438325,1.03014061,0.02242462,3.73630239
-4.82941471,9.44923207,0.02281039,1.24068870,6.55180722,2.69301038,0.88298199,1.03996112,0.02230388,3.71757925
-4.82341171,9.38889480,0.02275688,1.23277079,6.55802571,2.67023953,0.87149652,1.04747313,0.02209744,3.69318420
-4.81740870,9.31385148,0.02264147,1.22423935,6.55778222,2.64289535,0.85998316,1.05262170,0.02180532,3.66322789
-4.81140570,9.22423430,0.02246406,1.21493226,6.54987263,2.61089934,0.84853918,1.05540163,0.02143029,3.62798967
-4.80540270,9.12056705,0.02222620,1.20470531,6.53324632,2.57429239,0.83729770,1.05585960,0.02097759,3.58791024
-4.79939970,9.00375977,0.02193106,1.19344132,6.50705468,2.53323918,0.82642003,1.05409471,0.02045468,3.54357729
-4.79339670,8.87508955,0.02158331,1.18105894,6.47069173,2.48802891,0.81608636,1.05025752,0.01987079,3.49570498
-4.78739370,8.73616828,0.02118886,1.16752038,6.42382484,2.43907190,0.80648507,1.04454748,0.01923656,3.44510839
-4.78139070,8.58889921,0.02075467,1.15283793,6.36641471,2.38689255,0.79780166,1.03720879,0.01856358,3.39267432
-4.77538769,8.43542441,0.02028845,1.13707865,6.29872384,2.33211866,0.79020783,1.02852492,0.01786393,3.33933006
-4.76938469,8.27806584,0.01979837,1.12036737,6.22131377,2.27546764,0.78385161,1.01881197,0.01714975,3.28601168
-4.76338169,8.11926297,0.01929272,1.10288746,6.13503200,2.21773031,0.77884894,1.00841111,0.01643280,3.23363369
-4.75737869,7.96151010,0.01877964,1.08487969,6.04098964,2.15975277,0.77527752,0.99768041,0.01572410,3.18306137
-4.75137569,7.80729622,0.01826680,1.06663907,5.94053172,2.10241723,0.77317305,0.98698653,0.01503357,3.13508745
-4.74537269,7.65905018,0.01776119,1.04850980,5.83520190,2.04662250,0.77252834,0.97669644,0.01436984,3.09041390
-4.73936968,7.51909348,0.01726892,1.03087868,5.72670372,1.99326493,0.77329514,0.96716964,0.01374002,3.04963991
-4.73336668,7.38960221,0.01679506,1.01416724,5.61686014,1.94322039,0.77538871,0.95875115,0.01314960,3.01325621
-4.72736368,7.27257929,0.01634358,0.99882271,5.50757316,1.89732792,0.77869479,0.95176552,0.01260245,2.98164585
-4.72136068,7.16983697,0.01591731,0.98530838,5.40078478,1.85637543,0.78307850,0.94651201,0.01210086,2.95509086
-4.71535768,7.08298934,0.01551804,0.97409353,5.29844028,1.82108771,0.78839455,0.94326109,0.01164563,2.93378416
-4.70935468,7.01345329,0.01514654,0.96564311,5.20245428,1.79211684,0.79449815,0.94225222,0.01123625,2.91784539
-4.70335168,6.96245616,0.01480277,0.96040756,5.11467964,1.77003489,0.80125586,0.94369276,0.01087114,2.90733930
-4.69734867,6.93104766,0.01448607,0.95881280,5.03687890,1.75532878,0.80855566,0.94775793,0.01054784,2.90229509
-4.69134567,6.92011329,0.01419528,0.96125061,4.97069776,1.74839680,0.81631541,0.95459151,0.01026329,2.90272508
-4.68534267,6.93038660,0.01392905,0.96806937,4.91763965,1.74954650,0.82448929,0.96430692,0.01001408,2.90864098
-4.67933967,6.96245748,0.01368598,0.97956536,4.87904085,1.75899335,0.83307158,0.97698845,0.00979673,2.92006633
-4.67333667,7.01677433,0.01346486,0.99597449,4.85604527,1.77685979,0.84209745,0.99269212,0.00960787,2.93704391
-4.66733367,7.09363814,0.01326475,1.01746459,4.84957845,1.80317414,0.85164071,1.01144617,0.00944444,2.95963716
-4.66133067,7.19318772,0.01308517,1.04412827,4.86032070,1.83786910,0.86180831,1.03325055,0.00930390,2.98792526
-4.65532766,7.31537564,0.01292612,1.07597634,4.88867946,1.88077960,0.87273217,1.05807564,0.00918431,3.02199179
-4.64932466,7.45993569,0.01278811,1.11293196,4.93476159,1.93163995,0.88455843,1.08585991,0.00908443,3.06190754
-4.64332166,7.62634357,0.01267212,1.15482567,4.99834671,1.99008033,0.89743483,1.11650669,0.00900378,3.10770843
