energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,7.47141561,0.01386050,1.09724903,1.74689984,0.32501197,2.95815738,1.44893042,0.09542032,2.97670091
-5.99399700,7.62277880,0.01453027,1.12056062,1.78334958,0.33321268,3.02542271,1.49039306,0.09924835,3.03141598
-5.98799400,7.75225617,0.01524664,1.14053049,1.81203902,0.34071989,3.08259134,1.52814449,0.10294115,3.07695739
-5.98199100,7.85839435,0.01600166,1.15688444,1.83260402,0.34746961,3.12889123,1.56168033,0.10645639,3.11293413
-5.97598799,7.94005188,0.01678599,1.16940426,1.84481748,0.35340520,3.16370647,1.59055822,0.10975320,3.13908087
-5.96998499,7.99641559,0.01758901,1.17793041,1.84859133,0.35847831,3.18658623,1.61440533,0.11279342,3.15526038
-5.96398199,8.02701444,0.01839894,1.18236410,1.84397505,0.36264974,3.19725132,1.63292568,0.11554306,3.16146469
-5.95797899,8.03173039,0.01920309,1.18266843,1.83115087,0.36589050,3.19559830,1.64590673,0.11797360,3.15781518
-5.95197599,8.01080594,0.01998810,1.17886878,1.81042608,0.36818274,3.18170085,1.65322521,0.12006342,3.14456153
-5.94597299,7.96484797,0.02074022,1.17105232,1.78222272,0.36952087,3.15580841,1.65485173,0.12179903,3.12207966
-5.93996998,7.89482729,0.02144573,1.15936656,1.74706526,0.36991250,3.11834199,1.65085405,0.12317615,3.09086864
-5.93396698,7.80207354,0.02209121,1.14401702,1.70556671,0.36937931,3.06988721,1.64139871,0.12420066,3.05154656
-5.92796398,7.68826481,0.02266400,1.12526403,1.65841379,0.36795783,3.01118468,1.62675077,0.12488920,3.00484517
-5.92196098,7.55541150,0.02315250,1.10341861,1.60635155,0.36569989,2.94311771,1.60727145,0.12526948,2.95160317
-5.91595798,7.40583388,0.02354661,1.07883753,1.55016803,0.36267278,2.86669766,1.58341365,0.12538033,2.89275797
-5.90995498,7.24213281,0.02383794,1.05191752,1.49067928,0.35895902,2.78304699,1.55571501,0.12527119,2.82933546
-5.90395198,7.06715336,0.02402018,1.02308875,1.42871504,0.35465566,2.69338027,1.52478878,0.12500140,2.76243778
-5.89794897,6.88394109,0.02408924,0.99280749,1.36510531,0.34987305,2.59898335,1.49131227,0.12463891,2.69322867
-5.89194597,6.69569100,0.02404341,0.96154824,1.30066796,0.34473306,2.50119098,1.45601318,0.12425871,2.62291618
-5.88594297,6.50568954,0.02388344,0.92979516,1.23619744,0.33936676,2.40136320,1.41965405,0.12394087,2.55273292
-5.87993997,6.31725046,0.02361248,0.89803312,1.17245452,0.33391149,2.30086084,1.38301503,0.12376816,2.48391364
-5.87393697,6.13364549,0.02323602,0.86673837,1.11015715,0.32850758,2.20102052,1.34687555,0.12382350,2.41767059
-5.86793397,5.95803150,0.02276165,0.83636912,1.04997237,0.32329457,2.10312966,1.31199527,0.12418714,2.35516701
-5.86193097,5.79337598,0.02219888,0.80735613,0.99250909,0.31840723,2.00840197,1.27909500,0.12493377,2.29748945
-5.85592796,5.64238323,0.02155877,0.78009363,0.93831192,0.31397149,1.91795400,1.24883818,0.12612954,2.24561975
-5.84992496,5.50742382,0.02085357,0.75493083,0.88785594,0.31010041,1.83278340,1.22181357,0.12782927,2.20040767
-5.84392196,5.39047001,0.02009639,0.73216418,0.84154244,0.30689048,1.75374942,1.19851992,0.13007374,2.16254539
-5.83791896,5.29304001,0.01930070,0.71203085,0.79969575,0.30441827,1.68155642,1.17935306,0.13288746,2.13254491
-5.83191596,5.21615375,0.01848000,0.69470354,0.76256126,0.30273781,1.61674076,1.16459622,0.13627671,2.11071980
-5.82591296,5.16030248,0.01764739,0.68028689,0.73030464,0.30187872,1.55966185,1.15441381,0.14022827,2.09717212
-5.81990995,5.12543431,0.01681521,0.66881583,0.70301249,0.30184529,1.51049751,1.14884912,0.14470865,2.09178579
-5.81390695,5.11095689,0.01599477,0.66025564,0.68069444,0.30261650,1.46924415,1.14782607,0.14966412,2.09422688
-5.80790395,5.11575808,0.01519605,0.65450427,0.66328674,0.30414718,1.43572178,1.15115496,0.15502142,2.10395147
-5.80190095,5.13824424,0.01442755,0.65139640,0.65065728,0.30637007,1.40958385,1.15854205,0.16068926,2.12022098
-5.79589795,5.17639537,0.01369617,0.65070950,0.64261215,0.30919899,1.39033163,1.16960255,0.16656048,2.14212490
-5.78989495,5.22783508,0.01300713,0.65217150,0.63890330,0.31253264,1.37733277,1.18387653,0.17251499,2.16861011
-5.78389195,5.28991287,0.01236402,0.65546979,0.63923731,0.31625928,1.36984338,1.20084696,0.17842323,2.19851585
-5.77788894,5.35979544,0.01176884,0.66026131,0.64328488,0.32026164,1.36703285,1.21995912,0.18415009,2.23061293
-5.77188594,5.43456318,0.01122218,0.66618326,0.65069070,0.32442218,1.36801058,1.24064049,0.18955918,2.26364558
-5.76588294,5.51130767,0.01072333,0.67286405,0.66108330,0.32862826,1.37185348,1.26232017,0.19451725,2.29637418
-5.75987994,5.58722616,0.01027055,0.67993402,0.67408455,0.33277695,1.37763347,1.28444701,0.19889855,2.32761698
-5.75387694,5.65970873,0.00986121,0.68703555,0.68931825,0.33677941,1.38444372,1.30650567,0.20258903,2.35628885
-5.74787394,5.72641457,0.00949207,0.69383225,0.70641776,0.34056440,1.39142287,1.32802984,0.20549008,2.38143548
-5.74187094,5.78533418,0.00915949,0.70001681,0.72503203,0.34408091,1.39777637,1.34861220,0.20752175,2.40226142
