energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,2.43070517,0.69518275,0.45124322,0.00280265,0.28709044,0.01737048,1.05204980,0.65763744,0.48776445
-5.99399700,2.40532213,0.67738597,0.44214094,0.00259792,0.30120059,0.01578741,1.02425235,0.65722347,0.49676202
-5.98799400,2.37585270,0.65685293,0.43124953,0.00239561,0.31630794,0.01428006,0.99316120,0.65472769,0.50631117
-5.98199100,2.34255115,0.63388293,0.41869119,0.00219741,0.33219849,0.01285513,0.95914577,0.65026347,0.51624391
-5.97598799,2.30568446,0.60881960,0.40462064,0.00200492,0.34861619,0.01151796,0.92262452,0.64397720,0.52635023
-5.96998499,2.26552960,0.58204314,0.38922141,0.00181959,0.36526954,0.01027253,0.88405662,0.63604429,0.53638444
-5.96398199,2.22237238,0.55396168,0.37270132,0.00164275,0.38184006,0.00912155,0.84393245,0.62666486,0.54607330
-5.95797899,2.17650801,0.52500205,0.35528738,0.00147552,0.39799230,0.00806655,0.80276359,0.61605928,0.55512576
-5.95197599,2.12824323,0.49560022,0.33722038,0.00131883,0.41338518,0.00710801,0.76107236,0.60446375,0.56324402
-5.94597299,2.07789994,0.46619174,0.31874918,0.00117341,0.42768413,0.00624547,0.71938130,0.59212597,0.57013530
-5.93996998,2.02582000,0.43720241,0.30012516,0.00103981,0.44057361,0.00547777,0.67820308,0.57930104,0.57552411
-5.93396698,1.97237082,0.40903954,0.28159679,0.00091835,0.45176947,0.00480314,0.63803086,0.56624774,0.57916431
-5.92796398,1.91795132,0.38208398,0.26340466,0.00080924,0.46103071,0.00421946,0.59932962,0.55322506,0.58085056
-5.92196098,1.86299766,0.35668321,0.24577704,0.00071249,0.46816997,0.00372440,0.56252855,0.54048915,0.58042862
-5.91595798,1.80798813,0.33314549,0.22892606,0.00062802,0.47306245,0.00331556,0.52801468,0.52829063,0.57780404
-5.90995498,1.75344677,0.31173538,0.21304467,0.00055564,0.47565269,0.00299067,0.49612795,0.51687212,0.57294876
-5.90395198,1.69994495,0.29267051,0.19830427,0.00049509,0.47595902,0.00274769,0.46715763,0.50646618,0.56590543
-5.89794897,1.64810063,0.27611966,0.18485316,0.00044604,0.47407534,0.00258488,0.44134011,0.49729331,0.55678906
-5.89194597,1.59857488,0.26220211,0.17281568,0.00040817,0.47017016,0.00250087,0.41885810,0.48956024,0.54578605
-5.88594297,1.55206537,0.25098814,0.16229196,0.00038110,0.46448292,0.00249469,0.39984089,0.48345822,0.53315043
-5.87993997,1.50929680,0.24250056,0.15335820,0.00036448,0.45731772,0.00256574,0.38436576,0.47916150,0.51919754
-5.87393697,1.47100844,0.23671710,0.14606745,0.00035795,0.44903465,0.00271376,0.37246015,0.47682571,0.50429538
-5.86793397,1.43793883,0.23357346,0.14045065,0.00036116,0.44003905,0.00293869,0.36410455,0.47658646,0.48885388
-5.86193097,1.41080825,0.23296699,0.13651790,0.00037376,0.43076918,0.00324058,0.35923576,0.47855780,0.47331260
-5.85592796,1.39029942,0.23476063,0.13425980,0.00039540,0.42168273,0.00361943,0.35775050,0.48283083,0.45812727
-5.84992496,1.37703704,0.23878703,0.13364891,0.00042573,0.41324261,0.00407503,0.35950905,0.48947236,0.44375570
-5.84392196,1.37156711,0.24485283,0.13464106,0.00046435,0.40590269,0.00460677,0.36433891,0.49852362,0.43064357
-5.83791896,1.37433662,0.25274282,0.13717669,0.00051088,0.40009382,0.00521343,0.37203834,0.50999916,0.41921073
-5.83191596,1.38567465,0.26222399,0.14118202,0.00056484,0.39621079,0.00589302,0.38237969,0.52388582,0.40983826
-5.82591296,1.40577569,0.27304942,0.14657025,0.00062575,0.39460050,0.00664264,0.39511259,0.54014202,0.40285707
-5.81990995,1.43468589,0.28496200,0.15324268,0.00069305,0.39555188,0.00745833,0.40996703,0.55869720,0.39853807
-5.81390695,1.47229325,0.29769798,0.16108992,0.00076612,0.39928771,0.00833495,0.42665625,0.57945164,0.39708456
-5.80790395,1.51832209,0.31099036,0.16999318,0.00084429,0.40595875,0.00926622,0.44487985,0.60227667,0.39862676
-5.80190095,1.57233270,0.32457224,0.17982581,0.00092686,0.41564016,0.01024464,0.46432686,0.62701532,0.40321895
-5.79589795,1.63372630,0.33818012,0.19045507,0.00101307,0.42833052,0.01126165,0.48467923,0.65348356,0.41083899
-5.78989495,1.70175567,0.35155731,0.20174425,0.00110216,0.44395322,0.01230774,0.50561567,0.68147222,0.42139047
-5.78389195,1.77554148,0.36445735,0.21355514,0.00119337,0.46236037,0.01337265,0.52681601,0.71074961,0.43470721
-5.77788894,1.85409407,0.37664762,0.22575091,0.00128598,0.48333895,0.01444565,0.54796605,0.74106499,0.45056010
-5.77188594,1.93634029,0.38791305,0.23819931,0.00137932,0.50661909,0.01551582,0.56876309,0.77215295,0.46866592
-5.76588294,2.02115473,0.39805994,0.25077613,0.00147281,0.53188418,0.01657245,0.58892195,0.80373869,0.48869790
-5.75987994,2.10739443,0.40691985,0.26336889,0.00156601,0.55878245,0.01760535,0.60818135,0.83554416,0.51029774
-5.75387694,2.19393586,0.41435338,0.27588048,0.00165859,0.58693973,0.01860526,0.62631062,0.86729502,0.53308853
-5.74787394,2.27971293,0.42025382,0.28823271,0.00175041,0.61597276,0.01956415,0.64311640,0.89872820,0.55668815
-5.74187094,2.36375442,0.42455040,0.30036956,0.00184148,0.64550282,0.02047559,0.65844902,0.92959990,0.58072284
-5.73586793,2.44521933,0.42721108,0.31225979,0.00193202,0.67516899,0.02133496,0.67220833,0.95969369,0.60484015
-5.72986493,2.52342835,0.42824457,0.32389887,0.00202239,0.70464050,0.02213963,0.68434855,0.98882828,0.62872100
-5.72386193,2.59789002,0.42770156,0.33531007,0.00211314,0.73362781,0.02288910,0.69488181,1.01686463,0.65209018
-5.71785893,2.66831995,0.42567485,0.34654435,0.00220493,0.76189171,0.02358492,0.70388010,1.04371200,0.67472496
-5.71185593,2.73465193,0.42229833,0.35767916,0.00229855,0.78925019,0.02423066,0.71147537,1.06933225,0.69646133
-5.70585293,2.79703996,0.41774475,0.36881607,0.00239480,0.81558250,0.02483166,0.71785749,1.09374223,0.71719757
-5.69984992,2.85585058,0.41222226,0.38007714,0.00249455,0.84083033,0.02539474,0.72327006,1.11701383,0.73689489
