energy_ev,total_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-6.00000000,4.12208639,1.67953356,1.80207676,0.04154976,1.92586040,0.27554817,0.00036893
-5.99399700,4.20731925,1.70126022,1.84420140,0.04297938,1.95776235,0.28269868,0.00038144
-5.98799400,4.28476203,1.71652012,1.88492490,0.04437078,1.98478539,0.28929279,0.00039420
-5.98199100,4.35509079,1.72539838,1.92469696,0.04572304,2.00724571,0.29533694,0.00040733
-5.97598799,4.41906738,1.72809557,1.96395683,0.04703575,2.02552866,0.30084014,0.00042096
-5.96998499,4.47748992,1.72491709,2.00310655,0.04830861,2.04006724,0.30581117,0.00043520
-5.96398199,4.53114247,1.71625910,2.04248587,0.04954098,2.05131943,0.31025589,0.00045014
-5.95797899,4.58074653,1.70259180,2.08235012,0.05073145,2.05974528,0.31417487,0.00046583
-5.95197599,4.62691683,1.68444079,2.12285204,0.05187742,2.06578496,0.31756143,0.00048227
-5.94597299,4.67012384,1.66236750,2.16402864,0.05297470,2.06983887,0.32040040,0.00049944
-5.93996998,4.71066479,1.63694934,2.20579361,0.05401724,2.07225072,0.32266751,0.00051726
-5.93396698,4.74864464,1.60876067,2.24793584,0.05499696,2.07329435,0.32432964,0.00053561
-5.92796398,4.78396807,1.57835523,2.29012381,0.05590364,2.07316477,0.32534583,0.00055429
-5.92196098,4.81634251,1.54625076,2.33191593,0.05672500,2.07197378,0.32566906,0.00057310
-5.91595798,4.84529213,1.51291639,2.37277607,0.05744693,2.06975022,0.32524869,0.00059178
-5.90995498,4.87018190,1.47876313,2.41209351,0.05805379,2.06644454,0.32403340,0.00061003
-5.90395198,4.89025025,1.44413769,2.44920651,0.05852891,2.06193752,0.32197458,0.00062752
-5.89794897,4.90464865,1.40931979,2.48342825,0.05885515,2.05605227,0.31902975,0.00064393
-5.89194597,4.91248616,1.37452269,2.51407388,0.05901553,2.04856898,0.31516603,0.00065892
-5.88594297,4.91287644,1.33989679,2.54048779,0.05899401,2.03924155,0.31036333,0.00067216
-5.87993997,4.90498522,1.30553592,2.56206960,0.05877613,2.02781510,0.30461715,0.00068334
-5.87393697,4.88807581,1.27148577,2.57829808,0.05834975,2.01404369,0.29794074,0.00069218
-5.86793397,4.86155074,1.23775402,2.58875199,0.05770570,1.99770723,0.29036661,0.00069845
-5.86193097,4.82498760,1.20432143,2.59312709,0.05683832,1.97862696,0.28194719,0.00070194
-5.85592796,4.77816790,1.17115353,2.59124894,0.05574593,1.95667880,0.27275482,0.00070255
-5.84992496,4.72109763,1.13821209,2.58308097,0.05443106,1.93180408,0.26288077,0.00070020
-5.84392196,4.65401913,1.10546601,2.56872782,0.05290068,1.90401735,0.25243368,0.00069490
-5.83791896,4.57741390,1.07290115,2.54843400,0.05116612,1.87341095,0.24153730,0.00068671
-5.83191596,4.49199667,1.04052862,2.52257810,0.04924290,1.84015639,0.23032773,0.00067577
-5.82591296,4.39870117,1.00839138,2.49166288,0.04715040,1.80450260,0.21895033,0.00066229
-5.81990995,4.29865848,0.97656883,2.45630179,0.04491140,1.76677122,0.20755638,0.00064652
-5.81390695,4.19316904,0.94517941,2.41720254,0.04255148,1.72734916,0.19629974,0.00062877
-5.80790395,4.08366957,0.91438100,2.37514817,0.04009836,1.68667899,0.18533352,0.00060939
-5.80190095,3.97169617,0.88436948,2.33097650,0.03758120,1.64524734,0.17480700,0.00058875
-5.79589795,3.85884514,0.85537522,2.28555847,0.03502987,1.60357199,0.16486281,0.00056726
-5.78989495,3.74673271,0.82765804,2.23977605,0.03247420,1.56218798,0.15563446,0.00054533
-5.78389195,3.63695502,0.80150067,2.19450036,0.02994333,1.52163330,0.14724432,0.00052336
-5.77788894,3.53104964,0.77720103,2.15057055,0.02746508,1.48243457,0.13980186,0.00050175
-5.77188594,3.43045953,0.75506366,2.10877392,0.02506547,1.44509314,0.13340240,0.00048089
-5.76588294,3.33650045,0.73539059,2.06982780,0.02276822,1.41007206,0.12812613,0.00046112
-5.75987994,3.25033248,0.71847201,2.03436363,0.02059452,1.37778427,0.12403742,0.00044276
-5.75387694,3.17293634,0.70457690,2.00291337,0.01856279,1.34858223,0.12118442,0.00042608
-5.74787394,3.10509480,0.69394410,1.97589892,0.01668856,1.32274936,0.11959878,0.00041133
-5.74187094,3.04737954,0.68677404,1.95362428,0.01498454,1.30049348,0.11929561,0.00039870
-5.73586793,3.00014362,0.68322123,1.93627104,0.01346060,1.28194236,0.12027345,0.00038834
-5.72986493,2.96351931,0.68338798,1.92389698,0.01212402,1.26714142,0.12251446,0.00038035
-5.72386193,2.93742152,0.68731934,1.91643790,0.01097958,1.25605379,0.12598458,0.00037481
-5.71785893,2.92155613,0.69499952,1.91371251,0.01002984,1.24856246,0.13063395,0.00037174
-5.71185593,2.91543314,0.70634987,1.91543036,0.00927530,1.24447461,0.13639735,0.00037114
-5.70585293,2.91838402,0.72122849,1.92120226,0.00871464,1.24352778,0.14319490,0.00037298
-5.69984992,2.92958260,0.73943145,1.93055316,0.00834488,1.24539786,0.15093293,0.00037720
-5.69384692,2.94806897,0.76069576,1.94293680,0.00816151,1.24970841,0.15950519,0.00038370
-5.68784392,2.97277554,0.78470376,1.95775182,0.00815860,1.25604113,0.16879423,0.00039239
-5.68184092,3.00255448,0.81108914,1.97435867,0.00832886,1.26394715,0.17867317,0.00040314
-5.67583792,3.03620583,0.83944410,1.99209685,0.00866366,1.27295862,0.18900778,0.00041581
-5.66983492,3.07250546,0.86932782,2.01030197,0.00915300,1.28260039,0.19965880,0.00043023
-5.66383192,3.11023215,0.90027566,2.02832192,0.00978552,1.29240142,0.21048453,0.00044622
-5.65782891,3.14819320,0.93180919,2.04553197,0.01054842,1.30190552,0.22134365,0.00046360
-5.65182591,3.18524793,0.96344652,2.06134814,0.01142746,1.31068118,0.23209809,0.00048216
-5.64582291,3.22032884,0.99471288,2.07523883,0.01240695,1.31833041,0.24261594,0.00050166
-5.63981991,3.25245997,1.02515103,2.08673428,0.01346982,1.32449621,0.25277434,0.00052186
-5.63381691,3.28077241,1.05433138,2.09543396,0.01459765,1.32886882,0.26246211,0.00054251
-5.62781391,3.30451694,1.08186152,2.10101190,0.01577088,1.33119054,0.27158219,0.00056334
-5.62181091,3.32307392,1.10739500,2.10322010,0.01696902,1.33125935,0.28005363,0.00058408
-5.61580790,3.33596063,1.13063913,2.10189014,0.01817090,1.32893122,0.28781327,0.00060443
-5.60980490,3.34283617,1.15136174,2.09693344,0.01935504,1.32412134,0.29481681,0.00062412
-5.60380190,3.34350446,1.16939665,2.08834028,0.02050009,1.31680447,0.30103951,0.00064290
-5.59779890,3.33791523,1.18464794,2.07617783,0.02158520,1.30701424,0.30647625,0.00066050
-5.59179590,3.32616355,1.19709279,2.06058764,0.02259055,1.29484190,0.31114121,0.00067672
-5.58579290,3.30848765,1.20678290,2.04178245,0.02349778,1.28043430,0.31506704,0.00069136
-5.57978989,3.28526538,1.21384448,2.02004263,0.02429048,1.26399122,0.31830363,0.00070430
-5.57378689,3.25700900,1.21847681,1.99571219,0.02495456,1.24576211,0.32091662,0.00071545
-5.56778389,3.22435820,1.22094929,1.96919416,0.02547865,1.22604212,0.32298558,0.00072481
-5.56178089,3.18807104,1.22159700,1.94094540,0.02585438,1.20516744,0.32460205,0.00073242
-5.55577789,3.14901268,1.22081488,1.91147044,0.02607654,1.18350965,0.32586749,0.00073842
-5.54977489,3.10814135,1.21905033,1.88131422,0.02614319,1.16146932,0.32689108,0.00074300
-5.54377189,3.06649147,1.21679454,1.85105352,0.02605566,1.13946841,0.32778763,0.00074643
-5.53776888,3.02515371,1.21457233,1.82128683,0.02581843,1.11794181,0.32867540,0.00074906
-5.53176588,2.98525197,1.21293076,1.79262261,0.02543890,1.09732764,0.32967394,0.00075129
-5.52576288,2.94791731,1.21242658,1.76566600,0.02492711,1.07805680,0.33090200,0.00075354
-5.51975988,2.91425935,1.21361255,1.74100396,0.02429537,1.06054157,0.33247535,0.00075630
-5.51375688,2.88533546,1.21702303,1.71918931,0.02355779,1.04516376,0.33450461,0.00076006
-5.50775388,2.86211878,1.22315896,1.70072393,0.02272989,1.03226268,0.33709305,0.00076530
-5.50175088,2.84546579,1.23247254,1.68604171,0.02182806,1.02212320,0.34033423,0.00077247
-5.49574787,2.83608471,1.24535204,1.67549197,0.02086908,1.01496464,0.34430963,0.00078202
-5.48974487,2.83450602,1.26210714,1.66932398,0.01986972,1.01093064,0.34908627,0.00079429
-5.48374187,2.84105624,1.28295522,1.66767350,0.01884626,1.01008085,0.35471418,0.00080957
-5.47773887,2.85583659,1.30800918,1.67055193,0.01781417,1.01238469,0.36122404,0.00082805
-5.47173587,2.87870747,1.33726720,1.67783896,0.01678776,1.01771767,0.36862494,0.00084982
-5.46573287,2.90928007,1.37060509,1.68927929,0.01578000,1.02586072,0.37690233,0.00087485
-5.45972986,2.94691588,1.40777153,1.70448383,0.01480228,1.03650263,0.38601645,0.00090299
-5.45372686,2.99073469,1.44838678,1.72293580,0.01386440,1.04924577,0.39590125,0.00093399
-5.44772386,3.03963146,1.49194514,1.74400176,0.01297447,1.06361510,0.40646396,0.00096748
-5.44172086,3.09230172,1.53782137,1.76694740,0.01213897,1.07907025,0.41758554,0.00100296
-5.43571786,3.14727533,1.58528118,1.79095792,0.01136288,1.09502030,0.42912197,0.00103988
-5.42971486,3.20295746,1.63349583,1.81516212,0.01064979,1.11084095,0.44090662,0.00107758
-5.42371186,3.25767579,1.68156049,1.83865981,0.01000208,1.12589325,0.45275361,0.00111537
-5.41770885,3.30973237,1.72851614,1.86055125,0.00942117,1.13954358,0.46446224,0.00115251
-5.41170585,3.35745839,1.77337440,1.87996787,0.00890775,1.15118373,0.47582239,0.00118825
-5.40570285,3.39926989,1.81514457,1.89610290,0.00846203,1.16025071,0.48662078,0.00122189
-5.39969985,3.43372258,1.85286227,1.90824088,0.00808401,1.16624527,0.49664784,0.00125272
-5.39369685,3.45956347,1.88561843,1.91578490,0.00777373,1.16874865,0.50570515,0.00128013
-5.38769385,3.47577760,1.91258802,1.91828042,0.00753154,1.16743668,0.51361296,0.00130360
-5.38169085,3.48162792,1.93305719,1.91543484,0.00735827,1.16209105,0.52021756,0.00132271
-5.37568784,3.47668679,1.94644802,1.90713187,0.00725548,1.15260697,0.52539832,0.00133715
-5.36968484,3.46085774,1.95233976,1.89344021,0.00722559,1.13899733,0.52907378,0.00134678
-5.36368184,3.43438662,1.95048583,1.87461602,0.00727196,1.12139294,0.53120672,0.00135157
-5.35767884,3.39786140,1.94082565,1.85109901,0.00739902,1.10003908,0.53180783,0.00135167
-5.35167584,3.35220046,1.92349099,1.82350216,0.00761219,1.07528839,0.53093765,0.00134736
-5.34567284,3.29862950,1.89880609,1.79259530,0.00791785,1.04759049,0.52870672,0.00133906
-5.33966983,3.23864766,1.86728173,1.75928291,0.00832321,1.01747857,0.52527379,0.00132733
-5.33366683,3.17398375,1.82960300,1.72457692,0.00883608,0.98555359,0.52084196,0.00131281
-5.32766383,3.10654372,1.78661125,1.68956510,0.00946463,0.95246641,0.51565289,0.00129626
-5.32166083,3.03835120,1.73928052,1.65537618,0.01021701,0.91889864,0.50997926,0.00127849
-5.31565783,2.97148261,1.68868943,1.62314262,0.01110099,0.88554259,0.50411551,0.00126036
-5.30965483,2.90799917,1.63598899,1.59396231,0.01212352,0.85308110,0.49836744,0.00124272
-5.30365183,2.84987773,1.58236790,1.56886036,0.01329020,0.82216763,0.49304080,0.00122640
-5.29764882,2.79894294,1.52901601,1.54875227,0.01460483,0.79340745,0.48842949,0.00121220
-5.29164582,2.75680285,1.47708754,1.53440981,0.01606891,0.76734008,0.48480370,0.00120080
-5.28564282,2.72479038,1.42766513,1.52643066,0.01768114,0.74442384,0.48239857,0.00119280
-5.27963982,2.70391263,1.38172611,1.52521320,0.01943701,0.72502268,0.48140386,0.00118866
