energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,3.32175167,1.12018874,0.00000000,0.00069839,1.08386158,2.76261887,1.02444531
-5.99399700,3.42056404,1.17955043,0.00000000,0.00072456,1.09750887,2.85915523,1.05634223
-5.98799400,3.51532605,1.23798378,0.00000000,0.00074813,1.10938083,2.94840848,1.08812921
-5.98199100,3.60453319,1.29469033,0.00000000,0.00076879,1.11916755,3.02910935,1.11930317
-5.97598799,3.68669220,1.34888130,0.00000000,0.00078626,1.12656649,3.10008307,1.14934863
-5.96998499,3.76036496,1.39979856,0.00000000,0.00080035,1.13129227,3.16028276,1.17775217
-5.96398199,3.82421382,1.44673558,0.00000000,0.00081090,1.13308692,3.20882107,1.20401781
-5.95797899,3.87704640,1.48905741,0.00000000,0.00081785,1.13173030,3.24499899,1.22768257
-5.95197599,3.91785759,1.52621879,0.00000000,0.00082118,1.12705002,3.26833008,1.24833131
-5.94597299,3.94586674,1.55777952,0.00000000,0.00082101,1.11893049,3.27855924,1.26561022
-5.93996998,3.96054791,1.58341625,0.00000000,0.00081749,1.10732065,3.27567469,1.27923830
-5.93396698,3.96165170,1.60293025,0.00000000,0.00081089,1.09223971,3.25991242,1.28901613
-5.92796398,3.94921733,1.61625068,0.00000000,0.00080156,1.07378078,3.23175281,1.29483157
-5.92196098,3.92357431,1.62343325,0.00000000,0.00078993,1.05211200,3.19190907,1.29666219
-5.91595798,3.88533355,1.62465447,0.00000000,0.00077651,1.02747499,3.14130814,1.29457421
-5.90995498,3.83536825,1.62020169,0.00000000,0.00076185,1.00018071,3.08106449,1.28871828
-5.90395198,3.77478570,1.61045971,0.00000000,0.00074657,0.97060269,3.01244805,1.27932225
-5.89794897,3.70489133,1.59589457,0.00000000,0.00073131,0.93916803,2.93684758,1.26668149
-5.89194597,3.62714671,1.57703534,0.00000000,0.00071675,0.90634646,2.85573103,1.25114736
-5.88594297,3.54312392,1.55445511,0.00000000,0.00070356,0.87263785,2.77060464,1.23311439
-5.87993997,3.45445804,1.52875182,0.00000000,0.00069237,0.83855886,2.68297252,1.21300709
-5.87393697,3.36280039,1.50053005,0.00000000,0.00068381,0.80462905,2.59429824,1.19126677
-5.86793397,3.26977425,1.47038444,0.00000000,0.00067844,0.77135731,2.50597007,1.16833930
-5.86193097,3.17693506,1.43888543,0.00000000,0.00067678,0.73922889,2.41927103,1.14466416
-5.85592796,3.08573650,1.40656778,0.00000000,0.00067924,0.70869376,2.33535472,1.12066524
-5.84992496,2.99750356,1.37392216,0.00000000,0.00068619,0.68015659,2.25522749,1.09674374
-5.84392196,2.91341332,1.34138982,0.00000000,0.00069787,0.65396885,2.17973737,1.07327322
-5.83791896,2.83448358,1.30936039,0.00000000,0.00071448,0.63042314,2.10956946,1.05059687
-5.83191596,2.76156925,1.27817239,0.00000000,0.00073611,0.60975011,2.04524765,1.02902686
-5.82591296,2.69536588,1.24811622,0.00000000,0.00076278,0.59211770,1.98714185,1.00884553
-5.81990995,2.63641955,1.21943900,0.00000000,0.00079446,0.57763305,1.93547992,0.99030812
-5.81390695,2.58514185,1.19235087,0.00000000,0.00083107,0.56634643,1.89036342,0.97364656
-5.80790395,2.54182877,1.16703206,0.00000000,0.00087250,0.55825728,1.85178580,0.95907405
-5.80190095,2.50668191,1.14364023,0.00000000,0.00091863,0.55332176,1.81965226,0.94678973
-5.79589795,2.47983056,1.12231754,0.00000000,0.00096936,0.55146142,1.79379984,0.93698319
-5.78989495,2.46135314,1.10319687,0.00000000,0.00102463,0.55257251,1.77401695,0.92983821
-5.78389195,2.45129649,1.08640691,0.00000000,0.00108442,0.55653530,1.76006117,0.92553544
-5.77788894,2.44969179,1.07207564,0.00000000,0.00114875,0.56322285,1.75167477,0.92425353
-5.77188594,2.45656591,1.06033204,0.00000000,0.00121775,0.57250887,1.74859708,0.92616857
-5.76588294,2.47194731,1.05130573,0.00000000,0.00129158,0.58427386,1.75057341,0.93145154
-5.75987994,2.49586600,1.04512462,0.00000000,0.00137050,0.59840945,1.75736010,0.94026370
-5.75387694,2.52834714,1.04191054,0.00000000,0.00145482,0.61482038,1.76872579,0.95275003
-5.74787394,2.56939865,1.04177295,0.00000000,0.00154486,0.63342412,1.78444888,0.96903076
-5.74187094,2.61899309,1.04480104,0.00000000,0.00164100,0.65414803,1.80431162,0.98919141
-5.73586793,2.67704487,1.05105460,0.00000000,0.00174356,0.67692419,1.82809119,1.01327164
-5.72986493,2.74338414,1.06055402,0.00000000,0.00185283,0.70168227,1.85554864,1.04125365
-5.72386193,2.81772875,1.07327009,0.00000000,0.00196904,0.72834086,1.88641628,1.07305052
-5.71785893,2.89965639,1.08911405,0.00000000,0.00209226,0.75679785,1.92038464,1.10849552
-5.71185593,2.98857882,1.10792872,0.00000000,0.00222247,0.78692054,1.95708977,1.14733295
-5.70585293,3.08372025,1.12948126,0.00000000,0.00235944,0.81853626,1.99610213,1.18921135
-5.69984992,3.18410199,1.15345810,0.00000000,0.00250281,0.85142430,2.03691779,1.23367988
-5.69384692,3.28853508,1.17946287,0.00000000,0.00265204,0.88530980,2.07895294,1.28018833
-5.68784392,3.39562237,1.20701751,0.00000000,0.00280642,0.91986026,2.12154239,1.32809131
-5.68184092,3.50377106,1.23556698,0.00000000,0.00296514,0.95468529,2.16394255,1.37665693
-5.67583792,3.61121598,1.26448776,0.00000000,0.00312733,0.98933974,2.20533921,1.42507984
-5.66983492,3.71605366,1.29309992,0.00000000,0.00329209,1.02333044,2.24486004,1.47249862
-5.66383192,3.81628602,1.32068259,0.00000000,0.00345861,1.05612647,2.28159166,1.51801674
-5.65782891,3.90987242,1.34649236,0.00000000,0.00362623,1.08717249,2.31460052,1.56072675
-5.65182591,3.99478779,1.36978382,0.00000000,0.00379455,1.11590471,2.34295707,1.59973636
-5.64582291,4.06908458,1.38983149,0.00000000,0.00396348,1.14176867,2.36576189,1.63419556
-5.63981991,4.13095527,1.40595217,0.00000000,0.00413340,1.16423804,2.38217289,1.66332345
-5.63381691,4.17879283,1.41752670,0.00000000,0.00430515,1.18283339,2.39143209,1.68643357
-5.62781391,4.21124585,1.42402009,0.00000000,0.00448013,1.19713998,2.39289087,1.70295648
-5.62181091,4.22726569,1.42499910,0.00000000,0.00466034,1.20682361,2.38603236,1.71245847
-5.61580790,4.22614325,1.42014642,0.00000000,0.00484833,1.21164373,2.37048996,1.71465553
-5.60980490,4.20753341,1.40927076,0.00000000,0.00504723,1.21146303,2.34606107,1.70942189
-5.60380190,4.17146619,1.39231249,0.00000000,0.00526061,1.20625302,2.31271538,1.69679271
-5.59779890,4.11834379,1.36934441,0.00000000,0.00549242,1.19609537,2.27059733,1.67696080
-5.59179590,4.04892419,1.34056798,0.00000000,0.00574686,1.18117900,2.22002281,1.65026779
-5.58579290,3.96429202,1.30630504,0.00000000,0.00602816,1.16179303,2.16147016,1.61718998
-5.57978989,3.86581852,1.26698557,0.00000000,0.00634043,1.13831612,2.09556608,1.57831995
-5.57378689,3.75511271,1.22313233,0.00000000,0.00668741,1.11120277,2.02306714,1.53434471
-5.56778389,3.63396645,1.17534301,0.00000000,0.00707231,1.08096743,1.94483794,1.48602168
-5.56178089,3.50429613,1.12427091,0.00000000,0.00749755,1.04816722,1.86182676,1.43415364
-5.55577789,3.36808392,1.07060504,0.00000000,0.00796462,1.01338422,1.77504008,1.37956389
-5.54977489,3.22732138,1.01505061,0.00000000,0.00847390,0.97720825,1.68551690,1.32307274
-5.54377189,3.08395773,0.95831068,0.00000000,0.00902457,0.94022090,1.59430399,1.26547641
-5.53776888,2.93985521,0.90106966,0.00000000,0.00961453,0.90298160,1.50243301,1.20752906
-5.53176588,2.79675263,0.84397924,0.00000000,0.01024046,0.86601630,1.41090029,1.14992859
-5.52576288,2.65623854,0.78764710,0.00000000,0.01089786,0.82980901,1.32064982,1.09330652
-5.51975988,2.51973409,0.73262854,0.00000000,0.01158120,0.79479653,1.23255979,1.03822210
-5.51375688,2.38848553,0.67942106,0.00000000,0.01228416,0.76136626,1.14743296,0.98516039
-5.50775388,2.26356556,0.62846173,0.00000000,0.01299988,0.72985687,1.06599063,0.93453395
-5.50175088,2.14588228,0.58012694,0.00000000,0.01372129,0.70056153,0.98887010,0.88668765
-5.49574787,2.03619418,0.53473424,0.00000000,0.01444147,0.67373300,0.91662510,0.84190575
-5.48974487,1.93512942,0.49254581,0.00000000,0.01515397,0.64959019,0.84972879,0.80042058
-5.48374187,1.84320722,0.45377280,0.00000000,0.01585322,0.62832531,0.78857850,0.76242193
-5.47773887,1.76085969,0.41858042,0.00000000,0.01653481,0.61011100,0.73350182,0.72806636
-5.47173587,1.68845204,0.38709300,0.00000000,0.01719578,0.59510670,0.68476309,0.69748570
-5.46573287,1.62629970,0.35939875,0.00000000,0.01783482,0.58346380,0.64256987,0.67079408
-5.45972986,1.57468103,0.33555393,0.00000000,0.01845235,0.57532893,0.60707881,0.64809305
-5.45372686,1.53384469,0.31558616,0.00000000,0.01905053,0.57084502,0.57840031,0.62947446
-5.44772386,1.50401125,0.29949677,0.00000000,0.01963316,0.57015014,0.55660193,0.61502095
-5.44172086,1.48536901,0.28726215,0.00000000,0.02020546,0.57337385,0.54171005,0.60480411
-5.43571786,1.47806432,0.27883429,0.00000000,0.02077371,0.58063133,0.53371001,0.59888048
-5.42971486,1.48218739,0.27414043,0.00000000,0.02134483,0.59201560,0.53254465,0.59728590
-5.42371186,1.49775455,0.27308228,0.00000000,0.02192591,0.60758831,0.53811149,0.60002847
-5.41770885,1.52468841,0.27553485,0.00000000,0.02252365,0.62736954,0.55025902,0.60708091
-5.41170585,1.56279756,0.28134532,0.00000000,0.02314378,0.65132751,0.56878229,0.61837288
-5.40570285,1.61175726,0.29033204,0.00000000,0.02379053,0.67936868,0.59341848,0.63378387
-5.39969985,1.67109296,0.30228410,0.00000000,0.02446610,0.71132912,0.62384281,0.65313730
-5.39369685,1.74016783,0.31696140,0.00000000,0.02517026,0.74696771,0.65966540,0.67619644
-5.38769385,1.81817575,0.33409571,0.00000000,0.02590003,0.78596182,0.70042939,0.70266240
-5.38169085,1.90414057,0.35339251,0.00000000,0.02664948,0.82790592,0.74561085,0.73217470
-5.37568784,1.99692218,0.37453376,0.00000000,0.02740972,0.87231341,0.79462072,0.76431441
-5.36968484,2.09522958,0.39718166,0.00000000,0.02816902,0.91862179,0.84680898,0.79860991
-5.36368184,2.19764069,0.42098306,0.00000000,0.02891306,0.96620122,0.90147109,0.83454509
-5.35767884,2.30262812,0.44557465,0.00000000,0.02962542,1.01436612,0.95785679,0.87156959
-5.35167584,2.40859013,0.47058851,0.00000000,0.03028809,1.06238953,1.01518088,0.90911071
-5.34567284,2.51388525,0.49565799,0.00000000,0.03088217,1.10951957,1.07263590,0.94658634
-5.33966983,2.61686925,0.52042354,0.00000000,0.03138858,1.15499748,1.12940625,0.98341846
-5.33366683,2.71593276,0.54453836,0.00000000,0.03178884,1.19807645,1.18468330,1.01904630
-5.32766383,2.80953804,0.56767374,0.00000000,0.03206586,1.23804051,1.23768103,1.05293890
-5.32166083,2.89625337,0.58952369,0.00000000,0.03220462,1.27422268,1.28765172,1.08460622
-5.31565783,2.97478380,0.60980901,0.00000000,0.03219287,1.30602182,1.33390106,1.11360858
-5.30965483,3.04399712,0.62828054,0.00000000,0.03202159,1.33291749,1.37580239,1.13956399
-5.30365183,3.10294442,0.64472158,0.00000000,0.03168545,1.35448237,1.41280939,1.16215326
-5.29764882,3.15087478,0.65894961,0.00000000,0.03118302,1.37039183,1.44446710,1.18112280
-5.29164582,3.18724392,0.67081717,0.00000000,0.03051684,1.38043057,1.47042074,1.19628533
-5.28564282,3.21171718,0.68021221,0.00000000,0.02969334,1.38449616,1.49042223,1.20751858
-5.27963982,3.22416714,0.68705776,0.00000000,0.02872260,1.38259945,1.50433424,1.21476246
-5.27363682,3.22466659,0.69131129,0.00000000,0.02761798,1.37486227,1.51213159,1.21801495
-5.26763382,3.21347758,0.69296362,0.00000000,0.02639560,1.36151232,1.51390010,1.21732726
-5.26163082,3.19103746,0.69203763,0.00000000,0.02507377,1.34287589,1.50983292,1.21279850
-5.25562781,3.15794257,0.68858678,0.00000000,0.02367237,1.31936844,1.50022429,1.20457038
-5.24962481,3.11493031,0.68269342,0.00000000,0.02221214,1.29148366,1.48546112,1.19282213
-5.24362181,3.06286030,0.67446696,0.00000000,0.02071410,1.25978116,1.46601234,1.17776584
-5.23761881,3.00269495,0.66404185,0.00000000,0.01919884,1.22487325,1.44241639,1.15964236
-5.23161581,2.93547976,0.65157536,0.00000000,0.01768606,1.18741106,1.41526710,1.13871772
-5.22561281,2.86232366,0.63724502,0.00000000,0.01619400,1.14807034,1.38519818,1.11528005
-5.21960980,2.78437927,0.62124580,0.00000000,0.01473908,1.10753710,1.35286684,1.08963674
-5.21360680,2.70282338,0.60378689,0.00000000,0.01333564,1.06649361,1.31893678,1.06211180
-5.20760380,2.61883747,0.58508814,0.00000000,0.01199570,1.02560465,1.28406104,1.03304305
-5.20160080,2.53358841,0.56537611,0.00000000,0.01072891,0.98550464,1.24886529,1.00277914
-5.19559780,2.44820955,0.54487987,0.00000000,0.00954253,0.94678560,1.21393192,0.97167603
-5.18959480,2.36378238,0.52382658,0.00000000,0.00844152,0.90998645,1.17978546,0.94009314
-5.18359180,2.28131912,0.50243702,0.00000000,0.00742865,0.87558371,1.14687999,0.90838882
