energy_ev,total_up,P_s_up,P_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-6.00000000,9.48914245,0.00879963,1.75010816,3.83555171,6.60755018,0.06956340,1.33588526
-5.99399700,9.36601651,0.00873783,1.67889208,3.83388152,6.49052955,0.06951635,1.35610999
-5.98799400,9.24200713,0.00866510,1.60822542,3.82522421,6.37372604,0.06942932,1.37695296
-5.98199100,9.11647355,0.00857691,1.53831773,3.80894113,6.25710084,0.06929896,1.39783694
-5.97598799,8.98888081,0.00846951,1.46935873,3.78459243,6.14065669,0.06912269,1.41820471
-5.96998499,8.85884222,0.00834014,1.40152125,3.75195126,6.02446055,0.06889887,1.43753633
-5.96398199,8.72615197,0.00818713,1.33496404,3.71100989,5.90866076,0.06862684,1.45536414
-5.95797899,8.59080704,0.00800997,1.26983426,3.66197773,5.79349801,0.06830686,1.47128531
-5.95197599,8.45301791,0.00780934,1.20626959,3.60527176,5.67931010,0.06794014,1.48497143
-5.94597299,8.31320862,0.00758710,1.14439983,3.54150012,5.56653039,0.06752865,1.49617525
-5.93996998,8.17200668,0.00734621,1.08434810,3.47143988,5.45568062,0.06707510,1.50473446
-5.93396698,8.03022407,0.00709060,1.02623135,3.39601027,5.34735860,0.06658271,1.51057256
-5.92796398,7.88883079,0.00682505,0.97016056,3.31624253,5.24222172,0.06605514,1.51369722
-5.92196098,7.74892243,0.00655499,0.91624028,3.23324795,5.14096711,0.06549633,1.51419614
-5.91595798,7.61168337,0.00628630,0.86456793,3.14818499,5.04430952,0.06491040,1.51223083
-5.90995498,7.47834698,0.00602512,0.81523261,3.06222692,4.95295759,0.06430160,1.50802854
-5.90395198,7.35015421,0.00577758,0.76831379,2.97653069,4.86758955,0.06367417,1.50187255
-5.89794897,7.22831162,0.00554962,0.72387964,2.89220788,4.78882869,0.06303239,1.49409113
-5.89194597,7.11394969,0.00534677,0.68198539,2.81029832,4.71721946,0.06238047,1.48504536
-5.88594297,7.00808218,0.00517393,0.64267154,2.73174654,4.65320440,0.06172257,1.47511600
-5.87993997,6.91156719,0.00503524,0.60596212,2.65738152,4.59710232,0.06106276,1.46468970
-5.87393697,6.82507030,0.00493394,0.57186308,2.58789966,4.54908816,0.06040499,1.45414471
-5.86793397,6.74903079,0.00487219,0.54036075,2.52385105,4.50917492,0.05975300,1.44383657
-5.86193097,6.68363130,0.00485108,0.51142058,2.46562915,4.47719799,0.05911027,1.43408385
-5.85592796,6.62877217,0.00487053,0.48498616,2.41346372,4.45280269,0.05847990,1.42515468
-5.84992496,6.58405137,0.00492930,0.46097864,2.36741730,4.43543549,0.05786445,1.41725429
-5.84392196,6.54875145,0.00502501,0.43929656,2.32738519,4.42433988,0.05726579,1.41051431
-5.83791896,6.52183471,0.00515422,0.41981617,2.29309920,4.41855758,0.05668494,1.40498418
-5.83191596,6.50194806,0.00531251,0.40239247,2.26413523,4.41693594,0.05612190,1.40062544
-5.82591296,6.48743869,0.00549462,0.38686070,2.23992500,4.41814233,0.05557550,1.39730913
-5.81990995,6.47638156,0.00569460,0.37303864,2.21977192,4.42068592,0.05504328,1.39481702
-5.81390695,6.46661908,0.00590597,0.36072953,2.20287113,4.42294710,0.05452147,1.39284669
-5.80790395,6.45581300,0.00612193,0.34972560,2.18833346,4.42321448,0.05400494,1.39102059
-5.80190095,6.44150784,0.00633558,0.33981218,2.17521318,4.41972881,0.05348734,1.38889919
-5.79589795,6.42120420,0.00654008,0.33077235,2.16253868,4.41073289,0.05296129,1.38599757
-5.78989495,6.39244012,0.00672894,0.32239180,2.14934545,4.39452594,0.05241861,1.38180513
-5.78389195,6.35287734,0.00689614,0.31446398,2.13471044,4.36952059,0.05185070,1.37580766
-5.77788894,6.30038949,0.00703639,0.30679513,2.11778634,4.33430027,0.05124900,1.36751068
-5.77188594,6.23314817,0.00714525,0.29920916,2.09783480,4.28767459,0.05060547,1.35646328
-5.76588294,6.14970329,0.00721932,0.29155203,2.07425702,4.22873021,0.04991316,1.34228105
-5.75987994,6.04905358,0.00725630,0.28369563,2.04662038,4.15687474,0.04916672,1.32466719
-5.75387694,5.93070404,0.00725513,0.27554070,2.01467991,4.07187144,0.04836298,1.30343067
-5.74787394,5.79470701,0.00721596,0.26701902,1.97839347,3.97386294,0.04750145,1.27850050
-5.74187094,5.64168472,0.00714020,0.25809446,1.93792980,3.86338239,0.04658469,1.24993537
-5.73586793,5.47283173,0.00703046,0.24876300,1.89366883,3.74135152,0.04561870,1.21792814
-5.72986493,5.28989686,0.00689047,0.23905170,1.84619407,3.60906511,0.04461302,1.18280494
-5.72386193,5.09514494,0.00672496,0.22901663,1.79627725,3.46816255,0.04358083,1.14501883
-5.71785893,4.89129993,0.00653950,0.21873994,1.74485556,3.32058745,0.04253879,1.10513838
-5.71185593,4.68147156,0.00634038,0.20832609,1.69300253,3.16853683,0.04150678,1.06383161
-5.70585293,4.46906861,0.00613433,0.19789746,1.64189344,3.01440212,0.04050742,1.02184616
-5.69984992,4.25770229,0.00592839,0.18758961,1.59276685,2.86070407,0.03956551,0.97998643
-5.69384692,4.05108375,0.00572963,0.17754618,1.54688361,2.71002438,0.03870727,0.93908886
-5.68784392,3.85291949,0.00554497,0.16791383,1.50548512,2.56493639,0.03795957,0.89999639
-5.68184092,3.66680887,0.00538095,0.15883729,1.46975246,2.42793748,0.03734899,0.86353309
-5.67583792,3.49614718,0.00524355,0.15045468,1.44076799,2.30138531,0.03690092,0.83048013
-5.66983492,3.34403754,0.00513798,0.14289331,1.41948090,2.18743999,0.03663866,0.80155381
-5.66383192,3.21321424,0.00506856,0.13626599,1.40667801,2.08801360,0.03658252,0.77738660
-5.65782891,3.10597953,0.00503853,0.13066801,1.40296085,2.00472840,0.03674903,0.75851155
-5.65182591,3.02415524,0.00505003,0.12617474,1.40872971,1.93888423,0.03715028,0.74535068
-5.64582291,2.96904970,0.00510398,0.12283997,1.42417522,1.89143561,0.03779335,0.73820737
-5.63981991,2.94144018,0.00520005,0.12069492,1.44927734,1.86297844,0.03867998,0.73726285
-5.63381691,2.94157008,0.00533672,0.11974795,1.48381185,1.85374583,0.03980634,0.74257658
-5.62781391,2.96916016,0.00551125,0.11998480,1.52736348,1.86361261,0.04116301,0.75409017
-5.62181091,3.02343207,0.00571981,0.12136951,1.57934523,1.89210772,0.04273523,0.77163449
-5.61580790,3.10314291,0.00595760,0.12384571,1.63902257,1.93843347,0.04450317,0.79493932
-5.60980490,3.20662887,0.00621894,0.12733843,1.70554159,2.00149094,0.04644255,0.82364504
-5.60380190,3.33185613,0.00649751,0.13175621,1.77795958,2.07991052,0.04852526,0.85731573
-5.59779890,3.47647738,0.00678650,0.13699348,1.85527694,2.17208668,0.05072021,0.89545306
-5.59179590,3.63789218,0.00707881,0.14293317,1.93646882,2.27621628,0.05299420,0.93751040
-5.58579290,3.81330947,0.00736731,0.14944944,2.02051545,2.39033951,0.05531293,0.98290679
-5.57978989,3.99981118,0.00764502,0.15641045,2.10642990,2.51238295,0.05764195,1.03104010
-5.57378689,4.19441525,0.00790539,0.16368120,2.19328240,2.64020393,0.05994773,1.08129932
-5.56778389,4.39413735,0.00814241,0.17112624,2.28022049,2.77163563,0.06219854,1.13307552
-5.56178089,4.59605004,0.00835090,0.17861235,2.36648439,2.90453226,0.06436545,1.18577151
-5.55577789,4.79733882,0.00852661,0.18601096,2.45141759,3.03681357,0.06642309,1.23881010
-5.54977489,4.99535398,0.00866637,0.19320050,2.53447248,3.16650805,0.06835033,1.29164098
-5.54377189,5.18765791,0.00876819,0.20006832,2.61521135,3.29179383,0.07013092,1.34374629
-5.53776888,5.37206691,0.00883131,0.20651252,2.69330327,3.41103661,0.07175382,1.39464522
-5.53176588,5.54668714,0.00885623,0.21244330,2.76851744,3.52282361,0.07321350,1.44389755
-5.52576288,5.70994401,0.00884465,0.21778408,2.84071378,3.62599254,0.07451005,1.49110660
-5.51975988,5.86060448,0.00879944,0.22247224,2.90983158,3.71965488,0.07564903,1.53592159
-5.51375688,5.99779193,0.00872451,0.22645951,2.97587710,3.80321237,0.07664131,1.57803967
-5.50775388,6.12099307,0.00862467,0.22971204,3.03891084,3.87636624,0.07750263,1.61720776
-5.50175088,6.23005678,0.00850547,0.23221011,3.09903535,3.93911852,0.07825309,1.65322422
-5.49574787,6.32518481,0.00837303,0.23394762,3.15638404,3.99176512,0.07891652,1.68594039
-5.48974487,6.40691439,0.00823376,0.23493127,3.21111164,4.03488074,0.07951973,1.71526214
-5.48374187,6.47609314,0.00809422,0.23517951,3.26338647,4.06929582,0.08009170,1.74115103
-5.47773887,6.53384704,0.00796089,0.23472141,3.31338484,4.09606619,0.08066272,1.76362535
-5.47173587,6.58154216,0.00783992,0.23359528,3.36128751,4.11643640,0.08126357,1.78276060
-5.46573287,6.62074141,0.00773699,0.23184737,3.40727808,4.13179794,0.08192461,1.79868951
-5.45972986,6.65315758,0.00765709,0.22953037,3.45154314,4.14364382,0.08267506,1.81160116
-5.45372686,6.68060434,0.00760441,0.22670209,3.49427377,4.15352135,0.08354222,1.82173941
-5.44772386,6.70494667,0.00758223,0.22342408,3.53566804,4.16298474,0.08455088,1.82940024
-5.44172086,6.72805237,0.00759280,0.21976033,3.57593404,4.17354941,0.08572279,1.83492807
-5.43571786,6.75174634,0.00763734,0.21577617,3.61529297,4.18664978,0.08707634,1.83871093
-5.42971486,6.77776881,0.00771600,0.21153713,3.65398186,4.20360191,0.08862628,1.84117460
-5.42371186,6.80773877,0.00782794,0.20710803,3.69225541,4.22557223,0.09038367,1.84277559
-5.41770885,6.84312335,0.00797135,0.20255211,3.73038656,4.25355326,0.09235593,1.84399314
-5.41170585,6.88521342,0.00814357,0.19793031,3.76866547,4.28834676,0.09454696,1.84532029
-5.40570285,6.93510566,0.00834123,0.19330055,3.80739655,4.33055416,0.09695743,1.84725413
-5.39969985,6.99369040,0.00856036,0.18871718,3.84689333,4.38057402,0.09958510,1.85028543
-5.39369685,7.06164480,0.00879660,0.18423044,3.88747112,4.43860561,0.10242516,1.85488768
-5.38769385,7.13943019,0.00904533,0.17988593,3.92943742,4.50465760,0.10547061,1.86150592
-5.38169085,7.22729265,0.00930187,0.17572415,3.97308019,4.57856048,0.10871260,1.87054535
-5.37568784,7.32526558,0.00956162,0.17178005,4.01865436,4.65998155,0.11214066,1.88236016
-5.36968484,7.43317340,0.00982023,0.16808265,4.06636705,4.74844091,0.11574297,1.89724272
-5.36368184,7.55063551,0.01007370,0.16465466,4.11636205,4.84332756,0.11950643,1.91541349
-5.35767884,7.67707025,0.01031852,0.16151218,4.16870439,4.94391457,0.12341673,1.93701208
-5.35167584,7.81169863,0.01055174,0.15866449,4.22336600,5.04937284,0.12745828,1.96208958
-5.34567284,7.95354848,0.01077097,0.15611398,4.28021324,5.15878327,0.13161414,1.99060297
-5.33966983,8.10145962,0.01097447,0.15385618,4.33899760,5.27114752,0.13586581,2.02241156
