energy_ev,total_up,Al_p_up,Al_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,5.60792829,0.21810495,0.00000000,3.52162150,0.00000000,2.13321968,1.25833707
-5.99399700,5.75307309,0.22763715,0.00000000,3.61309153,0.00000000,2.19242501,1.28845401
-5.98799400,5.88266853,0.23659025,0.00000000,3.69411133,0.00000000,2.24445073,1.31553619
-5.98199100,5.99485300,0.24480856,0.00000000,3.76373424,0.00000000,2.28865223,1.33912461
-5.97598799,6.08798057,0.25214254,0.00000000,3.82114964,0.00000000,2.32451464,1.35879119
-5.96998499,6.16065853,0.25845306,0.00000000,3.86569983,0.00000000,2.35166040,1.37415109
-5.96398199,6.21177870,0.26361545,0.00000000,3.89689267,0.00000000,2.36985304,1.38487421
-5.95797899,6.24054166,0.26752329,0.00000000,3.91440991,0.00000000,2.37899714,1.39069549
-5.95197599,6.24647323,0.27009179,0.00000000,3.91811115,0.00000000,2.37913474,1.39142355
-5.94597299,6.22943308,0.27126054,0.00000000,3.90803380,0.00000000,2.37043858,1.38694738
-5.93996998,6.18961576,0.27099559,0.00000000,3.88438951,0.00000000,2.35320303,1.37724099
-5.93396698,6.12754475,0.26929079,0.00000000,3.84755773,0.00000000,2.32783306,1.36236578
-5.92796398,6.04406047,0.26616828,0.00000000,3.79807715,0.00000000,2.29483236,1.34247075
-5.92196098,5.94030326,0.26167818,0.00000000,3.73663574,0.00000000,2.25479100,1.31779073
-5.91595798,5.81769260,0.25589749,0.00000000,3.66406003,0.00000000,2.20837364,1.28864263
-5.90995498,5.67790350,0.24892822,0.00000000,3.58130431,0.00000000,2.15630846,1.25542017
-5.90395198,5.52284129,0.24089492,0.00000000,3.48943990,0.00000000,2.09937747,1.21858717
-5.89794897,5.35461525,0.23194163,0.00000000,3.38964496,0.00000000,2.03840815,1.17866978
-5.89194597,5.17551189,0.22222843,0.00000000,3.28319456,0.00000000,1.97426649,1.13624789
-5.88594297,4.98796789,0.21192767,0.00000000,3.17145083,0.00000000,1.90785113,1.09194593
-5.87993997,4.79454273,0.20122008,0.00000000,3.05585292,0.00000000,1.84008825,1.04642329
-5.87393697,4.59789069,0.19029081,0.00000000,2.93790606,0.00000000,1.77192666,1.00036447
-5.86793397,4.40073176,0.17932559,0.00000000,2.81916921,0.00000000,1.70433240,0.95446900
-5.86193097,4.20582095,0.16850705,0.00000000,2.70124074,0.00000000,1.63828247,0.90944141
-5.85592796,4.01591538,0.15801123,0.00000000,2.58574159,0.00000000,1.57475676,0.86598094
-5.84992496,3.83373876,0.14800452,0.00000000,2.47429564,0.00000000,1.51472812,0.82477139
-5.84392196,3.66194300,0.13864083,0.00000000,2.36850696,0.00000000,1.45914989,0.78647073
-5.83791896,3.50306695,0.13005922,0.00000000,2.26993418,0.00000000,1.40894107,0.75170086
-5.83191596,3.35949261,0.12238178,0.00000000,2.18006232,0.00000000,1.36496902,0.72103728
-5.82591296,3.23339945,0.11571199,0.00000000,2.10027252,0.00000000,1.32803027,0.69499898
-5.81990995,3.12671796,0.11013337,0.00000000,2.03181069,0.00000000,1.29882970,0.67403852
-5.81390695,3.04108361,0.10570849,0.00000000,1.97575603,0.00000000,1.27795918,0.65853259
-5.80790395,2.97779298,0.10247824,0.00000000,1.93299077,0.00000000,1.26587634,0.64877328
-5.80190095,2.93776385,0.10046156,0.00000000,1.90417222,0.00000000,1.26288468,0.64496029
-5.79589795,2.92150093,0.09965534,0.00000000,1.88970870,0.00000000,1.26911597,0.64719435
-5.78989495,2.92906941,0.10003480,0.00000000,1.88974047,0.00000000,1.28451614,0.65547231
-5.78389195,2.96007777,0.10155411,0.00000000,1.90412683,0.00000000,1.30883549,0.66968399
-5.77788894,3.01367157,0.10414745,0.00000000,1.93244037,0.00000000,1.34162428,0.68961133
-5.77188594,3.08853917,0.10773044,0.00000000,1.97396902,0.00000000,1.38223409,0.71492983
-5.76588294,3.18293024,0.11220200,0.00000000,2.02772627,0.00000000,1.42982553,0.74521261
-5.75987994,3.29468712,0.11744657,0.00000000,2.09246960,0.00000000,1.48338242,0.77993707
-5.75387694,3.42128876,0.12333678,0.00000000,2.16672675,0.00000000,1.54173209,0.81849426
-5.74787394,3.55990632,0.12973643,0.00000000,2.24882923,0.00000000,1.60357156,0.86020071
-5.74187094,3.70746880,0.13650381,0.00000000,2.33695203,0.00000000,1.66749864,0.90431245
-5.73586793,3.86073696,0.14349524,0.00000000,2.42915818,0.00000000,1.73204705,0.95004109
-5.72986493,4.01638288,0.15056872,0.00000000,2.52344676,0.00000000,1.79572431,0.99657121
-5.72386193,4.17107247,0.15758752,0.00000000,2.61780248,0.00000000,1.85705093,1.04307874
-5.71785893,4.32154810,0.16442378,0.00000000,2.71024528,0.00000000,1.91459956,1.08874959
-5.71185593,4.46470804,0.17096164,0.00000000,2.79887786,0.00000000,1.96703255,1.13279796
-5.70585293,4.59768004,0.17710003,0.00000000,2.88192973,0.00000000,2.01313636,1.17448366
-5.69984992,4.71788610,0.18275492,0.00000000,2.95779595,0.00000000,2.05185179,1.21312778
-5.69384692,4.82309619,0.18786082,0.00000000,3.02506938,0.00000000,2.08229857,1.24812615
-5.68784392,4.91146902,0.19237153,0.00000000,3.08256543,0.00000000,2.10379373,1.27896021
-5.68184092,4.98157858,0.19626014,0.00000000,3.12933854,0.00000000,2.11586302,1.30520480
-5.67583792,5.03242589,0.19951812,0.00000000,3.16469018,0.00000000,2.11824511,1.32653276
-5.66983492,5.06343602,0.20215376,0.00000000,3.18816840,0.00000000,2.11088877,1.34271618
-5.66383192,5.07444117,0.20418979,0.00000000,3.19955950,0.00000000,2.09394320,1.35362458
-5.65782891,5.06565135,0.20566056,0.00000000,3.19887263,0.00000000,2.06774247,1.35922002
-5.65182591,5.03761443,0.20660875,0.00000000,3.18631844,0.00000000,2.03278468,1.35954980
-5.64582291,4.99116830,0.20708196,0.00000000,3.16228312,0.00000000,1.98970726,1.35473699
-5.63981991,4.92738758,0.20712919,0.00000000,3.12729947,0.00000000,1.93925944,1.34496960
-5.63381691,4.84752787,0.20679761,0.00000000,3.08201649,0.00000000,1.88227331,1.33048885
