energy_ev,total_up,P_s_up,P_p_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-5.78389195,4.58269855,0.01317074,2.22431896,3.90715242,2.06986880,0.94371372,0.00000000
-5.77788894,4.35707188,0.01206337,2.13731144,3.69428715,1.98091654,0.88353364,0.00000000
-5.77188594,4.12602128,0.01099546,2.04455536,3.47904291,1.88816724,0.82425630,0.00000000
-5.76588294,3.89340898,0.00998225,1.94743153,3.26476208,1.79296118,0.76699352,0.00000000
-5.75987994,3.66321530,0.00903736,1.84750137,3.05481057,1.69679012,0.71280541,0.00000000
-5.75387694,3.43945209,0.00817269,1.74645934,2.85250715,1.60125785,0.66268537,0.00000000
-5.74787394,3.22607823,0.00739851,1.64608263,2.66105724,1.50803860,0.61754774,0.00000000
-5.74187094,3.02691928,0.00672342,1.54818004,2.48349274,1.41883476,0.57821803,0.00000000
-5.73586793,2.84559271,0.00615452,1.45454188,2.32261850,1.33533532,0.54542526,0.00000000
-5.72986493,2.68543947,0.00569747,1.36689248,2.18096587,1.25917601,0.51979591,0.00000000
-5.72386193,2.54946264,0.00535671,1.28684643,2.06075336,1.19190201,0.50184900,0.00000000
-5.71785893,2.44027302,0.00513550,1.21586979,1.96385394,1.13493381,0.49199185,0.00000000
-5.71185593,2.36004189,0.00503610,1.15524656,1.89176852,1.08953666,0.49051607,0.00000000
-5.70585293,2.31046039,0.00505981,1.10605102,1.84560489,1.05679355,0.49759343,0.00000000
-5.69984992,2.29270556,0.00520703,1.06912592,1.82606164,1.03758196,0.51327162,0.00000000
-5.69384692,2.30741274,0.00547729,1.04506651,1.83341643,1.03255421,0.53746988,0.00000000
-5.68784392,2.35465457,0.00586917,1.03421008,1.86751854,1.04212131,0.56997465,0.00000000
-5.68184092,2.43392688,0.00638025,1.03663091,1.92778555,1.06644032,0.61043580,0.00000000
-5.67583792,2.54414206,0.00700700,1.05214009,2.01320454,1.10540527,0.65836385,0.00000000
-5.66983492,2.68363094,0.00774467,1.08029017,2.12233836,1.15864163,0.71312899,0.00000000
-5.66383192,2.85015422,0.00858716,1.12038422,2.25333765,1.22550486,0.77396241,0.00000000
-5.65782891,3.04092464,0.00952689,1.17148917,2.40395957,1.30508317,0.83996096,0.00000000
-5.65182591,3.25264104,0.01055472,1.23245329,2.57159421,1.39620502,0.91009538,0.00000000
-5.64582291,3.48153542,0.01165989,1.30192776,2.75329946,1.49745196,0.98322307,0.00000000
-5.63981991,3.72343345,0.01283003,1.37839204,2.94584498,1.60717708,1.05810527,0.00000000
-5.63381691,3.97382878,0.01405125,1.46018310,3.14576561,1.72352949,1.13342903,0.00000000
-5.62781391,4.22797055,0.01530824,1.54552807,3.34942418,1.84448516,1.20783367,0.00000000
-5.62181091,4.48096294,0.01658457,1.63258008,3.55308301,1.96788377,1.27994113,0.00000000
-5.61580790,4.72787499,0.01786297,1.71945675,3.75298304,2.09147151,1.34838951,0.00000000
-5.60980490,4.96385775,0.01912574,1.80428063,3.94542887,2.21294900,1.41186881,0.00000000
-5.60380190,5.18426562,0.02035516,1.88522075,4.12687746,2.33002333,1.46915730,0.00000000
-5.59779890,5.38477782,0.02153410,1.96053436,4.29402789,2.44046295,1.51915740,0.00000000
-5.59179590,5.56151576,0.02264645,2.02860755,4.44390909,2.54215359,1.56092936,0.00000000
-5.58579290,5.71115161,0.02367774,2.08799377,4.57396221,2.63315352,1.59372112,0.00000000
-5.57978989,5.83100371,0.02461563,2.13744874,4.68211454,2.71174599,1.61699314,0.00000000
-5.57378689,5.91911460,0.02545037,2.17596068,4.76684143,2.77648673,1.63043675,0.00000000
-5.56778389,5.97430788,0.02617525,2.20277459,4.82721358,2.82624462,1.63398503,0.00000000
-5.56178089,5.99622102,0.02678680,2.21740963,4.86292694,2.86023342,1.62781562,0.00000000
-5.55577789,5.98531214,0.02728504,2.21966887,4.87431345,2.87803335,1.61234503,0.00000000
-5.54977489,5.94283973,0.02767346,2.20964067,4.86233138,2.87960091,1.58821453,0.00000000
-5.54377189,5.87081560,0.02795889,2.18769170,4.82853477,2.86526660,1.55626820,0.00000000
-5.53776888,5.77193239,0.02815125,2.15445159,4.77502257,2.83572016,1.51752376,0.00000000
-5.53176588,5.64946814,0.02826309,2.11078958,4.70436869,2.79198374,1.47313748,0.00000000
-5.52576288,5.50717153,0.02830910,2.05778415,4.61953518,2.73537396,1.42436459,0.00000000
-5.51975988,5.34913203,0.02830538,1.99668642,4.52377139,2.66745425,1.37251672,0.00000000
-5.51375688,5.17964023,0.02826873,1.92887884,4.42050282,2.58997946,1.31891815,0.00000000
-5.50775388,5.00304355,0.02821590,1.85583067,4.31321365,2.50483496,1.26486270,0.00000000
-5.50175088,4.82360330,0.02816273,1.77905175,4.20532753,2.41397263,1.21157277,0.00000000
-5.49574787,4.64535842,0.02812346,1.70004656,4.10009115,2.31934669,1.16016232,0.00000000
-5.48974487,4.47200132,0.02811000,1.62026996,4.00046530,2.22285165,1.11160495,0.00000000
-5.48374187,4.30677036,0.02813135,1.54108647,3.90902777,2.12626516,1.06670840,0.00000000
-5.47773887,4.15236308,0.02819320,1.46373441,3.82789201,2.03119790,1.02609600,0.00000000
-5.47173587,4.01087307,0.02829757,1.38929626,3.75864504,1.93905238,0.99019586,0.00000000
-5.46573287,3.88375252,0.02844278,1.31867599,3.70230708,1.85099222,0.95923782,0.00000000
-5.45972986,3.77180140,0.02862345,1.25258426,3.65931487,1.76792267,0.93325794,0.00000000
-5.45372686,3.67518295,0.02883083,1.19153161,3.62952913,1.69048295,0.91211027,0.00000000
-5.44772386,3.59346430,0.02905317,1.13582970,3.61226631,1.61905012,0.89548502,0.00000000
-5.44172086,3.52567980,0.02927631,1.08560023,3.60635300,1.55375393,0.88293225,0.00000000
-5.43571786,3.47041391,0.02948436,1.04079076,3.61020093,1.49450150,0.87389000,0.00000000
-5.42971486,3.42589973,0.02966052,1.00119664,3.62189932,1.44101018,0.86771545,0.00000000
-5.42371186,3.39012855,0.02978786,0.96648763,3.63932057,1.39284694,0.86371791,0.00000000
-5.41770885,3.36096557,0.02985018,0.93623809,3.66023467,1.34947207,0.86119228,0.00000000
-5.41170585,3.33626679,0.02983282,0.90995899,3.68242732,1.31028510,0.85945148,0.00000000
-5.40570285,3.31399196,0.02972339,0.88713049,3.70381644,1.27467073,0.85785677,0.00000000
-5.39969985,3.29230890,0.02951239,0.86723335,3.72256175,1.24204263,0.85584470,0.00000000
-5.39369685,3.26968483,0.02919376,0.84977793,3.73716261,1.21188335,0.85294980,0.00000000
-5.38769385,3.24496112,0.02876518,0.83432947,3.74653931,1.18377848,0.84882210,0.00000000
-5.38169085,3.21740846,0.02822834,0.82052856,3.75009423,1.15744383,0.84323905,0.00000000
-5.37568784,3.18676039,0.02758888,0.80810611,3.74774976,1.13274464,0.83611142,0.00000000
-5.36968484,3.15322420,0.02685634,0.79689215,3.73996116,1.10970618,0.82748315,0.00000000
-5.36368184,3.11746892,0.02604381,0.78681840,3.72770345,1.08851545,0.81752525,0.00000000
-5.35767884,3.08059132,0.02516757,0.77791460,3.71243278,1.06951423,0.80652424,0.00000000
-5.35167584,3.04406163,0.02424647,0.77029898,3.69602373,1.05318389,0.79486566,0.00000000
-5.34567284,3.00965150,0.02330141,0.76416353,3.68068522,1.04012270,0.78301343,0.00000000
-5.33966983,2.97934741,0.02235456,0.75975500,3.66885840,1.03101687,0.77148608,0.00000000
-5.33366683,2.95525344,0.02142872,0.75735254,3.66310129,1.02660635,0.76083090,0.00000000
-5.32766383,2.93948743,0.02054655,0.75724346,3.66596472,1.02764703,0.75159695,0.00000000
-5.32166083,2.93407497,0.01972989,0.75969807,3.67986532,1.03487070,0.74430835,0.00000000
-5.31565783,2.94084567,0.01899912,0.76494521,3.70696099,1.04894451,0.73943871,0.00000000
-5.30965483,2.96133595,0.01837253,0.77314949,3.74903429,1.07043137,0.73738786,0.00000000
-5.30365183,2.99670233,0.01786582,0.78439156,3.80738889,1.09975293,0.73846174,0.00000000
-5.29764882,3.04764872,0.01749168,0.79865231,3.88276375,1.13715653,0.74285635,0.00000000
-5.29164582,3.11437073,0.01725941,0.81580185,3.97526876,1.18268751,0.75064616,0.00000000
-5.28564282,3.19651917,0.01717472,0.83559383,4.08434485,1.23616792,0.76177759,0.00000000
-5.27963982,3.29318437,0.01723956,0.85766536,4.20875049,1.29718274,0.77606767,0.00000000
-5.27363682,3.40290195,0.01745208,0.88154258,4.34657529,1.36507420,0.79320786,0.00000000
-5.26763382,3.52367989,0.01780667,0.90665175,4.49528051,1.43894466,0.81277293,0.00000000
-5.26163082,3.65304619,0.01829408,0.93233510,4.65176491,1.51766839,0.83423434,0.00000000
-5.25562781,3.78811507,0.01890167,0.95787099,4.81245360,1.59991185,0.85697772,0.00000000
-5.24962481,3.92566966,0.01961366,0.98249736,4.97340631,1.68416230,0.88032356,0.00000000
-5.24362181,4.06225786,0.02041151,1.00543731,5.13044090,1.76876374,0.90355041,0.00000000
-5.23761881,4.19429796,0.02127437,1.02592584,5.27926733,1.85195931,0.92591960,0.00000000
-5.23161581,4.31819006,0.02217955,1.04323644,5.41562676,1.93193866,0.94670049,0.00000000
-5.22561281,4.43042905,0.02310302,1.05670635,5.53543037,2.00688879,0.96519533,0.00000000
-5.21960980,4.52771506,0.02402003,1.06575957,5.63489247,2.07504646,0.98076270,0.00000000
-5.21360680,4.60705716,0.02490569,1.06992640,5.71065287,2.13475040,0.99283880,0.00000000
-5.20760380,4.66586643,0.02573558,1.06885895,5.75988375,2.18449129,1.00095559,0.00000000
-5.20160080,4.70203500,0.02648635,1.06234196,5.78037721,2.22295747,1.00475533,0.00000000
-5.19559780,4.71399825,0.02713630,1.05029854,5.77061038,2.24907485,1.00400096,0.00000000
-5.18959480,4.70077788,0.02766599,1.03279074,5.72978590,2.26203908,0.99858188,0.00000000
-5.18359180,4.66200455,0.02805866,1.01001510,5.65784683,2.26133907,0.98851523,0.00000000
-5.17758879,4.59791952,0.02830074,0.98229350,5.55546596,2.24677053,0.97394251,0.00000000
-5.17158579,4.50935567,0.02838213,0.95005975,5.42401059,2.21843941,0.95512180,0.00000000
-5.16558279,4.39769895,0.02829650,0.91384285,5.26548494,2.17675484,0.93241613,0.00000000
-5.15957979,4.26483237,0.02804142,0.87424743,5.08245300,2.12241217,0.90627837,0.00000000
-5.15357679,4.11306508,0.02761838,0.83193253,4.87794573,2.05636693,0.87723335,0.00000000
-5.14757379,3.94504974,0.02703270,0.78758947,4.65535649,1.97980077,0.84585814,0.00000000
-5.14157079,3.76369192,0.02629337,0.74191981,4.41832957,1.89408114,0.81276108,0.00000000
-5.13556778,3.57205517,0.02541275,0.69561425,4.17064616,1.80071640,0.77856060,0.00000000
-5.12956478,3.37326585,0.02440614,0.64933315,3.91611245,1.70130827,0.74386466,0.00000000
-5.12356178,3.17042126,0.02329140,0.60368947,3.65845404,1.59750379,0.70925157,0.00000000
-5.11755878,2.96650477,0.02208844,0.55923443,3.40122033,1.49094855,0.67525290,0.00000000
-5.11155578,2.76431070,0.02081867,0.51644647,3.14770201,1.38324309,0.64233920,0.00000000
-5.10555278,2.56638152,0.01950449,0.47572353,2.90086406,1.27590401,0.61090899,0.00000000
-5.09954977,2.37495914,0.01816882,0.43737874,2.66329564,1.17033103,0.58128121,0.00000000
-5.09354677,2.19195120,0.01683459,0.40163947,2.43717774,1.06778089,0.55369159,0.00000000
-5.08754377,2.01891288,0.01552439,0.36864948,2.22426843,0.96934870,0.52829270,0.00000000
-5.08154077,1.85704365,0.01426011,0.33847371,2.02590477,0.87595672,0.50515760,0.00000000
-5.07553777,1.70719803,0.01306270,0.31110559,1.84301989,0.78835056,0.48428686,0.00000000
-5.06953477,1.56990875,0.01195202,0.28647602,1.67617319,0.70710200,0.46561841,0.00000000
-5.06353177,1.44542017,0.01094674,0.26446377,1.52559105,0.63261790,0.44903966,0.00000000
-5.05752876,1.33372969,0.01006437,0.24490671,1.39121527,0.56515392,0.43440130,0.00000000
-5.05152576,1.23463441,0.00932124,0.22761327,1.27275630,0.50483197,0.42153197,0.00000000
-5.04552276,1.14778045,0.00873265,0.21237376,1.16974839,0.45166024,0.41025323,0.00000000
-5.03951976,1.07271232,0.00831296,0.19897104,1.08160366,0.40555432,0.40039393,0.00000000
-5.03351676,1.00891987,0.00807572,0.18719025,1.00766284,0.36635852,0.39180335,0.00000000
-5.02751376,0.95588063,0.00803374,0.17682718,0.94724029,0.33386603,0.38436260,0.00000000
-5.02151076,0.91309595,0.00819916,0.16769518,0.89966157,0.30783726,0.37799365,0.00000000
-5.01550775,0.88011923,0.00858342,0.15963038,0.86429239,0.28801537,0.37266564,0.00000000
-5.00950475,0.85657570,0.00919721,0.15249522,0.84055818,0.27413880,0.36839825,0.00000000
-5.00350175,0.84217312,0.01005027,0.14618025,0.82795399,0.26595017,0.36526194,0.00000000
-4.99749875,0.83670355,0.01115118,0.14060434,0.82604511,0.26320172,0.36337524,0.00000000
-4.99149575,0.84003673,0.01250699,0.13571333,0.83445915,0.26565739,0.36289909,0.00000000
-4.98549275,0.85210598,0.01412284,0.13147750,0.85287079,0.27309173,0.36402870,0.00000000
-4.97948974,0.87288794,0.01600153,0.12788790,0.88098076,0.28528635,0.36698330,0.00000000
-4.97348674,0.90237777,0.01814299,0.12495192,0.91849090,0.30202428,0.37199430,0.00000000
-4.96748374,0.94056150,0.02054386,0.12268836,0.96507725,0.32308317,0.37929249,0.00000000
-4.96148074,0.98738757,0.02319698,0.12112229,1.02036328,0.34822793,0.38909485,0.00000000
-4.95547774,1.04273927,0.02609106,0.12027987,1.08389537,0.37720367,0.40159170,0.00000000
-4.94947474,1.10641018,0.02921038,0.12018363,1.15512226,0.40972957,0.41693481,0.00000000
-4.94347174,1.17808395,0.03253459,0.12084822,1.23338032,0.44549439,0.43522695,0.00000000
-4.93746873,1.25732010,0.03603878,0.12227689,1.31788584,0.48415426,0.45651353,0.00000000
-4.93146573,1.34354673,0.03969359,0.12445901,1.40773533,0.52533286,0.48077667,0.00000000
-4.92546273,1.43606094,0.04346560,0.12736853,1.50191421,0.56862458,0.50793190,0.00000000
-4.91945973,1.53403711,0.04731782,0.13096362,1.59931392,0.61360039,0.53782791,0.00000000
-4.91345673,1.63654297,0.05121041,0.13518742,1.69875676,0.65981651,0.57024903,0.00000000
-4.90745373,1.74256269,0.05510153,0.13996990,1.79902760,0.70682534,0.60492061,0.00000000
-4.90145073,1.85102613,0.05894826,0.14523081,1.89891080,0.75418833,0.64151692,0.00000000
-4.89544772,1.96084266,0.06270766,0.15088347,1.99723065,0.80149007,0.67967117,0.00000000
-4.88944472,2.07093800,0.06633783,0.15683934,2.09289309,0.84835275,0.71898732,0.00000000
-4.88344172,2.18029214,0.06979887,0.16301316,2.18492671,0.89445039,0.75905293,0.00000000
-4.87743872,2.28797645,0.07305393,0.16932835,2.27252064,0.93952179,0.79945266,0.00000000
-4.87143572,2.39318791,0.07606995,0.17572256,2.35505736,0.98338153,0.83978164,0.00000000
-4.86543272,2.49527884,0.07881842,0.18215298,2.43213856,1.02592835,0.87965818,0.00000000
-4.85942971,2.59378041,0.08127578,0.18860124,2.50360274,1.06715023,0.91873529,0.00000000
-4.85342671,2.68841879,0.08342374,0.19507766,2.56953353,1.10712582,0.95671042,0.00000000
-4.84742371,2.77912318,0.08524934,0.20162456,2.63025833,1.14602216,0.99333315,0.00000000
-4.84142071,2.86602513,0.08674478,0.20831850,2.68633739,1.18408848,1.02841042,0.00000000
-4.83541771,2.94944951,0.08790711,0.21527133,2.73854411,1.22164653,1.06180924,0.00000000
-4.82941471,3.02989741,0.08873772,0.22262981,2.78783759,1.25907773,1.09345683,0.00000000
-4.82341171,3.10802211,0.08924179,0.23057397,2.83532909,1.29680790,1.12333821,0.00000000
-4.81740870,3.18459930,0.08942756,0.23931396,2.88224419,1.33529014,1.15149154,0.00000000
-4.81140570,3.26049303,0.08930574,0.24908570,2.92988275,1.37498692,1.17800147,0.00000000
-4.80540270,3.33661926,0.08888878,0.26014527,2.97957860,1.41635199,1.20299085,0.00000000
-4.79939970,3.41390860,0.08819036,0.27276230,3.03266097,1.45981323,1.22661134,0.00000000
-4.79339670,3.49327011,0.08722489,0.28721253,3.09041921,1.50575704,1.24903321,0.00000000
-4.78739370,3.57555750,0.08600718,0.30376991,3.15407235,1.55451502,1.27043507,0.00000000
-4.78139070,3.66153942,0.08455223,0.32269834,3.22474416,1.60635349,1.29099372,0.00000000
-4.77538769,3.75187458,0.08287517,0.34424357,3.30344435,1.66146611,1.31087477,0.00000000
-4.76938469,3.84709278,0.08099132,0.36862532,3.39105592,1.71996992,1.33022433,0.00000000
-4.76338169,3.94758200,0.07891635,0.39603027,3.48832807,1.78190459,1.34916207,0.00000000
-4.75737869,4.05358193,0.07666649,0.42660578,3.59587410,1.84723484,1.36777601,0.00000000
-4.75137569,4.16518348,0.07425880,0.46045496,3.71417300,1.91585561,1.38611912,0.00000000
-4.74537269,4.28233396,0.07171141,0.49763306,3.84357367,1.98759945,1.40420790,0.00000000
-4.73936968,4.40484720,0.06904374,0.53814542,3.98430034,2.06224568,1.42202292,0.00000000
-4.73336668,4.53241766,0.06627664,0.58194699,4.13645790,2.13953060,1.43951136,0.00000000
-4.72736368,4.66463759,0.06343240,0.62894356,4.30003615,2.21915812,1.45659123,0.00000000
-4.72136068,4.80101627,0.06053473,0.67899438,4.47491198,2.30081030,1.47315726,0.00000000
-4.71535768,4.94100022,0.05760852,0.73191636,4.66084891,2.38415713,1.48908810,0.00000000
-4.70935468,5.08399342,0.05467953,0.78748936,4.85749400,2.46886526,1.50425445,0.00000000
-4.70335168,5.22937675,0.05177405,0.84546247,5.06437200,2.55460523,1.51852791,0.00000000
-4.69734867,5.37652582,0.04891836,0.90556088,5.28087749,2.64105703,1.53178993,0.00000000
-4.69134567,5.52482672,0.04613820,0.96749315,5.50626574,2.72791403,1.54394066,0.00000000
-4.68534267,5.67368912,0.04345827,1.03095829,5.73964345,2.81488516,1.55490709,0.00000000
-4.67933967,5.82255667,0.04090164,1.09565253,5.97996040,2.90169575,1.56465026,0.00000000
-4.67333667,5.97091443,0.03848927,1.16127533,6.22600359,2.98808702,1.57317106,0.00000000
-4.66733367,6.11829344,0.03623960,1.22753438,6.47639473,3.07381485,1.58051425,0.00000000
-4.66133067,6.26427259,0.03416819,1.29414927,6.72959253,3.15864788,1.58677074,0.00000000
-4.65532766,6.40847799,0.03228752,1.36085382,6.98390025,3.24236551,1.59207762,0.00000000
-4.64932466,6.55058013,0.03060683,1.42739684,7.23747927,3.32475599,1.59661614,0.00000000
-4.64332166,6.69028907,0.02913215,1.49354128,7.48836864,3.40561477,1.60060751,0.00000000
-4.63731866,6.82734798,0.02786636,1.55906203,7.73451038,3.48474335,1.60430674,0.00000000
-4.63131566,6.96152535,0.02680939,1.62374232,7.97377990,3.56194853,1.60799471,0.00000000
-4.62531266,7.09260596,0.02595845,1.68736908,8.20402042,3.63704209,1.61196866,0.00000000
-4.61930965,7.22038102,0.02530833,1.74972755,8.42308017,3.70984056,1.61653174,0.00000000
-4.61330665,7.34463750,0.02485170,1.81059553,8.62885086,3.78016504,1.62198168,0.00000000
-4.60730365,7.46514710,0.02457946,1.86973763,8.81930574,3.84784056,1.62859944,0.00000000
-4.60130065,7.58165504,0.02448099,1.92690009,8.99253599,3.91269496,1.63663805,0.00000000
-4.59529765,7.69386906,0.02454446,1.98180654,9.14678366,3.97455692,1.64631229,0.00000000
-4.58929465,7.80144927,0.02475701,2.03415517,9.28047042,4.03325311,1.65778972,0.00000000
-4.58329165,7.90399927,0.02510495,2.08361773,9.39222109,4.08860453,1.67118341,0.00000000
-4.57728864,8.00105954,0.02557384,2.12984074,9.48088160,4.14042223,1.68654695,0.00000000
-4.57128564,8.09210365,0.02614862,2.17244907,9.54553150,4.18850266,1.70387194,0.00000000
-4.56528264,8.17653844,0.02681360,2.21105207,9.58549125,4.23262343,1.72308826,0.00000000
-4.55927964,8.25370885,0.02755253,2.24525235,9.60032513,4.27253980,1.74406728,0.00000000
-4.55327664,8.32290819,0.02834861,2.27465683,9.58984063,4.30798287,1.76662802,0.00000000
-4.54727364,8.38339439,0.02918453,2.29889004,9.55408553,4.33865994,1.79054604,0.00000000
-4.54127064,8.43441251,0.03004257,2.31760898,9.49334354,4.36425786,1.81556493,0.00000000
-4.53526763,8.47522320,0.03090470,2.33051905,9.40812971,4.38444970,1.84140990,0.00000000
-4.52926463,8.50513665,0.03175277,2.33739026,9.29918603,4.39890499,1.86780286,0.00000000
-4.52326163,8.52355089,0.03256878,2.33807299,9.16747786,4.40730359,1.89447845,0.00000000
-4.51725863,8.52999274,0.03333513,2.33251228,9.01419092,4.40935272,1.92120010,0.00000000
-4.51125563,8.52415955,0.03403506,2.32075995,8.84072870,4.40480657,1.94777537,0.00000000
-4.50525263,8.50595921,0.03465298,2.30298352,8.64870925,4.39348742,1.97406963,0.00000000
-4.49924962,8.47554597,0.03517494,2.27947142,8.43996041,4.37530715,2.00001736,0.00000000
-4.49324662,8.43334932,0.03558905,2.25063372,8.21651220,4.35028752,2.02563019,0.00000000
-4.48724362,8.38009353,0.03588591,2.21699820,7.98058495,4.31857795,2.05100115,0.00000000
-4.48124062,8.31680564,0.03605897,2.17920149,7.73457197,4.28046918,2.07630457,0.00000000
-4.47523762,8.24481025,0.03610485,2.13797542,7.48101578,4.23640139,2.10179158,0.00000000
-4.46923462,8.16571012,0.03602358,2.09412913,7.22257707,4.18696598,2.12778090,0.00000000
-4.46323162,8.08135245,0.03581870,2.04852727,6.96199649,4.13289991,2.15464554,0.00000000
-4.45722861,7.99378128,0.03549732,2.00206545,6.70204934,4.07507253,2.18279558,0.00000000
-4.45122561,7.90517770,0.03507000,1.95564376,6.44549421,4.01446496,2.21265788,0.00000000
-4.44522261,7.81778998,0.03455056,1.91013955,6.19501709,3.95214264,2.24465373,0.00000000
-4.43921961,7.73385663,0.03395579,1.86638068,5.95317267,3.88922204,2.27917521,0.00000000
-4.43321661,7.65552572,0.03330505,1.82512036,5.72232534,3.82683310,2.31656172,0.00000000
-4.42721361,7.58477429,0.03261978,1.78701468,5.50459220,3.76607905,2.35707751,0.00000000
-4.42121061,7.52333159,0.03192308,1.75260375,5.30179073,3.70799555,2.40089156,0.00000000
-4.41520760,7.47260981,0.03123909,1.72229715,5.11539357,3.65351125,2.44806063,0.00000000
-4.40920460,7.43364560,0.03059251,1.69636423,4.94649250,3.60341162,2.49851640,0.00000000
-4.40320160,7.40705521,0.03000809,1.67492947,4.79577348,3.55830791,2.55205729,0.00000000
-4.39719860,7.39300513,0.02951015,1.65797294,4.66350403,3.51861275,2.60834531,0.00000000
-4.39119560,7.39119977,0.02912216,1.64533554,4.54953344,3.48452365,2.66690822,0.00000000
-4.38519260,7.40088638,0.02886639,1.63672869,4.45330615,3.45601494,2.72714676,0.00000000
-4.37918959,7.42087706,0.02876360,1.63174772,4.37388750,3.43283883,2.78834673,0.00000000
-4.37318659,7.44958659,0.02883279,1.62988841,4.31000080,3.41453516,2.84969544,0.00000000
-4.36718359,7.48508436,0.02909101,1.63056568,4.26007422,3.40044951,2.91030169,0.00000000
-4.36118059,7.52515804,0.02955323,1.63313383,4.22229536,3.38975869,2.96921872,0.00000000
-4.35517759,7.56738621,0.03023210,1.63690736,4.19467132,3.38150242,3.02546909,0.00000000
-4.34917459,7.60921705,0.03113793,1.64118170,4.17509189,3.37461982,3.07807067,0.00000000
-4.34317159,7.64804986,0.03227842,1.64525334,4.16139346,3.36798892,3.12606269,0.00000000
-4.33716858,7.68131641,0.03365853,1.64843852,4.15142127,3.36046773,3.16853127,0.00000000
-4.33116558,7.70655922,0.03528023,1.65009039,4.14308801,3.35093507,3.20463321,0.00000000
-4.32516258,7.72150410,0.03714222,1.64961405,4.13442688,3.33832960,3.23361771,0.00000000
-4.31915958,7.72412472,0.03923964,1.64647933,4.12363777,3.32168553,3.25484516,0.00000000
-4.31315658,7.71269729,0.04156369,1.64023130,4.10912529,3.30016396,3.26780255,0.00000000
-4.30715358,7.68584398,0.04410133,1.63049820,4.08952827,3.27307856,3.27211522,0.00000000
