energy_ev,total_up,B_p_up,B_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.75406820,0.04505479,0.00000000,0.73753540,0.00000000,0.44105161,0.29706198
-5.99399700,1.83452058,0.04725527,0.00000000,0.77092259,0.00000000,0.46284882,0.30995326
-5.98799400,1.90774503,0.04927661,0.00000000,0.80145837,0.00000000,0.48312098,0.32146418
-5.98199100,1.97243092,0.05108524,0.00000000,0.82860412,0.00000000,0.50148410,0.33138742
-5.97598799,2.02740343,0.05264984,0.00000000,0.85187677,0.00000000,0.51758029,0.33954274
-5.96998499,2.07166302,0.05394219,0.00000000,0.87086558,0.00000000,0.53108970,0.34578287
-5.96398199,2.10442068,0.05493808,0.00000000,0.88524709,0.00000000,0.54174161,0.34999862
-5.95797899,2.12512715,0.05561805,0.00000000,0.89479775,0.00000000,0.54932417,0.35212283
-5.95197599,2.13349473,0.05596811,0.00000000,0.89940330,0.00000000,0.55369220,0.35213293
-5.94597299,2.12951051,0.05598020,0.00000000,0.89906467,0.00000000,0.55477279,0.35005219
-5.93996998,2.11344029,0.05565257,0.00000000,0.89389993,0.00000000,0.55256842,0.34594925
-5.93396698,2.08582280,0.05498994,0.00000000,0.88414205,0.00000000,0.54715727,0.33993623
-5.92796398,2.04745427,0.05400342,0.00000000,0.87013268,0.00000000,0.53869097,0.33216520
-5.92196098,1.99936400,0.05271025,0.00000000,0.85231188,0.00000000,0.52738957,0.32282338
-5.91595798,1.94278181,0.05113338,0.00000000,0.83120447,0.00000000,0.51353422,0.31212713
-5.90995498,1.87909874,0.04930076,0.00000000,0.80740332,0.00000000,0.49745767,0.30031497
-5.90395198,1.80982273,0.04724458,0.00000000,0.78155041,0.00000000,0.47953316,0.28764005
-5.89794897,1.73653095,0.04500029,0.00000000,0.75431632,0.00000000,0.46016223,0.27436221
-5.89194597,1.66082104,0.04260564,0.00000000,0.72637910,0.00000000,0.43976181,0.26074016
-5.88594297,1.58426299,0.04009956,0.00000000,0.69840327,0.00000000,0.41875132,0.24702385
-5.87993997,1.50835368,0.03752112,0.00000000,0.67101979,0.00000000,0.39754022,0.23344765
-5.87393697,1.43447579,0.03490846,0.00000000,0.64480783,0.00000000,0.37651659,0.22022422
-5.86793397,1.36386245,0.03229790,0.00000000,0.62027883,0.00000000,0.35603699,0.20753963
-5.86193097,1.29756880,0.02972303,0.00000000,0.59786343,0.00000000,0.33641814,0.19554961
-5.85592796,1.23645114,0.02721405,0.00000000,0.57790172,0.00000000,0.31793046,0.18437718
-5.84992496,1.18115414,0.02479724,0.00000000,0.56063688,0.00000000,0.30079376,0.17411156
-5.84392196,1.13210594,0.02249454,0.00000000,0.54621227,0.00000000,0.28517499,0.16480839
-5.83791896,1.08952098,0.02032336,0.00000000,0.53467202,0.00000000,0.27118796,0.15649121
-5.83191596,1.05340976,0.01829658,0.00000000,0.52596470,0.00000000,0.25889499,0.14915384
-5.82591296,1.02359467,0.01642263,0.00000000,0.51994997,0.00000000,0.24831013,0.14276374
-5.81990995,0.99973088,0.01470574,0.00000000,0.51640748,0.00000000,0.23940375,0.13726601
-5.81390695,0.98133105,0.01314636,0.00000000,0.51504797,0.00000000,0.23210810,0.13258774
-5.80790395,0.96779262,0.01174152,0.00000000,0.51552567,0.00000000,0.22632359,0.12864269
-5.80190095,0.95842649,0.01048544,0.00000000,0.51745179,0.00000000,0.22192544,0.12533589
-5.79589795,0.95248596,0.00937001,0.00000000,0.52040839,0.00000000,0.21877038,0.12256806
-5.78989495,0.94919478,0.00838536,0.00000000,0.52396243,0.00000000,0.21670309,0.12023972
-5.78389195,0.94777354,0.00752041,0.00000000,0.52767924,0.00000000,0.21556226,0.11825473
-5.77788894,0.94746361,0.00676337,0.00000000,0.53113537,0.00000000,0.21518593,0.11652335
-5.77188594,0.94754799,0.00610221,0.00000000,0.53393032,0.00000000,0.21541614,0.11496448
-5.76588294,0.94736874,0.00552502,0.00000000,0.53569686,0.00000000,0.21610264,0.11350743
-5.75987994,0.94634073,0.00502040,0.00000000,0.53610990,0.00000000,0.21710577,0.11209281
-5.75387694,0.94396165,0.00457766,0.00000000,0.53489367,0.00000000,0.21829840,0.11067291
-5.74787394,0.93981829,0.00418706,0.00000000,0.53182699,0.00000000,0.21956705,0.10921145
-5.74187094,0.93358925,0.00383992,0.00000000,0.52674688,0.00000000,0.22081227,0.10768286
-5.73586793,0.92504454,0.00352868,0.00000000,0.51955022,0.00000000,0.22194829,0.10607110
-5.72986493,0.91404213,0.00324691,0.00000000,0.51019367,0.00000000,0.22290222,0.10436831
-5.72386193,0.90052217,0.00298933,0.00000000,0.49869190,0.00000000,0.22361279,0.10257309
-5.71785893,0.88449921,0.00275169,0.00000000,0.48511426,0.00000000,0.22402887,0.10068893
-5.71185593,0.86605287,0.00253070,0.00000000,0.46958011,0.00000000,0.22410787,0.09872246
-5.70585293,0.84531771,0.00232394,0.00000000,0.45225290,0.00000000,0.22381414,0.09668195
-5.69984992,0.82247244,0.00212975,0.00000000,0.43333341,0.00000000,0.22311754,0.09457593
-5.69384692,0.79772935,0.00194711,0.00000000,0.41305222,0.00000000,0.22199223,0.09241214
-5.68784392,0.77132401,0.00177552,0.00000000,0.39166190,0.00000000,0.22041578,0.09019668
-5.68184092,0.74350595,0.00161494,0.00000000,0.36942900,0.00000000,0.21836863,0.08793354
-5.67583792,0.71453035,0.00146571,0.00000000,0.34662619,0.00000000,0.21583404,0.08562442
-5.66983492,0.68465122,0.00132845,0.00000000,0.32352491,0.00000000,0.21279828,0.08326886
-5.66383192,0.65411601,0.00120409,0.00000000,0.30038860,0.00000000,0.20925135,0.08086464
-5.65782891,0.62316184,0.00109376,0.00000000,0.27746682,0.00000000,0.20518787,0.07840840
-5.65182591,0.59201331,0.00099890,0.00000000,0.25499037,0.00000000,0.20060833,0.07589640
-5.64582291,0.56088176,0.00092120,0.00000000,0.23316755,0.00000000,0.19552036,0.07332548
-5.63981991,0.52996591,0.00086267,0.00000000,0.21218161,0.00000000,0.18994018,0.07069396
-5.63381691,0.49945358,0.00082570,0.00000000,0.19218940,0.00000000,0.18389396,0.06800261
-5.62781391,0.46952432,0.00081312,0.00000000,0.17332119,0.00000000,0.17741897,0.06525546
-5.62181091,0.44035269,0.00082828,0.00000000,0.15568153,0.00000000,0.17056469,0.06246064
-5.61580790,0.41211187,0.00087515,0.00000000,0.13935118,0.00000000,0.16339348,0.05963089
-5.60980490,0.38497751,0.00095834,0.00000000,0.12438977,0.00000000,0.15598100,0.05678403
-5.60380190,0.35913136,0.00108325,0.00000000,0.11083915,0.00000000,0.14841633,0.05394314
-5.59779890,0.33476475,0.00125606,0.00000000,0.09872725,0.00000000,0.14080166,0.05113664
-5.59179590,0.31208154,0.00148381,0.00000000,0.08807225,0.00000000,0.13325174,0.04839806
-5.58579290,0.29130055,0.00177437,0.00000000,0.07888676,0.00000000,0.12589295,0.04576575
-5.57978989,0.27265725,0.00213647,0.00000000,0.07118210,0.00000000,0.11886217,0.04328235
-5.57378689,0.25640479,0.00257956,0.00000000,0.06497224,0.00000000,0.11230541,0.04099420
-5.56778389,0.24281409,0.00311376,0.00000000,0.06027739,0.00000000,0.10637622,0.03895058
