energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-3.00450225,9.78958340,0.01546427,0.43715835,3.24785193,5.61136052,0.59795805,2.98569626,0.09844914,2.15444516
-2.99849925,9.84571478,0.01601390,0.44800980,3.30126818,5.67766841,0.60592463,2.96764509,0.09834729,2.14096564
-2.99249625,9.87960369,0.01654720,0.45859658,3.34949172,5.73216853,0.61214373,2.94331939,0.09771411,2.12065398
-2.98649325,9.89126812,0.01706100,0.46877822,3.39202692,5.77442366,0.61657652,2.91307809,0.09656222,2.09397763
-2.98049025,9.88103228,0.01755241,0.47841824,3.42842915,5.80410332,0.61922021,2.87737955,0.09491477,2.06152411
-2.97448724,9.84950916,0.01801882,0.48738431,3.45831426,5.82099353,0.62010688,2.83676897,0.09280467,2.02397979
-2.96848424,9.79757822,0.01845801,0.49554897,3.48136901,5.82500671,0.61930135,2.79186284,0.09027344,1.98210588
-2.96248124,9.72635882,0.01886818,0.50279084,3.49736184,5.81619086,0.61689819,2.74333130,0.08736998,1.93671278
-2.95647824,9.63717980,0.01924802,0.50899631,3.50615301,5.79473698,0.61301798,2.69187897,0.08414899,1.88863367
-2.95047524,9.53154607,0.01959670,0.51406159,3.50770338,5.76098389,0.60780287,2.63822507,0.08066942,1.83869861
-2.94447224,9.41110292,0.01991390,0.51789510,3.50208102,5.71541946,0.60141164,2.58308371,0.07699281,1.78771015
-2.93846923,9.27759889,0.02019978,0.52041997,3.48946504,5.65867784,0.59401444,2.52714506,0.07318161,1.73642127
-2.93246623,9.13284823,0.02045496,0.52157662,3.47014608,5.59153207,0.58578733,2.47105815,0.06929764,1.68551665
-2.92646323,8.97869386,0.02068045,0.52132521,3.44452329,5.51488220,0.57690696,2.41541596,0.06540061,1.63559781
-2.92046023,8.81697194,0.02087761,0.51964781,3.41309762,5.42973901,0.56754544,2.36074332,0.06154684,1.58717251
-2.91445723,8.64947905,0.02104803,0.51655017,3.37646175,5.33720390,0.55786578,2.30748791,0.05778819,1.54064881
-2.90845423,8.47794296,0.02119352,0.51206304,3.33528679,5.23844572,0.54801799,2.25601468,0.05417116,1.49633361
-2.90245123,8.30399792,0.02131596,0.50624282,3.29030659,5.13467560,0.53813603,2.20660382,0.05073631,1.45443573
-2.89644822,8.12916514,0.02141730,0.49917155,3.24230010,5.02712086,0.52833579,2.15945193,0.04751786,1.41507286
-2.89044522,7.95483918,0.02149950,0.49095613,3.19207263,4.91699931,0.51871415,2.11467657,0.04454356,1.37828226
-2.88444222,7.78228039,0.02156448,0.48172688,3.14043682,4.80549500,0.50934916,2.07232349,0.04183470,1.34403417
-2.87843922,7.61261350,0.02161416,0.47163527,3.08819402,4.69373663,0.50030133,2.03237629,0.03940645,1.31224749
-2.87243622,7.44683216,0.02165045,0.46085100,3.03611679,4.58277939,0.49161595,1.99476795,0.03726823,1.28280674
-2.86643322,7.28580869,0.02167532,0.44955848,2.98493298,4.47359089,0.48332630,1.95939358,0.03542426,1.25557963
-2.86043022,7.13030824,0.02169090,0.43795269,2.93531198,4.36704154,0.47545754,1.92612380,0.03387421,1.23043430
-2.85442721,6.98100613,0.02169950,0.42623469,2.88785320,4.26389923,0.46803108,1.89481816,0.03261393,1.20725548
-2.84842421,6.83850694,0.02170376,0.41460678,2.84307695,4.16482823,0.46106907,1.86533789,0.03163608,1.18595890
-2.84242121,6.70336384,0.02170673,0.40326750,2.80141770,4.07039151,0.45459889,1.83755747,0.03093093,1.16650328
-2.83641821,6.57609651,0.02171194,0.39240662,2.76321953,3.98105578,0.44865710,1.81137451,0.03048694,1.14889934
-2.83041521,6.45720613,0.02172345,0.38220023,2.72873357,3.89719835,0.44329277,1.78671753,0.03029134,1.13321550
-2.82441221,6.34718597,0.02174592,0.37280612,2.69811714,3.81911465,0.43856983,1.76355121,0.03033067,1.11957992
-2.81840920,6.24652653,0.02178453,0.36435965,2.67143434,3.74702569,0.43456823,1.74187916,0.03059109,1.10817878
-2.81240620,6.15571437,0.02184500,0.35697007,2.64865792,3.68108433,0.43138381,1.72174385,0.03105866,1.09925078
-2.80640320,6.07522445,0.02193341,0.35071769,2.62967220,3.62137997,0.42912668,1.70322397,0.03171949,1.09307816
-2.80040020,6.00550593,0.02205611,0.34565171,2.61427708,3.56794117,0.42791828,1.68642936,0.03255973,1.08997430
-2.79439720,5.94696227,0.02221950,0.34178906,2.60219303,3.52073605,0.42788701,1.67149384,0.03356552,1.09026867
-2.78839420,5.89992663,0.02242976,0.33911420,2.59306723,3.47967078,0.42916270,1.65856630,0.03472280,1.09428945
-2.78239120,5.86463429,0.02269263,0.33757983,2.58648102,3.44458657,0.43187012,1.64780075,0.03601710,1.10234475
-2.77638819,5.84119381,0.02301309,0.33710867,2.58195866,3.41525586,0.43612187,1.63934566,0.03743326,1.11470313
-2.77038519,5.82955915,0.02339509,0.33759621,2.57897778,3.39137860,0.44201090,1.63333349,0.03895515,1.13157432
-2.76438219,5.82950488,0.02384124,0.33891426,2.57698135,3.37257952,0.44960322,1.62987079,0.04056545,1.15309113
-2.75837919,5.84060674,0.02435255,0.34091537,2.57539142,3.35840734,0.45893104,1.62902954,0.04224542,1.17929339
-2.75237619,5.86222916,0.02492821,0.34343779,2.57362434,3.34833673,0.46998687,1.63084023,0.04397477,1.21011486
-2.74637319,5.89352158,0.02556541,0.34631095,2.57110732,3.34177362,0.48271893,1.63528712,0.04573166,1.24537392
-2.74037019,5.93342444,0.02625923,0.34936120,2.56729594,3.33806427,0.49702812,1.64230582,0.04749272,1.28476868
-2.73436718,5.98068540,0.02700258,0.35241762,2.56169216,3.33650818,0.51276695,1.65178345,0.04923330,1.32787698
-2.72836418,6.03388570,0.02778623,0.35531767,2.55386226,3.33637459,0.52974045,1.66356139,0.05092775,1.37416164
-2.72236118,6.09147596,0.02859893,0.35791255,2.54345393,3.33692199,0.54770935,1.67744027,0.05254984,1.42298100
-2.71635818,6.15182007,0.02942760,0.36007204,2.53021201,3.33742000,0.56639515,1.69318712,0.05407332,1.47360450
-2.71035518,6.21324539,0.03025757,0.36168863,2.51399204,3.33717243,0.58548736,1.71054419,0.05547245,1.52523293
-2.70435218,6.27409720,0.03107295,0.36268086,2.49477101,3.33554052,0.60465233,1.72923885,0.05672269,1.57702254
-2.69834917,6.33279464,0.03185698,0.36299577,2.47265483,3.33196512,0.62354339,1.74899414,0.05780136,1.62811214
-2.69234617,6.38788582,0.03259251,0.36261032,2.44788190,3.32598676,0.64181209,1.76953945,0.05868827,1.67765214
-2.68634317,6.43809938,0.03326245,0.36153184,2.42082257,3.31726242,0.65911968,1.79062047,0.05936633,1.72483404
-2.68034017,6.48238997,0.03385026,0.35979748,2.39197432,3.30557844,0.67514861,1.81200832,0.05982210,1.76891928
-2.67433717,6.51997571,0.03434045,0.35747270,2.36195252,3.29085869,0.68961337,1.83350704,0.06004618,1.80926587
-2.66833417,6.55036563,0.03471904,0.35464878,2.33147697,3.27316793,0.70227019,1.85495932,0.06003354,1.84535161
-2.66233117,6.57337589,0.03497400,0.35143966,2.30135451,3.25271007,0.71292511,1.87625005,0.05978368,1.87679269
-2.65632816,6.58913390,0.03509565,0.34797791,2.27245788,3.22982167,0.72144001,1.89730774,0.05930067,1.90335663
-2.65032516,6.59807013,0.03507694,0.34441025,2.24570166,3.20496093,0.72773638,1.91810359,0.05859298,1.92496889
-2.64432216,6.60089763,0.03491373,0.34089250,2.22201545,3.17869279,0.73179653,1.93864833,0.05767327,1.94171265
-2.63831916,6.59858011,0.03460491,0.33758427,2.20231535,3.15167067,0.73366225,1.95898703,0.05655797,1.95382163
-2.63231616,6.59228970,0.03415248,0.33464346,2.18747419,3.12461557,0.73343094,1.97919205,0.05526677,1.96166623
-2.62631316,6.58335567,0.03356149,0.33222066,2.17829144,3.09829319,0.73124950,1.99935441,0.05382203,1.96573350
-2.62031016,6.57320609,0.03283991,0.33045376,2.17546354,3.07348957,0.72730610,2.01957388,0.05224815,1.96660179
-2.61430715,6.56330432,0.03199836,0.32946271,2.17955559,3.05098589,0.72182044,2.03994821,0.05057084,1.96491127
-2.60830415,6.55508256,0.03104985,0.32934478,2.19097523,3.03153286,0.71503282,2.06056184,0.04881646,1.96133156
-2.60230115,6.54987459,0.03000935,0.33017029,2.20994963,3.01582509,0.70719269,2.08147441,0.04701124,1.95652819
-2.59629815,6.54885026,0.02889334,0.33197908,2.23650644,3.00447576,0.69854710,2.10270962,0.04518073,1.95112913
-2.59029515,6.55295384,0.02771932,0.33477785,2.27045956,2.99799219,0.68932974,2.12424476,0.04334908,1.94569331
-2.58429215,6.56284851,0.02650532,0.33853835,2.31140044,2.99675243,0.67975093,2.14600129,0.04153856,1.94068232
-2.57828914,6.57886933,0.02526936,0.34319676,2.35869561,3.00098377,0.66998919,2.16783710,0.03976911,1.93643682
-2.57228614,6.60098645,0.02402895,0.34865407,2.41149096,3.01074345,0.66018459,2.18954062,0.03805792,1.93315865
-2.56628314,6.62878056,0.02280065,0.35477777,2.46872297,3.02590263,0.65043423,2.21082740,0.03641918,1.93089951
-2.56028014,6.66143187,0.02159962,0.36140466,2.52913715,3.04613430,0.64079002,2.23133940,0.03486394,1.92955670
-2.55427714,6.69772394,0.02043928,0.36834481,2.59131338,3.07090612,0.63125874,2.25064742,0.03339999,1.92887621
-2.54827414,6.73606292,0.01933105,0.37538662,2.65369781,3.09947914,0.62180437,2.26825679,0.03203190,1.92846280
-2.54227114,6.77451240,0.01828412,0.38230284,2.71464059,3.13091327,0.61235238,2.28361662,0.03076115,1.92779677
-2.53626813,6.81084351,0.01730541,0.38885730,2.77243841,3.16408018,0.60279592,2.29613246,0.02958633,1.92625657
-2.53026513,6.84259926,0.01639946,0.39481226,2.82538066,3.19768411,0.59300332,2.30518228,0.02850341,1.92314614
-2.52426213,6.86717143,0.01556857,0.39993597,2.87179775,3.23029076,0.58282658,2.31013555,0.02750609,1.91772584
-2.51825913,6.88188772,0.01481289,0.40401038,2.91010989,3.26036390,0.57211052,2.31037474,0.02658623,1.90924542
-2.51225613,6.88410631,0.01413066,0.40683847,2.93887479,3.28630902,0.56070194,2.30531871,0.02573428,1.89697772
-2.50625313,6.87131455,0.01351843,0.40825112,2.95683238,3.30652281,0.54845848,2.29444724,0.02493977,1.88025144
-2.50025013,6.84122783,0.01297141,0.40811311,2.96294499,3.31944682,0.53525679,2.27732557,0.02419181,1.85848175
-2.49424712,6.79188495,0.01248378,0.40632811,2.95643139,3.32362322,0.52099949,2.25362811,0.02347955,1.83119726
-2.48824412,6.72173578,0.01204903,0.40284239,2.93679340,3.31775046,0.50562095,2.22316023,0.02279270,1.79806243
-2.48224112,6.62971760,0.01166031,0.39764715,2.90383399,3.30073612,0.48909133,2.18587711,0.02212196,1.75889432
-2.47623812,6.51531648,0.01131079,0.39077934,2.85766620,3.27174459,0.47141907,2.14189874,0.02145938,1.71367339
-2.47023512,6.37861098,0.01099390,0.38232100,2.79871243,3.23023717,0.45265158,2.09152022,0.02079873,1.66254774
-2.46423212,6.22029598,0.01070367,0.37239708,2.72769417,3.17600223,0.43287432,2.03521690,0.02013577,1.60583092
-2.45822911,6.04168523,0.01043492,0.36117186,2.64561261,3.10917403,0.41220829,1.97364380,0.01946838,1.54399361
-2.45222611,5.84469232,0.01018346,0.34884421,2.55372070,3.03023879,0.39080623,1.90762930,0.01879674,1.47764959
-2.44622311,5.63179062,0.00994617,0.33564166,2.45348791,2.94002744,0.36884768,1.83816315,0.01812324,1.40753680
-2.44022011,5.40595369,0.00972113,0.32181378,2.34655883,2.83969526,0.34653319,1.76637921,0.01745251,1.33449449
-2.43421711,5.17057838,0.00950758,0.30762483,2.23470721,2.73068895,0.32407803,1.69353344,0.01679119,1.25943737
-2.42821411,4.92939379,0.00930593,0.29334620,2.11978698,2.61470259,0.30170560,1.62097802,0.01614774,1.18332807
-2.42221111,4.68635957,0.00911763,0.27924868,2.00368198,2.49362432,0.27964098,1.55013232,0.01553215,1.10714888
-2.41620810,4.44555757,0.00894509,0.26559491,1.88825606,2.36947598,0.25810469,1.48245196,0.01495560,1.03187402
-2.41020510,4.21108087,0.00879149,0.25263223,1.77530504,2.24434839,0.23730706,1.41939683,0.01443008,0.95844331
-2.40420210,3.98692428,0.00866062,0.24058610,1.66651200,2.12033488,0.21744326,1.36239922,0.01396797,0.88773834
-2.39819910,3.77688017,0.00855665,0.22965423,1.56340727,1.99946592,0.19868920,1.31283296,0.01358169,0.82056156
-2.39219610,3.58444306,0.00848391,0.22000167,1.46733389,1.88364732,0.18119842,1.27198454,0.01328324,0.75761915
-2.38619310,3.41272592,0.00844673,0.21175687,1.37941973,1.77460453,0.16509985,1.24102697,0.01308384,0.69950781
-2.38019010,3.26439057,0.00844913,0.20500877,1.30055641,1.67383484,0.15049663,1.22099697,0.01299356,0.64670580
-2.37418709,3.14159386,0.00849471,0.19980512,1.23138576,1.58256912,0.13746572,1.21277601,0.01302103,0.59956807
-2.36818409,3.04595066,0.00858643,0.19615185,1.17229366,1.50174423,0.12605839,1.21707556,0.01317312,0.55832549
-2.36218109,2.97851403,0.00872646,0.19401370,1.12341120,1.43198668,0.11630144,1.23442662,0.01345478,0.52308779
-2.35617809,2.93977242,0.00891603,0.19331590,1.08462289,1.37360759,0.10819885,1.26517371,0.01386883,0.49384986
-2.35017509,2.92966286,0.00915540,0.19394695,1.05558149,1.32660864,0.10173403,1.30947306,0.01441590,0.47050085
-2.34417209,2.94759907,0.00944376,0.19576243,1.03572853,1.29069836,0.09687219,1.36729487,0.01509434,0.45283568
-2.33816908,2.99251260,0.00977921,0.19858964,1.02432012,1.26531748,0.09356294,1.43842936,0.01590033,0.44056824
-2.33216608,3.06290499,0.01015880,0.20223310,1.02045685,1.24967209,0.09174296,1.52249602,0.01682788,0.43334586
-2.32616308,3.15690867,0.01057855,0.20648059,1.02311685,1.24277296,0.09133844,1.61895578,0.01786901,0.43076436
-2.32016008,3.27235405,0.01103357,0.21110970,1.03119104,1.24347928,0.09226751,1.72712541,0.01901392,0.43238321
-2.31415708,3.40684032,0.01151815,0.21589453,1.04351940,1.25054507,0.09444234,1.84619369,0.02025123,0.43774034
-2.30815408,3.55780751,0.01202589,0.22061256,1.05892709,1.26266640,0.09777096,1.97523866,0.02156827,0.44636604
-2.30215108,3.72260720,0.01254983,0.22505122,1.07625940,1.27852773,0.10215886,2.11324555,0.02295131,0.45779575
-2.29614807,3.89856982,0.01308266,0.22901409,1.09441446,1.29684573,0.10751017,2.25912459,0.02438593,0.47158116
-2.29014507,4.08306644,0.01361686,0.23232650,1.11237276,1.31640919,0.11372862,2.41172858,0.02585731,0.48729956
-2.28414207,4.27356343,0.01414486,0.23484029,1.12922251,1.33611374,0.12071819,2.56986948,0.02735057,0.50456125
-2.27813907,4.46766854,0.01465922,0.23643759,1.14418036,1.35499041,0.12838355,2.73233394,0.02885106,0.52301470
-2.27213607,4.66316774,0.01515278,0.23703348,1.15660678,1.37222747,0.13663026,2.89789747,0.03034466,0.54234968
-2.26613307,4.85805203,0.01561883,0.23657748,1.16601582,1.38718484,0.14536487,3.06533715,0.03181805,0.56229823
-2.26013007,5.05053440,0.01605123,0.23505377,1.17207915,1.39940130,0.15449491,3.23344295,0.03325895,0.58263362
-2.25412706,5.23905720,0.01644452,0.23248017,1.17462454,1.40859439,0.16392880,3.40102762,0.03465633,0.60316757
-2.24812406,5.42229064,0.01679405,0.22890604,1.17362889,1.41465355,0.17357577,3.56693540,0.03600054,0.62374590
-2.24212106,5.59912339,0.01709605,0.22440908,1.16920655,1.41762719,0.18334579,3.73004971,0.03728343,0.64424292
-2.23611806,5.76864672,0.01734770,0.21909124,1.16159338,1.41770439,0.19314960,3.88929997,0.03849847,0.66455500
-2.23011506,5.93013337,0.01754717,0.21307404,1.15112752,1.41519248,0.20289875,4.04366781,0.03964069,0.68459362
-2.22411206,6.08301283,0.01769367,0.20649325,1.13822759,1.41049143,0.21250581,4.19219263,0.04070674,0.70427831
-2.21810905,6.22684439,0.01778741,0.19949354,1.12336937,1.40406629,0.22188462,4.33397683,0.04169477,0.72352996
-2.21210605,6.36128941,0.01782962,0.19222295,1.10706193,1.39641891,0.23095069,4.46819043,0.04260432,0.74226466
-2.20610305,6.48608402,0.01782247,0.18482762,1.08982395,1.38806001,0.23962168,4.59407513,0.04343621,0.76038868
-2.20010005,6.60101342,0.01776902,0.17744700,1.07216140,1.37948274,0.24781797,4.71094769,0.04419229,0.77779458
-2.19409705,6.70588851,0.01767311,0.17020950,1.05454697,1.37113853,0.25546329,4.81820229,0.04487528,0.79435881
-2.18809405,6.80052560,0.01753926,0.16322893,1.03740221,1.36341618,0.26248548,4.91531185,0.04548847,0.80994096
-2.18209105,6.88472977,0.01737248,0.15660174,1.02108273,1.35662480,0.26881722,5.00182805,0.04603548,0.82438445
-2.17608804,6.95828201,0.01717816,0.15040508,1.00586682,1.35098089,0.27439682,5.07737991,0.04651999,0.83751898
-2.17008504,7.02093047,0.01696186,0.14469572,0.99194779,1.34660010,0.27916900,5.14167113,0.04694542,0.84916426
-2.16408204,7.07238595,0.01672910,0.13950983,0.97943008,1.34349356,0.28308571,5.19447600,0.04731472,0.85913507
-2.15807904,7.11232157,0.01648523,0.13486357,0.96832908,1.34156889,0.28610685,5.23563456,0.04763004,0.86724727
-2.15207604,7.14037675,0.01623520,0.13075430,0.95857452,1.34063549,0.28820102,5.26504710,0.04789261,0.87332448
-2.14607304,7.15616536,0.01598338,0.12716247,0.95001716,1.34041406,0.28934614,5.28266871,0.04810250,0.87720515
-2.14007004,7.15928819,0.01573346,0.12405394,0.94243839,1.34054957,0.28953005,5.28850453,0.04825856,0.87874958
-2.13406703,7.14934935,0.01548829,0.12138271,0.93556235,1.34062739,0.28875091,5.28260628,0.04835834,0.87784664
-2.12806403,7.12597685,0.01524983,0.11909380,0.92907006,1.34019175,0.28701763,5.26507092,0.04839817,0.87441981
-2.12206103,7.08884659,0.01501909,0.11712634,0.92261497,1.33876600,0.28435001,5.23604186,0.04837327,0.86843233
-2.11605803,7.03770985,0.01479617,0.11541652,0.91583940,1.33587377,0.28077880,5.19571329,0.04827792,0.85989119
-2.11005503,6.97242327,0.01458030,0.11390058,0.90839136,1.33106043,0.27634563,5.14433781,0.04810581,0.84884976
-2.10405203,6.89298074,0.01436994,0.11251746,0.89994097,1.32391398,0.27110265,5.08223749,0.04785035,0.83540910
-2.09804902,6.79954615,0.01416294,0.11121128,0.89019610,1.31408472,0.26511206,5.00981786,0.04750506,0.81971766
-2.09204602,6.69248574,0.01395671,0.10993335,0.87891662,1.30130289,0.25844549,4.92758447,0.04706410,0.80196972
-2.08604302,6.57239861,0.01374842,0.10864391,0.86592675,1.28539384,0.25118308,4.83616096,0.04652267,0.78240238
-2.08004002,6.44014395,0.01353523,0.10731344,0.85112516,1.26628999,0.24341250,4.73630770,0.04587750,0.76129140
-2.07403702,6.29686327,0.01331451,0.10592343,0.83449240,1.24403929,0.23522775,4.62893937,0.04512729,0.73894594
-2.06803402,6.14399592,0.01308404,0.10446690,0.81609547,1.21880971,0.22672786,4.51514039,0.04427310,0.71570256
-2.06203102,5.98328659,0.01284221,0.10294835,0.79608940,1.19088974,0.21801547,4.39617622,0.04331863,0.69191854
-2.05602801,5.81678312,0.01258819,0.10138343,0.77471565,1.16068458,0.20919532,4.27349950,0.04227044,0.66796480
-2.05002501,5.64682370,0.01232203,0.09979817,0.75229762,1.12870838,0.20037273,4.14874925,0.04113803,0.64421862
-2.04402201,5.47601262,0.01204474,0.09822802,0.72923318,1.09557251,0.19165202,4.02374239,0.03993383,0.62105638
-2.03801901,5.30718420,0.01175832,0.09671645,0.70598469,1.06197024,0.18313496,3.90045651,0.03867299,0.59884640
-2.03201601,5.14335508,0.01146573,0.09531354,0.68306666,1.02865845,0.17491927,3.78100361,0.03737312,0.57794213
-2.02601301,4.98766547,0.01117078,0.09407417,0.66103162,0.99643663,0.16709720,3.66759479,0.03605386,0.55867568
-2.02001001,4.84331056,0.01087806,0.09305633,0.64045457,0.96612409,0.15975413,3.56249650,0.03473635,0.54135186
-2.01400700,4.71346369,0.01059269,0.09231916,0.62191643,0.93853596,0.15296738,3.46797904,0.03344264,0.52624281
-2.00800400,4.60119348,0.01032020,0.09192110,0.60598726,0.91445878,0.14680508,3.38625909,0.03219501,0.51358322
-2.00200100,4.50937756,0.01006625,0.09191799,0.59320945,0.89462633,0.14132518,3.31943776,0.03101527,0.50356614
-1.99599800,4.44061556,0.00983641,0.09236124,0.58408166,0.87969676,0.13657464,3.26943651,0.02992406,0.49633966
-1.98999500,4.39714472,0.00963593,0.09329619,0.57904382,0.87023146,0.13258883,3.23793332,0.02894016,0.49200414
-1.98399200,4.38076125,0.00946951,0.09476045,0.57846369,0.86667658,0.12939100,3.22630159,0.02807985,0.49061047
-1.97798899,4.39275056,0.00934107,0.09678255,0.58262543,0.86934777,0.12699209,3.23555450,0.02735643,0.49215900
-1.97198599,4.43382960,0.00925362,0.09938078,0.59172045,0.87841869,0.12539065,3.26629726,0.02677968,0.49659963
-1.96598299,4.50410393,0.00920909,0.10256220,0.60584078,0.89391372,0.12457306,3.31868965,0.02635563,0.50383274
-1.95997999,4.60304191,0.00920822,0.10632201,0.62497534,0.91570520,0.12451394,3.39242086,0.02608632,0.51371133
-1.95397699,4.72946776,0.00925053,0.11064319,0.64900899,0.94351541,0.12517685,3.48669823,0.02596977,0.52604420
-1.94797399,4.88157464,0.00933431,0.11549643,0.67772464,0.97692314,0.12651522,3.60025112,0.02600010,0.54060035
-1.94197099,5.05695822,0.00945667,0.12084043,0.71080815,1.01537497,0.12847351,3.73135023,0.02616771,0.55711444
-1.93596798,5.25267010,0.00961360,0.12662256,0.74785610,1.05820064,0.13098866,3.87784259,0.02645972,0.57529331
-1.92996498,5.46529012,0.00980012,0.13277980,0.78838598,1.10463235,0.13399163,4.03720127,0.02686037,0.59482348
-1.92396198,5.69101523,0.01001041,0.13924005,0.83184873,1.15382708,0.13740923,4.20658855,0.02735163,0.61537924
-1.91795898,5.92576239,0.01023801,0.14592372,0.87764292,1.20489131,0.14116592,4.38293066,0.02791384,0.63663144
-1.91195598,6.16528181,0.01047606,0.15274557,0.92513039,1.25690735,0.14518576,4.56300148,0.02852635,0.65825630
-1.90595298,6.40527662,0.01071741,0.15961671,0.97365259,1.30896009,0.14939429,4.74351240,0.02916823,0.67994419
-1.89994997,6.64152459,0.01095496,0.16644681,1.02254715,1.36016342,0.15372027,4.92120506,0.02981899,0.70140789
-1.89394697,6.86999739,0.01118175,0.17314627,1.07116406,1.40968517,0.15809732,5.09294358,0.03045917,0.72238999
-1.88794397,7.08697278,0.01139123,0.17962844,1.11888081,1.45676977,0.16246522,5.25580281,0.03107096,0.74266909
-1.88194097,7.28913557,0.01157742,0.18581173,1.16511604,1.50075760,0.16677095,5.40714943,0.03163872,0.76206446
-1.87593797,7.47366352,0.01173503,0.19162146,1.20934117,1.54110054,0.17096934,5.54471274,0.03214936,0.78043896
-1.86993497,7.63829502,0.01185959,0.19699161,1.25108951,1.57737301,0.17502331,5.66664273,0.03259265,0.79770001
-1.86393197,7.78137631,0.01194755,0.20186614,1.28996288,1.60927825,0.17890378,5.77155337,0.03296143,0.81379850
-1.85792896,7.90188674,0.01199632,0.20620002,1.32563522,1.63664971,0.18258911,5.85854980,0.03325167,0.82872581
-1.85192596,7.99944176,0.01200428,0.20995992,1.35785351,1.65944771,0.18606421,5.92723877,0.03346239,0.84250890
-1.84592296,8.07427430,0.01197079,0.21312451,1.38643605,1.67775158,0.18931947,5.97772252,0.03359557,0.85520388
-1.83991996,8.12719603,0.01189613,0.21568436,1.41126831,1.69174795,0.19234936,6.01057681,0.03365585,0.86688832
-1.83391696,8.15954099,0.01178146,0.21764163,1.43229698,1.70171589,0.19515105,6.02681467,0.03365025,0.87765283
-1.82791396,8.17309483,0.01162871,0.21900932,1.44952241,1.70800955,0.19772297,6.02783783,0.03358777,0.88759215
-1.82191096,8.17001312,0.01144049,0.21981046,1.46299037,1.71103943,0.20006355,6.01537834,0.03347896,0.89679665
-1.81590795,8.15273284,0.01122000,0.22007696,1.47278334,1.71125312,0.20217015,5.99143307,0.03333550,0.90534429
-1.80990495,8.12388098,0.01097089,0.21984843,1.47901222,1.70911630,0.20403829,5.95819391,0.03316972,0.91329390
-1.80390195,8.08618412,0.01069716,0.21917092,1.48180865,1.70509498,0.20566127,5.91797655,0.03299421,0.92067985
-1.79789895,8.04238237,0.01040307,0.21809564,1.48131865,1.69963966,0.20703015,5.87315045,0.03282138,0.92750859
-1.79189595,7.99515077,0.01009298,0.21667763,1.47769762,1.69317182,0.20813417,5.82607227,0.03266310,0.93375725
-1.78589295,7.94703028,0.00977133,0.21497454,1.47110699,1.68607326,0.20896155,5.77902481,0.03253045,0.93937415
-1.77988994,7.90037002,0.00944251,0.21304548,1.46171258,1.67867845,0.20950054,5.73416281,0.03243338,0.94428144
-1.77388694,7.85728150,0.00911079,0.21094983,1.44968441,1.67126985,0.20974080,5.69346668,0.03238060,0.94837943
-1.76788394,7.81960513,0.00878031,0.20874623,1.43519786,1.66407609,0.20967479,5.65870466,0.03237937,0.95155242
-1.76188094,7.78888828,0.00845497,0.20649161,1.41843587,1.65727281,0.20929933,5.63140353,0.03243552,0.95367566
-1.75587794,7.76637414,0.00813844,0.20424019,1.39959166,1.65098556,0.20861687,5.61282758,0.03255332,0.95462293
-1.74987494,7.75299991,0.00783412,0.20204270,1.37887164,1.64529463,0.20763668,5.60396536,0.03273560,0.95427431
-1.74387194,7.74940282,0.00754510,0.19994553,1.35649820,1.64024096,0.20637566,5.60552342,0.03298377,0.95252366
-1.73786893,7.75593242,0.00727418,0.19799003,1.33271177,1.63583302,0.20485877,5.61792637,0.03329794,0.94928538
-1.73186593,7.77266761,0.00702385,0.19621190,1.30777200,1.63205386,0.20311901,5.64132240,0.03367702,0.94450008
-1.72586293,7.79943706,0.00679626,0.19464063,1.28195788,1.62886828,0.20119686,5.67559352,0.03411893,0.93813888
-1.71985993,7.83584199,0.00659322,0.19329916,1.25556646,1.62622951,0.19913942,5.72036996,0.03462073,0.93020613
-1.71385693,7.88128050,0.00641622,0.19220367,1.22891042,1.62408533,0.19699896,5.77504820,0.03517880,0.92074050
-1.70785393,7.93497299,0.00626639,0.19136347,1.20231426,1.62238343,0.19483121,5.83881231,0.03578904,0.90981441
-1.70185093,7.99598829,0.00614451,0.19078124,1.17610958,1.62107580,0.19269339,5.91065820,0.03644706,0.89753203
-1.69584792,8.06327061,0.00605103,0.19045331,1.15062941,1.62012234,0.19064210,5.98942081,0.03714837,0.88402594
-1.68984492,8.13566717,0.00598600,0.19037027,1.12620208,1.61949344,0.18873113,6.07380380,0.03788858,0.86945275
-1.68384192,8.21195675,0.00594915,0.19051772,1.10314472,1.61917172,0.18700938,6.16241167,0.03866355,0.85398809
-1.67783892,8.29087904,0.00593983,0.19087713,1.08175692,1.61915299,0.18551897,6.25378386,0.03946959,0.83782117
-1.67183592,8.37116489,0.00595706,0.19142695,1.06231469,1.61944641,0.18429368,6.34643049,0.04030362,0.82114931
-1.66583292,8.45156703,0.00599953,0.19214367,1.04506497,1.62007409,0.18335767,6.43886910,0.04116331,0.80417276
-1.65982991,8.53089111,0.00606559,0.19300302,1.03022099,1.62106997,0.18272467,6.52966166,0.04204720,0.78709006
-1.65382691,8.60802632,0.00615335,0.19398113,1.01795862,1.62247837,0.18239765,6.61745100,0.04295484,0.77009410
-1.64782391,8.68197507,0.00626062,0.19505556,1.00841368,1.62435201,0.18236887,6.70099583,0.04388686,0.75336916
-1.64182091,8.75188088,0.00638505,0.19620633,1.00168044,1.62674982,0.18262047,6.77920325,0.04484502,0.73708876
