energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.53176588,0.79892372,-1.58925745,0.35850603,-1.16058361,0.18491392,-0.29576649,0.20216181,-0.23033611,0.16777877,-0.29378324,0.00133570,-0.00609868,0.11681414,-0.35754415,0.35701176,-0.64380347,0.00000000,-0.00000000
-5.52576288,0.82273650,-1.61878414,0.38267688,-1.17150682,0.18810822,-0.30216780,0.20356351,-0.23601287,0.17030737,-0.29749091,0.00112191,-0.00617218,0.12116277,-0.36168939,0.36623582,-0.65781645,0.00000000,-0.00000000
-5.51975988,0.85476427,-1.64755091,0.41236719,-1.18228840,0.19300565,-0.30831652,0.20659281,-0.24207880,0.17465478,-0.30107739,0.00093970,-0.00626694,0.12708742,-0.36569974,0.37851098,-0.67148965,0.00000000,-0.00000000
-5.51375688,0.89482877,-1.67448156,0.44731406,-1.19197216,0.19962860,-0.31393415,0.21131965,-0.24842001,0.18075121,-0.30447190,0.00078606,-0.00638461,0.13453973,-0.36922914,0.39381278,-0.68448847,0.00000000,-0.00000000
-5.50775388,0.94264648,-1.69861705,0.48719631,-1.19975096,0.20798018,-0.31878221,0.21779150,-0.25492060,0.18850427,-0.30760749,0.00065799,-0.00652660,0.14345709,-0.37199550,0.41206981,-0.69648787,0.00000000,-0.00000000
-5.50175088,0.99782176,-1.71912828,0.53163236,-1.20496988,0.21804114,-0.32266432,0.22603000,-0.26146436,0.19779862,-0.31042301,0.00055255,-0.00669393,0.15376167,-0.37378037,0.43315988,-0.70718102,0.00000000,-0.00000000
-5.49574787,1.05984204,-1.73532563,0.58017892,-1.20712529,0.22976698,-0.32542710,0.23602801,-0.26793659,0.20849601,-0.31286473,0.00046697,-0.00688723,0.16535968,-0.37442685,0.45690736,-0.71628773,0.00000000,-0.00000000
-5.48974487,1.12807593,-1.74666498,0.63233092,-1.20586023,0.24308577,-0.32696019,0.24774715,-0.27422606,0.22043563,-0.31488744,0.00039864,-0.00710659,0.17814084,-0.37383592,0.48308208,-0.72356228,0.00000000,-0.00000000
-5.48374187,1.20177461,-1.75275006,0.68752300,-1.20095636,0.25789658,-0.32719518,0.26111615,-0.28022685,0.23343512,-0.31645516,0.00034520,-0.00735147,0.19197814,-0.37196147,0.51139987,-0.72880014,0.00000000,-0.00000000
-5.47773887,1.28007703,-1.75333109,0.74513299,-1.19232281,0.27406875,-0.32610369,0.27602999,-0.28584018,0.24729220,-0.31754125,0.00030452,-0.00762069,0.20672813,-0.36880432,0.54152497,-0.73184349,0.00000000,-0.00000000
-5.47173587,1.36201909,-1.74829979,0.80448735,-1.17998257,0.29144204,-0.32369459,0.29234996,-0.29097607,0.26178699,-0.31812813,0.00027474,-0.00791229,0.22223163,-0.36440543,0.57307430,-0.73258507,0.00000000,-0.00000000
-5.46573287,1.44654679,-1.73768129,0.86486897,-1.16405707,0.30982785,-0.32001059,0.30990479,-0.29555486,0.27668503,-0.31820650,0.00025428,-0.00822349,0.23831505,-0.35883880,0.60562368,-0.73097052,0.00000000,-0.00000000
-5.45972986,1.53253335,-1.72162329,0.92552706,-1.14474949,0.32901127,-0.31512427,0.32849275,-0.29950848,0.29174097,-0.31777429,0.00024181,-0.00855070,0.25479222,-0.35220416,0.63871571,-0.72699892,0.00000000,-0.00000000
-5.45372686,1.61879985,-1.70038319,0.98568923,-1.12232783,0.34875428,-0.30913376,0.34788485,-0.30278163,0.30670296,-0.31683554,0.00023628,-0.00888944,0.27146686,-0.34461995,0.67186931,-0.72072184,0.00000000,-0.00000000
-5.44772386,1.70413896,-1.67431378,1.04457551,-1.09710826,0.36879975,-0.30215823,0.36782896,-0.30533268,0.32131746,-0.31539909,0.00023690,-0.00923444,0.28813556,-0.33621674,0.70459057,-0.71224086,0.00000000,-0.00000000
-5.44172086,1.78734125,-1.64384841,1.10141380,-1.06943950,0.38887644,-0.29433330,0.38805502,-0.30713445,0.33533448,-0.31347753,0.00024309,-0.00957966,0.30459118,-0.32713140,0.73638456,-0.70170394,0.00000000,-0.00000000
-5.43571786,1.86722306,-1.60948611,1.15545661,-1.03968899,0.40870461,-0.28580667,0.40828092,-0.30817481,0.34851312,-0.31108637,0.00025453,-0.00991844,0.32062681,-0.31750212,0.76676789,-0.68930084,0.00000000,-0.00000000
-5.42971486,1.94265534,-1.57177749,1.20599825,-1.00823105,0.42800233,-0.27673388,0.42821913,-0.30845713,0.36062714,-0.30824350,0.00027111,-0.01024359,0.33603987,-0.30746448,0.79528145,-0.67525778,0.00000000,-0.00000000
-5.42371186,2.01259241,-1.53131174,1.25239218,-0.97543772,0.44649226,-0.26727453,0.44758387,-0.30800050,0.37147035,-0.30496912,0.00029290,-0.01054762,0.35063655,-0.29714859,0.82150296,-0.65983184,0.00000000,-0.00000000
-5.41770885,2.07609953,-1.48870519,1.29406762,-0.94167204,0.46390855,-0.25758880,0.46609851,-0.30683986,0.38086183,-0.30128607,0.00032019,-0.01082291,0.36423618,-0.28667722,0.84505901,-0.64330504,0.00000000,-0.00000000
-5.41170585,2.13237861,-1.44459152,1.33054499,-0.90728409,0.48000384,-0.24783460,0.48350306,-0.30502586,0.38865055,-0.29722051,0.00035338,-0.01106199,0.37667558,-0.27616495,0.86563596,-0.62597861,0.00000000,-0.00000000
-5.40570285,2.18079067,-1.39961367,1.36144923,-0.87260935,0.49455604,-0.23816501,0.49956139,-0.30262442,0.39471939,-0.29280295,0.00039304,-0.01125773,0.38781312,-0.26571814,0.88298946,-0.60816737,0.00000000,-0.00000000
-5.39969985,2.22087442,-1.35441722,1.38652073,-0.83796922,0.50737461,-0.22872625,0.51406806,-0.29971613,0.39898828,-0.28806948,0.00043986,-0.01140366,0.39753234,-0.25543548,0.89695209,-0.59019438,0.00000000,-0.00000000
-5.39369685,2.25236001,-1.30964494,1.40562298,-0.80367304,0.51830604,-0.21965602,0.52685425,-0.29639512,0.40141641,-0.28306298,0.00049457,-0.01149412,0.40574505,-0.24540913,0.90743883,-0.57238592,0.00000000,-0.00000000
-5.38769385,2.27517714,-1.26593216,1.41874664,-0.77002125,0.52723849,-0.21108220,0.53779274,-0.29276776,0.40200336,-0.27783428,0.00055800,-0.01152457,0.41239362,-0.23572600,0.91445008,-0.55506675,0.00000000,-0.00000000
-5.38169085,2.28945705,-1.22390250,1.42600962,-0.73730900,0.53410508,-0.20312171,0.54680156,-0.28895074,0.40078904,-0.27244305,0.00063097,-0.01149168,0.41745242,-0.22646911,0.91807201,-0.53855560,0.00000000,-0.00000000
-5.37568784,2.29552803,-1.18416347,1.42765300,-0.70582962,0.53888583,-0.19587968,0.55384606,-0.28506892,0.39785248,-0.26695821,0.00071425,-0.01139355,0.42092835,-0.21771880,0.91847399,-0.52316076,0.00000000,-0.00000000
-5.36968484,2.29390420,-1.14730153,1.42403267,-0.67587745,0.54160808,-0.18944863,0.55893943,-0.28125270,0.39330943,-0.26145784,0.00080859,-0.01122975,0.42286020,-0.20955365,0.91590333,-0.50917583,0.00000000,-0.00000000
-5.36368184,2.28526769,-1.11387648,1.41560700,-0.64774964,0.54234518,-0.18390782,0.56214134,-0.27763502,0.38730876,-0.25602849,0.00091457,-0.01100136,0.42331705,-0.20205096,0.91067705,-0.49687533,0.00000000,-0.00000000
-5.35767884,2.27044468,-1.08441474,1.40292061,-0.62174642,0.54121353,-0.17932258,0.56355487,-0.27434819,0.38002787,-0.25076372,0.00103263,-0.01071097,0.42239550,-0.19528681,0.90317121,-0.48651043,0.00000000,-0.00000000
-5.35167584,2.25037586,-1.05940174,1.38658506,-0.59816987,0.53836807,-0.17574372,0.56332162,-0.27152052,0.37166715,-0.24576211,0.00116300,-0.01036259,0.42021596,-0.18933554,0.89380773,-0.47830455,0.00000000,-0.00000000
-5.34567284,2.22608224,-1.03927342,1.36725691,-0.57732094,0.53399613,-0.17320697,0.56161538,-0.26927290,0.36244370,-0.24112456,0.00130564,-0.00996150,0.41691801,-0.18426880,0.88303947,-0.47244902,0.00000000,-0.00000000
