energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,3.46545732,-0.81235567,3.52077582,-0.85632118,1.03766508,-0.20653325,0.47299319,-0.10184831,0.32931368,-0.05413687,0.00791806,-0.00221851,1.11011009,-0.29085785,0.87920663,-0.21602821,0.00000000,-0.00000000
-5.99399700,3.53314108,-0.82266544,3.68344341,-0.89827454,1.05495524,-0.21023199,0.46533556,-0.09526410,0.32297953,-0.05441186,0.00833294,-0.00196599,1.15978243,-0.30437489,0.86793213,-0.20859043,0.00000000,-0.00000000
-5.98799400,3.59848087,-0.84205511,3.84867878,-0.94788740,1.07049168,-0.21614194,0.45773168,-0.09082345,0.31682539,-0.05546821,0.00872179,-0.00173262,1.20860279,-0.32014246,0.85660079,-0.20475521,0.00000000,-0.00000000
-5.98199100,3.66047826,-0.86991735,4.01435154,-1.00457658,1.08392255,-0.22403429,0.45023104,-0.08854180,0.31096979,-0.05731692,0.00907968,-0.00151975,1.25585746,-0.33785375,0.84536743,-0.20447411,0.00000000,-0.00000000
-5.97598799,3.71811333,-0.90562730,4.17814712,-1.06774693,1.09492472,-0.23367466,0.44286840,-0.08842880,0.30551886,-0.05996795,0.00940217,-0.00132830,1.30082655,-0.35719619,0.83436714,-0.20769274,0.00000000,-0.00000000
-5.96998499,3.77036104,-0.94856772,4.33760298,-1.13681345,1.10321036,-0.24483082,0.43566433,-0.09049008,0.30056324,-0.06343068,0.00968542,-0.00115884,1.34279592,-0.37786190,0.82371237,-0.21435540,0.00000000,-0.00000000
-5.96398199,3.81620813,-0.99815214,4.49015233,-1.21122276,1.10853225,-0.25728007,0.42862598,-0.09472826,0.29617537,-0.06771418,0.00992629,-0.00101164,1.38106946,-0.39955838,0.81349050,-0.22440822,0.00000000,-0.00000000
-5.95797899,3.85467111,-1.05384555,4.63317528,-1.29047314,1.11068802,-0.27081633,0.42174821,-0.10114295,0.29240729,-0.07282700,0.01012240,-0.00088675,1.41498191,-0.42201913,0.80376206,-0.23780071,0.00000000,-0.00000000
-5.95197599,3.88481564,-1.11518207,4.76405671,-1.37413268,1.10952341,-0.28525676,0.41501488,-0.10973007,0.28928911,-0.07877671,0.01027221,-0.00078407,1.44391191,-0.44501400,0.79455986,-0.25448575,0.00000000,-0.00000000
-5.94597299,3.90577742,-1.18177926,4.88024987,-1.46185491,1.10493468,-0.30044770,0.40840053,-0.12048022,0.28682832,-0.08556906,0.01037499,-0.00070341,1.46729541,-0.46835903,0.78588923,-0.27441793,0.00000000,-0.00000000
-5.93996998,3.91678460,-1.25334856,4.97934409,-1.55339140,1.09687041,-0.31626994,0.40187229,-0.13337650,0.28500998,-0.09320674,0.01043088,-0.00064455,1.48463900,-0.49192530,0.77772945,-0.29755049,0.00000000,-0.00000000
-5.93396698,3.91718136,-1.32970168,5.05913447,-1.64860072,1.08533263,-0.33264294,0.39539214,-0.14839174,0.28379799,-0.10168800,0.01044082,-0.00060730,1.49553302,-0.51564654,0.77003660,-0.32383102,0.00000000,-0.00000000
-5.92796398,3.90645208,-1.41075250,5.11769098,-1.74745333,1.07037743,-0.34952805,0.38891938,-0.16548541,0.28313735,-0.11100501,0.01040651,-0.00059153,1.49966383,-0.53952508,0.76274751,-0.35319624,0.00000000,-0.00000000
-5.92196098,3.88424517,-1.49651445,5.15342422,-1.85003188,1.05211509,-0.36693026,0.38241337,-0.18460041,0.28295732,-0.12114208,0.01033037,-0.00059721,1.49682496,-0.56363566,0.75578499,-0.38556605,0.00000000,-0.00000000
-5.91595798,3.85039541,-1.58709316,5.16514472,-1.95652670,1.03070955,-0.38489857,0.37583634,-0.20565986,0.28317562,-0.13207394,0.01021547,-0.00062442,1.48692647,-0.58812685,0.74906395,-0.42083731,0.00000000,-0.00000000
-5.90995498,3.80494360,-1.68267442,5.15211291,-2.06722602,1.00637722,-0.40352460,0.36915623,-0.22856423,0.28370312,-0.14376414,0.01006544,-0.00067331,1.47000194,-0.61321966,0.74249813,-0.45887775,0.00000000,-0.00000000
-5.90395198,3.74815204,-1.78350746,5.11407688,-2.18250097,0.97938493,-0.42293942,0.36234954,-0.25318889,0.28444917,-0.15616358,0.00988442,-0.00074415,1.44621269,-0.63920296,0.73600708,-0.49952021,0.00000000,-0.00000000
-5.89794897,3.68051449,-1.88988400,5.05129562,-2.30278532,0.95004693,-0.44330847,0.35540378,-0.27938228,0.28532714,-0.16920944,0.00967697,-0.00083722,1.41584866,-0.66642575,0.72952307,-0.54255781,0.00000000,-0.00000000
-5.89194597,3.60275952,-2.00211315,4.96454599,-2.42854993,0.91872073,-0.46482458,0.34831970,-0.30696495,0.28625983,-0.18282452,0.00944802,-0.00095283,1.37932561,-0.69528595,0.72299729,-0.58774011,0.00000000,-0.00000000
-5.88594297,3.51584618,-2.12049295,4.85511224,-2.56027262,0.88580170,-0.48769911,0.34111298,-0.33572934,0.28718466,-0.19691704,0.00920279,-0.00109124,1.33717858,-0.72621591,0.71640522,-0.63477080,0.00000000,-0.00000000
-5.87993997,3.42095139,-2.24527914,4.72475791,-2.69840365,0.85171644,-0.51215133,0.33381531,-0.36544060,0.28805813,-0.21138104,0.00894679,-0.00125259,1.29005139,-0.75966476,0.70975049,-0.68330683,0.00000000,-0.00000000
-5.87393697,3.31944887,-2.37665192,4.57568073,-2.84332783,0.81691482,-0.53839635,0.32647476,-0.39583837,0.28885942,-0.22609728,0.00868570,-0.00143685,1.23868248,-0.79607806,0.70306727,-0.73295946,0.00000000,-0.00000000
-5.86793397,3.21287989,-2.51468201,4.41045192,-2.99532417,0.78186091,-0.56663188,0.31915543,-0.42663935,0.28959289,-0.24093476,0.00842540,-0.00164372,1.18388741,-0.83587516,0.69642065,-0.78329694,0.00000000,-0.00000000
-5.86193097,3.10291633,-2.65929683,4.23194222,-3.15452434,0.74702289,-0.59702422,0.31193627,-0.45754095,0.29028924,-0.25575279,0.00817186,-0.00187261,1.12653858,-0.87942507,0.68990521,-0.83384908,0.00000000,-0.00000000
-5.85592796,2.99131754,-2.81024846,4.04323756,-3.32087143,0.71286225,-0.62969409,0.30490916,-0.48822550,0.29100522,-0.27040350,0.00793114,-0.00212254,1.06754277,-0.92702170,0.68364161,-0.88411342,0.00000000,-0.00000000
-5.84992496,2.87988211,-2.96708457,3.84754775,-3.49408074,0.67982262,-0.66470272,0.29817624,-0.51836518,0.29182198,-0.28473479,0.00770931,-0.00239210,1.00781743,-0.97885943,0.67777136,-0.93356294,0.00000000,-0.00000000
-5.84392196,2.77039668,-3.12912392,3.64811201,-3.67360434,0.64831860,-0.70203908,0.29184668,-0.54762745,0.29284185,-0.29859352,0.00751236,-0.00267943,0.94826647,-1.03501009,0.67245019,-0.98165509,0.00000000,-0.00000000
-5.83791896,2.66458368,-3.29543793,3.44810515,-3.85860155,0.61872502,-0.74160864,0.28603283,-0.57568076,0.29418389,-0.31182891,0.00734615,-0.00298218,0.88975665,-1.09540256,0.66784004,-1.02784176,0.00000000,-0.00000000
-5.83191596,2.56405002,-3.46483972,3.25054819,-4.04791717,0.59136709,-0.78322456,0.28084617,-0.60220042,0.29597820,-0.32429605,0.00721627,-0.00329752,0.83309516,-1.15980618,0.66410038,-1.07158001,0.00000000,-0.00000000
-5.82591296,2.47023906,-3.63588190,3.05822687,-4.24006948,0.56651175,-0.82660174,0.27639291,-0.62687451,0.29835938,-0.33585919,0.00712793,-0.00362219,0.77900956,-1.22781884,0.66137916,-1.11234317,0.00000000,-0.00000000
-5.81990995,2.38438752,-3.80686424,2.87362099,-4.43324970,0.54436074,-0.87135438,0.27276975,-0.64940966,0.30145925,-0.34639502,0.00708580,-0.00395253,0.72813056,-1.29886111,0.65980385,-1.14963199,0.00000000,-0.00000000
-5.81390695,2.30748927,-3.97585195,2.69884703,-4.62533431,0.52504558,-0.91699751,0.27005967,-0.66953649,0.30539936,-0.35579555,0.00709390,-0.00428452,0.68097826,-1.37217679,0.65947313,-1.18298553,0.00000000,-0.00000000
-5.80790395,2.24026734,-4.14070491,2.53561572,-4.81391123,0.50862473,-0.96295255,0.26832821,-0.68701471,0.31028346,-0.36397061,0.00715540,-0.00461394,0.63795231,-1.44684081,0.66044957,-1.21199143,0.00000000,-0.00000000
-5.80190095,2.18315514,-4.29911779,2.38520547,-4.99632017,0.49508302,-1.00855729,0.26762016,-0.70163777,0.31619035,-0.37084991,0.00727244,-0.00493645,0.59932630,-1.52177432,0.66275375,-1.23629538,0.00000000,-0.00000000
-5.79589795,2.13628754,-4.44867036,2.24845193,-5.16970704,0.48433351,-1.05307997,0.26795696,-0.71323683,0.32316755,-0.37638462,0.00744603,-0.00524771,0.56524619,-1.59576735,0.66636008,-1.25560938,0.00000000,-0.00000000
-5.78989495,2.09950210,-4.58688699,2.12575309,-5.33109132,0.47622154,-1.09573725,0.26933483,-0.72168413,0.33122594,-0.38054830,0.00767587,-0.00554354,0.53573298,-1.66750810,0.67119454,-1.26971869,0.00000000,-0.00000000
-5.78389195,2.07235008,-4.71130331,2.01708890,-5.47744469,0.47053091,-1.13571551,0.27172380,-0.72689566,0.34033580,-0.38333738,0.00796026,-0.00582002,0.51068913,-1.73561837,0.67713449,-1.27848713,0.00000000,-0.00000000
-5.77788894,2.05411676,-4.81953821,1.92205366,-5.60577838,0.46699196,-1.17219477,0.27506758,-0.72883293,0.35042438,-0.38477098,0.00829600,-0.00607368,0.48990842,-1.79869385,0.68401051,-1.28186078,0.00000000,-0.00000000
-5.77188594,2.04385006,-4.90936809,1.83989911,-5.71323631,0.46529117,-1.20437438,0.27928436,-0.72750406,0.36137518,-0.38489022,0.00867834,-0.00630158,0.47308875,-1.85534776,0.69161026,-1.27986966,0.00000000,-0.00000000
-5.76588294,2.04039627,-4.97880076,1.76958600,-5.79719006,0.46508192,-1.23149934,0.28426851,-0.72296376,0.37302917,-0.38375700,0.00910105,-0.00650144,0.45984721,-1.90425608,0.69968419,-1.27262760,0.00000000,-0.00000000
-5.75987994,2.04244139,-5.02614559,1.70984148,-5.85533188,0.46599605,-1.25288630,0.28989307,-0.71531259,0.38518763,-0.38145231,0.00955643,-0.00667169,0.44973687,-1.94420262,0.70795278,-1.26033004,0.00000000,-0.00000000
-5.75387694,2.04855651,-5.05007683,1.65921987,-5.88576143,0.46765565,-1.26794798,0.29601302,-0.70469514,0.39761695,-0.37807402,0.01003547,-0.00681157,0.44226457,-1.97412184,0.71611511,-1.24324990,0.00000000,-0.00000000
-5.74787394,2.05724547,-5.04968711,1.61616436,-5.88706221,0.46968485,-1.27621497,0.30246916,-0.69129722,0.41005487,-0.37373443,0.01052801,-0.00692108,0.43690901,-1.99313751,0.72385830,-1.22173150,0.00000000,-0.00000000
-5.74187094,2.06699315,-5.02452840,1.57906743,-5.85836377,0.47172099,-1.27735385,0.30909248,-0.67534225,0.42221820,-0.36855738,0.01102298,-0.00700103,0.43313864,-2.00059550,0.73086755,-1.19618277,0.00000000,-0.00000000
-5.73586793,2.07631269,-4.97463843,1.54632778,-5.79938669,0.47342487,-1.27118093,0.31570885,-0.65708661,0.43381149,-0.36267521,0.01150869,-0.00705297,0.43042858,-1.99608919,0.73683623,-1.16706579,0.00000000,-0.00000000
-5.72986493,2.08378992,-4.90055088,1.51640235,-5.71046766,0.47448985,-1.25767069,0.32214389,-0.63681429,0.44453657,-0.35622550,0.01197314,-0.00707907,0.42827621,-1.97947614,0.74147572,-1.13488608,0.00000000,-0.00000000
-5.72386193,2.08812385,-4.80328882,1.48785178,-5.59256333,0.47464928,-1.23695881,0.32822777,-0.61483083,0.45410229,-0.34934781,0.01240437,-0.00708207,0.42621495,-1.95088552,0.74452460,-1.10018085,0.00000000,-0.00000000
-5.71785893,2.08816169,-4.68434139,1.45937849,-5.44723229,0.47368232,-1.20933943,0.33379985,-0.59145676,0.46223426,-0.34218045,0.01279082,-0.00706509,0.42382580,-1.91071568,0.74575680,-1.06350661,0.00000000,-0.00000000
-5.71185593,2.08292768,-4.54562461,1.42985662,-5.27659588,0.47141781,-1.17525690,0.33871295,-0.56702068,0.46868409,-0.33485736,0.01312170,-0.00703153,0.42074655,-1.85962221,0.74498840,-1.02542662,0.00000000,-0.00000000
-5.70585293,2.07164478,-4.38942818,1.39835364,-5.08327954,0.46773632,-1.13529242,0.34283702,-0.54185234,0.47323775,-0.32750527,0.01338731,-0.00698490,0.41667844,-1.79849706,0.74208294,-0.98649848,0.00000000,-0.00000000
-5.69984992,2.05374898,-4.21835040,1.36414353,-4.87033720,0.46257024,-1.09014604,0.34606226,-0.51627573,0.47572276,-0.32024123,0.01357935,-0.00692865,0.41139016,-1.72843962,0.73695492,-0.94726247,0.00000000,-0.00000000
-5.69384692,2.02889600,-4.03522437,1.32671200,-4.64116217,0.45590214,-1.04061513,0.34830138,-0.49060269,0.47601380,-0.31317055,0.01369122,-0.00686607,0.40471943,-1.65072127,0.72957157,-0.90823094,0.00000000,-0.00000000
-5.68784392,1.99696053,-3.84303857,1.28575417,-4.39938854,0.44776156,-0.98757013,0.34949107,-0.46512700,0.47403666,-0.30638526,0.01371817,-0.00680014,0.39657210,-1.56674507,0.71995270,-0.86987918,0.00000000,-0.00000000
-5.68184092,1.95802858,-3.64485523,1.24116570,-4.14878744,0.43822035,-0.93192858,0.34959269,-0.44011939,0.46977026,-0.29996315,0.01365751,-0.00673343,0.38691917,-1.47800222,0.70816887,-0.83263807,0.00000000,-0.00000000
-5.67583792,1.91238353,-3.44372997,1.19302817,-3.89316250,0.42738707,-0.87462882,0.34859198,-0.41582346,0.46324691,-0.29396743,0.01350862,-0.00666804,0.37579190,-1.38602739,0.69433800,-0.79688872,0.00000000,-0.00000000
-5.66983492,1.86048692,-3.24263581,1.14158993,-3.63624885,0.41540047,-0.81660407,0.34649820,-0.39245278,0.45455052,-0.28844693,0.01327298,-0.00660556,0.36327544,-1.29235465,0.67862056,-0.76295925,0.00000000,-0.00000000
-5.66383192,1.80295503,-3.04439415,1.08724342,-3.38161940,0.40242267,-0.75875818,0.34334242,-0.37018911,0.44381329,-0.28343692,0.01295408,-0.00654705,0.34950125,-1.19847570,0.66121374,-0.73112361,0.00000000,-0.00000000
-5.65782891,1.74053247,-2.85161504,1.03050035,-3.13260169,0.38863219,-0.70194362,0.33917541,-0.34918178,0.43121083,-0.27896031,0.01255726,-0.00649310,0.33463884,-1.10580193,0.64234490,-0.70160242,0.00000000,-0.00000000
-5.65182591,1.67406425,-2.66664828,0.97196562,-2.89220792,0.37421714,-0.64694257,0.33406510,-0.32954824,0.41695600,-0.27502936,0.01208953,-0.00644382,0.31888712,-1.01563147,0.62226466,-0.67456554,0.00000000,-0.00000000
-5.64582291,1.60446731,-2.49154613,0.91231130,-2.66307963,0.35936907,-0.59445149,0.32809383,-0.31137553,0.40129200,-0.27164754,0.01155926,-0.00639897,0.30246569,-0.92912218,0.60123989,-0.65013605,0.00000000,-0.00000000
-5.63981991,1.53270299,-2.32803794,0.85225147,-2.44744811,0.34427742,-0.54506944,0.32135559,-0.29472261,0.38448485,-0.26881150,0.01097593,-0.00635802,0.28560661,-0.84727101,0.57954717,-0.62839522,0.00000000,-0.00000000
-5.63381691,1.45975136,-2.17751627,0.79251883,-2.24711048,0.32912495,-0.49929022,0.31395335,-0.27962334,0.36681567,-0.26651308,0.01034978,-0.00632026,0.26854663,-0.77090001,0.55746673,-0.60938803,0.00000000,-0.00000000
-5.62781391,1.38658840,-2.04103367,0.73384366,-2.06342070,0.31408431,-0.45749828,0.30599672,-0.26608978,0.34857321,-0.26474105,0.00969148,-0.00628488,0.25152043,-0.70064891,0.53527733,-0.59312881,0.00000000,-0.00000000
-5.62181091,1.31416649,-1.91930870,0.67693577,-1.89729444,0.29931558,-0.41996807,0.29759995,-0.25411575,0.33004674,-0.26348257,0.00901180,-0.00625112,0.23475475,-0.63697379,0.51325216,-0.57960648,0.00000000,-0.00000000
-5.61580790,1.24339891,-1.81273979,0.62246950,-1.74922583,0.28496504,-0.38686651,0.28888032,-0.24368022,0.31151973,-0.26272426,0.00832131,-0.00621830,0.21846376,-0.58015136,0.49165579,-0.56878910,0.00000000,-0.00000000
-5.60980490,1.17514815,-1.72142519,0.57107208,-1.61931428,0.27116488,-0.35825813,0.27995714,-0.23475058,0.29326438,-0.26245274,0.00763008,-0.00618595,0.20284551,-0.53028804,0.47074225,-0.56062739,0.00000000,-0.00000000
-5.60380190,1.11021817,-1.64518741,0.52331524,-1.50729911,0.25803383,-0.33411235,0.27095106,-0.22728538,0.27553720,-0.26265477,0.00694742,-0.00615385,0.18807954,-0.48733303,0.45075413,-0.55505702,0.00000000,-0.00000000
-5.59779890,1.04935007,-1.58360060,0.47970970,-1.41259980,0.24567856,-0.31431244,0.26198389,-0.22123658,0.25857558,-0.26331682,0.00628175,-0.00612205,0.17432550,-0.45109444,0.43192245,-0.55199962,0.00000000,-0.00000000
-5.59179590,0.99322075,-1.53601952,0.44070250,-1.33435995,0.23419543,-0.29866564,0.25317868,-0.21655125,0.24259542,-0.26442425,0.00564037,-0.00609093,0.16172271,-0.42125767,0.41446720,-0.55136251,0.00000000,-0.00000000
-5.58579290,0.94244372,-1.50160914,0.40667635,-1.27149304,0.22367272,-0.28691407,0.24465995,-0.21317264,0.22778969,-0.26596029,0.00502942,-0.00606118,0.15039047,-0.39740512,0.39859813,-0.55303747,0.00000000,-0.00000000
-5.57978989,0.89757139,-1.47937406,0.37795080,-1.22272850,0.21419272,-0.27874589,0.23655403,-0.21104062,0.21432775,-0.26790467,0.00445380,-0.00603383,0.14042894,-0.37903665,0.38451567,-0.55689856,0.00000000,-0.00000000
-5.57378689,0.85909792,-1.46818715,0.35478452,-1.18665680,0.20583373,-0.27380662,0.22898922,-0.21009181,0.20235536,-0.27023242,0.00391718,-0.00601015,0.13192035,-0.36558987,0.37241152,-0.56279965,0.00000000,-0.00000000
-5.56778389,0.82746195,-1.46681735,0.33737825,-1.16177263,0.19867170,-0.27171017,0.22209578,-0.21025914,0.19199500,-0.27291262,0.00342205,-0.00599171,0.12493044,-0.35646001,0.36246874,-0.57057178,0.00000000,-0.00000000
-5.56178089,0.80304838,-1.47395637,0.32587777,-1.14651548,0.19278124,-0.27204940,0.21600545,-0.21147132,0.18334659,-0.27590754,0.00296978,-0.00598026,0.11950995,-0.35101868,0.35486111,-0.58002101,0.00000000,-0.00000000
-5.55577789,0.78618882,-1.48824443,0.32037672,-1.13930712,0.18823607,-0.27440621,0.21085062,-0.21365215,0.17648816,-0.27917216,0.00256072,-0.00597774,0.11569587,-0.34863130,0.34975163,-0.59092693,0.00000000,-0.00000000
-5.54977489,0.77716016,-1.50829510,0.32091866,-1.13858567,0.18510872,-0.27836092,0.20676291,-0.21671988,0.17147648,-0.28265408,0.00219435,-0.00598620,0.11351257,-0.34867287,0.34728998,-0.60304234,0.00000000,-0.00000000
-5.54377189,0.77618121,-1.53271934,0.32749831,-1.14283610,0.18346946,-0.28350083,0.20387115,-0.22058677,0.16834755,-0.28629404,0.00186940,-0.00600775,0.11297249,-0.35054194,0.34760914,-0.61609424,0.00000000,-0.00000000
-5.53776888,0.78340739,-1.56014866,0.34006182,-1.15061701,0.18338456,-0.28942806,0.20229898,-0.22515886,0.16711674,-0.29002693,0.00158397,-0.00604454,0.11407655,-0.35367255,0.35082108,-0.62978641,0.00000000,-0.00000000
