energy_ev,total_up,Ge_p_up,Ge_d_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-5.47773887,1.27911365,0.03859903,0.00000000,1.13089416,0.42772899,0.00610829,0.89961698
-5.47173587,1.26598093,0.03903469,0.00000000,1.12321643,0.42244950,0.00600477,0.88865829
-5.46573287,1.25408027,0.03942071,0.00000000,1.11720194,0.41770479,0.00589851,0.87883071
-5.45972986,1.24388573,0.03976498,0.00000000,1.11332810,0.41364813,0.00579097,0.87049291
-5.45372686,1.23585045,0.04007694,0.00000000,1.11203425,0.41042777,0.00568384,0.86398324
-5.44772386,1.23039906,0.04036731,0.00000000,1.11371412,0.40818511,0.00557894,0.85961437
-5.44172086,1.22792021,0.04064769,0.00000000,1.11870940,0.40705261,0.00547824,0.85766817
-5.43571786,1.22875929,0.04093017,0.00000000,1.12730446,0.40715152,0.00538376,0.85839090
-5.42971486,1.23321109,0.04122690,0.00000000,1.13972192,0.40858930,0.00529751,0.86198853
-5.42371186,1.24151270,0.04154956,0.00000000,1.15611890,0.41145685,0.00522142,0.86862218
-5.41770885,1.25383625,0.04190882,0.00000000,1.17658373,0.41582555,0.00515726,0.87840365
-5.41170585,1.27028204,0.04231388,0.00000000,1.20113292,0.42174418,0.00510654,0.89139119
-5.40570285,1.29087185,0.04277189,0.00000000,1.22970846,0.42923586,0.00507048,0.90758532
-5.39969985,1.31554295,0.04328753,0.00000000,1.26217526,0.43829513,0.00504987,0.92692525
-5.39369685,1.34414292,0.04386254,0.00000000,1.29831897,0.44888537,0.00504511,0.94928565
-5.38769385,1.37642581,0.04449545,0.00000000,1.33784426,0.46093666,0.00505607,0.97447433
-5.38169085,1.41204986,0.04518132,0.00000000,1.38037392,0.47434423,0.00508212,1.00223097
-5.37568784,1.45057726,0.04591161,0.00000000,1.42544904,0.48896787,0.00512211,1.03222710
-5.36968484,1.49147639,0.04667424,0.00000000,1.47253075,0.50463212,0.00517437,1.06406774
-5.36368184,1.53412668,0.04745373,0.00000000,1.52100368,0.52112763,0.00523677,1.09729482
-5.35767884,1.57782652,0.04823153,0.00000000,1.57018181,0.53821366,0.00530673,1.13139264
-5.35167584,1.62180423,0.04898647,0.00000000,1.61931673,0.55562176,0.00538134,1.16579543
-5.34567284,1.66523220,0.04969533,0.00000000,1.66760865,0.57306066,0.00545740,1.19989719
-5.33966983,1.70724394,0.05033355,0.00000000,1.71422024,0.59022226,0.00553157,1.23306352
-5.33366683,1.74695392,0.05087606,0.00000000,1.75829312,0.60678872,0.00560045,1.26464546
-5.32766383,1.78347951,0.05129807,0.00000000,1.79896690,0.62244028,0.00566070,1.29399502
-5.32166083,1.81596473,0.05157601,0.00000000,1.83540023,0.63686384,0.00570918,1.32048192
-5.31565783,1.84360483,0.05168837,0.00000000,1.86679339,0.64976187,0.00574303,1.34351119
-5.30965483,1.86567099,0.05161654,0.00000000,1.89241167,0.66086146,0.00575983,1.36254097
-5.30365183,1.88153429,0.05134559,0.00000000,1.91160879,0.66992313,0.00575763,1.37709995
-5.29764882,1.89068809,0.05086488,0.00000000,1.92384936,0.67674918,0.00573509,1.38680379
-5.29164582,1.89276775,0.05016856,0.00000000,1.92872960,0.68119125,0.00569150,1.39136995
-5.28564282,1.88756721,0.04925592,0.00000000,1.92599536,0.68315673,0.00562684,1.39063022
-5.27963982,1.87505152,0.04813157,0.00000000,1.91555667,0.68261391,0.00554182,1.38454064
-5.27363682,1.85536485,0.04680536,0.00000000,1.89749818,0.67959559,0.00543785,1.37318813
-5.26763382,1.82883376,0.04529227,0.00000000,1.87208481,0.67420104,0.00531705,1.35679381
-5.26163082,1.79596531,0.04361199,0.00000000,1.83976245,0.66659618,0.00518219,1.33571257
-5.25562781,1.75744042,0.04178846,0.00000000,1.80115347,0.65701204,0.00503669,1.31042914
-5.24962481,1.71410231,0.03984923,0.00000000,1.75704715,0.64574146,0.00488452,1.28155053
-5.24362181,1.66694074,0.03782476,0.00000000,1.70838523,0.63313422,0.00473017,1.24979521
-5.23761881,1.61707245,0.03574772,0.00000000,1.65624320,0.61959061,0.00457857,1.21597932
-5.23161581,1.56571843,0.03365212,0.00000000,1.60180774,0.60555374,0.00443503,1.18100040
-5.22561281,1.51417878,0.03157263,0.00000000,1.54635120,0.59150079,0.00430515,1.14581906
-5.21960980,1.46380593,0.02954383,0.00000000,1.49120378,0.57793333,0.00419482,1.11143914
-5.21360680,1.41597681,0.02759956,0.00000000,1.43772440,0.56536707,0.00411010,1.07888685
-5.20760380,1.37206480,0.02577230,0.00000000,1.38727094,0.55432119,0.00405717,1.04918951
-5.20160080,1.33341200,0.02409276,0.00000000,1.34117072,0.54530749,0.00404230,1.02335421
-5.19559780,1.30130232,0.02258943,0.00000000,1.30069196,0.53881956,0.00407178,1.00234697
-5.18959480,1.27693585,0.02128828,0.00000000,1.26701678,0.53532222,0.00415183,0.98707261
-5.18359180,1.26140493,0.02021254,0.00000000,1.24121635,0.53524130,0.00428855,0.97835580
-5.17758879,1.25567206,0.01938255,0.00000000,1.22422863,0.53895403,0.00448781,0.97692351
-5.17158579,1.26054997,0.01881564,0.00000000,1.21683895,0.54678011,0.00475514,0.98338900
-5.16558279,1.27668401,0.01852606,0.00000000,1.21966392,0.55897366,0.00509565,0.99823772
-5.15957979,1.30453704,0.01852494,0.00000000,1.23313859,0.57571617,0.00551383,1.02181517
-5.15357679,1.34437697,0.01882021,0.00000000,1.25750719,0.59711054,0.00601344,1.05431695
-5.14757379,1.39626716,0.01941656,0.00000000,1.29281750,0.62317648,0.00659730,1.09578125
-5.14157079,1.46005994,0.02031540,0.00000000,1.33891894,0.65384723,0.00726715,1.14608383
-5.13556778,1.53539340,0.02151473,0.00000000,1.39546424,0.68896787,0.00802345,1.20493578
-5.12956478,1.62169178,0.02300911,0.00000000,1.46191496,0.72829525,0.00886524,1.27188423
-5.12356178,1.71816975,0.02478957,0.00000000,1.53755056,0.77149967,0.00978994,1.34631611
-5.11755878,1.82384063,0.02684353,0.00000000,1.62148102,0.81816835,0.01079331,1.42746517
-5.11155578,1.93752888,0.02915480,0.00000000,1.71266284,0.86781071,0.01186931,1.51442219
-5.10555278,2.05788682,0.03170362,0.00000000,1.80991815,0.91986545,0.01301013,1.60614853
-5.09954977,2.18341563,0.03446673,0.00000000,1.91195665,0.97370939,0.01420617,1.70149281
-5.09354677,2.31249022,0.03741762,0.00000000,2.01739983,1.02866782,0.01544624,1.79921045
-5.08754377,2.44338791,0.04052674,0.00000000,2.12480713,1.08402633,0.01671767,1.89798596
-5.08154077,2.57432014,0.04376193,0.00000000,2.23270324,1.13904376,0.01800658,1.99645730
-5.07553777,2.70346662,0.04708892,0.00000000,2.33960611,1.19296601,0.01929821,2.09324191
-5.06953477,2.82901116,0.05047190,0.00000000,2.44405467,1.24504048,0.02057731,2.18696379
-5.06353177,2.94917814,0.05387419,0.00000000,2.54463585,1.29453059,0.02182853,2.27628077
-5.05752876,3.06226858,0.05725898,0.00000000,2.64000982,1.34073019,0.02303686,2.35991151
-5.05152576,3.16669487,0.06059010,0.00000000,2.72893317,1.38297748,0.02418814,2.43666108
-5.04552276,3.26101303,0.06383276,0.00000000,2.81027909,1.42066798,0.02526942,2.50544488
-5.03951976,3.34395155,0.06695437,0.00000000,2.88305436,1.45326629,0.02626943,2.56530970
-5.03351676,3.41443592,0.06992520,0.00000000,2.94641264,1.48031641,0.02717888,2.61545181
-5.02751376,3.47160823,0.07271899,0.00000000,2.99966390,1.50145031,0.02799071,2.65523132
-5.02151076,3.51484128,0.07531352,0.00000000,3.04228012,1.51639459,0.02870032,2.68418249
-5.01550775,3.54374681,0.07769099,0.00000000,3.07389711,1.52497510,0.02930556,2.70201994
-5.00950475,3.55817796,0.07983829,0.00000000,3.09431300,1.52711944,0.02980676,2.70864063
-5.00350175,3.55822593,0.08174715,0.00000000,3.10348363,1.52285740,0.03020650,2.70412158
-4.99749875,3.54421127,0.08341411,0.00000000,3.10151531,1.51231927,0.03050944,2.68871387
-4.99149575,3.51667029,0.08484048,0.00000000,3.08865551,1.49573218,0.03072193,2.66283289
-4.98549275,3.47633727,0.08603206,0.00000000,3.06528206,1.47341457,0.03085166,2.62704561
-4.97948974,3.42412325,0.08699886,0.00000000,3.03189128,1.44576897,0.03090718,2.58205514
-4.97348674,3.36109216,0.08775473,0.00000000,2.98908558,1.41327329,0.03089749,2.52868326
-4.96748374,3.28843519,0.08831695,0.00000000,2.93756083,1.37647079,0.03083157,2.46785149
-4.96148074,3.20744423,0.08870577,0.00000000,2.87809396,1.33595906,0.03071803,2.40056108
-4.95547774,3.11948510,0.08894400,0.00000000,2.81153076,1.29237811,0.03056474,2.32787276
-4.94947474,3.02597116,0.08905649,0.00000000,2.73877417,1.24639800,0.03037860,2.25088640
-4.94347174,2.92833808,0.08906978,0.00000000,2.66077289,1.19870614,0.03016541,2.17072119
-4.93746873,2.82801992,0.08901157,0.00000000,2.57851038,1.14999459,0.02992978,2.08849675
-4.93146573,2.72642709,0.08891034,0.00000000,2.49299400,1.10094758,0.02967523,2.00531525
-4.92546273,2.62492626,0.08879495,0.00000000,2.40524421,1.05222949,0.02940435,1.92224499
-4.91945973,2.52482242,0.08869414,0.00000000,2.31628370,1.00447364,0.02911897,1.84030550
-4.91345673,2.42734302,0.08863614,0.00000000,2.22712625,0.95827192,0.02882053,1.76045428
-4.90745373,2.33362432,0.08864817,0.00000000,2.13876536,0.91416560,0.02851038,1.68357530
-4.90145073,2.24469978,0.08875601,0.00000000,2.05216259,0.87263746,0.02819013,1.61046934
-4.89544772,2.16149052,0.08898344,0.00000000,1.96823581,0.83410536,0.02786201,1.54184605
-4.88944472,2.08479768,0.08935178,0.00000000,1.88784738,0.79891737,0.02752914,1.47831795
-4.88344172,2.01529678,0.08987936,0.00000000,1.81179270,0.76734857,0.02719575,1.42039617
-4.87743872,1.95353385,0.09058104,0.00000000,1.74078931,0.73959946,0.02686741,1.36848805
-4.87143572,1.89992357,0.09146776,0.00000000,1.67546700,0.71579608,0.02655101,1.32289642
-4.86543272,1.85474916,0.09254616,0.00000000,1.61635919,0.69599174,0.02625477,1.28382075
-4.85942971,1.81816421,0.09381826,0.00000000,1.56389613,0.68017023,0.02598810,1.25135981
-4.85342671,1.79019638,0.09528128,0.00000000,1.51840003,0.66825047,0.02576136,1.22551605
-4.84742371,1.77075287,0.09692756,0.00000000,1.48008254,0.66009235,0.02558553,1.20620128
-4.84142071,1.75962771,0.09874463,0.00000000,1.44904463,0.65550363,0.02547187,1.19324380
-4.83541771,1.75651062,0.10071544,0.00000000,1.42527901,0.65424757,0.02543143,1.18639654
-4.82941471,1.76099737,0.10281873,0.00000000,1.40867494,0.65605116,0.02547459,1.18534615
-4.82341171,1.77260134,0.10502955,0.00000000,1.39902539,0.66061365,0.02561060,1.18972271
-4.81740870,1.79076600,0.10731993,0.00000000,1.39603611,0.66761510,0.02584711,1.19910987
-4.81140570,1.81487808,0.10965964,0.00000000,1.39933633,0.67672467,0.02618971,1.21305500
-4.80540270,1.84428094,0.11201710,0.00000000,1.40849070,0.68760855,0.02664160,1.23107928
-4.79939970,1.87828796,0.11436030,0.00000000,1.42301190,0.69993720,0.02720323,1.25268730
-4.79339670,1.91619547,0.11665784,0.00000000,1.44237348,0.71339176,0.02787214,1.27737603
-4.78739370,1.95729510,0.11887983,0.00000000,1.46602253,0.72766956,0.02864275,1.30464294
-4.78139070,2.00088518,0.12099897,0.00000000,1.49339168,0.74248862,0.02950644,1.33399329
-4.77538769,2.04628105,0.12299136,0.00000000,1.52391020,0.75759113,0.03045154,1.36494626
-4.76938469,2.09282432,0.12483739,0.00000000,1.55701385,0.77274588,0.03146355,1.39704023
-4.76338169,2.13989082,0.12652242,0.00000000,1.59215340,0.78774981,0.03252546,1.42983707
-4.75737869,2.18689755,0.12803732,0.00000000,1.62880179,0.80242866,0.03361809,1.46292564
-4.75137569,2.23330846,0.12937890,0.00000000,1.66645987,0.81663691,0.03472056,1.49592458
-4.74537269,2.27863937,0.13055010,0.00000000,1.70466090,0.83025718,0.03581086,1.52848466
-4.73936968,2.32246205,0.13156003,0.00000000,1.74297396,0.84319907,0.03686643,1.56029074
-4.73336668,2.36440756,0.13242380,0.00000000,1.78100646,0.85539780,0.03786477,1.59106357
-4.72736368,2.40416895,0.13316207,0.00000000,1.81840587,0.86681255,0.03878411,1.62056142
-4.72136068,2.44150335,0.13380056,0.00000000,1.85486100,0.87742467,0.03960404,1.64858177
-4.71535768,2.47623334,0.13436914,0.00000000,1.89010284,0.88723580,0.04030613,1.67496283
-4.70935468,2.50824762,0.13490095,0.00000000,1.92390511,0.89626599,0.04087446,1.69958502
-4.70335168,2.53750073,0.13543120,0.00000000,1.95608464,0.90455169,0.04129613,1.72237222
-4.69734867,2.56401179,0.13599590,0.00000000,1.98650147,0.91214365,0.04156162,1.74329259
-4.69134567,2.58786195,0.13663050,0.00000000,2.01505872,0.91910477,0.04166510,1.76235887
-4.68534267,2.60919059,0.13736844,0.00000000,2.04170212,0.92550771,0.04160455,1.77962789
-4.67933967,2.62819000,0.13823972,0.00000000,2.06641911,0.93143244,0.04138179,1.79519916
-4.67333667,2.64509863,0.13926952,0.00000000,2.08923740,0.93696351,0.04100241,1.80921242
-4.66733367,2.66019288,0.14047695,0.00000000,2.11022295,0.94218718,0.04047546,1.82184398
-4.66133067,2.67377762,0.14187390,0.00000000,2.12947714,0.94718843,0.03981316,1.83330188
-4.65532766,2.68617569,0.14346421,0.00000000,2.14713330,0.95204794,0.03903038,1.84381989
-4.64932466,2.69771648,0.14524306,0.00000000,2.16335242,0.95683901,0.03814416,1.85365042
-4.64332166,2.70872431,0.14719670,0.00000000,2.17831804,0.96162462,0.03717303,1.86305651
-4.63731866,2.71950653,0.14930250,0.00000000,2.19223047,0.96645478,0.03613641,1.87230314
-4.63131566,2.73034220,0.15152937,0.00000000,2.20530030,0.97136411,0.03505393,1.88164802
-4.62531266,2.74147136,0.15383852,0.00000000,2.21774136,0.97636988,0.03394482,1.89133225
-4.61930965,2.75308545,0.15618454,0.00000000,2.22976318,0.98147052,0.03282729,1.90157098
-4.61330665,2.76531906,0.15851676,0.00000000,2.24156308,0.98664471,0.03171804,1.91254451
-4.60730365,2.77824323,0.16078083,0.00000000,2.25331811,0.99185098,0.03063175,1.92439001
-4.60130065,2.79186055,0.16292037,0.00000000,2.26517690,0.99702786,0.02958080,1.93719408
-4.59529765,2.80610196,0.16487886,0.00000000,2.27725172,1.00209462,0.02857500,1.95098649
-4.58929465,2.82082541,0.16660128,0.00000000,2.28961088,1.00695248,0.02762147,1.96573521
-4.58329165,2.83581639,0.16803587,0.00000000,2.30227177,1.01148618,0.02672459,1.98134300
-4.57728864,2.85079017,0.16913559,0.00000000,2.31519490,1.01556609,0.02588613,1.99764564
-4.57128564,2.86539583,0.16985936,0.00000000,2.32827908,1.01905048,0.02510538,2.01441205
-4.56528264,2.87922192,0.17017309,0.00000000,2.34135827,1.02178821,0.02437944,2.03134631
-4.55927964,2.89180385,0.17005033,0.00000000,2.35420026,1.02362158,0.02370352,2.04809171
-4.55327664,2.90263275,0.16947266,0.00000000,2.36650755,1.02438950,0.02307131,2.06423682
-4.54727364,2.91116602,0.16842979,0.00000000,2.37792069,1.02393074,0.02247538,2.07932369
-4.54127064,2.91683912,0.16691934,0.00000000,2.38802415,1.02208746,0.02190756,2.09285783
-4.53526763,2.91907882,0.16494640,0.00000000,2.39635486,1.01870888,0.02135941,2.10432006
-4.52926463,2.91731750,0.16252302,0.00000000,2.40241336,1.01365504,0.02082252,2.11317983
-4.52326163,2.91100826,0.15966740,0.00000000,2.40567717,1.00680066,0.02028893,2.11890971
-4.51725863,2.89964054,0.15640316,0.00000000,2.40561627,0.99803895,0.01975140,2.12100058
-4.51125563,2.88275583,0.15275856,0.00000000,2.40171000,0.98728532,0.01920368,2.11897713
-4.50525263,2.85996292,0.14876572,0.00000000,2.39346478,0.97448090,0.01864073,2.11241296
-4.49924962,2.83095211,0.14445993,0.00000000,2.38043206,0.95959564,0.01805881,2.10094490
-4.49324662,2.79550800,0.13987913,0.00000000,2.36222558,0.94263088,0.01745562,2.08428577
-4.48724362,2.75352002,0.13506330,0.00000000,2.33853728,0.92362136,0.01683028,2.06223523
-4.48124062,2.70499048,0.13005419,0.00000000,2.30915104,0.90263627,0.01618332,2.03468811
-4.47523762,2.65003945,0.12489494,0.00000000,2.27395378,0.87977961,0.01551659,2.00163992
-4.46923462,2.58890641,0.11962987,0.00000000,2.23294315,0.85518938,0.01483313,1.96318932
-4.46323162,2.52194830,0.11430429,0.00000000,2.18623172,0.82903594,0.01413699,1.91953730
-4.45722861,2.44963405,0.10896433,0.00000000,2.13404726,0.80151925,0.01343308,1.87098325
-4.45122561,2.37253580,0.10365673,0.00000000,2.07672929,0.77286527,0.01272693,1.81791806
-4.44522261,2.29131691,0.09842865,0.00000000,2.01472199,0.74332150,0.01202449,1.76081448
-4.43921961,2.20671742,0.09332737,0.00000000,1.94856380,0.71315184,0.01133189,1.70021520
-4.43321661,2.11953738,0.08839998,0.00000000,1.87887420,0.68263098,0.01065525,1.63671922
-4.42721361,2.03061862,0.08369295,0.00000000,1.80633829,0.65203848,0.01000046,1.57096691
-4.42121061,1.94082572,0.07925166,0.00000000,1.73168964,0.62165272,0.00937303,1.50362443
-4.41520760,1.85102674,0.07511984,0.00000000,1.65569227,0.59174502,0.00877790,1.43536805
-4.40920460,1.76207440,0.07133901,0.00000000,1.57912222,0.56257391,0.00821935,1.36686886
-4.40320160,1.67478816,0.06794781,0.00000000,1.50274931,0.53438006,0.00770087,1.29877832
-4.39719860,1.58993784,0.06498137,0.00000000,1.42731979,0.50738159,0.00722512,1.23171503
-4.39119560,1.50822897,0.06247065,0.00000000,1.35354012,0.48177023,0.00679385,1.16625311
-4.38519260,1.43029038,0.06044181,0.00000000,1.28206243,0.45770819,0.00640798,1.10291224
-4.37918959,1.35666405,0.05891561,0.00000000,1.21347178,0.43532582,0.00606753,1.04214961
-4.37318659,1.28779741,0.05790690,0.00000000,1.14827570,0.41472018,0.00577172,0.98435382
-4.36718359,1.22403819,0.05742413,0.00000000,1.08689587,0.39595434,0.00551901,0.92984070
-4.36118059,1.16563172,0.05746901,0.00000000,1.02966229,0.37905756,0.00530721,0.87885111
-4.35517759,1.11272059,0.05803620,0.00000000,0.97680990,0.36402614,0.00513354,0.83155048
-4.34917459,1.06534673,0.05911324,0.00000000,0.92847758,0.35082503,0.00499478,0.78803014
-4.34317159,1.02345554,0.06068044,0.00000000,0.88470974,0.33939007,0.00488734,0.74831032
-4.33716858,0.98690216,0.06271102,0.00000000,0.84546018,0.32963072,0.00480742,0.71234449
-4.33116558,0.95545947,0.06517134,0.00000000,0.81059823,0.32143342,0.00475108,0.68002520
-4.32516258,0.92882779,0.06802125,0.00000000,0.77991708,0.31466523,0.00471438,0.65119099
-4.31915958,0.90664587,0.07121459,0.00000000,0.75314387,0.30917790,0.00469345,0.62563436
-4.31315658,0.88850301,0.07469980,0.00000000,0.72995151,0.30481211,0.00468464,0.60311045
-4.30715358,0.87395206,0.07842064,0.00000000,0.70997164,0.30140187,0.00468454,0.58334639
