energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.79589795,9.70747416,0.14847589,0.17918742,0.40120446,4.94099340,2.91579852,0.05019905,6.12643316
-5.78989495,9.36361938,0.14281589,0.16882086,0.40810681,4.73953168,2.80678684,0.04913069,5.87512825
-5.78389195,8.99598641,0.13703587,0.15825704,0.41338128,4.52516732,2.69121480,0.04790603,5.60956595
-5.77788894,8.61047065,0.13127123,0.14770117,0.41691592,4.30122921,2.57087566,0.04654290,5.33401335
-5.77188594,8.21272823,0.12565066,0.13734789,0.41861575,4.07090466,2.44748040,0.04505872,5.05254480
-5.76588294,7.80805693,0.12029317,0.12737662,0.41840677,3.83717107,2.32262161,0.04347030,4.76895331
-5.75987994,7.40130459,0.11530541,0.11794760,0.41623973,3.60274328,2.19774640,0.04179357,4.48668163
-5.75387694,6.99680560,0.11077957,0.10919877,0.41209339,3.37003712,2.07413791,0.04004358,4.20877358
-5.74787394,6.59834402,0.10679168,0.10124353,0.40597710,3.14114869,1.95290540,0.03823447,3.93784519
-5.74187094,6.20914090,0.10340041,0.09416929,0.39793251,2.91784808,1.83498166,0.03637949,3.67607408
-5.73586793,5.83186239,0.10064632,0.08803690,0.38803415,2.70158580,1.72112688,0.03449120,3.42520491
-5.72986493,5.46864439,0.09855155,0.08288083,0.37638897,2.49350940,1.61193759,0.03258150,3.18656816
-5.72386193,5.12112976,0.09711995,0.07871015,0.36313460,2.29448790,1.50785928,0.03066183,2.96110934
-5.71785893,4.79051368,0.09633757,0.07550998,0.34843660,2.10514137,1.40920145,0.02874328,2.74942545
-5.71185593,4.47759355,0.09617356,0.07324363,0.33248455,1.92587330,1.31615392,0.02683662,2.55180613
-5.70585293,4.18282035,0.09658133,0.07185516,0.31548730,1.75690348,1.22880347,0.02495241,2.36827681
-5.69984992,3.90634896,0.09750019,0.07127221,0.29766755,1.59829978,1.14714991,0.02310098,2.19864195
-5.69384692,3.64808585,0.09885715,0.07140928,0.27925603,1.45000734,1.07112137,0.02129236,2.04252673
-5.68784392,3.40773315,0.10056910,0.07217102,0.26048540,1.31187435,1.00058820,0.01953623,1.89941618
-5.68184092,3.18482893,0.10254520,0.07345577,0.24158438,1.18367403,0.93537566,0.01784182,1.76869100
-5.67583792,2.97878362,0.10468955,0.07515903,0.22277214,1.06512260,0.87527529,0.01621775,1.64966005
-5.66983492,2.78891321,0.10690395,0.07717700,0.20425328,0.95589352,0.82005513,0.01467192,1.54158912
-5.66383192,2.61446968,0.10909083,0.07940982,0.18621361,0.85562854,0.76946902,0.01321137,1.44372660
-5.65782891,2.45466919,0.11115614,0.08176478,0.16881682,0.76394600,0.72326515,0.01184218,1.35532588
-5.65182591,2.30871855,0.11301226,0.08415907,0.15220212,0.68044708,0.68119384,0.01056938,1.27566509
-5.64582291,2.17583985,0.11458063,0.08652226,0.13648291,0.60472065,0.64301484,0.00939691,1.20406400
-5.63981991,2.05529341,0.11579423,0.08879825,0.12174649,0.53634726,0.60850390,0.00832759,1.13989847
-5.63381691,1.94639849,0.11659962,0.09094675,0.10805466,0.47490264,0.57745866,0.00736315,1.08261217
-5.62781391,1.84855112,0.11695854,0.09294407,0.09544517,0.41996108,0.54970357,0.00650432,1.03172549
-5.62181091,1.76123844,0.11684901,0.09478336,0.08393386,0.37109897,0.52509372,0.00575090,0.98684151
-5.61580790,1.68404865,0.11626576,0.09647411,0.07351735,0.32789832,0.50351729,0.00510191,0.94764866
-5.60980490,1.61667586,0.11522012,0.09804103,0.06417608,0.28995048,0.48489641,0.00455569,0.91391992
-5.60380190,1.55891932,0.11373926,0.09952224,0.05587758,0.25685981,0.46918641,0.00411012,0.88550847
-5.59779890,1.51067670,0.11186481,0.10096688,0.04857982,0.22824719,0.45637309,0.00376271,0.86233969
-5.59179590,1.47193139,0.10965099,0.10243217,0.04223440,0.20375313,0.44646843,0.00351081,0.84439980
-5.58579290,1.44273432,0.10716223,0.10398014,0.03678963,0.18304050,0.43950442,0.00335171,0.83172135
-5.57978989,1.42318075,0.10447050,0.10567395,0.03219321,0.16579651,0.43552566,0.00328280,0.82436618
-5.57378689,1.41338340,0.10165240,0.10757418,0.02839466,0.15173395,0.43458066,0.00330163,0.82240651
-5.56778389,1.41344291,0.09878615,0.10973511,0.02534717,0.14059175,0.43671257,0.00340602,0.82590495
-5.56178089,1.42341732,0.09594862,0.11220121,0.02300912,0.13213460,0.44194961,0.00359405,0.83489445
-5.55577789,1.44329211,0.09321257,0.11500393,0.02134503,0.12615191,0.45029568,0.00386414,0.84935904
-5.54977489,1.47295232,0.09064416,0.11815909,0.02032614,0.12245603,0.46172175,0.00421497,0.86921644
-5.54377189,1.51215835,0.08830081,0.12166482,0.01993043,0.12087992,0.47615841,0.00464545,0.89430327
-5.53776888,1.56052664,0.08622960,0.12550030,0.02014228,0.12127433,0.49348989,0.00515464,0.92436380
-5.53176588,1.61751637,0.08446609,0.12962536,0.02095175,0.12350466,0.51355005,0.00574164,0.95904267
-5.52576288,1.68242269,0.08303369,0.13398084,0.02235345,0.12744764,0.53612035,0.00640546,0.99788206
-5.51975988,1.75437711,0.08194357,0.13848989,0.02434519,0.13298793,0.56093004,0.00714486,1.04032348
-5.51375688,1.83235481,0.08119500,0.14306007,0.02692637,0.14001478,0.58765853,0.00795820,1.08571405
-5.50775388,1.91518864,0.08077615,0.14758618,0.03009616,0.14841883,0.61593974,0.00884325,1.13331713
-5.50175088,2.00158912,0.08066518,0.15195373,0.03385168,0.15808932,0.64536841,0.00979700,1.18232666
-5.49574787,2.09016965,0.08083169,0.15604281,0.03818607,0.16891151,0.67550793,0.01081552,1.23188466
-5.48974487,2.17947563,0.08123825,0.15973240,0.04308674,0.18076479,0.70589947,0.01189376,1.28110119
-5.48374187,2.26801655,0.08184215,0.16290467,0.04853369,0.19352122,0.73607198,0.01302543,1.32907585
-5.47773887,2.35429977,0.08259706,0.16544928,0.05449820,0.20704490,0.76555286,0.01420291,1.37491991
-5.47173587,2.43686474,0.08345475,0.16726740,0.06094184,0.22119210,0.79387868,0.01541713,1.41777847
-5.46573287,2.51431682,0.08436666,0.16827530,0.06781596,0.23581221,0.82060602,0.01665763,1.45685161
-5.45972986,2.58535965,0.08528538,0.16840736,0.07506172,0.25074981,0.84532179,0.01791258,1.49141406
-5.45372686,2.64882540,0.08616596,0.16761840,0.08261078,0.26584767,0.86765318,0.01916890,1.52083282
-5.44772386,2.70370254,0.08696707,0.16588515,0.09038660,0.28095092,0.88727678,0.02041247,1.54458229
-5.44172086,2.74916057,0.08765204,0.16320698,0.09830650,0.29591235,0.90392700,0.02162838,1.56225675
-5.43571786,2.78457179,0.08818976,0.15960566,0.10628437,0.31059872,0.91740368,0.02280135,1.57358009
-5.42971486,2.80952988,0.08855538,0.15512442,0.11423407,0.32489817,0.92757870,0.02391608,1.57841270
-5.42371186,2.82386550,0.08873101,0.14982618,0.12207331,0.33872850,0.93440185,0.02495780,1.57675585
-5.41770885,2.82765882,0.08870631,0.14379116,0.12972811,0.35204608,0.93790565,0.02591278,1.56875357
-5.41170585,2.82124907,0.08847893,0.13711393,0.13713746,0.36485528,0.93820929,0.02676889,1.55469229
-5.40570285,2.80524111,0.08805499,0.12990017,0.14425819,0.37721794,0.93552145,0.02751624,1.53499860
-5.39969985,2.78050880,0.08744938,0.12226310,0.15106969,0.38926265,0.93014200,0.02814768,1.51023506
-5.39369685,2.74819495,0.08668599,0.11431992,0.15757839,0.40119325,0.92246226,0.02865937,1.48109450
-5.38769385,2.70970740,0.08579785,0.10618827,0.16382168,0.41329627,0.91296381,0.02905121,1.44839263
-5.38169085,2.66671083,0.08482709,0.09798296,0.16987107,0.42594666,0.90221543,0.02932725,1.41305915
-5.37568784,2.62111362,0.08382470,0.08981300,0.17583437,0.43961144,0.89086807,0.02949592,1.37612724
-5.36968484,2.57504917,0.08285006,0.08177908,0.18185671,0.45485070,0.87964749,0.02957016,1.33872130
-5.36368184,2.53085115,0.08197025,0.07397152,0.18812023,0.47231561,0.86934448,0.02956739,1.30204274
-5.35767884,2.49102205,0.08125901,0.06646876,0.19484227,0.49274292,0.86080243,0.02950933,1.26735383
-5.35167584,2.45819480,0.08079546,0.05933639,0.20227208,0.51694580,0.85490216,0.02942163,1.23595924
-5.34567284,2.43508711,0.08066243,0.05262670,0.21068589,0.54580064,0.85254416,0.02933336,1.20918531
-5.33966983,2.42444879,0.08094452,0.04637870,0.22038056,0.58022989,0.85462828,0.02927635,1.18835692
-5.33366683,2.42900238,0.08172592,0.04061862,0.23166568,0.62118079,0.86203116,0.02928436,1.17477207
-5.32766383,2.45137769,0.08308785,0.03536066,0.24485443,0.66960036,0.87558187,0.02939219,1.16967439
-5.32166083,2.49404157,0.08510595,0.03060817,0.26025336,0.72640686,0.89603628,0.02963459,1.17422370
-5.31565783,2.55922412,0.08784748,0.02635491,0.27815135,0.79245834,0.92405088,0.03004523,1.18946543
-5.30965483,2.64884324,0.09136845,0.02258649,0.29880797,0.86851893,0.96015673,0.03065556,1.21629908
-5.30365183,2.76442960,0.09571093,0.01928186,0.32244177,0.95522374,1.00473461,0.03149366,1.25544696
-5.29764882,2.90705437,0.10090038,0.01641479,0.34921869,1.05304347,1.05799211,0.03258319,1.30742367
-5.29164582,3.07726231,0.10694336,0.01395521,0.37924115,1.16224980,1.11994381,0.03394235,1.37250769
-5.28564282,3.27501291,0.11382560,0.01187057,0.41253814,1.28288307,1.19039531,0.03558298,1.45071598
-5.27963982,3.49963238,0.12151053,0.01012694,0.44905676,1.41472338,1.26893217,0.03750981,1.54178282
-5.27363682,3.74977896,0.12993843,0.00869001,0.48865568,1.55726679,1.35491449,0.03971984,1.64514404
-5.26763382,4.02342438,0.13902623,0.00752588,0.53110083,1.70970788,1.44747771,0.04220195,1.75992781
-5.26163082,4.31785322,0.14866806,0.00660173,0.57606370,1.87093010,1.54554025,0.04493679,1.88495287
-5.25562781,4.62968222,0.15873651,0.00588627,0.62312247,2.03950499,1.64781813,0.04789677,2.01873522
-5.24962481,4.95490056,0.16908476,0.00535013,0.67176629,2.21370126,1.75284663,0.05104647,2.15950377
-5.24362181,5.28893159,0.17954937,0.00496601,0.72140269,2.39150447,1.85900880,0.05434321,2.30522538
-5.23761881,5.62671570,0.18995386,0.00470885,0.77136812,2.57064736,1.96457014,0.05773788,2.45363921
-5.23161581,5.96281332,0.20011286,0.00455582,0.82094162,2.74865091,2.06771890,0.06117613,2.60230023
-5.22561281,6.29152590,0.20983681,0.00448631,0.86936117,2.92287536,2.16661079,0.06459961,2.74863085
-5.21960980,6.60703211,0.21893704,0.00448185,0.91584247,3.09058022,2.25941683,0.06794756,2.88997981
-5.21360680,6.90353547,0.22723096,0.00452600,0.95959968,3.24899151,2.34437302,0.07115851,3.02368667
-5.20760380,7.17541905,0.23454744,0.00460428,0.99986728,3.39537444,2.41983008,0.07417208,3.14714998
-5.20160080,7.41740233,0.24073182,0.00470403,1.03592263,3.52710905,2.48430176,0.07693081,3.25789710
-5.19559780,7.62469465,0.24565076,0.00481431,1.06710822,3.64176602,2.53650979,0.07938209,3.35365319
-5.18959480,7.79313991,0.24919635,0.00492584,1.09285294,3.73718009,2.57542412,0.08147991,3.43240690
-5.18359180,7.91934700,0.25128967,0.00503088,1.11269154,3.81151790,2.60029682,0.08318655,3.49247038
-5.17758879,8.00080079,0.25188331,0.00512320,1.12628145,3.86333770,2.61068827,0.08447404,3.53253117
-5.17158579,8.03594928,0.25096306,0.00519798,1.13341636,3.89163831,2.60648483,0.08532542,3.55169392
-5.16558279,8.02426322,0.24854846,0.00525180,1.13403593,3.89589516,2.58790706,0.08573559,3.54951025
-5.15957979,7.96626555,0.24469232,0.00528255,1.12823122,3.87608186,2.55550820,0.08571196,3.52599539
-5.15357679,7.86352926,0.23947908,0.00528940,1.11624558,3.83267614,2.51016299,0.08527465,3.48163097
-5.14757379,7.71864350,0.23302232,0.00527272,1.09847092,3.76664991,2.45304697,0.08445624,3.41735376
-5.14157079,7.53514916,0.22546117,0.00523400,1.07543943,3.67944373,2.38560726,0.08330132,3.33453081
-5.13556778,7.31744627,0.21695615,0.00517579,1.04781117,3.57292662,2.30952555,0.08186547,3.23492203
-5.12956478,7.07067686,0.20768424,0.00510157,1.01635781,3.44934298,2.22667490,0.08021402,3.12063183
-5.12356178,6.80058765,0.19783366,0.00501569,0.98194332,3.31124868,2.13907166,0.07842050,2.99405168
-5.11755878,6.51337804,0.18759838,0.00492318,0.94550215,3.16143904,2.04882428,0.07656483,2.85779605
-5.11155578,6.21553890,0.17717266,0.00482970,0.90801590,3.00287148,1.95808066,0.07473126,2.71463418
-5.10555278,5.91368810,0.16674582,0.00474135,0.87048916,2.83858598,1.86897588,0.07300637,2.56742038
-5.09954977,5.61440863,0.15649728,0.00466455,0.83392539,2.67162625,1.78358184,0.07147683,2.41902532
-5.09354677,5.32409448,0.14659229,0.00460594,0.79930367,2.50496450,1.70386035,0.07022729,2.27227059
-5.08754377,5.04880916,0.13717825,0.00457217,0.76755698,2.34143233,1.63162095,0.06933837,2.12986877
-5.08154077,4.79416065,0.12838181,0.00456985,0.73955256,2.18365977,1.56848455,0.06888467,1.99437038
-5.07553777,4.56519576,0.12030684,0.00460538,0.71607493,2.03402412,1.51585360,0.06893314,1.86811897
-5.06953477,4.36631565,0.11303323,0.00468485,0.69781164,1.89460966,1.47488930,0.06954153,1.75321513
-5.06353177,4.20121345,0.10661656,0.00481394,0.68534220,1.76717863,1.44649600,0.07075716,1.65148930
-5.05752876,4.07283359,0.10108861,0.00499780,0.67912993,1.65315353,1.43131285,0.07261596,1.56448346
-5.05152576,3.98335184,0.09645853,0.00524099,0.67951679,1.55361009,1.42971210,0.07514173,1.49344065
-5.04552276,3.93417409,0.09271478,0.00554734,0.68672087,1.46928012,1.44180373,0.07834570,1.43930166
-5.03951976,3.92595146,0.08982747,0.00591990,0.70083621,1.40056277,1.46744558,0.08222633,1.40270741
-5.03351676,3.95860879,0.08775117,0.00636082,0.72183474,1.34754284,1.50625809,0.08676932,1.38400596
-5.02751376,4.03138374,0.08642800,0.00687129,0.74956976,1.31001455,1.55764283,0.09194779,1.38326267
-5.02151076,4.14287332,0.08579076,0.00745143,0.78378074,1.28750910,1.62080375,0.09772270,1.40027245
-5.01550775,4.29108535,0.08576613,0.00810019,0.82409907,1.27932453,1.69477033,0.10404334,1.43457300
-5.00950475,4.47349256,0.08627768,0.00881528,0.87005458,1.28455655,1.77842175,0.11084802,1.48545842
-5.00350175,4.68708744,0.08724863,0.00959310,0.92108249,1.30212925,1.87051127,0.11806477,1.55199272
-4.99749875,4.92843685,0.08860427,0.01042862,0.97653091,1.33082472,1.96969033,0.12561225,1.63302307
-4.99149575,5.19373560,0.09027393,0.01131539,1.03566879,1.36931114,2.07453187,0.13340069,1.72719309
-4.98549275,5.47885919,0.09219248,0.01224547,1.09769444,1.41616891,2.18355247,0.14133296,1.83295650
-4.97948974,5.77941599,0.09430138,0.01320947,1.16174474,1.46991485,2.29523334,0.14930574,1.94859198
-4.97348674,6.09079981,0.09654910,0.01419657,1.22690528,1.52902452,2.40804001,0.15721086,2.07221985
-4.96748374,6.40824379,0.09889122,0.01519462,1.29222161,1.59195298,2.52044080,0.16493671,2.20182142
-4.96148074,6.72687672,0.10128996,0.01619029,1.35671173,1.65715442,2.63092436,0.17236988,2.33526181
-4.95547774,7.04178269,0.10371347,0.01716929,1.41938001,1.72310085,2.73801631,0.17939690,2.47031667
-4.94947474,7.34806471,0.10613475,0.01811658,1.47923242,1.78830053,2.84029527,0.18590615,2.60470327
-4.94347174,7.64091241,0.10853043,0.01901672,1.53529313,1.85131602,2.93640840,0.19178990,2.73611575
-4.93746873,7.91567353,0.11087950,0.01985418,1.58662219,1.91078229,3.02508652,0.19694643,2.86226432
-4.93146573,8.16792819,0.11316200,0.02061378,1.63233389,1.96542471,3.10515881,0.20128224,2.98091755
-4.92546273,8.39356451,0.11535788,0.02128105,1.67161533,2.01407676,3.17556690,0.20471421,3.08994678
-4.91945973,8.58885339,0.11744601,0.02184267,1.70374472,2.05569719,3.23537829,0.20717168,3.18737105
-4.91345673,8.75052019,0.11940346,0.02228689,1.72810857,2.08938606,3.28379851,0.20859839,3.27140117
-4.90745373,8.87581036,0.12120516,0.02260392,1.74421710,2.11439919,3.32018199,0.20895418,3.34048097
-4.90145073,8.96254659,0.12282376,0.02278623,1.75171734,2.13016037,3.34404094,0.20821630,3.39332410
-4.89544772,9.00917449,0.12422992,0.02282888,1.75040297,2.13627084,3.35505197,0.20638034,3.42894467
-4.88944472,9.01479490,0.12539292,0.02272971,1.74022064,2.13251542,3.35306014,0.20346074,3.44668030
-4.88344172,8.97918080,0.12628150,0.02248944,1.72127217,2.11886498,3.33808012,0.19949069,3.44620645
-4.87743872,8.90277795,0.12686495,0.02211175,1.69381255,2.09547495,3.31029429,0.19452151,3.42754143
-4.87143572,8.78668883,0.12711439,0.02160317,1.65824358,2.06267993,3.27004783,0.18862155,3.39104165
-4.86543272,8.63264051,0.12700407,0.02097296,1.61510347,2.02098444,3.21784097,0.18187451,3.33738752
-4.85942971,8.44293768,0.12651277,0.02023286,1.56505272,1.97105021,3.15431855,0.17437728,3.26756055
-4.85342671,8.22040281,0.12562509,0.01939676,1.50885687,1.91368059,3.08025734,0.16623747,3.18281279
-4.84742371,7.96830613,0.12433262,0.01848036,1.44736675,1.84980256,2.99655175,0.15757056,3.08463011
-4.84142071,7.69028821,0.12263491,0.01750075,1.38149722,1.78044737,2.90419815,0.14849694,2.97469089
-4.83541771,7.39027842,0.12054024,0.01647594,1.31220512,1.70673025,2.80427861,0.13913884,2.85482194
-4.82941471,7.07241221,0.11806612,0.01542444,1.24046734,1.62983028,2.69794449,0.12961735,2.72695353
-4.82341171,6.74095033,0.11523942,0.01436484,1.16725982,1.55097083,2.58640024,0.12004954,2.59307522
-4.81740870,6.40020213,0.11209631,0.01331538,1.09353821,1.47140130,2.47088778,0.11054591,2.45519389
-4.81140570,6.05445525,0.10868179,0.01229357,1.02022073,1.39238036,2.35267178,0.10120819,2.31529543
-4.80540270,5.70791268,0.10504899,0.01131589,0.94817364,1.31516109,2.23302566,0.09212752,2.17531079
-4.79939970,5.36463811,0.10125819,0.01039755,0.87819958,1.24097779,2.11321855,0.08338309,2.03708695
-4.79339670,5.02850944,0.09737554,0.00955222,0.81102878,1.17103435,1.99450284,0.07504129,1.90236314
-4.78739370,4.70318005,0.09347164,0.00879194,0.74731302,1.10649382,1.87810220,0.06715529,1.77275194
-4.78139070,4.39204671,0.08961985,0.00812696,0.68762219,1.04846860,1.76519980,0.05976509,1.64972499
-4.77538769,4.09822305,0.08589458,0.00756573,0.63244286,0.99801066,1.65692635,0.05289793,1.53460259
-4.76938469,3.82451705,0.08236936,0.00711485,0.58217868,0.95610132,1.55434789,0.04656907,1.42854635
-4.76338169,3.57341113,0.07911493,0.00677909,0.53715186,0.92363983,1.45845308,0.04078286,1.33255419
-4.75737869,3.34704382,0.07619731,0.00656139,0.49760550,0.90143047,1.37013994,0.03553395,1.24745680
-4.75137569,3.14719188,0.07367594,0.00646292,0.46370617,0.89016785,1.29020223,0.03080870,1.17391488
-4.74537269,2.97525258,0.07160183,0.00648312,0.43554650,0.89042036,1.21931562,0.02658656,1.11241666
-4.73936968,2.83222594,0.07001602,0.00661973,0.41314746,0.90261192,1.15802410,0.02284159,1.06327545
-4.73336668,2.71869766,0.06894807,0.00686885,0.39646024,0.92700267,1.10672712,0.01954378,1.02662705
-4.72736368,2.63482352,0.06841494,0.00722501,0.38536775,0.96366915,1.06566817,0.01666033,1.00242733
-4.72136068,2.58031670,0.06842016,0.00768123,0.37968576,1.01248522,1.03492549,0.01415688,0.99045031
-4.71535768,2.55443983,0.06895329,0.00822910,0.37916398,1.07310469,1.01440563,0.01199846,0.99028738
-4.70935468,2.55600358,0.06998987,0.00885889,0.38348734,1.14494725,1.00384072,0.01015036,1.00134842
-4.70335168,2.58337370,0.07149175,0.00955971,0.39227782,1.22718896,1.00279007,0.00857886,1.02286555
-4.69734867,2.63448857,0.07340785,0.01031971,0.40509721,1.31875887,1.01064674,0.00725172,1.05390045
-4.69134567,2.70688841,0.07567542,0.01112623,0.42145116,1.41834281,1.02664941,0.00613865,1.09335583
-4.68534267,2.79775758,0.07822169,0.01196617,0.44079485,1.52439566,1.04989988,0.00521151,1.13999175
-4.67933967,2.90398012,0.08096590,0.01282624,0.46254044,1.63516257,1.07938598,0.00444454,1.19244697
-4.67333667,3.02220851,0.08382172,0.01369333,0.48606655,1.74870944,1.11400976,0.00381438,1.24926560
-4.66733367,3.14894436,0.08669985,0.01455489,0.51072964,1.86296263,1.15262010,0.00330011,1.30892849
-4.66133067,3.28062939,0.08951088,0.01539934,0.53587725,1.97575682,1.19404906,0.00288318,1.36988895
-4.65532766,3.41374384,0.09216811,0.01621647,0.56086266,2.08489010,1.23715056,0.00254732,1.43061181
-4.64932466,3.54490900,0.09459044,0.01699775,0.58506070,2.18818425,1.28084007,0.00227839,1.48961439
-4.64332166,3.67099002,0.09670500,0.01773676,0.60788408,2.28354813,1.32413372,0.00206427,1.54550803
-4.63731866,3.78919445,0.09844949,0.01842936,0.62879957,2.36904156,1.36618502,0.00189470,1.59703835
-4.63131566,3.89716221,0.09977422,0.01907394,0.64734332,2.44293705,1.40631742,0.00176114,1.64312250
-4.62531266,3.99304239,0.10064355,0.01967145,0.66313467,2.50377634,1.44405114,0.00165661,1.68288150
-4.61930965,4.07555291,0.10103689,0.02022538,0.67588768,2.55041930,1.47912259,0.00157558,1.71566614
-4.61330665,4.14401952,0.10094896,0.02074159,0.68541970,2.58208248,1.51149513,0.00151381,1.74107489
-4.60730365,4.19839145,0.10038960,0.02122802,0.69165661,2.59836552,1.54136023,0.00146830,1.75896284
-4.60130065,4.23923217,0.09938283,0.02169427,0.69463419,2.59926376,1.56912846,0.00143712,1.76944083
-4.59529765,4.26768468,0.09796540,0.02215109,0.69449552,2.58516629,1.59541021,0.00141939,1.77286473
-4.58929465,4.28541230,0.09618489,0.02260977,0.69148440,2.55683941,1.62098654,0.00141520,1.76981510
-4.58329165,4.29451691,0.09409735,0.02308146,0.68593492,2.51539596,1.64677110,0.00142554,1.76106794
-4.57728864,4.29743788,0.09176470,0.02357646,0.67825763,2.46225199,1.67376441,0.00145231,1.74755805
-4.57128564,4.29683614,0.08925199,0.02410356,0.66892291,2.39907270,1.70300246,0.00149828,1.73033636
-4.56528264,4.29546836,0.08662461,0.02466936,0.65844211,2.32771012,1.73550158,0.00156709,1.71052355
-4.55927964,4.29605707,0.08394566,0.02527770,0.64734745,2.25013536,1.77220224,0.00166325,1.68926192
-4.55327664,4.30116270,0.08127355,0.02592920,0.63617144,2.16836865,1.81391418,0.00179218,1.66766790
-4.54727364,4.31306354,0.07865993,0.02662096,0.62542679,2.08441015,1.86126551,0.00196022,1.64678750
-4.54127064,4.33364914,0.07614811,0.02734636,0.61558765,2.00017461,1.91465830,0.00217463,1.62755654
-4.53526763,4.36433226,0.07377189,0.02809516,0.60707301,1.91743261,1.97423287,0.00244361,1.61076766
-4.52926463,4.40598320,0.07155501,0.02885365,0.60023284,1.83776061,2.03984268,0.00277629,1.59704527
-4.52326163,4.45888947,0.06951104,0.02960506,0.59533763,1.76250158,2.11104115,0.00318267,1.58682951
-4.51725863,4.52274249,0.06764385,0.03033013,0.59257158,1.69273743,2.18708151,0.00367352,1.58036938
-4.51125563,4.59665128,0.06594845,0.03100782,0.59202954,1.62927366,2.26692963,0.00426031,1.57772520
-4.50525263,4.67918227,0.06441225,0.03161608,0.59371788,1.57263615,2.34928979,0.00495495,1.57877950
-4.49924962,4.76842255,0.06301655,0.03213275,0.59755873,1.52307950,2.43264220,0.00576958,1.58325547
-4.49324662,4.86206320,0.06173825,0.03253648,0.60339762,1.48060553,2.51529082,0.00671622,1.59074146
