energy_ev,total_up,Bi_p_up,Bi_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-6.00000000,2.52760481,0.47883332,0.00403421,1.88978557,1.48382145,0.57743935,0.00000000
-5.99399700,2.49135516,0.47019324,0.00394267,1.84637690,1.46622669,0.57391633,0.00000000
-5.98799400,2.45343520,0.46127568,0.00386423,1.79993535,1.44806307,0.56999901,0.00000000
-5.98199100,2.41459581,0.45225619,0.00380136,1.75113482,1.42981991,0.56571890,0.00000000
-5.97598799,2.37563983,0.44332322,0.00375647,1.70071614,1.41201349,0.56111401,0.00000000
-5.96998499,2.33740723,0.43467379,0.00373194,1.64947134,1.39517760,0.55622901,0.00000000
-5.96398199,2.30075902,0.42650892,0.00373007,1.59822613,1.37985342,0.55111515,0.00000000
-5.95797899,2.26656045,0.41902889,0.00375302,1.54782122,1.36657910,0.54583013,0.00000000
-5.95197599,2.23566376,0.41242843,0.00380281,1.49909311,1.35587920,0.54043756,0.00000000
-5.94597299,2.20889106,0.40689207,0.00388129,1.45285489,1.34825433,0.53500633,0.00000000
-5.93996998,2.18701770,0.40258979,0.00399010,1.40987767,1.34417115,0.52960964,0.00000000
-5.93396698,2.17075638,0.39967312,0.00413068,1.37087323,1.34405300,0.52432371,0.00000000
-5.92796398,2.16074255,0.39827168,0.00430419,1.33647822,1.34827126,0.51922631,0.00000000
-5.92196098,2.15752108,0.39849035,0.00451157,1.30724045,1.35713760,0.51439502,0.00000000
-5.91595798,2.16153462,0.40040703,0.00475348,1.28360751,1.37089717,0.50990532,0.00000000
-5.90995498,2.17311367,0.40407109,0.00503029,1.26591783,1.38972288,0.50582852,0.00000000
-5.90395198,2.19246852,0.40950234,0.00534207,1.25439448,1.41371072,0.50222970,0.00000000
-5.89794897,2.21968314,0.41669065,0.00568858,1.24914149,1.44287610,0.49916565,0.00000000
-5.89194597,2.25471099,0.42559608,0.00606924,1.25014280,1.47715141,0.49668303,0.00000000
-5.88594297,2.29737288,0.43614945,0.00648313,1.25726369,1.51638456,0.49481663,0.00000000
-5.87993997,2.34735683,0.44825333,0.00692895,1.27025452,1.56033874,0.49358810,0.00000000
-5.87393697,2.40421994,0.46178342,0.00740500,1.28875656,1.60869322,0.49300496,0.00000000
-5.86793397,2.46739232,0.47659015,0.00790921,1.31230976,1.66104545,0.49306005,0.00000000
-5.86193097,2.53618307,0.49250069,0.00843905,1.34036232,1.71691432,0.49373147,0.00000000
-5.85592796,2.60978829,0.50932111,0.00899157,1.37228159,1.77574466,0.49498297,0.00000000
-5.84992496,2.68730118,0.52683882,0.00956335,1.40736645,1.83691323,0.49676469,0.00000000
-5.84392196,2.76772419,0.54482536,0.01015056,1.44486072,1.89973596,0.49901434,0.00000000
-5.83791896,2.84998310,0.56303938,0.01074890,1.48396737,1.96347669,0.50165866,0.00000000
-5.83191596,2.93294309,0.58122991,0.01135369,1.52386354,2.02735743,0.50461510,0.00000000
-5.82591296,3.01542657,0.59913999,0.01195985,1.56371589,2.09056989,0.50779358,0.00000000
-5.81990995,3.09623268,0.61651057,0.01256200,1.60269622,2.15228857,0.51109840,0.00000000
-5.81390695,3.17415821,0.63308464,0.01315450,1.63999692,2.21168495,0.51443004,0.00000000
-5.80790395,3.24801956,0.64861164,0.01373161,1.67484623,2.26794282,0.51768690,0.00000000
-5.80190095,3.31667565,0.66285205,0.01428749,1.70652269,2.32027449,0.52076692,0.00000000
-5.79589795,3.37905104,0.67558201,0.01481646,1.73436880,2.36793749,0.52356912,0.00000000
-5.78989495,3.43415908,0.68659801,0.01531306,1.75780338,2.41025150,0.52599488,0.00000000
-5.78389195,3.48112442,0.69572137,0.01577222,1.77633241,2.44661509,0.52794917,0.00000000
-5.77788894,3.51920439,0.70280249,0.01618948,1.78955811,2.47652178,0.52934172,0.00000000
-5.77188594,3.54780868,0.70772469,0.01656111,1.79718602,2.49957502,0.53008808,0.00000000
-5.76588294,3.56651667,0.71040751,0.01688430,1.79902988,2.51550155,0.53011067,0.00000000
-5.75987994,3.57509189,0.71080935,0.01715729,1.79501419,2.52416259,0.52933987,0.00000000
-5.75387694,3.57349301,0.70892925,0.01737958,1.78517440,2.52556254,0.52771516,0.00000000
-5.74787394,3.56188084,0.70480789,0.01755195,1.76965469,2.51985455,0.52518620,0.00000000
-5.74187094,3.54062090,0.69852752,0.01767663,1.74870347,2.50734276,0.52171406,0.00000000
-5.73586793,3.51028109,0.69021093,0.01775727,1.72266660,2.48848068,0.51727231,0.00000000
-5.72986493,3.47162429,0.68001938,0.01779901,1.69197858,2.46386565,0.51184813,0.00000000
-5.72386193,3.42559565,0.66814953,0.01780836,1.65715192,2.43422915,0.50544314,0.00000000
-5.71785893,3.37330460,0.65482932,0.01779317,1.61876492,2.40042292,0.49807411,0.00000000
-5.71185593,3.31600165,0.64031304,0.01776241,1.57744807,2.36340116,0.48977334,0.00000000
-5.70585293,3.25505038,0.62487550,0.01772599,1.53386954,2.32419885,0.48058858,0.00000000
-5.69984992,3.19189511,0.60880565,0.01769452,1.48871989,2.28390677,0.47058260,0.00000000
-5.69384692,3.12802489,0.59239957,0.01767895,1.44269636,2.24364373,0.45983224,0.00000000
-5.68784392,3.06493469,0.57595315,0.01769029,1.39648717,2.20452668,0.44842696,0.00000000
-5.68184092,3.00408497,0.55975465,0.01773921,1.35075603,2.16763957,0.43646698,0.00000000
-5.67583792,2.94686064,0.54407729,0.01783569,1.30612721,2.13400196,0.42406101,0.00000000
-5.66983492,2.89453087,0.52917209,0.01798859,1.26317160,2.10453831,0.41132359,0.00000000
-5.66383192,2.84821115,0.51526127,0.01820533,1.22239392,2.08004913,0.39837233,0.00000000
-5.65782891,2.80882888,0.50253231,0.01849151,1.18422161,2.06118513,0.38532498,0.00000000
-5.65182591,2.77709409,0.49113295,0.01885065,1.14899548,2.04842526,0.37229661,0.00000000
-5.64582291,2.75347639,0.48116733,0.01928395,1.11696266,2.04205989,0.35939697,0.00000000
-5.63981991,2.73818935,0.47269334,0.01979011,1.08827189,2.04217975,0.34672811,0.00000000
-5.63381691,2.73118316,0.46572150,0.02036527,1.06297151,2.04867138,0.33438253,0.00000000
-5.62781391,2.73214611,0.46021519,0.02100299,1.04101024,2.06121947,0.32244173,0.00000000
-5.62181091,2.74051526,0.45609254,0.02169440,1.02224086,2.07931636,0.31097536,0.00000000
-5.61580790,2.75549590,0.45322970,0.02242835,1.00642667,2.10227828,0.30004094,0.00000000
