energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.62181091,2.46468542,0.00196460,0.39519067,1.05159801,0.26263799,0.65430808,1.10187831,0.99924627,0.00000000
-5.61580790,2.42636664,0.00179000,0.39573222,1.01947071,0.25710786,0.64185429,1.08849476,0.98070081,0.00000000
-5.60980490,2.38418121,0.00163772,0.39455718,0.98767922,0.25143184,0.62862299,1.07291546,0.96154698,0.00000000
-5.60380190,2.33762113,0.00150432,0.39158569,0.95595117,0.24555315,0.61446432,1.05492374,0.94154309,0.00000000
-5.59779890,2.28631754,0.00138668,0.38677676,0.92405516,0.23942616,0.59926546,1.03436846,0.92048967,0.00000000
-5.59179590,2.23004976,0.00128203,0.38012904,0.89180590,0.23301728,0.58295282,1.01116822,0.89823434,0.00000000
-5.58579290,2.16874836,0.00118797,0.37168039,0.85906722,0.22630549,0.56549290,0.98531272,0.87467459,0.00000000
-5.57978989,2.10249260,0.00110246,0.36150627,0.82575319,0.21928216,0.54689153,0.95686162,0.84975846,0.00000000
-5.57378689,2.03150284,0.00102380,0.34971699,0.79182742,0.21195064,0.52719196,0.92594084,0.82348336,0.00000000
-5.56778389,1.95612835,0.00095064,0.33645408,0.75730077,0.20432532,0.50647179,0.89273683,0.79589325,0.00000000
-5.56178089,1.87683148,0.00088191,0.32188575,0.72222778,0.19643050,0.48483899,0.85748890,0.76707432,0.00000000
-5.55577789,1.79416907,0.00081684,0.30620179,0.68670190,0.18829902,0.46242723,0.82048030,0.73714981,0.00000000
-5.54977489,1.70877199,0.00075484,0.28960796,0.65084986,0.17997065,0.43939076,0.78202834,0.70627383,0.00000000
-5.54377189,1.62132369,0.00069556,0.27232024,0.61482548,0.17149058,0.41589900,0.74247407,0.67462497,0.00000000
-5.53776888,1.53253889,0.00063878,0.25455894,0.57880309,0.16290773,0.39213109,0.70217201,0.64239970,0.00000000
-5.53176588,1.44314301,0.00058438,0.23654310,0.54297078,0.15427324,0.36827060,0.66148023,0.60980591,0.00000000
-5.52576288,1.35385312,0.00053237,0.21848514,0.50752388,0.14563899,0.34450050,0.62075129,0.57705698,0.00000000
-5.51975988,1.26536116,0.00048279,0.20058613,0.47265868,0.13705637,0.32099868,0.58032416,0.54436632,0.00000000
-5.51375688,1.17831956,0.00043571,0.18303165,0.43856675,0.12857508,0.29793393,0.54051753,0.51194277,0.00000000
-5.50775388,1.09332977,0.00039123,0.16598840,0.40542986,0.12024231,0.27546269,0.50162438,0.47998677,0.00000000
-5.50175088,1.01093372,0.00034944,0.14960167,0.37341578,0.11210195,0.25372644,0.46390814,0.44868736,0.00000000
-5.49574787,0.93160815,0.00031042,0.13399356,0.34267483,0.10419414,0.23284983,0.42760012,0.41822009,0.00000000
-5.48974487,0.85576164,0.00027421,0.11926214,0.31333744,0.09655491,0.21293950,0.39289840,0.38874554,0.00000000
-5.48374187,0.78373402,0.00024084,0.10548128,0.28551249,0.08921601,0.19408357,0.35996773,0.36040864,0.00000000
-5.47773887,0.71579789,0.00021029,0.09270133,0.25928654,0.08220492,0.17635170,0.32894051,0.33333839,0.00000000
-5.47173587,0.65216161,0.00018253,0.08095028,0.23472376,0.07554486,0.15979565,0.29991840,0.30764796,0.00000000
-5.46573287,0.59297360,0.00015748,0.07023558,0.21186653,0.06925499,0.14445024,0.27297455,0.28343507,0.00000000
-5.45972986,0.53832721,0.00013504,0.06054630,0.19073653,0.06335053,0.13033454,0.24815605,0.26078238,0.00000000
-5.45372686,0.48826596,0.00011509,0.05185554,0.17133626,0.05784300,0.11745334,0.22548648,0.23975791,0.00000000
-5.44772386,0.44278869,0.00009747,0.04412309,0.15365074,0.05274036,0.10579859,0.20496841,0.22041527,0.00000000
-5.44172086,0.40185438,0.00008203,0.03729808,0.13764942,0.04804722,0.09535090,0.18658564,0.20279376,0.00000000
-5.43571786,0.36538642,0.00006861,0.03132158,0.12328805,0.04376490,0.08608096,0.17030515,0.18691826,0.00000000
-5.42971486,0.33327618,0.00005701,0.02612912,0.11051058,0.03989157,0.07795082,0.15607869,0.17279886,0.00000000
-5.42371186,0.30538595,0.00004707,0.02165300,0.09925084,0.03642226,0.07091500,0.14384400,0.16043034,0.00000000
-5.41770885,0.28155113,0.00003861,0.01782425,0.08943414,0.03334892,0.06492150,0.13352568,0.14979164,0.00000000
-5.41170585,0.26158190,0.00003147,0.01457449,0.08097863,0.03066043,0.05991255,0.12503575,0.14084516,0.00000000
-5.40570285,0.24526452,0.00002548,0.01183733,0.07379658,0.02834259,0.05582534,0.11827413,0.13353621,0.00000000
-5.39969985,0.23236233,0.00002049,0.00954952,0.06779537,0.02637820,0.05259249,0.11312889,0.12779268,0.00000000
-5.39369685,0.22261681,0.00001637,0.00765186,0.06287848,0.02474710,0.05014261,0.10947661,0.12352492,0.00000000
-5.38769385,0.21574885,0.00001300,0.00608976,0.05894631,0.02342635,0.04840077,0.10718285,0.12062603,0.00000000
-5.38169085,0.21146032,0.00001025,0.00481362,0.05589702,0.02239037,0.04728893,0.10610285,0.11897260,0.00000000
-5.37568784,0.20943628,0.00000803,0.00377898,0.05362735,0.02161123,0.04672657,0.10608256,0.11842598,0.00000000
-5.36968484,0.20934778,0.00000624,0.00294644,0.05203342,0.02105901,0.04663132,0.10695998,0.11883401,0.00000000
-5.36368184,0.21085545,0.00000482,0.00228157,0.05101169,0.02070219,0.04691972,0.10856703,0.12003341,0.00000000
-5.35767884,0.21361374,0.00000370,0.00175460,0.05045988,0.02050816,0.04750810,0.11073167,0.12185256,0.00000000
-5.35167584,0.21727587,0.00000282,0.00134004,0.05027808,0.02044377,0.04831367,0.11328053,0.12411479,0.00000000
-5.34567284,0.22149940,0.00000214,0.00101637,0.05036985,0.02047595,0.04925558,0.11604181,0.12664203,0.00000000
-5.33966983,0.22595208,0.00000161,0.00076554,0.05064338,0.02057229,0.05025614,0.11884837,0.12925862,0.00000000
-5.33366683,0.23031801,0.00000120,0.00057262,0.05101264,0.02070171,0.05124212,0.12154099,0.13179532,0.00000000
-5.32766383,0.23430368,0.00000089,0.00042534,0.05139859,0.02083506,0.05214591,0.12397163,0.13409324,0.00000000
-5.32166083,0.23764376,0.00000066,0.00031374,0.05173017,0.02094571,0.05290676,0.12600647,0.13600749,0.00000000
-5.31565783,0.24010632,0.00000048,0.00022981,0.05194529,0.02101004,0.05347183,0.12752877,0.13741063,0.00000000
-5.30965483,0.24149729,0.00000035,0.00016717,0.05199159,0.02100790,0.05379707,0.12844123,0.13819546,0.00000000
-5.30365183,0.24166387,0.00000026,0.00012075,0.05182701,0.02092292,0.05384791,0.12866790,0.13827731,0.00000000
-5.29764882,0.24049681,0.00000019,0.00008662,0.05142009,0.02074275,0.05359974,0.12815539,0.13759558,0.00000000
-5.29164582,0.23793139,0.00000014,0.00006171,0.05075002,0.02045912,0.05303798,0.12687347,0.13611447,0.00000000
-5.28564282,0.23394705,0.00000011,0.00004368,0.04980644,0.02006785,0.05215807,0.12481491,0.13382295,0.00000000
-5.27963982,0.22856568,0.00000010,0.00003072,0.04858893,0.01956869,0.05096494,0.12199461,0.13073393,0.00000000
-5.27363682,0.22184869,0.00000010,0.00002150,0.04710625,0.01896505,0.04947237,0.11844811,0.12688265,0.00000000
-5.26763382,0.21389290,0.00000011,0.00001500,0.04537535,0.01826364,0.04770208,0.11422939,0.12232439,0.00000000
-5.26163082,0.20482549,0.00000014,0.00001049,0.04342022,0.01747406,0.04568253,0.10940830,0.11713170,0.00000000
-5.25562781,0.19479834,0.00000019,0.00000741,0.04127055,0.01660828,0.04344764,0.10406746,0.11139112,0.00000000
-5.24962481,0.18398174,0.00000027,0.00000539,0.03896036,0.01568011,0.04103542,0.09829905,0.10519967,0.00000000
-5.24362181,0.17255812,0.00000038,0.00000416,0.03652654,0.01470465,0.03848651,0.09220139,0.09866118,0.00000000
-5.23761881,0.16071569,0.00000053,0.00000354,0.03400745,0.01369781,0.03584274,0.08587559,0.09188273,0.00000000
-5.23161581,0.14864253,0.00000076,0.00000344,0.03144161,0.01267578,0.03314582,0.07942243,0.08497121,0.00000000
-5.22561281,0.13652125,0.00000107,0.00000380,0.02886646,0.01165465,0.03043610,0.07293943,0.07803019,0.00000000
-5.21960980,0.12452434,0.00000150,0.00000464,0.02631734,0.01065003,0.02775149,0.06651841,0.07115731,0.00000000
-5.21360680,0.11281052,0.00000208,0.00000601,0.02382664,0.00967686,0.02512662,0.06024345,0.06444202,0.00000000
-5.20760380,0.10152200,0.00000288,0.00000803,0.02142313,0.00874925,0.02259217,0.05418943,0.05796404,0.00000000
-5.20160080,0.09078289,0.00000396,0.00001084,0.01913154,0.00788045,0.02017446,0.04842107,0.05179225,0.00000000
-5.19559780,0.08069852,0.00000539,0.00001466,0.01697236,0.00708295,0.01789521,0.04299254,0.04598433,0.00000000
-5.18959480,0.07135593,0.00000730,0.00001977,0.01496181,0.00636871,0.01577153,0.03794756,0.04058675,0.00000000
-5.18359180,0.06282509,0.00000981,0.00002653,0.01311200,0.00574943,0.01381617,0.03331998,0.03563548,0.00000000
-5.17758879,0.05516108,0.00001309,0.00003537,0.01143128,0.00523700,0.01203780,0.02913479,0.03115696,0.00000000
-5.17158579,0.04840677,0.00001735,0.00004685,0.00992466,0.00484394,0.01044152,0.02540947,0.02716953,0.00000000
-5.16558279,0.04259618,0.00002281,0.00006161,0.00859439,0.00458402,0.00902945,0.02215553,0.02368510,0.00000000
-5.15957979,0.03775802,0.00002979,0.00008046,0.00744051,0.00447280,0.00780137,0.01938035,0.02071101,0.00000000
-5.15357679,0.03391948,0.00003862,0.00010432,0.00646158,0.00452825,0.00675541,0.01708899,0.01825200,0.00000000
-5.14757379,0.03111009,0.00004971,0.00013428,0.00565521,0.00477140,0.00588872,0.01528613,0.01631217,0.00000000
-5.14157079,0.02936529,0.00006352,0.00017162,0.00501877,0.00522690,0.00519815,0.01397785,0.01489692,0.00000000
-5.13556778,0.02872989,0.00008058,0.00021777,0.00454990,0.00592352,0.00468085,0.01317340,0.01401470,0.00000000
-5.12956478,0.02926089,0.00010150,0.00027434,0.00424698,0.00689457,0.00433483,0.01288667,0.01367857,0.00000000
-5.12356178,0.03102994,0.00012692,0.00034313,0.00410960,0.00817817,0.00415939,0.01313753,0.01390755,0.00000000
-5.11755878,0.03412488,0.00015757,0.00042609,0.00413878,0.00981733,0.00415549,0.01395274,0.01472756,0.00000000
-5.11155578,0.03865069,0.00019423,0.00052531,0.00433720,0.01185987,0.00432599,0.01536670,0.01617207,0.00000000
-5.10555278,0.04472935,0.00023768,0.00064299,0.00470927,0.01435800,0.00467577,0.01742165,0.01828230,0.00000000
-5.09954977,0.05249876,0.00028878,0.00078140,0.00526103,0.01736771,0.00521170,0.02016757,0.02110703,0.00000000
-5.09354677,0.06211064,0.00034833,0.00094279,0.00600000,0.02094779,0.00594254,0.02366158,0.02470192,0.00000000
-5.08754377,0.07372726,0.00041716,0.00112936,0.00693487,0.02515856,0.00687866,0.02796689,0.02912832,0.00000000
-5.08154077,0.08751700,0.00049599,0.00134315,0.00807505,0.03006026,0.00803161,0.03315132,0.03445165,0.00000000
-5.07553777,0.10364896,0.00058549,0.00158597,0.00943014,0.03571110,0.00941367,0.03928527,0.04073932,0.00000000
-5.06953477,0.12228638,0.00068617,0.00185927,0.01100932,0.04216505,0.01103713,0.04643932,0.04805809,0.00000000
-5.06353177,0.14357929,0.00079839,0.00216406,0.01282064,0.04946937,0.01291368,0.05468136,0.05647118,0.00000000
-5.05752876,0.16765631,0.00092229,0.00250078,0.01487022,0.05766194,0.01505347,0.06407337,0.06603488,0.00000000
-5.05152576,0.19461609,0.00105776,0.00286922,0.01716153,0.06676852,0.01746436,0.07466790,0.07679509,0.00000000
-5.04552276,0.22451844,0.00120443,0.00326840,0.01969453,0.07680000,0.02015096,0.08650444,0.08878353,0.00000000
-5.03951976,0.25737562,0.00136158,0.00369652,0.02246497,0.08774978,0.02311378,0.09960561,0.10201409,0.00000000
-5.03351676,0.29314423,0.00152819,0.00415087,0.02546370,0.09959139,0.02634836,0.11397357,0.11647922,0.00000000
-5.02751376,0.33171787,0.00170286,0.00462784,0.02867610,0.11227651,0.02984455,0.12958653,0.13214670,0.00000000
-5.02151076,0.37292127,0.00188388,0.00512291,0.03208168,0.12573352,0.03358585,0.14639574,0.14895682,0.00000000
-5.01550775,0.41650608,0.00206917,0.00563068,0.03565387,0.13986668,0.03754899,0.16432311,0.16682022,0.00000000
-5.00950475,0.46214885,0.00225636,0.00614495,0.03935995,0.15455608,0.04170362,0.18325944,0.18561659,0.00000000
-5.00350175,0.50945132,0.00244282,0.00665891,0.04316133,0.16965841,0.04601236,0.20306369,0.20519423,0.00000000
-4.99749875,0.55794350,0.00262569,0.00716520,0.04701399,0.18500862,0.05043104,0.22356314,0.22537070,0.00000000
-4.99149575,0.60708941,0.00280198,0.00765623,0.05086926,0.20042249,0.05490924,0.24455481,0.24593470,0.00000000
-4.98549275,0.65629575,0.00296864,0.00812435,0.05467475,0.21570006,0.05939114,0.26580791,0.26664893,0.00000000
-4.97948974,0.70492312,0.00312263,0.00856215,0.05837558,0.23062987,0.06381667,0.28706759,0.28725432,0.00000000
-4.97348674,0.75229982,0.00326102,0.00896275,0.06191585,0.24499386,0.06812291,0.30805970,0.30747518,0.00000000
-4.96748374,0.79773765,0.00338108,0.00932012,0.06524016,0.25857279,0.07224574,0.32849671,0.32702535,0.00000000
-4.96148074,0.84054927,0.00348039,0.00962937,0.06829535,0.27115205,0.07612163,0.34808432,0.34561522,0.00000000
-4.95547774,0.88006664,0.00355689,0.00988707,0.07103222,0.28252754,0.07968966,0.36652896,0.36295913,0.00000000
-4.94947474,0.91565972,0.00360896,0.01009152,0.07340730,0.29251149,0.08289354,0.38354549,0.37878324,0.00000000
-4.94347174,0.94675487,0.00363551,0.01024300,0.07538455,0.30093788,0.08568362,0.39886519,0.39283332,0.00000000
-4.93746873,0.97285215,0.00363595,0.01034403,0.07693688,0.30766743,0.08801884,0.41224356,0.40488224,0.00000000
-4.93146573,0.99354092,0.00361028,0.01039949,0.07804759,0.31259171,0.08986853,0.42346768,0.41473701,0.00000000
-4.92546273,1.00851306,0.00355905,0.01041677,0.07871150,0.31563645,0.09121396,0.43236287,0.42224483,0.00000000
-4.91945973,1.01757339,0.00348336,0.01040588,0.07893589,0.31676369,0.09204966,0.43879830,0.42729814,0.00000000
-4.91345673,1.02064683,0.00338480,0.01037943,0.07874115,0.31597295,0.09238429,0.44269150,0.42983840,0.00000000
-4.90745373,1.01778203,0.00326542,0.01035264,0.07816116,0.31330113,0.09224127,0.44401144,0.42985840,0.00000000
-4.90145073,1.00915152,0.00312765,0.01034325,0.07724341,0.30882133,0.09165896,0.44278015,0.42740310,0.00000000
-4.89544772,0.99504827,0.00297420,0.01037142,0.07604885,0.30264063,0.09069042,0.43907280,0.42256898,0.00000000
-4.88944472,0.97587897,0.00280800,0.01045959,0.07465158,0.29489695,0.08940284,0.43301634,0.41550185,0.00000000
-4.88344172,0.95215442,0.00263210,0.01063227,0.07313832,0.28575504,0.08787660,0.42478664,0.40639343,0.00000000
-4.87743872,0.92447732,0.00244957,0.01091580,0.07160781,0.27540199,0.08620401,0.41460445,0.39547658,0.00000000
-4.87143572,0.89352826,0.00226342,0.01133820,0.07017007,0.26404221,0.08448784,0.40273021,0.38301977,0.00000000
-4.86543272,0.86005025,0.00207652,0.01192880,0.06894569,0.25189235,0.08283957,0.38945802,0.36932057,0.00000000
-4.85942971,0.82483262,0.00189155,0.01271807,0.06806510,0.23917605,0.08137761,0.37510914,0.35469889,0.00000000
-4.85342671,0.78869484,0.00171093,0.01373724,0.06766781,0.22611905,0.08022538,0.36002501,0.33948988,0.00000000
-4.84742371,0.75247076,0.00153676,0.01501806,0.06790179,0.21294452,0.07950934,0.34456036,0.32403690,0.00000000
-4.84142071,0.71699390,0.00137085,0.01659244,0.06892279,0.19986895,0.07935720,0.32907650,0.30868483,0.00000000
-4.83541771,0.68308418,0.00121465,0.01849217,0.07089367,0.18709861,0.07989604,0.31393510,0.29377387,0.00000000
-4.82941471,0.65153638,0.00106929,0.02074852,0.07398375,0.17482669,0.08125064,0.29949257,0.27963395,0.00000000
-4.82341171,0.62311055,0.00093558,0.02339192,0.07836795,0.16323112,0.08354187,0.28609531,0.26658001,0.00000000
-4.81740870,0.59852450,0.00081404,0.02645157,0.08422587,0.15247309,0.08688525,0.27407584,0.25490812,0.00000000
-4.81140570,0.57844830,0.00070492,0.02995502,0.09174049,0.14269630,0.09138957,0.26374989,0.24489249,0.00000000
-4.80540270,0.56350067,0.00060825,0.03392775,0.10109663,0.13402673,0.09715563,0.25541448,0.23678337,0.00000000
-4.79939970,0.55424703,0.00052388,0.03839270,0.11247892,0.12657302,0.10427503,0.24934679,0.23080578,0.00000000
-4.79339670,0.55119897,0.00045151,0.04336981,0.12606929,0.12042726,0.11282894,0.24580394,0.22715889,0.00000000
-4.78739370,0.55481464,0.00039077,0.04887544,0.14204394,0.11566608,0.12288697,0.24502325,0.22601608,0.00000000
-4.78139070,0.56549980,0.00034119,0.05492188,0.16056969,0.11235197,0.13450587,0.24722308,0.22752534,0.00000000
-4.77538769,0.58360909,0.00030230,0.06151671,0.18179993,0.11053474,0.14772828,0.25260377,0.23180996,0.00000000
-4.76938469,0.60944701,0.00027365,0.06866226,0.20586988,0.11025289,0.16258139,0.26134866,0.23896938,0.00000000
-4.76338169,0.64326845,0.00025481,0.07635494,0.23289164,0.11153487,0.17907552,0.27362484,0.24907993,0.00000000
-4.75737869,0.68527835,0.00024541,0.08458472,0.26294895,0.11440022,0.19720275,0.28958353,0.26219542,0.00000000
-4.75137569,0.73563029,0.00024513,0.09333452,0.29609189,0.11886031,0.21693559,0.30935974,0.27834745,0.00000000
-4.74537269,0.79442396,0.00025375,0.10257972,0.33233181,0.12491886,0.23822567,0.33307136,0.29754534,0.00000000
-4.73936968,0.86170137,0.00027112,0.11228776,0.37163667,0.13257205,0.26100279,0.36081722,0.31977572,0.00000000
-4.73336668,0.93744211,0.00029716,0.12241785,0.41392714,0.14180830,0.28517419,0.39267443,0.34500174,0.00000000
-4.72736368,1.02155769,0.00033186,0.13292087,0.45907365,0.15260775,0.31062425,0.42869486,0.37316193,0.00000000
-4.72136068,1.11388531,0.00037527,0.14373944,0.50689465,0.16494138,0.33721481,0.46890080,0.40416890,0.00000000
-4.71535768,1.21418159,0.00042747,0.15480824,0.55715641,0.17876998,0.36478602,0.51328022,0.43790791,0.00000000
-4.70935468,1.32211657,0.00048857,0.16605461,0.60957428,0.19404299,0.39315804,0.56178162,0.47423554,0.00000000
-4.70335168,1.43726856,0.00055868,0.17739939,0.66381574,0.21069720,0.42213342,0.61430882,0.51297857,0.00000000
-4.69734867,1.55912038,0.00063790,0.18875810,0.71950505,0.22865566,0.45150031,0.67071610,0.55393327,0.00000000
-4.69134567,1.68705737,0.00072628,0.20004238,0.77622953,0.24782664,0.48103642,0.73080391,0.59686534,0.00000000
-4.68534267,1.82036775,0.00082380,0.21116168,0.83354723,0.26810291,0.51051367,0.79431556,0.64151046,0.00000000
-4.67933967,1.95824550,0.00093038,0.22202521,0.89099573,0.28936141,0.53970335,0.86093518,0.68757581,0.00000000
-4.67333667,2.09979612,0.00104582,0.23254402,0.94810174,0.31146325,0.56838163,0.93028724,0.73474237,0.00000000
-4.66733367,2.24404524,0.00116980,0.24263324,1.00439113,0.33425434,0.59633525,1.00193783,0.78266824,0.00000000
-4.66133067,2.38995005,0.00130186,0.25221421,1.05939889,0.35756640,0.62336703,1.07539789,0.83099280,0.00000000
-4.65532766,2.53641335,0.00144140,0.26121672,1.11267874,0.38121860,0.64930103,1.15012836,0.87934164,0.00000000
-4.64932466,2.68229976,0.00158764,0.26958088,1.16381179,0.40501956,0.67398696,1.22554727,0.92733218,0.00000000
-4.64332166,2.82645363,0.00173964,0.27725886,1.21241403,0.42876989,0.69730377,1.30103847,0.97457966,0.00000000
