energy_ev,total_up,Pd_p_up,Pd_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,1.78488620,0.94693588,0.95630922,0.39485145,0.00039877,0.45353955,0.00000000
-5.99399700,1.79271963,0.94998512,0.96468612,0.39815074,0.00040476,0.45488849,0.00000000
-5.98799400,1.80298721,0.95366944,0.97430297,0.40141650,0.00041062,0.45694259,0.00000000
-5.98199100,1.81528734,0.95773372,0.98495691,0.40460645,0.00041626,0.45959379,0.00000000
-5.97598799,1.82922042,0.96193692,0.99644738,0.40769021,0.00042162,0.46272500,0.00000000
-5.96998499,1.84440140,0.96606039,1.00858248,0.41064947,0.00042667,0.46621317,0.00000000
-5.96398199,1.86047028,0.96991459,1.02118417,0.41347755,0.00043136,0.46993243,0.00000000
-5.95797899,1.87710048,0.97334466,1.03409250,0.41617840,0.00043570,0.47375708,0.00000000
-5.95197599,1.89400526,0.97623430,1.04716876,0.41876515,0.00043969,0.47756447,0.00000000
-5.94597299,1.91094194,0.97850847,1.06029750,0.42125828,0.00044335,0.48123772,0.00000000
-5.93996998,1.92771444,0.98013463,1.07338770,0.42368376,0.00044674,0.48466831,0.00000000
-5.93396698,1.94417396,0.98112276,1.08637293,0.42607093,0.00044991,0.48775835,0.00000000
-5.92796398,1.96021823,0.98152429,1.09921070,0.42845062,0.00045294,0.49042268,0.00000000
-5.92196098,1.97578946,0.98142990,1.11188113,0.43085333,0.00045590,0.49259058,0.00000000
-5.91595798,1.99087117,0.98096649,1.12438500,0.43330765,0.00045888,0.49420711,0.00000000
-5.90995498,2.00548412,0.98029331,1.13674134,0.43583903,0.00046199,0.49523405,0.00000000
-5.90395198,2.01968164,0.97959736,1.14898462,0.43846884,0.00046532,0.49565040,0.00000000
-5.89794897,2.03354451,0.97908838,1.16116181,0.44121375,0.00046896,0.49545244,0.00000000
-5.89194597,2.04717561,0.97899329,1.17332931,0.44408555,0.00047301,0.49465326,0.00000000
-5.88594297,2.06069469,0.97955048,1.18555004,0.44709119,0.00047757,0.49328190,0.00000000
-5.87993997,2.07423327,0.98100399,1.19789066,0.45023321,0.00048271,0.49138215,0.00000000
-5.87393697,2.08793009,0.98359772,1.21041919,0.45351041,0.00048850,0.48901090,0.00000000
-5.86793397,2.10192709,0.98756993,1.22320311,0.45691872,0.00049501,0.48623626,0.00000000
-5.86193097,2.11636611,0.99314803,1.23630789,0.46045222,0.00050227,0.48313551,0.00000000
-5.85592796,2.13138641,1.00054385,1.24979607,0.46410431,0.00051032,0.47979284,0.00000000
-5.84992496,2.14712285,1.00994953,1.26372691,0.46786886,0.00051917,0.47629704,0.00000000
-5.84392196,2.16370476,1.02153387,1.27815638,0.47174133,0.00052882,0.47273925,0.00000000
-5.83791896,2.18125522,1.03543940,1.29313748,0.47571977,0.00053925,0.46921062,0.00000000
-5.83191596,2.19989067,1.05177994,1.30872073,0.47980564,0.00055041,0.46580012,0.00000000
-5.82591296,2.21972041,1.07063865,1.32495455,0.48400430,0.00056227,0.46259243,0.00000000
-5.81990995,2.24084580,1.09206646,1.34188541,0.48832530,0.00057476,0.45966590,0.00000000
-5.81390695,2.26335886,1.11608084,1.35955752,0.49278214,0.00058778,0.45709068,0.00000000
-5.80790395,2.28734002,1.14266467,1.37801185,0.49739171,0.00060127,0.45492691,0.00000000
-5.80190095,2.31285489,1.17176525,1.39728447,0.50217335,0.00061512,0.45322308,0.00000000
-5.79589795,2.33994986,1.20329328,1.41740396,0.50714735,0.00062921,0.45201461,0.00000000
-5.78989495,2.36864682,1.23712197,1.43838815,0.51233331,0.00064344,0.45132248,0.00000000
-5.78389195,2.39893689,1.27308610,1.46024008,0.51774798,0.00065770,0.45115228,0.00000000
-5.77788894,2.43077371,1.31098132,1.48294351,0.52340307,0.00067186,0.45149342,0.00000000
-5.77188594,2.46406658,1.35056369,1.50645816,0.52930294,0.00068580,0.45231878,0.00000000
-5.76588294,2.49867399,1.39154975,1.53071510,0.53544230,0.00069940,0.45358476,0.00000000
-5.75987994,2.53439815,1.43361729,1.55561260,0.54180420,0.00071254,0.45523186,0.00000000
-5.75387694,2.57098109,1.47640703,1.58101284,0.54835834,0.00072512,0.45718572,0.00000000
-5.74787394,2.60810289,1.51952542,1.60673990,0.55505988,0.00073701,0.45935886,0.00000000
-5.74187094,2.64538252,1.56254875,1.63257939,0.56184889,0.00074810,0.46165295,0.00000000
-5.73586793,2.68238172,1.60502863,1.65827992,0.56865049,0.00075830,0.46396160,0.00000000
-5.72986493,2.71861203,1.64649897,1.68355664,0.57537579,0.00076750,0.46617376,0.00000000
-5.72386193,2.75354516,1.68648424,1.70809692,0.58192362,0.00077563,0.46817747,0.00000000
-5.71785893,2.78662635,1.72450901,1.73156811,0.58818302,0.00078259,0.46986397,0.00000000
-5.71185593,2.81729049,1.76010848,1.75362711,0.59403642,0.00078833,0.47113190,0.00000000
-5.70585293,2.84498040,1.79283952,1.77393156,0.59936343,0.00079278,0.47189156,0.00000000
-5.69984992,2.86916645,1.82229212,1.79215211,0.60404500,0.00079590,0.47206886,0.00000000
-5.69384692,2.88936683,1.84810040,1.80798522,0.60796783,0.00079767,0.47160899,0.00000000
-5.68784392,2.90516739,1.86995307,1.82116603,0.61102887,0.00079808,0.47047945,0.00000000
-5.68184092,2.91624013,1.88760265,1.83148056,0.61313957,0.00079715,0.46867228,0.00000000
-5.67583792,2.92235937,1.90087305,1.83877659,0.61422976,0.00079491,0.46620554,0.00000000
-5.66983492,2.92341482,1.90966523,1.84297284,0.61425095,0.00079141,0.46312365,0.00000000
-5.66383192,2.91942075,1.91396058,1.84406567,0.61317888,0.00078675,0.45949680,0.00000000
-5.65782891,2.91052071,1.91382194,1.84213320,0.61101517,0.00078103,0.45541915,0.00000000
-5.65182591,2.89698758,1.90939206,1.83733634,0.60778809,0.00077437,0.45100612,0.00000000
-5.64582291,2.87921879,1.90088977,1.82991685,0.60355223,0.00076694,0.44639062,0.00000000
-5.63981991,2.85772686,1.88860395,1.82019232,0.59838729,0.00075890,0.44171847,0.00000000
-5.63381691,2.83312575,1.87288550,1.80854833,0.59239591,0.00075045,0.43714313,0.00000000
-5.62781391,2.80611350,1.85413792,1.79542821,0.58570079,0.00074179,0.43282000,0.00000000
-5.62181091,2.77745204,1.83280665,1.78132081,0.57844111,0.00073314,0.42890041,0.00000000
-5.61580790,2.74794514,1.80936785,1.76674680,0.57076851,0.00072473,0.42552569,0.00000000
-5.60980490,2.71841534,1.78431694,1.75224432,0.56284282,0.00071679,0.42282143,0.00000000
-5.60380190,2.68968102,1.75815737,1.73835435,0.55482776,0.00070955,0.42089230,0.00000000
-5.59779890,2.66253449,1.73139000,1.72560675,0.54688662,0.00070324,0.41981757,0.00000000
-5.59179590,2.63772206,1.70450343,1.71450723,0.53917842,0.00069806,0.41964759,0.00000000
-5.58579290,2.61592677,1.67796541,1.70552598,0.53185431,0.00069424,0.42040135,0.00000000
-5.57978989,2.59775439,1.65221558,1.69908821,0.52505462,0.00069195,0.42206534,0.00000000
-5.57378689,2.58372291,1.62765955,1.69556683,0.51890644,0.00069136,0.42459358,0.00000000
-5.56778389,2.57425586,1.60466430,1.69527746,0.51352184,0.00069264,0.42790907,0.00000000
-5.56178089,2.56967921,1.58355483,1.69847561,0.50899670,0.00069592,0.43190641,0.00000000
-5.55577789,2.57022166,1.56461197,1.70535595,0.50541011,0.00070130,0.43645555,0.00000000
-5.54977489,2.57601787,1.54807113,1.71605335,0.50282425,0.00070888,0.44140656,0.00000000
-5.54377189,2.58711405,1.53412190,1.73064531,0.50128469,0.00071872,0.44659505,0.00000000
-5.53776888,2.60347528,1.52290822,1.74915553,0.50082106,0.00073087,0.45184820,0.00000000
-5.53176588,2.62499398,1.51452917,1.77155790,0.50144784,0.00074536,0.45699092,0.00000000
-5.52576288,2.65149868,1.50904000,1.79778088,0.50316535,0.00076219,0.46185196,0.00000000
-5.51975988,2.68276280,1.50645354,1.82771168,0.50596079,0.00078135,0.46626970,0.00000000
-5.51375688,2.71851265,1.50674178,1.86119999,0.50980919,0.00080280,0.47009732,0.00000000
-5.50775388,2.75843461,1.50983767,1.89806125,0.51467439,0.00082650,0.47320711,0.00000000
-5.50175088,2.80218105,1.51563711,1.93807923,0.52050989,0.00085236,0.47549380,0.00000000
-5.49574787,2.84937514,1.52400108,1.98100798,0.52725964,0.00088029,0.47687677,0.00000000
-5.48974487,2.89961448,1.53475804,2.02657338,0.53485874,0.00091019,0.47730102,0.00000000
-5.48374187,2.95247392,1.54770657,2.07447439,0.54323414,0.00094193,0.47673704,0.00000000
-5.47773887,3.00750780,1.56261829,2.12438431,0.55230535,0.00097534,0.47517954,0.00000000
-5.47173587,3.06425205,1.57924103,2.17595235,0.56198518,0.00101028,0.47264520,0.00000000
-5.46573287,3.12222651,1.59730230,2.22880579,0.57218059,0.00104656,0.46916970,0.00000000
-5.45972986,3.18093786,1.61651310,2.28255300,0.58279366,0.00108397,0.46480410,0.00000000
-5.45372686,3.23988356,1.63657189,2.33678747,0.59372275,0.00112233,0.45961097,0.00000000
-5.44772386,3.29855696,1.65716887,2.39109315,0.60486379,0.00116142,0.45366041,0.00000000
-5.44172086,3.35645376,1.67799041,2.44505087,0.61611176,0.00120104,0.44702627,0.00000000
-5.43571786,3.41307982,1.69872349,2.49824601,0.62736225,0.00124097,0.43978269,0.00000000
-5.42971486,3.46796019,1.71906032,2.55027705,0.63851319,0.00128102,0.43200125,0.00000000
-5.42371186,3.52064910,1.73870282,2.60076491,0.64946657,0.00132103,0.42374881,0.00000000
-5.41770885,3.57074055,1.75736697,2.64936259,0.66013012,0.00136083,0.41508610,0.00000000
-5.41170585,3.61787903,1.77478693,2.69576465,0.67041896,0.00140030,0.40606708,0.00000000
-5.40570285,3.66176978,1.79071890,2.73971630,0.68025693,0.00143936,0.39673913,0.00000000
-5.39969985,3.70218821,1.80494446,2.78102138,0.68957783,0.00147795,0.38714383,0.00000000
-5.39369685,3.73898767,1.81727352,2.81954892,0.69832623,0.00151607,0.37731841,0.00000000
-5.38769385,3.77210529,1.82754655,2.85523785,0.70645794,0.00155375,0.36729750,0.00000000
-5.38169085,3.80156533,1.83563628,2.88809961,0.71394009,0.00159106,0.35711516,0.00000000
-5.37568784,3.82747981,1.84144855,2.91821827,0.72075075,0.00162813,0.34680699,0.00000000
-5.36968484,3.85004613,1.84492243,2.94574824,0.72687822,0.00166511,0.33641204,0.00000000
-5.36368184,3.86954170,1.84602957,2.97090946,0.73231984,0.00170219,0.32597452,0.00000000
-5.35767884,3.88631564,1.84477264,2.99398018,0.73708051,0.00173956,0.31554508,0.00000000
-5.35167584,3.90077788,1.84118312,3.01528767,0.74117099,0.00177744,0.30518154,0.00000000
-5.34567284,3.91338592,1.83531829,3.03519710,0.74460592,0.00181607,0.29494915,0.00000000
