energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Te_p_up,Te_d_up
-5.73586793,3.86829718,0.97619250,2.49354106,0.02518299,0.07140140,0.68308881,0.40673014,0.86769336,0.00000000
-5.72986493,3.74198321,0.94257790,2.41499006,0.02465100,0.06813841,0.66777855,0.39199264,0.83867161,0.00000000
-5.72386193,3.62901389,0.91028726,2.34805953,0.02414025,0.06497544,0.65269435,0.37778316,0.81089744,0.00000000
-5.71785893,3.53019879,0.87961484,2.29314448,0.02366216,0.06194078,0.63790476,0.36426307,0.78462261,0.00000000
-5.71185593,3.44608898,0.85080402,2.25045506,0.02322694,0.05905799,0.62346883,0.35156535,0.76005175,0.00000000
-5.70585293,3.37696606,0.82403926,2.22001646,0.02284304,0.05634547,0.60943255,0.33979039,0.73733513,0.00000000
-5.69984992,3.32284069,0.79944053,2.20167486,0.02251682,0.05381627,0.59582596,0.32900335,0.71656377,0.00000000
-5.69384692,3.28346081,0.77706039,2.19510912,0.02225226,0.05147801,0.58266111,0.31923293,0.69776712,0.00000000
-5.68784392,3.25832933,0.75688405,2.19984784,0.02205078,0.04933319,0.56993083,0.31047172,0.68091336,0.00000000
-5.68184092,3.24673041,0.73883198,2.21529125,0.02191119,0.04737947,0.55760870,0.30267803,0.66591227,0.00000000
-5.67583792,3.24776332,0.72276527,2.24073689,0.02182978,0.04561028,0.54564983,0.29577914,0.65262053,0.00000000
-5.66983492,3.26038224,0.70849316,2.27540805,0.02180047,0.04401545,0.53399288,0.28967575,0.64084920,0.00000000
-5.66383192,3.28344026,0.69578252,2.31848378,0.02181509,0.04258199,0.52256281,0.28424734,0.63037285,0.00000000
-5.65782891,3.31573539,0.68436874,2.36912896,0.02186378,0.04129483,0.51127453,0.27935833,0.62094010,0.00000000
-5.65182591,3.35605660,0.67396754,2.42652317,0.02193544,0.04013769,0.50003712,0.27486452,0.61228490,0.00000000
-5.64582291,3.40322757,0.66428713,2.48988702,0.02201819,0.03909383,0.48875850,0.27061974,0.60413805,0.00000000
-5.63981991,3.45614627,0.65504022,2.55850454,0.02209989,0.03814679,0.47735012,0.26648221,0.59623844,0.00000000
-5.63381691,3.51381841,0.64595530,2.63174082,0.02216872,0.03728101,0.46573177,0.26232037,0.58834350,0.00000000
-5.62781391,3.57538338,0.63678677,2.70905381,0.02221361,0.03648238,0.45383586,0.25801808,0.58023843,0.00000000
-5.62181091,3.64013147,0.62732352,2.79000005,0.02222474,0.03573866,0.44161125,0.25347878,0.57174375,0.00000000
-5.61580790,3.70751193,0.61739561,2.87423380,0.02219391,0.03503977,0.42902632,0.24862863,0.56272100,0.00000000
-5.60980490,3.77713154,0.60687884,2.96150001,0.02211486,0.03437795,0.41607105,0.24341842,0.55307633,0.00000000
-5.60380190,3.84874427,0.59569720,3.05162154,0.02198347,0.03374784,0.40275819,0.23782438,0.54276192,0.00000000
-5.59779890,3.92223291,0.58382304,3.14448141,0.02179788,0.03314637,0.38912330,0.23184777,0.53177539,0.00000000
-5.59179590,3.99758397,0.57127530,3.24000138,0.02155852,0.03257267,0.37522377,0.22551344,0.52015713,0.00000000
-5.58579290,4.07485774,0.55811575,3.33811816,0.02126799,0.03202780,0.36113692,0.21886753,0.50798604,0.00000000
-5.57978989,4.15415541,0.54444379,3.43875883,0.02093090,0.03151453,0.34695719,0.21197442,0.49537386,0.00000000
-5.57378689,4.23558566,0.53038999,3.54181728,0.02055359,0.03103704,0.33279279,0.20491309,0.48245846,0.00000000
-5.56778389,4.31923291,0.51610880,3.64713316,0.02014381,0.03060065,0.31876182,0.19777336,0.46939663,0.00000000
-5.56178089,4.40512932,0.50177102,3.75447500,0.01971035,0.03021152,0.30498822,0.19065186,0.45635666,0.00000000
-5.55577789,4.49323278,0.48755612,3.86352894,0.01926263,0.02987648,0.29159777,0.18364827,0.44351114,0.00000000
-5.54977489,4.58341225,0.47364511,3.97389402,0.01881029,0.02960283,0.27871428,0.17686180,0.43103048,0.00000000
-5.54377189,4.67544177,0.46021412,4.08508486,0.01836279,0.02939820,0.26645632,0.17038822,0.41907718,0.00000000
-5.53776888,4.76900390,0.44742899,4.19654199,0.01792909,0.02927058,0.25493446,0.16431734,0.40780141,0.00000000
-5.53176588,4.86370238,0.43544110,4.30764975,0.01751730,0.02922822,0.24424932,0.15873131,0.39733777,0.00000000
-5.52576288,4.95908390,0.42438447,4.41776104,0.01713444,0.02927977,0.23449036,0.15370345,0.38780352,0.00000000
-5.51975988,5.05466747,0.41437428,4.52622796,0.01678629,0.02943430,0.22573544,0.14929788,0.37929803,0.00000000
-5.51375688,5.14998022,0.40550655,4.63243682,0.01647727,0.02970145,0.21805118,0.14556962,0.37190355,0.00000000
-5.50775388,5.24459716,0.39785910,4.73584576,0.01621046,0.03009150,0.21149394,0.14256535,0.36568699,0.00000000
-5.50175088,5.33818281,0.39149334,4.83602280,0.01598758,0.03061544,0.20611125,0.14032452,0.36070256,0.00000000
-5.49574787,5.43053201,0.38645680,4.93268236,0.01580922,0.03128503,0.20194370,0.13888077,0.35699491,0.00000000
-5.48974487,5.52160722,0.38278615,5.02571771,0.01567492,0.03211272,0.19902688,0.13826345,0.35460257,0.00000000
-5.48374187,5.61156981,0.38051025,5.11522757,0.01558349,0.03311155,0.19739334,0.13849926,0.35356139,0.00000000
-5.47773887,5.70080306,0.37965322,5.20153457,0.01553316,0.03429498,0.19707437,0.13961368,0.35390758,0.00000000
-5.47173587,5.78992484,0.38023706,5.28519438,0.01552196,0.03567654,0.19810138,0.14163222,0.35568036,0.00000000
-5.46573287,5.87978851,0.38228368,5.36699398,0.01554790,0.03726946,0.20050679,0.14458136,0.35892375,0.00000000
-5.45972986,5.97147127,0.38581629,5.44793869,0.01560923,0.03908619,0.20432431,0.14848904,0.36368751,0.00000000
-5.45372686,6.06624957,0.39085982,5.52922760,0.01570471,0.04113784,0.20958864,0.15338477,0.37002716,0.00000000
-5.44772386,6.16556204,0.39744057,5.61221809,0.01583371,0.04343358,0.21633442,0.15929930,0.37800299,0.00000000
-5.44172086,6.27096097,0.40558489,5.69838018,0.01599640,0.04597997,0.22459465,0.16626376,0.38767810,0.00000000
-5.43571786,6.38405402,0.41531712,5.78924242,0.01619375,0.04878033,0.23439844,0.17430850,0.39911563,0.00000000
-5.42971486,6.50643827,0.42665681,5.88633125,0.01642759,0.05183413,0.24576843,0.18346145,0.41237524,0.00000000
-5.42371186,6.63962932,0.43961545,5.99110613,0.01670053,0.05513638,0.25871777,0.19374628,0.42750913,0.00000000
-5.41770885,6.78498831,0.45419285,6.10489313,0.01701586,0.05867720,0.27324704,0.20518033,0.44455759,0.00000000
-5.41170585,6.94364987,0.47037343,6.22881971,0.01737737,0.06244141,0.28934108,0.21777238,0.46354461,0.00000000
-5.40570285,7.11645436,0.48812267,6.36375353,0.01778921,0.06640834,0.30696601,0.23152050,0.48447345,0.00000000
-5.39969985,7.30388721,0.50738384,6.51024786,0.01825557,0.07055176,0.32606666,0.24640988,0.50732266,0.00000000
-5.39369685,7.50602830,0.52807538,6.66849629,0.01878053,0.07484004,0.34656433,0.26241091,0.53204256,0.00000000
-5.38769385,7.72251376,0.55008896,6.83829861,0.01936773,0.07923639,0.36835535,0.27947754,0.55855243,0.00000000
-5.38169085,7.95251213,0.57328850,7.01903985,0.02002018,0.08369944,0.39131026,0.29754592,0.58673862,0.00000000
-5.37568784,8.19471637,0.59751020,7.20968341,0.02074000,0.08818391,0.41527384,0.31653358,0.61645358,0.00000000
-5.36968484,8.44735243,0.62256362,7.40877923,0.02152824,0.09264148,0.44006603,0.33633898,0.64751592,0.00000000
-5.36368184,8.70820462,0.64823393,7.61448688,0.02238470,0.09702179,0.46548378,0.35684170,0.67971163,0.00000000
-5.35767884,8.97465716,0.67428516,7.82461309,0.02330785,0.10127361,0.49130366,0.37790312,0.71279627,0.00000000
-5.35167584,9.24375091,0.70046449,8.03666272,0.02429479,0.10534605,0.51728543,0.39936767,0.74649827,0.00000000
-5.34567284,9.51225340,0.72650732,8.24790145,0.02534119,0.10918985,0.54317627,0.42106468,0.78052313,0.00000000
-5.33966983,9.77673998,0.75214301,8.45542821,0.02644142,0.11275866,0.56871561,0.44281072,0.81455844,0.00000000
-5.33366683,10.03368332,0.77710117,8.65625479,0.02758861,0.11601029,0.59364048,0.46441247,0.84827961,0.00000000
-5.32766383,10.27954821,0.80111797,8.84738989,0.02877484,0.11890784,0.61769114,0.48566992,0.88135611,0.00000000
-5.32166083,10.51088840,0.82394261,9.02592472,0.02999132,0.12142076,0.64061675,0.50638006,0.91345793,0.00000000
-5.31565783,10.72444194,0.84534333,9.18911692,0.03122866,0.12352570,0.66218106,0.52634064,0.94426231,0.00000000
-5.30965483,10.91722182,0.86511301,9.33447000,0.03247706,0.12520715,0.68216770,0.54535423,0.97346027,0.00000000
-5.30365183,11.08659848,0.88307384,9.45980530,0.03372664,0.12645788,0.70038506,0.56323217,1.00076287,0.00000000
-5.29764882,11.23037136,0.89908122,9.56332380,0.03496762,0.12727911,0.71667046,0.57979852,1.02590700,0.00000000
-5.29164582,11.34682677,0.91302641,9.64365567,0.03619064,0.12768041,0.73089351,0.59489375,1.04866053,0.00000000
-5.28564282,11.43478013,0.92483807,9.69989561,0.03738688,0.12767940,0.74295852,0.60837809,1.06882663,0.00000000
-5.27963982,11.49360089,0.93448249,9.73162272,0.03854830,0.12730114,0.75280597,0.62013449,1.08624718,0.00000000
-5.27363682,11.52321947,0.94196268,9.73890416,0.03966776,0.12657730,0.76041276,0.63007101,1.10080523,0.00000000
-5.26763382,11.52411591,0.94731628,9.72228263,0.04073907,0.12554517,0.76579154,0.63812263,1.11242636,0.00000000
-5.26163082,11.49729087,0.95061247,9.68274804,0.04175709,0.12424652,0.76898900,0.64425244,1.12107907,0.00000000
-5.25562781,11.44422027,0.95194807,9.62169475,0.04271766,0.12272624,0.77008321,0.64845206,1.12677411,0.00000000
-5.24962481,11.36679551,0.95144301,9.54086602,0.04361763,0.12103107,0.76918028,0.65074152,1.12956295,0.00000000
-5.24362181,11.26725182,0.94923551,9.44228815,0.04445476,0.11920817,0.76641031,0.65116836,1.12953539,0.00000000
-5.23761881,11.14808797,0.94547705,9.32819703,0.04522765,0.11730381,0.76192304,0.64980618,1.12681654,0.00000000
-5.23161581,11.01198052,0.94032758,9.20096024,0.04593567,0.11536211,0.75588326,0.64675260,1.12156324,0.00000000
-5.22561281,10.86169664,0.93395108,9.06299809,0.04657887,0.11342389,0.74846620,0.64212684,1.11396009,0.00000000
-5.21960980,10.70000893,0.92651169,8.91670694,0.04715791,0.11152572,0.73985319,0.63606679,1.10421538,0.00000000
-5.21360680,10.52961609,0.91817064,8.76438819,0.04767410,0.10969919,0.73022764,0.62872598,1.09255683,0.00000000
-5.20760380,10.35307259,0.90908397,8.60818578,0.04812932,0.10797027,0.71977156,0.62027025,1.07922752,0.00000000
-5.20160080,10.17273024,0.89940124,8.45003493,0.04852614,0.10635910,0.70866278,0.61087448,1.06448203,0.00000000
-5.19559780,9.99069378,0.88926507,8.29162404,0.04886782,0.10487986,0.69707272,0.60071926,1.04858275,0.00000000
-5.18959480,9.80879192,0.87881153,8.13437104,0.04915853,0.10354093,0.68516496,0.58998778,1.03179668,0.00000000
-5.18359180,9.62856439,0.86817118,7.97941472,0.04940336,0.10234531,0.67309445,0.57886284,1.01439247,0.00000000
-5.17758879,9.45126464,0.85747071,7.82762072,0.04960854,0.10129116,0.66100729,0.56752409,0.99663784,0.00000000
-5.17158579,9.27787700,0.84683469,7.67960116,0.04978153,0.10037249,0.64904100,0.55614567,0.97879727,0.00000000
-5.16558279,9.10914633,0.83638755,7.53574591,0.04993112,0.09958007,0.63732510,0.54489392,0.96112990,0.00000000
-5.15957979,8.94561740,0.82625524,7.39626321,0.05006748,0.09890230,0.62598190,0.53392556,0.94388760,0.00000000
-5.15357679,8.78768094,0.81656649,7.26122653,0.05020214,0.09832615,0.61512731,0.52338605,0.92731303,0.00000000
-5.14757379,8.63562269,0.80745345,7.13062444,0.05034791,0.09783808,0.60487146,0.51340819,0.91163769,0.00000000
-5.14157079,8.48967215,0.79905149,7.00441019,0.05051868,0.09742492,0.59531920,0.50411094,0.89707982,0.00000000
-5.13556778,8.35004738,0.79149817,6.88254771,0.05072913,0.09707458,0.58657016,0.49559850,0.88384220,0.00000000
-5.12956478,8.21699299,0.78493125,6.76505113,0.05099439,0.09677673,0.57871843,0.48795947,0.87210973,0.00000000
-5.12356178,8.09080888,0.77948584,6.65201546,0.05132954,0.09652321,0.57185183,0.48126628,0.86204695,0.00000000
-5.11755878,7.97186802,0.77529080,6.54363664,0.05174910,0.09630837,0.56605088,0.47557473,0.85379545,0.00000000
-5.11155578,7.86062251,0.77246456,6.44022018,0.05226648,0.09612918,0.56138735,0.47092385,0.84747133,0.00000000
-5.10555278,7.75759784,0.77111061,6.34217803,0.05289331,0.09598519,0.55792269,0.46733589,0.84316294,0.00000000
-5.09954977,7.66337644,0.77131302,6.25001453,0.05363891,0.09587836,0.55570640,0.46481667,0.84092895,0.00000000
-5.09354677,7.57857212,0.77313209,6.16430284,0.05450970,0.09581274,0.55477449,0.46335626,0.84079693,0.00000000
-5.08754377,7.50379772,0.77660070,6.08565376,0.05550874,0.09579407,0.55514813,0.46293003,0.84276280,0.00000000
-5.08154077,7.43962872,0.78172143,6.01467963,0.05663537,0.09582926,0.55683280,0.46350009,0.84679100,0.00000000
-5.07553777,7.38656584,0.78846482,5.95195582,0.05788495,0.09592595,0.55981782,0.46501718,0.85281580,0.00000000
-5.06953477,7.34499948,0.79676885,5.89798289,0.05924880,0.09609195,0.56407648,0.46742294,0.86074362,0.00000000
-5.06353177,7.31517874,0.80653979,5.85315181,0.06071431,0.09633475,0.56956685,0.47065254,0.87045638,0.00000000
-5.05752876,7.29718732,0.81765450,5.81771472,0.06226514,0.09666107,0.57623308,0.47463756,0.88181587,0.00000000
-5.05152576,7.29092789,0.82996389,5.79176300,0.06388176,0.09707654,0.58400728,0.47930913,0.89466896,0.00000000
-5.04552276,7.29611590,0.84329766,5.77521395,0.06554194,0.09758528,0.59281182,0.48460091,0.90885338,0.00000000
-5.03951976,7.31228304,0.85746985,5.76780657,0.06722154,0.09818976,0.60256194,0.49045213,0.92420386,0.00000000
-5.03351676,7.33878993,0.87228503,5.76910643,0.06889532,0.09889059,0.61316839,0.49681021,0.94055828,0.00000000
-5.02751376,7.37484673,0.88754475,5.77851903,0.07053780,0.09968642,0.62454014,0.50363285,0.95776350,0.00000000
-5.02151076,7.41954012,0.90305399,5.79531030,0.07212421,0.10057390,0.63658675,0.51088962,0.97568051,0.00000000
-5.01550775,7.47186465,0.91862711,5.81863279,0.07363137,0.10154770,0.64922045,0.51856264,0.99418864,0.00000000
-5.00950475,7.53075622,0.93409323,5.84755572,0.07503847,0.10260053,0.66235774,0.52664649,1.01318856,0.00000000
-5.00350175,7.59512562,0.94930058,5.88109696,0.07632785,0.10372324,0.67592035,0.53514717,1.03260383,0.00000000
-4.99749875,7.66389015,0.96411979,5.91825507,0.07748558,0.10490488,0.68983580,0.54408024,1.05238107,0.00000000
-4.99149575,7.73600170,0.97844600,5.95803982,0.07850183,0.10613291,0.70403728,0.55346814,1.07248859,0.00000000
-4.98549275,7.81047017,0.99219972,5.99949977,0.07937120,0.10739328,0.71846317,0.56333682,1.09291366,0.00000000
-4.97948974,7.88638149,1.00532661,6.04174592,0.08009273,0.10867071,0.73305624,0.57371202,1.11365869,0.00000000
-4.97348674,7.96291010,1.01779624,6.08397080,0.08066980,0.10994893,0.74776267,0.58461522,1.13473648,0.00000000
-4.96748374,8.03932613,1.02960002,6.12546265,0.08110988,0.11121094,0.76253109,0.59605966,1.15616503,0.00000000
-4.96148074,8.11499791,1.04074864,6.16561497,0.08142405,0.11243948,0.77731176,0.60804667,1.17796209,0.00000000
-4.95547774,8.18939066,1.05126909,6.20393150,0.08162649,0.11361739,0.79205612,0.62056251,1.20014001,0.00000000
-4.94947474,8.26206243,1.06120162,6.24002735,0.08173384,0.11472809,0.80671673,0.63357602,1.22270121,0.00000000
-4.94347174,8.33265828,1.07059681,6.27362677,0.08176451,0.11575617,0.82124770,0.64703714,1.24563444,0.00000000
-4.93746873,8.40090356,1.07951292,6.30455822,0.08173795,0.11668789,0.83560567,0.66087655,1.26891223,0.00000000
-4.93146573,8.46659720,1.08801359,6.33274744,0.08167403,0.11751176,0.84975116,0.67500643,1.29248959,0.00000000
-4.92546273,8.52960521,1.09616609,6.35820881,0.08159235,0.11821903,0.86365043,0.68932221,1.31630404,0.00000000
-4.91945973,8.58985498,1.10403993,6.38103560,0.08151173,0.11880420,0.87727748,0.70370544,1.34027689,0.00000000
-4.91345673,8.64733001,1.11170596,6.40138930,0.08144969,0.11926536,0.89061614,0.71802739,1.36431568,0.00000000
-4.90745373,8.70206520,1.11923579,6.41948822,0.08142216,0.11960442,0.90366207,0.73215337,1.38831758,0.00000000
-4.90145073,8.75414214,1.12670149,6.43559556,0.08144323,0.11982726,0.91642447,0.74594741,1.41217343,0.00000000
-4.89544772,8.80368407,1.13417534,6.45000702,0.08152501,0.11994361,0.92892732,0.75927707,1.43577216,0.00000000
-4.88944472,8.85085027,1.14172965,6.46303806,0.08167762,0.11996685,0.94121001,0.77201814,1.45900536,0.00000000
-4.88344172,8.89582944,1.14943646,6.47501114,0.08190931,0.11991359,0.95332726,0.78405897,1.48177155,0.00000000
-4.87743872,8.93883218,1.15736708,6.48624306,0.08222655,0.11980313,0.96534837,0.79530419,1.50398004,0.00000000
-4.87143572,8.98008240,1.16559139,6.49703281,0.08263432,0.11965680,0.97735560,0.80567768,1.52555405,0.00000000
-4.86543272,9.01980814,1.17417691,6.50765044,0.08313626,0.11949716,0.98944194,0.81512458,1.54643304,0.00000000
-4.85942971,9.05823197,1.18318765,6.51832715,0.08373499,0.11934722,1.00170829,0.82361239,1.56657403,0.00000000
-4.85342671,9.09556158,1.19268279,6.52924739,0.08443230,0.11922961,1.01426002,0.83113101,1.58595194,0.00000000
-4.84742371,9.13198106,1.20271512,6.54054301,0.08522932,0.11916584,1.02720339,0.83769184,1.60455899,0.00000000
-4.84142071,9.16764323,1.21332955,6.55228996,0.08612670,0.11917558,1.04064163,0.84332594,1.62240308,0.00000000
-4.83541771,9.20266352,1.22456151,6.56450760,0.08712460,0.11927615,1.05467106,0.84808140,1.63950545,0.00000000
-4.82941471,9.23711554,1.23643541,6.57716060,0.08822270,0.11948207,1.06937738,0.85202005,1.65589751,0.00000000
-4.82341171,9.27102840,1.24896322,6.59016307,0.08942008,0.11980487,1.08483213,0.85521370,1.67161722,0.00000000
-4.81740870,9.30438564,1.26214317,6.60338467,0.09071501,0.12025298,1.10108955,0.85773996,1.68670492,0.00000000
-4.81140570,9.33712532,1.27595865,6.61665801,0.09210468,0.12083183,1.11818386,0.85967799,1.70119902,0.00000000
-4.80540270,9.36914105,1.29037720,6.62978664,0.09358488,0.12154411,1.13612702,0.86110421,1.71513153,0.00000000
-4.79939970,9.40028324,1.30534981,6.64255301,0.09514963,0.12239010,1.15490702,0.86208821,1.72852365,0.00000000
-4.79339670,9.43036013,1.32081033,6.65472551,0.09679081,0.12336808,1.17448669,0.86268897,1.74138162,0.00000000
-4.78739370,9.45913826,1.33667514,6.66606421,0.09849776,0.12447483,1.19480311,0.86295157,1.75369300,0.00000000
-4.78139070,9.48634197,1.35284311,6.67632460,0.10025703,0.12570607,1.21576754,0.86290454,1.76542350,0.00000000
-4.77538769,9.51165207,1.36919582,6.68525933,0.10205205,0.12705691,1.23726597,0.86255786,1.77651460,0.00000000
-4.76938469,9.53470367,1.38559816,6.69261778,0.10386310,0.12852218,1.25916025,0.86190181,1.78688212,0.00000000
-4.76338169,9.55508375,1.40189937,6.69814377,0.10566722,0.13009671,1.28128989,0.86090674,1.79641578,0.00000000
-4.75737869,9.57232901,1.41793455,6.70157194,0.10743840,0.13177551,1.30347440,0.85952364,1.80498011,0.00000000
-4.75137569,9.58592482,1.43352675,6.70262340,0.10914789,0.13355380,1.32551645,0.85768574,1.81241658,0.00000000
-4.74537269,9.59530612,1.44848973,6.70100143,0.11076463,0.13542700,1.34720556,0.85531095,1.81854707,0.00000000
-4.73936968,9.59986110,1.46263124,6.69638823,0.11225594,0.13739056,1.36832253,0.85230514,1.82317870,0.00000000
-4.73336668,9.59893833,1.47575702,6.68844335,0.11358823,0.13943980,1.38864438,0.84856615,1.82610989,0.00000000
-4.72736368,9.59185793,1.48767535,6.67680457,0.11472793,0.14156966,1.40794987,0.84398837,1.82713749,0.00000000
-4.72136068,9.57792686,1.49820206,6.66109174,0.11564248,0.14377442,1.42602537,0.83846773,1.82606470,0.00000000
-4.71535768,9.55645824,1.50716584,6.64091385,0.11630127,0.14604752,1.44267096,0.83190689,1.82270955,0.00000000
-4.70935468,9.52679407,1.51441365,6.61587920,0.11667678,0.14838130,1.45770643,0.82422039,1.81691354,0.00000000
-4.70335168,9.48833062,1.51981602,6.58560833,0.11674548,0.15076686,1.47097713,0.81533956,1.80854993,0.00000000
-4.69734867,9.44054494,1.52327189,6.54974920,0.11648873,0.15319392,1.48235925,0.80521691,1.79753148,0.00000000
-4.69134567,9.38302133,1.52471287,6.50799351,0.11589361,0.15565083,1.49176422,0.79382982,1.78381690,0.00000000
-4.68534267,9.31547586,1.52410639,6.46009330,0.11495344,0.15812452,1.49914211,0.78118329,1.76741595,0.00000000
-4.67933967,9.23777747,1.52145781,6.40587653,0.11366825,0.16060055,1.50448365,0.76731170,1.74839263,0.00000000
-4.67333667,9.14996388,1.51681105,6.34526048,0.11204492,0.16306319,1.50782077,0.75227933,1.72686628,0.00000000
-4.66733367,9.05225128,1.51024774,6.27826202,0.11009720,0.16549547,1.50922541,0.73617979,1.70301053,0.00000000
-4.66133067,8.94503644,1.50188481,6.20500360,0.10784541,0.16787931,1.50880672,0.71913417,1.67704994,0.00000000
-4.65532766,8.82889110,1.49187058,6.12571461,0.10531597,0.17019551,1.50670657,0.70128815,1.64925454,0.00000000
-4.64932466,8.70454823,1.48037940,6.04072757,0.10254078,0.17242386,1.50309351,0.68280813,1.61993238,0.00000000
-4.64332166,8.57288087,1.46760526,5.95046930,0.09955632,0.17454310,1.49815551,0.66387656,1.58942055,0.00000000
