energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93396698,8.00005932,-9.58355907,0.06608303,-0.13555507,0.72750583,-0.95816586,2.92819735,-3.02302764,2.30144156,-1.21705510,0.10677919,-0.13964534,3.13152221,-4.36819974
-5.92796398,8.23053732,-9.77252077,0.06819085,-0.13550660,0.74575810,-0.97709901,3.02825782,-3.07113681,2.36125531,-1.24306568,0.10942512,-0.14303606,3.22835632,-4.45747550
-5.92196098,8.41982158,-9.92717107,0.06991215,-0.13509374,0.75954762,-0.99227811,3.11453413,-3.10584413,2.40797571,-1.26507943,0.11159237,-0.14597859,3.31041611,-4.53130221
-5.91595798,8.56510637,-10.04382063,0.07121922,-0.13427702,0.76863020,-1.00331701,3.18597014,-3.12621645,2.44083410,-1.28257503,0.11324018,-0.14841220,3.37658440,-4.58799568
-5.90995498,8.66454861,-10.11936536,0.07209253,-0.13302363,0.77287017,-1.00989591,3.24184193,-3.13157541,2.45935712,-1.29509398,0.11434036,-0.15028541,3.42608550,-4.62613373
-5.90395198,8.71731084,-10.15138297,0.07252119,-0.13130887,0.77224495,-1.01177196,3.28177621,-3.12152044,2.46337866,-1.30225516,0.11487768,-0.15155759,3.45850124,-4.64459942
-5.89794897,8.72356930,-10.13821351,0.07250321,-0.12911728,0.76684553,-1.00878798,3.30575637,-3.09594401,2.45304115,-1.30376748,0.11484981,-0.15220043,3.47377497,-4.64261738
-5.89194597,8.68448715,-10.07902048,0.07204537,-0.12644339,0.75687270,-1.00087868,3.31411590,-3.05503873,2.42878628,-1.29944035,0.11426674,-0.15219892,3.47220333,-4.61978168
-5.88594297,8.60215444,-9.97382934,0.07116286,-0.12329221,0.74262940,-0.98807429,3.30751944,-2.99929563,2.39133576,-1.28919127,0.11314992,-0.15155195,3.45441653,-4.57607368
-5.87993997,8.47949779,-9.82354135,0.06987863,-0.11967916,0.72450932,-0.97050126,3.28693218,-2.92949377,2.34166290,-1.27305036,0.11153096,-0.15027244,3.42134816,-4.51186911
-5.87393697,8.32016445,-9.62992160,0.06822249,-0.11562978,0.70298234,-0.94838009,3.25357924,-2.84668135,2.28095668,-1.25116138,0.10945009,-0.14838706,3.37419595,-4.42793353
-5.86793397,8.12838603,-9.39556099,0.06623006,-0.11117899,0.67857762,-0.92202023,3.20889669,-2.75214920,2.21057985,-1.22377930,0.10695446,-0.14593537,3.31437562,-4.32540612
-5.86193097,7.90882845,-9.12381320,0.06394158,-0.10637008,0.65186484,-0.89181235,3.15447658,-2.64739740,2.13202313,-1.19126439,0.10409636,-0.14296859,3.24346975,-4.20577216
-5.85592796,7.66643473,-8.81870850,0.06140063,-0.10125342,0.62343475,-0.85821817,3.09200834,-2.53409647,2.04685746,-1.15407299,0.10093139,-0.13954799,3.16317404,-4.07082493
-5.84992496,7.40626746,-8.48484761,0.05865288,-0.09588498,0.59387966,-0.82175833,3.02321933,-2.41404457,1.95668643,-1.11274532,0.09751674,-0.13574281,3.07524333,-3.92261842
-5.84392196,7.13335733,-8.12727924,0.05574485,-0.09032473,0.56377484,-0.78299866,2.94981693,-2.28912221,1.86310070,-1.06789079,0.09390960,-0.13162808,2.98143941,-3.76341240
-5.83791896,6.85256383,-7.75136600,0.05272274,-0.08463496,0.53366157,-0.74253550,2.87343480,-2.16124627,1.76763627,-1.02017136,0.09016577,-0.12728215,2.88348272,-3.59561204
-5.83191596,6.56845282,-7.36264366,0.04963145,-0.07887857,0.50403247,-0.70098047,2.79558527,-2.03232479,1.67173794,-0.97028363,0.08633850,-0.12278415,2.78300964,-3.42170425
-5.82591296,6.28519516,-6.96667901,0.04651367,-0.07311752,0.47531967,-0.65894540,2.71761984,-1.90421415,1.57672903,-0.91894025,0.08247762,-0.11821154,2.68153665,-3.24419307
-5.81990995,6.00648885,-6.56893152,0.04340921,-0.06741126,0.44788616,-0.61702781,2.64069909,-1.77868001,1.48378817,-0.86685156,0.07862889,-0.11363771,2.58043226,-3.06553673
-5.81390695,5.73550632,-6.17462385,0.04035448,-0.06181550,0.42202053,-0.57579746,2.56577275,-1.65736292,1.39393345,-0.81470792,0.07483362,-0.10912984,2.48089734,-2.88808851
-5.80790395,5.47486681,-5.78862562,0.03738214,-0.05638100,0.39793503,-0.53578445,2.49357045,-1.54174975,1.30801384,-0.76316353,0.07112857,-0.10474705,2.38395379,-2.71404354
-5.80190095,5.22663289,-5.41535415,0.03452089,-0.05115277,0.37576697,-0.49746906,2.42460278,-1.43315123,1.22670764,-0.71282229,0.06754600,-0.10053891,2.29044133,-2.54539344
-5.79589795,4.99232905,-5.05869526,0.03179544,-0.04616938,0.35558300,-0.46127367,2.35917208,-1.33268600,1.15052715,-0.66422605,0.06411386,-0.09654443,2.20102166,-2.38389003
-5.78989495,4.77297921,-4.72194586,0.02922658,-0.04146257,0.33738596,-0.42755693,2.29739171,-1.24127112,1.07982873,-0.61784571,0.06085615,-0.09279148,2.11618911,-2.23101920
-5.78389195,4.56915963,-4.40777927,0.02683131,-0.03705713,0.32112375,-0.39661007,2.23921250,-1.15961871,1.01482722,-0.57407528,0.05779333,-0.08929668,2.03628641,-2.08798528
-5.77788894,4.38106292,-4.11823333,0.02462310,-0.03297097,0.30669968,-0.36865546,2.18445432,-1.08823836,0.95561347,-0.53322895,0.05494270,-0.08606580,1.96152434,-1.95570595
-5.77188594,4.20856904,-3.85471995,0.02261210,-0.02921541,0.29398369,-0.34384727,2.13284106,-1.02744444,0.90217381,-0.49554115,0.05231887,-0.08309458,1.89200374,-1.83481718
-5.76588294,4.05131864,-3.61805436,0.02080543,-0.02579561,0.28282378,-0.32227397,2.08403686,-0.97736770,0.85441033,-0.46116936,0.04993404,-0.08036996,1.82773840,-1.72568725
-5.75987994,3.90878499,-3.40850133,0.01920744,-0.02271123,0.27305727,-0.30396256,2.03768155,-0.93797026,0.81216082,-0.43019931,0.04779831,-0.07787162,1.76867743,-1.62843864
-5.75387694,3.78034062,-3.22583524,0.01781995,-0.01995708,0.26452118,-0.28888412,1.99342366,-0.90906308,0.77521751,-0.40265226,0.04591988,-0.07557378,1.71472595,-1.54297619
-5.74787394,3.66531578,-3.06941042,0.01664250,-0.01752393,0.25706139,-0.27696049,1.95094918,-0.89032517,0.74334377,-0.37849382,0.04430503,-0.07344718,1.66576294,-1.46901992
-5.74187094,3.56304628,-2.93823819,0.01567248,-0.01539933,0.25054032,-0.26807187,1.91000488,-0.88132377,0.71628823,-0.35764388,0.04295820,-0.07146114,1.62165551,-1.40614066
-5.73586793,3.47290928,-2.83106698,0.01490534,-0.01356844,0.24484275,-0.26206476,1.87041529,-0.88153483,0.69379597,-0.33998714,0.04188174,-0.06958555,1.58226916,-1.35379685
-5.72986493,3.39434642,-2.74646222,0.01433472,-0.01201477,0.23987978,-0.25876039,1.83209282,-0.89036329,0.67561665,-0.32538367,0.04107576,-0.06779281,1.54747372,-1.31137076
-5.72386193,3.32687431,-2.68288282,0.01395253,-0.01072103,0.23559089,-0.25796294,1.79504097,-0.90716272,0.66150953,-0.31367922,0.04053783,-0.06605956,1.51714514,-1.27820288
-5.71785893,3.27008345,-2.63875199,0.01374910,-0.00966973,0.23194414,-0.25946774,1.75935096,-0.93125404,0.65124586,-0.30471476,0.04026266,-0.06436817,1.49116358,-1.25362306
-5.71185593,3.22362721,-2.61252005,0.01371329,-0.00884382,0.22893468,-0.26306894,1.72519242,-0.96194308,0.64460877,-0.29833494,0.04024182,-0.06270793,1.46940831,-1.23697774
-5.70585293,3.18720294,-2.60271805,0.01383258,-0.00822718,0.22658188,-0.26856659,1.69279933,-0.99853687,0.64139136,-0.29439535,0.04046342,-0.06107584,1.45175042,-1.22765246
-5.69984992,3.16052785,-2.60800113,0.01409330,-0.00780501,0.22492536,-0.27577302,1.66245225,-1.04035855,0.64139347,-0.29276816,0.04091193,-0.05947715,1.43804420,-1.22508939
-5.69384692,3.14331225,-2.62718113,0.01448076,-0.00756414,0.22402009,-0.28451823,1.63445842,-1.08676083,0.64441792,-0.29334638,0.04156804,-0.05792540,1.42811824,-1.22879986
-5.68784392,3.13523305,-2.65924869,0.01497949,-0.00749321,0.22393120,-0.29465432,1.60913097,-1.13713791,0.65026657,-0.29604636,0.04240870,-0.05644222,1.42176736,-1.23837198
-5.68184092,3.13590986,-2.70338498,0.01557354,-0.00758275,0.22472849,-0.30605874,1.58676884,-1.19093575,0.65873699,-0.30080883,0.04340727,-0.05505668,1.41874615,-1.25347373
-5.67583792,3.14488595,-2.75896378,0.01624678,-0.00782512,0.22648130,-0.31863633,1.56763836,-1.24766060,0.66962012,-0.30759839,0.04453381,-0.05380442,1.41876498,-1.27385202
-5.66983492,3.16161578,-2.82554479,0.01698323,-0.00821446,0.22925364,-0.33232003,1.55195781,-1.30688562,0.68269914,-0.31640172,0.04575560,-0.05272647,1.42148906,-1.29932822
-5.66383192,3.18546003,-2.90285906,0.01776746,-0.00874646,0.23310017,-0.34707029,1.53988544,-1.36825528,0.69774999,-0.32722449,0.04703774,-0.05186785,1.42654072,-1.32979074
-5.65782891,3.21568864,-2.99078753,0.01858498,-0.00941809,0.23806285,-0.36287312,1.53151156,-1.43148755,0.71454324,-0.34008728,0.04834394,-0.05127600,1.43350509,-1.36518530
-5.65182591,3.25149152,-3.08933375,0.01942260,-0.01022730,0.24416857,-0.37973684,1.52685465,-1.49637348,0.73284749,-0.35502065,0.04963745,-0.05099910,1.44193877,-1.40550332
-5.64582291,3.29199609,-3.19859182,0.02026882,-0.01117266,0.25142763,-0.39768759,1.52586153,-1.56277413,0.75243381,-0.37205958,0.05088199,-0.05108428,1.45138117,-1.45076895
-5.63981991,3.33629010,-3.31871056,0.02111415,-0.01225293,0.25983318,-0.41676380,1.52841080,-1.63061473,0.77308097,-0.39123743,0.05204281,-0.05157589,1.46136754,-1.50102516
-5.63381691,3.38344794,-3.44985486,0.02195137,-0.01346674,0.26936130,-0.43700971,1.53431920,-1.69987605,0.79458085,-0.41257973,0.05308772,-0.05251365,1.47144317,-1.55631915
-5.62781391,3.43255829,-3.59216547,0.02277574,-0.01481217,0.27997183,-0.45846833,1.54334986,-1.77058306,0.81674363,-0.43609792,0.05398803,-0.05393105,1.48117741,-1.61668747
-5.62181091,3.48275087,-3.74571808,0.02358504,-0.01628641,0.29160955,-0.48117395,1.55522166,-1.84279123,0.83940211,-0.46178334,0.05471945,-0.05585373,1.49017688,-1.68214104
-5.61580790,3.53322015,-3.91048305,0.02437962,-0.01788550,0.30420568,-0.50514469,1.56961879,-1.91657065,0.86241485,-0.48960167,0.05526282,-0.05829812,1.49809669,-1.75265033
-5.60980490,3.58324427,-4.08628686,0.02516225,-0.01960406,0.31767947,-0.53037541,1.58619982,-1.99198864,0.88566747,-0.51948793,0.05560464,-0.06127018,1.50464917,-1.82813105
-5.60380190,3.63219760,-4.27277662,0.02593786,-0.02143518,0.33193975,-0.55683126,1.60460548,-2.06909133,0.90907213,-0.55134246,0.05573741,-0.06476456,1.50960921,-1.90843054
-5.59779890,3.67955617,-4.46938895,0.02671320,-0.02337038,0.34688622,-0.58444229,1.62446498,-2.14788505,0.93256490,-0.58502792,0.05565975,-0.06876386,1.51281625,-1.99331534
-5.59179590,3.72489557,-4.67532447,0.02749640,-0.02539962,0.36241062,-0.61309951,1.64540049,-2.22831813,0.95610108,-0.62036742,0.05537622,-0.07323835,1.51417247,-2.08246015
-5.58579290,3.76788181,-4.88952913,0.02829645,-0.02751150,0.37839747,-0.64265245,1.66702987,-2.31026409,0.97964879,-0.65714413,0.05489702,-0.07814598,1.51363775,-2.17543884
-5.57978989,3.80825588,-5.11068354,0.02912256,-0.02969347,0.39472463,-0.67290866,1.68896801,-2.39350686,1.00318122,-0.69510228,0.05423735,-0.08343280,1.51122151,-2.27171780
-5.57378689,3.84581373,-5.33720115,0.02998363,-0.03193218,0.41126370,-0.70363506,1.71082707,-2.47772893,1.02666791,-0.73394961,0.05341667,-0.08903375,1.50697241,-2.37065216
-5.56778389,3.88038331,-5.56723587,0.03088756,-0.03421387,0.42788025,-0.73456121,1.73221627,-2.56250291,1.05006594,-0.77336132,0.05245781,-0.09487379,1.50096646,-2.47148520
-5.56178089,3.91180094,-5.79869958,0.03184072,-0.03652482,0.44443420,-0.76538445,1.75274193,-2.64728722,1.07331160,-0.81298539,0.05138592,-0.10086949,1.49329476,-2.57335154
-5.55577789,3.93988911,-6.02928925,0.03284745,-0.03885181,0.46078033,-0.79577663,1.77200820,-2.73142613,1.09631313,-0.85244905,0.05022751,-0.10693086,1.48405149,-2.67528408
-5.54977489,3.96443781,-6.25652338,0.03390961,-0.04118258,0.47676918,-0.82539218,1.78961920,-2.81415461,1.11894542,-0.89136629,0.04900930,-0.11296351,1.47332334,-2.77622502
-5.54377189,3.98519116,-6.47778678,0.03502634,-0.04350620,0.49224835,-0.85387712,1.80518283,-2.89460779,1.14104691,-0.92934600,0.04775734,-0.11887101,1.46118095,-2.87504086
-5.53776888,4.00184061,-6.69038234,0.03619389,-0.04581344,0.50706437,-0.88087870,1.81831659,-2.97183511,1.16241934,-0.96600058,0.04649608,-0.12455739,1.44767305,-2.97054115
-5.53176588,4.01402557,-6.89158836,0.03740559,-0.04809699,0.52106509,-0.90605505,1.82865525,-3.04481878,1.18283027,-1.00095440,0.04524764,-0.12992969,1.43282358,-3.06150069
-5.52576288,4.02134154,-7.07871929,0.03865203,-0.05035149,0.53410261,-0.92908456,1.83586016,-3.11249607,1.20201859,-1.03385207,0.04403121,-0.13490044,1.41663205,-3.14668454
-5.51975988,4.02335526,-7.24918798,0.03992132,-0.05257357,0.54603653,-0.94967452,1.83962987,-3.17378492,1.21970258,-1.06436586,0.04286268,-0.13939004,1.39907679,-3.22487515
-5.51375688,4.01962587,-7.40056721,0.04119946,-0.05476153,0.55673760,-0.96756855,1.83971116,-3.22761199,1.23559023,-1.09220220,0.04175443,-0.14332882,1.38012093,-3.29490077
-5.50775388,4.00973034,-7.53064829,0.04247090,-0.05691507,0.56609127,-0.98255273,1.83590988,-3.27294242,1.24939113,-1.11710676,0.04071525,-0.14665880,1.35972042,-3.35566429
-5.50175088,3.99329144,-7.63749483,0.04371902,-0.05903471,0.57400118,-0.99446004,1.82810077,-3.30881037,1.26082926,-1.13886814,0.03975047,-0.14933507,1.33783345,-3.40617127
-5.49574787,3.97000591,-7.71948975,0.04492676,-0.06112120,0.58039216,-1.00317315,1.81623529,-3.33434929,1.26965581,-1.15731996,0.03886223,-0.15132665,1.31443040,-3.44555650
-5.48974487,3.93967076,-7.77537427,0.04607718,-0.06317478,0.58521266,-1.00862540,1.80034689,-3.34882107,1.27566132,-1.17234127,0.03804985,-0.15261691,1.28950362,-3.47310787
-5.48374187,3.90220575,-7.80427754,0.04715401,-0.06519447,0.58843624,-1.01080028,1.78055310,-3.35164300,1.27868631,-1.18385561,0.03731020,-0.15320344,1.26307627,-3.48828692
-5.47773887,3.85767042,-7.80573649,0.04814214,-0.06717725,0.59006219,-1.00972945,1.75705412,-3.34241163,1.27862982,-1.19182858,0.03663825,-0.15309747,1.23520952,-3.49074511
-5.47173587,3.80627444,-7.77970554,0.04902794,-0.06911745,0.59011501,-1.00548948,1.73012788,-3.32092282,1.27545544,-1.19626453,0.03602753,-0.15232286,1.20600771,-3.48033558
-5.46573287,3.74838078,-7.72655628,0.04979960,-0.07100615,0.58864288,-0.99819791,1.70012175,-3.28718706,1.26919436,-1.19720236,0.03547057,-0.15091465,1.17562129,-3.45711971
-5.45972986,3.68450174,-7.64706791,0.05044725,-0.07283077,0.58571517,-0.98800861,1.66744140,-3.24143961,1.25994572,-1.19471105,0.03495943,-0.14891743,1.14424722,-3.42136857
-5.45372686,3.61528832,-7.54240902,0.05096304,-0.07457487,0.58141919,-0.97510694,1.63253762,-3.18414498,1.24787412,-1.18888510,0.03448601,-0.14638338,1.11212727,-3.37355911
-5.44772386,3.54151437,-7.41411200,0.05134104,-0.07621819,0.57585630,-0.95970510,1.59589189,-3.11599553,1.23320480,-1.17984033,0.03404247,-0.14337033,1.07954438,-3.31436549
-5.44172086,3.46405670,-7.26404120,0.05157714,-0.07773696,0.56913789,-0.94203762,1.55800177,-3.03790399,1.21621695,-1.16771029,0.03362151,-0.13993975,1.04681747,-3.24464576
-5.43571786,3.38387332,-7.09435621,0.05166885,-0.07910444,0.56138124,-0.92235753,1.51936724,-2.95099020,1.19723589,-1.15264344,0.03321661,-0.13615484,1.01429554,-3.16542444
-5.42971486,3.30198139,-6.90747140,0.05161505,-0.08029171,0.55270587,-0.90093302,1.48047873,-2.85656231,1.17662459,-1.13480138,0.03282231,-0.13207882,0.98235121,-3.07787174
-5.42371186,3.21943689,-6.70601297,0.05141580,-0.08126872,0.54323046,-0.87804484,1.44180793,-2.75609283,1.15477536,-1.11435803,0.03243436,-0.12777343,0.95137464,-2.98327989
-5.41770885,3.13731736,-6.49277445,0.05107208,-0.08200544,0.53307060,-0.85398426,1.40380172,-2.65119029,1.13210215,-1.09149970,0.03204996,-0.12329772,0.92176805,-2.88303738
-5.41170585,3.05670885,-6.27067149,0.05058564,-0.08247317,0.52233762,-0.82905146,1.36687973,-2.54356717,1.10903413,-1.06642600,0.03166791,-0.11870713,0.89394119,-2.77860183
-5.40570285,2.97869770,-6.04269646,0.04995891,-0.08264591,0.51113846,-0.80355434,1.33143534,-2.43500512,1.08601050,-1.03935123,0.03128883,-0.11405288,0.86830801,-2.67147208
-5.39969985,2.90436700,-5.81187334,0.04919490,-0.08250161,0.49957665,-0.77780730,1.29784001,-2.32731815,1.06347694,-1.01050594,0.03091534,-0.10938164,0.84528443,-2.56316010
-5.39369685,2.83479738,-5.58121322,0.04829730,-0.08202348,0.48775413,-0.75212991,1.26645018,-2.22231490,1.04188340,-0.98013843,0.03055232,-0.10473542,0.82528708,-2.45516335
-5.38769385,2.77107077,-5.35367040,0.04727049,-0.08120095,0.47577391,-0.72684522,1.23761588,-2.12176101,1.02168304,-0.94851576,0.03020702,-0.10015171,0.80873255,-2.34893797
-5.38169085,2.71427593,-5.13209941,0.04611972,-0.08003053,0.46374313,-0.70227740,1.21169024,-2.02734224,1.00333180,-0.91592393,0.02988932,-0.09566372,0.79603687,-2.24587334
-5.37568784,2.66551374,-4.91921294,0.04485126,-0.07851634,0.45177621,-0.67874869,1.18903845,-1.94062945,0.98728815,-0.88266708,0.02961183,-0.09130077,0.78761450,-2.14726832
-5.36968484,2.62590053,-4.71754097,0.04347256,-0.07667036,0.43999785,-0.65657545,1.17004543,-1.86304613,0.97401230,-0.84906536,0.02938999,-0.08708864,0.78387647,-2.05430946
-5.36368184,2.59656768,-4.52939147,0.04199241,-0.07451229,0.42854540,-0.63606335,1.15512082,-1.79583907,0.96396453,-0.81545155,0.02924211,-0.08305001,0.78522703,-1.96805166
-5.35767884,2.57865593,-4.35681303,0.04042105,-0.07206919,0.41757044,-0.61750166,1.14470072,-1.74005289,0.95760178,-0.78216626,0.02918924,-0.07920480,0.79205850,-1.88940132
-5.35167584,2.57330329,-4.20156028,0.03877022,-0.06937470,0.40723911,-0.60115687,1.13924546,-1.69650882,0.95537250,-0.74955198,0.02925506,-0.07557044,0.80474409,-1.81910249
-5.34567284,2.58162612,-4.06506273,0.03705316,-0.06646814,0.39773130,-0.58726583,1.13923312,-1.66578813,0.95770932,-0.71794607,0.02946550,-0.07216212,0.82362861,-1.75772606
-5.33966983,2.60469334,-3.94839802,0.03528447,-0.06339329,0.38923831,-0.57602857,1.14514881,-1.64822043,0.96501968,-0.68767307,0.02984837,-0.06899289,0.84901737,-1.70566243
-5.33366683,2.64349448,-3.85227064,0.03348000,-0.06019704,0.38195928,-0.56760129,1.15747011,-1.64387711,0.97767451,-0.65903660,0.03043274,-0.06607374,0.88116345,-1.66311758
-5.32766383,2.69890300,-3.77699696,0.03165649,-0.05692799,0.37609629,-0.56208971,1.17664940,-1.65256983,0.99599562,-0.63231135,0.03124830,-0.06341358,0.92025419,-1.63011289
-5.32166083,2.77163672,-3.72249755,0.02983131,-0.05363503,0.37184843,-0.55954319,1.20309393,-1.67385418,1.02024223,-0.60773544,0.03232457,-0.06101922,0.96639746,-1.60648867
-5.31565783,2.86221759,-3.68829746,0.02802206,-0.05036591,0.36940517,-0.55995007,1.23714486,-1.70703839,1.05059745,-0.58550362,0.03369000,-0.05889533,1.01960874,-1.59191137
-5.30965483,2.97093354,-3.67353510,0.02624613,-0.04716598,0.36893922,-0.56323430,1.27905657,-1.75119675,1.08715573,-0.56576164,0.03537108,-0.05704432,1.07979994,-1.58588437
-5.30365183,3.09780485,-3.67697967,0.02452032,-0.04407707,0.37059942,-0.56925388,1.32897749,-1.80518770,1.12991192,-0.54860204,0.03739139,-0.05546636,1.14677084,-1.58776203
-5.29764882,3.24255775,-3.69705728,0.02286036,-0.04113650,0.37450388,-0.57780109,1.38693381,-1.86767609,1.17875300,-0.53406153,0.03977067,-0.05415931,1.22020410,-1.59676673
-5.29164582,3.40460738,-3.73188518,0.02128062,-0.03837636,0.38073392,-0.58860475,1.45281717,-1.93715915,1.23345314,-0.52212020,0.04252395,-0.05311877,1.29966447,-1.61200841
-5.28564282,3.58305184,-3.77931323,0.01979369,-0.03582299,0.38932893,-0.60133451,1.52637718,-2.01199591,1.29367265,-0.51270238,0.04566078,-0.05233807,1.38460281,-1.63250598
-5.27963982,3.77667853,-3.83697167,0.01841019,-0.03349670,0.40028265,-0.61560702,1.60721944,-2.09043919,1.35896121,-0.50567926,0.04918461,-0.05180838,1.47436502,-1.65721007
-5.27363682,3.98398312,-3.90232374,0.01713856,-0.03141162,0.41354088,-0.63099401,1.69480940,-2.17066985,1.42876551,-0.50087303,0.05309228,-0.05151871,1.56820586,-1.68502643
-5.26763382,4.20320075,-3.97272159,0.01598496,-0.02957587,0.42900087,-0.64703185,1.78848188,-2.25083242,1.50244108,-0.49806235,0.05737380,-0.05145604,1.66530735,-1.71483923
-5.26163082,4.43234845,-4.04546394,0.01495327,-0.02799172,0.44651236,-0.66323251,1.88745586,-2.32907151,1.57926797,-0.49698886,0.06201227,-0.05160535,1.76480087,-1.74553378
-5.25562781,4.66927669,-4.11785375,0.01404510,-0.02665605,0.46588027,-0.67909538,1.99085393,-2.40356829,1.65846955,-0.49736454,0.06698403,-0.05194967,1.86579222,-1.77601785
-5.24962481,4.91172777,-4.18725434,0.01326000,-0.02556079,0.48686886,-0.69411970,2.09772516,-2.47257616,1.73923360,-0.49887955,0.07225907,-0.05247010,1.96738819,-1.80524140
-5.24362181,5.15739798,-4.25114246,0.01259555,-0.02469348,0.50920721,-0.70781718,2.20707028,-2.53445503,1.82073457,-0.50121025,0.07780161,-0.05314584,2.06872345,-1.83221395
-5.23761881,5.40400033,-4.30715704,0.01204765,-0.02403783,0.53259572,-0.71972433,2.31786780,-2.58770330,1.90215608,-0.50402722,0.08357092,-0.05395417,2.16898617,-1.85601975
-5.23161581,5.64932448,-4.35314254,0.01161077,-0.02357443,0.55671332,-0.72941414,2.42909949,-2.63098698,1.98271227,-0.50700298,0.08952224,-0.05487046,2.26744106,-1.87583019
-5.22561281,5.89129070,-4.38718610,0.01127817,-0.02328126,0.58122517,-0.73650678,2.53977400,-2.66316520,2.06166714,-0.50981923,0.09560781,-0.05586821,2.36344834,-1.89091377
-5.21960980,6.12799494,-4.40764789,0.01104221,-0.02313437,0.60579036,-0.74067889,2.64894734,-2.68331139,2.13835071,-0.51217349,0.10177804,-0.05691914,2.45647756,-1.90064342
-5.21360680,6.35774275,-4.41318434,0.01089460,-0.02310848,0.63006945,-0.74167122,2.75573907,-2.69072990,2.21217141,-0.51378496,0.10798260,-0.05799331,2.54611545,-1.90450159
-5.20760380,6.57907034,-4.40276417,0.01082662,-0.02317752,0.65373147,-0.73929441,2.85934359,-2.68496728,2.28262402,-0.51439962,0.11417152,-0.05905937,2.63206710,-1.90208306
-5.20160080,6.79075196,-4.37567731,0.01082934,-0.02331520,0.67646014,-0.73343273,2.95903612,-2.66581810,2.34929294,-0.51379446,0.12029614,-0.06008492,2.71415051,-1.89309597
-5.19559780,6.99179369,-4.33153689,0.01089379,-0.02349552,0.69795927,-0.72404568,3.05417332,-2.63332515,2.41185088,-0.51178081,0.12630996,-0.06103689,2.79228472,-1.87736105
-5.18959480,7.18141450,-4.27027475,0.01101111,-0.02369329,0.71795694,-0.71116745,3.14418883,-2.58777380,2.47005316,-0.50820686,0.13216930,-0.06188217,2.86647220,-1.85480951
-5.18359180,7.35901643,-4.19213086,0.01117264,-0.02388457,0.73620873,-0.69490430,3.22858463,-2.52968079,2.52372837,-0.50295929,0.13783374,-0.06258824,2.93677655,-1.82547967
-5.17758879,7.52414644,-4.09763725,0.01137003,-0.02404711,0.75249978,-0.67543002,3.30691907,-2.45977776,2.57276620,-0.49596409,0.14326632,-0.06312391,3.00329707,-1.78951246
-5.17158579,7.67645296,-3.98759700,0.01159526,-0.02416076,0.76664584,-0.65297959,3.37879287,-2.37898981,2.61710336,-0.48718660,0.14843355,-0.06346017,3.06614171,-1.74714595
-5.16558279,7.81564075,-3.86305881,0.01184068,-0.02420779,0.77849346,-0.62784139,3.44383466,-2.28840987,2.65670897,-0.47663075,0.15330517,-0.06357099,3.12540030,-1.69870890
