energy_ev,total_up,In_p_up,In_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.14157079,5.66204230,0.00501116,0.00032761,1.55756444,3.42919908,0.03271892,1.76176672
-5.13556778,5.70795166,0.00543171,0.00032930,1.57491265,3.45403501,0.03490221,1.77119310
-5.12956478,5.72012882,0.00590696,0.00032971,1.58208775,3.45815837,0.03721397,1.76951286
-5.12356178,5.69913439,0.00644291,0.00032892,1.57901263,3.44188800,0.03968194,1.75699590
-5.11755878,5.64630460,0.00704581,0.00032704,1.56583121,3.40601257,0.04233737,1.73415647
-5.11155578,5.56370613,0.00772188,0.00032421,1.54290314,3.35176406,0.04521417,1.70173571
-5.10555278,5.45406400,0.00847703,0.00032060,1.51079110,3.28077511,0.04834771,1.66067593
-5.09954977,5.32066547,0.00931643,0.00031642,1.47024094,3.19502197,0.05177348,1.61208804
-5.09354677,5.16724441,0.01024418,0.00031186,1.42215583,3.09675574,0.05552547,1.55721340
-5.08754377,4.99785126,0.01126291,0.00030716,1.36756545,2.98842492,0.05963450,1.49738196
-5.08154077,4.81671436,0.01237339,0.00030254,1.30759170,2.87259272,0.06412640,1.43396841
-5.07553777,4.62809881,0.01357416,0.00029821,1.24341243,2.75185287,0.06902028,1.36834839
-5.06953477,4.43616891,0.01486123,0.00029437,1.17622475,2.62874745,0.07432689,1.30185636
-5.06353177,4.24485993,0.01622786,0.00029119,1.10720952,2.50569011,0.08004714,1.23574713
-5.05752876,4.05776421,0.01766432,0.00028882,1.03749836,2.38489777,0.08617093,1.17116216
-5.05152576,3.87803590,0.01915793,0.00028735,0.96814435,2.26833324,0.09267634,1.10910198
-5.04552276,3.70831737,0.02069304,0.00028687,0.90009763,2.15766053,0.09952916,1.05040550
-5.03951976,3.55068924,0.02225126,0.00028740,0.83418624,2.05421405,0.10668298,0.99573650
-5.03351676,3.40664475,0.02381173,0.00028892,0.77110297,1.95898210,0.11407963,0.94557750
-5.02751376,3.27708804,0.02535153,0.00029139,0.71139796,1.87260436,0.12165019,0.90023070
-5.02151076,3.16235468,0.02684627,0.00029471,0.65547717,1.79538242,0.12931636,0.85982532
-5.01550775,3.06225197,0.02827067,0.00029876,0.60360610,1.72730192,0.13699220,0.82433052
-5.00950475,2.97611578,0.02959928,0.00030339,0.55591809,1.66806440,0.14458627,0.79357295
-5.00350175,2.90288003,0.03080722,0.00030844,0.51242655,1.61712659,0.15200388,0.76725765
-4.99749875,2.84115483,0.03187096,0.00031372,0.47304009,1.57374485,0.15914952,0.74499114
-4.99149575,2.78930912,0.03276906,0.00031904,0.43757966,1.53702241,0.16592926,0.72630556
-4.98549275,2.74555379,0.03348284,0.00032420,0.40579668,1.50595695,0.17225306,0.71068267
-4.97948974,2.70802174,0.03399706,0.00032902,0.37739142,1.47948676,0.17803693,0.69757680
-4.97348674,2.67484181,0.03430036,0.00033333,0.35203071,1.45653342,0.18320479,0.68643583
-4.96748374,2.64420405,0.03438567,0.00033696,0.32936442,1.43603981,0.18768993,0.67671974
-4.96148074,2.61441475,0.03425044,0.00033977,0.30904003,1.41700240,0.19143625,0.66791611
-4.95547774,2.58394002,0.03389670,0.00034165,0.29071522,1.39849724,0.19439895,0.65955252
-4.94947474,2.55143768,0.03333099,0.00034249,0.27406787,1.37969940,0.19654493,0.65120571
-4.94347174,2.51577789,0.03256405,0.00034222,0.25880375,1.35989618,0.19785281,0.64250766
-4.93746873,2.47605304,0.03161053,0.00034080,0.24466179,1.33849439,0.19831263,0.63314888
-4.93146573,2.43157849,0.03048841,0.00033819,0.23141704,1.31502241,0.19792530,0.62287923
-4.92546273,2.38188547,0.02921839,0.00033439,0.21888174,1.28912793,0.19670188,0.61150672
-4.91945973,2.32670783,0.02782330,0.00032942,0.20690456,1.26057225,0.19466274,0.59889474
-4.91345673,2.26596448,0.02632726,0.00032330,0.19536865,1.22922202,0.19183662,0.58495817
-4.90745373,2.19973897,0.02475508,0.00031609,0.18418848,1.19503932,0.18825975,0.56965875
-4.90145073,2.12825768,0.02313149,0.00030784,0.17330614,1.15807085,0.18397493,0.55300005
-4.89544772,2.05186790,0.02148053,0.00029863,0.16268714,1.11843685,0.17903074,0.53502244
-4.88944472,1.97101658,0.01982494,0.00028854,0.15231619,1.07632022,0.17348079,0.51579809
-4.88344172,1.88623040,0.01818571,0.00027766,0.14219299,1.03195612,0.16738300,0.49542627
-4.87743872,1.79809759,0.01658166,0.00026608,0.13232832,0.98562240,0.16079903,0.47402893
-4.87143572,1.70725154,0.01502919,0.00025391,0.12274056,0.93763069,0.15379358,0.45174664
-4.86543272,1.61435616,0.01354207,0.00024125,0.11345263,0.88831825,0.14643390,0.42873477
-4.85942971,1.52009276,0.01213141,0.00022821,0.10448940,0.83804051,0.13878904,0.40515998
-4.85342671,1.42514830,0.01080566,0.00021490,0.09587573,0.78716406,0.13092927,0.38119677
-4.84742371,1.33020458,0.00957074,0.00020143,0.08763482,0.73606005,0.12292524,0.35702423
-4.84142071,1.23592828,0.00843019,0.00018791,0.07978709,0.68509789,0.11484723,0.33282283
-4.83541771,1.14296162,0.00738542,0.00017445,0.07234945,0.63463918,0.10676422,0.30877123
-4.82941471,1.05191351,0.00643601,0.00016115,0.06533479,0.58503186,0.09874299,0.28504314
-4.82341171,0.96335134,0.00557995,0.00014810,0.05875183,0.53660463,0.09084713,0.26180439
-4.81740870,0.87779342,0.00481400,0.00013542,0.05260510,0.48966177,0.08313610,0.23920995
-4.81140570,0.79570225,0.00413399,0.00012317,0.04689514,0.44447836,0.07566435,0.21740138
-4.80540270,0.71747886,0.00353515,0.00011144,0.04161875,0.40129630,0.06848051,0.19650447
-4.79939970,0.64345849,0.00301236,0.00010030,0.03676937,0.36032092,0.06162668,0.17662732
-4.79339670,0.57390779,0.00256053,0.00008982,0.03233751,0.32171869,0.05513796,0.15785890
-4.78739370,0.50902370,0.00217482,0.00008004,0.02831127,0.28561586,0.04904203,0.14026807
-4.78139070,0.44893428,0.00185095,0.00007101,0.02467688,0.25209819,0.04335910,0.12390330
-4.77538769,0.39370130,0.00158546,0.00006279,0.02141928,0.22121184,0.03810190,0.10879276
-4.76938469,0.34332490,0.00137608,0.00005540,0.01852279,0.19296534,0.03327600,0.09494516
-4.76338169,0.29774992,0.00122199,0.00004889,0.01597182,0.16733250,0.02888018,0.08235093
-4.75737869,0.25687392,0.00112421,0.00004332,0.01375165,0.14425629,0.02490710,0.07098394
-4.75137569,0.22055664,0.00108604,0.00003873,0.01184931,0.12365342,0.02134396,0.06080349
-4.74537269,0.18863069,0.00111354,0.00003520,0.01025451,0.10541949,0.01817337,0.05175666
-4.73936968,0.16091311,0.00121612,0.00003284,0.00896073,0.08943451,0.01537418,0.04378070
-4.73336668,0.13721767,0.00140718,0.00003177,0.00796637,0.07556873,0.01292238,0.03680559
-4.72736368,0.11736758,0.00170495,0.00003217,0.00727602,0.06368840,0.01079202,0.03075645
-4.72136068,0.10120839,0.00213333,0.00003427,0.00690191,0.05366153,0.00895595,0.02555596
-4.71535768,0.08862087,0.00272298,0.00003835,0.00686541,0.04536342,0.00738668,0.02112649
-4.70935468,0.07953380,0.00351238,0.00004480,0.00719870,0.03868185,0.00605699,0.01739210
-4.70335168,0.07393623,0.00454909,0.00005407,0.00794653,0.03352197,0.00494057,0.01428020
-4.69734867,0.07188940,0.00589108,0.00006672,0.00916802,0.02981071,0.00401242,0.01172300
-4.69134567,0.07353778,0.00760803,0.00008345,0.01093858,0.02750078,0.00324930,0.00965861
-4.68534267,0.07911929,0.00978268,0.00010508,0.01335170,0.02657419,0.00262995,0.00803189
-4.67933967,0.08897432,0.01251208,0.00013257,0.01652079,0.02704529,0.00213530,0.00679514
-4.67333667,0.10355318,0.01590867,0.00016704,0.02058073,0.02896335,0.00174852,0.00590839
-4.66733367,0.12342174,0.02010114,0.00020979,0.02568918,0.03241451,0.00145510,0.00533962
-4.66133067,0.14926471,0.02523483,0.00026226,0.03202746,0.03752328,0.00124276,0.00506479
-4.65532766,0.18188605,0.03147179,0.00032608,0.03980089,0.04445325,0.00110142,0.00506766
-4.64932466,0.22220598,0.03899006,0.00040303,0.04923843,0.05340722,0.00102301,0.00533954
-4.64332166,0.27125397,0.04798235,0.00049504,0.06059135,0.06462637,0.00100140,0.00587892
-4.63731866,0.33015716,0.05865376,0.00060415,0.07413103,0.07838857,0.00103220,0.00669101
-4.63131566,0.40012363,0.07121859,0.00073249,0.09014545,0.09500558,0.00111256,0.00778718
-4.62531266,0.48242019,0.08589608,0.00088223,0.10893442,0.11481911,0.00124107,0.00918432
-4.61930965,0.57834430,0.10290508,0.00105552,0.13080349,0.13819553,0.00141752,0.01090415
-4.61330665,0.68919015,0.12245759,0.00125444,0.15605635,0.16551930,0.00164275,0.01297239
-4.60730365,0.81620907,0.14475133,0.00148090,0.18498594,0.19718494,0.00191848,0.01541787
-4.60130065,0.96056473,0.16996139,0.00173659,0.21786417,0.23358763,0.00224715,0.01827158
-4.59529765,1.12328406,0.19823111,0.00202285,0.25493062,0.27511253,0.00263176,0.02156557
-4.58929465,1.30520496,0.22966260,0.00234060,0.29638033,0.32212283,0.00307571,0.02533179
-4.58329165,1.50692253,0.26430702,0.00269023,0.34235111,0.37494695,0.00358267,0.02960087
-4.57728864,1.72873551,0.30215521,0.00307154,0.39291085,0.43386500,0.00415643,0.03440078
-4.57128564,1.97059510,0.34312897,0.00348361,0.44804515,0.49909483,0.00480076,0.03975555
-4.56528264,2.23205867,0.38707349,0.00392476,0.50764605,0.57077836,0.00551927,0.04568382
-4.55927964,2.51225059,0.43375147,0.00439250,0.57150233,0.64896827,0.00631530,0.05219758
-4.55327664,2.80983264,0.48283930,0.00488347,0.63929198,0.73361582,0.00719181,0.05930084
-4.54727364,3.12298637,0.53392580,0.00539346,0.71057744,0.82456026,0.00815121,0.06698848
-4.54127064,3.44940924,0.58651381,0.00591744,0.78480419,0.92152022,0.00919529,0.07524521
-4.53526763,3.78632618,0.64002497,0.00644955,0.86130291,1.02408765,0.01032510,0.08404475
-4.52926463,4.13051741,0.69380769,0.00698330,0.93929577,1.13172470,0.01154085,0.09334924
-4.52326163,4.47836304,0.74714840,0.00751156,1.01790680,1.24376383,0.01284180,0.10310899
-4.51725863,4.82590391,0.79928592,0.00802681,1.09617637,1.35941140,0.01422622,0.11326247
-4.51125563,5.16891755,0.84942852,0.00852126,1.17307961,1.47775490,0.01569126,0.12373674
-4.50525263,5.50300734,0.89677325,0.00898705,1.24754821,1.59777370,0.01723296,0.13444820
-4.49924962,5.82370224,0.94052696,0.00941646,1.31849516,1.71835338,0.01884612,0.14530374
-4.49324662,6.12656398,0.97992818,0.00980215,1.38484158,1.83830317,0.02052436,0.15620225
-4.48724362,6.40729779,1.01426903,0.01013734,1.44554467,1.95637631,0.02226010,0.16703650
-4.48124062,6.66186294,1.04291636,0.01041603,1.49962588,2.07129283,0.02404457,0.17769530
-4.47523762,6.88657880,1.06533119,0.01063316,1.54619818,2.18176406,0.02586789,0.18806594
-4.46923462,7.07822255,1.08108565,0.01078482,1.58449130,2.28651844,0.02771921,0.19803683
-4.46323162,7.23411472,1.08987657,0.01086833,1.61387404,2.38432787,0.02958680,0.20750024
-4.45722861,7.35218947,1.09153534,0.01088234,1.63387270,2.47403386,0.03145824,0.21635511
-4.45122561,7.43104686,1.08603332,0.01082688,1.64418475,2.55457281,0.03332071,0.22450976
-4.44522261,7.46998544,1.07348279,0.01070335,1.64468742,2.62499983,0.03516116,0.23188447
-4.43921961,7.46901407,1.05413324,0.01051447,1.63544064,2.68451020,0.03696670,0.23841379
-4.43321661,7.42884289,1.02836326,0.01026421,1.61668432,2.73245809,0.03872483,0.24404855
-4.42721361,7.35085409,0.99666836,0.00995765,1.58883019,2.76837183,0.04042384,0.24875738
-4.42121061,7.23705423,0.95964522,0.00960081,1.55244844,2.79196528,0.04205311,0.25252775
-4.41520760,7.09000992,0.91797322,0.00920050,1.50824984,2.80314493,0.04360341,0.25536648
-4.40920460,6.91277004,0.87239385,0.00876405,1.45706411,2.80201241,0.04506722,0.25729953
-4.40320160,6.70877730,0.82368900,0.00829917,1.39981537,2.78886224,0.04643889,0.25837134
-4.39719860,6.48177275,0.77265901,0.00781368,1.33749579,2.76417477,0.04771484,0.25864339
-4.39119560,6.23569664,0.72010125,0.00731534,1.27113835,2.72860445,0.04889364,0.25819224
-4.38519260,5.97458899,0.66679014,0.00681163,1.20178974,2.68296360,0.04997597,0.25710711
-4.37918959,5.70249314,0.61345910,0.00630957,1.13048448,2.62820222,0.05096454,0.25548689
-4.37318659,5.42336507,0.56078525,0.00581559,1.05822088,2.56538430,0.05186385,0.25343696
-4.36718359,5.14099105,0.50937692,0.00533542,0.98593983,2.49566140,0.05267999,0.25106572
-4.36118059,4.85891556,0.45976449,0.00487397,0.91450669,2.42024432,0.05342021,0.24848111
-4.35517759,4.58038104,0.41239448,0.00443531,0.84469693,2.34037383,0.05409258,0.24578724
-4.34917459,4.30828043,0.36762676,0.00402262,0.77718550,2.25729144,0.05470554,0.24308123
-4.34317159,4.04512310,0.32573487,0.00363822,0.71254018,2.17221120,0.05526750,0.24045051
-4.33716858,3.79301410,0.28690886,0.00328356,0.65121863,2.08629365,0.05578646,0.23797058
-4.33116558,3.55364633,0.25126053,0.00295934,0.59356890,2.00062255,0.05626963,0.23570337
-4.32516258,3.32830486,0.21883029,0.00266552,0.53983322,1.91618546,0.05672324,0.23369635
-4.31915958,3.11788220,0.18959552,0.00240144,0.49015435,1.83385849,0.05715229,0.23198224
-4.31315658,2.92290301,0.16347962,0.00216591,0.44458418,1.75439571,0.05756055,0.23057948
-4.30715358,2.74355664,0.14036151,0.00195733,0.40309394,1.67842319,0.05795054,0.22949323
